제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
쾌적하고 깨끗한 광산구를 위한 불법·무질서 현장 실시간 제보,"현황 및 문제점
- 도시가 발전해 가면서 불법적으로 광고물을 개시하거나 불법 노점상, 교통방해, 묻지 마 폭행, 비위생적 환경, 위험 요소, 범죄 노출, 쓰레기 불법투기 및 방치 등 수 많은 생활밀착형 불법 무질서 현장이 존재하고 이를 해결하기 위한 고급 공공 행정인력이 투입되고 있으나 해마다 되풀이되는 것이 사실입니다.
- 이는 공익보다는 사익만을 추구하는 시민의식과 무관하다고는 할 수 없으므로 낭비되는 고급 공공 행정인력이 본연의 업무에 집중할 수 있도록 시민들이 자발적으로 도움을 주는 행정이 필요해 보입니다.
개선방안
- (가칭) “기초질서 지키기 시만 감시단”을 모집하여 구별 밴드로 구성
- 구의 부서별 생활밀착형 감시 필요성과 행정력의 낭비가 있는 업무를 선정
- (예시) 시가지 및 거리 청소, 옥외광고물 정비, 노점상 및 노상 적치물 정비, 교통질서 확립, 교통종사자 친절 서비스, 공중화장실 청결, 쓰레기 불법투기 감시, 음식•숙박업소 위생•친절 등
- 일정 신고요건(과태료 등 부과기준 요건)을 제시하고 자발적 신고 유도
- 신고된 내용을 구별 행정 담당자가 분류 및 검토 후 행정처리
- 자발적 참여 유도와 신고효율 향상을 위해 일정 요건을 갖추면 봉사활동 시간 부여 및 우수활동자 포상 등 인센티브 부여 방안 수립
기대효과
- 해마다 되풀이되는 행정력 낭비를 자발적 시민참여로 일부 해소
- 쾌적하고 깨끗한 생활 도시공간 확보
- 불법·무질서와 관련된 시민 민원 최소화
- 자발적 시민참여로 사익을 추구하는 시민의식 개선",2022-04-15,"1. 구정에 관심가져주셔서 감사드리며, 귀하의 제안에 대해 다음과 같이 회신하여 드립니다.
2. 귀하께서 제안한 내용은 귀하께서 제안하신 내용은 현재 활용되고 있는 견문보고와 유사한 제도입니다. 국민생활에 직결되는 각종 민원접수창구가‘국민신문고’로 일원화(‘20.9)되면서 시민누구나 스마트폰을 통해 불법투기 신고 등 민원을 제기할수 있으며, 이 경우 행정에서는 이를 유기한 민원으로 분류하여 신속히 처리하고 있습니다. 제안인이 말씀하신, 감시단을 모집하여 밴드를 구성하고 신고를 유도하는 내용은 국민신문고 앱을 통해 기 시행되고 있는 것으로 판단됩니다.
3. 따라서 위 제안에 대해 불채택 결정하였음을 알려드립니다. 감사합니다.",2022-04-27,광산구,답변완료
중흥동 오리탕거리 활성화,"현황 및 문제점
지난2000년대 시절부터 소위 구,현대백화점의 운영이 활발했고 시민 생활이 단순하고 40~50년세대의 부근주거단지와 유동성이
활발했을때의 특별메뉴로 오리고기 인기가 있을때 조성된 오리탕거리가 작금의 젊은세대와 식생활의 다변화와 고급짓 문화에
걸맞지않게 아무런 시대변화에 따르지 않고 구태의연한 상거리가 지금 모든 점포의 폐업위기를 가져올만큼 쇠퇴해 슬럼가직전의
상태에 처해 있읍니다.
개선방안
오리탕거리 주변의 단독주택서 사시던 노년층은 소비여력이 많이 줄어들렀고 식생활패턴도 변하였으며,인근 거주인구도줄었고
특히 상업지롰의 기능에 맞지않은 건물구조 배치등이 노후화 공실화를 불러 일으켜고,NC백화점의 영업부실도 한몫학여.
이거리를 모든세대가 아울러 다녀갈수있는 음식의다양화가 절실히 필요합니다.
예로 오리만 키우지 말고 닭도키우고 소 돼지 바닷고기 한마디로 오리탕 골목이 아니라 맛집거리를 조성하는것입니다.
이웃 NC백화점과 협조해 고객주차장을 이용하는 방법도 생각해 보시고.
기대효과
앞으로 광주역 재개발과 맞물러 인구유입과 함께 부근에 신축 아파트건설로 새로 입주한 주민 편의시설과함께 구도심 활성화방안으로 지역 발전이 기대됩ㄴ지다.",2022-04-13,"1. 안녕하십니까? 평소 구정발전에 지대한 관심을 가져주신데 대하여 깊이 감사드리며, 귀하께서 제안해 주신 민원사항에 대한 검토결과를 다음과 같이 알려드립니다.

2. 오리음식의 거리를 오리에 국한하지 않고 다양한 맛집거리로 조성하는 건에 대해서 말씀드리겠습니다.

가. 우리 구에서도 오리음식의 거리가 조류독감으로 인한 파동 이후 급격히 쇄락하고 있음에 깊이 공감하고 있으며, 주변 인구변화에 따라 다양한 음식의 거리로 재정비될 수 있도록 꾸준히 관심을 가지고 검토하겠으며,
나. 현 시점에서는 코로나19 여파로 빈 점포가 많이 발생하여 맛집거리를 조성하기에는 어려움이 있는 것으로 사료됩니다.

붙임 국민제안신청서. 끝.",2022-05-02,북구,답변완료
광주광역시 각종 위원회 구성에 청년의 시정 참여 보장 강화가 필요합니다.,"현황 및 문제점
「광주광역시 각종위원회 구성 및 운영등에 관한 조례」제6조의2(청년의 시정 참여 보장)에 따라 청년 위원이 위원회의 10분의 1이상이 되도록 노력한다는 조항이 있습니다.
이는 상대적으로 사회적 경험이 부족한 청년(만 19세~ 만 39세)의 시정 참여를 위한 조항입니다.

하지만 위원회 모집 공고문에서 이와 같은 조항을 명시하고 있지 않고, 경력이나 학력 등을 기준으로 하는 기존 방식을 답습하고 있습니다.
또한, 이 조항을 인지하고 위원회 구성을 하는지도 의문입니다.

이로 인해 위원회 구성에 있어 청년의 시정 참여가 제한되고 있으며, 분배적/절차적 정의 실현을 위한 걸림돌이 되고 있습니다.
개선방안
1. “청년의 시정 참여 보장”을 위해 청년 위원이 위원회의 10분의 1이상이 “되도록 노력한다” → “되어야 한다”로 조례 개정이 필요합니다.

2. 위원회 모집 공고문에 ""청년 위원이 위원회의 10분의 1이상이 되어야 한다""가 명시되어야 합니다.

3. 실효성 확보를 위해 실제 이행되고 있는지 감시도 필요합니다.
기대효과
1. 청년의 시정 참여 보장 및 강화

2. 세대 간 불평등 해소를 통한 분배적 정의 실현

3. 의사결정 과정에 있어 청년의 참여를 통한 절차적 정의 실현",2022-04-12,"가. 우리 시정에 많은 관심을 가지고 제안을 해주신 귀하께 감사의 말씀을 드립니다.

나. 귀하께서 제안하신 '각종 위원회 구성에 청년의 시정 참여 보장 강화'건에 대하여 아래와 같이 답변드립니다.

다. 우리시는 청년의 시정참여율 제고를 위해 『市 각종 위원회 구성 및 운영 등에 관한 조례』의 위촉직 위원 구성에 청년(만19~39세) 참여비율(10%) 관련 조항을 신설(2018.3.1.)하고, 해마다 반기별로 위원회 현황 점검을 통해 우리시 모든 위원회의 청년위원 현황 등을 파악하여 청년참여가 실제 이행되고 있는지 확인하고 있습니다.

라. 2021년도 말 기준 위촉직 중 청년위원의 수는 전체 위촉직 위원 중 8%를 차지하고 있는 실정으로, 2022년 위원회 운영 지침 등을 개정하고 위촉직 위원 구성 시 사전 검토 항목에 '청년의 시정참여' 여부를 확인하는 기준을 추가, 기준 미충족시 사유를 기재하도록 하는 등 각 부서에 청년 위원의 참여를 지속적으로 독려하고 있습니다.

마. 청년 의무 참여 비율을 조례에 제시하여 권고하는 것은 청년들의 창의적인 아이디어의 시정반영을 더욱 장려한다는 점에서 타당하나, 위원회 특성상 전문가의 학식과 경험을 특히 필요로 하거나 강행 법률상 전문가 위촉을 강제하고 있는 경우 등에까지 청년 위원 10% 위촉 비율을 일률적으로 적용하는 것은 한계가 있으므로, 사안별로 유연한 검토가 필요한 사항으로 보입니다.

사. 제안의 좋은 취지에도 불구하고 귀하의 소중한 제안을 채택하지 못한 점 양해부탁드리며, 앞으로도 시정에 많은 관심과 협조 부탁드립니다.

아. 기타 궁금하신 사항은 광주광역시 정책기획관(062-613-2364)로 연락주시면 상세하게 답변드리겠습니다. 감사합니다. 끝.",2022-05-09,광주광역시,답변완료
풍암호수공원 정비,"현황 및 문제점
풍암호수공원의 조성과 관리에 노력하시고 계신점 감사드립니다.
매일 호수공원을 산책하며 느낀점이 있어 몇가지 개선되었으면 해서 제안드립니다.
1. 장미원 안에 설치되어있는 하트모양의 포토존 색깔이 단순함.
2. 식재되어있는 장미묘목이 곳에따라 너무 빈곳이 많음
3. 호수 주변의 조명 시설이 단조로움
4. 호수 주변의 산책 코스가 햇볕에 많이 노출됨
5. 새로 설치된 서구이음길 안내판에 각 구간 거리 표시와 소요 시간이 안내 부족
개선방안
1. 포토존 조형물의 색깔을 일율적인 것 보다 장미원이니 장미 모양의 그림으로 그렸으면 함
2. 장미 묘목의 빈자리를 보식하기 위해 전문가로 하여금 전정된 가지로 꺾꽂이하여 묘목을 확충해 나감.
3.호수내 및 주변의 분수와 더불어 led 야간 조명을 다양하게 조성했으면 함 (목포 삼학도 야간 빛조명 참조)
4. 호수 주변의 산책코스에 그늘이 지도록 나무 식재 또느 시설물 설치
5. 서구 이음길 조성과 안내는 매우 바람직하게 설치되어 있으나 이용의 편의를 위해 각구간의 거리와 소요 시간까지
안내되었으면 금상첨화라고 생각됨.
6 서쪽의 꽃박스 설치는 꽃이름 알기에 좋고 다양해서 좋으나 빈곳 관리에 조금더 신경을 써주었으면 함
기대효과
풍암호수 공원은 광주시 중심부에 위치한 시민 중심 공간으로 매우 자랑스러운 호수공원음을 자부합니다.
위와 같이 조금만 관리에 힘써주면 광주에서 멀리 가지안해도 서구민 뿐만 아니라 광주시민의 휴식 공간으로서
손색이 없으리라 보며 보다 쾌적한 산책은 물론 건강 증진에 도움이 되리라 봅니다.
물론 중앙공원 개발에 내용이 포함되어 있는 사항이 있겠지만 부족한 부분이 있으리라 생각되어 제안드리니
참고하여 주시기 바랍니다.",2022-04-08,"기획실-3380(2022. 04. 13.)호와 관련하여 제안접수에 따른 답변 및 제안 (불)채택결정서를 붙임과 같이 제출합니다.


붙임 1. 국민제안신청서 1부.
2. 제안(불)채택결정서 1부. 끝.",2022-05-11,서구,답변완료
전기자전거 정부보조금 마련 바랍니다,"현황 및 문제점
일번 자전거보단 요즘 전기자전거를 많이 이용을 하는 추세입니다. 개인적으로 구매를 하고 싶으나 일반자전거 구매값에 두배정도 되어 부담이 갑니다.
개선방안
타 도시처럼 전기자전거 보조금을 마련해주시기 바랍니다
기대효과
개인용 전기자전거를 더 확대 할 수 있으며, 친환경적인 도시를 만들수 있지않을까 생각됩니다",2022-04-01,"1. 안녕하십니까? 귀하께서 국민신문고에 제안하신 국민제안(1AB-2204-0000091)에 대한 검토결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 전기자전거 정부보조금 마련을 제안하신 것으로 이해됩니다.

3. 제안사항에 대해 검토한 결과 우리구의 경우,「광산구 자전거 이용 활성화에 관한 조례」에는 전기자전거 보급 촉진 및 이용 활성화에 관한 조항이 없고, 해당 제안은 전기자전거 보조금 지급에 대한 정책의 실효성 및 타당성 등의 사전검토에 따라 예산확보 및 관련 조례 개정이 필요한 사안이므로 중장기적인 검토가 요구되므로 제안하신 사항은 채택의 어려움을 알려드립니다.

4. 답변 내용에 추가설명이 필요한 경우 광산구청 건설과 김현관 주무관(☎062-960-8568)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 : 국민제안신청서 1부. 끝.",2022-05-24,광산구,답변완료
교육/훈련 찾아보기 싸이트 운영 요청건,"현황 및 문제점
시민들의 정서 함양과 자기계발등을 위해 광주광역시 관내 대학교 평생교육원,구청 문화쎈타,환경대학,관광공사,사회복지쎈타등 공익기관에서 실시하고있는 각종 교육및 훈련등을 참여하기 위해서는 오직 개인이 얻은 정보를 통하여 인터넷에서 일일히 소속 기관이나 단체의 싸이트를 방문하여 확인하고 등록, 수강하여야 합니다
타라서 개인의 정보부족및 한계로 자기가 원하는 교육,훈련기관을 찾기가 너무 힘들어 교육기회를 잃어 버리거나 포기하는 경향이 있습니다
개선방안
현황에서와 같이 광주광역시 관내의 공익기관에서 실시되고 시민이 참여 할 수 있는 모든 교육,훈련을 카테고리 또는 단체별로라도 구분하여 링크라도 걸어서 싸이트를 운영하여 주시면 상황파악이 쉽고 찾아보는데 많은 도움이 되겠습니다.
즉 이싸이트에만 들어가면 광주광역시 관내 공익관련 단체에서 실시하고 있는 교육및 훈련에 대해서 파악 할 수 있고 활용 할 수 있다 생각합니다
기대효과
1.개개인의 정보부족으로 인한 교육기회 상실 방지
2.시민들의 교육기회 접근성 용이
3.교육및훈련을 통한 민주 시민의식 앙양 기대
4.타시도에 없는 싸이트 운영으로 앞서가는 행정선도",2022-03-18,"○ 제안요지 : 광주 관내 공익기관에서 운영하고 있는 교육/훈련을 한곳에서 정보를 볼 수 있는 사이트를 운영
○ 결정사항 : 불채택(기운영중)

- 우리시 시정발전을 제안을 해주신데에 감사드리며, 제안해주신 내용에 대해 검토결과를 답변드리겠습니다.

- 제안해주신 내용은 광주광역시 관내 공익기관에서 실시하고 있는 교육/훈련을 한곳 에서 볼 수 있는 사이트를 운영해달라는 것으로
이해됩니다.

- 제안 내용과 관련하여 우리시는 150만 광주시민들의 평생학습 참여를 증진하고 지역의 평생교육을 활성화 하기 위해 광주평생교육진흥원을
운영하고 있고, 관련 홈페이지도 개설 운영중에 있습니다. (https://www.gie.kr/) 또, 우리시 홈페이지 하단 배너모음을 통해 바로 이동 할 수
있도록 하고 있으니 참고하시기 바랍니다.

- 다시한번 우리시에 제안을 해주신점 감사드리며, 추가 질문이나 궁금한 사항이 있으시면 대변인실 한성철 주무관(062-613-3372)로 연락
주시기 바랍니다. 끝.",2022-04-04,광주광역시,답변완료
타기관중에 전기자전거 보조금을 주는 단체가 다수 있던데 광주광역시는 계획이 없는지 궁금합니다.,"현황 및 문제점
타기관중에 전기자전거 보조금을 주는 단체가 다수 있던데 광주광역시는 계획이 없는지 궁금합니다.

출퇴근거리가 6키로 정도 되는데 환경보호도 되고 건강에도 좋을거 같아
수동자전거로는 너무 오래걸릴거 같고 힘들것 같아
전기자전거를 구매해서 타고 다니고자 하는중 과천,청주,대전,춘천 등등 전국 곳곳에서
환경보호를 목적으로 전기자전거 보조금 30퍼센트(30만원 한정)를 준다는걸 알았습니다.

광주광역시에서 전기자동차 보조금을 주는걸로 알고 있는데.
그 예산의 조금만 있어도 전기자전거 보조금을 지급 가능할것 같은데.
전기자동차 1대나 전기자전거 1대나 출퇴근시 매연발생을 하지 않는다는건 같다고 생각합니다.
전기자전거 보조금은 전기자동차의 보조금이 훨씬 실용적일것 같은데
전기자전거의 보조금 지급을 제안드립니다.
개선방안
타기관중에 전기자전거 보조금을 주는 단체가 다수 있던데 광주광역시는 계획이 없는지 궁금합니다.

출퇴근거리가 6키로 정도 되는데 환경보호도 되고 건강에도 좋을거 같아
수동자전거로는 너무 오래걸릴거 같고 힘들것 같아
전기자전거를 구매해서 타고 다니고자 하는중 과천,청주,대전,춘천 등등 전국 곳곳에서
환경보호를 목적으로 전기자전거 보조금 30퍼센트(30만원 한정)를 준다는걸 알았습니다.

광주광역시에서 전기자동차 보조금을 주는걸로 알고 있는데.
그 예산의 조금만 있어도 전기자전거 보조금을 지급 가능할것 같은데.
전기자동차 1대나 전기자전거 1대나 출퇴근시 매연발생을 하지 않는다는건 같다고 생각합니다.
전기자전거 보조금은 전기자동차의 보조금이 훨씬 실용적일것 같은데
전기자전거의 보조금 지급을 제안드립니다.
기대효과
매연 감소 효과.",2022-03-17,"1. 안녕하십니까? 귀하께서 신청하신 제안사항에 대한 검토결과를 다음과 같이 알려드립니다.

2. 귀하의 제안은 '전기자전거 구입비용 지원사업 추진 건의'에 관한 내용으로 이해됩니다.

3. 귀하의 제안에 대한 결과는 다음과 같습니다.

가. 먼저 우리 시정에 관심을 가져주신 점에 대하여 감사드립니다.

나. 전기자전거 구입비용에 대한 지원은 각 지자체의 조례를 근거로 시행되고 있으며, 현재 총 14개의 지자체 「자전거 이용활성화에 관한 조례」에 관련 내용이 마련되어 있습니다.

다. 우리 시는 본 제안을 추진가능한 조례 등의 법적근거가 부재하며, 현재 일부 자치구에서 조례신설 및 예산확보를 통해 동일 사업을 추진중이므로 광역시에서 본 제안을 채택 시 해당 자치구 거주민들에 대한 중복혜택의 소지가 있습니다.

라. 따라서, 해당 사업은 중복혜택 제공 방지를 위해 각 자치구에서 추진하는것이 적절하다고 판단되어 귀하의 제안을 불채택 결정하게 되었으니 양해하여 주시기 바랍니다.

4. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변에 대한 추가 설명이 필요한 경우 도로과 최형준 주무관(☎062-613-4791)에게 연락주시면 친절하게 안내해 드리도록 하겠습니다. 감사합니다.",2022-04-15,광주광역시,답변완료
"광주 북구 명칭 변경 제안 ""북광주""로.","현황 및 문제점
안녕하세요 저는 90년생 광주 북구민 강주성입니다.
북광주의 무궁한 발전을 기원합니다.

지방자치단체에 대한 역할이 점점 커지고있고
시만들과 더 가까워진 구단위 행정이 매우 활성화 되고있습니다.
구민으로서 전국에 북구는 너무 많은것 같습니다.
도로 교통을 비롯한 여러곳에서 이미 북광주라는 명칭이 혼용되고있는지금
공식적인 행정구역명을 북광주로 변경하는것을 검토햇으면 좋겠습니다.

광주광역시 의 북구를 넘어
북광주로서의 역할을 활성화 할만한 시기라고 생각합니다.

현제 광주광역시는 메가시티 광주로의 꿈을 꾸고있고
주변지역으로 영향력을 키워가고있습니다.
광주의 북부지역은 언제까지고 북구일지 알수 없는상황입니다.
개선방안
현제 행정구역명인
북구 에서 북광주로 명칭 변경.
기대효과
북광주로 명칭을 변경함은 메가시티 광주와 지역행정활성화라는 상황에 알맞게
지역적 기원과 구민으로서의 정체성에 힘을 실어줄수있을것입니다.",2022-03-12,"1. 먼저 북구 행정에 관심을 가지고 참여하여 주셔서 감사드리며, 제안해주신 내용에 대하여 검토한 의견에 대해 말씀드리겠습니다.
2. 지방자치단체 명칭을 변경은 주민, 관계 지방의회의 의견을 들어 법률로 정해야 할 사항입니다.
3. 단순히 명칭 변경으로 종료되는 사항이 아니고, 변경에 따른 파급력이 매우 큰 사항으로 그 사유와 필요성을 충분히 검토하여 신중히 결정할 사항입니다.
4. “북구”라는 명칭은 1980년 이래로 수십여 년간 사용해 온 명칭으로 변경 시 주민 혼란이 커질 우려가 있습니다.
5. 더욱이, ""북구""라는 명칭이 혐오감을 주는 등 명칭 변경을 해야 하는 특별한 사유가 없으며, 변경 시 과다한 예산과 행정력이 소요되는 문제가 있습니다.
6. 제안자께서 주신 소중한 의견에 대해서는 향후 업무수행에 참고토록 하겠습니다.
7. 기타 궁금하신 사항은 북구 행정지원과(☎410-6128)로 문의주시면 성심껏 답변해 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-05-23,북구,답변완료
담배꽁초 수거보상제 제안,"현황 및 문제점
- 광주광역시 북구 제안제도 운영조례에 근거하여 아이디어를 제안합니다.
- 제안자는 광주첨단산단 근로자로서 산업단지 도로변에 불법주정차된 화물차 주위에 운전자가 버린 담배꽁초들이 수북히 쌓여있는걸 보게 됩니다.
- 산업단지 뿐만 아니라 관내 길거리에 담배꽁초가 꽤 많이 버려져 있습니다.
- 구청에서도 담당인력이 부족해 매번 정기적으로 관내 담배꽁초를 전부 수거하기는 쉽지 않은 실정입니다.
- 일부 지자체(구리시, 도봉구, 용산구, 광산구 등)는 담배꽁초 수거보상제를 실시하여 현재 문제를 해결하려고 노력중입니다.
개선방안
담배꽁초 수거보상제 실시(광주 광산구 예시)
- 보상금 : 5g당 100원, 최소 5,000원부터 가능
- 지급한도 : 일 최대 1만원, 월 최대 5만원
- 지급대상 : 20세 이상 관내 주민
- 지급방법 : 담배꽁초, 신분증, 통장사본 지참하여 관내 동행정복지센터 방문 후 보상금 지급
기대효과
깨끗하고 쾌적한 거리 환경 조성 및 담배꽁초로 인한 화재 예방
* 광주시 화재발생원인 중 담배꽁초 화재는 18%로 가장 높음(138/743건)",2022-03-08,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AB-2203-0005530)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제안해주신 민원의 내용은 ""무게를 재어 담배꽁초 g당 보상금을 지원하여 길거리에 버려진 담배꽁초 수거보상제 실시"" 관한 것으로 이해 됩니다.

3. 귀하의 민원에 대한 검토 결과는 다음과 같습니다.
가. 담배꽁초 수거보상제는 주민 참여로 깨끗한 거리를 만들 수 있어 좋은 제안이라고 생각합니다.
나. 하지만, 현재 담배꽁초 수거보상제 시행하고 있는 타 지자체 의견 검토 결과 상가에서 발생한 담배 꽁초를 가져오는 등 문제점이 발생 하고 있고, 계획보다 많은 예산 소요로 예산확보의 어려움이 있습니다.

4. 우리 구정에 관심을 가져주시고 제안을 해주심에 감사드리며 답변 내용에 대한 추가 설명이 필요한 경우에는 북구청 청소행정과(김주리 ☎410-6511)로 연락주시면 친절히 안내해 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-05-23,북구,답변완료
공동주택 음식물쓰레기통 보관 거치대,"현황 및 문제점
저희가 사는곳은 25세대가 거주하는 다세대 공동주택입니다.
세대별 음식물통을 각양 각색의 통으로 배출하고 있어 쾌적하지가 않고 길고양이들이 음식물통을 건드려서 냄새 및 보기가 좋지 않습니다.
개선방안
타시도에서는 예를들어 서울 도봉구나 대구시에서는 음식물쓰레기통 배출 거치대를 무상제공하여 골목길 환경개선에 앞장서고 있습니다. 이에 광주광역시 광산구도 거치대를 제공하여 쾌적한 환경을 구성했으면 합니다.
기대효과

일관성 있는 음식물쓰레기통을 사용하기에 쾌적한 환경제공 및 길고양이로부터 음식물 쓰레기통 보호를 할수있다.
공간을 절약하고 지저분함을 방지할수 있으며 수거하시는분들의 업무를 효율화 할 수 있다.",2022-02-09,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 접수하신 제안(제안번호 1AB-2202-0006788)에 대한 검토결과를 다음과 같이 알려드립니다.

2. 귀하의 제안은 ""음식물류 폐기물 전용수거용기 거치대 설치""에 관한 것으로 판단됩니다.

3. 귀하의 제안사항에 대한 검토 의견은 다음과 같습니다.
가. 다가구주택에 음식물류 폐기물 전용수거용기 거치대를 설치한다면 각 세대의 용기 관리와 주위 미관 개선 등에 도움이 되겠지만,
나. 거치대 설치 후에 지속적으로 관리가 되지 않는다면 거치대 주변에 불법투기 등의 문제가 발생할 가능성이 있기에 지속적으로 관리할 인원이 필요해 이에 따른 예산이 소요될 것이라 판단됩니다.
다. 아울러, 다가구주택에 대한 실질적인 수요조사 및 거주하고 있는 주민들의 참여의사, 수거함 제작 예산 투입 대비 효과성 검토 등이 사전에 이루어져야 시행이 가능할 것으로 판단되어, 위와 같은 사유로 귀하의 제안은 ‘불채택’됨을 알려드립니다.

4. 귀하의 구정에 대한 관심에 감사의 말씀을 드리며, 문의사항이 있으시면 청소행정과 자원순환팀(☏ 062-960-8471)에 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다. 끝.",2022-03-07,광산구,답변완료
