제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
합리적인 과태료 부과,"현황 및 문제점
정해진 도로에서 점심시간 주차단속 유예를 실시하고 있는데, 단속예외 지역에 대한 안내를 주차하려는 도로변에서 쉽게 눈에 띠게 함으로써 지역경제 활성화의 좋은 취지를 살리는데 있어서 불만요인 해소할 수 있음.
예를 들어 사거리 고정형 CCTV(광주광역시 광산구 선암동 모아엘가 사거리)에서 한 방향은 단속유예지역이지만, 나머지 세 방향은 유예지역이 아니라는 점이 작은 전광판으로만 안내 되고 있어서 알아보기 힘들며, 일반적인 관행(점심시간에 유예됨)에 익숙한 사람들이 단속 당하는 일이 빈번함.
개선방안
점심시간 단속유예 대상도로가 아닌 곳에는 ‘표지판’ 또는 도로-인도 경계석에 눈에 띠는 색깔로 표식을 하여 주차하려는 곳에서 주차금지 구역임을 쉽게 알아보도록 함
기대효과
기초자치단체인 구청의 과태료 수입은 줄겠지만, 단속지역에 주차하였다고 인지하지 못한 채 과태료를 납부하는 구민들의 정신건강 향상에 도움이 될 것임",2021-09-07,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 국민제안(신청번호 1AB-2109-0006111)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""주정차 단속유예(점심) 미적용 구간 별도 표시 요청""에 관한 것으로 판단됩니다.

3. 귀하의 제안에 대해 검토한 의견은 다음과 같습니다.
가. 주정차 금지구간 여부는 도로교통법 규정에 따르며 점심시간 단속 유예는 일부 지자체에서 일부 구간에 대해서만 시행하는 임의 정책에 해당하므로 점심시간 주정차 단속 유예는 일반적인 관행이라고 보기 어렵습니다.
나. 안전표지의 종류, 만드는 방식 및 설치관리기준 또한 도로교통법 규정에 따르므로 해당 기준을 벗어나는 임의 표지판의 설치 또는 도로 경계석 임의 채색 요청은 수용하기 어렵습니다.

4. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광산구 교통지도과 교통지도팀 이승규 (☏062-960-8787)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2021-10-22,광산구,답변완료
동명동 뉴딜지역 환경개선사업 문제,"현황 및 문제점
안녕하십니까
존경하는 구청장님 잘 아시다시피 저희 동네는 요즘 환경개선에 도움이 안되는
텃밭 문제에 대해서 말씀드리고자 합니다.
그간 동명동에 있던 텃밭을 두군데나 없애버리고 그곳에 소공원 등을 만들었습니다.
그러나 폐가를 정리하여 그곳에 또 텃밭을 만든다는건 맞지 않다고생각합니다.
저희는 그 옆공터에 구청 관리하에 소공원 또는 주차장,이 들어온다 생각하였습니다.
그러나 폐가일때부터 온갖 벌레, 쥐, 등에 피해를 입고 있었고
폐가를 철거하고도 똑같이 텃밭으로 만든다면 환경개선 사업에 의미가 있을까 싶습니다.
도심에서 텃밭을 만드는 의미가 무엇일까요?
배추못먹고 환장한 사람도 아니고 고추밭 배추밭 의미가 있느냐 말입니다.
지금 현재는 잡초 및 풀숲을 이루어 관리도 안되고 철거후 매년 모기 및 바퀴벌레 각종해충들이 그곳에서 저희
집으로 날아들어와 저희집 피해가 이만 저만이 아니었습니다.
또한 정화조를 폐가 철거시 제거하지 않아서 냄새가 올라와 고통이 이만저만이 아니었습니다.
그럼에도 구청에서 그 땅을 환경개선사업에 앞장서 주신다하여 참고 지내왔습니다.
그런데도 결국 텃밭따위를 만드는 데에만 신경을 쓰신다면 없어지지 않을 해충들과 그 피해는
고스란히 저희집 또는 주변 집들로 이어질꺼라 생각을 합니다.
개선방안
환경 개선사업 방안으로는 그 땅의 사용기간이 약 2년 6개월 남짓 남았습니다만
그 기간만이라도 황금사찰 나무 및 관상용 나무 또는 꽃을 심어주셨으면합니다.
기대효과
요즘 동명동 뉴딜지역에 카페도 많이생기고 젊은 친구들도 많이 돌아다니는데
이런 사진찍을 곳 하나 만들어 주신다면 오히려 더 동명동 환경개선 및 뉴딜사업에 취지에
맞지 않나 생각해봅니다. 젊은 친구들이 sns에 사진찍어 올려만 놔도 많이 찾아오는 효과도
있으면서 동네 주민들도 미관상 보기 좋지 않을까 생각합니다.
참고로 저희 집 주소 명패를 개인적으로 설치 해 놓았는데 그것을 잘되있다고 학생들이
찍어간것도 본적이 있습니다. 이와같이 환경개선 사업이라는것은 무엇인가 미관상이나
보이는 효과에 치중을두어 동네를 아름답고 보기좋은 동네로 만들어야 된다는것이
저희는 실감하고 있습니다.
마지막으로 위 내용은 동명뉴딜 출장소 팀장님 한테 누누히 말씀드린바 있습니다.",2021-09-06,"안녕하십니까? 구정 발전을 위한 제안에 참여해 주신 데 감사드리며, 귀하께서 제안해 주신 내용에 대하여 담당부서인 일자리경제과에서 답변드리겠습니다.

○ 해당 공·폐가텃밭 부지(동명동 250-20, 동명동 250-46)는 2020년 공·폐가 정비사업 공사 완료에 따른 텃밭 조성 의뢰의 협조요청에 따라 공공용 텃밭을 조성 및 운영하고자 합니다.
○ 공공용 텃밭은 농작물을 재배하며, 공동 텃밭가꾸기 등으로 도시지역 공동체 자율 형성 및 도시지역 공동체 회복을 목적으로 합니다.
○ 텃밭 운영 시 관리 미숙으로 인한 인접주택의 피해가 발생하지 않도록 철저히 추진하도록 하겠습니다.

위와 같은 사유로 귀하의 제안을 채택하지 못한 점 널리 이해하여 주시기 바라며, 동구 구정에 관심 가지고 제안제도에 참여해 주셔서 대단히 감사합니다.(문의사항이 있으시면 일자리경제과로 연락하여 주시기 바랍니다.)",2021-09-27,동구,답변완료
수급자재산모음사항규제풀어주세요,"현황 및 문제점
수급자삶형성유지
개선방안
수급자재산형성제한사항없애주세요
기대효과
수급삶형성유지",2021-09-01,"안녕하십니까? 구정 발전을 위한 제안에 참여해 주신 데 감사드리며, 귀하 께서 제안해 주신 내용에 대하여 답변드리겠습니다.

○ 맞춤형 국민기초생활보장 제도는 2015.7.1.일 개편되어 시행 중에 있습니다.
○ 현 소득인정액 선정방식은 소득평가액 + 재산의 소득환산액으로 선정되고 있습니다.
○ 이에 따라 본인은 재산이 없으나 부양의무자의 재산으로 기초수급이 선정되지 않은 경우가 발생됨에 따라 이의 개선을 위해 2021년 10월부터 기초생계급여의 부양의무자 기준이 전면 폐지[※ 부양의무자 고소득(연1억원 이상), 고재산(9억원 이상)은 지속적용]되어 보다 더 많은 대상자들의 자립을 지원할 예정임을 알려드리며, 자세한 사항은 2021년 10월중에 동행정복지센터 또는 구청(복지정책과)으로 문의하시길 바랍니다.

동구 구정에 관심 가지고 제안제도에 참여해 주셔서 대단히 감사합니다.",2021-09-09,동구,제안실현
필문대로 273번길 11 도로 패임,"현황 및 문제점
도로 상태가 패여서 오가는 길목에 위험이 있음.
개선방안
도로 포장으로 도로 이용에 따른 위험요소 해소를 통한 안전 도모.
현장확인이 빠를정도로 눈에 금방 띔
기대효과
도로의 안전과 통행의 안전을 도모함. 현재 사진은 현재와 다름이 있음.",2021-08-31,"안녕하십니까? 구정 발전을 위한 제안에 참여해 주신 데 감사드리며, 귀하께서 제안해 주신 내용에 대하여 답변 드리겠습니다.

O 해당 제안서상 위치의 도로 패임은 도로 굴착 후 복구한 흔적으로 이상이 없는 것으로 확인되었습니다.
O 인근 인도상에 보도블럭 꺼짐은 확인을 하였으며, 정비완료 하였음을 알려드립니다.

동구 구정에 관심 가지고 제안 제도에 참여해 주셔서 대단히 감사합니다.",2021-09-06,동구,제안실현
운암3단지 건너편 도로변 시장 지역사회발전 관련 건의,"현황 및 문제점
안녕하세요. 광주광역시 북구 주민입니다.
현재 운암3단지 주택 재개발지역 건너편 도로, 인도 에서는 농산물과 생선 등 식품등을 판매하고 계십니다.
꽤 오래전부터 이곳에는 파라솔과 즐비한 다라이통, 바구니가 늘어져 있으며 도로통행에도 문제가 많습니다.
문제는 이용 북구주민들이 많기때문에 파라솔과 불법주정차한 차들에 의해 2차 안전사고가 우려됩니다.
위생상으로도 좋지가 않습니다. 자동차 매연과 대기중에 노출되어있는 식품을 북구 구민이 구매하여 조리 및 섭취할 시 집단적으로 식중독이 발생할 수 있으며 식품회수 및 추적조치도 힘들것으로 판단됩니다.
개선방안
이러한 형태는 꽤 오래 지속되어 왔고, 제재와 단속으로 완화되지 않을 것입니다. 수요가 있기에 할머니와 할아버지 분들이 계속 나오실거라 생각합니다.

저는 광주광역시 북구청에서 이러한 시장형태를 좀더 개선해서 북구주민들이 안전하게 식품소비를 할수있는 장으로 바뀌었으면 합니다.
물론, 바로 옆에 운암시장이 위치하고 있습니다만 운암시장은 운암시장의 수요가 따로있습니다.

현실적으로 그 장터 주변을 완전히 재개발하는건 힘들수도 있습니다. 다만, 일관화된 옥외광고판(예시) 처럼 좀더 정갈하고, 미관상으로도 안전한 소비가 가능하다면 그걸로 족할것 같습니다. 그리고 판매상인 명부를 작성하여 제품과 식품에 문제가 있을 시 추적할 수 있는 방안을 만들면 어떨까 합니다.
기대효과
첫째, 위생개선
둘째, 식품추적조사
셋째, 도시 미관개선
넷째, 구민 안전성 확보

관리가 안된다면 관리를 할 수 있게 안으로 수용하는것도 좋은방법입니다.",2021-08-09,"1. 귀하께서 국민신문고를 통해 제안하신(신청번호 1AB-2108-0010121)내용에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제안하신 `운암3단지 건너편 도로변 시장 지역사회발전 관련 건의`에 대한 검토결과는 다음과 같습니다.

○ 노점상 관리에 대해 좋은 제안이라 생각 되지만, 노점에 대해 주변 상가 상인 및 지역 주민들의 의견이 다양하고,
○ 또한, 운암 3단지 부근 노점에 대해서만 시장화 하여 관리하기에는 타 구역 노점과의 형평성 문제가 예상되어 다소 어려움이 있음을 알려드립니다.

3. 귀하의 제안에 대한 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 건설과 건설행정팀(☎410-6974)로 전화주시면 친절이 안내해드리도록 하겠습니다. 끝


붙임 국민제안신청서 1부. 끝.",2021-09-07,북구,답변완료
공영주차장 관리방안,"현황 및 문제점
공영주차장 취지와 달리 장기 방치 차량으로 인한 공공이익 달성이 제한되고 있음.
특히 최근 급증하는 캠핑차량 장기 주차 방치로 인한 피해가 심각해지는 상태임
개선방안
장기주차 차량에 근절 위한 고액의 주차요금 징구
- 월주차료 최소 30만원~100만 이상
(차량 종류별 차등)
경차 30만원
소형 50만원
대형 및 수입차량 100만원
- 징수 요금을 이용한 취약계층 지원에 사용
기대효과
공영주차장의 본래 취지 달성 및 취약계층 지원 재원 마련",2021-08-07,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AB-2108-0005445)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""공영주차장 내 장기주차 근절을 위한 고액 주차요금 징구""에 관한 것으로 판단됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
o - 공영주차장의 주차요금은 「주차장법」제14조, 「광주광역시 주차장 조례」, 「광주광역시 광산구 주차장 조례」를 적용하여 징수하며, 공영주차장(유료, 무료) 내 장기주차 차량 방지 및 주차장 이용률 향상을 위해 수시 현장점검 시행하고 있음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 교통지도과 교통시설팀(☏960-8632)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2021-09-29,광산구,답변완료
구목 변경 제안,"현황 및 문제점
현재 區木이 느티나무인데 왕버들나무로 변경하면 좋겠습니다.
우리 구 대표 관광지인 충효동에 천연가념물 539호 왕버들나무가 있습니다.
우리 구를 대표하는 나무라고 생각합니다.
개선방안
우리 구 대표 관광지인 충효동에 천연가념물 539호 왕버들나무가 있습니다.
우리 구를 대표하는 나무라고 생각합니다.
기대효과
충효동 왕버들과 광주호호수생태원을 더 많은 사람들에게 알리고 관광객 유치에 도움이 될 것으로 기대됨.",2021-07-29,"1. 구정에 관심을 갖고 참여하여 주심에 감사드립니다. 귀하께서 제안하신 구목변경요청(신청번호 1AB-2107-0029155)과 관련한 내용에 대해 답변 드립니다.

2. 현재 북구 구목은 느티나무로 1993. 7. 8. 「광주광역시 북구 상징물 조례」로 제정되어 있습니다. 느티나무는 충효 당산제, 문산 당산제 등 북구의 전통 있는 마을의 당산나무로 고향의 정취가 깃든 구민의 향토애를 상징하고 있으며 구목변경은 주민 설문조사 등을 통한 의견수렴 후 개정되어야 할 사항으로 중장기 검토가 필요합니다.

3. 또한, 2012년에 천연기념물로 지정된 충효동 왕버들군을 알리기 위해 왕버들기원제, 왕버들음악회, 생생문화재 “김덕령 장군과 함께 놀자”등 여러 지원 보조금사업을 광주 호수생태원 앞에서 진행하고 있습니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 문화예술과 예술진흥팀 용다빈(☏062-410-8479)에 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2021-08-11,북구,답변완료
광주 임동 중흥s클래스 후문쪽 도로 불법주차문제 단속제안,"현황 및 문제점
광주 임동 중흥s클래스 고운라피네아파트 후문쪽(전남방직쪽)에 불법주차가 너무 많아서 아파트 진입할때 불편하고 사고위험이 많습니다. 불법주차된 곳에서 사람들이 튀어나오면 발견이 늦어서 사고날 위험도 큽니다.
개선방안
cctv를 달아서 불법주차 단속을 강력히 해주시길 요청합니다. 대형 트럭부터 운수업 버스들, 근처 서림교회 교인들 차까지 다양하게 많은데 모두 강력하게 불법주차 단속을 요청합니다!!! 조속히 cctv설치해주시길 건의드립니다!
기대효과
1.불법주차 근절
2.아파트 진입시 사고위험 근절
3.불법주차된 차들에 가려져서 나오는 사람 교통사고 근절(아파트에 어린이들이많이있고, 길건너 교인들 등 유동인구많음)",2021-07-25,"1. 우리 구정에 관심을 가지시고 쾌적한 교통 환경 조성을 위한 의견을 주신 점 감사드립니다.

2. 귀하께서 질의하신 민원은 임동 중흥S클래스 후문 불법주정차 CCTV 설치를 문의하신 것으로 이해됩니다.

3. 귀하의 민원에 대한 처리 결과는 다음과 같습니다.
- 임동S클래스 주변 구간은 불법주정차로 인하여 교통흐름 및 교통안전 문제가 발생되는 곳으로 불법주정차 CCTV의 설치를 통한 상시 주정차단속이 필요한 구간입니다. 다만, 도로교통법(시행 2020. 3. 25.) 제 12조에 따라 불법주정차 단속용 CCTV 등 무인 교통단속용 장비는 어린이보호구역에 우선적으로 설치되어야 하는 관계로 부득이 임동S클래스 정문 주변 어린이보호구역에 불법주정차 CCTV를 설치 검토 중입니다. 우선적으로 어린이보호구역 내 불법주정차 CCTV 설치를 완료한 이후 충분한 검토를 통하여서 예산의 사용 범위 내에서 설치를 진행 할 수 있도록 노력하겠습니다.
- 또한 해당 구간에 대하여서 지속적인 이동식 불법주정차 단속 실시를 통하여서 불법주정차로 인한 교통 불편을 해소할 수 있도록 하겠습니다.

4. 귀하의 의견에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우에는 북구청 교통지도과(062-410-8870)로 연락주시면 친절히 안내 해 드리겠습니다. 감사합니다. 끝.

붙임. 국민제안신청서 1부.",2021-08-03,북구,답변완료
광주시내버스 중.고생 500원버스 운행 제안,"현황 및 문제점
ㅇ대한민국 인구절벽 현상으로 국가적인 위기에 직면해있는데
자라나는 중.고생에게 교통비 부담을 줄이고 학습에 더욱 집중
할수 있도록 버스요금의 전환을 가져와야할 필요성이 있습니다
ㅇ 현행 청소년의 광주시내버스 요금을 살펴보면 초등은 500원,
중.고생은 1,000원으로 학생카드를 이용할시 50원 할인을 받게
됩니다 따라서 중.고생에 대하여는 500원을 경감하여 초.중.고
모두 500원으로 통일하여 주므로서 열심히 공부하여 국가적인
재목이 되는데 진력할것으로 기대가 됩니다
개선방안
ㅇ 물론, 시재정여건상 어려움이 있을것이나 기왕에 버스회사 지원금을
조금더 증액한다면 가능할것으로 긍정적인 검토가 있기를 기대합니다
ㅇ 광주와 한뿌리인 전남의 경우, 고흥,광양,순천,해남,순천 등 지자체들이
인구절벽현상을 극복하면서 자라나는 청소년에게 경제적인 어려움이 없이
공부에만 전념할수 있도록 다각적인 지혜를 모으고 있습니다
ㅇ 우리시에서도 중.고생의 시내버스 요금을 500원으로 인하하여 교통비
경감으로 일등광주가 되는데 일조가 되기를 바라면서 제안을 합니다
기대효과
ㅇ 청소년 교통비 부담 경감 및 학습전념에 일조
ㅇ 서민들의 가계부담 완화 및 광주시민 복지향상
ㅇ 인구절벽현상의 완화 및 명랑사회 분위기 조성",2021-07-22,"- 시내버스 준공영제 실시로 인하여 시내버스 무료환승 실시 및 교통사각 지대의 주민의 교통복지 제공 및 운수종사자의 처우개선 등 많은 긍정적인 면이 있음 에도 불구하고, 자가용 증가, 학생 인구 감소 등으로 운송수입(요금수입)은
매년 줄어들고 있어 시 재정에 많은 부담을 주고 있는 실정입니다.

- 특히 최근 코로나19로 인해 온라인 수업 확대, 사회적 거리두기로 시내버스
요금수입 급감으로 재정압박이 더욱 커지고 있는 상황입니다. 그럼에도 불구하고
시내버스 재정지원금 지출은 결국 시민들께 돌려드리는 교통복지임을 감안하여
우리시는 운송원가대비 훨씬 저렴한 요금수준을 유지하고 있습니다.

- 따라서 청소년의 교통복지를 더욱 두텁게 하기 위하여 현행 요금수준(중고생
800원, 초등 400원-교통카드 기준)의 교통복지에서 초·중고등학생 동일 500원 버스운행은
한정된 예산을 통해 수많은 각종 시 살림을 꾸려나가야 하는 우리시 재정형편상
곤란함을 널리 양해하여 주시기 바랍니다.",2021-08-18,광주광역시,답변완료
대형폐기물 처리안,"현황 및 문제점
빌라 주차장에 대형폐기물을 내놓고 이사를 가버리거나
현거주민이 대형폐기물을 내놓고 주민센터나 관리사무소에 신고도 하지않아 몇달째 방치되어
건물 거주민이 불편한 상황
개선방안
CCTV를 설치해서 폐기물을 내놓은 사람을 물색해서 벌금을 납부하게 하는 제도 활성화 희망
기대효과
지자체에서 조금 신경을 쓰고 예산을 제공하면 충분히 해결될 수 있는 사안이므로 요청합니다~",2021-07-22,"1. 평소 환경 발전에 관심을 가져 주신데 대하여 감사드리며, 귀하께서 제안하신 CCTV를 활용한 대형폐기물 관리방안 제안에 대해 답변드립니다.
2. 사유지 내에 투기된 대형폐기물은 관리주체인 소유자(점유자)가 처리하는 것이 원칙이며, 현재 관련 법 등 규정에 사유지내 공공용 CCTV를 설치할 법적 근거가 없고 개인정보보호법 상 사적 생활 침해 우려가 많아 설치가 불가합니다.
3. 또한 이를 위해서는 막대한 예산이 소요되며 투입되는 반면 그 효과가 극히 미비하여 귀하의 제안을 불채택함을 양해해 주시기 바랍니다.
4. 향후 민원인의 제안사항을 고려하여 대형폐기물 불법투기 방지를 위해 지속적인 지도점검을 실시토록 하겠습니다.",2021-07-29,북구,답변완료
