제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
[충청남도] 생명이어달리기 교육 수료증 단체장 관인 날인 출력 건의,"현황 및 문제점
1. 자살예방 생명지킴이 교육 생명이어달리기 교육 후 수료증 출력시
단체장 관인 날이 없이 출력되고 있어 단체에 대한 신뢰감 미흡(첨부파일 참조)
가. 잇길 배움터(생명이어달리기교육)
* 교육과정명 : 충청남도 자살예방 생명지킴이 교육 생명이어달리기
2. 정부기관 교육 수료시 수료증 출력시 단체장 관인 날인 출력되고 있음
개선방안
1. 자살예방 생명지킴이 교육 생명이어달리기 교육 수료 후
수료증 출력시 단체장 관인 날인 있는 수료증 발급
* 단체장 관인명 : 충남광역정신건강복지센터장
기대효과
1. 교육수료자 수료증 발급시 단체에 대한 신뢰감
2. 경력증명서 수료증 제출시 공신력 보장",2023-04-20,,,충청남도,제안심사
태안해변길(서해랑길 태안구간) 인증제를 제안합니다.,"현황 및 문제점
태안 해변길은 2011년도에 조성되었으나 인증제 미실시로 인해 제주올레나 지리산 둘레길보다 방문하는 트레커들의 수가 적다.
2022년 서해랑길이 개통되었고 태안 해변길의 모든 구간이 서해랑길 태안 코스에 포함되어 방문객 수가 늘어날 가능성이 있고 적극 방문객을 유치하기 위해 태안 해변길 인증제 도입이 절실히 요구된다.
2023년 서해랑길 태안 코스 완주대 프로그램이 실시되고 있으나 선발된 사람만 대상으로 하고 있기에 국민 전체를 대상으로 한 완주인증제 도입이 요구된다.
개선방안
1. 서해랑길 태안 코스를 모두 태안 해변길로 확대 개편하여 인증제를 실시한다.
태안 해변길이 서해랑길 태안구간의 모태이다. 남해 바래길이나 부산 갈맷길의 경우 남파랑길 남해코스와 부산코스와 겹치지만 남파랑길 남해코스, 부산코스라고 명명하기 보다는 남해 바래길, 부산 갈맷길의 이름으로 독자적인 인증제를 실시한다. 지역 원래 길의 명칭을 살리는 것이 서해랑길 태안코스라는 말을 사용하는 것보다 지역 브랜드 마케팅 측면에서 효과가 있다. 또한 서해랑길이라는 완주의 일환으로 태안코스를 걷는 사람 뿐만 아니라 태안 해변길 완주 자체를 위해 걷는 사람들도 유치할 수 있다. 그렇기 때문에 서해랑길 태안 코스를 모두 태안 해변결로 확대 개편하고 태안 해변길이라는 이름으로 인증제를 실시해야 한다.

2. 모든 코스를 완주한 자에게 인증서와 완주뱃지를 지급한다.
국내 거의 모든 둘레길은 인증서와 완주뱃지를 지급하며 이 인증서와 완주뱃지를 받기 위해 전국을 걷는 트레커들이 즐비하다. 태안 해변길 완주 인증제를 도입한다면 반드시 인증서와 완주뱃지를 지급해야 한다. 트레킹을 잘 모르는 사람들이 커피쿠폰이나 상품권을 주면 사람들이 걸으러 온다고 착각하고 있다. 아무데서나 구하지 못하는 것을 받아야 사람들은 걸으러 간다. 커피는 아무데서나 사먹을 수 있는 것 아닌가? 굳이 커피쿠폰 받으러 태안까지 올 사람이 있을까? 인증서와 완주뱃지 지급은 비용도 적게 들 뿐만 아니라 트레커들을 유인할 수 있는 아주 좋은 방법이다.

3. 국립공원 관리 공단에게 맡기지 말고 태안시가 주도적 운영해야 한다.
국립공원에 소속되어 있는 길 중에 인증제가 잘 실시되는 길은 치악산둘레길이다. 치악산둘레길도 국립공원 일부가 속해있으나 원주시가 나서서 운영하고 있다. 태안 해변길이 활성화되려면 국립공원 관리 공단에 맡기지 말고 태안시가 주도적으로 운영하고 국립공원에는 협조를 구하는 방법이 좋을 것 같다.

4. 스템프 인증 뿐만 아니라 전자인증제도 도입해야 한다.
스템프는 잉크가 빨리 떨어지고 고장나는 경우가 많다. 또한 기념품을 받기 위해 차로 돌고 스템프만 찍는 비양심적인 관광객들도 있다. 이를 막기 위해서는 전자인증제를 도입해야 한다. 서해랑길은 두루누비라는 어플로 전자 인증을 실시하고 있다. 이 두루누비 어플을 이용한다면 돈을 들이지 않고도 전자인증제를 도입할 수 있다.
기대효과
1. 태안 해변길이 도입된다면 여름 뿐만 아니라 사계절 관광객을 유치할 수 있다.
2. 제주 올레처럼 태안 해변길이 태안의 대표적 지역 브랜드가 될 것이다.
3. 태안 해변길을 완주하기 위해서는 숙박이 필수이기 때문에 체류형 관광객들을 많이 유치할 수 있을 것이다.",2023-04-18,,,태안군,제안심사
[계룡시] 각종위원회 운영 검토 및 정비,"현황 및 문제점
계룡시 각종위원회가 운영되고 있으나 검토 및 정비가 필요하여 제안합니다.
1. 계룡시 각종위원회 90여개 950명여명 임명 운영되고 있음
2. 일부위원회 회의 열지 않고 운영실적도 미흡(첨부파일 참조)
3. 방만한 위원회 운영으로 시민의 혈세가 낭비
4. 일부위원회 비전문가 편성으로 실질적인 도움이 미흡
5. 당연직을 제외한 위원회 위원 공개모집 없음
개선방안
1. 각종위원회 운영 검토 및 정비(통합, 폐지 등)
가. 위원회 운용실태 전수조사 실시
* 최근 3년간 위원회 활동 평가 실시
나. 조례 개정을 통한 통폐합하고 폐지
다. 위원회 위원은 당연직을 제외하고 시민대상 공개모집
기대효과
1. 공정하고 투명한 위원회 운영으로 시민에게 신뢰 및 시정에 도움
2. 행복이 넘치는 YES! 계룡 건설",2023-04-18,,,계룡시,제안심사
둔포면 복지행정팀의 민원상담시 아크릴보호막 설치에 대한 필요성,"현황 및 문제점
현재 둔포면행정복지센터 복지행정팀의 업무환경에서 민원님과 상담시
안전설치가 전혀 되어 있지 않아

만약 민원님이 흉기나 위함한 물건으로 폭행이나 해하려 할 경우
상해나 담당업무를 보는 직원이 다치거나 피해를 입을 수 있는 위험한 환경이며

1차적으로 안전장치가 꼭 설치어야 합니다.
개선방안
민원실과 같은 아크릴보호막을 설치하여 1차 안전함과
다치는 사고를 예방하는 것이 꼭 필요합니다.

cctv설치건에 대해서도 꼭 하시는 것이 필요합니다.
기대효과
복지행정팀의 직원이
1차적으로 아크릴 보호막에 의해 안전이 확보되며

위험한 상황으로부터의 대처를 더 신속히 할 수 있는 시간적 여유가 생깁니다.
직원이나 민원이 다치지 않고 안전할 수 있습니다.",2023-04-17,,,아산시,제안심사
공동주택의 조식서비스등에 관한 법 개정 필요,"현황 및 문제점
많은 젋은이들의 결혼율과 늦어지는 결혼나이. 출산인구등이 심각한 사회문제에서 이제는 국가존폐의 문제까지 내다보고 있습니다.
많은 젊은이들의 결혼 기피이유를 보면 주택마련과 결혼후 임신과 출산의 부담. 특히 육아와 생활의 병행문제가 가장 현실적인 문제라고 지적하고 있습니다.
우리 아파트의 경우 운좋게 아파트내에 식사서비스를 제공하고 있어서 젊은 부부에게 엄청난 호응과 지지를 얻고 퇴임한 장년.노년 부부들이나 싱글들에겐 더할 나위없이 살고 싶은 아파트의 하나입니다.
그러나, 아파트내 식사서비스를 제공하려면 아파트내에 공간마련은 물론 어렵게 법을 위반하지 않으며 식당을 마련하고 시행을 하는데 엄청나게 많은 법적 문제들이 있었습니다.
코로나 시기엔 식당을 이용하기 어려우니 테이크 아웃을 이용하는데도 법적 문제가 걸렸습니다.
많은 아파트들이 이를 시행하고 싶으나 건축법. 공동주택법은 물론 지자체 위생과등의 문제등 넘어야 할 과제들이 산처럼 많아 시행을 포기하고 있는 상황입니다.
개선방안
1.건축법상 공동주택내 상하수도.가스관 설치등이 건축물에 문제가 되지 않는 상황이라면 허가가 날 수 있도록 개선이 되어야 합니다.
2. 공동주택관리법에 근거하여 식당 개설이 직원용이 아닌 입주민을 위한 시설이라면 지자체 보조라도 받아 다양한 방법으로 입주민들에게 살기좋은 주거환경으로서의 역할을 할 수 있도록 법으로 막지 말고, 적극 권장하는 분위기가 되어야 한다고 봅니다.
법을 바꿔도 이것을 시행하려면 입주민들의 동의와 입주민들중 열심히 나서서 해보려는 동대표들이 있어야 하므로 실행까지는 결코 쉬운 일이 아닙니다.
그러므로, 법은 시행 할수 있도록 하고 위생이나 안전관리등과 유지가 되도록 이익 행위로 식당 유지가 잘되도록 하는 것의 법령은 만들도록 해야 합니다.
3. 많은 아파트들이 식당이 들어서도 유지관리가 쉽지 않습니다. 지자체에서 적극 지원할 수 있는 지원책이 있어야 할것입니다.
4. 공동주택내 식당들이 들어셔면 많은 외부 식당이 죽지 않을까? 우려하는 사람들이 많은데...이미 4년이상 운영해본 저희 아파트 입장에서 전혀 그렇지 않습니다. 아파트내 식당은 저렴하면서 안전한 공동먹거리 마련의 장으로 활용하면서 주부들과 입주민들의 식생활 개선이 됩니다. 그리고 식당이 있어도 외식인구나 배달시켜먹는 입주민의 %는 줄지 않는 다는 통계를 갖고 있습니다.단지, 식생활비가 상당히 많이 줄었고 특히 음식물 쓰레기가 엄청나게 줄었습니다.
기대효과
1. 각 세대내 엥겔지수가 낮아집니다. 즉 배달시키거나 외식빈도가 줄어 저렴하면서 안전한 먹거리 접근이 엄청나게 쉬워집니다.
2. 음식물 쓰레기가 엄청나게 줄어듭니다. 여러세대들이 장보고 사다가 먹고 버리는 음식들은 90% 이상 줄고 대신 식당에서는 계획된 정량의 음식만 만들어 제공하므로 쓰레기 양을 전체적으로 파악해보니 엄청 나게 줄었습니다.또, 음식물 쓰레기 의 질이 상당히 좋아져서 재활용 비료화가 용이 했습니다.
3. 맞벌이 가정은 음식 준비의 고통에서 해방이 되고, 노인가정은 노인요양비가 줄었습니다. 많은 노인가정들과 장애인가정들이 요양보호사를 사용하는 원인중 큰 비중을 차지하던 식사준비로부터 우리아파트는 해방이 되어서 요양보호사를 부르지 않는 세대가 늘었습니다.
4. 3의 경우 양질의 먹거리를 저렴하게 제공받을 수 있었습니다.
5. 많은 공동주택들이 입주민들의 의지만 있다면 어려워도 식당을 오픈하여 유지할 수 있도록 다양한 법제제를 풀어주시기 바랍니다.
즉, 공동주택내 식당 오픈과 유지가 쉽도록 눈높이를 갖고 있는 공무원과 입법부가 필요합니다.

관련 유투브 자료는
https://www.youtube.com/watch?v=ZI1Ly6Lu8Yg&t=258s",2023-04-14,,,충청남도,제안심사
노인 및 난청인 민원 대응 능력 강화를 위한 대화법 교육과 홍보,"현황 및 문제점
부여군은 고령자 인구의 비율이 많은 지역으로, 공공기관이나 병원 등에서 노인 및 난청인과의 대화는 어려운 경우가 많습니다.
이는 내용을 명확하게 이해하지 못하고 대화의 양 측이 서로 이해하기 어려운 경우가 많아 소통이 어려운 점에서 공통점이 있습니다.
이에 따라, 노인 및 난청인들은 공공기관에서 불편함을 느끼고, 공공기관 직원들도 대처 방법을 모르거나 불편함을 느끼는 경우가 많아져 서비스 향상에 어려움을 겪고 있습니다.

이러한 문제로 인해, 상호 소통이 어려워 노인 및 난청인의 감정이 쌓이고, 불필요한 민원이 발생하는 경우도 있습니다.
이러한 문제를 해결하고자, 공공기관에서는 대화법 교육 및 대화 가이드라인 작성 등의 대화 능력 강화를 통해 소통 환경을 개선할 필요가 있습니다.
개선방안
1. 직장 내 장애인식개선 교육에 일환으로 대화법 교육 강화 및 대화법 가이드라인 배포
● 고령자와 난청자는 안 들리는 것이 아니라 내용을 못 알아듣는 것임을 인식 개선 교육
● 대화법 가이드라인 배포
- 가까이 정면에서 대화하기
- 말의 크기와 속도를 적절히 조절하여 이야기하기
- 내용을 최대한 간략하게 요약하여 전달하기
- 조용한 장소에서 대화하기
- 상대방이 이해하기 쉽도록 제스처, 표현, 단어 등을 활용하기 등
기대효과
이 정책을 통해 고령자나 난청인을 응대 시 공무원들의 대화 및 민원 대응 능력이 강화되고, 노인 및 난청자와의 대화의 원활성이 증진될 것입니다.
이는 공공기관에서의 서비스 품질 향상에 큰 영향을 미치며, 상호 의사소통의 원활함을 통해 감정적인 불만이 줄어들어 불필요한 민원 발생 또한 감소할 것입니다.
따라서, 이를 통해 부여군의 고령화 대응과 공공서비스 개선에 큰 도움이 될 것으로 기대됩니다.",2023-04-11,"1. 안녕하십니까? 군정에 관심을 가지고 제안해 주셔서 감사드립니다.
2. 귀하께서 국민신문고 국민제안을 통해 신청하신 제안사항(신청번호 1AB-2304-0005869)에 대한 검토결과를 다음과 같이 알려드립니다.
3. 귀하의 제안내용은 노인 및 난청인 민원 대응 능력 강화를 위한 대화법 교육과 홍보에 관한 것으로 판단됩니다.
4. 검토결과
- 귀하의 제안이 이미 실행중인 사항으로 인해 채택하기 어려움이 있습니다. 다만 귀하께서 말씀하신 직장 내 장애인식개선 교육에 대하여 「장애인복지법」 제25조제2항, 동법 시행령 제16조 및 시행규칙 제2조의 2에 의한 의무 교육으로 지방자치단체는 소속 직원을 대상으로 장애인식개선교육을 매년 1회 이상, 1시간 이상 실시하고 있습니다.
- 또한 장애인에 대한 사회적 편견과 차별을 제거하는 장애인식개선 교육을 확대 시키기 위하여 읍·면 이장단·총화협의회·지역사회보장협의체를 대상으로 지역사회로 인식개선 교육 범위를 넓혀 시행하고 있습니다.
5. 답변내용에 대한 추가 설명이 필요한 경우에는 부여군청 사회복지과 서은비(041-830-2097)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-04-19,부여군,답변완료
당진시 읍내동 무수동안길 일방통행 구간 설정 요청,"현황 및 문제점
당진 문예의 전당 사거리에서 무수동로를 통해 무수동안길로 (비보호) 좌회전 진입 할 때

교통량이 많은 시간에는 무수동로를 통해 사거리로 나가는 차량(휴먼빌 아파트에서 사거리 방향)으로 인해

좌회전을 할 수가 없어 사거리에서 진입하는 교통이 정체되는 현상이 발생 함
개선방안
무수동로에서 무수동안길로 진입 하는 구간(무수동로에서 세차장 앞까지 약 30m)을

무수동로에서 무수동안길로 진입 할 수 없게 일방통행으로 설정 요망

무수동로에서 무수동안길로 진입 하는 차량은 무수동옛길을 통해서 진입 할 수 있게 안내
기대효과
문예의 전당 사거리에서 무수동로로 진입하는 차량의 정체 해소",2023-04-10,"1. 안녕하십니까? 군정에 관심을 가지고 제안해 주셔서 감사드립니다.
2. 귀하께서 국민신문고 국민제안을 통해 신청하신 제안사항(신청번호 1AB-2304-0005869)에 대한 검토결과를 다음과 같이 알려드립니다.
3. 귀하의 제안내용은 노인 및 난청인 민원 대응 능력 강화를 위한 대화법 교육과 홍보에 관한 것으로 판단됩니다.
4. 검토결과
- 귀하의 제안이 이미 실행중인 사항으로 인해 채택하기 어려움이 있습니다. 다만 귀하께서 말씀하신 직장 내 장애인식개선 교육에 대하여 「장애인복지법」 제25조제2항, 동법 시행령 제16조 및 시행규칙 제2조의 2에 의한 의무 교육으로 지방자치단체는 소속 직원을 대상으로 장애인식개선교육을 매년 1회 이상, 1시간 이상 실시하고 있습니다.
- 또한 장애인에 대한 사회적 편견과 차별을 제거하는 장애인식개선 교육을 확대 시키기 위하여 읍·면 이장단·총화협의회·지역사회보장협의체를 대상으로 지역사회로 인식개선 교육 범위를 넓혀 시행하고 있습니다.
5. 답변내용에 대한 추가 설명이 필요한 경우에는 부여군청 사회복지과 서은비(041-830-2097)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,당진시,제안심사
매곡리 공원 나무다리,"현황 및 문제점
저희 매곡리 주민분들중에 나이드신분들도 많고 걸어다니시는분들도 많은데 도보가 따로 없어서 차들이 다니는데 걸어다니고 꽤나 위험합니다. 매곡리 공원 쪽에 나무다리가 있는데 사람들이 많이 다니지도 않고 잘 사용하지 않는거 같습니다.
개선방안
나무다리를 재공사해서 하천을 가로질러 넘나들수있게 연결시켜서 마을주민분들도 다리를 통해서 건너갈수있게 만들어주시면 될거같습니다.
기대효과
지금보다 다리가 좀더 사람들이 많이 사용할거고 매곡리공원 조성에 보기에도 훨씬 좋을거 같습니다. 다리가 힘들다면 마을주민분들을 위해 시에서 조치를 취해주셨으면 좋겠습니다.",2023-04-10,"1. 안녕하십니까? 군정에 관심을 가지고 제안해 주셔서 감사드립니다.
2. 귀하께서 국민신문고 국민제안을 통해 신청하신 제안사항(신청번호 1AB-2304-0005869)에 대한 검토결과를 다음과 같이 알려드립니다.
3. 귀하의 제안내용은 노인 및 난청인 민원 대응 능력 강화를 위한 대화법 교육과 홍보에 관한 것으로 판단됩니다.
4. 검토결과
- 귀하의 제안이 이미 실행중인 사항으로 인해 채택하기 어려움이 있습니다. 다만 귀하께서 말씀하신 직장 내 장애인식개선 교육에 대하여 「장애인복지법」 제25조제2항, 동법 시행령 제16조 및 시행규칙 제2조의 2에 의한 의무 교육으로 지방자치단체는 소속 직원을 대상으로 장애인식개선교육을 매년 1회 이상, 1시간 이상 실시하고 있습니다.
- 또한 장애인에 대한 사회적 편견과 차별을 제거하는 장애인식개선 교육을 확대 시키기 위하여 읍·면 이장단·총화협의회·지역사회보장협의체를 대상으로 지역사회로 인식개선 교육 범위를 넓혀 시행하고 있습니다.
5. 답변내용에 대한 추가 설명이 필요한 경우에는 부여군청 사회복지과 서은비(041-830-2097)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,아산시,제안심사
농어촌 지역 소아과 병원 부재에 따른 응급아동(응급환자) 진료 대책,"현황 및 문제점
1. 우리군의 경우 아이에게 응급상황 발생시 대전이나 전주, 세종으로 가야하는 불편 발생
2. 아이를 키우는 부모는 응급상황 발생시 어디로 가야할지 당황하게 되고, 응급조치 방안을 문의 할 곳도 필요
3. 응급상황 발생시 아이의 상황을 설명하여 병원 도착즉시 조치를 받을 수 있는 시스템 필요
개선방안
1. 보건소와 보건진료소에 계신 공중보건의사 선생님들의 보건소 야간 근무로 아동이나 응급환자가가 도움을 받을 수 있도록
지원 필요
2. 보건소 홈페이지 팝업창을 통해 언제든지 충남도내 응급지원 가능한 병원과 전화번호를 게시(매일 확인) 하여 환자의 상황에 맞는 병원에 긴급연락 및 도움을 받을 수 있는 정보제공 필요
기대효과
대도시를 제외한 모든지역에 소와과 의사의 부재로 응급상황 발생시 1~2시간을 병원을 찾아 헤매는 안타까운 상황이 발생하고 있다는 뉴스 보도가 잇따르고 있음
이에 대한 의사 부재만을 논하기 보다는 대처할 수 있는 정보를 제공하여 환자나 보호자가 대처할 수 있도록 지원필요",2023-04-05,"1. 안녕하십니까? 군정에 관심을 가지고 제안해 주셔서 감사드립니다.
2. 귀하께서 국민신문고 국민제안을 통해 신청하신 제안사항(신청번호 1AB-2304-0005869)에 대한 검토결과를 다음과 같이 알려드립니다.
3. 귀하의 제안내용은 노인 및 난청인 민원 대응 능력 강화를 위한 대화법 교육과 홍보에 관한 것으로 판단됩니다.
4. 검토결과
- 귀하의 제안이 이미 실행중인 사항으로 인해 채택하기 어려움이 있습니다. 다만 귀하께서 말씀하신 직장 내 장애인식개선 교육에 대하여 「장애인복지법」 제25조제2항, 동법 시행령 제16조 및 시행규칙 제2조의 2에 의한 의무 교육으로 지방자치단체는 소속 직원을 대상으로 장애인식개선교육을 매년 1회 이상, 1시간 이상 실시하고 있습니다.
- 또한 장애인에 대한 사회적 편견과 차별을 제거하는 장애인식개선 교육을 확대 시키기 위하여 읍·면 이장단·총화협의회·지역사회보장협의체를 대상으로 지역사회로 인식개선 교육 범위를 넓혀 시행하고 있습니다.
5. 답변내용에 대한 추가 설명이 필요한 경우에는 부여군청 사회복지과 서은비(041-830-2097)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,부여군,제안심사
금암동 개발,"현황 및 문제점
안녕하세요?
요즘 각 지자체에서는 벚꽃 시즌을 맞이하여 곳곳에 많은 사람들이 찾도록 명소로 개발하고 조성하여 활기가 넘치고 지역의 경기를 활성화 시키고자 노력하고 있는 것을 볼 때

계룡시 발전을 기대하고 그동안 계룡출장소 개소 시절부터 30년간을 지켜본 시민의 한사람으로서 도시인구증가나 중심상업지역이 발전하지 못하고 그대로 정체되어 있는 계룡시를 보며 답답한 마음에 이응우시장님께 건의 말씀 드리고자 합니다.
개선방안
금암동이 그래도 계룡시에 유일한 동으로 시청 앞의 도시중심가 인데 개발이 멈추어지고 토지는 용도에 맞게 사용되지 못하고
외지인이 토지 가격상승만을 노리는 투기성으로 소유하여 개발 용도에 맞게 건축은 하지 않아 도시중심이 모습을 갖추지 못하고 있습니다.
거리에는 대형트럭들의 주차장이 되어 사고위험이 높아지고 중심거리를 가로질러 심어놓은 수목 느티나무는 거의 30년째 더 이상 크지 못하고 그대로 말라 상당수 고사되고 있습니다.
금암동 중심가에 나무 수종을 벚나무로 변경 벚꽃철에 사람들이 계룡을 찾을 수 있는 거리로 조성한다면 금암동이 점차 사람들이 관심을 갖게 되어 번화가로 발전할 수 있는 계기가 되지 않을까 생각합니다.
기대효과
나대지는 중과세를 부과하여 개발 용도에 맞게 건축될 수 있도록 한다면 시가지가 형성되고 더 많은 시 세수도 확보될 것입니다.
존경하는 이응우 시장님 이제는 계룡시가 시다운 모습으로 금암동 도시중심가가 발전되도록 시장님께서 혁신적인 행정을 펼쳐주시길 바랍니다.
감사합니다.
2023.3.31.",2023-03-31,"1. 안녕하십니까? 군정에 관심을 가지고 제안해 주셔서 감사드립니다.
2. 귀하께서 국민신문고 국민제안을 통해 신청하신 제안사항(신청번호 1AB-2304-0005869)에 대한 검토결과를 다음과 같이 알려드립니다.
3. 귀하의 제안내용은 노인 및 난청인 민원 대응 능력 강화를 위한 대화법 교육과 홍보에 관한 것으로 판단됩니다.
4. 검토결과
- 귀하의 제안이 이미 실행중인 사항으로 인해 채택하기 어려움이 있습니다. 다만 귀하께서 말씀하신 직장 내 장애인식개선 교육에 대하여 「장애인복지법」 제25조제2항, 동법 시행령 제16조 및 시행규칙 제2조의 2에 의한 의무 교육으로 지방자치단체는 소속 직원을 대상으로 장애인식개선교육을 매년 1회 이상, 1시간 이상 실시하고 있습니다.
- 또한 장애인에 대한 사회적 편견과 차별을 제거하는 장애인식개선 교육을 확대 시키기 위하여 읍·면 이장단·총화협의회·지역사회보장협의체를 대상으로 지역사회로 인식개선 교육 범위를 넓혀 시행하고 있습니다.
5. 답변내용에 대한 추가 설명이 필요한 경우에는 부여군청 사회복지과 서은비(041-830-2097)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,계룡시,제안심사
