제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
도비도항과 난지도 배-관광,"현황 및 문제점
난지도로 여행을 가려고 도비도항에 갔는데, 화장실이 너무 지저분했습니다.
매표소는 에어컨도 없었습니다.
난지도 팬션에서 11시에 나왔는데, 배는 두시간을 기다려 탔습니다.
개선방안
도비도 항의 화장실의 위생 개선
매표서 시설 개선
성수기 배편 늘리기
기대효과
당진의 난지도는 몇년만에 방문이었습니다. 도로 공사도 잘 되었고, 팬션도 괜찮았습니다. 위의 문제들이 개선되면 당진의 관광산업 발전에 기여가 되지 않을까합니다.",2022-07-03,"1. 시정에 관심을 기울여 주심에 감사합니다. 귀하께서 국민신문고를 통해 제안하신 민원(1AB-2207-0001848)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 도비도항 화장실 위생문제
도비도항 화장실의 경우, 한국농어촌공사 소유로 당진시의 관리하에 있지 않아 위생상태 개선이 어려운 점 말씀드립니다.
이러한 점을 인식하고 당진시 자원순환과는 7월 초 2개의 야외 화장실을 설치 완료 하였습니다.
또한 당진시 항만수산과에서는 도비도항 여객선 터미널을 신축하는 공사를 진행중입니다.
해당 공사는 이용객의 편의 증진을 목적으로 하는 만큼 건축 완료 시 화장실 위생관리를 철저히 할 계획입니다.
3. 매표소 에어컨 문제
도비도항 여객선 터미널 건축이 완료되면 이용객 편의를 위해 매표소 대기실 내 에어컨을 설치할 예정입니다.
4. 여객선 증편 문제
난지도 여객선 운항의 경우, 대산지방해양수산청이 인허가 및 관리감독 주체입니다.
하루 3번 운항으로 여객선 인허가를 받은 상태이고, 여객선 증편 운항의 경우 대산지방해양수산청에 권한이 있습니다.
당진시의 경우 여객선 증편에 대한 권한이 없으나, 이러한 불편을 해소하기 위해
7~10월의 경우 유류비 지원을 통해 2번의 추가운항(여객선이 아닌 도선으로 운항)을 협의 해놓은 상태입니다.
이용객 추이 모니터링을 통해 추가 증편운항 협의 여부를 결정하도록 하겠습니다.
소중한 의견 주신 점 다시 한 번 감사드립니다. 끝.",2022-08-16,당진시,답변완료
스포츠센터 장애인 도우미 배치,"현황 및 문제점
성별이 다른 장애아 및 유아를 키우는 싱글 대디 싱글맘은 시에서 운영하는 스포츠센터를 이용하기가 어렵습니다
개선방안
자유시간만이라도 최소한 옷 갈이입기 탈의실 이용 방법등을 도와 줄 수 있는 도우미를 있었으면 좋겠습니다
기대효과
주민복지증진",2022-07-02,"1. 시정에 관심을 기울여 주심에 감사합니다. 귀하께서 국민신문고를 통해 제안하신 민원(1AB-2207-0001848)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 도비도항 화장실 위생문제
도비도항 화장실의 경우, 한국농어촌공사 소유로 당진시의 관리하에 있지 않아 위생상태 개선이 어려운 점 말씀드립니다.
이러한 점을 인식하고 당진시 자원순환과는 7월 초 2개의 야외 화장실을 설치 완료 하였습니다.
또한 당진시 항만수산과에서는 도비도항 여객선 터미널을 신축하는 공사를 진행중입니다.
해당 공사는 이용객의 편의 증진을 목적으로 하는 만큼 건축 완료 시 화장실 위생관리를 철저히 할 계획입니다.
3. 매표소 에어컨 문제
도비도항 여객선 터미널 건축이 완료되면 이용객 편의를 위해 매표소 대기실 내 에어컨을 설치할 예정입니다.
4. 여객선 증편 문제
난지도 여객선 운항의 경우, 대산지방해양수산청이 인허가 및 관리감독 주체입니다.
하루 3번 운항으로 여객선 인허가를 받은 상태이고, 여객선 증편 운항의 경우 대산지방해양수산청에 권한이 있습니다.
당진시의 경우 여객선 증편에 대한 권한이 없으나, 이러한 불편을 해소하기 위해
7~10월의 경우 유류비 지원을 통해 2번의 추가운항(여객선이 아닌 도선으로 운항)을 협의 해놓은 상태입니다.
이용객 추이 모니터링을 통해 추가 증편운항 협의 여부를 결정하도록 하겠습니다.
소중한 의견 주신 점 다시 한 번 감사드립니다. 끝.",심사 중,당진시,제안심사
순성면 성북리 하천공사 제안합니다,"현황 및 문제점
현재 순성면 성북리 하천공사가 제대로 진행된적이 없으며 하천이 범람하여 마당까지 물이 범람하고 풀이 우거져 해충에 위험도 상담히 높습니다 매년 벚꽃행사로 인지도 높은 마을이 풀이 나무 가 되어 가고 있으며 다리는 잠겨 다닐수도 없는 지경이 되어 있습니다
현 시장님께 부탁드립니다 이런 부분은 매년은 어려워도 2년에 한번씩 은 하천공사를 해주시면 안되는 건가요? 매년 장마 때만 되면 걱정이 태산입니다 성북리 1구 하천공사 제안합니다 정말 사진을 넣어 보여 드리고 싶습니다
개선방안
우거진 수풀제거와 하천정비 반드시 필요합니다
기대효과
하천이 정비가 되면 뱀과 해충에 위험도 덜하고 산책로로 이용자가 많은 곳이다 보니 깨끗하게 정비가 마을도 한결 깨끗해 질거 갔습니다
외부인들도 많이 차를 끌고 오는곳인데 ....순성벚꽃길을 이용하면서 좋은 이미지를 오래도로 간직하고 싶은 마을주민의 간곡한 바램입니다",2022-06-30,"1. 당진시 발전을 위한 관심에 깊이 감사드리며, 순성면 성북리 잦띠천(소하천) 준설공사 제안에 대해 답변 드리겠습니다.

2. 매년 관내 소하천에 대하여 예산범위 내에서 하천의 유지관리를 위한 보수공사 및 퇴적토 준설을 연차적으로 시행하고 있으며, 귀하께서 제안하신 잦띠천(소하천)의 준설공사를 향후 계획에 반영 및 예산확보하여 쾌적한 하천환경을 조성할 수 있도록 하겠음을 알려드립니다.

3. 쾌적한 하천환경 조성을 위한 좋은 제안 감사드리며, 기타 문의사항은 당진시 건설과 하천팀(041-350-4651)으로 문의하시면 답변드리도록 하겠습니다. 끝.",2022-08-01,당진시,답변완료
온양 3동 주민복지센터 앞 재활용 및 분리수거함 설치 내용 개선,"현황 및 문제점
온양 3동 주민복지센터 뒤편 사거리에 재활용 및 분리수거함 설치를 사진과 같이 비치하여 운영 중임.
1. 문제점과 개선방안
준비한 대형보관함은 총 4개로 재활용 보관함 2개와 종량제 봉투 보관함 2개이며, 음식물 배출수거함 1개,
사설 의류 수거함 2개 이상이 함께 비치되어 있음.
1) 사진처럼 음식물 수거가 제대로 되지 않고 버려짐(당시 준비된 음식물 통이 가득하여 넣을 수 없었음)
- 음식물 수거함 추가 설치하여 2개로 운영하면 바닦에 방치되어 뜯겨지거나 훼손되는 일 없이 개선될 것으로 기대함.
2) 재활용 보관함 중 하나를 스티로폼 수거 전용으로 하되 스티로폼에 구멍을 내어 노끈으로 묶을 수 있도록 하면
날리거나 유실됨을 방지할 수 있음.
- 수거함에 릴 형태의 밴드와 구멍을 낼 수 있는 도구를 안전하게 부착하여 배출자가 구멍을 내고 끈으로 엮어 배출할 수
있도록 함. 다음 배출자는 뒤를 이어서 구멍을 내고 꿰어 배출함으로 수거시 준비한 가위질을 통해 한번에 회수가 용이해 짐.
3) 의류 수거함은 최대 1~2개를 비치하고 연락처를 관리하여 정기적으로 회수하도록 하며 여의치 않으면 모두 종량제 봉투로 버릴 것으로 지침을 전환함.
4) 재활용 보관함 표면에 투척 대상품을 기록하여 이외의 물건은 넣지 않도록 함. 일정기간 처리 과정을 지켜본 후에 추가로 개선안을 마련하여 시행.
5) 분리수거함 상부나 맞은편에 촬영 도구(CCTV)를 장착하고 준법정신을 이행토록 계도,
불이행시 과감한 단속 및 제제 시행
6) 필요시 1명의 적당한 대상을 선정, 단기간 일자리 창출하여 진행 내용 체크(최대 주 3회, 회당 2시간 근무)
개선방안
현황 및 문제점 참조
기대효과
기대 효과
1) 온양 3동 시민 질서 및 준법정신 함양.
2) 거리 미관 개선
3) 타 분리수거 시스템에 맞춤형 모범사례로 적용.",2022-06-29,"1. 당진시 발전을 위한 관심에 깊이 감사드리며, 순성면 성북리 잦띠천(소하천) 준설공사 제안에 대해 답변 드리겠습니다.

2. 매년 관내 소하천에 대하여 예산범위 내에서 하천의 유지관리를 위한 보수공사 및 퇴적토 준설을 연차적으로 시행하고 있으며, 귀하께서 제안하신 잦띠천(소하천)의 준설공사를 향후 계획에 반영 및 예산확보하여 쾌적한 하천환경을 조성할 수 있도록 하겠음을 알려드립니다.

3. 쾌적한 하천환경 조성을 위한 좋은 제안 감사드리며, 기타 문의사항은 당진시 건설과 하천팀(041-350-4651)으로 문의하시면 답변드리도록 하겠습니다. 끝.",심사 중,아산시,제안심사
공주 지역 경제 발전 아이디어,"현황 및 문제점
공주의 구시가지는 강북 지역에 비해 개발이 부족하고 노후주택이 아직도 많이있으며 전체적으로 거리가 매우 노화되어 있습니다. 저녁 8시만 되어도 매우 어둡고 거리의 간판이나 시설물들 (벤치나 가로수 )이 전체적으로 강북 지역에 비해 부족한 부분들이 많이 보입니다.
공주도 꽤 유적지도 많고 볼거리 , 관광지들이 많이 있음에도 불구하고 전국 관광지 지역에 비해 홍보나 유입인구가 아직 부족해 보입니다.
넓은 땅에 비해 산이 많아서 공주 시내나 강북 일부 지역 외에는 개발할수 있는 여건이 어려우므로
공주의 시내 지역 (강남)에 조금더 힘을 쏟아서 전국 유명 관광지가 되어 지역 경제를 활성화 시키면 좋을것같습니다.
개선방안
공주시 옥룡동은 큰 대로변이 있고 아파트가 일부 있어서 양쪽 도로에 치킨 가게들이 많이 있습니다.
한 예로 수원시 행궁동에는 유명한 치킨 골목이 있어서 전국적으로도 많은 사람들이 와서 치킨 맛집을 방문한다고 합니다.
외국인들도 많고 성곽도 주변에 있어서 그 치킨 골목이 굉장히 잘 된다고 합니다.
공주시에는 유네스코 문화유산인 공산성이 있고 그외에 많은 관광지들이 시내에 모여있는 만큼
공주시에서도 옥룡동에 ‘감성 치킨 거리’를 조성해보는건 어떨까요?

가게 마다 앞에 데크나 파라솔을 설치해주고 거리 전체적으로 조명을 설치하여 활성화시키면 또하나의 관광지가 될것같습니다.
기대효과
경제 발전 , 노후화된 지역 개발 , 유네스코 관광지 극대화

공주 야행 및 백제문화제와 더불어 또하나의 관광사업",2022-06-29,"1. 귀하의 가정에 늘 행운이 함께 하시길 기원합니다.
2. 먼저 공모전 접수(6.17.~6.30.) 이후 한 달이 더 지난 지금 답변을 드려 죄송합니다.
3. 귀하께서 ""2022년 공주시 시정발전 아이디어 공모전""에 접수하신 ""공주 지역 경제 발전 아이디어""에 대하여 다음과 같이 답변 드립니다.
해당 제안에 관하여 소관부서인 도시재생과의 검토의견을 받아 안내 드립니다. 귀하의 제안은 공주시 옥룡동을 감성 치킨 거리로 조성해 보자는 것으로 사료됩니다. 공주시 옥룡동에는 교촌치킨, bhc치킨, 또래오래 등의 치킨집이 다수 존재하지만 치킨집 간의 거리가 가까운 편은 아닙니다. 또한 옥룡동보다는 신관동에 더 많은 치킨집이 운영되고 있으며 거리 한구간을 치킨집으로 조성하는 것은 관광지 활성화로 이어지기에 효과성이 미흡하다고 판단되었습니다.
4. 다시 한번 공주시 시정발전 아이디어 공모전에 참여해 주셔서 감사합니다. 추가 문의사항이 있으실 경우 기획예산담당관 정책개발팀(T.041-840-2039)로 연락 주시면 상세히 안내드리도록 하겠습니다. 소중한 고견 감사드립니다.",2022-08-12,공주시,답변완료
공공디자인 적용 도고천 환경 개선,"현황 및 문제점
도고천은 2008년 하천 정비개선사업을 통해 자연형 하천을 거듭난 바 있다. 게다가 2022년 하천변 꽃(유채꽃, 펜지 등) 조성과 포토존 마련해 코로나19로 지친 시민들의 마음을 달래주기도 하였다.

하지만 도고천 입구가 자동차 도로와 연결돼있다는 점, 부족한 벤치, 방치된 다리 밑 공간 등 해결해야 할 문제가 존재한다. 이러한 문제들을 공공디자인을 통해 해소하고자 한다.

개선방안
도고천이 해결해야 할 문제는 총 네 가지다. 첫째, 부족한 벤치. 둘째, CCTV의 부재. 셋째, 방치된 다리 밑 공간. 마지막 넷째, 자동차 도로와 연결된 입구와 빈약한 산책로 바닥 길 안내가 그것이다.

첫째, 부족한 벤치의 경우, 도고천을 걷는 이용자의 다리가 아플 때 쉬어갈 수 있는 충분한 공간이 부족하다. 아래 사진의 경우 본인이 한참을 걷고 난 후 마주한 벤치이지만 해당 벤치의 경우에도 한 개만 설치돼있어 아쉬움이 들었다.

둘째, CCTV의 부재의 경우 본인이 도고천을 걷던 중 우연히 발견한 사항으로 낮, 밤, 성별에 상관없이 도고천에 산책을 나올 경우 CCTV와 같은 보안시설(혹은 비상벨)이 존재하지 않는다면 누구나 불안함을 느낄 수밖에 없다. 따라서 CCTV의 경우 일정 거리 간격을 두고 설치해 누구나 안심하고 도고천을 산책할 수 있도록 해야 한다.

셋째, 방치된 다리 밑 공간의 경우 기곡1교를 일컫는다. 도고천의 경우 기곡교 기곡교 62번길 다리(빨간 다리), 기곡1교 다리가 있지만 모두 다리 밑 공간의 활용이 아쉽다. 따라서 다리 밑 공간을 지역 시민들을 위한 미술관 등으로 적극 활용할 필요가 있다.

마지막 넷째, 자동차 도로와 연결된 입구와 빈약한 산책로 바닥 길 안내다. 자동차 도로와 연결된 입구는 말 그대로 사람들이 이용하는 도고천 산책로가 자동차 도로와 연결돼 있고 구분돼있지 않아 언제든 자동차가 들어올 위험성이 있다.

빈약한 산책로 바닥 길 안내의 경우 도고천 산책로의 바닥에 특별한 길 안내가 없어 어디로 향하는 길인지 어디 방향인지 전혀 알 수 없다. 따라서 산책로에 길 안내를 적어 도고천 이용자가 방향을 알 수 있도록 도울 필요가 있다.
기대효과
해당 아이디어(도고천 공공디자인 적용 환경 개선)를 통해서 아래와 같은 효과를 기대할 수 있다.

1. 벤치와 CCTV(비상벨 등 보인장비)를 추가 및 신규 설치해 지역주민뿐만 아니라, 도고천을 방문하는 시민들 모두 편안하고 안전하게 도고천을 이용할 수 있다.

2. 다리 밑 공간을 방치하기보다 지역주민들을 위한 새로운 문화의 장(지역주민을 위한 문화 프로그램도 함께 운영 등)으로 적극 활용할 수 있다.

3. 자동차 도로와 연결된 도로, 빈약한 산책로 바닥 길 안내 실현으로 이용자의 안전에 더 신경 쓰고 이용자 중심의 산책로 마련에 도움이 된다.",2022-06-29,"1. 귀하의 가정에 평안을 기원합니다.
2. 귀하께서 제안하신 도고천 환경개선 요청건에 대하여 아래와 같이 회신합니다.
3. 귀하의 제안은 도고천 내 CCTV, 벤치 설치 및 진입로 개선에 관한 사항으로, 관련 부서와 협의하여 사업의 필요성에 따라 진행하도록 할 예정입니다.
4. 귀하의 건의사항은 단순 제안으로 채택이 불가하며 상기 요청 시설에 대하여는 지방하천 관리기관과 협의하여 설치토록 노력할 계획임을 알려드립니다. 끝.",2022-12-29,아산시,답변완료
홈페이지 관리·운영 관련 사용자 의견 청취 게시판(on-off) 마련 공개 운영 제안,"현황 및 문제점

참조부서 기획조정실장

1> 제안개요

시대의 특성을 고려하여 홈페이지 관리·운영의 중요성에 반해서 본받을 만한 사례를 찾기가 쉽지 않으며 유익한 방안이 있더라도 적극적으로 추진할 만한 곳을 찾기조차 쉽지 않은 실정이다.

기관·단체장의 교체 때에 사용자들보다는 기관·단체장의 홍보 중심(심지어 보기에 민망스러울 정도로)으로 개편되는 경우들이 적지 않았다.

정보화와 4차산업 본래의 취지 이해 부족이나 소홀함까지 나타남에 따라서 해당 조직의 구성원들은 물론 이용자들의 문제점 방치함의 비난까지 듣게 되는 결과까지 초래되고 있는 경우도 적지 않다.
개선방안
2> 제안내용

홈페이지 관리·운영 관련 부서에서 청취할 것(이해 당사자나 인간의 보호 본능적인 점 고려)이 아니라, 일반 및 종합 민원이나 제안 담당 부서에서 사용자들의 관점에서 편하게 문제점 및 요구사항들(불만자 및 지적질이나 하는 사람으로 인식함에 대해 포기함 고려) 청취함이 요구된다는 점이다.

소요 예산 및 인력 학보나 소요 기간을 고려하여 기존의 공공근로자를 비롯한 공공일자리 정책으로 제공되는 일자리 종사자들과 사회복무 요원들 현황 점검 및 희망자 점검과 그 결과물들로 방법들은 최소한 한. 둘에서 각 읍·면·동별까지 한. 두 명 이상을 확보될 수 있다.

특히 의지만 있다면 다행스럽게 2021년 12월 9일부터 시행하는 적극 행정 운영 규정 제16조를 근거로 편하고 쉽게 추진할 수 있디.

구체적인 추진 방법

(1) 현재까지 제안이나 민원 심사 외 거절 지연 등 미결 사용자들 견해 청취

(2) 순환보직에 따른 전문성 부족분을 비롯한 시행착오 예방과 문제점 조기 발견 여·부 점검

(3) 현황 및 업무메뉴얼 점검

(4) 소요 예산 및 인력 증감 점검

(5) 전.출입 시 인수. 인계 상 보완 방안 점검

(6) 읍.면·동별 제안 및 민원 처리 현황과 그 결과물 활용 점검.

*상기 방법들은 국민 신문고에 제안되어 이미 채택된 그것 중에 포함된 부분들이기에 해당 제안자 및 내용으로 충분히 특별한 불편함 없이 추진 할 수 있다는 점이다.
기대효과
3> 기대효과

시행착오 예방과 문제점 조기 발견 방법 확인 효과를 비롯하여 활용 및 응용 필요성 확인 효과, 각종 사회문제 극복 예방 해결 방안 확보 효과,

일자리 발굴·창출 환경 체감효과 등 끝.",2022-06-27,"군정에 많은 관심을 가져주심에 깊은 감사를 드리며, 제안해주신 ‘홈페이지 관리·운영 관련 사용자 의견 청취 게시판(on-off) 마련 공개 운영 제안’ 건에 대해 답변드리겠습니다.

귀하의 제안은 홈페이지 관리·운영 관련 문제점 및 요구사항들에 대해 사용자의 의견을 청취하자는 내용으로 판단됩니다. 이에 따라 부여군 홈페이지 ‘주민참여’ 메뉴 안에 ‘홈페이지 의견청취’ 게시판을 신설하여, 홈페이지 관리·운영에 관한 군민의 의견을 수렴하고 필요시 정책에 반영할 수 있도록 노력하겠습니다.

다시한번 귀하의 제안에 감사드리며, 궁금한 사항은 부여군청 기획조정실(041-830-2045) 및 부여군청 자치행정과(041-830-2458)로 문의해 주시기 바랍니다.
감사합니다.",2022-07-06,부여군,제안실현
"냉풍욕장 금,토,일 영업시간 연장","현황 및 문제점
오후 6시에 문을 닫아 버리기에 아쉽다
개선방안
주말이나 금토일은 10시까지 연장 영업을 한다.
기대효과
더 많은 사람들이 냉풍욕장을 즐길 수 있다.",2022-06-24,"안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(제목: 냉풍욕장 주말 영업시간 연장 제안)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(신청번호: 1AB-2206-0024049)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 귀하께서는 ‘많은 방문객 유치를 위해 냉풍욕장 주말(금요일포함) 오후22시까지 연장 운영 요청’을 제안을 하신 바 있습니다.

○ 현재 냉풍욕장은 09:00 ~ 19:30 까지 농업기술센터 직원이 1일 2~3명이 내방객들의 안전한 냉풍욕장 이용을 위해 근무하고 있지만 현재의 여건상 인력 부족과 야간 운영시의 안전사고의 위험성 등으로 인해 연장근무가 어려운 실정입니다. 향후 단계적으로 운영시간을 확대할 수 있도록 전반적으로 검토할 계획임을 안내드립니다.

○ 귀하의 소중한 제안에 대하여 감사드리며 답변 내용에 대한 추가 설명이 필요한 경우 농업지원과 송진혁 주무관(☏041-930-7677)에게 연락을 주시면 친절히 안내해드리도록 하겠습니다. 끝.",2022-07-26,보령시,답변완료
버스정류장 부스설치요망,"현황 및 문제점
당진3동행정복지센터
충남 당진시 원당로 80 동승빌딩 3충
http://naver.me/F7CQJMCz
인도가 사유지라 부스설치 못한다 말이 앉됨
그저 정류장 옆 세무가게 유착
개선방안
버스부스 설치
기대효과
대중교통 이용편의",2022-06-24,"안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(제목: 냉풍욕장 주말 영업시간 연장 제안)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(신청번호: 1AB-2206-0024049)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 귀하께서는 ‘많은 방문객 유치를 위해 냉풍욕장 주말(금요일포함) 오후22시까지 연장 운영 요청’을 제안을 하신 바 있습니다.

○ 현재 냉풍욕장은 09:00 ~ 19:30 까지 농업기술센터 직원이 1일 2~3명이 내방객들의 안전한 냉풍욕장 이용을 위해 근무하고 있지만 현재의 여건상 인력 부족과 야간 운영시의 안전사고의 위험성 등으로 인해 연장근무가 어려운 실정입니다. 향후 단계적으로 운영시간을 확대할 수 있도록 전반적으로 검토할 계획임을 안내드립니다.

○ 귀하의 소중한 제안에 대하여 감사드리며 답변 내용에 대한 추가 설명이 필요한 경우 농업지원과 송진혁 주무관(☏041-930-7677)에게 연락을 주시면 친절히 안내해드리도록 하겠습니다. 끝.",심사 중,당진시,제안심사
자전거보험과 연동하여 자전거전용도로 제안,"현황 및 문제점
시골길은 중앙분리대라든지 신호등, 안전막 등이 부족하고 시골 어르신들의 안전불감인식과 사각지대가 더 큰 농기계의 통행으로 학생들이 자전거를 마음 놓고 타기 힘든 상황입니다. 그런데 이번에 당진시에서 자전거보험을 시행하니 접수하라는 홍보물을 보았습니다. 더 안전한 도로와 법규를 만들어 놓은 후 자전거를 타라고 해야 하지 않나 싶습니다.
자전거전용도로가 절실히 필요한 상황입니다.
개선방안
시골 작은 길까지는 아니더라도 학교와 학교, 큰 도로 옆에는 설치해 주십사 합니다.
기대효과
안전한 도로 확충과 자전거타기를 통해 건강증진, 환경보호!",2022-06-21,"1. 귀하의 가정에 무궁한 발전을 기원드립니다.
2. 귀하께서는 학교 주변 및 큰 도로 옆에 자전거전용도로 개설을 제안하셨습니다. 자전거 전용도로 개설을 위해서는 토지보상 및 공사비 등 상당한 예산이 소요되는 사안으로, 연차적으로 대상지 선정 및 예산확보 등을 통해 자전거전용도로를 확충해나가도록 하겠습니다.
3. 귀하의 제안사항은 단순참조(건의) 사항으로 제안을 채택하지 못하는 점 양해하여 주시기 바라며, 자전거도로 개설 업무에 참고토록 하겠습니다. 기타 궁금하신 사항은 도로과 도시계획도로팀(☎041-350-4381)으로 문의하여 주시면 답변드리겠습니다. 감사합니다. 끝.",2022-06-28,당진시,답변완료
