제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
하고 싶어지는 플라스틱 컵 재활용,"현황 및 문제점
현재 각 시 단체에서는 플라스틱 컵 사용을 줄이기 위해 머그잔 이벤트, 종이컵 사용 등 여러 가지 정책을 시행하고 있습니다 하지만 실제 길거리를 보면 아직도 플라스틱 컵이 올려져 있습니다. 머그컵을 항상 들고 다니기에는 컵 손상의 위험성과 번거로움으로 잘 지키기 어려워 보입니다. 수거통을 보면 쉽게 지나치고 잘 안 보이는 색으로 되어 눈에 띄지 않습니다.
개선방안
길거리에 있는 플라스틱 컵 수거통을 보면 원이 2개 있고 그곳으로 음료수 컵을 넣는것입니다. 하지만 사람들은 무심코 지나가거나 길거리에 놓는 등 관심을 안 가지기 때문에 모양을 새롭게 디자인한 플라스틱 컵 수거통을 만드는 것입니다. 빨대가 꽂혀있는 플라스틱 컵모양으로 만들면 사람들이 보았을 때 시선이 가게 합니다. 디자인수거통에 재활용을 함으로써 어떤 효과가 나타나는지 교육적인 영상 내용을 담은 QR코드를 수거통에 표기하여 아이들에게 보다 쉽고 재미있게 배울수 있도록 합니다.
기대효과
길거리 재활용 통의 디자인과 분위기를 바꿈으로써 재활용의 이미지에 친근감을 불어넣고 이색적인 디자인으로 재활용을 하고 싶도록 만들게 됩니다. 어린이들에게 교육적인 면을 설명할 수 있도록 하여 재활용에 대한 지식을 습득하고 직접 실천 할 수 있습니다. 길거리 곳곳에 있는 수거통으로 천안시의 홍보 효과도 줄 수 있으며 더 나아가 컵을 아무대나 버리지 않아 길거리 환경개선에 많은 도움이 될거라고 생각합니다.",2021-08-13,"[2021 상반기 천안시민 정책제안 공모 결과 알림]

1. 우리 시 시정발전을 위해 높은 관심과 애정을 보내주셔서 깊은 감사의 말씀을 드립니다.

2. 2021 상반기 천안시민 정책제안 공모는 2021. 5. 17. ~ 6. 11. 동안 천안시민을 대상으로 공모하여
실무부서 시행가능성 검토 및 1, 2차 심사결과, 귀하께서 제안해주신 내용은 채택되었음을 양해말씀 드립니다.

3. 귀하께서 보여주신 열정에 버금가도록 시민이 행복한 천안을 위해 앞으로 더욱 노력하겠다는 약속을 드리며,
귀하의 앞날에 무궁한 발전을 기원합니다. 감사합니다.

- 천안시 정책기획과 -",2021-08-13,천안시,제안실현
천안시내 휴지통 활성화,"현황 및 문제점
천안 시내를 돌아다니다 보면 갑자기 생겨난 쓰레기를 버릴곳이 정말 없다. 내 쓰레기는 내 집으로 가져가자 라는 운동이 일어난 걸로 기억되는데. 이를테면 무언가가 흐른 휴지를 내 가방에 넣어 또는 장시간 손에 들고 집으로 가져가는 이는 몇이나 될까? 그러다보니 주변에 버려진 쓰레기들을 자주 보게 된다. 또한 그러한 휴지를 정당하게 버릴 곳이 없으니 지나가다 보이는 단지 분리수거대 주변으로 휴지가 많이 버려지는게 아닌가 싶은 생각이 들었다.
개선방안
버스 정류장, 택시 승강장 주변 휴지통 활성화를 시켰으면 한다.
정말 다니다보면 휴지통을 찾아보기가 하늘의 별따기이다.
간혹 보이는 바닥에 버려지는 휴지를 줍는 인력을 늘리기보단
휴지통 설치 후 버스 노선을 따라 환경미화원을 추가 채용해 처리 할 수 있게 하였음 좋겠다
기대효과
버스정류장에 휴지통을 설치함으로써 10~20분뒤에 오는 버스를 기다리다가 마시는 음료수 등 쓰레기가 정류장 벤치로 버려지는 일이 줄어들 것이고 벤치 사이에 껴놓는 휴지들이 줄어들 것이다. 또한 사람들 눈치보다 바닥에 쓱 하고 버리는 일보단 '정류장에 쓰레기통이있었지?'하고 자연스럽게 휴지통에 버리는 일이 늘어나게 되어 길가의 쓰레기가 더 줄어들 것으로 예상됨.",2021-08-13,"[2021 상반기 천안시민 정책제안 공모 결과 알림]

1. 우리 시 시정발전을 위해 높은 관심과 애정을 보내주셔서 깊은 감사의 말씀을 드립니다.

2. 2021 상반기 천안시민 정책제안 공모는 2021. 5. 17. ~ 6. 11. 동안 천안시민을 대상으로 공모하여
실무부서 시행가능성 검토 및 1, 2차 심사결과, 귀하께서 제안해주신 내용은 채택되었음을 알려드립니다.

3. 귀하께서 보여주신 열정에 버금가도록 시민이 행복한 천안을 위해 앞으로 더욱 노력하겠다는 약속을 드리며,
귀하의 앞날에 무궁한 발전을 기원합니다. 감사합니다.

- 천안시 정책기획과 -",2021-08-13,천안시,제안실현
카메라 설치,"현황 및 문제점
설치할장소 :아산시 배방읍 북수리 24-14
이곳은 북수로와 호서로가 만나는 교차로이며, 43도로를 타고온 화물트럭이 풍세로 가는 길이기도 하다
따라서 교통량이 많은 곳이며 인근에 있는 아파트 주민들이 하천공원으로 가는 건널목이기도 한데 차들이 신호를 무시하고 다니며, 또한 사람이 건널목을 건너고 있는데도 달려오는 차들 때문에 등골이 오싹하는 겸험을 여러번 격고있습니다.
제발 신호와 속도를 함께잡는 카메하를 설치해주시기 바랍니다
개선방안
카메라 설치시 시민은 안전한 생활이 가능하고 자라고 있는 어린이들이 무단으로 달리고 있는 자동차를 운전하는 파렴치들에게 불법과 무분별한 교통법규를 배우는걸 방지하여 살기좋은 아산시가 될것입니다
기대효과
설치할장소 :아산시 배방읍 북수리 24-14
이곳은 북수로와 호서로가 만나는 교차로이며, 43도로를 타고온 화물트럭이 풍세로 가는 길이기도 하다
따라서 교통량이 많은 곳이며 인근에 있는 아파트 주민들이 하천공원으로 가는 건널목이기도 한데 차들이 신호를 무시하고 다니며, 또한 사람이 건널목을 건너고 있는데도 달려오는 차들 때문에 등골이 오싹하는 겸험을 여러번 격고있습니다.
제발 신호와 속도를 함께잡는 카메하를 설치해주시기 바랍니다",2021-08-13,"1. 평소 시정발전에 많은 관심과 협조에 감사드립니다.
2. 귀하께서 민원상담하신 배방읍 북수리 24-14 부근 무인단속카메라 설치는 아산경찰서 제2차 교통안전시설 심의위원회 가결된 부분으로 예산 확보되는대로 설치 예정입니다.
3. 기타 문의 사항이 있으실 경우 아산시청 교통행정과(540-2373)로 문의하시면 친절히 상담해드리겠습니다. 감사합니다",2021-08-24,아산시,제안실현
홍성 특산물 홍보 및 특판행사 추진계획,"현황 및 문제점
- 홍성을 대표하는 브랜드(한우·한돈) 및 계절별 특산물에 대한 국민들의 인지 부족
※ 계절별 특산물 : 아리향(딸기), 홍산마늘, 대하, 새조개, 새우젓, 김 등
- 홍성 대표 브랜드 및 특산물 홍보에 과도한 비용 지출
- 국민들이 이용하는 홍성휴게소에 대한 활용 및 역할 부족
개선방안
- 코로나19로 인한 지역경제 살리기 및 홍성 대표 브랜드(한우·한돈, 계절별 특산물) 활성화를 위한
홍성군-홍성휴게소 상생협력
- 홍성휴게소(상·하행선) 판매푸드점을 설치하여 홍성 대표 브랜드 및 계절별 특산물 판매행사 추진
※ 홍성휴게소 Pole sign(휴게소 입구 기둥 표지판) 명칭변경 사업과 병행추진
→ '홍성휴게소'에서 '홍성한우 휴게소'로 명칭변경
기대효과
- 국민들이 이용하는 휴게소를 활용하여 홍성 대표 브랜드 및 특산물을 판매 및 홍성휴게소 명칭을 변경함으로써
홍성 이미지 홍보에 매우 긍정적
- 매년 판매푸드점 운영으로 농수축산물 판매 경로 확보 및 지역경제 활성화",2021-08-10,"축산물위생관리법에 부합한 대상(축산물 판매업)으로 직거래 활성화를 위해 축산물 이동판매차량을 지원(현재 4대)하여 타 지역 이동판매를 하고 있습니다. 특히, 육류 성수기인 명절에는 휴게소에서 판매할 수 있도록 승인을 받아 판매를 하고 있으며, 과천, 서울시청 앞, 대전 등 홍성한우, 홍성한돈 판매하고 있습니다. 2021년도에는 코로나로 인해 행사가 축소되었지만 약 10억이상을 판매하였으며, 사진을 첨부하오니 참고하여 주시기 바랍니다.",2021-11-11,홍성군,답변완료
아산 모종풍기 1호 어린이공원 울타리(펜스) 설치를 제안합니다.,"현황 및 문제점
아산시 충무병원과 한농마트, 여러 모델하우스와 캐슬어울림 3단지 주상복합상기 등으로 줄러싸인 곳에 아산모종풍기 1호 어린이공원이 조성되어 있음.
1. 어린이공원 이름과 조성물이 무색하게 어린이는 보이지 않고 대부분이 어른임.
2. 어린이공원과 도로 및 상가 등과의 경계가 분명치얺아 본래의 기능을 제대로 하지 못하고 있음.
개선방안
1. 어린이공원 부지의 경계를 분명하게 하여 공원으로의 기능을 살릴 수 있도록 함.
- 일반적인 담장 설치
- 공원 입출구는 기존대로 2개소 활용.
- 어린이공원임을 알리는 표지판 마주볼 수 있도록 추가 설치
기대효과
1. 어린이공원 원래 기능 회복
2. 상가 등과의 분명한 구분으로 이용자 올바른 인식.
3. 청결하게 사용토록 계도 기능 부여.",2021-08-09,"1. 귀하의 무궁한 발전을 기원하오며, 귀하께서 제안(재심사)하신 모종동 어린이공원 경계에 울타리(휀스) 설치건에 대한 답변입니다.

2. 본 제안에 대하여 기 답변드린바와 같이 공원 경계에 울타리(휀스) 설치 보다는 관목 식재 등을 통하여 경계를 명확히 하는 방법이 공원 경관조성 등에 더 효율적일 것으로 판단되어 귀하의 제안을 채택하기 어려운 점 양해하여 주시기 바랍니다.

3. 또한 추후 해당 어린이공원 경계에 관목 보완 식재를 실시하고, 쓰레기 청소를 주기적으로 실시하여 쾌적한 공원 이용 환경 조성을 위하여 노력할 계획이오니 참고하시기 바라며, 위 사항과 관련하여 더 궁금한 사항이나 보다 상세한 답변이 필요하시면 아산시 공원녹지과(☎041-540-2123)로 문의하여 주시기 바랍니다. 끝.",2021-10-07,아산시,답변완료
도로 속도 규제에 따른 추가 조치 방안으로 효과적이고 안전한 운행속도 준수할 수 있을 것으로 생각하여 제안합니다.,"현황 및 문제점
사진 별첨 : 속도 표지판과 노면 바닦 참조.
교통사고 감소를 목적으로 최근 충청남도는 속도제한 규정을 시행하고 있고 아산시도 도로마다 적극적으로 3050킬로미터의 차량속도관리를 홍보하고 있습니다.

개선방안
50킬로미터 속도표지판을 쉽게 찾아볼 수 있고 덕분에 차량 사고도 줄어든 것 같다 생각합니다.
그런데 기존 도로 속도 60 또는 70킬로로 주행하다가 제한속도가 갑자기 50킬로 줄어드는 경우가 있음.
1. 미쳐 확인하지 못하거나 감시카메라가 설치 된 곳이면 급감속을 하거나 급히 지나쳐 사후에 불필요한 경비가 지출되는 상황이
발생하기도 함.
2. 속도 제한이 시작되는 시점의 도로바닥에 아무런 표시가 없고 운전자는 속도표지판에 의존하여 운정하게됨으로 속도 준수의 본래
계도 취지를 벗어나 의도치 않게 법을 지키지 않는 상태가 되기 쉬움.
3. 속도 제한이 필요하다 판단되어 속도표지판을 부착한 곳 10미터 전 즈음 도로바닥에 속도표시를 도색함.
- 통일된 색상으로 사전 속도 감속 안내(예를 들어 교차로 전 5~10미터 전방에 50녹색 동그라미 도색)로 빠른 도로 규정속도 인지.
- 운전시 바닥의 색만 보아도 이를 신속하게 인지하고 감속하도록 하는 것입니다.
- 특히 70~80킬로에서 급 감속하는 경우에 더욱 효과적일 것으로 예상됩니다.
기대효과
1. 안전사고 예방
2. 준법정신 함양의 이중 효과 기대.
3. 속도위반으로 인한 이차적인 불안운전 행위 사전 방지
4. 범칙금 지출 방지효과.
5. 교통사고없는 충남 아산, 준법정신 투철한 시민사회를 형성하는데 도움이 됩니다.",2021-08-09,"1. 종합의견
○ 안녕하십니까. 아산시청 교통행정과 임재성입니다. 국민신문고를 이용해 주시고 좋은 의견 올려주신 귀하께 감사드립니다. 속도하향에 따른 노면표시 요청건 대해 답변드리겠습니다.
○ 도로교통법 시행규칙 제8조 [별표 6] 안전표지의 종류, 만드는 장식 및 설치·관리기준(제8조 제2항 및 제11조 제1호와 관련)에 맞게 설치 및 개선하고 있음에 귀하의 제안은 불체택됨을 알려드립니다.(노면표지 속도표지는 백색으로만 규정) 아산시에서도 도로 교통의 안전과 원활한 소통을 위해 적극적으로 노력하고 있으니 이점 양지하여 주시기 바랍니다. 감사합니다.",2021-08-26,아산시,답변완료
아산시 <라이딩도시>로 대혁신,"현황 및 문제점
1. 장항선 옛길 자전거도로 아산역까지 확장
-KTX로 연결되는 아산역이므로 타지역 사람들의 방문객이 많아져 문화관광에 기여

2. 곡교천 자전거도로 풀 제거 및 노면재정비 자전거전용도로 구축
-안정화된 자전거 도로를 통하여 건전한 라이딩문화 조성
개선방안
장항선옛길 자전거도로에 감탄하여 더 많은 사람들에게 홍보되고 이용할 수 있었으면 하는 마음에 제안하게 되었습니다.
아산역까지 이어질 수 있다면 정말 좋겠지만 혹여 확장이 어렵다면,
곡교천 자전거도로가 끝나는 지점에서 장항선 옛길이 시작되는 곳까지 자전거 도로가 연결되었으면 합니다.
또한 현재 곡교천 자전거도로 길은 안정성 재고가 필요합니다.
풀이 너무 많이 자라 좁은 자전거길의 반 이상을 덮고 있는곳이 많으며, 노면도 좋지않습니다.
곡교천 자전거도로도 장항선 옛길 처럼 훌륭하게 만들어주시길 기대하겠습니다. 감사합니다.
기대효과
1. 장항선 옛길 자전거도로 아산역까지 확장
-KTX로 연결되는 아산역이므로 타지역 사람들의 방문객이 많아져 문화관광에 기여

2. 곡교천 자전거도로 풀 제거 및 노면재정비 자전거전용도로 구축
-안정화된 자전거 도로를 통하여 건전한 라이딩문화 조성",2021-08-09,"『아산시 <라이딩도시>로 대혁신』 국민제안 된 건에 대하여 붙임과 같이 검토되었기에 불채택 심사 결과를 알려드립니다.

붙임 제안에 대한 관련 부서의견서 1부. 끝.",2021-09-08,아산시,답변완료
보건증 발급비용 부담 완화와 검사병원 알림서비스 제안,"현황 및 문제점
1.코로나19로 인하여 보건소에서 보건증 발급업무가 이루어 지지 않고 있습니다

2.업무 직종에 따라 보건증 검사기간이 빠른 분들은 3개월에서 보통 1년입니다

3.전국적으로 수백만명의 보건증 대상자 분들이 어려운 경제상황에서 보건증 발급비용 부담과
검사 병원을 찾기가 쉽지 않아 제때 검사를 받지 못하고 있습니다

4.이로 인하여 위생과 청결이 기본인 식당 종사자분들이 건강상태를 알수 없이 일을 하는 상태입니다
개선방안
1.현재 보건소에서 보건증 발급비용 3000원, 민간병원에서는 2만원~ 3만원 정도입니다.
비용이 약 10배 정도 차이가 납니다

2.예를 들어
각 지자체에서 지자체 조건에 맞는 병원 5곳을 선정하여
지자체에서 병원과 업무협약으로 보건증 발급비용을 현재보다 저렴한 금액 만원으로 낮추도록 진행합니다
(지정된 병원은 보건증 발급 대상자분들의 수요가 있으니 가능하리라 봅니다)

3.여기서 보건증 발급이 가능한 ""민간병원 명단을 각 지자체 홈페이지 공고 및 보건증 대상자에게 문자 알림""을 합니다
기대효과
1.코로나19로 인하여 어려운 보건 종사자들에게 조금이나마 비용 부담을 줄여 줄 수 있습니다

2.보건증 발급 병원을 찾아 다닐 필요가 없어집니다

3.건강한 사람이 건강한 음식을 만듭니다 대한민국이 건강해 집니다",2021-08-05,"국민신문고에 아래와 같이 신청되어 접수된 국민제안(신청번호: 1AB-2108-0003365)에 대하여 붙임과 같이 제안답변서를 제안자에게 회신하고자 합니다.


붙임 1. 국민제안신청서 1부.
2. 답변서 1부. 끝.",2021-09-09,아산시,답변완료
보건증 발급비용 부담 완화와 검사병원 알림서비스 제안,"현황 및 문제점
1.코로나19로 인하여 보건소에서 보건증 발급업무가 이루어 지지 않고 있습니다

2.업무 직종에 따라 보건증 검사기간이 빠른 분들은 3개월에서 보통 1년입니다

3.전국적으로 수백만명의 보건증 대상자 분들이 어려운 경제상황에서 보건증 발급비용 부담과
검사 병원을 찾기가 쉽지 않아 제때 검사를 받지 못하고 있습니다

4.이로 인하여 위생과 청결이 기본인 식당 종사자분들이 건강상태를 알수 없이 일을 하는 상태입니다
개선방안
1.현재 보건소에서 보건증 발급비용 3000원, 민간병원에서는 2만원~ 3만원 정도입니다.
비용이 약 10배 정도 차이가 납니다

2.예를 들어
각 지자체에서 지자체 조건에 맞는 병원 5곳을 선정하여
지자체에서 병원과 업무협약으로 보건증 발급비용을 현재보다 저렴한 금액 만원으로 낮추도록 진행합니다
(지정된 병원은 보건증 발급 대상자분들의 수요가 있으니 가능하리라 봅니다)

3.여기서 보건증 발급이 가능한 ""민간병원 명단을 각 지자체 홈페이지 공고 및 보건증 대상자에게 문자 알림""을 합니다
기대효과
1.코로나19로 인하여 어려운 보건 종사자들에게 조금이나마 비용 부담을 줄여 줄 수 있습니다

2.보건증 발급 병원을 찾아 다닐 필요가 없어집니다

3.건강한 사람이 건강한 음식을 만듭니다 대한민국이 건강해 집니다",2021-08-05,"1. 군정 발전에 관심을 가져주신데 대하여 감사의 말씀드리며, 귀하께서 제안하신
“보건증 발급비용 부담 완화와 검사병원 알림서비스 제안” 대한 검토 결과를
아래과 같이 답변 드립니다.

2. 귀하의 민원내용은 코로나 관련 보건소 건강진단서(구,보건증) 업무가 중단되어,
식품관련 종사자분들이 검진병원 찾기와 발급비용 부담이 가중되어 이런 민원인의
불편을 해소하고자 제안한 것으로 이해 됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
예산군에서는 현재 3개 검진병원이 운영하고 발급 비용은 10,000원이며, 이 내용을 군민에게 군청 및 보건소 홈페이지에 홍보하고 있습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 예산군보건소 임혜빈 진료팀장(☏041-339-6011)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 1. 국민제안신청서 1부. 끝.",2021-08-14,예산군,답변완료
보건증 발급비용 부담 완화와 검사병원 알림서비스 제안,"현황 및 문제점
1.코로나19로 인하여 보건소에서 보건증 발급업무가 이루어 지지 않고 있습니다

2.업무 직종에 따라 보건증 검사기간이 빠른 분들은 3개월에서 보통 1년입니다

3.전국적으로 수백만명의 보건증 대상자 분들이 어려운 경제상황에서 보건증 발급비용 부담과
검사 병원을 찾기가 쉽지 않아 제때 검사를 받지 못하고 있습니다

4.이로 인하여 위생과 청결이 기본인 식당 종사자분들이 건강상태를 알수 없이 일을 하는 상태입니다
개선방안
1.현재 보건소에서 보건증 발급비용 3000원, 민간병원에서는 2만원~ 3만원 정도입니다.
비용이 약 10배 정도 차이가 납니다

2.예를 들어
각 지자체에서 지자체 조건에 맞는 병원 5곳을 선정하여
지자체에서 병원과 업무협약으로 보건증 발급비용을 현재보다 저렴한 금액 만원으로 낮추도록 진행합니다
(지정된 병원은 보건증 발급 대상자분들의 수요가 있으니 가능하리라 봅니다)

3.여기서 보건증 발급이 가능한 ""민간병원 명단을 각 지자체 홈페이지 공고 및 보건증 대상자에게 문자 알림""을 합니다
기대효과
1.코로나19로 인하여 어려운 보건 종사자들에게 조금이나마 비용 부담을 줄여 줄 수 있습니다

2.보건증 발급 병원을 찾아 다닐 필요가 없어집니다

3.건강한 사람이 건강한 음식을 만듭니다 대한민국이 건강해 집니다",2021-08-05,"1. 당진시 보건소 진료업무에 관심을 가져주신 점 감사드리며, 귀하께서 제안하긴 보건증 발급비용 부담 완화와 검사 병원 알림 서비스 제안에 대해 아래와 같이 답변드립니다.
2. 현재, 당진시 보건소는 코로나19 확산을 방지하고, 코로나19 예방접종을 통한 코로나19 대응 업무에 집중하고자 보건증 발급을 비롯한 일반진료 업무 대부분을 잠정 중단하게 돼 민원인분들께 개인 부담 비용의 증가 및 불편을 초래하게 되어 매우 송구스러운 말씀을 드립니다.
3. 귀하께서 제시하신 '보건증 발급비용 부담 완화와 검사 병원 알림 서비스 제안' 사항에 대해, 검토해 본 결과 병원 지정 시 형평성의 문제가 있었으며 민간병원 명단 문자 알림은 「개인정보보호법」 제18조 개인 정보의 목적 외 이용·제공 제한에 의해 알림 제공이 제한됐습니다.
4. 여러 행정, 규제 여건상 지원하지 못하고 있는 점 널리 양해하여 주시기 바라며, 향후 제안하신 내용에 관해서는 다시 한번 검토해 보도록 하겠습니다. 기타 궁금하신 사항은 당진시 보건소 보건행정과(041-360-6004)로 연락 주시기 바랍니다. 감사합니다.",2021-09-09,당진시,답변완료
