제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
오봉산 정상 뷰 개선,"현황 및 문제점
첨부 사진처럼 뷰 앞 및 주변 나무들이 자라 뷰를 가림
개선방안
정리 좀 해주셨으면...
기대효과
여긴 뷰가 정말 좋습니다. 많은 분들이 이용하시게 될 겁니다.",2022-09-22,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 제안하신(1AB-2209-0013198)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제안하신 ‘오봉산 정상부 경관개선을 위한 수목정리’와 관련하여 수목정리의 경우 재해 및 안전상의 우려가 있는 경우에 정리하고 있으며, 현지여건과 식생의 보전을 고려하였을 때 정상부 경관개선을 위한 수목정리는 산주동의, 인허가 등 주변여건을 고려하여 종합검토하고자 하오니 양지하여 주시기 바랍니다.

3. 구정발전을 위한 관심과 제안에 감사드리며, 앞으로도 좋은 의견이나 궁금하신 사항이 있으시면 유성구 녹지산림과(☏042-611-2786)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2022-09-30,유성구,답변완료
반납도서 이송방식 개선,"현황 및 문제점
반납도서의 도서관 간 이송 시, 소량인 경우 대부분 1회용 행정봉투에 넣고, 스카치 테이프로 붙여
이송하고 있는 데, 미관상 깔끔하지 못하고 자원 낭비가 심하다 할 것임
개선방안
- 반복사용이 가능한 재질로 주머니(또는 가방)을 만들거나 구입 사용함
- 주머니(가방)의 ""보내는 곳""과 ""받는 곳""에 비닐 또는 아크릴 참문을 부착하고,
스티커(코팅 사용)를 갈아 끼워 반복 사용이 가능 하도록 함
기대효과
- 미관상 개선
- 1회용 종이봉투의 사용 중지로 예산 절감",2022-09-20,"국민신문고 국민제안(1AB-2209-0012020)(2022. 9. 20.)에 대한 검토결과를 다음과 같이 안내하고자 합니다.

【답변내용】
1. 안녕하십니까? 도서관 운영에 관심을 가지고 제안해주신 것에 깊은 감사를 드리며, 귀하께서 국민신문고를 통해 신청하신 국민제안(1AB-2209-0012020) 처리결과를 다음과 같이 알려드립니다.

2. 귀하의 제안 요지는 ‘반납도서 이송방식 개선’에 관한 것으로 판단됩니다.

3. 귀하의 제안 사항에 대해 검토한 의견은 다음과 같습니다.

4. 예전에는 반납도서의 이송 시 소량인 경우 일회용 종이봉투를 사용하였으나, 현재 대전 동구 도서관에서는 각 도서관의 직원들이 반납도서를 접이식 카트에 넣어 직접 운반하는 형식으로 이송하고 있습니다.

5. 참고로 전에 이송에 이용했던 일회용 종이봉투는 자원 낭비를 최소화하기 위하여 이미 사용된 것을 재활용한 봉투였음을 알려드립니다.

6. 도서운반 시 일회용 종이봉투 이용으로 인한 자원낭비 및 예산절감을 위한 귀하의 취지와 의도에 공감하나, 지금은 반납도서를 일회용 종이봉투 대신 접이식 카트를 이용하여 직원이 직접 운반하고 있으므로 귀하의 제안에 대하여 추진이 어려운 점 널리 이해하여 주시기 바랍니다.

7. 답변 내용에 대한 추가 설명이 필요한 경우 가오도서관(☎042-259-7061)으로 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.



붙임 국민제안신청서 1부. 끝.",2022-10-27,동구,답변완료
모바일 커피쿠폰을 상품권으로~,"현황 및 문제점
요즘은 설문조사 후에 모바일 커피쿠폰을 많이 보내주곤 합니다. 그런데 이런 관행이 특정 커피 브랜드에 집중되는 부분이 문제라고 생각합니다. 물론 많은 사람들이 선호하는 브랜드이기 때문이라고 생각하고 넘어가지만 이와 같은 일이 반복적으로 발생하게 되고 관공서에서도 그렇게 진행하게 되면서 기관에서 특정 커피 브랜드를 밀어주는 형국이라 보여집니다.
개선방안
간단한 답례로 커피 모바일 쿠폰이 편리하긴 하지만 이런 식으로 특정 브랜드에 치중하는 상황이 계속되니 타 브랜드에서는 차별을 당하게 됩니다. 이러한 문제를 해소하기 위해 온누리 상품권이나 문화상품권 등으로 기프티콘을 교체하면 좋을 거 같습니다. 아님 편의점 정액 쿠폰이든지... 여러 방면으로 고민하면 좋겠습니다.
기대효과
이렇게 커피 모바일 쿠폰을 다른 기프티콘으로 바꾸게 된다면 시민들이나 관계자들의 적극적인 참여를 바라고 모바일 쿠폰을 제공하는 일이 특정 기업에만 이익을 몰아주는 게 아니라 다양한 혜택을 더 많은 곳에서 누릴 수 있을 것이라고 생각합니다",2022-09-19,"관련 소관부서로 협조요청함 / 평생교육진흥원, 대전시소, 원스톱통합지원센터 등",2022-12-12,대전광역시,제안실현
관내 테니스코트 증설 및 시설 보완,"현황 및 문제점
최근 테니스 인구가 젊은이들부터 중년까지 많이 늘어나고 있습니다.
대전 서구에는 코트가 많이 부족합니다. 현재 유등천변 변동초등학교 맞은 편에 코트가 3면이 있고, 가운데 위치한 코트에만 도로방향에 라이트가 설치되어 있습니다. 기존 설치된 등이 너무 흐릿하여 저녁에 운동할 수 없는 상황린데 현재의 등을 밝은 LED등으로 교체해 주시고, 다른 2곳도 라이트 시설을 해주시면 서구민 및 대전 시민들 중 테니스인들에게 큰
박수를 받을 것입니다.
기존 아파트마다 있었던 테니스코트가 거의 없어져서 테니스코트가 부족합니다.
개선방안
- 유등천 변동초등학교 맞은편 기존 현재의 라이트 등을 밝은 LED등으로 교체해 주시고, 다른 2곳도 라이트 시설을 설치하면 저녁에도 운동이 가능할 것 같습니다.
- 투가로 유등천변이나 다른 곳에도 테니스코트 설치를 요청드립니다.
기대효과
- 최근 늘어나고 있는 테니스인들인이나 기존 동호인들에게 운동할 수 있는 공간확보로 서구 주민들이나 대전시민들이
건강유지와 취미활동을 활발하게 할 수 있습니다.",2022-09-19,"1. 안녕하십니까? 국민신문고를 통해 접수하신 국민제안(1AB-2209-0011069)에 대한 검토결과를 다음과 같이 답변드립니다.
2. 귀하께서 제안하신 사항은 유등천변 테니스장 이용을 위하여 가로변 조명등을 LED조명으로 교체해줄 것을 제안하신것으로 이해됩니다.
3. 해당 제안사항에 대하여 해당부서(건설과) 담당자와 협의한 결과, 조명교체시 인근 공동주택의 빛공해 민원사항으로 인하여 부득이 하게 비채택 하였음을 안내드립니다.
4. 아울러 테니스장 확대 사항은 인근 조성 여건과 수요를 감안하여 장기적으로 검토하여야 할 사항으로 추후 시설 확장시 참고할 예정임을 안내드립니다.
3. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 대전광역시 서구 문화체육과 김정순 주무관(042-288-2732)에게 연락주시면 친절히 안내드리도록 하겠습니다. 끝.",2022-10-24,서구,답변완료
은행나무 열매 채집망 설치요청,"현황 및 문제점
판암주공아파트 앞 가로수가 은행나무인데 가을에 열매가 떨어져 냄새도 나고 미관상 좋지않으며 처리가 곤란합니다
개선방안
https://m.yna.co.kr/view/PYH20191011117000013

위 기사 내용과 같은 채집망을 설치하여 개선해 주시길 바랍니다.
기대효과
채집망에 은행열매가 모여 바닥에 떨어져 밟히는것을 방지",2022-09-14,"1. 안녕하십니까? 귀하가 제안하신 「은행나무 열매 채집망 설치 요청」 건에 대한 국민제안 심사 결과를 안내드리겠습니다.

2. 현재 우리 구에서는 은행나무 열매 처리를 위해 매년 주요 노선별로 은행(암)나무 위주의 가지치기를 통해 열매 결실을 사전에 예방하고 있습니다. 또한 열매가 떨어지기 전, 대형 암나무 밀집지역은 진동수확기 장비를 활용하고 주택가 소형수목은 자체인력을 활용하여 선제적으로 열매를 수거하고 있습니다.
보다 근본적인 해결을 위하여 유동인구가 많은 시내권부터 외곽지역 순으로 연차별로 은행(암)나무 교체도 매년 추진 중입니다.

3. 채집망 설치도 좋은 제안이오나 관내 은행(암)나무 수에 비해 관리예산은 한정되어 있고 위에서 말씀드린 바와 같이 보다 효율적이고 근본적인 효과를 낼 수 있는 대응책을 시행, 노력 중이므로 은행나무열매 채집망 설치는 채택이 어려움을 알려드리니 이 점 양해하여 주시기 바랍니다.

4. 은행 열매로 인한 불편함에 대해서는 깊이 공감하는 바로 앞으로도 악취의 원인인 은행나무 열매를 낙과 전 적기에 수거하여 불편을 최소화 할 수 있도록 하겠습니다.
다시 한번 녹지업무에 보여주신 관심에 감사드리며, 더 궁금하신 사항은 공원녹지과(251-4764)로 전화주시면 정성을 다해 답변 드리겠습니다.

붙임 국민제안신청서 1부. 끝.",2022-11-04,동구,답변완료
보도 내 가로수식재 관련 제도개선 요청(대전광역시),"현황 및 문제점
○ 『도시숲 등의 조성 및 관리에 관한 법률』에서 각 지자체 조례로 위임된 사항으로
○ 3~6m이하의 보도에 관련법에 따라 가로수를 식재할 경우 가로수가 보도 중앙에 위치하게 됨
○ 따라서, 보행자 및 자전거가 교행이 어려우며, 사고발생 및 보행자 불편 등 문제점이 발생하게 됨
○ 이에, 보행자의 안전을 도모하고자 전국에서 공통적으로 실시하고 있는 보도내 가로수의 위치를 조정하는 조례 개정을(제도개선)을 아래와 같이 요청하는 바입니다.
개선방안
대전광역시 도시숲 등의 조성 및 관리 조례 제24조

개정전
1. 도로에 접한 보도에 가로수를 심을 경우에는 제설제 등 화학약품으로부터의 약해(藥害)와 이동 차량 등으로부터의 물리적 피해를 최소화할 수 있도록 보도, 차도 경계선으로부터 가로수 나무줄기의 중심까지 거리를 최소 1미터 이상 확보하여야 한다. 다만, 보도폭 등 현지 여건에 따라 조정할 수 있다.

개정후 예시
1. 도로에 접한 보도에 가로수를 심을 경우에는 제설제 등 화학약품으로부터의 약해(藥害)와 이동 차량 등으로부터의 물리적 피해를 최소화하고 보행자의 원활한 통행을 위하여 6m이상의 보도에서는 보도, 차도 경계선으로부터 가로수 나무줄기의 중심까지 거리를 최소 1미터 이상 확보하여야 한다. 다만, 보도폭 등 현지 여건에 따라 조정할 수 있다.
기대효과
보행자 및 자전거의 안전확보와 사고발생 및 보행자의 불편 등을 해소할 수 있음",2022-09-07,"1. 안녕하십니까? 귀하가 제안하신 「은행나무 열매 채집망 설치 요청」 건에 대한 국민제안 심사 결과를 안내드리겠습니다.

2. 현재 우리 구에서는 은행나무 열매 처리를 위해 매년 주요 노선별로 은행(암)나무 위주의 가지치기를 통해 열매 결실을 사전에 예방하고 있습니다. 또한 열매가 떨어지기 전, 대형 암나무 밀집지역은 진동수확기 장비를 활용하고 주택가 소형수목은 자체인력을 활용하여 선제적으로 열매를 수거하고 있습니다.
보다 근본적인 해결을 위하여 유동인구가 많은 시내권부터 외곽지역 순으로 연차별로 은행(암)나무 교체도 매년 추진 중입니다.

3. 채집망 설치도 좋은 제안이오나 관내 은행(암)나무 수에 비해 관리예산은 한정되어 있고 위에서 말씀드린 바와 같이 보다 효율적이고 근본적인 효과를 낼 수 있는 대응책을 시행, 노력 중이므로 은행나무열매 채집망 설치는 채택이 어려움을 알려드리니 이 점 양해하여 주시기 바랍니다.

4. 은행 열매로 인한 불편함에 대해서는 깊이 공감하는 바로 앞으로도 악취의 원인인 은행나무 열매를 낙과 전 적기에 수거하여 불편을 최소화 할 수 있도록 하겠습니다.
다시 한번 녹지업무에 보여주신 관심에 감사드리며, 더 궁금하신 사항은 공원녹지과(251-4764)로 전화주시면 정성을 다해 답변 드리겠습니다.

붙임 국민제안신청서 1부. 끝.",심사 중,대전광역시,제안심사
2023년도에 갑천 주변을 아름다운 꽃으로 장식하기,"현황 및 문제점
대전에 장기 출장 시민입니다. 한편으로는 잠깐 몇개월이지만 지내보니 대전처럼 지역적 여건이 좋은 곳이 없다는 생각이 듭니다
그만큼 대전시에서 지역 관리를 잘하고 있지 않나 생각이 듭니다
그런데 제가 지방에 거주하던 때가 있습니다. 그곳의 잘하고 있는 특색 있는 국가 하천변 관리 실태를 소개하면 아래와 같습니다
우선 낙동강변에 있는 ""대저행태공원"" ( 사진첨부) 입니다. 강변 하천부지에 유채꽃으로 물들여 대한민국의 유명한 명소가 되어
해마다 수백만의 관광객이 찾는 곳이고 이를 통해 지역경제 활성화에 도움이 되고 있다고 합니다.
또한 수도권에 있는 서울 및 구리의 한강변과 와 분당의 탄천변에 있는 유채꽃 및 코스모스
관리가 이곳 대전에는 없는 것 같아 대전시에도 국가하천에 대하여 이렇게 정책을 펼 수 있으면 어떨까 싶습니다.
개선방안
1. 국가하천 주변을 아름다운 꽃으로 장식하기
ㅇ 대상하천 : 갑천 ( 갑천 다리 상.하 천변 : 실사를 해본 결과 하천 주변이 넓어 입지 조건이 너무 훌륭한 것 같습니다)
ㅇ 시행시기 : 2023년 봄 ~ 가을
ㅇ 대상 꽃 : 유채 꽃, 코스모스, 수선화, 해바라기 등
ㅇ 장식거리 : 적의 검토 시행
ㅇ 홍보추진 : sns 를 통한 전국적 홍보 효과 추진
기대효과
1. 관광명소 개발에 따른 지역경제 활성화 기여
2. 지역주민의 관광지 탐방 효과 기여
3. 유아 청소년의 교육목적에 기여",2022-09-06,"1. 평소 시정발전을 위하여 많은 관심을 주심에 감사드리며, 국민신문고를 통해 제안하신 민원(신청번호 1AB-2209-0003761)에 대하여 심사결과를 아래와 같이 알려 드립니다.
2. 우리사업소에서는 3대 하천(갑천 포함)에 봄과 가을철에 꽃단지를 조성하고 있습니다.
- 특히, 갑천은 금년 봄에는 꽃양귀비, 안개초 등의 6개소의 꽃단지를 조성하였고, 가을철에는 메밀꽃과 황화코스모스를 파종하여 10월 중순에 꽃이 개화될 예정이며,
* 꽃단지 조성지 : 정림동, 유성홈플러스 앞, DCC앞, 전민동 등 6개소(면적 81,500㎡)
- 전민동 지역에는 시범사업으로 튤립단지를 조성하여 지역 주민들의 큰 호응을 받았음을 알려드립니다.
3. 답변 내용에 대한 추가 설명이 필요한 경우 대전광역시 하천관리사업소(☏270-8430)로 연락주시면 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-11-22,대전광역시,답변완료
대전 갑천변 조명등 설치 요청,"현황 및 문제점
- 대전 서구와 유성구 사이에 있는 갑천을 따라 양변으로 보행로 및 자전거도로가 설치되어 있어 대전시민들의 많은 사랑을 받고 있음
- 이 천변을 따라 운동 및 산책을 하고 있는 시민으로써, 불편함을 느껴 이에 대전시에 건의를 함
* 문제점
- 천변 중 갑천대교를 중심으로 위쪽(엑스포 다리방면)은 사람들의 왕래가 많고 저녁에도 주변 도로변도 다소 밝아 천변을 따라 보행하는데 어려움이 없고 안전함을 느끼나,(첨부사진 1)
** 아래쪽(가수원방면)은 상대적으로 차량 통행도 적고 가로등의 영향을 거의 받지 못하여 상당히 어두워 사람들이 본능적으로
보행을 회피하고 있음
** 달빛이 없는 저녁에는 불안감을 느낄 정도로 매우 깜깜함
- 또한 위족편에는 보행로 바닥면에 태양광을 이용한 보행 유도등이 일정 간격으로 설치되어 있으나 아래편에는 그도 없음
개선방안
1. 보행로와 천변사이에 설치되어 있는 안전막대(첨부사진 2)위를 활용하여 일정 간격으로 태양광전등을 설치하면 적은 예산으로도 상당한 효과를 거둘 것으로 예상함
2. 보행로 중간에 태양광을 이용한 보행 유도등도 설치하면 다욱 효과적일 것임
기대효과
1. 보행시 정신적 불안감 해소
2. 보다 많은 운동인구 유입 효과 및 시민 건강유지 활동에 효과적
3. 예기치 못한 안전사고 예방 효과",2022-08-31,"1. 평소 시장발전을 위하여 많은 관심을 주심에 감사드리며, 국민신문고를 통해 제안하신 민원에 대하여 심사결과를 아래와 같이 알려 드립니다.

2. 하천관리사업소에서는 하천 범람 시 침수를 고려하여 계획홍수위보다 높은 곳에 조명 기구를 설치하고 있습니다. 요청하신 조명은 현행 설치기준에 맞지 않으며,

3. 현재는 현행 설치기준에 따른 태양광가로등을 매년 설치하고 있습니다. 다만, 하천 범위가 넓고 예산은 한정적이라 다소 어려운 점이 있음을 알려드립니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 대전광역시 하천관리사업소(☏270-8442)로 연락주시면 친절하게 안내해 드리도록 하겠습니다. 감사합니다.

붙임 1. 국민제안신청서 1부.
2. 위치도 1부. 끝.",2022-10-05,대전광역시,답변완료
대전 송강중학교 건너편 보도불록 개선 요청 (자전거 진입 가능),"현황 및 문제점
- 유성 둔곡지구에서 구룡고개를 넘어 송강중학교 방향으로 이동하면, 와룡로를 약 50m 남겨두고 우측에 보도불록이 설치되어 있음
- 첨부된 사진처럼 차량이 보도불록에 올라오지 못하도록 노란선 및 차량통제 꼬깔콘도 설치되어 있음
- 출퇴근길 자전거로 위의 도로를 이용하는데 보도블록에 자전거 진입할수있는 평면화가 안되어 있음
- 이로 인해 차량 다니는 도로에 진입하여 약 50m를 주행하는 위험이 양방향으로 노출되어 있음
- 출퇴근 시간에 자전거를 이용하는 시민들의 안전을 위해 보도불록의 일부면 개선작업이 필요함
개선방안
- 사진에 표시된 보도블록의 일부면을 평면화하여 자전거가 진입할수 있도록 개선하여 주시기 바랍니다.
- 구룡고개를 전후로 하여 다른 보도블록들은 자전거 진입할수있게 되어 있는데, 유일하게 이 위치만 자전거 진입이 어렵게 되어 있음
기대효과
- 자전거 출퇴근 시민들의 안전 및 보호
- 도록에 진입하여 발생할 대형 교통사고 방지
- 자전거 도로의 편리성 개선으로 인한 친환경 유성구 및 대전시 이미지 향상",2022-08-30,"1. 구정발전을 위한 귀하의 관심에 깊은 감사드립니다.

2. 귀하께서 요청하신 송강중학교 일원 보도 개선 요청에 대하여, 현장확인 결과 자전거도로에서 보도로 진입이 어렵다고 판단되어 우리 구에서 추진중인 「2022년 보도턱 등 도로개선공사」 사업대상지에 포함하여 정비 완료되었음을 알려드립니다.

3. 앞으로도 구정발전을 위한 좋은 제안이나 불편한 사항이 있으시면 인터넷이나 전화(611-2488) 또는 팩스(611-2511) 등으로 언제든지 연락주시면 소중히 생각하고 해결하겠습니다. 끝.",2022-09-20,유성구,답변완료
옹벽이 넘어지고 있어요.,"현황 및 문제점
1.동구가양동 산5-2번지내 도로하수관 부분 옹벽이 무너지고 있어요..확인바랍니다.
2. 지난 5월 12일 제안드린 (2020년 수해복구 신청을 아직도 처리하지 않고 심사중으로 되어있는것을 함께 처리 해 주시기 바랍니다. (신청번호 1AB-2205-008446) 사진 참조바람
개선방안
공사가 더 확대되기전 미리 예방한다면 비용면에서 절약되지 않을까요 ?
기대효과
깨끗하고 안전한 산행로를 위해 살펴 주시기 바랍니다.",2022-08-21,"1. 구정발전을 위한 귀하의 관심에 깊은 감사드립니다.

2. 귀하께서 요청하신 송강중학교 일원 보도 개선 요청에 대하여, 현장확인 결과 자전거도로에서 보도로 진입이 어렵다고 판단되어 우리 구에서 추진중인 「2022년 보도턱 등 도로개선공사」 사업대상지에 포함하여 정비 완료되었음을 알려드립니다.

3. 앞으로도 구정발전을 위한 좋은 제안이나 불편한 사항이 있으시면 인터넷이나 전화(611-2488) 또는 팩스(611-2511) 등으로 언제든지 연락주시면 소중히 생각하고 해결하겠습니다. 끝.",심사 중,동구,제안심사
