제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
침신대 네거리 육교 설치 제안합니다.,"현황 및 문제점
안녕하십니까 ?

저는 지족동에 살고있는 중학생 학부형입니다.

다름이 아니라 지족역 앞의 침신대 네거리에 보행자를 위한 개선이 필요하다고 봅니다.

현재 지족역 구획으로 아파트가 많이 있고 그 대각선으로는 대형 마트가 있고 중학교 및 대학교가 있습니다.

또한 지족역 길건너 노은동 편의 시설인 노은도서관이있죠,

그리고 다른 반대편으로는 생활시설인 송림근린공원과 아파트가 많이 있구요.

보통은 사거리에 지하철 역이 있으면 역사와 연결된 지하통로로 사거리를 안전하게 이동할 수 있게 만들어져 있는데, 지족역은 지상에 역이 존재 하는지라 지하통로가 없어서 지상에 있는 사거리를 횡단보도를 통해 이동해야 합니다.

물론 대각선의 목적지로 이동하려면 두개의 횡단보도를 이용해서 건너야 하는 불편함도 있고요.

학교를 가는 아이들에게는 넓은 도로를 횡단보도를 이용해 이동하는 것이 상당히 위험해 보입니다.
제가 듣기로는 예전에 사거리에서 학생이 차사고가 났다는 이야기도 있더군요.
저 또한 대각선에 있는 하기중학교에 등교를 시키는 학부형으로서 상당히 걱정되는 부분입니다.
특히 출근하는 직장인과 등교하는 학생같은 경우에는 매일같이 그 길을 지나가야 한다는점을 알려드립니다.

학생들 뿐만아니라 그 누구도 교통사고는 일어나서는 안되는데 생각보다 도로위 횡단보도를 이용하는 사람은 많고, 도로가 넓다보니 차량통행속도가 높아서 사고가 나면 대형사고로 이어질 수 있다는점을 말씀드리고 싶습니다.

개선방안
이에 침신대 네거리에 육교를 설치하면 어떨까 하는 의견을 드립니다.
물론 도로폭이 넓어서 예산이나 기술적인 문제가 있겠지만, 현재로서는 육교를 'X' 자로 설치를 하면 건너편이든 대각선이든 빠르고 안전하게 이동 할 수 있지 않을까 하는 생각입니다.

아무쪼록 시민의 안전을 위하여 본 의견을 깊이 헤아려 주시기 바랍니다.
기대효과
송림동에서 지족역으로 이동하는 시민들의 안전
반석동에서 하기중학교로 등교하는 학생들의 안전
근처 아파트에서 대형마트를 이용하는 시민들의 안전
인근 주택가에서 노은도서관을 이용하기위해 이동하는 주민들의 안전

또한 대각선 이동시 신호를 2번 기다리지 않고 빨리 이동할 수 있음",2022-04-13,"귀하께서 국민신문고를 통해 제안하신 국민제안에 대한 검토 결과를 아래와 같이 답변 드립니다.

보도육교는 보행자와 자동차를 입체적으로 분리하여 교통사고를 방지하고, 자동차의 원활한 교통소통을 유도하는 교통시설로서, 일반도로중 시간당 6,000명 이상이 통행하는 도시지역 도로에 교통 및 도로의 상황, 보행자의 안전, 경제성 등을 감안하여 설치토록 규정하고 있습니다.

우리 시의 경우 도시 미관저해, 교통약자 통행불편, 이용률 저조, 설치비용 과다 등의 사유로 보도육교 설치는 지양하고 있으며, 보행자 중심의 교통환경 조성을 위해 기존의 보도육교 또한 점진적 철거 후 횡단보도로 대체하는 추세임을 안내드립니다.

건의하신 침신대네거리 교차로의 경우 횡단보도 및 교통섬 등의 시설이 설치되어 있어 보도육교를 거치지 않고도 도로 횡단이 가능한 지역으로, 교통사고 예방을 위해서는 운전자의 규정 속도 등 도로교통법 준수가 이루어져야 함에 따라 관련기관에 단속 및 계도 강화를 요청할 계획임을 알려드립니다.

보행자 안전 제고를 위해 소중한 의견 제안해 주신 것에 대해 깊이 감사드리며, 상기와 같은 사유로 부득이 불채택하게 되었음을 알려드리오니 양해하여 주시기 바랍니다.",2022-05-23,대전광역시,답변완료
노은역과 노은 3동 연결 터널공사 제안,"현황 및 문제점
노은3동 노은 4단지, LH네이쳐뷰3단지 , 영무예다움에코타운 에서 지하철역을 이용하려면 산이 가로막혀 있어 지족역이든 경기장역이든 멀리 돌아가야 하고 도보로는 이용이 불가능합니다
노은지구 자체가 사통팔달되지 못하고 단절되는 감이 있습니다
노은역 주변 상권이 대단지 아파트가 포진된 지하철 역세권임에도 불구하고 산으로 단절되어 상권이 침체되어 있고 광역교통으로써의 지하철이 제기능 못하고 있으며 지하철역세권으로써 예상되는 상권발달이 저조하여 도시계획 초기에 이지역에 지하철을 지정한 이유에 대한 의문마저 듭니다.



개선방안
지도상 가장 근거리로 도보이용이 가능해보이는 영무예다움에코타운에서 노은역으로 연결되는 터널공사.
서울 서초구의 서리풀 터널를 통하여 서초구와 강남구가 서로 직결되어 시너지 효과를 내는것을 롤 모델로 하는 터널공사.
서초구 내방역은 서리풀 터널 공사를 통하여 더욱 명품입지라는 평가를 통해 자산가격의 급증과 우회도로 대신 터널을 통해 이동시간의 단축을 경험하고 있습니다
기대효과
아파트 단지와 직결되는 효과가 있어 지하철을 이용하는데 큰 도움이 되고 지역도 연결되기에 편리성도 좋아져서 지역민들에게 좋다고 봅니다.
또한 유동인류가 밀집하는 효과로 인하여 노은역주변 상권활성화에도 도움이 되고 각지역마다 유동민구 밀집으로 인한 거점지역이 생기고 해당지역의 명품화가 가능합니다.
이러한 거점 지역은 지하철 역세권이 가장 효율적아기애 역세권이라는 용어가 있습니다
또한 사회가 발달하수록 상권이 대형화되고 상권이 대형화 될수록 거주민들이 누릴수 있는 여러 써비스의 확대와 품질이 향상되고
경제 발전을 예상할수 있습니다.

예를 들면 역세권. 스세권 (스타벅스) 같은 활성화된 도시지역이 새롭게 생겨남으로써 자연환경만 좋은것이 아니라 생활 문화수준도 높아 타 지역과 차별화가 가능합니다.",2022-04-08,"1. 우리 시 시정에 관심가져 주심에 감사드리며, 귀하께서 국민신문고를 통해 제안하신 건에 대해 검토한 결과를 다음과 같이 답변드립니다.
2. 말씀하신 노은3지구와 노은역을 연결하는 터널 설치의 필요성에 대해서는 우리 시에서도 충분히 공감하고 있습니다. 다만, 현재 상황에서는 지족터널 설치의 경제적 타당성이 부족한 것으로 검토되어 현시점에서의 터널 설치는 어려우나 향후 주변도로의 교통수요 변화 시 경제성 검토 등을 추진할 계획임을 알려드립니다.
3. 본 답변내용과 관련하여 궁금한 사항이나 기타 문의사항이 있으신 경우 도로계획팀(☏ 042-270-5904)으로 연락주시면 자세히 설명해 드리도록 하겠습니다.

붙임 국민제안신청서 1부. 끝.",2022-04-29,대전광역시,답변완료
가오동에도 트램운행 바랍니다.,"현황 및 문제점
안녕하세요 대전시 가오동에 살고있는 현재 살고있는 시민입니다.대전시가 트램이 생긴다는 소식에 기대가 많습니다.현재 거주하는 가오동은 동구에 대단지 아파트 단지뿐만아니라 상가,주택등 많은 사람들이 거주하고 있고, 생활편의시설도 잘되어있지만 버스운행만 되고 있어 불편합니다. 트램이 생기면 전철과 같이 너무 편리할것이라 생각됩니다.참고로 전철은 판암동까지 가야 탈수있어서 대부분의 가오동 주민들은 버스만 이용하고 있습니다. 대전에 트램이 지나가는 동네도 많은데 여기도 트램이 운행하기를 너무 바라고 있습니다.많은 가오동 주민들이 이와같은 생각을 가지고 있을거라 생각합니다.트램을 설계하시는 대전시 공무원님들이 다시한번 고려하셔서 부디 이러한 청원을 외면하지 않으셨으면 합니다.감사합니다.
개선방안
가오동 주거 밀집지역이 홈플러스 사거리입니다.그 주변으로 많은 아파트가 있고 공공 시설도 있습니다. 동구청도 있는데 그 도로가 비교적 넓으니 트램이 지나가기에 좋을것이라 생각됩니다.다른 좋은 도로가 있어도 괜찮겠습니다.트램이 가오동에도 경유하길 바랍니다.
기대효과
트램이 생기면 전철과 같이 조금더 기동성이있고 여러 편리한 삶이 가능하리라 봅니다.동네 상권 발달도 좋겠습니다.",2022-04-06,"〇 시정에 많은 관심을 갖고 도시철도와 관련된 의견을 주심에 감사드리며, 귀하의 무궁한 발전을 기원합니다.
〇 귀하께서 국민신문고를 통해 신청하신 국민제안(신청번호 1AB-2204-0002655)은 동구 가오동 일원 도시철도(트램) 운행을 제안하는 사항으로 사료되며 다음과 같이 답변 드립니다.
○ 대전도시철도 2호선 트램은 2020년 10월 국토부(대광위)로부터 기본계획(변경) 승인을 받은 이후 2023년 착공 및 2027년 개통을 목표로 2020년 12월부터 설계중이며 현재 시점에서 가오동을 경유하는 노선변경(안)은 반영하기 어려운 상황입니다.
○ 다만, 우리시는 도시철도 2호선 트램 건설사업과는 별도로 도시철도 1ㆍ2호선, 충청권 광역철도, BRT 등 기존 대중교통망과의 체계적인 연계망을 구축하고자 대전시 전역을 대상으로 교통수요, 지역여건, 경제성, 도시발전 등 종합적인 검토를 통해 중장기 도시철도 건설계획 등을 담는 도시철도망구축계획 수립을 위한 용역을 추진 중이오니 이점 양해 부탁드립니다.
○ 기타 궁금하신 사항은 트램건설과(042-270-0972)로 연락주시면 친절히 답변 드리도록 하겠습니다. 감사합니다. 끝.",2022-05-06,대전광역시,답변완료
지하철역사 주변 먹자골목 지도작성 및 홍보,"현황 및 문제점
-대전시 전철역 역사주변에는 유동인구가 많아 상권이 활발하다
-역사주변에는 먹자골목이 즐비해 관광객이 역사주변에 맛집을 찾는다
-타 지자체는 전철역사 지하 로비에 골목투어와 관광명소 지도작성하여 게시한다
-대전시 역사주변에 먹자골목이 있으나 홍보를 하지 않아 관광객은 맛집을 찾기가 힘들다
-코로나로 침체된 자영업자를 위해 먹자골목상권 홍보가 필요하다
개선방안
-대전시 지하철 22개노선 역사주변 먹자골목을 조사하여 먹자골목 투어지도를 작성하여 홍보가 필요함
-역사로비는 관광객을 포함한 유동인구가 많으므로 먹자골목 노선지도를 작성하여 지하철역사 로비에 게시
기대효과
-전철역사 주변 상권홍보로 관광객 유입
-방문객 및 관광객은 먹자골목지도를 통해 쉽게 목적지 점포방문",2022-04-03,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2204-0001331)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제안하신 내용은 ‘대전 지하철역사 주변 상권 활성화 및 관광객에게 홍보를 위해 먹자골목 지도 작성과 역사로비 게시판 설치’에 관한 것으로 이해됩니다.

3. 귀하의 제안에 대한 답변은 다음과 같습니다.
가. 현재 우리시는 대전지하철 타고 뚜벅이여행 책자 및 리플렛, 대전 카페여행, 대전 시청직원 추천맛집 책자 등 지역의 상권과 연계한 관광코스 소개 홍보물을 제작 및 배포 중에 있습니다. 특히, ‘대전지하철 타고 뚜벅이여행 책자 및 리플렛’은 지하철 역사 주변 맛집과 카페를 소개하는 내용이 포함된 관광 홍보물로서 올해 5월 중 지하철역사를 중점으로 배포할 예정에 있습니다.
나. 또한 역사로비에 먹자골목 노선지도 게시는 가게 휴ㆍ폐업, 이전 정보 등 내용의 최신화 비용이 수시로 발생할 것으로 예상되는 바, 이에 수반되는 예산 등을 고려해볼 때, 리플렛 형태에 비해 투입예산 대비 홍보 실효성이 낮다고 사료됩니다.
다. 위와 같은 사유로 귀하께서 제안하신 내용과 유사한 관광 홍보 수단이 이미 운영 중이며, 투입예산 대비 홍보 효과성 등 종합적으로 검토해볼 때, 제안을 채택하기 어려운 점 이해해주시기 바랍니다.

4. 귀하의 제안내용에 만족스러운 답변이 되었기를 바라며, 제안내용에 대한 추가설명이 필요한 경우 대전시 관광마케팅과 김승지 주무관(042-270-3984)에게 연락 주시면 친절히 안내해드리도록 하겠습니다. 감사합니다.",2022-05-03,대전광역시,답변완료
도로 맨홀 파임 보수요청,"현황 및 문제점
첨부파일과 같이 도안호반베르디움 2단지 쪽 도안동로에서 계룡대교 네거리로 가는 방면에 큰 맨홀 파임(첨부1, 첨부3 참고)이 있습니다.
버스정류장 지나자마자 있는 맨홀인데 파임의 깊이가 깊어 통행하는 차량들이 크게 손상될 가능성이 있습니다.
벌써 1년이 넘은것 같은데 아무도 신고하지 않았는지 개선되지 않고 있습니다.

3월28일(월)에 안전신문고에 신고하니 대전광역시 유성구 접수 -> 한국통신사업자연합회로 이송 -> 과학기술정보통신부로 이송 되었다는 문자와 함께 첨부2와 같이 민원인의 개인정보를 요구하고 있습니다. 도로 통행에 불편을 겪어 보수해달라는 요청에 왜 민원인의 개인정보가 필요한지 납득할 수 없습니다. 사업자와 협의가 필요한 사항이면 구청이 협의하면 될 것으로 판단됩니다.

조속한 처리 요청드립니다.
개선방안
맨홀 파임을 도로 높이와 맞춰주시기를 요청드립니다.
기대효과
원활한 차량 통행",2022-03-30,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2204-0001331)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제안하신 내용은 ‘대전 지하철역사 주변 상권 활성화 및 관광객에게 홍보를 위해 먹자골목 지도 작성과 역사로비 게시판 설치’에 관한 것으로 이해됩니다.

3. 귀하의 제안에 대한 답변은 다음과 같습니다.
가. 현재 우리시는 대전지하철 타고 뚜벅이여행 책자 및 리플렛, 대전 카페여행, 대전 시청직원 추천맛집 책자 등 지역의 상권과 연계한 관광코스 소개 홍보물을 제작 및 배포 중에 있습니다. 특히, ‘대전지하철 타고 뚜벅이여행 책자 및 리플렛’은 지하철 역사 주변 맛집과 카페를 소개하는 내용이 포함된 관광 홍보물로서 올해 5월 중 지하철역사를 중점으로 배포할 예정에 있습니다.
나. 또한 역사로비에 먹자골목 노선지도 게시는 가게 휴ㆍ폐업, 이전 정보 등 내용의 최신화 비용이 수시로 발생할 것으로 예상되는 바, 이에 수반되는 예산 등을 고려해볼 때, 리플렛 형태에 비해 투입예산 대비 홍보 실효성이 낮다고 사료됩니다.
다. 위와 같은 사유로 귀하께서 제안하신 내용과 유사한 관광 홍보 수단이 이미 운영 중이며, 투입예산 대비 홍보 효과성 등 종합적으로 검토해볼 때, 제안을 채택하기 어려운 점 이해해주시기 바랍니다.

4. 귀하의 제안내용에 만족스러운 답변이 되었기를 바라며, 제안내용에 대한 추가설명이 필요한 경우 대전시 관광마케팅과 김승지 주무관(042-270-3984)에게 연락 주시면 친절히 안내해드리도록 하겠습니다. 감사합니다.",심사 중,대전광역시,제안심사
폐기물 처리비용 납무 비대면 행정으로 전환,"현황 및 문제점
1. 가정내 가구교체 시 기존의 폐기물은 행정복지센터에 직접 찾아가서 폐기하는 가구에 상응하는 처리비용을 지불하고 스티커를 발부받아
폐기물에 부착해야 한다
- 행정복지센터에 직접가서 행정처리해야하는 번거로움, 사소한 행정에 시비거리 소지(비용문제 등)로 민원 발생, 행정력 낭비 등
개선방안
1. 폐기하는 가구의 사진을 찍어(물론 허위로 일부만 찍을 수는 있으나 가구 명칭에 따라 처리비용 산정, 행정복지센터에 방문처리해도 동일)
기존에 지자체에서 운영하는 공공 앱(안전신문고 앱 등)을 개선하여 신고하고,, 해당 가구에 해당하는 처리비용을 계좌이체 납부 후 ""처리
완료"" 인정이 되면 그 결과를 경비실에 보여줌으로서 처리완료
기대효과
1. 비대면 행정으로 간소화
2. 폐기가구 처리에 신속성, 행정력 낭비 감소",2022-03-29,"1. 안녕하십니까? 우리 구정에 관심을 가져주셔서 감사드리며, 귀하께서 국민신문고로 신청하신 제안은 '대형폐기물 비대면 신고방법 도입'으로 이해하고 답변드리겠습니다.

2. 우리 구에서는 대형폐기물을 온라인으로 신고할 수 있도록 배출신고사이트(www.seogu.go.kr/waste)를 운영하고 있으며, 증빙사진 없이도 배출 품목을 선택하여 계좌이체 및 카드결제 할 수 있음을 알려드립니다. 향후 모바일서비스 제공 등 신고방법을 다변화 하도록 노력하겠습니다.

3. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 기타 궁금하신 사항이 있으실 경우 서구청 자원순환과 허인선 주무관(☎288-3582)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.


붙임 국민제안신청서 1부. 끝.",2022-04-26,서구,답변완료
대전 공영 자전거 타슈 대여소 추가설치(자운대),"현황 및 문제점
자운대 지역 거주중인 시민에게 타슈 서비스 제공이 필요함
자운대로 진입하는 대중교통이 부족하여
신성동-자운대 접근성이 부족함
이에 대부분 자가차량을 이용하며 불편함
개선방안
유동인구가 많은 국군대전병원 , 자운대 쇼핑타운 인근에 타슈 대여소 설치
기대효과
차량이용을 줄일수 있음(환경 및 교통혼잡해소)
자운대지역 시민의 편의와 건강증진에 기여",2022-03-22,"∘ 안녕하십니까? 시정에 관심 가져 주심에 감사드리며, 귀하께서 국민신문고를 통해 제안하신 대전 공영 자전거 타슈 대여소
자운대 추가 설치 건에 대하여 아래와 같이 답변 드립니다.

- 우리시는 노후화된 타슈 무인대여시스템 개선을 위하여 자전거 자체에 스마트락을 장착하여 QR 코드를 이용한 대여 반납이 가능한
위치기반 공영 자전거 시스템 개선 사업을 통하여 `22년 내 공영자전거 5,000대 및 대여소 1,000개소를 구축·운영할 계획임을 알려드리며
- 자운대 타슈 설치 제안에 대하여는 보도폭(최소 3.0m 이상), 유동인구, 지역 간 형평성, 대여소 간 연계성, 대중교통 환승 편리성 확보 등을
감안하여 적극적으로 대여소 설치를 검토 할 계획임을 알려드립니다.
- 본 답변내용과 관련하여 궁금한 사항이나 기타 문의사항이 있으신 경우 건설도로과 임택수 주무관(☏042-270-5923)에게 연락주시면
자세히 설명해 드리도록 하겠습니다.",2022-03-30,대전광역시,답변완료
현수막 게시의 불법근절과 공공현수막 게시대 활용 활성화 제안,"현황 및 문제점
1. 현수막 게시와 관련하여 행안부에서는 옥외광고물의 질적 향상과 안전하고 쾌적한 환경조성을 위하고 도시 및 생활공간과의 조화로운 옥외광고물이 표시·설치 될 수 있도록 법률 및 시행령과 지자체 조례를 통해 규율하고 있고,
2. ‘옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 시행령’ 제20조 제2항에 따라 각 시,도 조례로 위임된 광고물의 표시방법은 지자체에서 자율적으로 판단하고 있으며 해당 지자체의 현수막 지정게시대 관련 표시방법은 현행 각 시,도 조례에 의거하여 실시되고 있음
3. 그러나 선거철, 명절, 사시사철 가로수나 벽면 등에 게시하는 불법 현수막은 지속 늘어나고 있는 현상이며 행정복지센터에서는 별도로 수거
인력을 고용하여 일자리 차원의 인건비를 지출하고 있음
4. 그러나 불법게시로 인한 넘치는 현수막은 일부 재활용이 되고 농촌에 보급도 되고 있지만 결국 환경오염으로 갈 수 밖에 없고 탄소유발에
원인이 되고 있음
개선방안
1. 불법게시물(특히 가로수를 힘들지 않게 하기 운동)의 근절에 대한 적극적인 홍보와 계도(자치경찰위원회 서포터즈, 생활공감정책참여단
등이 참여하여 전화 또는 방문 또는 어깨띠 착용 홍보 등)
2. 현행 공공 게시대를 년간 전체 광고소요 등을 판단하여 점진적으로 LED전광판으로 교체하여 다수의 광고가 동일기간 내에 알려질 수 있도록 추진(필요시 조례 개정 및 주민참여예산에 반영)
기대효과
1. 환경위해 물품 감축 사용을 통한 환경오염 예방 및 저탄소정책에 적극 동참
2. 도시경관의 시각적 방해요소 점진적 줄임 노력 추진
3. 1개의 게시대에 다수의 광고효과 기대",2022-03-18,"o 안녕하십니까? 우리 구정에 관심을 가져주셔서 감사드리며, 국민제안(2AB-2102- 0013752)에 대한 검토결과를 다음과 같이 답변드립니다.

o 첫번째 ""불법게시물 근절에 대한 적극적인 홍보와 계도""에 대한 답변입니다.
현재 우리 구에서는 '민·관이 함께하는 Clean-Sign의 날'을 운영하고 있습니다. 공무원, 경찰, 동 자생단체, 자원봉사자 등이 참여하여 불법광고물 단속 및 캠페인을 전개하고 있습니다. 또한 불법광고물 수거보상제 운영, 불법광고물 자동전화계고시스템 운영, 현수막 게시대 설치, 불법 현수막 없는 청정지역 지정 운영 등 다양한 시책을 추진하고 있으며 상습적으로 불법현수막을 게시하는 악성 광고주에 대해서는 과태료 등 강력한 행정조치를 하고 있습니다.

o 두번째, ""현행 공공 게시대를 점진적으로 LED전광판으로 교체"" 에 대한 답변입니다. 현재 공공시설물을 이용해 LED전광판을 이용한 홍보를 목적으로 다양한 방법을 시도하고 있습니다. 금년도 행안부 공모사업 선정에 따른 버스승강장 등 공공시설물을 활용한 전자게시대 확충사업을 진행 중에 있으며, 사업 성과에 따라 점진적으로 늘려나갈 계획입니다.

o 귀하께서 구정에 관심을 가지고 제안에 참여해 주신 것에 다시 한번 감사드리며, 제안해주신 사항은 기시행중인 사항으로 불채택되었습니다.

o 앞으로도 불법광고물 근절을 위해 다양한 시책을 강구하여 쾌적한 도시환경 조성에 노력하겠습니다.

o 기타 궁금한 사항이 있으시면 대전광역시 서구 도시계획과 광고물팀(☎042-288-3452)로 문의하여 주시면 성심껏 답변드리겠습니다. 감사합니다.",2022-04-12,서구,답변완료
대전지역도 포차거리가생겼으면,"현황 및 문제점
서울이건 인천이건 대구이건 부산이건 포장마차 거리가 활성화 되어있는데
왜 대전은 다 없앤후에 개선댄 포장마차 문화를 활성화 안하나요?
예전같이 은행동 천변에 포장마차를 만들어서 옛향수를 느끼고 싶내요
서울은 종로 인천은 소래포구 대구는 자갈마당 여수는 여수밤바다쪽 부산은 해운대쪽 다들 특정 구역에 포차거리가 활성화대서 너무좋은대 대전은 뭘해도 안해주는 지역같아서 참 할꺼없는 또한 구경할꺼없는 먹거리도 없을 열악한 대전으로 인식 되어가는중
대기업도 뭘해도 이득이 안나서 공사를 확정을 안하다가 발빼는 도시로 각인댄 대전...
포차거리를 만들어주세요~너무 그때가 그립습니다
개선방안
ㅋ
기대효과
ㅋ",2022-03-12,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 제안하신 은행동 천변의 포차거리 활성화에 대하여 아래와 같이 답변드립니다.

2. 귀하의 제안내용인 포차거리에 대하여 현재 중구에서 추진하는 특화거리 및 뉴딜사업에 대하여 연계되기 어려우며, 은행동 천변의 목척교 인근 구간은 신구 지하상가 연결 사업으로 인하여 시설물 및 관련 사업 진행이 어려운 점 주시기 바랍니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도시활성화과 박명규 주무관(☎042-606-6634)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2022-04-22,중구,답변완료
환경(녹색)과 업무 처리 개선 건의,"현황 및 문제점
음식무스터커 구입및 재활용 배출 방법 홍보 미흡
개선방안
건 의 서
제목 : 환경(녹색과)의 행정 홍보 미흡 자세
그동안 환경과에서 아파트 관리사무소등에 대한 홍보 및 계도가 미흡하여 개선되었으면 하는 마음에서 겪어 국민신문고를 국민신문고를 통하여 건의합니다.
1. 본인은 2021년부터 가양동의 부성아파트에 근무하는 관리소장입니다. 그동안 중구와 유성지역에서 관리소장을 역임한 경험에 의하면 동구의 환경과 업무처리는 현저히 부족함을 느껴온 바 있습니다
2. 음식물스티커 구입문제로 2021년 몇차례 어려움을 겪어서 2차례 국민신문고에 건의하니 2022년 개선한다 한후 오늘날까지 개선 내용 등을 문서로 안내한 사실이 없고 전화도 없어 문의하니 그때에 전화를 안내를 받았고 홈페이지도 부실하게 되어 쓰레기 봉투를 아파트에서는 구입할 수 없다는 팝업창등의 안내가 없어 구입 신청후 환불신청을 하였는데 모아서 환불처리 한다는 담당자의 편의주의 행정으로 2월 7일 입금한 금액이 수차 독촉한 결과 2월 25일에 지연 처리를 한 사례가 있습니다.
3. 또 한가지는 페트병 처리방법이나 아이스팩 처리방법에 대하여 구청이나 행정복지센터(동)에서 문서나 어떤 방법으로 오늘날까지 홍보나 계도가 없다가 3월 7일(월)에 보조원(아르바이트) 3명이 계도차 온 일이 있습니다.
4. 본 아파트에서는 페트병,아이스팩,우유팩 배출 방법에 대하여 안내문을 자체적으로 만들어서 2월초에 각세대에 배부한 바 있습니다. 사후 약방문 격으로 이런 인력을 써서 낭비하지 말고 차라리 아이스팩 수거함을 보기좋게 제작하여 각 단지에 배부하여 주는 것이 더 효과적일 것이라고 판단됩니다.

기대효과
효율적 업무처리및 예산 절감",2022-03-08,"1. 먼저 환경보전을 위해 관심을 가지고 소중한 제안을 건의해주신 귀하께 감사드리며, 환경과 업무처리 미흡으로 불편을 끼쳐드린 점 사과의 말씀을 드리며 아래와 같이 회신합니다.

2. 첫째, 홈페이지를 통해 쓰레기 봉투 및 음식물쓰레기 판매 방식에 있어서 안내 부족으로 사용이 어려운 점이 없도록 시스템을 지속적으로 보완코자 하며 착오입금의 경우 행정 절차상 처리에 시간이 필요할 수 있는 점 너그러이 양해 부탁드립니다.
둘째, 페트병 및 아이스팩은 재활용 분리배출 확대추진에 의거 홍보 및 안내코자 금년 3월중 인력확보하여 운영되는 사항임을 알려드리며, 아울러 동행정복지센터에서 아이스팩 10개당 10리터 종량제봉투 1장 교환 및 종이팩 1kg당 화장지 1롤 교환 사업을 추진하고 있으니 적극 활용해주시기 바랍니다.

3. 앞으로 보다 적극적이고 신속한 행정처리에 최선을 다하고자 하며, 답변 내용에 대한 추가 설명이 필요한 경우 환경과(☎042-251-4574)로 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2022-03-24,동구,답변완료
