제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
전동차(지하철)과 승강장 사이가 넓은 곳의 위험을 없애기 위한 방법 제안,"현황 및 문제점
현재 지하철 진입시 승강장과의 틈이 넓어 위험한 곳이 많습니다.
이는 승강장이 직선이 아닌 곡선 구간에서 발생하는 문제로, 구조적으로 해결방안을 마련하기가 어렵습니다.
현재 스파크 점멸등으로 위험표시를 하는 등 사후 조치가 있으나
이는 충분히 지하철 역을 설계할 때 예방할 수 있는 부분이었습니다.


개선방안
앞으로 더 많은 도시에 지하철역 시공이 이루어질 것입니다.
그 때에는, 전 역과 현재역 다음역을 잇는 부분이 급격하게 꺽여있다할때
현재역을 급격하게 휘게 설계하지말고
전역에서 현재역에 들어오기 전에 미리 곡선구간을 만들고
현재역에 다다를때에는 직선구간으로 진입하게 하면 될 것입니다.

지상의 도로를 감안할 이유가 크게 없는 지하의 환경입니다.
어차피 땅을 파고 지하시설을 만드는 일입니다.

이미지로 설명 드리자면,
그람 '가'는 부산 서면역 상황입니다.
서면역은 전동차와 승강장 사이가 넓습니다. (그람침조 : 서면역.jpg)
실제로는 그림'나'처럼 휘어져 있습니다.

이것을 그림'다'처럼 진입 전 미리 휘어지게 지하철로를 계획하면
전동차와 승강장 사이의 위험을 예방할 수 있습니다.
(기존라인 : B / 개선된 라인 : A)

현재 이미 지어진 역에 적용할수는 없겠지만
추후 지어질 지하철역에는 충분히 고려해 주시기 바랍니다.
기대효과
지하철 승하차시 안전사고를 예방할 수 있음.
지하철 운행자의 시야 확보에 도움이 됨.",2023-03-14,,,대전광역시,제안심사
유성구종합사회복지관,"현황 및 문제점
유서구종합사회복지관 체력단련실 이용시간 제한은 언제까지인가요? 실내마스크의무해제인데 체력단련실 이용시간 수영장과 동일하게 개방해주세요
개선방안
평일 오전 5시50분 부터 배방
기대효과
빠른시일",2023-03-13,"1. 구정에 관심 가져주셔서 감사드립니다.
2. 귀하께서 제안하신 '유성구종합사회복지관 체력단련실 조기 개방' 건에 대해 다음과 같이 답변드립니다.
3. 현재 유성구종합사회복지관은 평일 14시~18시(주말 09시~12시), 월 이용료1만원(샤워실이용시 4만5천원)으로 이용객 자율운동 방식으로 운영되고 있습니다.
귀하께서 제안하신 내용과 같이 오전 5시50분부터 체력단련실을 운영할 경우, 이용자 안전을 위한 상주인력 배치가 필요합니다.
그러나 유성구종합사회복지관의 체련장은 자체적인 이용료 수입으로 운영되는 시설로서, 현재 시간대로 운영함에도 어려움이 있는 상황임을 답변드립니다.
그럼에도 불구하고 이용객의 편의를 위해 최소한의 시간으로나마 운영하는 상황이오니, 불편하시더라도 체련장은 현재의 운영시간 내에 이용하여 주실 것을 양해 부탁드립니다. 유성구종합사회복지관을 이용해주셔서 감사드리며, 다른 문의사항이 있을 시 유성구청 사회돌봄과 복지시설관리팀(042-611-2394)으로 연락주시면 성실히 답변해 드리겠습니다. 끝.",2023-04-14,유성구,답변완료
교통안전용 볼록거울설치 및 이면도로 중앙분리 봉 설치 의뢰,"현황 및 문제점
1. 유성구 리슈빌2단지아파트와 유성구 지족로 351 호반프라자 사이의 이면도로(지족로349번길)에서 지족로로 진입하는데 있어 출퇴근시간(08시와 18시)때에 지족로에 양측차량 통행이 많아 지족로349번길에서 지족로로 좌회전 진입할때 반석고등학교측에서 진입하는 차량이 시야에 가려 충돌의 우려가 있으며
2. 유성구 리슈빌2단지아파트와 유성구 지족로 351 호반프라자 사이의 이면도로(지족로349번길)에서 지족로로 진출입하는데 있어 불법 주정차로인해 진출입이 어려울때가 많습니다.
개선방안
1. 유성구 리슈빌2단지아파트와 유성구 지족로 351 호반프라자 사이의 이면도로(지족로349번길)에서 지족로로 진입하는 정면에 교통안전용 볼록거울 설치
2. 유성구 리슈빌2단지아파트와 유성구 지족로 351 호반프라자 사이의 이면도로(지족로349번길)에서 지족로로 진입하는 약 20M 도로 중앙에 중앙분리 봉 설치
기대효과
1. 유성구 리슈빌2단지아파트와 유성구 지족로 351 호반프라자 사이의 이면도로(지족로349번길)에서 지족로로 진입하는 정면에 교통안전용 볼록거울 설치 함으로써 진출입시 직진하는 차량과의 충돌 방지할 수 있습니다.
2. 유성구 리슈빌2단지아파트와 유성구 지족로 351 호반프라자 사이의 이면도로(지족로349번길)에서 지족로로 진입하는 약 20M 도로 중앙에 중앙분리 봉을 설치하여 불법주정차를 예방하고 아울러 차량의 원활한 진출입을 확보할 수 있습니다.",2023-03-06,"1. 구정에 관심 가져주셔서 감사드립니다.
2. 귀하께서 제안하신 '유성구종합사회복지관 체력단련실 조기 개방' 건에 대해 다음과 같이 답변드립니다.
3. 현재 유성구종합사회복지관은 평일 14시~18시(주말 09시~12시), 월 이용료1만원(샤워실이용시 4만5천원)으로 이용객 자율운동 방식으로 운영되고 있습니다.
귀하께서 제안하신 내용과 같이 오전 5시50분부터 체력단련실을 운영할 경우, 이용자 안전을 위한 상주인력 배치가 필요합니다.
그러나 유성구종합사회복지관의 체련장은 자체적인 이용료 수입으로 운영되는 시설로서, 현재 시간대로 운영함에도 어려움이 있는 상황임을 답변드립니다.
그럼에도 불구하고 이용객의 편의를 위해 최소한의 시간으로나마 운영하는 상황이오니, 불편하시더라도 체련장은 현재의 운영시간 내에 이용하여 주실 것을 양해 부탁드립니다. 유성구종합사회복지관을 이용해주셔서 감사드리며, 다른 문의사항이 있을 시 유성구청 사회돌봄과 복지시설관리팀(042-611-2394)으로 연락주시면 성실히 답변해 드리겠습니다. 끝.",심사 중,유성구,제안심사
담배꽁초 애완동물 배설물 등에 대한 보상제 실시,"현황 및 문제점
재떨이가 없다 보니 많은 흡연자들이 대충 버립니다
어두운 저녁에 강아지를 산책시키다 보니 본의 아니게 배변을 치우지 않습니다
개선방안
다른 도시에서 실시하고 있는 담배꽁초 보상제를 유성구도 실시해 주시기 바랍니다
아파트관리소에서 입주민에게 배변봉투를 나누어 주고 사용 후 반납하면 배변봉투값을 면제해 주는 방식이 좋아 보입니다
기대효과
적은 비용을 들여서 깨끗한 환경을 만들 수 있습니다 또한 흡연자와 견주들의 자발적인 협조를 구할 수 있습니다
견주나 흡연자 중에는 선량한 분들이 많이 계셔서 남의 변이나 꽁초를 치워주시는 분들도 많이 보았습니다",2023-03-03,"1. 구정에 관심 가져주셔서 감사드립니다.
2. 귀하께서 제안하신 '유성구종합사회복지관 체력단련실 조기 개방' 건에 대해 다음과 같이 답변드립니다.
3. 현재 유성구종합사회복지관은 평일 14시~18시(주말 09시~12시), 월 이용료1만원(샤워실이용시 4만5천원)으로 이용객 자율운동 방식으로 운영되고 있습니다.
귀하께서 제안하신 내용과 같이 오전 5시50분부터 체력단련실을 운영할 경우, 이용자 안전을 위한 상주인력 배치가 필요합니다.
그러나 유성구종합사회복지관의 체련장은 자체적인 이용료 수입으로 운영되는 시설로서, 현재 시간대로 운영함에도 어려움이 있는 상황임을 답변드립니다.
그럼에도 불구하고 이용객의 편의를 위해 최소한의 시간으로나마 운영하는 상황이오니, 불편하시더라도 체련장은 현재의 운영시간 내에 이용하여 주실 것을 양해 부탁드립니다. 유성구종합사회복지관을 이용해주셔서 감사드리며, 다른 문의사항이 있을 시 유성구청 사회돌봄과 복지시설관리팀(042-611-2394)으로 연락주시면 성실히 답변해 드리겠습니다. 끝.",심사 중,유성구,제안심사
지하철 안전문과 철로 사이의 정지선표시,"현황 및 문제점
지하철 각 호선마다 안전문 안쪽의 철로쪽에 정지선이 없어서, 지하철이 앞으로 가거나,, 더 뒤로 가서
안전문 안으로 맞추는 작업으로 문제가 있음.
개선방안
지하철 철로 안쪽의 철로에 서행선을 표시하고, 안전문의 안쪽에 운전자의 시선에 보이는 정지선을 노란색과 검정색을
병행한 사선으로 표시해, 정지선에 일직선이 될 때, 지하철 안전문과 승강장의 문이 일치하도록하는
안쪽과 운전자가 보이는 곳에 정지선을 표시한다.
기대효과
가로나 세로선의 위치로 정지선을 빨리 인식해, 미리 정차하거나 더 밀려서, 승강장의 입구와 안전문이 불일치하는 것을
방지해, 운행시간의 지연을 방지하고, 불안감을 해소할 수 있다.",2023-02-27,"1. 구정에 관심 가져주셔서 감사드립니다.
2. 귀하께서 제안하신 '유성구종합사회복지관 체력단련실 조기 개방' 건에 대해 다음과 같이 답변드립니다.
3. 현재 유성구종합사회복지관은 평일 14시~18시(주말 09시~12시), 월 이용료1만원(샤워실이용시 4만5천원)으로 이용객 자율운동 방식으로 운영되고 있습니다.
귀하께서 제안하신 내용과 같이 오전 5시50분부터 체력단련실을 운영할 경우, 이용자 안전을 위한 상주인력 배치가 필요합니다.
그러나 유성구종합사회복지관의 체련장은 자체적인 이용료 수입으로 운영되는 시설로서, 현재 시간대로 운영함에도 어려움이 있는 상황임을 답변드립니다.
그럼에도 불구하고 이용객의 편의를 위해 최소한의 시간으로나마 운영하는 상황이오니, 불편하시더라도 체련장은 현재의 운영시간 내에 이용하여 주실 것을 양해 부탁드립니다. 유성구종합사회복지관을 이용해주셔서 감사드리며, 다른 문의사항이 있을 시 유성구청 사회돌봄과 복지시설관리팀(042-611-2394)으로 연락주시면 성실히 답변해 드리겠습니다. 끝.",심사 중,대전광역시,제안심사
유림공원등 대형 놀이터 조성,"현황 및 문제점
세종시 땀범벅놀이터 중앙공원 놀이터등 아이들이 놀 수있는 놀이터 부재
대전시민이 세종까지가서 놀고 간김에 돈도쓰는 일이 많이 발생
아이들 놀공간을 키즈카페 외 공간이 필요
개선방안
유성구내 공원에 다양한 아이들 놀이공간
놀이터 모래놀이터 짚라인등 다양한 놀이공간 조성
기대효과
아이들이 놀 수있는 여건 마련
유림공원등 방문객활성화
방문객이 많아지면 인근 지역 상권에도 도움",2023-02-26,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안에 대한 검토 결과를 아래와 같이 알려드립니다.

2. 귀하께서 제출하신 제안내용은 세종특별자치시 세종중앙공원 및 땀범벅 놀이터의 조성 사례와 같이 ""유성구 공원 등에도 대형 어린이 놀이터 조성이 필요"" 하다는 것으로 이해됩니다.

3. 귀하의 제안에 대한 검토결과 아래와 같은 사유로 중장기적인 검토가 필요한 사항으로 제안을 불채택 하오니 이점 이해해 주시기 바랍니다.
가. 유성구는 새로운 어린이공원 조성사업 등을 지속적으로 추진하여 노후 어린이공원을 리모델링하고 있음.
- 2020년 지족실어린이공원, 2021년 교촌어린이공원, 2022년 숯골어린이공원, 2023년 논골어린이공원(예정) 등
나. 유성구의 대형 공원인 유림문화공원 및 은구비역사공원 등은 공원시설이 안정화된 상태로 대형 놀이터 조성에 신중한 접근이 필요함.

4. 아울러 유성구는 대형 어린이 놀이터 조성 및 효과 등에 관심을 가지고 있고, 지속적 모니터링 중이며 빠른 시일 내는 곤란하지만 유성구에 대형 놀이터가 조성되어 시민들이 이용할 수 있도록 적극 노력하겠습니다.

5. 답변 내용에 대한 추가 설명이 필요한 경우 유성구청 공원과 함창용 주무관(☏042-611-2717)에게 연락주시면 친절히 안내해 드리겠습니다. 감사합니다. 끝.",2023-03-27,유성구,답변완료
보행자전용도로라면 보행자전용도로 표지판이 필요하다,"현황 및 문제점
1. 보행자전용도로 표지판이 없다
2. 심지어 자전거전용 또는 겸용
표지판이 박혀있다
3. 그래서 자전거표지판이 있는
자전거도로경계석까지
건물옆 사유지경계로 생각하게 된다

개선방안
""보행자전용도로""란 보행자만 다닐 수 있도록 안전표지나 그와 비슷한 인공구조물로 표시한 도로를 말합니다(규제「도로교통법」 제2조제31호).

그러므로 보행자전용도로임을 알수힜게 해주고
도저히 보행자전용도로라 생각할 수 없는
자전거전용 또는 혼용 표지판은 제거해야 하며
자전거 탑승한채 진입을 막는 턱이 필요하며
바닥도 자전거도로경계가 있는 것으로 착각을
하지 않게 바꿔야 한다

기대효과
보행자전용도로임을 모두가 인식하고
자전거는 타지않고 끌고가게 되며
보행자는 자전거로부터 안전해진다",2023-02-25,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안에 대한 검토 결과를 아래와 같이 알려드립니다.

2. 귀하께서 제출하신 제안내용은 세종특별자치시 세종중앙공원 및 땀범벅 놀이터의 조성 사례와 같이 ""유성구 공원 등에도 대형 어린이 놀이터 조성이 필요"" 하다는 것으로 이해됩니다.

3. 귀하의 제안에 대한 검토결과 아래와 같은 사유로 중장기적인 검토가 필요한 사항으로 제안을 불채택 하오니 이점 이해해 주시기 바랍니다.
가. 유성구는 새로운 어린이공원 조성사업 등을 지속적으로 추진하여 노후 어린이공원을 리모델링하고 있음.
- 2020년 지족실어린이공원, 2021년 교촌어린이공원, 2022년 숯골어린이공원, 2023년 논골어린이공원(예정) 등
나. 유성구의 대형 공원인 유림문화공원 및 은구비역사공원 등은 공원시설이 안정화된 상태로 대형 놀이터 조성에 신중한 접근이 필요함.

4. 아울러 유성구는 대형 어린이 놀이터 조성 및 효과 등에 관심을 가지고 있고, 지속적 모니터링 중이며 빠른 시일 내는 곤란하지만 유성구에 대형 놀이터가 조성되어 시민들이 이용할 수 있도록 적극 노력하겠습니다.

5. 답변 내용에 대한 추가 설명이 필요한 경우 유성구청 공원과 함창용 주무관(☏042-611-2717)에게 연락주시면 친절히 안내해 드리겠습니다. 감사합니다. 끝.",심사 중,서구,제안심사
반려견 놀이터 조성,"현황 및 문제점
광활한 하천부지에 여름엔 잡풀이 무성하게 자라 관리부실과 풀베기작업 벌레서식문제 발생
개선방안
체력단련 시설물이 설치되지않은 넓은하천부지에 잡풀이무성히 자라므로 이런곳에 반려견놀이터를 조성햡니다.
정림동 우성아파트옆 하천부지 평평하고 넓은곳이 있어 추천합니다
기대효과
넓고 평평한 하천부지가 잡풀로 무성하게 자라는것을보고 유용하게 활용할 방법을 생각하게 되었습니다.
요즘 앞으로 반려견 인구가 많아져서 하천부지에 반려견 놀이터를 조성하면 시민들의 놀이휴식공간과 반려견이 함께 건강한 생활이 될수 있을것으로 확신합니다. 작년12월에 대전서구청에 이 제안건 올렸는데 하천사용권이 대전광역시에 있다하여 제안이 거부된바 대전시에 다시 요청 제안드립니다.
이 제안이 실현된다면 시민들의 건강한삶, 쾌적한 자연환경과 함께 빈땅 활용가치, 만족도 상승등 고부가 가치가 있을것입니다.
반려견과 함께 하는 즐거운 삶의질 향상 건강한 삶은 돈으로 환산할수 없는 최상의 만족감이라 확신합니다",2023-02-21,"국민신문고 국민제안에 접수된 「하천에 반려동물 놀이터 조성」에 대하여 아래와 같이 답변하고자 합니다.

【국민제안 내용】
1. 신청번호: 1AB-2302-0008950 / 김*희(대전광역시 서구)
2. 제안내용: 하천에 반려동물 놀이터 조성

【답 변】
1. 안녕하십니까? 시정에 대한 관심에 깊이 감사드리며 귀하께서 국민신문고를 통해 제안하신 사항에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서는 '하천에 반려동물 놀이터 조성'을 제안하셨습니다.

3. 말씀하신 하천 부지에 동물 놀이터 설치는 하천법 제33조(하천의 점용허가 등)에 의하여 현재 가능하지 않음을 알려드립니다.
*하천 점용허가 권한: 금강유역환경청(042-865-0800)

4. 아울러, 우리시는 반려동물 놀이터 확충을 위해 공원, 시유지, 완충지, 하천 등 국·공유재산에 대하여 동물 놀이터 설치에 적정한 부지를 검토하고 있으며, 민선 8기 공약사항인 만큼 최대한 빠른 시기에 적절한 부지를 검색하여 동물 놀이터 설치를 신속하게 추진할 예정입니다.

5. 추가로 궁금하신 사항은 농생명정책과(042-270-3851)로 문의주시기 바랍니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2023-03-13,대전광역시,답변완료
유등천 변 가로등 신설 제안,"현황 및 문제점
1. 얼마전 유등천 내 도마동 방변쪽으로 도마교를 중심으로 우측으로 가로등이 신설되었다. 본인이 제안을 했는데 이미 계획이 반영돼있었고 바로 시행이 되었다.
2. 문제는 유등천에 가로등을 신설하면서 왜 도마교를 중심으로 우측만 하고 좌측은 안했는지 궁굼하다. 산책이나 자전거, 운동하는 시민들은 좌우로 다 다니고 있는데 왼쪽만 없는 이유가 궁굼하고 조속히 설치되기를 제안드린다.
개선방안
도마교를 중심으로 좌측 천변에도 가로등 신설 제안
기대효과
자전거 탑승자, 달리기 시민, 산책시민들의 야간활동 안전보장",2023-02-14,"1. 평소 시정발전을 위하여 많은 관심을 주심에 감사드리며, 국민신문고를 통해 제안하신 내용에 대하여 심사결과를 아래와 같이 알려드립니다.

2. 하천관리사업소에서는 예산 확보 후 태양광가로등을 설치하고 있으며, 작년 12월에 예산을 확보하여 유등천 서구방면(효성타운아파트~도마교~유등교) 산책로에 가로등을 설치하였습니다. 가로등이 설치되지 않은 이외 구간도 지속적으로 설치할 계획이나, 예산확보가 필요한 사안이므로 제안 내용은 불채택되었음을 알려드립니다.

3. 심사 내용에 대한 추가 설명이 필요한 경우 대전광역시 하천관리사업소(☏270-8442)로 연락주시면 친절하게 안내해 드리도록 하겠습니다. 감사합니다.",2023-02-20,대전광역시,답변완료
유등천 너구리보호대책 제안,"현황 및 문제점
1. 유등천(도마교-태평교 사이로 제한)을 수시로 가보면서 저녁때가 되면 곡 한정된 장소에서 너구리 두마리 또는 세마리를 보게된다. 너구리는 산책로에 올라와 앉아있거나 다리(도마동-버드내아파트로 넘어가는 다리)위에 올라와 도망가지도 않는다. 서식지는 도마동에서 위 작은 다리를 건너면 바로 우측에 억새밭임을 알수 있다. 꼭 그곳에서만 돌아다니고 서로 싸우고 놀고 있는데 산책을 하는 사람들은 소리를 질러가며 피해가거나 돌아가기도 하며 애완견을 동행한 사람들은 그 지역에서는 안고 지나간다. 사람들을 무서워 안하고 수시로 나타나고 있기에 사람이나 애완견이나 너구리를 보호하는 측면에서도 안전대책이 필요하다
개선방안
1. 도마동에서 다리 좌우로 100미터 정도를 너구리 상습출몰지역으로 안내간판 부착으로 산책인들에게 경각심고취 및 출몰 시 행동대책 표시
- 유등천 산책로에 한군데에 안내문은 있는데 그곳은 출몰지역도 아니고 행동절차 내용도 없음
2. 최소 다리 건너 좌우 50미터 정도는 경계망이나 안전펜스를 설치하여 도로나 다리위로 올라오지 않도록 조치
기대효과
산책시민, 애완견, 너구리를 함께 보호할 수 있는 안전대책 시행과 너구리의 사회화 현상 사전 예방 조치",2023-02-14,"1. 평소 시정발전을 위하여 많은 관심을 주심에 감사드리며, 국민신문고를 통해 제안하신 내용에 대하여 심사결과를 아래와 같이 알려드립니다.

2. 하천관리사업소에서는 예산 확보 후 태양광가로등을 설치하고 있으며, 작년 12월에 예산을 확보하여 유등천 서구방면(효성타운아파트~도마교~유등교) 산책로에 가로등을 설치하였습니다. 가로등이 설치되지 않은 이외 구간도 지속적으로 설치할 계획이나, 예산확보가 필요한 사안이므로 제안 내용은 불채택되었음을 알려드립니다.

3. 심사 내용에 대한 추가 설명이 필요한 경우 대전광역시 하천관리사업소(☏270-8442)로 연락주시면 친절하게 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,대전광역시,제안심사
