제목,내용,작성일자,답변,답변일자,담당부서
2022년도 전기차 보조금 지원 사업에 광주시청에서 문제점을 이야기 하고자 합니다,"민원 내용은
2~4월 전기차 출고 받은 사람은 전기차 보조금을 받을 수있다 (상반기 일반 전기차 보조금 편성에 포함되어)
5~6월에 전기차 출고 받은 사람은 전기차 보조금을 받을 수없다( 상반기에 편성된 인원에 포함안되어 )
7월~ 하반기 편성한 인원이 마감될때 까지 전기차 출고 시점으로 전기차 보조금을 받을 수 있다

현재 제가 5월에 전기차를 출고 받을 예정입니다 전기자동차 출고 시점은 대리점에서 통보를 받고 제가 마음대로 바꾸지도 못하고 있습니다
전기차 특히 예약하고 1년을 기다려야 받을수 있고 또한 비싸고 해 보조금을 받으려고 광주시에 보조금 신청 하려고 문의 하였는데
광주시 담당하시는 분에게 상반기는 위에 내용과 같이 편성된 인원이 마감되어 받을수 없고 하반기7월부터 이어 보조금을 받을 수 있다고 합니다
그럼 5~6월에 출고하는 사람들은 보조금을 받지 못하는데 너무 억울 하지 않겠습니까 7월에 받을 사람들 보다
먼저 출고 받고도 보조금을 받지 못하는데 너무 억울합니다 상반기가 보조금 인원 편성이 끝나고 했으면 바로 이어서 하반기 신청을 해서
바로 보조금을 이어서 받을수 있게 했어야죠 왜 이빨 빠진것처럼 중간에 출고 받은 사람은 혜택을 못받는 억울한 상황을 보고만 있는지 참이해가 어렵습니다 본인 이라면 그렇게 처리할까요 절대로 그렇게 안합니다 제발 자기 일이라고 생각좀 하고 일처리 부탁드립니다

왜 광주시만 이렇게 업무 처리가 늦게 하는지 이해가 어려워 민원신청 합니다 다른 시청은 최대한 빠르게 이어서 한다고 하는데
저희 광주시청에만 6월 상반기 끝날때까지만 편성해서 제출하면 시청 담당자들은 문제가 없어 천천히 하시는거 같아 너무도 답답 합니다
제발좀 이러한 불편하고 피해를 받지 않게 도와주세요",2022-05-04,"- 귀 가정에 건강과 행복을 기원합니다.
- 귀하의 민원내용은 “2022년 전기자동차(승용) 민간보급사업 추가 접수”에 관한 것으로 판단됩니다.
- 귀하의 민원사항에 대하여 검토한 결과는 다음과 같습니다.
· 현재 광주시 고시·공고 게시판에 ‘2022년 전기자동차 민간보급사업(승용) 추가(2차)공고’ 게시된 상태입니다.
· 신청기간 2022. 5. 16(월) 10시~ 2022. 12. 30(금) 또는 예산소진시까지이며, 이전 공고의 ‘1.5배수이상 접수 시 접수마감’에서 ‘접수마감하지 않고 출고등록순 대상선정’ 으로 변경하였습니다.
- 기타 궁금하신 사항이 있으신 경우 경기도 광주시 환경정책과(760-2739)로 문의하여 주시기 바랍니다.
",2022-05-13,환경정책과
평생학습 강사료에 대하여,"주내용 : 참석 인원에 따른 강사료 지급건에 대하여

광주시의 평생학습지원 강사로서 개인의 수익보다는 주민들의 편익을 위해서 최선을 다하고 있습니다.
평생학습 계약 시간보다 초과 시간을 강의하면 했지 덜 한 적 한 번도 없습니다.
저 뿐만아니라 다른 강사분들도 마찬가지 이실거라고 생각합니다.
정해진 수업을 하다보면 학습자들 개개인에 따라 받아들이는 경우가 다르기때문에 정해진 시간에 마칠 수 없는 경우가 다반사이지요.

그런데 약정조건에
""학습신청자들의 70% 이상이 수업에 참석하여야 강사료을 지원하며, 70% 이하 참석시 강사료를 지급하지 않는다""는 조건이 있습니다.
이에 대하여 다시 재고를 부탁드립니다.

학습자들에게 문의하여 ""강사의 실력이 부족하여 들을 가치가 없어서 참석 하지 않는다""고 한다면
강사료를 받을 자격이 없겠지요.
그런데 학습자의 사정에 의해서 참석을 하지 않는다면 그것은 학습자의 탓이지 강사의 탓은 아니지 않습니까?
강사가 왜 학습자의 개인사정에 휘둘려야 하나요?

우연치 않게 학습자가 70%를 채워지지 않는 날에는 강사도 강의를 취소 해야 하나요?

학습자들의 모임에서 선택된 강사인데...
학습자가 수업전날 참석불가를 연락 해 준다고 하여도 그분들끼리 인원을 조절 할 수 없어서 70%를 채우지 못한 것을
강사가 어떻게 대비를 하여야 할까요?
수업하러 갔다가 70%가 안 채워 졌으니, 오늘 수업은 못합니다..하고 할까요?

70%의 기준을 두어야 한다면 다음 사항으로 재고해 주십시요.
1. 학습자들에게 강사들이 모르게 강사에 대하여 평가 부탁해서 결정 해 주세요.
2. 월별 강사료를 신청하도록 되어있는데, 월 강의 횟수에서 70% 이하 참여회수를 참작해 주세요.
3. 학습자가 부득이 참석 못 하는 이유에 대하여 참작 해 주세요

학습자70%가 채워지지않은 날에 대한 강사료를 지급 할 수 없다는 통지는 강사에게 해야하는 것이 아니라
학습자들에게 통보하시어서 그분들이 책임지게 해 주세요.
강사에게 통보하시어 지급 할 수 없다는 것은 강사의 잘못으로 평가하시는 것이기때문에
강사의 사기를 저하시키는 일입니다.",2022-05-04,"1. 광주시 평생교육 발전에 관심을 가져주셔서 감사드립니다.

2. 귀하께서 국민신문고로 접수하신 민원사항(참석 인원에 따른 강사료 지급)에 대하여 아래와 같이 답변드립니다.

가. 「열린 학습 지원 사업」은 5인 이상이 모여 원하는 학습과 강사를 선정하여 신청하여 지원하는 사업으로, 선정결과 통지 시 사업이 원활히 추진될 수 있도록 사업매뉴얼을 첨부하여 숙지하도록 하였으며,
나. 아울러, 학습자 및 강사가 사정이 있어 학습이 어려울 경우, 사업변경 신청서를 작성하여 이메일로 제출하도록 하였습니다.
다. 이에 따라, 참석 인원에 따른 강사료 지급과 관련한 내용은 사업 시작 전에 미리 공지한 사항이오니 널리 이해하여 주시기 바랍니다.
라. 다만, 귀하께서 제의한 세 가지 사항에 대하여는 다각도로 검토해 보겠습니다.

3. 귀하의 평생교육에 대한 관심과 애정에 대해 감사드리며, 검토의견에 대한 추가 설명이 필요한 경우 광주시 교육청소년과 김지현(☎031-760-4829)으로 연락주시면 성심껏 답변드리도록 하겠습니다. 감사합니다. 끝.
",2022-05-13,교육청소년과
대중교통 지원요청,"현재 경충대로1284번길 40 쌍용더플래티넘광주 아파트 입주가 시작한지 2달이 됐습니다.
800세대가 넘는 단지에 기존 신일아파트 및 주변세대를 합치면 1500세대이상 거주하는 지역입니다.
경충대로에서 아파트까지 걸어오는거리도 멀긴하지만 정류장조차 없고 기존 정류장에서 오는길도 온전한 인도없이 걸어야하는 위험한상황에 선린교위에 신호등또한 작동되지 않고 있어 출퇴근시 매우 위험합니다.
공공버스 광주5 번은 차량 1대가 운행됨에 배차간격도 멀고... 정말 낙후된 지역임이 여실합니다.
이에 요청합니다.
1. 경충대로편 정류장 증설
2. 광주5 번 차량 증설
3. 공공버스 노선추가",2022-05-04,"1. 코로나 19 대응에 힘써주시는 귀하의 노고에 감사드립니다.
2. 귀하께서 국민신문고에 신청하신 민원(1AA-2205-0097956)에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 민원내용
- 마을버스 광주5번 증차 및 노선연장요구
○ 회신내용
- 대중교통 이용에 불편을 드린점 사과드립니다.
- 마을버스 광주5번 노선은 광주도시관리공사에서 광주시로부터 위탁받아 운영 중인 공영제 노선입니다.
- 쌍용더플래티넘광주아파트 및 신일아파트 입주민의 대중교통 이용편의 증진을 위해 그간 아파트 주변 기반시설(도로) 공사 추진상황 등을 모니터링하고 광주5번 노선의 연장(조정) 및 증차를 위한 차량 및 운수종사자 확보 등을 위해 노력하고 있습니다. 빠른 시일 내 버스 노선 조정 등이 이루어질 수 있도록 노력하겠습니다.
3. 답변내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 이완실 버스운영팀장(☏031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
끝.
",2022-05-12,대중교통과
회덕동 도로변 주변에 불법광고부착물 (빌라분양/빌라왕 등등) 들이 너무 많습니다.,"안녕하세요
저희 사무실 주변부터 여러 빌라주택단지 주변까지 그리고 회덕동 도로변 주변에 불법광고부착물 (빌라분양/빌라왕 등등) 들이 너무 많습니다.
지나 다니는데 이러한 불법광고물들을 그냥 광주시청에서 단속이나 제거 같은 일들을 안하시니 지금은 너무 넘쳐납니다.
제발 광주시를 이러한 보기싫은 광고물들로 넘쳐나는 저급한 도시로 보이지 않길 바랍니다...

사진 2장을 첨부합니다... 너무 많아도 너무 많아요...",2022-05-03,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2205-0080411)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""광고물 정비 요청""에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 귀하께서 말씀하신 광고물 정비 요청에 대하여 확인 결과 「옥외광고물 등의 관리 및 옥외광고산업 진흥에 관한 법률」제3조에 따른 허가 또는 신고를 득하지 아니한 광고물로서, 정비 조치하였음을 알려드립니다.

귀하의 민원사항에 만족스러운 답변이 되었기를 바라며, 답변내용에 대한 추가설명이 필요한 경우 광주시 주택정책과 권용원 주무관(☎031-760-8674)으로 연락하여 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-05-09,주택정책과
초월읍 전기차 충전소 확대,"안녕하세요 초월쪽에서 전기차 충전을 할려고 하는데 충전소 초월읍사무소 한군데 빼고는 없습니다 있어도
아파트 단지에 충전소가 있지만 외부인은 사용불가능이라고 합니다
충전소 확대가 시급하다고 생각합니다 검토좀 부탁드리겠습니다
초월역이라던지 초월보건소등 이런곳에도 전기차 충전하는곳에 한군데도 없습니다...",2022-05-03,"- 귀 가정에 건강과 행복을 기원합니다.

- 귀하의 민원내용은 “경기도 광주시 초월읍 공용전기차충전시설 부족”에 관한 것으로 판단됩니다.

- 귀하의 민원사항에 대하여 검토한 결과는 다음과 같습니다.

· 현재 광주시에서 전기차 충전시설 설치사업은 진행하고 있지 않음을 알려드리며,
※전기차 충전기 설치 관련은 한국환경공단 (완속 1661-0970, 급속 032-590-3677)으로 문의해 주시기 바랍니다.

· 추후 공용 충전시설 설치 관련 수요조사 시 광주시 전기자동차 이용자분들이 접근성이 좋고 이용이 편리하시도록 적극적인 수요조사가 이뤄지도록 노력하겠습니다.

- 기타 궁금하신 사항이 있으신 경우 경기도 광주시 환경정책과(760-2739)로 문의하여 주시기 바랍니다.
",2022-05-04,환경정책과
신축 주택단지 생활 쓰레기 수거 신청,"오포읍 능평리 창뜰아랫길 32-38를 포함한 주택의 쓰레기 수거 일정과 배출위치를 설정하여 주시기 바랍니다.
(음식물쓰레기 수거함 배치와 재활용 등 분리배출 수거일정을 마련해 주십시오)

감사합니다.",2022-05-02,"□ 민원내용 : 재활용 등 수거 요일 문의
□ 답변내용
1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2205-0051236)에
대한 사항을 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 “재활용 등 수거 요일 문의”에 관한 것으로 판단됩니다.
3. 귀하의 민원에 대한 답변은 다음과 같습니다.
○ 쓰레기 수거요일은 다음과 같습니다.
- 종량제 : 수·토요일
- 재활용 : 토요일
- 음식물 : 목요일
※ 쓰레기는 수거요일 전날 일몰 후 배출하시기 바랍니다.
○ 음식물수거용기 설치는 [‘22. 5. 14.(토)] 예정입니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변에 대한 추가설명이 필요한
경우 오포읍 안전도시과 환경관리팀 김소희 주무관(☎760-4850)에게 연락주시면
친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-05-04,오포읍
"광주지역 서울 강남, 서울 지역 군 직항버스 민원요청입니다.","안녕하십니까. 시 발전을 위해 항상 고생 많으십니다.

광주시 공무원이시라면 광주시의 교통불편 문제 민원을 많이 접하셨을 거라 생각합니다.

물론, 자가용으로 출퇴근하고 이동하는 인원도 있지만, 아직까지 많은 분들은 대중교통수단을 이용해서 이동하기도 합니다.

그래서 저는 민원을 대중교통 불편 문제해결 민원을 제기하려합니다.

현재 저녁 도로가 막히지 않은 시간 21:00시 기준으로 봐도 오포양우내안애아파트 기준 강남역까지 1시간30분이 소요 됩니다. 그렇다면 서울,강남권 출퇴근자들은 출퇴근 시간에는 얼마가 걸릴까요? 57번국도 교통지옥인 곳에서 2시간30분~3시간까지 소요됩니다.

오포양우내안애에서 강남, 서울권으로 출퇴근시 단지가 안쪽에 있어, 34-2번 마을버스를 타고, 도로가 문형4리 수렁개로 이동합니다. 해당 문형4리 정거장에서 능평삼거리나 오포베르빌아파트까지 17번,17-1.1150.1500-2번 등을 타고 이동합니다. 해당 지역까지 도착한 후에 오산리->오포베르빌-> 강남역으로 이동하는 1151번 버스를 이용해야 가장빠른 시간, 환승조건으로 이동하게 됩니다. 이외에 다른 지하철이용, 일반버스이용 환승 아무 노선이 없습니다.
그리고, 57번 국도는 민원 아시다 시피 심각한 교통지옥입니다. 능평리- 능평도서관,-신현리 -광명초등학교,- 신현리 모닝사이드 아파트 - 오포 e편한세상 아파트- 분당 서현로 까지 출퇴근시간에는 1시간30분이 아니라, 2시간30분~3시간까지 도저히 대중교통이라곤 생각할 수 없는 교통지옥이 펼쳐집니다.
1150번 버스 : 강남정차X, 순천향대 정차
1500-2번 버스 : 강남정차X, 서초 방배, 사당 정차
현 상황입니다.

가장 중요한건 문형4리 버스정류장기준 아무것도 강남으로 직결하는 노선이 하나도 없습니다.
그것도 악명높은 능평,신현,태재고개를 구석구석 지나면서 가는데도 불구하고요.



물론 이 정도가 걸릴 수 있다는게 당연하다 생각할 수 있지만 근처 태전동을 기준으로 비교해보겠습니다.
가장먼저, 태전지구는 G3202 번 직행버스를 타고 51번도로로 막히지 않고 강남으로 직행합니다. 이후 선릉역-강남역 까지 최종이동시간 21:00카카오맵 검색기준 총 시간 50분 소요됩니다.
2번째, 직행 3201번 버스 타고, 양재역에서 내려 강남역까지 환승 최종 50분 소요됩니다.
3번쨰, 1005번 직행버스를 타면 아무런 환승과정 없이 하나의 교통수단으로 강남역까지 직행연결 됩니다.
4번째, 근처 경기광주역, 삼동역까지 이동 한 후, 경강선-신분당선 이용으로 강남역까지 50분~1시간이면 이동 가능합니다.
이 외에도 버스노선은 여러 갈래 편의성을 갖추고 있고, 추자리,고산리,경안동, 양벌리, 매산리 모두 직접 찾아보시면 아시겠지만 50분~1시간으로 강남,서울권 직행 출퇴근이 가능합니다.

21:00시 검색기준으로 잡힌 50분 출퇴근과 1시간30분은 큰 차이가 나타납니다.
그런데, 이게 출퇴근 시간에도 이렇게 이용 가능할까요? 절대 아닙니다. 여기서 1시간~2시,3시간은 족히 더 소요됩니다.

최근 광주시청에서 광주12,광주13 노선 신설 등 생겼지만, 초월쪽 주민 교통해결이었습니다. 그렇다면 경기광주역까지 이동이 편의해지니 일단 서울,강남권은 이동이 편리하겠죠.




제가 민원넣는 이유는 이러한 현 상황에서 추자,고산에 수천세대의 입주가 이루어 질테고, 외대와 몬테로이 등 교통이용객들이 더욱 많아질 것입니다. 그런데 태전지구같은 경우, 1시간 내로 강남,서울권이 가능하지만,
특히 문형동은 오포1동임에도 추자동, 고산동에 비해 초등학교문제, 주변상권부족 문제가 심각합니다.
그 중 하나가 이런 대중교통 문제이고요.
저희도 동등한 시민입니다.

추자리,고산리는 태전지구 생활권이지만 문형리는 그렇지 못합니다.
제 민원은 오포로-57번국도를 직행하여 강남,서울권을 출퇴근 할 수 있도록 버스노선 개선을 요청합니다.
가장 중요한 건 직행입니다. 현재 1150번, 1500-2번 모두 능평리 구길 구석구석, 신현리 구길 구석구석, 광명초 - 태재고개 까지 17번과 17-1번의 노선이 있음에도 불구하고, 노선대비 효율이 너무 떨어집니다.
그렇게 구석구석 다니다 보면 직행을 이용하는 시간효율이 떨어집니다. 현재도 그렇고요.

직접 길찾기로 검색해보시면 시간 나오니 비교해보셔도 좋습니다.
첫째,
문형동 거주자들을 위한 오포로-57국도-판교IC-강남 직행노선을 구축해주십시오. ( 태전지구와 같이 구석구석을 들리지 않는, 진짜 강남 직행노선이 필요합니다)
특히 서울,강남 출퇴근 불편문제를 해결하기위해 문형4리를 통과하는 노선이 필요합니다.

둘째,
문형리 야간 시간 강남 도착기준 : 1시간30분소요 / 태전 : 50분소요
출퇴근시간의 경우 : 문형리 : 2시간30분 소요(태재고재,57국도 교통지옥) ~ 태전 : 1시간~
이 둘의 생활환경 차이는 심각하다고 생각합니다. 추자, 고산, 문형, 양벌, 매산 주민이 또 태전지구, 경안동까지 이동해야만 강남을 이동할 수 있게 방치하진 않으시겠지요. 이 지역 격차에 대한 대책을 제시해주시고, 진행해 주시기 바랍니다.

셋째,
능평동, 신현동, 문형동 에서 서울, 강남권으로 출 퇴근 하시는 분들은 엄청 날 것입니다. 현장에서 직접 보시면 매번 서서가시는 분들 엄청납니다. 출. 퇴근 06시~09시까지라도 교통 배차시간을 줄여 해당 문제를 해결해주십시오.

내용은 길었지만, 해당 문제를 문서상으로 이해시키고 심각성을 전달하고자 하였습니다.
객관적인 사실은 직접 검색해보셔서 시간상 신빙성을 확인하시면 되실듯하고, 평등한 광주시민을 위해 시에서 해당 문제해결을 위해 적극적으로 나서주시는게 맞다 생각합니다.

버스 환승을 아무리 하더라도 야간에 1시간30분소요는 심각한 겁니다. 게다가 문형4리는 강남직행버스노선이 하나도 없는 상태이고요.
게다가 그게 출.퇴근시간대 능평,신현,태재고개 교통지옥까지 합쳐진다면 실 소요시간 2시간~3시간은 기본입니다.

위 문제에 대한 대책을 회신해주시면 감사하겠습니다.",2022-05-01,"1. 코로나 19 대응에 힘써주시는 귀하의 노고에 감사드립니다.
2. 귀하께서 국민신문고에 신청하신 민원(1AA-2205-0021648)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용
- 오포~강남 광역버스 노선 신설요구
○ 회신내용
- 경기도와 서울을 오가는 광역버스 노선의 신설은 지방자치단체의 신청을 받아 국토교통부 대도시권광역교통위원회에서 타당성 검토 후 공개 입찰 과정을 거쳐 사업자를 선정하여 노선을 신설 운행하는 절차를 거쳐 준공영제 형태로 운영하게 됩니다.
- 오포~강남 광역버스 노선 신설의 필요성 등을 지속적으로 검토하겠습니다.

3. 답변내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 이완실 버스운영팀장(☏031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
끝.
",2022-05-11,대중교통과
공사관련 문제,"유독 저희집은 항상 피해만 봅니다.
옆에 집을짓는 공사가 시작 되었는데 많은 피해가 발생되어 민원 신청합니다.
1. 포크레인 등 작업시 가림막 부재 및 주변피해
- 포크레인 땅 파거나 묻을시 가림막없이 진행하여 분진,흙으로 인한 자동차 피해,주차장 피해 등

2. 공사진행시 전체적으로 가림막 없음

3. 공사관련 차량 불법주차(포크레인,기타트럭)
-주차장 피해발생 및 불법 주차",2022-05-01,"1. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2205-0018254)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “능평리 522-16번지 공사 관련 불편 사항 조치요청”에 관한 것으로 이해됩니다.
3. 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 현장관계자에게 확인 결과 굴삭기 작업시 공사 휀스를 일부 철거 후 작업한 사실이 확인되어 공사 진행시 휀스를 철거하는 일이 없도록 행정지도 하였으며,
- 아울러, 작업차량 등으로 인하여 인접지에 불편사항(훼손 및 불법 주차 등)이 발생하지 않도록 주의할 것을 행정지도 하였음을 알려드립니다.
4. 그 밖에 귀하께서 제기하신 민원과 관련하여 궁금하신 사항이 있을 경우 건축과 김재영 주무관(031-760-8624)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-05-11,건축과
거주자주차위반,토요일 주말인데 경안동 잠시 머리좀 자를라고 아무리 돌아다녀도 주차할곳은없고해서 거주자주차구역안에 빈자리가 너무 많고해서 위반인지 모르고 잠시 다녀와도 되겠구나해서 주차했습니다. 얼마 세우지도 않고 전화가 왔습니다 주차위반 단속원이라고..거주자랑 무슨관계냐며..꼬치꼬치 캐묻고 범죄자 다르듯이 너무 기분나쁘고 저도 순간 화가나서 그걸끊어야겠냐고..끊어야겠다고 하시길래 그럼 끊어라하고 바로 전화끊고 바로갔습니다.그런데 벌써 발급해서 차유리 꼽아놓고 있더라고요 취소해달라고 너무하신거 아니냐고 안된다고 급구 피해버리시고 너무화가나서 이글을 올립니다.시민들 편의를 위해서 주말 대낮에 거주자우선 주차래도 그렇지 빈자리 잠깐 주차했다고 2만원이 말이됩니까? 법도좋고 다좋은데요 행정을 하시더라도 상황에맞게 하셔야 납득이되는데 이건좀 아니라고 생각합니다.무슨 주차위반구역에다 차를 대논것도아니고 엄연히 주차구역안이고 단지 거주자 우선주차자리라고 스티커 발급이라 말도안되는 억지신거 같습니다. 길가는 사람 열명한테 물어봐도 다 납득안됩니다. 이런거는 시정해야 마땅하다고 생각합니다.나아닌 다른분도 내가보기엔 많을거라고 생각합니다 강력히 시정해주십시요.,2022-04-30,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2204-0928209)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ‘거주자우선주차구역 무단주차요금 조정 요청’에 관한 것으로 이해됩니다.

3. 귀하의 요청사항에 대해 검토한 의견은 다음과 같습니다.
가. 먼저, 거주자우선주차구역 무단주차 단속원의 단속과정에서 불쾌감을 끼쳐드린 점에 대하여 송구하다는 말씀을 드리며, 앞으로 보다 정중하게 거주자우선주차장 무단주차 관련 안내 및 단속을 할 수 있도록 교육을 실시할 계획이오니 널리 양해하여 주시기 바랍니다.
나. 현재 거주자우선주차구역은 배정자에게 요금을 받고 운영하는 유료주차장으로, 「광주시 주차장 설치 및 관리 조례」 제16조 규정에 의거 무단주차 차량에 대해 2만원의 무단주차요금을 부과하고 있으며, 무단주차요금의 조정은 어려운 점 양해하여 주시기 바랍니다.
다. 다만, 비어있는 주차공간을 효율적으로 사용하기 위해 ‘거주자우선주차장 공유사업’을 2022. 6. 2.(목) 시행을 목표로 추진 중이오니 이점 참고해 주시기 바랍니다.

4. 귀하의 요청에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요할 경우 광주시청 교통행정과 주차관리팀 이용석 주무관(☎031-760-2102)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-05-11,교통행정과
공터가 있으면 쓰레기장으로 변질되버리기에 공터가 넓습니다,"안녕하세요 앞전에 민원올려 공터로 쓰레기장이였던곳이 지금은 화단으로꾸며져 철쭉과 진달레 화단이 됬습니다 .수고해주신 분들께 감사드립니다
(마침 집옆으로 집짖는 공사가 시작 됨에 있어 ) 화단꾸며진 바로아래 공터를 공터가 넓어요 꽃이나 나무를 심어주셨으면 합니다 .공터가 있으면 쓰레기장으로 변질되버리기에
제발~~! 쓰레기장 담배꽁초버리는 장소가안되게~~!!
부탁드립니다 .
화단앞으로 흙이 쌓여져 있습니다 작년이나 올해 도 비가안올때는 힘들지만 물을주고있습니다
부탁드립니다",2022-04-30,"1. 안녕하십니까? 귀하의 가정에 건강과 행복이 함께 하기를 기원합니다. 귀하께서 국민신문고에 신청하신 민원(1AA-2204-0927025)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""송정동 505-4 화단 공터의 관리""에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 해당 장소를 점검한 결과 민원인의 의견에 대하여 검토 후, 조속한 시일 내에 예산 확보 후에 해당 장소를 관리토록 하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 송정동행정복지센터 총무팀 주무관 박가형(☏031-760-1935)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 1. 민원신청서 1부.
2. 현장사진 1부. 끝.
",2022-05-11,송정동
