제목,내용,작성일자,답변,답변일자,담당부서
곤지암역사 자전거거치대에 5년이상 방치된 자전거 처리 요구 3년차,"더이상 긴 말이 필요없습니다.

자세한 내용은 앞서 수차례 넣은 민원을 확인해 보시고

아직도 남아 있는 자전거 좀 자물쇠 다 풀어서 버리던지

자전거 거치대를 더 만들던지 해주십시오.

첨부 사진은 지난 민원 이후 수거한다는 스티커 붙여 놓고

아직도 그대로인 자전거들 입니다.",2021-06-14,"1. 귀하의 가정에 행복이 가득하길 기원하며, 국민신문고를 통해 신청하신 민원(신청번호 1AA-2106-0527131)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “곤지암역사 자전거 거치대의 방치 자전거 처리”에 대한 것으로 이해되며, 민원사항에 대하여 검토한 의견은 다음과 같습니다.
가. 「자전거 이용 활성화에 관한 법률」 제20조(자전거의 무단방치 금지)에 따르면 도로, 자전거 주차장, 그 밖의 공공자소에 자전거를 무단으로 방치하여 통행을 방해할 경우 그 방치자전거의 처분 방법에 관하여 정하고 있습니다.
나. 말씀하신 곤지암 역사 내 자전거 거치대는 자전거 주차장에 해당되며, 「자전거 이용활성화에 관한 법률」제20조의 규정을 적용할 수 있습니다.
다. 방치된 자전거의 처분을 위해서는 방치된 자전거의 주차된 기간, 자전거 상태 등 현장여건을 종합적으로 판단하여 처분해야 할 사항으로 빠른 시일 내 현장조사를 거쳐 방치된 자전거를 절차에 따라 수거하도록 하겠습니다.

3. 기타 문의사항은 교통행정과 철도물류팀 차윤철(☏031-760-2073)으로 연락주시면 성심껏 답변 드리겠습니다. 끝.
",2021-06-17,교통행정과
자전거 도로 확장 및 정비 (허브섬&휴로드),"한강을 비롯 성남 탄천도 자전거도로 및 보행로 정비가 잘 되어있고 인근 편의시설 등도 많아서
서울과 경계없이 왔다갔다 할수 있어 타지역 사람들도 많이 이용합니다.
이에반해 광주시 자전거 도로는 울퉁불퉁한곳, 파손된곳, 대충 임시방편 땜방해놓은곳도 여기저기 많고 사고위험도 높습니다...
정비도 제대로 안되어 미관상도 안좋고요...
그럼에도 팔당, 분원리 등은 자전거인들은 모두 아는 명소로 자리잡아 한강을 통해 서울, 하남, 남양주, 성남 인근에서도 자주 찾고있는 곳입니다..
그러나 자전거 도로가 중간에 끊어지거나 노후되어 접근성이 너무 떨어집니다...
100억의 사업비를 확보하는 성과를 거두고 팔당 허브섬 및 휴로드 사업이 진행되는데 식자재에 공만 들이지 마시고
자전거 도로 및 보행로 정비 및 확충 건의 드립니다.
물안개 공원내 도로도 처음부터 아스팔트등으로 깔끔하게 해주셨으면 좋겠구요...
현재 다 벗겨져 나간 울퉁불퉁한 보기흉한 길바닥입니다..
긴구간의 대대적인 공사를 요청하는게 아닌 타지역에서 광주로 넘어올때 위험한 구간만 접근성이 높아지도록 해주셨으면 합니다..
정말 지금보다 더 명소가 될 가능성이 높습니다...
분원리 일부 구간 갓길쪽에 자전거 도로 만들어 주신것처럼 그정도로도 충분히 접근성이 높아집니다..
팔당대교에서 넘어들어오는 타지역 자전거인들이 많습니다.
자전거 도로 정비에 신경좀 써주셨으면 좋겠습니다.
주변 지역과 도로상황이 너무 비교될 정도로 열악합니다..",2021-06-13,"1. 안녕하십니까? 우리시 시정 발전을 위한 고견에 감사드리며, 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2106-0513244)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “자전거 도로 확장 및 정비 요청”에 관한 사항으로 이해됩니다.
3. 귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
□ 공원정책과 소관사항 관련하여
팔당물안개공원 내 자전거도로, 보행로 정비 및 확충에 대하여는
- 현재 팔당물안개공원 허브섬 조성을 위한 실시설계용역 및 관련 인허가 절차를 추진 중에 있으며, 공원 내 기조성되어 있는 자전거도로 및 보행로를 확충․정비 할 계획임을 알려드립니다.
□ 아울러 건설과 소관사항 관련하여
분원리 인근 자전거도로, 보행로 정비 및 확충에 대하여는
- 현재 페어로드 조성사업(舊 휴로드)을 위한 실시설계용역 및 관련 인허가 절차를 추진 중에 있으며, 인허가 절차 이행 후 분원리 인근에 기조성되어 있는 보도 및 자전거도로를 확충․정비 할 계획임을 알려드립니다.
3. 상기 내용과 관련하여 추가 궁금하신 사항이 있으실 경우 광주시 안전교통국 건설과 기반조성팀 최선호 주무관(☎760-2376) 및 광주시 미래전략사업본부 공원정책과 공원조성팀 김세리 주무관(☎760-3714)으로 문의주시면 성심성의껏 답변 드리겠습니다. 끝.
",2021-06-21,건설과
코로나 시국에 오포생활체육공원 인원수 및 차량주차에 대한 통제가 제대로 안이루어지고 있습니다.,"제목 그대로

코로나 시국에 오포생활체육공원 인원수 및 차량주차에 대한 통제가 제대로 안이루어지고 있습니다.

저번 민원에서도 이야기 하긴했지만 사진도 없고 통제도 제대로 안되고 있어서 다시 민원 올립니다.

제보사진들을 보면

제보사진 5에서 빨간색 부분에 불법주차가 많이 되고 있어서 파란색 화살표로

표시한 차량 운행에 많은 불편을 초래 합니다.

또한 코로나 시국에 많은 사람들이 거친 동적 운동을 하면서

전파가 안된다는것도 기적에 가깝다고 생각합니다.

오포생활체육공원 인원수를 제한하던지 아님 차량제한을 해야 한다고 생각합니다.",2021-06-12,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2106-0471407)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 건의하신 '오포생활체육공원 차량 및 인원 통제'에 관한 사항 중 차량 통제의 경우 시설 관리자가 수시로 체육시설 이용객의 차량은 오포생활체육공원 지하 주차장으로 주차하도록 안내하고 있으며, 인원 통제의 경우 현재 시설 관리자가 있는 스포츠시설에 경기를 위해 모이는 경우 5인 이상 사적모임 금지 적용 예외가 됩니다. 체육시설 이용 시 손 소독, 마스크 착용 등 방역 수칙을 잘 준수할 수 있도록 관리하겠습니다.

3. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 오포읍 행정지원팀 이중남 주무관(☏031-760-4836)에게 연락 주시면
친절히 안내해 드리겠습니다. 감사합니다. 끝.
",2021-06-21,오포읍
목동 마을회관가는 1번버스 너무불편합니다.,기존에 목동 마을회관 통행하는 1번버스 아무런예고없이 노선과시간이변경된이후 엄청부편을격고있습니다. 아침에 목동마을회관에가는 1번버스가 배차간격이 너무일직하거나 너무늦거나하여 근무하는저희들에있어서 너무나큰불편을주고있습니다.배차간격을좀합리하게 배정해주셨으면좋겠습니다.,2021-06-12,"1. 코로나 19 대응에 힘써주시는 귀하의 노고에 감사드립니다.
2. 귀하께서 국민신문고에 신청하신 민원(1AA-2106-0455621)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용
- 1번 버스 당초대로 운행 요청(증차)

○ 회신내용
- 버스 이용에 불편을 드린 점 사과드립니다. 목동 행 공영버스는 다계통 노선으로 1대의 차량이 여러 노선을 운행하고 있습니다. 운행 대수를 변경(감차)하지는 않았으나, 노선의 경로가 변경(연장)되어 당초 시간표대로 운행하지 못하고 있습니다.
- 빠른 시일 내 주민들의 불편이 최소화 될 수 있도록 증차 등을 적극 검토하도록 하겠습니다.

3. 답변 내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 이은정 주무관(☏031-760-8788)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
끝.
",2021-06-21,대중교통과
화학제품제조업체가 입주하는 산업단지조성관련,"저는 초월읍 선동리에 위치한 선동초등학교에 다니는 자녀를 둔 학부모입니다. 최근 선동초 인근 학동리에 산업단지 조성계획에 대해 알게되었습니다. 또한 입주희망 회사들 가운데 많은 회사가 고무 플라스틱 제품 제조사라는 것도 알게 되었습니다.
사실 선동초 바로 옆에 냉동 물류회사가 생긴 것도 참으로 유감스럽게 생각하고 있었는데 인근에 산업단지가 조성예정인 것에 너무도 안타깝기까지 합니다.
앞으로 선동초 학생들의 등하굣길의 안전도 염려되고 유해한 화학물질이 배출될까 염려되는 가운데 학생들 뿐만아니라 인근 주민들의 건강까지도 심히 걱정이 됩니다.
현재도 많은 공장과 회사도 있고 차량 통행도 많아 늘 걱정이기도 합니다.
현재 광주시는 인근 초등학교 학생들의 교육환경은 고려하셨는지 또한 인근 주민들의 생활권은 생각하셨는지 확인하고 싶습니다.
산업단지 조성에 있어서 책임있는 답변과 정확한 환경평가 등을 요청합니다.",2021-06-11,"1. 귀하의 가정에 평안과 행복이 가득하시길 기원합니다.
2. 귀하의 민원내용은 “학동 일반산업단지 입지로 인한 인근 초교 학생들의 교육환경 및 주민들의 생활권 염려”에 관한 것으로 이해되며, 민원사항에 대하여 아래와 같이 답변 드립니다.

○ 회신내용
- 귀하께서 염려하시는 선동초교 학생들의 교육환경과, 주민들의 건강 및 생활권에 대하여 충분히 인지하고 있으며, 향후 산업단지계획승인 신청 시 한강유역환경청과의 전략환경영향평가 협의를 통해 전문적인 검토가 이루어질 수 있도록 조치예정임을 알려드립니다.

3. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도시계획과(☏031-760-4557)로 연락주시면 친절히 답변드리도록 하겠습니다. 끝.
",2021-06-21,도시계획과
버스정류장 온열의자 설치해주세요.,"경기도 광주시 오포 대주2차아파트 버스정류장도 온열의자 설치부탁드립니다.

양벌리까진 설치가 되었는데 그 위로는 설치가 되지 않은 것 같습니다.

어르신들도 많이 거주하시고 온열의자가 꼭 설치되었으면 합니다.",2021-06-11,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2106-0419547)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “버스승강장 온열의자 설치 요청”에 관한 것으로 판단됩니다.
3. 귀하의 건의사항에 대해 검토한 의견은 다음과 같습니다.
가. 버스승강장 이용에 불편을 드려 대단히 죄송합니다.
나. 오포읍 매산리 621-8번지 일원 대주2차아파트 버스승강장(38233) 온열의자 설치 요청사항에 대하여, 현재 우리시 온열의자 설치 사업은 별도 진행하지 않음을 알려드립니다.
다. 다만, 쉘터 신규 및 교체 설치 시 이용수요 및 배차간격 등을 고려하여 설치 대상지 중 부분적으로 온열의자 설치 진행함을 알려드립니다.
라. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 대중교통팀 이동규 주무관(☏031-760-8793)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-06-24,대중교통과
매산리 주변 정리,"사진을 보시면 매산 한남공원 올라가는쪽 인도입니다.
현재 매산리 빌라에 거주하고있으며 이쪽 특성상 공원도 없고 산책로도 변변치 않은데
인도에 나무와 풀들로 인해 걸어다니다보면 상당히 불편합니다.
날이 더워지면 악취가 나기도 하고 고양이들도 있어서 고양이 밥을 놓아놓고 하니 날파리들도 많습니다.
뒷쪽 공터에서 관리를 해야하는거 같은데 뒷쪽 공터 파렛트 업체에서는 관리를 하는건지 어쩐건지 잘 모르겠습니다.
시에서 나무,풀을 관리를 해줘야하는건지 아니면 현재 있는 업체에서 하는게 맞는건지 모르겠지만
매산리 거주하면서 출퇴근길에 도보로 걸어다니다보면 정말 관리되지 않아 인도까지 침범한 풀, 나무, 오갈때 마다 날파리를 보면 정말 너무 낙후된 동네인거 같습니다.
매산리에 애들을 데리고 거주하면서 느끼는 가장 큰 불편중 산책로, 공원이 없고
밤에 좀 걸으려고 나오면 너무 어둡고 도로에 비해 인도도 작아서 위험하다는 생각이 많이 생깁니다.
코로나로 인해 집에있는 시간이 많은 아이들을 데리고 낮시간에 한남공원쪽으로 쭉 걸어올라가면 좋을거 같은데
큰차들이 많이 다니고 그에 비해 인도가 너무 좁아서 아이들을 데리고 나갈 엄두가 나지 않습니다.
빌라단지에 아이들도 많은데 그 많은 아이들이 나가서 뛰어놀수있는 공간이 없습니다.
시에서 확인해서 아이들과 매산리쪽 주민, 출퇴근하는 사람들을 생각해서 변화가 좀 생겻으면 좋겠습니다.",2021-06-10,"□ 민원내용 : 매산리 일원 풀깎기, 공원 조성, 인도 확장 요청
□ 답변내용
1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2106-0383762)에 대한 사항을 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 '매산리 일원 풀깎기, 공원 조성, 인도 확장 요청'에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 요청하신 매산리 더힐빌라부터 한남공원 주변 풀깎기는 빠른 시일내에
추진 할 예정입니다.
- 귀하께서 거주하시는 광주시 오포읍 매산리 인근에 주민들의 휴식공간(공원)이 부족하여 불편을 끼쳐드린 점 양해의 말씀을 드립니다. 현재 거주하시는 일원에는
도시계획시설(공원)로 지정되어 있는 도시공원이 없어 신규 도시공원 조성은 어려운 상황입니다.
- 단기적 대안으로 우리시에서는 매년 유휴 국공유지를 이용한 소규모의 쌈지공원, 도시숲 등을 조성하고 있으나 대상지 적합성, 주민 수혜도, 공원 조성을 위한 사업비 등 적절한 기준이 확보되어야 조성할 수 있어 장기적인 검토가 필요한 사항으로 조속한 시일 내에 공원 조성은 어려운 실정이오니 이 점 양해하여 주 시기 바랍니다.
- 인근 오포읍 매산리 내에는 매산 쌈지공원(매산리 836-3), 매산 도시숲(802-1)이 조성되어 있음을 알려드리오니 이용에 참고하시기 바랍니다. 공원 조성이 궁금 하신 사항은 광주시 미래전략사업본부 공원정책과 전상훈 주무관(☎760-3715) 에게 연락주시면 성심껏 답변드리도록 하겠습니다.
- 귀하께서 민원을 제기하신 매산리 234-12번지 일원 농어촌도로의 인도를 확장 하기 위해서는 사유지 편입 등으로 인해 우리 읍에서 추진이 불가한 점 널리 양해하여 주시기 바랍니다. 인도확장이 궁금하신 사항은 오포읍 안전도시과 개발팀 박주웅 주무관(☎760-8731)에게 연락주시면 성심껏 답변드리도록 하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변에 대한 추가설명이 필요한 경우 오포읍 안전도시과 환경관리팀 김소희 주무관(☎760-4850)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-06-15,오포읍
음식물 쓰레기,"경기도 광주 퇴촌에 살고 잇습니다.
음식물 쓰레기 관련해서요.
일주일에 화요일과 목요일 수거라고 되어 있는데요..
일주일에 한번 목요일만 수거를 하고 있습니다. 다른 계절엔 상관이 없는데요
날씨 더울 때 일주일에 한번씩 가져가니 벌레가 많이 생깁니다. 수거함을 비우고 나면 물청소를 하여 꼭 말리고 있는데요
그래도 일주일동안 음식물 쓰레기통에 있으니 악취 냄새와 벌레가 넘 많아요.
쓰레기 버리러갈 때마다 놀래서 들어옵니다. 올 여름이 제일 걱정입니다.

다른 계절은 상관없으니 날씨가 더워지면 최소 일주일에 두번씩 가져갔으면 좋겠습니다.
부탁드립니다.",2021-06-09,"1. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2106-0348344)에 대한 처리결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “관음리 음식물 쓰레기 수거 요일”에 관한 것으로 판단됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 현재 관음리 음식물 쓰레기 수거요일은 화·목요일이나, 마을 안길은 리별로 나눠서 수거 됨을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 퇴촌면 총무팀 박진주(☎031-760-4447)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2021-06-16,퇴촌면
방범 CCTV 및 자전거 도로 설치요청,"안녕하세요.
광주 퇴촌면에 살고 있습니다.
아이들이 관음리에서 광수중학교과 도수초등학교를 버스, 자전거로 등하교를 하고 있습니다.
전 당연히 차도와 인도사이에 있는 곳으로 자전거를 타라고 아이들한테 알려주고 있습니다.
차도에 차가 많으면 천천히 가라고 까지 알려주고 있습니다.

차도와 인도사이에 공간이 넓어서 자전거 도로인가 했습니다.

근데 6월 8일 오전 8시 30분경 아이가 중학교 등교로 인하여 자전거를 타고 출발를 했습니다.
나간지 얼마되지가 않아서 아이가 넘어져서 다쳤다고 연락이 와서 가보니.
차도와 인도사이에 차량이 가다서다 반복을 하여 아이가 기다리다가 가지 않아서 인도를 올라가면서 넘어졌다고 합니다.
그러면서 얼굴과 어깨는 타박상을 입고 왼쪽 손목은 골절이라고 합니다. 최소 3주정도는 기브스를 하고 있어야 한다고 합니다.
그래서 전 그 상황이 어떻게 발생이 된건지 확인하려고 파출소에 문의를 드렸더니 경찰서에 가서 자세히 상담 받으라고 합니다.

결국 경찰서에 택시를 타고 방문을 하게 되었지요..
가해자 피해자가 아닌 그때 상황에 대해서 보고 싶고,
그차에 대해서 주정차를 한건지 아님 진짜 아이 말대로 가다서다를 반복한건지와 아이가 넘어졌는데도 차량을 출발를 한건지가 알고 싶었습니다.
아이가 넘어진 걸 본 주위에 어른 아이가 넘어지면서 큰소리가 났다고 합니다.
큰소리가 나고 얼마 안되서 차량이 출발했다고 합니다.
진짜 그런지 건지 그 상황을 보고 싶다라고 문의를 드리니 하필 넘어진데가 방범 CCTV 사각지대라고 합니다.
차량 번호를 알아도 확인불가하다고합니다.
마트앞에 CCTV가 있지만 아이가 넘어진 곳까지 보이지 않는 곳이라고 합니다. 그 도로엔 마트앞에 CCTV만 있고 다른 곳은 없다고 합니다.
그리고 차도와 인도사이에 있는것은 넓게 되어 있어도 자전거도로가 아니라고 합니다.
그래서 차가 잠시 세울 수도 있다고 합니다.

순간 무서웠습니다. 저희 아이들도 조금 놀라는 눈치였습니다.
그러면 아이들이 그럼 저희 동네에는 자전거 도로가 없는건가요? 물어보니 없다고 합니다
CCTV도 거의 설치가 안된 곳이라고 합니다.
가해자나 피해자를 찾는 것이 아니라서 상황을 보고 싶었던 마음에 경찰서를 방문하였던건데 충격을 받고 왔습니다.

관음리에서 학교까지 가는 곳에 자전거 도로를 설치 부탁드립니다. 자전거 도로에 차를 세울 수 없게 함께 조치 부탁드립니다.
그리고 아이들이 많이 다니는 곳이니 CCTV가 잘 보이게 설치 부탁드립니다.

너무 속상한 마음에 민원 신청합니다.",2021-06-09,"귀하께서 국민신문고에 신청하신 민원(1AA-2106-0344162)에 대한 검토결과를 다음과 같이 알려드립니다.
1. 퇴촌면 자전거도로 개설 요청
가. 귀하께서 요청하신 광수중, 도수초 등하교를 위한 자전거도로 개설 요청 구간은 자전거 이용 활성화 및 이용자의 안전을 위하여 개설이 필요하다고 생각되나 해당 구간은 도로 폭이 협소하여 전체적인 도로 확장사업을 하면서 자전거도로를 반영하여야 할 것으로 판단되어
나. 추후 해당구간 도로확장사업 추진 시 자전거도로가 설치될 수 있도록 노력하겠습니다.
다. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로사업과 도시도로1팀 성기훈(☏031-760-4699)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2021-06-16,도로사업과
학동산업단지 진행과정에 대한 질의,"자세한 내용에 대한
서류를 첨부하겠습니다.

밑 내용은 중요 부분입니다.

학동산업단지 대책위원회는 다음과 같은 정보의 공개 및 답변을 청구합니다.

가. 공무원 직무유기, 직권남용 등 관련 답변의 청구
(1) 광주시청의 학동산업단지 조성 사업 담당자들이 위와 같은 행정심판위원회의 판단에도 불구하고 이를 무시하고 행정소송을 소취하로 종결한 이유에 대한 공식 답변을 요청합니다. 수원지방법원 조정권고의 내용도 소취하 권고는 아니었던 것으로 이해하고 있습니다.

(2) 한편, 2021. 6. 1. 광주시청 박상영 의원실에서, 광주시청 도시계획과 도시산업팀장 이홍원은 이번 조정은 검사의 수사지휘에 따른 것이라 설명하였는 바, 이에 대한 근거자료 및 명확한 설명을 요청합니다. 구체적으로, (i) 검사의 수사지휘 내용이 무엇인지, (ii) 해당 내용과 관련된 자료(수사지휘서 등) 을 제공하여 주시기 바랍니

나. 학동산업단지 지정계획에 의견 청취 절차를 거쳤는지 여부
(1) 일간신문 게재 관련 자료 (해당 일간신문의 정보, 게재 일시, 게재 내용)
(2) 인터넷 홈페이지 공고 자료(해당 공고 일시, 내용)
의 공개를 청구합니다.

다. 환경영향평가보고서 공개 청구
환경영향평가보고서는 산단절차 간소화법 제8조 제3항 3호 의무절차입니다.
학동산업단지 조성 사업과 관련하여 작성된 일체의 환경영향평가보고서(수회 진행시, 전회차 환경영향평가보고서)의 공개를 청구합니다.

라. 기타 노인, 임산부, 아동, 저소득층 및 학동1리, 학동2리, 학동3리, 선동리 주민에 대한 본건 학동산업단지 조성 사업의 영향 평가 관련 자료 일체의 공개를 청구합니다.

자세한 내용에 대한
서류를 첨부하겠습니다.",2021-06-09,"1. 귀하의 가정에 평안과 행복이 가득하시길 기원합니다.
2. 귀하께서 신청하신 민원사항에 대하여 아래와 같이 답변 드립니다.
□ 민원 및 회신내용
가. 공무원 직무유기, 직권남용 등 관련 답변의 청구(1)
- 광주시청의 학동산업단지 조성 사업 담당자들이 위와 같은 행정심판위원회의 판단에도 불구하고 이를 무시하고 행정소송을 소취하로 종결한 이유에 대한 공식 답변을 요청합니다. 수원지방법원 조정권고의 내용도 소취하 권고는 아니었던 것으로 이해하고 있습니다.
○ 회신내용
- 학동 일반산업단지의 행정소송은 법원에서 분쟁의 신속·원만한 해결을 위해 조정을 권고하였고, 조정권고 내용은 “원고들은 사건 소를 취하하고, 피고는 이에 동의한다.”라고 되어 있습니다.
- 이에 광주시는 조정권고 동의 여부에 대하여 환경부 의견 조회, 소송대리인(변호사) 의견 및 검찰 지휘(조종권고안 수용 지휘)에 따라 동의하였음을 알려드립니다.

나. 공무원 직무유기, 직권남용 등 관련 답변의 청구(2)
- 한편, 2021.6.1. 광주시청 박상영 의원실에서, 광주시청 도시계획과 도시산업팀장(이홍권)은 이번 조정은 검사의 수사 지휘에 따른 것이라 설명하였는바, 이에 대한 근거자료 및 명확한 설명을 요청합니다. 구체적으로, (i) 검사의 수사지휘 내용이 무엇인지, (ii) 해당 내용과 관련된 자료(수사지휘서 등) 을 제공하여 주시기 바랍니다.
○ 회신내용
- 검찰 수사 지휘에 대한 정보공개청구 요청은 2021.06.10.(목) 광주시청 방문 시 알려드린 바와 같이 정보공개 접수 시에 공개 가능 여부에 대하여 관계부서와 협의 후 회신할 예정임을 알려드립니다.

다. 학동산업단지 지정계획에 의견 청취 절차를 거쳤는지 여부
- 일간신문 게재 관련 자료(해당 일간신문의 정보, 게재 일시, 게재 내용)
- 인터넷 홈페이지 공고 자료(해당 공고 일시, 내용)의 공개를 청구합니다.

○ 회신내용
- 학동 일반산업단지 지정계획 고시 당시 주민의견 청취에 대한 법적인 행정절차가 없고, 이에 따른 일간신문 게재 및 홈페이지 공고 또한 대상이 아닙니다.
- 「산업단지 인허가 절차 간소화를 위한 특례법」 제9조에 의거 산업단지계획의 승인 신청 시 이러한 절차를 진행 할 예정임을 알려드립니다.

라. 환경영향평가보고서 공개 청구
- 환경영향평가보고서는 산단절차 간소화법 제8조 제3항 3호 의무절차입니다.
- 학동산업단지 조성 사업과 관련하여 작성된 일체의 환경영향평가보고서(수회 진행시, 전회차 환경영향평가보고서)의 공개를 청구합니다.
- 기타 노인, 임산부, 아동, 저소득층 및 학동1리, 학동2리, 학동3리, 선동리 주민에 대한 학동 일반산업단지 조성 사업의 영향 평가 관련 자료 공개
○ 회신내용
- 현재 학동 일반산업단지는「환경영향평가법」시행령 제10조(전략환경영향평가항목등의 결정 내용 공개 등)에 따라 전략환경영향평가 항목결정 공개에 관한 공고한 사항으로, 결정된 항목에 따라 평가 후 전략환경영향평가서(초안)를 제출할 예정이며, 향후 초안 제출 시「환경영향평가법」시행령 제13조에 따라 일간·지역 신문에 공고 및 주민설명회 개최를 통해 공개하도록 할 예정입니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도시계획과(☏031-760-4557)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2021-06-16,도시계획과
