제목,내용,작성일자,답변,답변일자,담당부서
자원봉사센터 갑질,광주시 자원봉사센터 갑질로 인해서 일 잘하고 있던 직원들이 퇴사하는 일이 8년 동안 8명이 반복되고 있어요 왜? 자원봉사센터 이사장님으로 신동헌시장님이라고 알고 있는데 이 문제를 해결 안하고 계신지요? 직장내 갑질로 피해 입고 퇴사한 직원 8명과 그로인해 봉사하는데 지장을 주어 봉사자들까지 피해를 준 자원봉사센터를지적합니다. 조속히 해결해 주세요,2021-05-12,"1. 귀 댁의 평온과 행복을 기원합니다.
귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2105-0455151)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""직장내 갑질문제 해소""에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 광주시자원봉사센터는 법인형태로 운영하고 있으며 법인 아래 별도의 이사회가 구성되어 있습니다. 센터의 조직 및 운영에 관한 사항은 이사회 고유의 권한이며 이사회 의결을 거쳐 그에 대한 사안은 시와 협의하여 진행하고 있습니다.

-이에 지난 4월 임시이사회를 개최하여 해당 건에 관한 사안 및 해결할 수 있는 방안에 대해 심도 있게 논의하였으며 센터 이사회를 주축으로 시는 사실관계를 확인하고 향후 운영방안을 강구하는 등 사안에 대해 조속하고 원만한 해결방안을 찾고자 노력하고 있습니다.

- 향후 직원 고충상담 제도 설치, 자원봉사단체와의 소통창구 등을 마련하는 등 자원봉사자가 주인이 되어 투명하게 운영될 수 있는 자원봉사센터가 될 수 있도록 적극 노력하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변내용에 대한 추가설명이 필요한 경우 자치행정과 교류협력팀 (☎031-760-1710) 또는 사)광주시자원봉사센터 (☎031-798-1365)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-05-20,자치행정과
장지어린이집 부정채용 공고 관련 민원,"5월11일 경에 장지어린이집 채용공고를 보고 지원서를 작성해 제출하고자 작성이력서와 필요한 서류들을 준비했는데 제출하려고 홈페이지를 재확인한 결과 2021년 5월 12일 오전 8:30에 채용 완료로 떠있는걸 보고 너무 어이가 없었음. 채용공고상 마감일은 2021년 5월 12일 18시 까지로 되어있는데, 일자리를 구하고자 하는 사람을 가지고 노는것도 아니고, 더구나 법인에서 위탁받아서 운영하는 국공립 어린이집에서 공고 마감일이 되지도 않았는데 공고를 마감한 것은 아닌것 같아서 민원을 넣습니다. 또 다른 국공립어린이집의 채용공고와 비교했을때도 공고가 이상하게 나와있었습니다. 먼저 급여 가이드라인 기재가 된 공고가 아니였으며, 지원제출 서류 부분을 보면 개인정보보호법 위반의 내용을 나타내고 있는거 같았습니다.(주민등록등본, 최종학교 졸업증명서) 그리고 자원봉사확인서와 후원금확인서 서류를 제출하라고 되어있는데 어린이집 교사가 후원금 확인서가 왜 필요할까요? 너무 이상해서 민원을 넣습니다. 다른 국공립 어린이집 채용공고에서 후원금 확인서 ? 전혀 그런걸 제출하라는 말도 일체 없습니다.",2021-05-12,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원 ""국공립 장지어린이집 부정채용 공고 민원”에
대한 검토 결과를 다음과 같이 답변드립니다.

【민원내용 및 답변】
가. 홈페이지 채용공고 내용에는 마감일이 ‘21.5.12.(18시)로 되어있으나, ‘21. 5.12.(08시30분)
채용완료로 표시되어 있어 공고일 전 마감은 위법사항이 아닌지?
⇒ 홈페이지 관리 시스템에 문의한 결과 마감일에는 ‘채용완료’로 표시가 되며, 서류 접수는
해당 기간까지 접수처를 통해 접수가 가능한 사항으로 관련이 없음을 알려드립니다.

나. 채용공고 내용 중 급여가이드라인이 없고, 주민등록등본, 졸업증명서 제출은
개인정보법 위반사항이 아닌지?
⇒ 국공립어린이집 경우 채용 교직원은 “2021 보육교직원 인건비 지원기준”에 근거하여
대상자 호봉(경력) 기준에 따라 인건비가 지원됩니다.
또한, 채용을 위해 서류(주민등록등본, 졸업증명서) 제출은 요구할 수 있으며, 개인정보법
위반사항은 아닙니다.
다만, 확정된 채용대상자가 아닌 구직자의 채용서류는 반환 청구가 가능하고 반환을 하지
않은 경우에는「개인정보보호법」에 따라 파기됨을 알려드립니다.

다. 보육교사를 채용하는데 자원봉사확인서, 후원금 확인서 제출은 왜 필요한 것인지?
⇒ 채용하는 기관에 따라 ‘사회적 기여도’ 등 기타 평가 항목으로 제출을 요구할 수
있으며, 요구 자체가 위법사항은 아닙니다.

2. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이
필요한 경우 광주시 여성보육과 이정숙 주무관(☏031-760-3707)에게 연락주시면
친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-05-17,여성보육과
장지 어린이집 부정 채용공고 관련,"채용공고 마감일이 2021년 5월 12일 18시 까지 되어있었으나 장지 어린이집에 지원서를 제출 하고자 재확인한 결과 2021년 5월 12일 8시 30분에 채용 완료로 되어 있습니다

이것은 지원 하고자 하는 자원자를 우롱하는 것으로 생각이 됩니다. 더구나 법인에서 위탁받아서 운영하는 국공립 어린이집에서 공고 마감 시간이 되지도 않았는데 공고를 마감한 것은 법을 위반한 것이라 생각 됩니다.

또한 다른 국공립 어린이집 채용공고와 비교해보니 채용공고 자체가 너무 어긋난거 같습니다.
-급여가이드라인 미 기재
-지원 제출서류를 보면 개인정보보호법 위반(주민등롣등본, 최종학교 졸업증명서)
- 자원봉사확인서, 후원금 확인서제출 등

이에 장지어린이집 채용공고에 많은 문제점이 있으므로 면밀히 검토하여 시정및 재공고를 요구합니다.",2021-05-12,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원 ""국공립 장지어린이집 부정채용공고 민원”에 대한 검토 결과를 다음과 같이 답변드립니다.

【민원내용 및 답변】
가. 홈페이지 채용공고 내용에는 마감일이 ‘21.5.12.(18시)로 되어있으나, ‘21. 5.12.(08시30분)
채용완료로 표시되어 있어 공고일 전 마감은 위법사항이 아닌지?
⇒ 홈페이지 관리 시스템에 문의한 결과 마감일에는 ‘채용완료’로 표시가 되며, 서류 접수는
해당 기간까지 접수처를 통해 접수가 가능한 사항으로 관련이 없음을 알려드립니다.

나. 채용공고 내용 중 급여가이드라인이 없고, 주민등록등본, 졸업증명서 제출은
개인정보법 위반사항이 아닌지?
⇒ 국공립어린이집 경우 채용 교직원은 “2021 보육교직원 인건비 지원기준”에 근거하여
대상자 호봉(경력) 기준에 따라 인건비가 지원됩니다.
또한, 채용을 위해 서류(주민등록등본, 졸업증명서) 제출은 요구할 수 있으며, 개인정보법
위반사항은 아닙니다.
다만, 확정된 채용대상자가 아닌 구직자의 채용서류는 반환 청구가 가능하고 반환을 하지
않은 경우에는「개인정보보호법」에 따라 파기됨을 알려드립니다.

다. 보육교사를 채용하는데 자원봉사확인서, 후원금 확인서 제출은 왜 필요한 것인지?
⇒ 채용하는 기관에 따라 ‘사회적 기여도’ 등 기타 평가 항목으로 제출을 요구할 수
있으며, 요구 자체가 위법사항은 아닙니다.

2. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이
필요한 경우 광주시 여성보육과 이정숙 주무관(☏031-760-3707)에게 연락주시면
친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-05-17,여성보육과
"신축아파트 건설 공사 소음 , 진동으로 살수 가 없습니다.","삼동우남퍼스트빌아파트 주민입니다.
우남아파트 옆에 건설되고 있는 현대건설 신축아파트 공사장 소음, 진동 때문에 살 수가 없습니다.
광주시에서 특단의 조치를 내려 주시기 바랍니다.",2021-05-12,"1. 귀 가정의 건강과 행복을 기원합니다. 귀하께서 국민신문고에 신청하신 민원(1AA-2105-0436206)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “삼동 254-43 현대힐스테이트 아파트 공사장에서 발생하는 소음으로 인한 생활불편”에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 2021. 5. 12. 소음측정결과 71dB(기준 65dB)로 생활소음규제기준 초과에 따른 행정처분이 진행됨을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 환경정책과 강병구 주무관(☎031-760-2857)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-05-17,환경정책과
도로 물고임,"매양중학교~특수전학교 정류장 사이에 인도와 차도 사이에 도로가 움푹 파여서 일년 내내 물이 고여있는 곳이 있습니다. 여러 곳이 있는데 그중에서 풀스윙 골프장 앞부분 도로가 가장 심한데 차들이 지나면서 물을 튀길까 날씨가 좋은 날에도 빙 돌아서 다니고 있으며, 악취도 엄청 심합니다",2021-05-11,"1. 귀하의 가정에 건강과 행복이 가득하시기를 기원합니다.
2. 귀하께서 국민신문고 접수번호 2AA-2105-0441662(2021.5.12.)호로 접수하신 “오포읍 양벌리 949-4번지 일원 오수맨홀 역류”에 대한 현장 확인 및 조치결과는 아래와 같습니다.

□ 현장 확인 및 조치결과
- 현장 확인 결과, 오수관로의 통수상태 불량 사항이 확인되어, 준설 조치를 완료한 사항임을 알려드립니다.

3. 상기 사항에 대해 궁금하신 점이 있으신 경우, 광주시 상하수도사업소 하수과 관로정비팀 주무관 임승혁(☎031-760-5648)로 문의하여 주시면 자세히 안내해 드리겠습니다. 끝.
",2021-05-28,하수과
백마산 계곡 복개와 도로건설을 허가한 이유를 알고 싶습니다,"백마산 계곡이 복개되고 주변 자연환경이 파괴되고 있습니다. 2018년 공원계획에 관한 공청회이후 아파트대표회의를 통해 반대의견을 냈음에도 불구하고 아무 설명도 없이 오늘에 이르렀다고 합니다. 계곡복원에 관해 지속적으로 민원을 넣었으나 공무원은 책임이 없다는 답변이고, 시공사 대표만 열심히 공무원을 대변하고 복개의 정당성을 말합니다. 하천 복개의 정당한 근거가 있다면 증거를 서면으로 받고 싶습니다. 이편한세상 아파트와 계곡사이의 축대의 안전성을 이유로 드는데 , 그렇다면 축대 안전성 평가는 했는지 아파트 건설 현장과 계곡의 환경영향평가는 했는지, 또 이 계곡은 상수원보호지역이었는데 어떤 합당한 근거로 보호지역에 도로와 공원을 설치하는지 알고 싶습니다. 이 모든 것을 시공사의 답변이 아니라 공무원이 절차상 거친 서류를 통해 확인 받고 싶습니다. 우리 아파트 주민 뿐 아니라 백마산 자연환경을 아끼고 지켜야 한다는 많은 분들이 있음에도 불구하고 사유지 몇 사람의 재산권을 지켜야 한다는 이유로 광주의 명산인 백마산을 망가뜨려서는 안됩니다. 도로건설이 이미 오래전의 도시계획으로 결정난 사실이라 하는데 그 당시 사유지 주인이 공무원과 유착되어 있는 건 아닌지 꼭 알아봐 주세요. LH사태와 같은 일이 광주시 공무원들 사이에 있는 건 아닌지 꼭 조사할 필요가 있습니다. 광주시 공무원들의 청렴을 증명할 수 있어야 시민들도 공무원들을 믿고 광주시 행정에 협조와 지지를 보낼 것입니다. 벌써 계곡에 시멘트를 부으면서 버들치들이 죽기 시작했습니다. 숲과 계곡이 가진 공익적 가치가 지금 당장의 금전 적 가치보다 낮다고 누가 말할 수 있겠습니까? 제발 광주시민을 무시하는 행정의 일방적 사업을 중단해 주세요.",2021-05-11,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 : 1AA-2105-0401095) [쌍동1지구 백마산 진입 도로 및 공원 공사 반대]건과 관련하여 아래와 같이 답변드립니다.

[도시계획과]
○ 쌍동1지구 내 도시계획도로 소로2-19호선은 종전 쌍동1지구 준도시 취락지구 개발계획 수립【경기도고시 제99-223호(1999. 6.26.)】 시 도로 폭 8m의 도시계획도로로 최초 결정되었으며,
○ 이후, 공동주택건설 목적의 주민제안에 따라 쌍동1지구 도시관리계획(지구단위계획 결정(변경)【광주시 고시 제2015-187호, 광주시 고시 제2018-371호 등】 시에도 관련 행정 절차인 도시계획위원회 자문, 관련기관(부서) 협의, 주민열람·공고, (도시계획·건축)공동위원회 심의 등을 통하여 도시계획도로로 결정된 사항입니다.
○ 따라서 본 도시계획도로(소로 2-19호선)가 쌍동1지구 최초 개발계획 수립 당시부터 결정된 노선으로서 해당 노선을 폐지하고자 할 경우 인접 필지의 맹지 발생이 예상되므로, 소로2-19호선 노선 폐지는 어려운 실정임을 이해하여 주시기 바랍니다

[도시개발과]
○ 해당 사업은 쌍동1지구 지구단위계획에 따라 기 결정된 도시계획도로에 대하여 「국토의 계획 및 이용에 관한 법률」 제88조에 따라 실시계획인가를 득하여 공사 중인 사항으로, 실시계획인가 시 관계 법령에 따른 평가(환경, 재해)를 득하여 수립된 계획에 따라 공사 진행 중인 사항임을 알려드립니다.
○ 아울러 금 번 도시계획도로 공사에 대하여 관계 법령에 따른 평가의 협의 내용을 바탕으로 수시 점검 예정이며, 당초 공사 계획 이외의 백마산 일원 환경 훼손이 발생하지 않도록 하여 공사로 인하여 주민 불편이 최소화되도록 철저한 사업관리 예정이오니 공사 중 다소 불편하시더라도 널리 양해하여 주시기 바랍니다.

[공원정책과]
○ 귀하의 민원내용은 초월읍 쌍동리 302-43번지 일원에 추진 중인 공사와 관련하여 문의하신 사항으로 확인됩니다.
○ 관련부서 협의 결과, 초월읍 쌍동리 302-43번지 일원은 인접 쌍동1지구 주택건설사업 공사와 관련하여 집중호우 피해 예방을 위하여 재난대비 안전조치에 따라 가우수처리시설(침사지) 등이 설치되어 있던 곳이며,
○ 현재 공원 조성 목적의 실시계획인가를 득하여 공사를 시행 중인 사항이 아닌 우수피해를 방지하고자 도시공원 점용허가를 득하여 하수도 시설(2련 암거)을 설치 중인 사항임을 알려드리오니 이 점 양지하여 주시기 바랍니다.

2. 귀하의 민원에 충분한 답변이 되었기를 바라며, 기타 문의사항은 도시계획과 도시외지구팀(031-760-2957), 도시개발과 도시행정팀(031-760-4587), 공원정책과 공원정책팀(031-760-3764)로 전화주시면 친절히 답변드리겠습니다. 감사합니다. 끝.
",2021-06-09,도시개발과
태전지구 교통대책 무엇을 준비하고 계십니까?,"안녕하세요.
태전지구에 살고 있는 시민입니다.
태전지구는 대규모 택지개발지구입니다.
하지만, 대중교통 대책은 전무하다 싶은 수준입니다.
최근 삼안선 이슈 또한 태전지구 시민 고통이 녹아 있습니다.
번호대로 하나하나 답변부탁드립니다.

1. 삼안선 이슈에 대해서는 국토부의 요구사항대로 삼동~용인송담대운동장 으로 노선을 수정하여 다시 제출해주시고
그에 대한 국토부의 답변을 듣고싶은 것이 태전고산지구, 양벌리, 처인구 시민의 마음입니다.
그렇게 해주실 것인지 시장님께 전달해주시고 답변해주시기 바랍니다.

2. 태전지구 교통대책이 무엇이 있습니까?
자전거 도로같은 황당한 답변을 하지마시고, 도로 및 버스노선 확충 같은 현실적인 대책을 말씀해주시기 바랍니다.

3. 코로나로 연기되었다고 변명하고 있는 판교-태전지구간 버스(일명 3200번)는 언제부터 운행이 될 수 있는 것입니까?

4. 판교-태전지구간 버스말고 일반버스로 삼동역을 거쳐 분당으로 가는 버스노선같은 현실적이고 절실한 버스노선에 대한 계획은 없습니까?
최초 공영버스 도입했다고 홍보만 하지마시고, 대중교통 최악의 도시라는 오명을 얻고 싶지않으시다면
아래 2개의 버스 노선을 신설해주시기 바랍니다.
(1) 태전지구-삼동역-야탑-이매역-성남역(GTX)-판교역 (태전지구-삼동역 노선은 320번 버스와 같습니다)
(2) 광주역-경안중-장지현대아파트-태전효성아파트-성원아파트-태성초-태전힐스7,9단지-태전힐스6지구-태전힐스7지구-태전이편한세상1차-태전파크자이-광주역(상하행 다 운영해주시고, 고산IC 이용하다가 광남고-포은대로간 도로공사가 완료된 이후에는 그 길로 변경해주십시오)",2021-05-10,"귀하의 가정에 행복이 가득하길 기원하며, 국민신문고를 통해 신청하신 민원(신청번호 1AA-2105-0379512)에 대한 검토 결과를 다음과 같이 알려드립니다.

1. 버스분야
가. 버스노선 확충계획
현재 우리 시에서는 고산지구(태전지구 경유)~잠실역 광역버스 노선신설을 위하여 2021년 경기도 공공버스 신규노선 공모사업에 수요 제출하여 제안 발표를 완료하였습니다. 최종 선정되어 빠른 시일 내 개통될 수 있도록 적극 노력하겠습니다.
※ 버스의 운영은 일반적으로 민간업체에서 인가대수, 횟수를 관할관청에 인가 받아 운영하는 방식으로, 수요에 비례하여 노선의 대수, 횟수가 결정되게 됩니다. 현재는 민간업체에서 인가받아 기 운영 중인 버스조차 감차할 정도로 이용객이 분포가 좋지 않은 상황으로, 우리 시에서는 경기도(공공버스, 수입금공동관리형 준공영제, 맞춤형버스, 벽지노선), 국토부(도시형교통모델) 지원사업과 광주시 공영버스, 준공영제 운영을 위한 보조금을 확보하여 민영제 노선 운영을 보조하고 있으나, 코로나 19등의 여파로 그 규모가 점차 증가하는 실정입니다.
나. 판교~태전/고산지구 신설 노선(3100번)의 경우 성남시와 적극 협의하여 경기도 공공버스 도입 등 다각도의 방법으로 검토 중이나, 성남시의 노선 인가(민영제) 이후 개통일이 확정되지 않고 있습니다. 우리시에서도 최대한 빠른 시일 내 개통될 수 있도록 최선의 노력을 다하겠습니다.
다. 아울러 현재는 코로나 19 등의 여파로 버스업체의 운영에 차질이 있어, 기존의 인가 노선 또한 대규모 감차 운행을 시행하고 있는 실정으로, 신규노선의 개설 및 운행은 다소 어려움이 있는 실정이오니 널리 양해하여 주시기 바랍니다. 광주시 관내 운행의 경우 향후 마을버스 완전공영제 확대 사업 추진 시 개설 가능 여부를 검토하도록 하겠습니다. 답변 내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 이은정 주무관(☏031-760-8788)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

2. 철도분야
가. 귀하의 민원내용은 “경강선 연장사업 계획”에 대한 것으로 이해되며, 민원사항에 대하여 검토한 의견은 다음과 같습니다.
나. 우리시는 용인시, 안성시와의 업무협약을 통해 “경강선 연장사업(삼동-용인-안성)”을 추진 중에 있으며, 특별히 태전/고산지구 일대 교통난 해소를 위하여 연장노선에 태전/고산, 양벌지역 신설역을 포함하는 계획으로 「제4차(2021~2030) 국가철도망 구축계획」에 반영 건의하였습니다.
다. 10년 단위 철도건설계획을 5년마다 재정비하여 발표하는 국토교통부의 국가철도망 구축계획은 금년 상반기 제4차 고시를 앞두고 지난 4월 22일에 제4차 국가철도망 구축계획 공청회에서 추가검토사업으로 경강선 연장(삼동-안성)구간을 발표하여 안타까운 실정이지만, 향후 사업추진에 대한 가능성은 높아졌습니다.
라. 우리 시는 향후 용인시, 안성시와 협의하여 경강선 연장사업이 국가철도망 구축계획에 반영되어 사업이 원활히 추진될 수 있도록 적극 노력하겠으며, 현재 추진중인 광주시 철도망 확충 서명운동은 추후 철도망 구축 건의시 활용할 계획이오니 적극적인 동참 부탁드립니다.
마. 기타 문의사항은 교통행정과 철도물류팀 차윤철(☏031-760-2073)으로 연락주시면 성심껏 답변 드리겠습니다. 끝.
",2021-05-20,대중교통과
검복리 주차장에 전기차 충전소 설치 건,"안녕하세요 수고가 많습니다.
남한산성 여럿주차장에 전기차 중전소가 존재하나, 검복리 주차장에는 전기차 충전소가 존재하지 않습니다.
1. 전기차 충전소 설치 계획이 있는지?
2. 만약 계획이 있다면 언제쯤 어떤게 몇대가 설치될 것인지?
3. 계획이 없다면 계획에 넣어서 설치 요청드립니다.
감사합니다.",2021-05-10,"- 귀하의 가정에 행복이 가득하시길 기원합니다.
- “경기도 광주시 남한산성면 검복리 주차장에 전기차 충전소 설치 계획”건에 대하여 남한산성면사무소에 검토한 결과 설치 계획이 없음을 알려드립니다.
- 기타 궁금하신 사항이 있으신 경우 환경정책과 고예진 주무관(760-2739)으로 문의하여 주시기 바랍니다.
",2021-05-11,환경정책과
전기차 충전소 이용,"광주시청 민원실및 주차장에 설치되어 있는 전기차 충전소를 시민들이 공동으로 이용하기 위해서는 충전이 끝난 차량들은 즉시 이동해 주어야 다음 충전을 기다리는 차량들이 충전할수 있는데,,최근 주말이나 야간에 충전하려고 방문해 보면 광주시청 업무용 전기차들이 충전이 완료 되었는데도 이동하지 않고 밤새 주차해 있어서 충전을 못한 경우가 몇번 됩니다.
특히 시청업무용 차량들은 시민들을 배려하는 차원에서 충전해 이동을 즉시 해 주면 좋겠는데,
오히려 이동하지 않아서 늦은밤 귀가 충전을 해야 하는 차량들이 충전이 못해 그 다음날까지 애로를 겪고 있읍니다.
공무원들이 먼저 솔선수범하셔서 모범을 보여주시면,, 시민들이 조금이나마 생활하는데 많으니 되겠습니다.
꼭 시정 부탁드립니다.",2021-05-10,"1. 귀하의 가정에 행복이 깃들길 기원하며, 귀하께서 제기하신 민원에 대하여 아래와 같이 답변드립니다.

2. 귀하께서 제기하신 민원은 청사내 설치되어 있는 전기차 충전소에 충전이 이미 다 끝난 차량이 이동주차 하지 않아 귀하께서 충전에 불편함을 겪은 것으로 파악됩니다. 이를 해결하기 위하여 해당 전기차충전구역에 충전안내표지판을 제작 설치할 예정이며, 직원들에 대하여 철저한 교육을 통해 유사한 일이 재발생하지 않도록 주의를 기울이도록 하겠습니다.

3. 기타 문의사항은 회계과 재산관리팀 주무관 이재은(☎031-760-2984)으로 문의해주시기 바랍니다.

끝.
",2021-05-11,회계과
체육시설 보안,"경기 광주시 중대동28-40 위치에 설치된 체육시설을 이용하고 있읍니다
1.조명시설 고장부분 수리 요청
2.우천시 천장부분에 누수되어 운동불가할 정도임 수리요청",2021-05-10,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호1AA-2105-0347707)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은「중대동 28-40번지 교각하부 체육공원 천장누수 및 고장 조명시설 보수 요청」에 관한 것으로 판단되며
3. 귀하의 민원사항 중 도로관리과 소관사항인 교각하부 체육공원 천장누수 건에 대하여 검토한 의견은 다음과 같습니다.
- 확인결과 우기 시 천장 누수로 인하여 체육시설 이용에 불편함이 있을 것으로 판단되며,
- 본 사안에 대하여는 귀하가 송부하여 주신 동영상 자료 등을 참조하여 누수 원인인 배수관 이음부에 대하여 보수공사 할 예정임을 알려드립니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀 김기환 주무관(☏031-760-4496)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

【광남1동 답변사항】

1. 귀하의 무궁한 발전을 기원합니다.
2. 귀하께서 문의주신 [1. 조명시설 고장부분 수리]와 관련하여 다음과 같이 답변드립니다.
- 현재 중대체육공원 족구장 주변에 설치된 조명시설은 3종류(태양광활용, LED, 메탈램프)입니다.
- 이 중 고장 신고하신 태양광활용 조명은 체육시설 설치시에 최초 설치된 조명으로서 운영 중 설계미스 및 집열판 문제로 활용이 다소 어려운 문제점이 발견되어 이후 별도 수리하지 않고 LED 조명으로 족구장 야간조명을 추가 설치, 현재 족구장 야간사용에 지장이 없도록 조치한 사항임을 알려드립니다.
- 아울러 말씀하신 태양광조명은 철거 시에도 비용이 드는 점을 감안, 향후 활용여부 등 처리방안을 검토하도록 하겠습니다. 끝.
",2021-05-12,도로관리과
