제목,내용,작성일자,답변,답변일자,담당부서
왜 매번 쓰레기 수거 업체 직원이 쓰레기를 투척하고 하고 가는가???,"왜 매번 쓰레기 수거 업체 직원이 쓰레기를 투척하고 하고 가는가???

우리동 빌리가 쓰레기 처리장인가???

이것들은 거의 매번 저렇게 버리고 간다...

그리고 다음번 쓰레기 수거날(화요일) 수거하거나 아니면 또 냅둔다...

이번엔 안 참는다...

2022년 3월 25일 11시 40분경 금요일 저렇게 버리고 가면...

다음 수거날인 화요일까지 저렇게 방치가 된다...

신고해도 그때뿐...

이번엔 안 참는다!!!

이글 확인 되면 당장 전화 달라!!!

아니 사람이 가만히 있으니 누굴 호구로 아나...

이것들에겐 존칭도 필요없다...

월요일 오전까지 연락 주시길...

진짜 열받음...",2022-03-26,"1. 안녕하십니끼? 귀하께서 국민신문고를 통해 요청하신 민원(1AA-2203-0780620)에 대한 처리결과를 다음과 같이 안내드립니다.

2. 먼저 배출지 상 적치되어 있는 폐기물로 인하여 불편을 겪으신 점에 대해여 사과 말씀드립니다.

3. 수거요청하신 폐기물은 오늘(3.28.) 오전 해당지역 수거업체에 별도 요청을 하여 즉시 수거처리 되었으며, 새말길 245 일원에서 올바르게 배출되지 못한 폐기물(종량제봉투 미사용 생활폐기물 등)의 일시적인 수거를 위한 임시 적치장소를 다른곳으로 변경할것을 요청하였음을 안내드립니다.

4. 귀하의 요청사항에 대하여 만족스러운 답변이 되었기를 바라며, 기타 궁금하신 사항은 광주시청 자원순환과(031-760-4687)로 전화주시면 안내해드리도록 하겠습니다.

붙임 민원신청서 1부. 끝.
",2022-03-28,자원순환과
쌍령동에서 경기광주역 가는 버스 노선 확충건의.,"쌍령동에서 경기광주역 가는 버스 노선 많이 만들어주세요.
경기광주 시내의 바로 옆 동네에서 경기광주역을 한번에 가는 버스가 많이 없습니다 .
또 양벌리 시민체육관 이용하고 싶은데 교통편이 많이 부족해서 불편함이 큽니다.
쌍령동 gs앞에 있는 버스정류장에서 경기광주역을 가려면광주 시내를 환승해서 가야하는 불편함이있습니다.
만약 쌍령동에서 시민체육관을 가려면
300번 탑승> 시내 하차> 경기광주역 가는 버스노선 찾아서 탑승(경기광주역 가는게 있고 안가는게 있어서 헷갈림) > 경기광주역 하차> 15분 걸어서 시민체육관 도착 총 30분 거리.
쌍령동에서 시민체육관 걸어서 45분 소요.
자차로 가면 8분 걸리고 지도상 그렇게 먼 동네도 아닌데
걸어서와 대중교통 이용시 이렇게 차이가 안날수있나요?
쌍령동에 빌라와 아파트 세대가 엄청나게 많은데 인구수에 비해 교통편 구성이 좀 열악하다고 생각됩니다.

앞으로 광주시는 동과 동을 연결하는 대중교통편 버스노선과 배차시간을 늘리고
각 동의 시민들이 광주시 공공기관 (도서관 시민체육관 시청 지하철역)에 대한 접근성을 좋게 하기 위해 버스노선이좀더 확대 되었으면 좋겠습니다.

예를 들어 밀목쪽으로 이전한 새로운 시청에 갈때대 대부분의 시민들은 택시나 자가를 이용하거나 밀목에서 내려 한참을 걸어야합니다...
이 말은 즉슨 교통편이 좋지 않고 접근성이 좋지 않다는 이야기입니다.

이제 쌍령공원이 생긴다고 들었습니다.
광주시는 공원이나 시민체육관 시청 등 시민이용 시설을 늘리는것에만 집중할 것이 아니라 이에 따른 버스 노선 확충과 시간배치도 늘려주시길 바랍니다",2022-03-26,"1. 코로나 19 대응에 힘써주시는 귀하의 노고에 감사드립니다.
2. 귀하께서 국민신문고에 신청하신 민원(1AA-2203-0778965)에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 민원내용
- 쌍령동~경기광주역 버스노선 확충
○ 회신내용
- 대중교통 이용에 불편을 드린 점 사과드립니다.
- 쌍령동에서 경기광주역으로 이동 할 경우 300번 보다는 2번과 2-3번을 이용하시면 보다 효율적인 이동이 가능합니다. 2번은 시청에서 회덕동, 보건소 및 경기광주역을 거쳐 쌍령동, 도평리를 운행하고 있으며, 2-3번은 시청에서 터미널, 경기광주역을 거쳐 쌍령동 푸르지오로 운행하고 있사오니 이용에 참고하여 주시기 바랍니다.
- 지역 연계노선 강화를 위해 공영버스 및 마을버스를 도입하여 노선을 확충해 나아가고 있습니다. 대중교통을 보다 편리하게 이용하실 수 있도록 지속적으로 노선을 발굴, 확충토록 노력하겠습니다.
3. 답변내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 이완실 버스운영팀장(☏031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
끝.
",2022-04-04,대중교통과
도로공사후 물이고여있습니다,얼마전 도로공사후 집상가입구로 적은비가와도 물이고여 배수가 안됩니다 첨부한 사진을보면 문제를 바로 알 수 있을겁니다 비가 그치고 난후 사진입니다,2022-03-26,"안녕하십니까? 귀하께서 안전신문고에 제출하신 민원(신청번호 1AA-2203-0779259)에 대한 조치계획을 다음과 같이 알려드립니다.
1. 민원내용
- 경안동 48-9번지 건물 앞 보도상에 빗물고임에 따른 불편
2. 답변내용
- 경안동 254-32번지 일원은 『경안동 도시재생사업』 일환으로 시민들의 보행환경 개선을 목적으로 도로 재정비 공사를 완료한 구역입니다. 현장 확인결과 보도 낮춤시공으로 인해 강우시 우수배제가 원활하지 않은 상태로 현장여건을 고려하여 보도 보수 또는 우수배제시설 추가 등의 보완조치를 시행할 예정임을 알려드립니다.
- 귀 하의 불편에 만족스러운 답변이 되었기를 바라며, 추가 궁금한 사항이 있으시면 도시재생과 도시재생사업팀(760-8687)로 연락주시면 친절히 안내해드리겠습니다. 감사합니다. 끝
",2022-04-04,도시재생과
[궁평리] 하천옆 도로 붕괴 조치 요청 건,"경기 광주시 도척면 궁평리 794-2 번지 하천옆 도로 붕괴로 인해 사고가 우려되는 바,
조속한 조치를 바랍니다.

※ 2022. 03월 22일 안전신문고 앱을 통해 신고하였으나, 전혀 조치가 되지 않아 민원을 재접수합니다.",2022-03-25,"1. 귀하의 가정에 행복이 가득하시길 기원합니다.

2. 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2203-0744610)에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 귀하의 민원 내용은 광주시 도척면 궁평리 산6 일원 도로 파손 구간 보수 요청으로 판단됩니다.
나. 현장 확인 결과 보수가 필요한 것으로 판단되어, 도로 보수 시공업체에 작업 지시하여 조속한 시일 내에 보수 진행됨을 알려드립니다.

3. 답변내용에 대한 설명이 필요한 경우 도척면 행정복지센터 산업팀(031-760-4947)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-03-28,도척면
서류접수의 간소화,"아이가 정신과 진료를 받고 그부분의 지원을 받는데
병원에서 끊어준 서류에 도장말고
추가로 의사개인도장까지 필요한가요?
그것도 원본으로 말입니다
서류조작때문인가요?
요즘보험청구도 영수증 사진찍어서 받는데..

근무하다말고 주민센터나 보건소가는게 쉬운가요?
서류접수정도는 그냥 사진찍어서 메일이나 팩스로 받아도되고..
이번건은 병원장 찍인이 있는데..
심리검사센터도장도 있는데..

추가로 의사선생님 도장까지 받아오라니..
왜 이렇게 업무처리하시는지 모르겠네요

뭘 더 확인하려는거죠?
의심스러우면 병원에 직접전화하는게
더정확하고..병원에서 서류가 미흡다하다하세요

난 도저히 이해가 안가서 무슨말로 도장찍어달라할지
설명을 못하겠네요",2022-03-24,"국민신문고에 접수된 사항에 대하여 다음과 같이 답변하고자 합니다.

1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대하여 아래와 같이 답변드립니다.
2. 귀하의 민원 내용은 정신질환 치료비 지원에 관한 신청서류 간소화에 대한 내용으로 이해됩니다.
3. 광주시에서는 정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 제11조에 의거하여 치료비를 지원하고 있으며 정신건강증진사업 지침에서는 치료비 청구에 관한 사류를 다음과 같이 규정하고 있습니다.
① 응급입원 치료비, 행정입원 치료비, 외래치료 지원제 (법64조)
※ 응급입원 및 행정입원, 외래치료 지원제인 경우 의료기관에서 직접 신청 및 청구 (서식2 사용)를 원칙으로 하되, 환자가 기납부한 금액을 지원받고자 할 때 사용
- 정신질환 치료비 지원 신청서(환자용) [서식 1호]
- 주민등록등본 또는 주민등록증 또는 운전면허증 등 1부 (본인 확인용이며 외국인은 하단참조)
- 개인정보 수집,이용,제공에 대한 동의서 [서식 3호]
- 입원(행정·응급)확인서 [서식7호] (행정 및 응급입원시)
- 보건소장(정신건강복지센터장, 중독통합관리센터장) 추천서 [서식9호] (필요시)
- 행정정보공동이용 사전동의서 [서식12호]
- 치료비 영수증·계산서 (병원용)
- 기납부한 환자 명의 통장사본 1부
② 발병 초기 정신질환 치료비
※ 발병 초기 정신질환 치료비 지원 신청시, 입원비 내역은 작성하지 않아도 무방.
- 정신질환 치료비 지원 신청서(환자용) [서식 1호]
- 주민등록등본 또는 주민등록증 또는 운전면허증 등 1부 (본인 확인용이며 외국인은 하단참조)
- 행정정보공동이용 사전동의서 [서식12호]
(소득증빙용) 수급자 증명서, 차상위 계층 증빙할 수 있는 서류, 차상위본인부담경감 대상자 증명서, 건강보험료 본인부담금 납입증명서, 건강보험자격확인서, 자격득실 확인서 등
- 보건소장(정신건강복지센터장) 추천서(필요시) [서식9호]
- 최초 진단 연도를 확인할 수 있는 진료기록 사본 또는 정신건강의학과 전문의 소견서
(최초 진단 연도 명시)
* 최초 진단 연도를 확인할 수 있는 진료기록 사본은 반드시 원본대조필 필증
* [서식8]의 소견서를 그대로 사용하지 않고 서식을 달리하여 사용할 수 있음
- 개인정보 수집·이용·제공에 대한 동의서 [서식 3호]
- 기납부한 환자 명의 통장사본 1부

4. 치료비 신청에 관한 서류가 다소 복잡하여 유선으로 안내하여 드렸으나 관련 지침상 필요서류청구를 할 수 밖에 없었던 점을 다시 한번 양해 부탁드립니다.

5. 답변 내용에 대한 추가 설명이 필요한 경우 감염병관리과 박현택 주무관(031-760-4765) 으로 연락주시면 친절히 안내해 드리도록 하겠습니다.
",2022-03-28,감염병관리과
수레실길에도 공공 마을버스 해주세요,"신현리에도 마을버스가 도입이 되었습니다.
저희 동네는 서현까지랑 신현리가는것 밖에 없으며
마을회관 위쪽에도 세대는 계속늘며 아이들도 많아지는곳인데 버스는 정류장도 늘려주지도 않을 뿐더러 신현중일대까지 까지 가는것은 1대 밖에 없어서 불편합니다.
저희도 신현중 일대를 돌수있는 마을버스를 운영해주세요!!
그리고 수레실길 마을회관 위쪽 세대도 마을버스가 돌게끔 신경써 주십시요!!",2022-03-24,"1. 코로나 19 대응에 힘써주시는 귀하의 노고에 감사드립니다.
2. 귀하께서 국민신문고에 신청하신 민원(1AA-2203-0714676)에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 민원내용
- 수레실길 마을버스 신설 건의
○ 회신내용
- 광주시에서는 지난해 11월 성남시와 공동으로 추진 완료한 국지도 57호선(광주~성남)교통개선대책수립 및 사전타당성조사 용역을 통해 버스노선 체계 개편방안(단기안)에서 기존 시내버스 노선 연장, 노선 직선화, 노선 신설 등의 방안과 마을버스 노선 신설 방안, 중기안으로 태재육교에서 성남시 느티나무사거리 구간(연장 5키로미터) 가로변 버스전용차로 설치안과 연계환승시설 설치방안을 제언하였고 보고서 내용을 토대로 금년 8월 준공예정인 광주시 제4차지방대중교통계획(2022~2026)에 반영코자 추진하고 있습니다.
- 수레실길 지역의 마을버스 신설 필요성 등을 검토하여 제4차지방대중교통계획에 반영될 수 있도록 노력하겠습니다.

3. 답변내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 이완실 버스운영팀장(☏031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
끝.
",2022-03-31,대중교통과
도로 불법 점유물관련,"조금 전에 문의드린

1AA-2203-0676998에 이어서 문의드립니다

개인이 사유지가 아닌 공공도로에 있는 타인의 재산? 고양이 집을 치울경우 문제가 발생한다는거는 이해하겠습니다

그런데 사유지가 아니고, 공용도로에 있는 불법 점유물을 국가에서 치우는것도 문제가 되는건가요?

단순히 인력과 시간이 없어서 처리를 못한다 하시는건지 궁금합니다

그게 공기관에서 불법 점유물 처리를 못한다하면 그냥 길 한편에 개인의 무단 점유를 막지 못한다는 말인데,

중성화 시키는 비용과 시간보다 길거리에 있는 고양이 밥그릇과 집을 없애는게 더 효율적이지 않을까 생각합니다",2022-03-23,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2203-0685098)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""도로 적치물 제거 요청""에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 민원 제기하신 광주시 경안동 132-45번지 일원에 적치되어 있는 물건(고양이 집)은 즉시 이동이 가능한 물건으로서 무단점유에 해당되지 아니하나, 계도문을 부착한 사항으로 지속적으로 계도조치하여 불편사항이 해소될 수 있도록 노력하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 건설행정팀(☏031-760-2932)으로 연락주시면 안내해 드리도록 하겠습니다. 끝.
",2022-04-11,건설과
주차장 문제,"25여년전 송정동 67-11번지 신혼빌라 앞에 도로를 내기위해 신혼빌라의 지하 주차장을 매립시키며 도로를 만들었다.
그로인해 주차장이 사라진 신혼빌라 주민들을 위해 그당시 신혼빌라 앞에있는 송정동 67-61번지의 빈땅을 신혼빌라의 전용 주차장으로 사용할수있게끔 허가해줬다.
그런데 이제와서는 이 67-61번지의 땅이 신혼빌라의 전용 주차장이 아닌 공용으로 사용해도 문제없다는 소리를 하면서 67-61번지의 옆에있는 효경빌라에서 주차를 하면서 신혼빌라 주민과 효경빌라 주민들을 자꾸 싸우게 만드는 원인을 제공하고있다.
서류는 이미 오랜시간이 지나서 사라졌다는 얘기만하면서 해결을 안되고
차라리 이럴거면 도로를 없애고 다시 신혼빌라 지하주차장을 사용할수 있게끔 해주거나 67-61번지의 빈땅을 신혼빌라의 전용 주차장으로 사용할수 있게 해결을 해서 양 빌라 주민을의 싸움이 없어지게끔 도와줬으면 좋겠다

신혼빌라 지하 사진 첨부",2022-03-22,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2203-0667492)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""공유재산(시유지) 사용""에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 질의하신 송정동 67-61번지는 공유재산 사용허가 이력이 없으며, 광주시 소유 재산으로서 특정 빌라 전용주차장으로 사용할 수 없음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 건설행정팀(☏031-760-2932)으로 연락주시면 안내해 드리도록 하겠습니다. 끝.
",2022-04-11,건설과
도로를 점령하고 있습니다.,"저희는 두동이 함께 분양 된 빌라입니다. 그런데 옆동에서 도로를 점령하고 불편을 주고 있습니다. 저희 빌라 주차공간에 건물 벽면과 임의로 지어 놓은 창고 벽면에 맞닿게 주차선을 그어놓고, 말뚝을 박고, 본인들만의 창고를 지어 놓아 4대가 주차되어야 할 공간에 간신히 2대만 주차할 수 있게 만들어 놓았습니다. 뿐만아니라 빌라 앞으로 버스도 지나다니는데 그들만의 주차공간 확보라는 이유로 도로 쪽에 말뚝을 박아 놓아 차량 간 교차 운행에 불편을 주고 있습니다. 처음에는 빨간색 플라스틱 봉을 박아 놓았는데 차들이 들이받아 봉이 파손되다보니 작은 쇠기둥을 박아 놓고, 그것 또한 차량운행으로 파손되어 좀 더 큰 쇠기둥으로 교체 작업을 하였습니다. 도통 말이 통하지 않고 억지를 부리고 있어서 생활에 매우 불편함을 주고 있습니다. 어떠한 제재를 가하고 싶습니다. 옆동에서 주장하는 주차공간 확보를 위한 저 구조물을 철거할 것을 요구하고 싶습니다. 옆동이 임의대로 지어 놓은 창고 또한 이웃하고 있는 저희쪽에서는 매우 불편합니다. 문제해결 할 수 있는 방법을 알려주셨으면 합니다.",2022-03-22,"1. 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “불법건축물 정비 요청”에 관한 것으로 판단됩니다.

3. 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 신현리 732-16번지 상 건축물에 대하여 확인한 결과「건축법」제14조(건축신고) 및 제20조(가설건축물)에 따른 위반사항이 확인되어, 같은 법 제79조(위반 건축물 등에 대한 조치 등) 및「행정절차법」제27조에 따라 관계자에게 행정조치를 명령하였으며 이에 응하지 않는 경우 행정절차(이행강제금 부과 등)가 이루어질 수 있음을 통보하였습니다.
- 아울러, 상기 부지 내 도로와 경계를 표시하기 위해 설치한 시설물은「건축법」상 저촉사항 없음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 오포읍 행정복지센터 건축팀 박근탁(031-760-4885)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-04-05,오포읍
내일부터 당장 투석 받을 병원이 없습니다.,"월수금 일주일에 3번 투석을 받고 있는 남편의 아내입니다.

남편은 직장을 다니며 야간투석을 받고 있습니다.
2/28 그러니까 2월의 마지막날에 3월 한달만 야간투석하고 4월 부터는 야간투석을 못한다고 합니다.
아니 대안도 안주고. 병원목록을 주는데, 그건 전화해도 신규나 전원된 환자는 받지 않았습니다.

남편은 여러 고심 끝에 하남에서 새벽 5시부터 받으려고 정말 목숨을 걸고 고민을 하는 중이었습니다.

그런데,
오늘 3/21월요일 당장 내일부터 야간 투석을 할 수 없으니, 전원 일지를 떼주며 다른 병원으로 가라고 합니다.

아니, 광주시에 이번이 아니고 코로나 전에도 여러번 야간 투석병원을 늘려달라고 민원을 넣었습니다.
이번에도 보건소에 전화를 했더니, 공문에도 야간투석 병원을 늘리라고 계속 온다고 합니다. 그러나, 진전이 없습니다. 본인들이 병원인력에 대해 뭐라고 할 수 없다고 합니다.

어찌하라는 거죠? 모두다 그냥 나앉게 생겼는데, 본인들 아내요 남편이요 부모요 자녀라고 생각해서 꼭 민원을 들어주시기 바랍니다.
야간 투석 병원 다니며 힘들더라도 투석받으며 직장 다녀 자녀와 가정을 위해 돈을 벌어 생활을 할 수 있게 해 주시기 바랍니다.

4월부터 야간투석을 다시 받을 수 있도록 간곡히 부탁드립니다.",2022-03-21,"1. 귀하의 가정에 평안을 기원 드리며 귀하께서 신청하신 민원에 대하여 다음과 같이 답변 드립니다.
2. 귀하의 민원내용은 관내 ‘광주열린의원’ 야간투석이 4월에도 계속 될 수 있도록 민원을 요청한 것으로 이해됩니다.
3. 의료기관에 민원 내용을 전달하고 4월에도 신장투석 야간 운영을 계속 할 수 없는지 요청하자 의료기관 측은 ‘신장투석’ 특성상 간호사 인력으로 운영을 하며 그동안 야간 간호 인력 부족으로 주간 인력으로 야간을 대체하고 있었으며, 인력 보충이 되지 않아 더 이상 지속할 수가 없어 야간을 중단, 주간만을 운영할 수밖에 없음을 설명하였습니다. 환자들에게도 한 달간 기간을 주며 전원을 할 수 있도록 설명, 상담을 진행하였다 하였습니다. 그런데 최근 간호사 3명이 코로나 확진자 발생으로 간호 인력을 더 이상 돌릴 수가 없어 4월 보다 1주일 앞당겨 야간투석 운영을 중단할 수밖에 없다 설명하였습니다.
4. 민원인에 대한 안타까운 마음은 금할 수 없으나, 보건소에서도 의원 측이 간호사 인력을 보충되지 않는 한 야간 운영이 될 수 없음을 인지하고 더 이상 야간 투석 운영 재개에 대해 의료기관에 말 할 수 없음을 널리 양해하여 주시기 바랍니다.
5. 기타 궁금한 사항은 광주시 보건소 의약관리팀 류도형(☎ 031-760-2616)으로 문의하여 주시면 답변 드리도록 하겠습니다. 감사합니다.
",2022-03-25,보건행정과
