제목,내용,작성일자,답변,답변일자,담당부서
스케이트보드 파크를 만들었으면 합니다,"제목과 같이 스케이트보드 파크를 만들었으면 해서 이렇게 민원을 넣어봅니다
현재 스케이트보드는 예전과 다르게 대중적이 스포츠가 되었습니다
이번 도쿄 올림픽종목으로도 채택이 될만큼 세계적으르로도 대중적인 스포츠이며 청소년들이나 일반시민들도
스케이트보드며 롱보드며 보드류를 즐길는 모습을 쉽사리 찾을수 있습니다 그런데 현재 경기도광주시 내에는 스케이트보드파크가 단한곳도 없는것으로 알고 있습니다
그외 축구장이나 족구장,풋살장들은 쉽게 찾을수 있는데말이죠 그것도 대부분 동호회나 단체가 아닌이상 이용하기도 어렵구요
보통 타 자치제에서는 보드파크가 한두군데는 있는데 광주시는 한곳도 찾을수가 없더라구요 하물며 안전하게 탈수있는 광장또한 찾기 힘들었습니다 차가 다니는 도로에서 아슬아슬하게 보드를 타는 청소년들도 여러번 보았구요
알게모르게 대중화가 많이된 스포츠인데 파크하나 없는게 안타까울뿐입니다
국제 규격에 맞는 스케이트보드파크를 만들어 보드인들이 보다 안전하고 체계적으로 보드를 즐길수있었음 하는 마음에 민원을 넣어봅니다",2021-08-04,"1. 귀하의 가정에 건강과 행복이 가득하시길 기원 드립니다.

2. 귀하께서 국민신문고를 통해 문의하신 민원 내용에 대하여 아래와 같이 답변 드립니다.
□ 민원요지
- 스케이트보드 파크 조성 요청

□ 답변내용
- 현재 ‘스케이트보드 파크’ 조성계획은 없는 상황이나, 향후 신규 체육시설 조성 시 광주시 가용예산 범위 내에서 사업부지 및 공사비를 연차적으로 확보하여 조성될 수 있도록 종합 검토하도록 하겠습니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 체육과 문유란(☎031-760-2631)로 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다. 끝.
",2021-08-12,체육과
공장의 소음발생 및 환퐁기를 통해 나오는 악취문제,"공장이 창문을 열고 작업하기 때문에 생기 소음과 창문에 설치된 환풍기를 통해 나오는 악취로 구역질과 머리 아픔현상

전에 민원제기로 오후1~3시까지만 창문열고 근무한다는 말과는 달리 24시간 창문오픈과 창문에 설치된 환풍기를 통해 나오는 인쇄약품의 냄새 때문에 하루하루가 고역입니다",2021-08-04,"1. 귀 가정의 건강과 행복을 기원합니다. 귀하께서 국민신문고에 신청하신 민원(1AA-2108-0111769, 1AA-2108-0153540, 1AA-2108-0180048)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “산이리 185-1번지 사업장 소음 및 악취로 인한 생활불편”에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 사업장관계자에게 민원사항을 전달하고 오후 1~3시 이외에는 창문을 닫고 작업하도록 지시하여 소음 및 악취 관리에 철저를 기하도록 행정지도하였음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 환경정책과 박경남 주무관(☎031-760-2859)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-08-09,환경정책과
새벽4시 쓰레기 회수 소음으로 잠을 못자겠음,"새벽4시마다 쓰레기 수거해서 몇달동안
소음 으로인해 새벽 4시마다 일어나서
소음으로 정신적 스트레스 입고 있음
시간 7시나 8시로 수거바람
아님 소송 진행하겠음",2021-08-04,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 요청하신 민원(1AA-2108-0098591)에 대한 처리결과를 다음과 같이 알려드립니다.

2. 먼저 새벽시간 수거 시 발생하는 소음으로 인해 불편을 끼친 점에 대하여 사과드립니다.

3. 매년 7~8월 혹서기 중에는 폭염으로 인한 안전사고 예방을 위해 평소보다 이른 시간에 폐기물 수거를 실시하고 있는 점에 대하여 양해 부탁드립니다. 요청하신 불편사항의 개선을 위하여 8.16.(월)부터는 수거시간을 오전 05:30 이후로 조정함을 안내드리며 향후 점차적으로 수거시간의 조절여부를 검토하도록 하겠습니다. 또한 수거작업 시 소음발생을 최소화 할 수 있도록 각별히 주의토록 하겠습니다.

4. 귀하의 요청사항에 대하여 만족스러운 처리가 되었기를 바라며, 처리결과에 대한 추가 설명이 필요한 경우 광주시 자원순환과 임태균주무관(031-760-4687)에게 문의하여 주시기 바랍니다.

붙임 민원신청서 1부. 끝.
",2021-08-12,자원순환과
새벽 고양이 소리 민원,"광주시 오포읍에 거주하고 있습니다.
새벽만 돼면 길고양이가 발정기가 왔는지 엄청 울어댑니다. 한마리가 아니라 여러마리가 그러는거 같습니다.
조치 부탁드립니다. 음성파일 첨부합니다.",2021-08-04,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2108-0097658)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “길고양이 울음소리 민원”에 관한 것으로 질의사항 검토 결과 길고양이 울음소리를 줄이기 위하여 광주시 동물보호센터에서 해당 현장을 방문 및 길고양이 포획 후 중성화할 예정임을 알려드립니다. 다만 장마철 및 혹서기 등 외부환경요인으로 인하여 수술 후 예후가 좋지 않아서, 8월말까지는 사업진행을 보류하고 있으며, 9월부터 다시 사업이 추진될 예정임을 알려드립니다.

3. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 궁금한 사항이 있으시면 농업정책과 동물보호팀(031-760-4419)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 1. 민원신청서 1부. 끝.
",2021-08-12,농업정책과
가로등 고장으로 인해 너무 어두워요,"퇴촌면 갈올길 59-2 금탑빌라와 노송빌라 사이에 있는 가로등이 안켜진지 한달은 되어갑니다.
가뜩이나 몇개 없는 가로등인데 한개가 켜지지않으니 해가 지기만 하면 너무 어두워요.
빠른 시일내에 고쳐주시길 바랍니다.",2021-08-03,"1. 안녕하십니까? 귀하께서 국민신문에 신청하신 민원(신청번호/1AA-2108-0095979)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""보안등 보수"" 에 관한 것으로 판단됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 퇴촌면 갈올길 59-2번지 일원의 보안등 보수는 '21.08.06.일 조치완료 하였음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로관리과 이현규 주무관(☎031-760-2173)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-08-11,도로관리과
도보좀 깔아주세요,"위치 : 사진첨부 (삼동갈마주유소버스정류장에서 삼동종점 버스정류장까지)


삼동수많은사람들이 걷는 도보길 도보좀 다시 깔아주세요
울퉁불퉁 다 파여있고 벽돌 다 부셔져서 뚫려있고 풀도 엄청 자라서 걷지도못합니다.
너무 오래된 도보길이라 파손이 심합니다.


풀와서 잘라주시는데 아니 심지가 박혀있는데 이 여름에 자름 뭐해요 계속 자라나는데 그리고 자르는거 치워주시지도않고
그냥 바닥에 두고가셨더라고요 도보 파여있고 길도 고르지못해서 걷기도 힘든곳 겨우겨우걷는데

도보좀 제발 다시 깔아주세요.",2021-08-03,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2108-0089116)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “삼동 지역 도시계획도로 내 보도블럭 교체 등 정비 요청”에 관한 것으로 이해(또는 판단) 되며, 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 현재 우리시는 역세권·도시개발사업 등의 활발한 사업추진으로 지속적으로 인구가 유입되고 있으며, 이에 지역 주민분들의 통학로 및 안전한 보행환경 확보(개선)의 요구에 부합하기 위해 금년의 경우 총 16개소(약 L=8.65㎞), 총 사업비 3,214백만원의 예산을 투입하여 보도 신규설치 또는 보도정비를 위한 사업을 추진하고 있습니다.
나. 요청 대상지[삼동 산51-4~461-9번지 일원] 내 보도정비 요청 사항에 대하여 우리시는 지역 주민분들의 생활편익 증진 및 보행 안전사고 예방 등을 위하여 쾌적한 보행로 확보 등의 개선이 필수적인 사항임에 공감하고 있으나, 우리시 재정여건(예산확보 가능 여부)에 따라 관내 보도정비사업 우선순위 등을 종합적으로 검토하여야 하는 사항으로 단기간 내 어려움이 있음을 알려드리오니 이점 양해하여 주시기 바랍니다.
다. 추후, 우리시의 한정적인 예산으로 인해 연간계획을 수립하여 보도정비사업을 추진하고 있음으로 차후 사업대상지 선정 시 귀하의 요청대상지(도시계획도로 중로3-1,-122호선, 삼동 지역)에 대하여 보다 유념하여 안전하고 편리한 보행환경을 조성하도록 지속 노력하겠습니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 박찬길(☏031-760-2164)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-08-12,도로관리과
버스정류장 표지판을 만들어주세요!!,무갑리 들어가는 길 무갑사거리(38373)버스정류장 표지판 만들어주세요. 위치를 잘 몰라서 버스를 놓칠 번했어요.,2021-08-03,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2108-0083061)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “버스승강장 표지판 설치 요청”에 관한 것으로 판단 됩니다.
3. 귀하의 건의사항에 대해 검토한 의견은 다음과 같습니다.
가. 버스승강장 이용에 불편을 드려 대단히 죄송합니다.
나. 무갑리 621-4번지 일원 무갑리사거리 버스승강장(38373) 표지판 설치 요청 사항에 대하여, 해당 위치 현장 검토 하였으나, 승강장 인근 사유지 및 교차로 내 정차문제 등으로 인해 표지판 설치에 어려움이 있습니다.
다. 다만, 원활한 버스 승하차를 위해 대체 부지를 모색하도록 하겠습니다.
라. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 대중교통팀 이동규 주무관(☏031-760-8793)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-08-20,대중교통과
자전거 도로 정비 요망,"청석공원에서부터 경안천을 타고 쭉 내려가는 자전거도로의 도로 상태가 매우 좋지 않습니다.

중간중간 간헐적으로 나타나는 턱과 도로정비 미흡으로 인한 도로의 갈라짐, 도로 위에 어지러이 널브러져 있는 돌 등으로 인해 라이딩에 굉장히 많은 위험이 있으며

실제로 이번 주 라이딩 당시 시속 약 30km로 달리고 있었을 때 이로 인한 낙차 위험이 있었고 그대로 낙차 했다면 큰 사고로 이어질 수 있었던 상황이었습니다.

자전거만 다니는 자도 라면 그나마 사고의 규모가 작을지도 모르지만 일반 시민분들의 산책로가 옆에 있기 때문에 저 이외에도 낙차사고가 있을 시 다른 시민분들의 안전 또한 보장하지 못한다고 판단한 바

근 시일 내에 자전거도로의 정비, 보수 및 끊어진 길을 이어 부디 안전하게 라이딩 할 수 있는 환경을 만들어주시길 간청 드립니다. 혹여 사진이 필요하시다면 다음 라이딩 때 사진을 찍어 함께 보내드리도록 하겠습니다. 따로 연락 주시기 바랍니다.",2021-07-31,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2107-1433883)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""청석공원 ~ 오포읍 매산리 일원 경안천 자전거도로 정비""에 관한 것으로 이해(또는 판단) 됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. “청석공원 ~ 오포읍 매산리 일원 경안천 자전거도로 정비” 건에 대하여 우선 자전거도로 이용에 불편을 드린 점 죄송하다는 말씀을 드리며, 유선 상 안내해 드린 바와 같이 현장 확인을 통해 자전거도로 노후화 및 파손 상태 등을 면밀히 파악하여 파손이 심한 구간에 대하여는 불편사항이 최소화될 수 있도록 보수 예정이며 재포장이 필요한 구간은 추후 예산 확보 등을 통해 진행될 예정이오니 이 점 널리 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 유성희 주무관(☏031-760-2375)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-08-10,건설과
건축 허가로 사용되는 길 막음과 과거의 길은 왜 막혔는가? (쪼개기 난 개발의 단물만 쭉쭉 빨아 들인 앞잡이는 누구인가?),"제 자동차는 검정색 입니다..!
길을 막아 앞으로도 뒤로 갈수 없이 줄로 위험을 느끼고 있는데, 현재 줄은 제거가 되었는데
자동차 교통 하는데 말뚝을 박고 길을 막아 너무 불편을 느끼고 있습니다.

시청에서 변호사나 법리 지원 되는 것이 있나요?
해결 방안을 모색 하여 주세요.",2021-07-29,"1. 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 '통행로 확보 문제 해결'에 관한 것으로 이해됩니다.

3. 귀하께서 말씀하신 능평리 131-104번지 일원 토지의 통행에 관하여 검토한 의견은 다음과 같습니다.
- 귀하의 민원을 검토한 바, 해당 필지 일원의 행위자에게 「건축법」제47조(건축선에 따른 건축제한)를 위반한 사항으로 「건축법」제79조(위반 건축물 등에 대한 조치 등) 및 「행정절차법」제27조에 따라 행정절차를 진행 중임을 알려드립니다.
- 이 외 민법 제219조에 의한 주위 토지통행권, 형법 제185조에 의한 일반교통방해 등은 민·형법에 따라 판단되어야 할 사안임을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 오포읍 행정복지센터 건축팀 한슬비(☏031-760-4885)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-07-30,오포읍
삼동 우남 아파트 앞 아파트 공사장 소음( 너무 합니다),"지난주 이사온 사람입니다.
아파트 공사장 소음이 상상을 초월합니다.
첨부 파일로 잠깐 잠깐 녹음한 동영상을 보여드립니다.
도저히 시끄러워서 죽겠습니다.
우리집 강아지도 시끄러워서 계속 짖습니다.
해결 방안을 요청드리며, 아파트 공사장 소음 분단위로 조사해서 공유해달라고 해주세요.
물론 저희집 창문 앞에서 측정해야겠죠.
기다리겠습니다.",2021-07-27,"1. 귀 가정의 건강과 행복을 기원합니다. 귀하께서 국민신문고에 신청하신 민원(1AA-2107-1279323)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “삼동 254-43 현대힐스테이트 아파트 신축공사장에서 발생하는 소음으로 인한 생활불편”에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
가. 현장관계자에게 민원사항을 전달하고, 저소음장비 교체 및 소음관리 철저 지시하였으며,
나. 또한, 우남아파트 방향으로 실시간 소음측정 전광판이 설치되어 있음에 따라 귀하 거주지 창문 앞에서 분단위 소음측정 관련사항은 시공사인 현대건설관계자와 별도 협의하여야 할 사항임을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 환경정책과 강병구 주무관(☎031-760-2857)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-08-03,환경정책과
