제목,내용,작성일자,답변,답변일자,담당부서
새끼길고양이 구조,"저희가 밥주고 있는 길고양이 어미가 어제 밤에 차에 치어 죽었습니다. 아직 눈을 뜨지 못한 새끼고양이 여섯마리가 있는데, 그냥 두면 죽을 것 같아서 연락드립니다.
구조를 바랍니다.",2021-09-16,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2109-2149192)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “새끼 고양이 구조 관련 민원”에 관한 것으로 질의사항 검토 결과 광주시에서 위탁 운영 중인 동물보호센터에 연락하여, 새끼 고양이가 조속히 포획 및 구조 될 수 있도록 조치하였습니다.

3. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 궁금한 사항이 있으시면 농업정책과 동물보호팀(031-760-4419)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 1. 민원신청서 1부. 끝.
",2021-09-23,농업정책과
쌍동1지구 도로확충 문의,"쌍동1지구의 도시계획도상 경충대로의 진입로가 현재 동광아파트앞만 유일합니다.
신호도 우회전이안되서 교통체증이 심한것으로 알고 있습니다.
회전교차로가 생긴다는 얘기도있던데 계획되어있나요?

그리고 첨부사진처럼 도시계획도상 부출입구도로가 있는데 지금현재 빌라가 신축중입니다.
도로계획을 빌라가 막는것같은데 부출입로 도로를 변경하는건지 아님 지금처럼 동광아파트-모아미래도-이편한-한라로가는 단일도로만 이용을 해야하는 건지 궁금합니다.

한라가 입주하면 3천세대가 넘는데 지금의 단일왕복2차선도로로는 제기능과 교통혼잡을 피할수 없을것같습니다.

해결방안이 없는지 문의드립니다.",2021-09-15,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 : 1AA-2109-2071327)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 “ (가) 쌍동1지구 동광아파트 앞 교차로에 대한 회전교차로 계획 여부 및 (나) 초월읍 쌍동리 277-18번지 일원 빌라 신축공사로 도시계획도로(소로2-1, 소로1-1)가 막히는 지와 (다) 이로 인한 도시계획도로 노선 변경 여부, (라) 한라비발디 입주 시 단일 왕복 2차선 도로의 교통혼잡 예상에 따른 해결방안 여부”에 관한 것으로 이해됩니다.

☐ 답변내용
[도시계획과 : 가항 및 다항, 라항]
○ 가항 관련
- 민원 제기하신 대상지는 광주시 쌍동1지구 지구단위계획구역 내 교통광장으로, 현재 쌍동1지구 지구단위계획 상 회전교차로 계획은 없음을 알려드립니다.
○ 다항 관련
- 초월읍 쌍동리 277-18번지 일원 도시계획도로(소로2-1호선 및 소로1-1호선) 는 , 현재 우리 과에서 추진중인 「도시지역외 지구단위계획 재정비 용역」에 해당하는 구간으로 용역 추진결과에 따라 변동사항이 있을 수 있음을 알려드립니다.
○ 라항 관련
- 우리시에서는 시도23호선 정체로 인한 쌍동1지구 진·출입로 혼잡을 개선하고자 “쌍동1지구 도시관리계획(지구단위계획) 결정(변경)에 따른 기반시설 부담계획”에 의거 한라비발디 및 모아미래도 아파트 사업시행자간 공동 부담하여 “곤지암천 제방도로 개선사업(쌍동1지구에서 초월119안전센터 방향)”을 추진중으로, 본 사업을 통해 쌍동1지구 시도23호선 정체 시 교통량 분산을 유도하여 교통체증을 해소할 예정임을 알려드립니다.

[도시개발과 : 나항]
○ 나항 관련
- 귀하의 민원 내용은 ‘초월읍 쌍동리 277-18번지 일원 개발행위허가’ 건에 대한 것으로 이해됩니다.
- 귀하의 민원 사항에 대하여 검토한 의견은 다음과 같습니다.
· 우리시 시정발전에 대한 많은 관심에 감사의 말씀을 드리며, 귀하께서 말씀하신 초월읍 쌍동리 277-18번지 일원 개발행위허가는 도시계획도로를 확보하여 개발하는 사항으로, 도시계획도로를 막는 사항이 아님을 알려드립니다.

3. 시정발전을 위한 귀하의 고견에 감사드리며, 답변내용에 대한 추가 설명이 필요한 경우 광주시 도시계획과(☎031-760-2957, 김태우주무관), 도시개발과(☎031-760-4588, 고종찬주무관)로 연락주시면 자세히 안내해 드리도록 하겠습니다.
4. 아울러, 쌍동1지구 내 도시계획도로 개설 및 광주시 도로건설관리계획 등과 관련한 사항은 도로사업과(☎031-760-4553)로 문의하여 주시기 바랍니다. 감사합니다. 끝.
",2021-10-06,도시계획과
도곡초등학교 도로공사,"도곡초등학교에 다니고 있는 학생 보호자입니다.

도곡초등학교 주변으로 도로확장 공사를 하고 있는 건으로 민원 제기합니다.

도곡초등학교 주변으로 도로가 확장공사가 있을 것이라는 것은 알고 있었는데, 학교와 시가 협의한 것은 학교 방학때 시행하는 것으로 안내받았습니다.
그런데 학교가 개학하고 아이들이 등교를 하고 있는 시점에서 학교 정문을 막고 도로 확장 공사가 시작되었더라구요.
왜 굳이 방학 기간에 공사를 할 수 있음에도 학기 중에 공사를 하는지 궁금합니다.
1,000명이 넘는 아이들의 안전보다 도로 확장공사가 우선인지요?
학교랑 협의할때에도 아이들의 안전 문제로 방학때 공사를 하기로 한 것 아니었는지요?

안전의 책인은 학교와 보호자에게 맡겨지는 것인지 답답할 따름입니다.

신속한 답변 부탁드립니다.",2021-09-15,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2109-2038780)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""쌍동리 도곡초등학교 주변(소로1-1호선) 도로개설공사 관련 학교구간 공사일정 변경 사유 및 안전 대책 문의"" 에 관한 것으로 이해 됩니다.

가.「쌍동리 도곡초등학교 주변(소로1-1호선) 도로개설공사」는 인도를 포함한 도로폭 10m로 도시계획도로 개설하여 차량의 교행을 원활히 하고 인도 설치로 통행하는 학생 및 주민들의 안전을 확보하고자 본 공사를 추진중에 있습니다.
나. 본 공사 구간 중 학교구간은 당초 방학기간에 공사 시행하는 것으로 계획하였으나, 방학기간 중 잦은 우천 및 지속된 폭염 등으로 인하여 원활한 공사추진에 어려움이 있어 부득이 학기중에 공사를 시행하게 되었으며, 이로 인하여 불편을 드린 점 진심으로 사과드립니다.
다. 아울러, 현재 학생들의 안전 확보를 위하여 학교 측과 협의하여 공사부지 경계부 출입통제 안전휀스를 설치하였으며, 학생들의 출입을 통제하여 안전사고예방에 철처를 기하도록 할 예정이오니, 공사 완료시까지 다소 불편하시더라도 널리 양해하여 주시기 바랍니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로사업과 도시도로1팀으로 (☏031-760-2163) 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-09-24,도로사업과
코로나19관련 문의전화 이렇게도 어렵습니까?,"경기 광주시 오포읍 신현리에 사는 신명가 더행복한집 주인입니다.
금일(21.9.14) 저녁시간에 신명가(더 행복한집)에서 코로나 확진자가 나왔다는 이야기를 듣고 질병관립본부 콜센터(1339)와 경기광주시 보건소에 문의하기 위해 전화를 수차례하였지만 도저히 통화가 어렵습니다. 이렇게 통화가 어려워서 유사시 어떻게 연락을 해야 합니까. 정말 답답합니다.
개선을 요구합니다. 시민들이 불편해하지 않도록 개선을 해주십시요. 답답해서 미치겠습니다.",2021-09-14,"1. 코로나19 대응 등 광주시정에 많은 관심을 가져주셔서 감사드립니다.

2. 귀하의 문의에 대한 답변은 다음과 같습니다.
가) 신명가(더 행복한집)에서 코로나 확진자가 나왔다는 이야기를 들음
- 우선, ‘확진자의 역학조사로 인지된 개인정보는 역학조사 외 사용될 수 없음’을 알려드립니다. 또한 귀하와 확진자의 역학적 관계가 확인되지 않아 서면 답변드릴 수 없음을 양해하여 주시기 바랍니다.
나) 질병관리본부 콜센터와 광주시보건소에 전화하였으나 유선 연결이 어려움
- 우리시 보건소 역학조사반은 확진자와 관련된 사항들을 우선 조치 중에 있으며, 이에 따른 통화량 증가로 기타 민원 관련 소통이 원활하지 않은 점 양해하여 주시기 바라며, 개선하도록 노력하겠습니다.

3. 귀하께서 문의한 답변에 대한 사항은 이상과 같으며 추가적인 설명이 필요한 경우 광주시보건소 감염병관리과 김대한 주무관(☎031-760-2357)에게 문의 바랍니다. 끝.
",2021-09-17,감염병관리과
경기도 광주시 보건소 민원,"경기도 광주보건소 모자보건실에서 일하는 직원분(간호사인듯)태도가 너무 불친절하고 아닌것 같아서
몹시 기분이 불쾌하여 민원남깁니다.
저는 임산부이며 기형아 1, 2차 검사 까지 마치고 초월보건소에서 검사비 지원 안내를 받았습니다.
광주보건소에서 지급받을 수 있다고 서류 (영수증원본)등에대한 안내를 받고 준비하여 방문하였는데
본인이 어떤날에 한 검사인지 확인을 잘 못하고 산전수첩이랑 안맞는것 같다고하더라구여 저는 병원에서 결제한 영수증을
다 갖고 왔기에 검사비를 미리 결제하고 피검사만 한뒤 검사후 다음진료에(초음파검사)한날 결과에 대한 설명을 같이 들을때도 있어서
검사비를 낸날과 안맞을수 있으나 여기에 다 있다고 설명을 해드렸는데도 본인 경험만 살려서 이런경우는 없다며 빡빡 우기듯 얘기하고
(좀 어이없었음..)이렇게보면 자기가 파악이 안되어 안될것 같다고하여 여기에 검사비 피검사있는게 맞다고 얘기해줘도 계속 자기가 보기 힘드니
안될거 같다는 말만하고 본인이 보기쉽게진료비세부내역서를 가지고 오던지 했던거 아니냐면서 오히려 따지시더라구여... 제가 안내받은
서류에는 영수증원본만 지참하라고만 기재되어있었고 세부내역서라는 말이 언급되어있지 않았을뿐더러 초월보건소에 혹시 세부내역서가 필요한거냐고 물어봤을때도 그런것은 필요없고 영수증원본만 가져다가 내시면 된다고 들었기에 그직원의 태도는 너무 황당하고 이상하게만 느껴졌습니다
결국 나중에 니프티검사 목록을 찾고는 거 하나만 있으면 된다고하고 마무리는 되었는데 이때까지 여러지역 보건소를 다녀봤지만 항상
친절하시고 다 고맙다고 느꼈지 저렇게 독불장군에 빡빡 본인이 아는것만 다라는듯 우기고 그런분은 처음봐서 광주시 보건소 이미지까지
안좋아진다는 생각에 글을 남깁니다.
저도 병원에 많이 다녀봤는데 대학병원도 미리 검사 결제후 다음에 한경우도 많은데 그런경우는 없다고 우기는 태도도 참 웃기더군요...
다른분들도 보건소에 갔을때 저런 적절하지 못한 태도로 불쾌한 기분을 느끼게될까 우려되어 글을 남깁니다.",2021-09-13,"1. 안녕하십니까? 광주시 발전에 깊은 관심을 가져주시는 귀하께 진심으로 감사드리며, 직원의 불친절한 태도로 불편을 드린 점에 대하여 진심으로 사과의 말씀을 드립니다.

2. 겪으신 불편사례는 철저한 직원 교육을 통해 향후 동일사례가 반복되지 않도록 하겠으며, 민원응대 및 처리 시 민원인 입장에서 업무처리가 될 수 있도록 수시 교육을 실시하여 서비스가 개선될 수 있도록 노력하겠습니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가적인 설명이 필요한 경우 광주시보건소 감염병관리과 문수희 주무관(☎031-760-4767)에게 문의하여 주시면 친절하게 답변드리겠습니다. 감사합니다. 끝.
",2021-09-17,감염병관리과
공사중 먼지발생 . 도로 패임,"태전동
자연애(전원주택)
주변입니다.
날이 좋은날은 거기 공사땜에 흙먼지에 소음에 힘듭니다. 참고 참고 다 지었나 싶었더니
다시 시작입니다.
아파트 커뮤니티도 아니다 보니 어떤 공지도 없고 매번 큰 트럭 왔다갔다 소음에
빨래에 먼지 내려 앉는건 기본이고
집에 있을수가 없네요.
공사기간이 언제 까지 일까요?
그리고 도로 갈라짐, 패임등이 엄청 심해요
보수 공사는 언제 진행되나요?",2021-09-10,"1. 국민신문고 민원 접수(1AA-2109-1137257)건과 관련됩니다.
2. 귀하의 민원내용은 “태전동 245-83번지 상 도로 재포장 요청 촉구 및 안전관리요청”에 관한 것으로 판단됩니다.
3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
□ 회신내용
[건축과]
- 태전동 245-83번지 일원의 도로 재포장공사는 현재 광남2동의 상수원관리지역주민지원사업으로 진행되고 있는 도로포장 사업과 맞물려 있으며, 광남2동과 인근 건축주 등 사업관계자들이 협의하여 금년 10월 중에는 사업을 완료하여 주민들의 불편을 최소화 할 계획임을 알려드립니다.[광남2동]
- 또한, 공사관계자에게 민원사항을 통보하여 파손이 심한 도로에 대하여는 임시복구를 요청하여 조치완료 하였으며, 공사차량 이동시 신호수 배치 및 등하교 시간 공사차량 이동 자제 등 안전조치토록 행정지도 하였음을 알려드립니다.
[환경정책과]
- 2021. 9. 11. 현장 방문하여 공사 책임자에게 민원불편사항을 강력하게 전달하고 도로 살수 철저 및 공사차량 통행 시 저속 운행 등 주민 불편 사항이 해소 될 수 있도록 행정지도 하였음을 알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건축과 건축2팀 구지영주무관(☎031-760-8633), 환경정책과 생활환경팀 허종원 주무관(☎031-760-2857)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-09-17,건축과
정류소,"고불로138-46 해비치맨션 골목입구에 태박삼거리 정류소가 생겼습니다
표지판에 32번 32-1번이 간다고 되어있는데요
버스노선에는 표시가 안되어있어서요
32번 32-1번이 태박삼거리 정류소에서도 멈추는 거면 노선에 반영해주시기 바랍니다
감사합니다",2021-09-09,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2109-0956867)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “버스승강장 등록 요청”에 관한 것으로 판단 됩니다.
3. 귀하의 건의사항에 대해 검토한 의견은 다음과 같습니다.
가. 태전동 362-3번지 일원 태박삼거리 버스승강장 등록 요청 사항에 대하여,
나. 현재 해당 승강장 등록절차 진행중이며, 빠른 시일 내 등록 완료하여 이용시 불편함이 없도록 하겠습니다.
다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 대중교통과 대중교통팀 이동규 주무관(☏031-760-8793)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-09-30,대중교통과
신현3리를 신현10리로 행정구역을 개편한다는게 무슨소리입니까?,작년에 오포읍을 행정구역을 동으로 개편한다는 공고를 본지 1년도 안돼어서 갑자기 내년에 대통령선거가 있어서 행정구역을 동으로 개편을 못하고 신현3리를 10리로 나눈다는말이 대체뭔말입니까? 여직까지 동으로 개편할거라는 말만믿고 기다렸더니 이제와서 말을 번복하고 딴소리를 해대는거는 대체 어느나라법입니까? 정치인들만 사기치는게 아니라 시청공무원들도 사기를 치내요. 분명 대통령선거는 정해져있는거였고 그걸알면서 올해 연말쯤 동으로 개편 계획을 갖고있다고 공지를한것입니까? 완전 배신감느껴지내요. 여기인구가 얼마나 많은지는 알고있을거라 여겨집니다. 이미 이인구는 동으로 분리개편을 해도 이상하지않을정도입니다. 그런데 자꾸 차일피 이런저런 핑계를 대며 미루는 이유는 무슨속셈인가요? 차라리 관리가 안돼면 분당으로 넘겨주던지 세금은 받아챙기면서 이런저런이유로 분당에 넘겨주지도 않고 대체 여기주민들을 바보로아는겁니까? 아니 10리까지 개편은 가능하면서 동으로 분리개편은 어렵다는말도 이해를 못하겠습니다. 태전동은 그렇게 빨리 개편을 해줘놓고 여기 오포읍은 왜 개편을 미루는 겁니까? 이장들의 이권개입과 공무원들의 뇌물이 의심스러울정도입니다. 아주 자기들맘대로 쉬쉬하면서 얼렁뚱땅 넘어가려는 속셈이 느껴지내요. 분통이 터집니다. 연말에 행정구역분리 개편이 안됀다면 지금이라도 하면되는거 아닙니까? 그게 뭐가 어렵다고 자꾸 차일피미루는건지 이해가되지않습니다. 10리까지 나누는 수고로움은 괜찮은겁니까? 당장 행정구역을 동으로 분리개편해주시기 바랍니다. 발전하는 오포에서 살고싶습니다!!,2021-09-09,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2109-0920169)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""오포읍 행정구역 개편""에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 오포읍 행정구역 개편은 법정리를 법정동(ex 신현리 → 신현동)으로 개편하는 사항으로 지방자치법 제4조의2제1항에 따라 경기도를 거쳐 행정안전부 승인이 필요한 사항입니다. 지난 3월 ~ 5월 오포읍 행정구역 개편안에 대한 설문조사를 실시하여 6월 24일 경기도에 ‘오포읍 행정구역 개편안’을 진달하였으며, 8월 20일 경기도에서 행정안전부로 제출되었습니다.
따라서, 오포읍 행정구역 개편은 관련 법령 및 절차에 따라 추진 중에 있음을 알려드리며,
나. 향후 행정안전부의 승인이 되면 ‘광주시 읍․면․동․리의 명칭 및 관할 구역에 관한 조례’ 등 관련 조례 개정 및 임시청사 확보 등의 행정절차 이행 후 행정구역 개편이 될 것입니다.
다. 신현3리 분리(예정)와 3개동 분동은 지방자치법에서 지방자치단체 조례로 위임한 사항으로 광주시에서 관련 조례 개정 및 분동을 추진하여 분동(쌍령, 탄벌, 광남2동)․분리(신현3리 예정)가 빠르게 이루어졌음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 자치행정과 자치행정팀(☏031-760-1703)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-09-16,자치행정과
신현3리에서 직동IC는 대체 언제공사하는겁니까?,대체 신현3리에서 직동ic까지 도로연결은 언제나 해주는겁니까? 벌써 말이 나온게 몇년째인지 모르겠습니다. 송정동이나 태전동은 개발이 열심히 되고있는데 왜 이곳 신현리만 찬밥입니까? 말로는 신경쓰고 있다고만하고 이지역 주민들을 바보취급하는거같습니다. 말로만 얼버부리며 넘어가려하고 실질적인 움직임은 느껴지지않습니다. 이도로건립을 위해 예산을 받아왔다느니하는 기사는 종종있었는데 이젠 그런기사도 없고 그간 받아온 예산은 다 어디다쓴건지모르겠습니다. 신현3리에서 세금만 받아챙기지말고 실질적인 보답을 했으면 합니다. 신현3히주민들의 원성이 턱밑까지 차있습니다. 너을골책자에는 보여주기식으로 그럴듯하게 포장하지마시고 진심을다해 일해주셨으면합니다. 언제공사를 시작하고 완공은 언제쯤예정인지 정확한답변부탁드립니다!,2021-09-09,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2109-0910508)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""신현~직동 연결도로 개설공사""에 관한 것으로 판단됩니다.
3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
가. 오포 신현리의 교통체증을 해소하고자 추진 중인 ""신현~직동 연결도로 개설공사""는 현재 기본 및 실시설계를 통해 노선검토 단계로, 해당 구간의 교통량 및 총사업비 등 종합적인 검토결과, 교통개선효과 및 사업성이 부족한 것으로 검토되어 노선선정에 어려움이 있습니다.
나. 다만, 현재 타당성용역 추진 중인 순환도로망과 연계 시 교통개선효과 및 사업성이 확보될 것으로 검토됨에 따라 순환도로망과의 노선연계 및 다각적인 검토로 인하여 사업이 지연되고 있음을 알려드리며, 향후 사업의 원할한 추진을 위하여 최선의 노력할 계획이오니 이점 널리 이해하여 주시기 바랍니다.
4. 답변 내용에 대한 추가 설명이 필요한 경우 도로사업과 지역도로팀 김완수(☏031-760-4559)로 문의 주시면 성심껏 답변 드리겠습니다.
",2021-09-16,도로사업과
곤지암읍 만선리 83-29 개발계획에 관하여 질의 드립니다.,"개발계획에 대해 문의 드립니다.

1. 각종 민원에 대해 성실히 처리하여 주시는 노고에 깊은 감사를 드립니다.

2. 기획부동산에서 공유지분의 토지를 매수하여 어려움을 겪고 있는 피해자들을 대신하여 질의 드립니다.

3. 아래 토지에 대해 민원을 요청하오니 답변 부탁드립니다.

-아래-

해당 토지의 주소 : 경기 광주시 공지암읍 만선리 83-229

첨부하는 토지이용계획원(국토교통부 토지이음 사이트 참조)을 살펴보니, 해당 토지가 농림지역, 계획관리지역, 보전산지, 임업용산지, 자연보전권역로 지정되어 있음이 확인됩니다.

가. 해당 토지가 주거지역이나 상업지로 용도지역 변경이 가능한지요?

나. 만약 가능하다면, 해당 토지의 주변(반경 1키로)에 도로확장이나 산업단지 또는 지구단위의 구체적인 계획이 있는지요?

다. 해당 토지에 국가산업단지 개발계획이나 지구단지 계획이 잡혀있는지요?

라. 해당 토지에 관해 한 번이라도 개발행위의 요청이 있었는지요?

되도록 구체적인 답변 부탁드립니다. 감사합니다.",2021-09-09,"귀 가정에 행복이 가득하시길 기원하며, 귀하께서 우리시에 제기하신 민원사항은 ‘기획부동산 공유지분 토지(만선리 83-29번지)에 관한 개발사업 수립 여부’ 등에 관한 사항으로 판단되며 세부 검토의견에 대해서는 다음과 같습니다.

□ 민원요지
가 : 대상지 용도지역 변경 가능여부
나~다 : 대상지 일대(반경 1㎢) 도로확장, 지구단위계획 또는 산업단지계획 등 개발 계획 수립 여부
라 : 대상지 개발행위 신청 여부 (협조부서 : 산림과 소관)

□ 회신내용
가. 용도지역 변경 가능여부
- 용도지역에 관한 사항은 「국토의 계획 및 이용에 관한 법률」(이하 ‘국토계획법’이라 칭함) 법 제26조에 의거 주민이 제안할 수 있는 사항이 아니며,
- 동법 제34조 규정에 따라 시장이 5년 단위로 토지의 이용실태 및 특성, 장래의 토지 이용 방향, 토지적성평가 등을 종합적으로 검토하여 도시관리계획의 타당성 여부를 전반적으로 재정비하여 결정되는 사항임을 알려드리오니 이점 널리 이해하여 주시기 바랍니다.

나~다. 개발계획 수립여부
- 대상지를 포함 주변 반경 1㎢ 내 「국토의 계획 및 이용에 관한 법률」 법 제26조 내지 제30조에 따른 도시관리계획(지구단위계획, 도시계획시설 등) 상 입안ㆍ결정을 위한 행정절차 진행중인 사항은 없으며,
- 또한 「산업입지 및 개발에 관한 법률」 제6조 내지 제7조의2에 따라 지정된 산업단지는 없음을 알려드립니다.

라. 대상지 개발행위 신청여부 (협조부서 : 산림과 소관)
- 만선리 83-29번지(분할 전 83-24번지)는 토지분할 목적으로 개발행위허가를 득한 바 있으며, 분할 후에는 개발행위허가 신청 내역이 없음을 알려드립니다.

기타 미흡한 답변사항이나 궁금하신 사항이 있으실 경우 개발사업 수립 여부 관련 사항은 도시계획과 도시계획팀 권은선 주무관((☏031-760-2952), 개발행위 신청 여부 관련 사항은 산림과 산지관리팀 이동건 주무관((☏031-760-4571) 에게 문의하시면 친절히 답변토록 하겠습니다. 끝.
",2021-09-16,도시계획과
