제목,내용,작성일자,답변,답변일자,담당부서
태풍으로 인한 도로 파손에 따른 긴급 복구 공사 요청,"첨부 파일의 표시된 도로가

금번 태풍으로 인하여 파손되었으며

차량 통행에 상당한 애로와 사고가 예상됩니다

긴급 복구 공사가 필요합니다.",2022-09-08,"1. 평소 시정발전에 많은 관심을 가져주신데 대하여 감사드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2209-0262387)에 대한 검토 결과를 다음과 같이 알려드립니다.
- 귀하의 민원 내용은 경주시 진티5길 도로응급복구로 이해됩니다.
- 현장 확인 결과 도로파손 확인하였으며 응급복구완료 하였음을 알려드립니다..
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 불국동행정복지센터(054-779-8504)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2022-09-20,불국동
[긴급] 힌남노 태풍으로 인한 도로 재정비 요청,"안녕하세요. 태풍 힌남노로 수해 복구로 고생 많으십니다.
저희 시어머님께서 경주시 진티 5길 13-6에 거주 중이신데요,
집으로 들어가는 길 경주시 진티5길 6번지 앞 도로가 첨부된 사진처럼 망가졌습니다.
운전 중 사고 위험이나 도보 중 유실된 부분에 걸려 넘어질 수 있어,
바쁘시겠지만, 경주시 진티5길 6 번지 앞 도로 복구 조속히 요청드립니다.",2022-09-08,"1. 평소 시정발전에 많은 관심을 가져주신데 대하여 감사드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2209-0260080)에 대한 검토 결과를 다음과 같이 알려드립니다.
- 귀하의 민원 내용은 경주시 진티 5길 13-6 앞 도로 응급복구 이해됩니다.
- 현재 응급복구 완료하였으며, 예산 편성 후 재포장 예정임을 알려드립니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 불국동행정복지센터(054-779-8504)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2022-09-30,불국동
경주문화관광 홈페이지의 문화재 명칭 수정 문의件,"수고 하십니다.

지난 2021년 11월 19일 문화재 보호법 및 시행규칙 개정안 중 '문화재 지정(등록) 번호 삭제 및 문화재명 표기 방법 변경 고시'가 있었습니다.

모든 문화재의 지정 번호를 삭제하는 고시이므로 경주문화관광의 <문화재역사 / 분류별문화재>도 수정되어야 할 것 같습니다.

참고 입니다.
https://blog.naver.com/rnejrtksjh/222866455773",2022-09-06,"국민신문고에 등록된 민원에 대하여 다음과 같이 회신하고자 합니다.
1. 우리시 시정에 관심을 가져주셔서 대단히 감사드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호1AA-2209-0197538)에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 2021년 11월 19일 문화재 보호법 및 시행규칙 개정안 중 '문화재 지정(등록) 번호 삭제 및 문화재명 표기 방법 변경 고시'에 따라 경주문화관광의 <문화재역 사 / 분류별문화재>도 수정하도록 하겠습니다.
○ 추가설명이 필요한 경우 경주시 문화재과(054-779-6106)로 연락주시면 성실히 답변 드리겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2022-09-15,문화재과
소하천 바닥 유실로 옹벽(담장 축대)붕괴 위험,"상기 주소지의 집 옆으로 소하천이 흐르고 있읍니다.
입주한지 약 7년이란 세월이 지나면서 그동안의 태풍이나 폭우로
집 당장 옹벽 옆으로 흐르는 소하천의 바닥의 깊이가 약 1미터 이상 유실되었고
이번 태풍과 폭우로 빗물이 옹벽밑 안쪽으로 파고들어 흘러서 옹벽의 붕괴조짐이 염려되어
조속한 시일내 확인하시어 주시고 빠른조치를 원합니다.",2022-09-06,"안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 제방토사유실에 관한 것으로 이해됩니다.

귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 문의하신 현장 확인 하였고, 하천 제방정비 등 적의조치 하도록 하겠습니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 현곡면 행정복지센터 김세중(☏054-779-8253)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-09-21,현곡면
과속방지턱 설치 의뢰건,경주시 황성동 청우아파트에서 제일아파트 가는 도로변과 황성협성휴포레 아파트로 가는 도로와 교차되는 삼거리부분에서 황성협성휴포에 아파트로 가는 도로가 가파른 내리막길이라 과속하는 차량에 의해 경주중부교회 교인들 차량과 경주중부어린이집 승합차량과 어린이를 탑승한 학부모들 차량들이 교회(어린이집)에서 나가면서 상당한 위험이 내재되어 있으니 안전사고의 방지를 위해서 빠른 시일내에 과속방지턱등의 설치로 위험을 방지하도록 협조를 당부 드립ㄴ니,2022-08-29,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2208-0935639)
""경주시 황성동 1075 일대 과속방지턱 설치 요청""으로 이해되며 검토결과를 다음과 같이 알려드립니다.
2. 요청하신 구간(황성동 1075) 일대에 이미 사고다발주의구간과 과속방지턱이 설치되어 있음에 따라 추가적인 도로 시설물 설치는 어려울 것이라 판단됩니다.
3. 답변내용에 대한 추가 설명이 필요한 경우 경주시청 도로과 도로정비팀(☏054-779-6458)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-09-01,도로과
불법 영업? 산내면 계곡물에 들어가도 돈을 달라고 합니다,"8월 28일 16시 30분에 있었던 일입니다.

경주시 산내면 대현길 212-17에 계곡 물이 흐르고 있어 아이들과 갔습니다.

계곡 옆에는 불법가건물 같은 건물이 있고, 그 앞에도 평상들이 펼쳐져 있었습니다.

저희 15시 40분에 도착하였습니다.

사유지 같아서 근처에 주인을 불렀지만 아무도 안나오더군요.

그래서 조금만 계곡에 들아가서 발만 담그자 싶어서 아이들과 물장구를 치다가

16시 30분경에 나왔습니다. 집에가려하니 60~70대로 보이면 할머니가 오셔서

우리 사유지인 계곡에서 놀았으니 3만원을 달라고 하는겁니다.

계곡이 사유지 이냐고 물어보니 자기들이 관리하고 있으니 자기꺼라고 합니다.

들어왔을때 말씀하셨으면 평상을 돈을 내고 쓰던지 했을텐데 찾을때는 없더니 집에 가려니 갑자기 나와서 그러는겁니다.

할머니께서 애들 앞에서 고함을 지르면서 돈 내라고 윽박을 질렀습니다.

아이들이 겁을 먹고 울먹이길래 그냥 일단 왔는데

저희가 잘못한 거면 돈을 지불하겠습니다.

만약에 저희가 잘못한게 아니라면 계곡이 사유지라고 말씀하시면서 불법영업하시는 분에게 합당한 벌을 내려주시고

그 후 회신하여 주시기 바랍니다.",2022-08-28,"1. 평소 경주시 행정업무에 협조하여 주신 점 감사드립니다.
2. 귀하의 국민신문고는 『하천법』 제33조 (하천의 점용허가)에 의한 적법한 허가 없 이 행위자가 하천의 무단점유를 주장한 것에 대한 조치로 판단되며,
3. 해당 민원은 동법 제69조(법령위반자 등에 대한 처분 등)에 따라 추후 같은 일이 발생하지 않도록 행위자에게 계도 조치를 하였음을 알려드립니다.
4. 귀하의 민원에 대해 만족스러운 답변이 되었기를 바라며 추가적으로 궁금한 사항이 있을 시에는 산내면(☎054-779-8212)으로 전화하여 주시면 답변해 드리도록하겠 습니다. 감사합니다. 끝.
",2022-09-05,산내면
도로 주변 제초 작업 및 수목 제거 부탁드립니다.,"경주시 내남면 서리밭저수지 주변 아키시아나무와 풀이 너무 자라 도로를 넘어와 운전하기에 많이 위험합니다.
코너길이라 주변 시야가 가려 상대편 차가 오는지 안 보이는데 완전히 가려져 있어 사고가 날까 항상 걱정하며 지나갑니다.
여기 뿐만 아니라 내남 이조리로 가는 길로도 도로로 넘어와 중앙선을 넘어야 하는 구간이 많습니다.
확인 부탁드립니다.",2022-08-25,"1. 경주시 행정에 관심을 가져주신데 감사드립니다.
2. 귀하께서 국민신문고(1AA-2208-0803715)를 통해 건의하신 서리밭저수지 주변 제초 작업 건은 2022년 9월경 조치완료 하였음을 알려드립니다.
3. 기타 문의사항이 있으시면 내남면 총무팀(☎054-779-8195)로 연락주시면 성심성의껏 답변 드리도록 하겠습니다. 끝
",2022-09-30,내남면
2차수 재재기 민원번호 : 1AA-2207-0391050( 문산공단 이면 접속 농로 패임 과다 개선 민원),"1차 민원 : 1차 민원 개선 안됨
1) 민원번호 : 1AA-2207-0391050( 문산공단 이면 접속 농로 패임 과다 개선 민원)",2022-08-20,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2208-0623818)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 '외동읍 모화리 1501-2번지 일원 하천(동천) 내에 위치한 문산 산업단지~부영아파트 횡단도로 보수 요청'에 관한 것으로 이해(또는 판단)됩니다.
가. 건의하신 도로는 하천구역 내에 있는 도로로서, 향후 하천 제방내로 편입되어 도로의 기능을 상실하게 될 예정이므로 해당 구간에 대한 포장 등의 보수는 어려우나, 차량 운행 시 불편함을 최소화 하는 방향으로 검토해 보도록 하겠습니다.
나. 아울러, 우리시에서는 해당 구간을 교량을 이용하여 통행할 수 있도록 하는 사업 (문산산업공단~부영아파트간 도시계획도로 개설공사)을 추진하고 있음을 알려드립니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 외동읍행정복지센터 건설팀(☎054-779-8141)으로 연락주시면 친절히 답변해드리도록 하겠습니다. 끝.
",2022-08-31,외동읍
안강읍 제방도로 제초 작업 요청,"안강에 위치한 제방도로(강변로) 제초 작업 요청 드립니다.

안강 근계교~ (주)풍산 까지 이어지는 제방도로는 주민 산책및 차량 통행이 많은 도로 입니다.
늘 장마가 지난 이맘때즘 잡초가 사람 키만큼 무성하게 자라 도로를 침범하여
통행에 많은 지장과 불편을 주고 있습니다.
이에 빠른 제초작업 요청을 드립니다.",2022-08-16,"1. 안녕하십니까? 국민신문고를 통해 신청하신 민원(신청번호 1AA-2208-0483074 )에 대한 처리 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 우리읍 칠평천 제방의 제초작업을 요청한 것으로 판단되며, 현재 작업 일정 조율 중으로 빠른 시일 내 정비 할 수 있도록 하겠습니다.
3. 기타 문의 사항이 있으실 경우 안강읍 지역개발과 건설행정팀(☎ 054-779-8068)으로 전화 주시면 상세히 설명 드리겠습니다. 끝.
",2022-08-23,지역개발과
송선리태양광발전소 개발행위면제 대상 확인서가 필요합니다,송선리태양광발전소 개발행위면제 대상 확인서가 필요합니다,2022-08-09,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2208-0270706)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 경주시 건천읍 선동길 77-63일원 태양광발전시설(송선리 태양광발전소) 설치(건물 위)에 대한 문의사항으로 판단되며 검토한 의견은 다음과 같습니다.
○ 귀하께서 문의하신 태양광 발전설비가 「국토의 계획 및 이용에 관한 법률」 (이하 국토계획법) 제56조 및 같은법 시행령 제53조 제2호 나목(도시지역ㆍ자연환경보전지역 및 지구단위계획구역외의 지역에서 무게가 150톤 이하, 부피가 150세제곱미터 이하, 수평투영면적이 150제곱미터 이하인 공작물 설치, 다만 「건축법 시행령」 제118조제1항 각 호의 어느 하나에 해당하는 공작물의 설치는 제외한다.)에 해당할 경우 개발행위허가를 받지 아니하여도 되는 경미한 행위에 해당됨을 알려드립니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 경주시 도시계획과 도시개발팀(☎054-779-6428)으로 연락주시면 자세히 안내해 드리도록 하겠습니다. 끝.
",2022-08-10,도시계획과
