제목,내용,작성일자,답변,답변일자,담당부서
경주외동미소지움 아파트 앞 흙먼지털이(에어건)설치 요망,"안녕하세요.
경주 외동읍 미소지움아파트 거주민입니다.
우리 아파트가 들어오고 입실천 하천정비도 되고, 인도도 정비되어 많이 편리 해졌습니다.
현재 우리 아파트 옆에는 삼부르네상스아파트 공사가 한창입니다.
그 옆으로 가면 등산로가 이어지는데 백일산을 올라갈 수 있고요
아파트에서 내려가면 경주시에서 설치해준 입실로 강변 도보도로가 연결됩니다.

아파트 앞에서 백일산에 올라갔다 오거나 입실천으로 갔다 오면 먼지가 많이 묻습니다.
요즘 등산로 입구나 산책로 입구에 많이 설치되어 있는 흙먼지털이(에어건)를 하나 설치 해주시면 감사하겠습니다.
설치가 되면 공사 중의 더러워진 신발과, 입실천변 산책로, 백일산 등산 후 더러워진 신발과 옷을 터는데 많은 도움이 될 것 같습니다.
위치는 들과 산에 갔다가 둘 다 털 수 있는 미소지움아파트 편의점 맞은편 버스 회차로 근처가 좋을 것 같습니다.

감사합니다.",2022-12-21,"1. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2212-0651260)에 대한 검토결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 '외동읍 소재 백일산 등산로 입구 흙먼지털이기 설치 요청' 건으로 판단되며, 우리시는 현재 귀하께서 요청하신 백일산 등산로 입구에 흙먼지털이기 설치 사업 시행 중에 있으며, 내년 1월 말~2월 초 설치가 완료될 예정입니다.
3. 기타 추가 궁금하신 사항은 경주시 산림경영과 산림문화팀(054-779-6350)으로 문의하여 주시면 감사하겠습니다. 끝.
",2022-12-22,산림경영과
하늘마루 화장장 직원 교육,"매우!아주 많이 불친절 합니다.
제목에 써놨듯이 화장장에 대한 민원입니다.
금일(12/18) 하늘마루 화장장을 이용한 사람입니다.
고인을 운구차에서 내려 화장터로 입관?하는 상황에서 안내하시는 분의 태도는 정말 최악이었습니다.
연로하신 어른들도 그렇고 몸이 불편하신 분도 계신데 무조건 ""빨리 오세요! 빨리""..이건 아니지 않습니까?
10분 20분 지체 한 것도 아니고 젊은 제 걸음으로 따라가도 거의 뛰어야 할 정도이던데 모르고 한 말도 아니고
뒤돌아 보면서 재촉하는거..대체 어떤 시스템입니까?
화장로가 자동 시스템이라 화장로에 들어가기 전에 상주들이 봐야 했다면 미리 설명을 할 수도 있었을테고
어른들 걷는게 불편하니 너무 재촉하지 말라고 말하는데 제대로된 설명도 없이 휙~돌아서 가버리며 운구차 기사님한테
떠넘기는 이런 행태는 진짜 아닌거 아닙니까?
공짜로 화장했어요? 돈 낼거 다 내고 시설 이용하는데 너무너무너무 불친절 합니다.
직원분들은 그게 일이겠지만 상주들에겐 소중한 사람이 떠나가는 자리입니다.
좀더 책임감있고 배려심있는분이 계셔야 할 듯 합니다.",2022-12-18,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2212-0552481)에 대한 검토의견을 다음과 같이 알려드립니다.

2. 귀하의 민원내용은""화장장 운구시 불친절한 안내에 대한 직원교육 요청""에 관한 것으로 판단됩니다.

3. 귀하의 민원내용에 대하여 다음과 같이 알려드립니다. 먼저 우리소 직원의 미숙한 안내로 불편을 겪으신 점에 대해 진심으로 사과드립니다. 다시는 이러한 일이 발생하지 않도록 직원교육을 철저히 시행하고, 민원응대 서비스 개선 또한 적극 노력하겠습니다. 불편을 끼쳐드린점 다시 한번 정중히 사과드리오니 불편한 마음은 풀어주시면 감사하겠습니다.

4. 귀하의 민원사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 하늘마루관리사무소(054-779-8543, 오평화주무관)로 연락주시면 친절히 안내해 드리도록 하겠습니다.
",2022-12-26,하늘마루관리사무소
확성기 방송 자재 요청,"얼마전부터 아침 여섯시정도만 되면 산불조심하라는 내용의 확성기 방송이 송출되는데요. 이거 진짜 스트레스입니다.
지금 겨울철엔 여섯시면 밖이 어두운 시간입니다. 잠이 적은 일부 어르신들이야 모르겠지만 대부분의 사람들은 그시간은 자야할 시간인데 시끄러운 확성기 방송때문에 어쩔수없이 깨게 됩니다. 꼭 그시간에 방송을 해야하는건 아니잖습니까.
그리고 코로나 관련 방송도 아직까지 나오는걸로 아는데 벌써 삼년째이지 않나요? 이제 코로나가 뭔지 어떻게 대응하는지는 아이들부터 노인들까지 온갖 매스컴을 통해서 익히 알고 있을텐데 굳이 아직까지 그렇게 시끄러운 방송을 꼭 내보내야 하는건지요? 그리고 방송을 한다해도 소리도 그다지 선명하게 들리는것도 아니고 귀기울여 듣는 사람도 없을텐데 말입니다.
꼭 시정 부탁드립니다.",2022-12-12,"1. 안녕하십니까? 먼저 귀하의 소중한 의견에 감사드리며 검토 결과를 다음과 같이 알려드립니다.
가. 귀하의 민원은 ‘마을 방송 인한 소음 및 새벽 6시 방송 따른 불편’으로 이해됩니다.
나. 해당 민원과 관련, 마을 방송은 새벽이나 밤 늦은 시간에 하지 않도록 조치토록
하겠습니다. 앞으로 생활에 불편함이 없도록 최선을 다하겠습니다.
2. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 추가 설명이 필요하시면 현곡면행정복지센터 총무팀(☎ 779-8252)으로 연락주시면 친절히 안내해 드리겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2022-12-14,현곡면
도로공사 안내 없이 통제 관련해서 문의 드립니다.,"시 중심부에서 조금 떨어진 교외에서 작은 가게를 운영하고 있습니다.
외곽에 더군다나 시골에 있는 작은 가게라 시 예산을 들여서 동네 도로 공사를 하는것에 감사드리고 있습니다
몇달째 이어지는 공사에 매장을 찾는 분들의 불만이 이만저만이 아니지만. 우리 동네 좋아지라고 하는 공사다보니
아무런 불만을 제기하지 못하는 상황입니다.
그러나 이번 주말에 도로 공사를 진행하는것도 가게 매출에 막대한 지장을 주는데
우회 도로 안내나 도로 교통 통제 인원 배치 조차 하지 않고 공사를 진행함으로 인해 매장을 방문하시는 분들께 막대한 피해를 주고 있습니다.
칠불암 등산을 위해서 남산공영주차장에 주차를 하시는 분들도 우회로를 찾지 못해서 통일전에 주차를 하고 걸어오시다가 주말엔 보통 공사를 하지 않는데 공사 언제 끝나는거냐며 문의 주시는 분들도 많네요.
마을 주민 분들에게 도움이 된다는 것 때문에 여태 기다렸지만 공사가 언제 끝날지도 모르는 상황에서 부득이하게 민원을 드릴 수 밖에 없습니다. 죄송합니다",2022-12-10,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2211-0297367) 에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 신청하신 민원은 ""남산동 도시계획도로(소3-217) 개설공사에 대한 우회도로 안내나 도로 교통 통제 인원 배치에 관한 불편 민원""건으로 판단되며, 말씀하신 공사는 2022년 12월 16일 기준 도로포장을 완료하였으며 빠른 시일내에 차선도색 후 준공 완료하도록 하겠습니다.
3. 답변에 의문사항이나 조치에 부족한 점이 있을 시 경주시청 도로과 도로시설1팀(☏779-6446)으로 연락주시면 친절히 안내해 드리겠습니다.


",2022-12-19,도로과
가로등 설치 요청의 건,"불철주야 고생많으십니다.
다름이 아니오라
외동읍 제내2공단길 94 한진피엘(주) 경주공장 앞 도로가
폭도 좁고 불빛이 없어
야간 퇴근길에 운전하기가 너무 불편합니다
가로등 설치만 좀 해주면 훨씬 삶이 윤택해질듯 하오니
긍정적으로 검토 부탁드리겠습니다",2022-12-09,"1. 귀하의 가정에 행복이 가득하시길 기원합니다.

2. 귀하께서 건의하신 '제내2공단길94 보안등 신설 요청' 건에 대해 현장 확인 및 검토 중이며 추후 연락드릴 예정임을 알려드립니다.

3. 자세한 사항은 외동읍 지역개발팀(054-760-2453)으로 문의주시면 성심껏 답변토록 하겠습니다. 끝.
",2022-12-15,외동읍
태풍으로 인한 비포장 도로 복구,"안녕하세요.
9월에 요청드렸는데 아직 복구가 되지 않아서,
민원 재신청드립니다.
9월 태풍으로 인한 흙 토사물로 인해 차량 진출입이 불가합니다.

경주시 진현로2길 11 라쿠스 호텔
옆 경주시 소유의 비포장 도로(계획 도로)

숙박 업소인지라 부자재등의 물품 상하차가 많은데,
화물차 진입을 못해 상당히 난감합니다.

경주 전체 태풍 복구 작업이 많아 묵묵히 기다렸습니다.
기다린 만큼 빠른 조치 부탁드리겠습니다.
추운 날씨에 건강 유의하십시요.",2022-12-02,"1. 평소 우리시 행정에 관심을 가져 주심에 감사드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2212-0068873)에 대한
검토 결과를 다음과 같이 알려드립니다.
3. 귀하가 요청하신 민원은 진현로2길 11 라쿠스호텔 옆 비포장 도로정비로 이해됩니다.
4. 자재 상하차를 위한 화물차 진입이 가능하도록 응급복구 완료하였음을 알려드립니다.
5. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이
필요한 경우 불국동 행정복지센터(054-779-8504)로 문의 주시길 바랍니다.
감사합니다.

붙 임 민원신청서 1부. 끝.
",2022-12-13,불국동
경주시 일반용역 적격심사 세부기준 마련요청,"경주시에서 도시재생사업본부에서 입찰에 부치는 2022~2023년 입찰용역 공고를 보면 경주시 자체 일반용역 세부기준이 없어 경상북도 일반용역 적격심사 세부기준(경상북도 예규 제 1559호) 를 적용하다보니 경줏지역 중소기업 및 소상공인에게 골고루 기회가 주어지지 않고 경북 업체와 실적 있는 업체에만 기회가 돌아가고 있습니다. 이 기준은 시와 자치구 및 소속 행정기관이 발주하는 단순노무, 정보통신, 폐기물처리 등 일반용역에 대한 적격심사 시 적용하는 규정으로, 행정안전부 협의를 거쳐 자체 기준을 마련할 수 있습니다.
대전시 일반용역 적격심사 세부기준의 경우 2억원 미만 용역사업은 이행실적을 제외하여 신규로 참여하는 기업들의 장벽도 해소하고 있습니다.
경주시 일반용역 적격심사기 세부기준을 조속히 마련하여 기존 업체에게만 기회가 돌아가지않고 신규 참여기업 장벽이 해소되기를 희망합니다.",2022-11-29,"국민신문고에 접수된 민원에 대해 다음과 같이 답변하고자 합니다.

1. 안녕하십니까? 귀하께서 접수하신 국민신문고(1AA-2211-0975507)에 대하여 다음과 같이 답변 드립니다.
2. 해당 민원의 내용은 적격심사 세부기준과 관련한 건의사항으로 이해됩니다. 현재 우리 시에서 진행하는 일반용역의 적격심사 시 「경상북도 일반용역 등 적격심사 세부기준」을 적용하고 있으며 그 근거 법령은 아래와 같습니다.

「지방계약법 시행령」
제42조③ 지방자치단체의 장은 제2항에도 불구하고 공사 또는 물품ㆍ용역 등의 특성상 필요하다고 인정되는 경우에는 행정안전부장관과의 협의를 거쳐 행정안전부장관이 정한 심사기준과 달리하여 심사기준을 정할 수 있다.
제42조④ 행정안전부장관이 별도로 심사기준을 정하지 아니한 경우에는 시ㆍ도지사가 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 “시ㆍ도”라 한다) 및 그 시ㆍ도의 관할구역에 있는 시ㆍ군ㆍ자치구(이하 “시ㆍ군ㆍ구”라 한다)에 적용하는 심사기준을 정할 수 있다.

3. 적격심사 세부기준과 관련한 귀하의 의견이 반영될 수 있도록 노력하겠으며 기타 문의 사항이 있으시면 경주시 도시재생과 이다영 주무관(☎054-760-2543)에게 연락 주시면 답변해 드리겠습니다. 감사합니다. 끝.
",2022-12-05,도시재생과
경주 헌강왕릉 안내 표지판 방향,"경주를 많이 좋아하는 이웃 시민으로 매주 권역별로 찾고 있습니다.
11/19(토) 동남산을 트레킹 하면서 헌강왕릉, 정강왕릉을 오랜만에 둘러보게 되었습니다.
근데 도로가에 있는 헌강왕릉 표지판의 방향이 왕릉과 반대편 들판을 향하고 있었습니다.
왕릉 입구 목재로 세워둔 안내판은 제대로 되어있는데.
둘이서 서로 반대 방향으로 되어있답니다.
제가 깊은 뜻을 잘 모르는 건진 알 수 없지만, 잘못된것 같아 문의 드립니다.
사진 첨부했습니다.",2022-11-22,"1. 우리시 문화재에 관심을 가져주셔서 대단히 감사드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2211-0718506)에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 경주 헌강왕릉(사적) 이정표 방향이 잘못되었음을 확인하였고, 신속히 처리토록 하겠습니다. 아울러 문화재를 관람하는데 불편함이 없도록 최선을 다하겠습니다.
○ 추가설명이 필요한 경우 경주시 문화재과(054-779-6110)로 연락주시면 성실히 답변 드리겠습니다. 감사합니다.

",2022-11-22,문화재과
오수받이 뚜껑 고정불량,"지난 11월 11일 주말을 맞아 아내와 함께 경주로 1박2일 여행 중 상기 주소의 감포횟집에서 제공하는 민박을 이용하게 되었는데 다음날 아침 민박집 입구를 나서다 아내가 오수받이 뚜껑의 테두리부분을 밟게되었습니다.
그런데 뚜껑이 제대로 고정이 되어있지 않아 밑으로 벌어지면서 자칫 다리를 다칠 수 있는 상황이 발생되었습니다.

다행이 급이 중심을 잡아 다치지는 않았고, 이와 관련하여 횟집 주인분께 아침식사를 하면서 말씀드렸더니 그 문제를 이미 인지하고 계셨고, 경주시에도 담당자 분께 시정조치를 요청하였으나 차일피일 미루기만 하였고 이에 대해 횟집을 이용하는 손님이 다치는 상황이 발생되면 큰일이니 조속히 조치해달라 수차례 부탁을 하였는데도 문제가 발생되면 본인이 책임지겠다고 하는 등 너무나도 무책임한 답변만을 들었다합니다.

모처럼 아내와 즐거운 시간을 갖고자 하여 방문한 경주인데 저 뿐만아니라 앞으로도 경주를 방문하게 될 많은 타지역의 관광객을 생각하시어 경주시에 안좋은 기억으로 재방문을 꺼리는 일이 있어서는 안될 것입니다.
이에 조속히 처리를 부탁드리며, 처리결과를 회신하여 주시기 바랍니다.",2022-11-14,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2211-0461597)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “오수받이 고정 불량에 따른 통행불편 및 안전사고 위험”에 관한 것으로 이해됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 오수받이 고정 등 조치완료 하였음을 알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 경주시 맑은물사업본부 에코물센터 하수정비팀(054-779-8812)에 연락주시면 안내해 드리도록 하겠습니다.

붙임 : 민원처리 된 준공사진 2부. 끝.
",2022-11-21,에코(Eco)-물센터
육교난간 보수공사가 필요해보입니다,"세방매점 앞에 있는 육교의 사진 속 빨간부분에 달을 보다가 얼결에 기댈뻔했는데,

난간이 너무 힘없이 휘청였습니다.

자칫 아무생각없이 기대었다간 아래로 떨어질 정도로 휘청거려서 후에 육교를 지나가던 사람들 중 누군가가

아무것도 모르고 난간에 기대거나 근처에 학교도 많아서 학생들이 육교 위에서 장난치다가 부딪혔을 때, 힘없이 난간이 부서지고 아래로 떨어져 대형참사가 일어날까 우려되어 민원을 넣습니다.

아시다시피 육교 아래는 많은 차들이 다리는 도로입니다. 사람이 떨어지는 것이 아니더라도 후에 강력한 태풍의 바람에 난간이 부서져 떨어지면, 아래에 달리거나 신호보고 서있던 차들이 피해볼까 염려됩니다.",2022-11-03,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2211-0096759)에 대한 검토결과를 아래와 같이 알려드립니다.
2. 귀하의 민원 내용은 “승삼네거리 육교 난간 보수요청”에 관한 것으로 이해되며 통행 안전을 위해 빠른시일 내 보수 될 수 있도록 노력하겠습니다.
3. 답변내용에 추가 설명이 필요한 경우 경주시청 도로과 도로정비팀(☏779-6455)으로 연락주시면 친절히 안내해 드리겠습니다. 감사합니다. 끝.
",2022-11-11,도로과
