제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
일방통행지정 (김포시 구래동),"현황 및 문제점
경기도 김포시 구래동은 상가 밀집 지역으로, 특히 이마트 뒤 국민은행이 있는 건물을 포함한 주변 건물들에 병원들 및 식당, 위락시설들이 많습니다.
각 건물들의 주차장이 수용할 수 있는 범위를 넘는 차량으로 인해 골목 양편에 불법주정차 하는 차량이 많아 겨우 한 대의 차량만 지날 수 있는 경우가 너무 많습니다.
그러다 양방향에서 차량들이 몰리면 주변 대로변까지 차량정체가 발생합니다.

불법주정차를 단속한다고 하지만 단속 차량이 없는 시간대, 특히 저녁 시간과 주말에는 교통체증이 심각합니다.
개선방안
기왕에 불법주정차를 완벽히 없앨 수 없을 바에는 (불가능한 현실입니다) 왕복 2차선으로 된 좁은 골목길을 일방 통행으로 지정하면 최소한 마주보고 막히는 교통체증은 없앨 수 있습니다.
기대효과
좌우 길 가에 불법주정차를 한 차량이 있더라도 일방통행으로 한 방향으로만 진행하는 차량으로 인해 최소한의 차량 흐름만이라도 확보할 수 있습니다.",2023-01-20,,,김포시,제안심사
창릉천 개발관련 제안,"현황 및 문제점
현재까지의 창릉천 개발의 문제점.
자세한 내용은 첨부파일에 있습니다.
개선방안
창릉천 개발에 앞서 막대한 예산을 합리적으로 지출하기 위한 제안.
자세한 내용은 첨부파일에 있습니다.
기대효과
자연보호와 창릉천 중심 경제개발, 고양시의 발전",2023-01-20,"1. 「미래를 바꾸는 힘! 고양」의 발전에 깊은 관심을 가져주셔서 감사드리며, 귀하의 가정에 평안과 기쁨이 가득하시길 기원합니다.

2. 선생님께서 고양시1AB-2301-0010077/2AB-2302-0001654(2023. 01. 20.)호로 국민신문고에 제안하신 “창릉천 개발관련 제안(하천)”에 대하여 다음과 같이 회신합니다.

□ 회신 내용 □
가. 우리시에서 추진 중인 We 스마트 통합하천 사업 추진에 깊은 관심을 가져주심에 감사드리며, 제안하신 내용은 향후 사업 추진 시 반영여부에 대하여 면밀히 검토하도록 하겠습니다.
나. 다만, 동 사업은 10년 계획으로 진행하는 중장기 사업으로 지금 당장 사업 추진에는 어려움이 있음을 알려드리며, 사업을 진행하며 시민들이 더 많이 참여할 수 있도록 주민설명회 등을 병행 추진하여 나갈 예정임을 알려드립니다.

3. 소중한 의견을 주신 귀하께 감사드리며, 기타 궁금하신 사항은 고양시 생태하천과 장미숙 주무관(☏031-8075-2751)에게 연락 주시면 성심성의껏 안내해 드리도록 하겠습니다. 감사합니다. 끝.
--------------------------------------------------------------------
1. 「30년을 담다, 특례시로 날다. 고양시」의 발전에 깊은 관심을 가져주셔서 감사드리며, 귀하의 가정에 평안과 기쁨이 가득하시길 기원합니다.

2. 선생님께서 고양시1AB-2301-0010077/2AB-2302-0001654(2023. 01. 20.)호로 국민신문고에 제안하신 “창릉천 개발관련(공영주차장) 제안”에 대하여 다음과 같이 회신합니다.

□ 회신 내용 □
가. 제안하신 내용은 도시계획시설 상 주차장으로 지정된 삼송동 147-5번지 상 공영주차장 조성을 요청한 것으로 판단됩니다. 주차장을 조성하기 위하여는 양방향 차량 교행이 가능한 충분한 진입도로 폭 확보가 선행된 후 인근 지역 주차 수급률에 따라 공영주차장 조성 계획이 결정되고 있는 실정입니다.

나. 이에 우리 시에서 2022년 진행 중인 ‘고양시 주차장 수급실태조사 용역’이 완료되면 이를 참조하여 향후 주차장 조성 여부에 대하여 면밀히 검토하겠습니다.
다. 다만, 주차장 조성을 위한 적합한 부지의 선정, 유관기관(부서) 검토, 도시관리계획에 따른 시설 결정 및 변경, 주차장 용지 매입 등에 대한 절차 및 예산이 소요되어 장기적인 검토가 예상됨에 따라 단기간 내 공영주차장 조성이 어려운 여건임을 널리 양해하여 주시기 바랍니다.

3. 소중한 의견을 주신 귀하께 감사드리며, 기타 궁금하신 사항은 고양시 주차교통과 김수종 주무관(☏031-8075-2938)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2023-02-27,고양시,답변완료
33번 버스가 2000으로 바뀌면서,"현황 및 문제점
대화마을 정류장이 사라지는데 정류장명도 사람이사는 마을 인데 정차를 없앤다니요
개선방안
정류장없어지는 것도 아니니 기존처럼 정차해야함
기대효과
대화마을 사람들의 김포 출퇴근 및 접근성 유지",2023-01-19,"1. 「미래를 바꾸는 힘! 고양」의 발전에 깊은 관심을 가져주셔서 감사드리며, 귀하의 가정에 평안과 기쁨이 가득하시길 기원합니다.

2. 선생님께서 고양시1AB-2301-0010077/2AB-2302-0001654(2023. 01. 20.)호로 국민신문고에 제안하신 “창릉천 개발관련 제안(하천)”에 대하여 다음과 같이 회신합니다.

□ 회신 내용 □
가. 우리시에서 추진 중인 We 스마트 통합하천 사업 추진에 깊은 관심을 가져주심에 감사드리며, 제안하신 내용은 향후 사업 추진 시 반영여부에 대하여 면밀히 검토하도록 하겠습니다.
나. 다만, 동 사업은 10년 계획으로 진행하는 중장기 사업으로 지금 당장 사업 추진에는 어려움이 있음을 알려드리며, 사업을 진행하며 시민들이 더 많이 참여할 수 있도록 주민설명회 등을 병행 추진하여 나갈 예정임을 알려드립니다.

3. 소중한 의견을 주신 귀하께 감사드리며, 기타 궁금하신 사항은 고양시 생태하천과 장미숙 주무관(☏031-8075-2751)에게 연락 주시면 성심성의껏 안내해 드리도록 하겠습니다. 감사합니다. 끝.
--------------------------------------------------------------------
1. 「30년을 담다, 특례시로 날다. 고양시」의 발전에 깊은 관심을 가져주셔서 감사드리며, 귀하의 가정에 평안과 기쁨이 가득하시길 기원합니다.

2. 선생님께서 고양시1AB-2301-0010077/2AB-2302-0001654(2023. 01. 20.)호로 국민신문고에 제안하신 “창릉천 개발관련(공영주차장) 제안”에 대하여 다음과 같이 회신합니다.

□ 회신 내용 □
가. 제안하신 내용은 도시계획시설 상 주차장으로 지정된 삼송동 147-5번지 상 공영주차장 조성을 요청한 것으로 판단됩니다. 주차장을 조성하기 위하여는 양방향 차량 교행이 가능한 충분한 진입도로 폭 확보가 선행된 후 인근 지역 주차 수급률에 따라 공영주차장 조성 계획이 결정되고 있는 실정입니다.

나. 이에 우리 시에서 2022년 진행 중인 ‘고양시 주차장 수급실태조사 용역’이 완료되면 이를 참조하여 향후 주차장 조성 여부에 대하여 면밀히 검토하겠습니다.
다. 다만, 주차장 조성을 위한 적합한 부지의 선정, 유관기관(부서) 검토, 도시관리계획에 따른 시설 결정 및 변경, 주차장 용지 매입 등에 대한 절차 및 예산이 소요되어 장기적인 검토가 예상됨에 따라 단기간 내 공영주차장 조성이 어려운 여건임을 널리 양해하여 주시기 바랍니다.

3. 소중한 의견을 주신 귀하께 감사드리며, 기타 궁금하신 사항은 고양시 주차교통과 김수종 주무관(☏031-8075-2938)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",심사 중,김포시,제안심사
고양시 1500번 노선에 대해 제안합니다.,"현황 및 문제점
현재 고양시 버스노선인 1500번은 출퇴근시간에 만원은 물론 평상시까지 좌석의 절반을 채울 정도로 영등포~일산, 탄현 구간은 수요가 매우 많습니다. 실제로 23년01월02일~06일 출근시간(07시) 기준 차내 재차인원을 조회한 결과 영등포방면 교하, 운정구간은 많아봤자 30명을 넘기지 않습니다. 자리가 남는다는 것이죠. 하지만 운정을 넘어 탄현을 경유해 일산의 마지막 정류장인 백석동.요진와이시티까지 서울가기 전 최종 재차 인원을 보니 만석인 41명을 훌쩍 넘긴 47명에 이릅니다. 퇴근시간 일산, 운정방면도 똑같습니다. 퇴근시간(18시)기준 일산 가기 전 영등포 마지막 정류장인 당산역.삼성래미안아파트의 차내 재차인원은 무려 55명까지 이릅니다. 그 뒤로 일산 탄현의 마지막 정류장인 앵골.광성교회의 재차인원은 25명을 채 넘기지 않습니다. 재차 인원이 55명 이라는 것은 만석을 넘어서서 만원까지 이르러 정류장에 대기 중인 승객을 다 태우지 못했다는 뜻으로 해석 됩니다. 승객들은 정류장에서 차량 몇 대를 보내야 탑승할 수 있는 사태가 발생하며 입석으로 서서 탑승한 승객들은 빠르게 달리는 강변북로에서 사고가 나도 최소한으로 보호해줄 수 있는 안전벨트 하나 없이 위험천만하게 이동해야 합니다. 이는 시민들의 안전과 바로 직결되는 문제입니다. 하루는 제가 당산역 1500번 정류장 앞을 걸어서 지나가는 도중에 승객 2분이 ""낑겨가도 괜찮으니깐 제발 좀 태워주세요. 제가 첫 번째로 탈 차례에 벌써 차만 3대를 보냈습니다"" 라고 고함을 치시는 장면을 목격하였습니다. 그런 모습을 보니 제가 고양 주민은 아니지만 저도 1500번을 자주 이용하는 입장으로서 저라도 할 수 있는 일을 해야겠다는 생각이 들었습니다.
개선방안
그래서 저는 탄현하이파크시티를 출발하여 탄현, 일산동을 거쳐 농수산물센터 까지는 1500번과 다르게 간 뒤 농수산물센터 부터 영등포소방서.타임스퀘어 까지 1500번을 따라가는 노선인 1501번(가칭) 신설을 제안합니다. 증차 보다는 1500번 차량의 2/5정도 차출해서 운행하는 것이 괜찮을 것 같습니다. 제가 구상해본 경로는 아래 첨부파일을 통해 지도로 노선을 표시하였습니다. 도로상 불가능한 구간이 전혀 없고 단독구간이 똑같이 영등포로 가는 830번과 겹쳐서 수요가 안 나올 것을 우려하실 수도 있겠지만 830번은 1~2시간 배차 이기에 실질적으로 별로 영향이 없을 것으로 판단됩니다.
기대효과
1501번(가칭)을 신설할 시에 출퇴근 시간 만원버스로 위험천만하게 강변북로를 타는 현상이 사라지거나 현저히 줄어들 것이며, 퇴근시간 당산역에서 승객들이 매우 긴 줄을 서며 힘들게 탑승하지 않아도 될 것입니다. 안전과 바로 직결되는 중요한 문제이기 때문에 1501번(가칭)을 신설하지 않고 다른 방안으로라도 꼭 해결해주시길 바라겠습니다.",2023-01-19,"1. 안녕하십니까? 선생님께서 국민신문고에 신청하신 “(1500번 노선 제안)”에 대한 우리 시의 검토의견을 다음과 같이 알려드립니다.
2. 선생님의 제안내용은 “1500번의 계통분리를 통한 탄현~농수산물센터 구간 별도운행”에 관한 것으로 이해됩니다.
3. 현재, 우리 시는 서울시와의 협의를 통해 1500번 2대 증차를 계획중이며, 3월 중 운행개시 후 입석현황 추이를 검토해 본 뒤에도 입석해소가 되지 않으면 운수업체와의 협의를 통해 선생님이 주신 의견을 검토해보도록 하겠습니다.
4. 이에 따라 선생님의 제안을 (일부)채택함을 알려드립니다.
5. 소중한 제안에 감사드리며, 그 밖에 문의사항은 고양시 버스정책과 안용원 주무관(☎031-8075-2928)에게 연락주시기 바랍니다. 끝.",2023-03-03,고양시,답변완료
어린이 사고발생 위험지역 방지턱 설치요청,"현황 및 문제점
경기도 김포시 풍무1로 61 대우프라자와 풍무푸르지오1차 출입문(옆문) 사이 횡단보도 부근에 방지턱 설치 요청드립니다.

대우프라자는 태권도, 피아노, 영어학원등 빌딩 전체가 학원건물입니다.
학원건물에서 나오자마자 길을 하나 건너면 푸르지오 아파트 출입문입니다. (2500세대 거주)
학원이 끝나면 유치부나 저학년 아이들이 우르르 나와 앞다퉈 마구 뛰어 길을 건넙니다.

어린 아이들이 많이 다니는 길인데다가 어른들도 무단횡단이 많은 지역이고
주변 (풍무1로73) 배달대행회사(냠냠박스)에서 신호위반하는 오토바이들이 많아
차나 오토바이가 빠른속도로 달려오다 혹시라도 사고가 날까 볼때마다 너무 불안합니다.

대우프라자(풍무1로61) 앞 횡단보도와 맞은편 건물앞(풍무1로69) 횡단보도에 방지턱이 설치되면
사고를 예방하는데 큰 도움이 될거라 생각합니다.

검토후 꼭 좀 설치 부탁드립니다.
개선방안
대우프라자(풍무1로61) 앞 횡단보도와 맞은편 건물앞(풍무1로69) 횡단보도에 방지턱 설치
기대효과
사고예방에 큰 도움이 될것임",2023-01-19,"1. 안녕하십니까? 평소 시정에 많은 관심을 가져주셔서 감사드리며 귀하께서 국민신문고에 신청하신 제안에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""풍무1로 과속방지턱 설치""에 관한것으로 이해됩니다.

3. 귀하의 제안사항에 대해 검토한 의견은 다음과 같습니다.
가. 귀하께서 문의하신 대상지 내 과속방지턱 설치 여부를 검토한 결과, 요청 지역이 「도로안전시설 설치 및 관리지침」의 과속방지턱 설치 불가지역(교차로로부터 15미터 이내)에 해당되는 것으로 확인하여 설치가 불가함을 알려드립니다.

4. 귀하의 제안에 만족스러운 답변을 드리지 못한 점 양해바라며, 답변 내용에 대한 추가 설명이 필요한 경우 클린도시사업소 도로관리과 임영수 주무관(031-5186-4595)에게 연락주시면 친절히 안내드리도록 하겠습니다. 감사합니다. 끝.",2023-02-08,김포시,답변완료
드론을 이용한 가설건축물 도로명 주소부여,"현황 및 문제점
- 가설건축물 도로명 주소 부여의 경우, 공간정보시스템에서 존재 여부 확인 실시
- 공간정보시스템에 부존 시, 항공사진 확인과 현장확인을 통하여 도로명 주소 부여
개선방안
- 드론을 이용하여 가설 건축물에 도로명 주소를 부여하여, 위급 상황 발생 시 빠른 대처가 가능하도록 개선
- 항공사진과 배치도가 없는 가설건축물에 한해 드론으로 현장을 촬영하여 현황파악과 배치도 활용 가능
기대효과
- 공간정보 내 드론 촬영정보를 중심으로 배치도 작성 활용
- 화재 등 응급상황에 대한 원할한 대처
- 택배 등 각 종 물류서비스에 대한 보다 정확한 자료 제공",2023-01-19,"광주시 도로명주소 업무에 대한 관심과 소중한 의견 감사드리며, 국민신문고를 통해 신청하신 제안(1AB-2301-0009476)에 대한 검토 결과를 아래와 같이 회신합니다.

1. 제안내용
- 가설건축물에 대한 도로명주소 부여 신청시, 광주시 공간정보시스템에 가설건축물 설치 사진이 존재하지 않을 경우 직접 드론으로 항공사진을 촬영하여 배치도 작성 및 도로명주소 부여

2. 회신내용
- 가설건축물에 대한 도로명주소 부여 신청시 광주시 공간정보시스템에 가설건축물 설치 사진이 존재하지 않을 경우 드론으로 항공사진을 촬영 및 배치도를 제작하여 도로명 주소를 부여할 수 있으나, 가설건축물은 임시로 설치하거나 부속으로 설치하는 건축물로서 도로명 주소 부여 신청을 하는 경우가 드물고, 신청시 대부분 배치도를 첨부해서 신청하는 경우가 많으므로 직접 드론을 이용하여 항공사진을 촬영할 일은 거의 없습니다.
- 또한 드론을 이용하려면 담담공무원이 드론 자격증을 취득하고 드론 작동법을 익혀야 하므로 장시간이 소요되는 바, 현재는 반영하기 어려운 점 이해하여 주시기 바랍니다.
- 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 기타 궁금한 사항이 있으시면 토지정보과 도로명주소팀(031-760-2812)으로 연락주시면 상세히 안내해드리겠습니다. 끝.",2023-02-14,광주시,답변완료
양평군 가로등,"현황 및 문제점
가로등 디자인이 중구난방입니다.
개선방안
양평군의 가치와 특색을 나타내는 가로등 디자인을 하면 좋겠습니다.
기존의 것중에 새 모양의 디자인의 가로등이 ‘자연과 함께하는 양평군’이라는 이미지에 가장 적합하다고 생각합니다.
다른 것을 모두 교체할 것이 아니라
새 이미지를 덧붙이는 방식이거나
이후의 가로등설치부터는 적용하도록 했으면 합니다.
기대효과
양평군을 브랜드화 할 수 있게 됩니다.
세련된 농촌,양평이라는 이미지를 주게 됩니다.",2023-01-18,"1. 항상「사람과 자연, 행복한 양평」의 군정에 관심을 가져주시는 귀하께 감사드리며, 가정에 행복이 가득하시기를 바랍니다.
2. 귀하의 국민신문고 제안(가로등 디자인이 중구난방입니다)에 대한 검토 결과를 다음과 같이 알려 드립니다.
가. 양평군에서는 이미 2017년부터 공공디자인 심의를 통하여 가로(보안)등 보수 및 신설공사에 통일된 디자인을 반영하여 시행하고 있습니다.
나. 따라서, 귀하께서 제안하신 디자인(새 모양의 디자인) 등은 오히려 일관성과 통일성 등을 고려할 수 없기에 불채택 되었음을 알려드립니다.
4. 우리 군에 관심을 가지고 고견을 주신 점에 깊은 감사를 드리며, 기타 궁금하신 사항은 양평군 도시과 가로등팀(031-770-2694)으로 연락주시면 성심껏 답변해 드리겠습니다. 끝.",2023-01-25,양평군,답변완료
노인정 노인냄새 제거 방안,"현황 및 문제점
노인정을 마을회관과 공동으로 쓰는 경우가 많은데 ,주로 마을회관 1층에 있는 경로당에 들어가면 ‘노인냄새’가 많이 나서 마을회관 출입이 즐겁지가 않습니다.
그리고 어르신들도 서로의 냄새를 싫어하십니다.
개선방안
1.공기청정기 설치
2.에어 드레서 설치해서 입고 온 겉옷 걸어둬서 냄새제거
3.이불을 빨수 있는 대형 세탁기와 건조기 설치해서 어르신들이 이불을 빨아갈 수 있게 한다.
4.화장실에 샤워기능 갖추기 ㅡ집에서 온수를 쓰면 가스비 많이 나온다고 걱정하시는 어르신들이 경로당에 와서 씻고 갈 수 있게 한다.
기대효과
쾌적한 경로당이 되면 더 많은 어르신들이 모이게 되고 마을의 젊은이들도 함께 할수 있는 공간이 됩니다.자연스럽게 세대간의 소통이 이뤄집니다.마을회관과 경로당이 마을카페기능을 할수 있게 됩니다.",2023-01-18,"1. 양평군 군정 발전에 많은 관심을 가지고 제안하여 주심에 깊이 감사드립니다.

2. 귀하께서 제안하신 “경로당 노인냄새 제거 방안”에 대하여 답변드립니다.

3. 귀하의 제안에 대한 검토결과는 다음과 같습니다.
가. 경로당 공기청정기 설치의 경우 기존에 양평군 환경과에서 벽걸이 공기청정기 설치 지원을 하였으며, 저희 노인장애인과에서는 22년도부터 미세먼지 저감장치를 순차적으로 지원하고 있습니다. 추가적으로 공기청정기가 필요한 경로당에서는 군에서 지원하는 운영비 예산내에서 렌탈을 하는 방안이 있습니다.
나. 에어드레서 설치 지원의 경우 큰 예산이 들어가는 사항으로 에어드레서 보다는 공용으로 쓰는 노후물품(냉장고, 식탁, 쇼파)등의 교체가 우선적인 상황으로 군에서는 오래된 물품교체 지원을 하기 위해 노력하고 있습니다.
다. 이불을 세탁할 수 있는 대형세탁기와 건조기 설치의 경우 예산부족과 경로당 공간확보의 문제성이 있으며 양평종합사회복지관에서 운영중인 이동세탁과 용문교회 빨래방 사업을 이용하시길 바랍니다.
라. 화장실 샤워기능 설치의 경우 경로당은 남녀가 함께 이용하는 노인여가복지시설로 불미스러운 상황이 발생할 수 있어 현실적으로 어려운 사항임을 고려 바랍니다.

4. 위와 같은 사유로 제안으로 채택하기 어려운 점을 양해하여 주시기 바라며, 다시 한번 양평군 노인복지에 관심을 가져 주신 점 감사드립니다.

5. 기타 궁금하신 사항은 노인장애인과 노인복지팀(031-770-3991)으로 연락주시면 성실히 답변드리겠습니다. 감사합니다.",2023-02-07,양평군,답변완료
전철역에 음료용 쓰레기통 설치,"현황 및 문제점
o 코로나19로 인해 음료 take-out 이 크게 증가하고 있음
o 전철을 탑승하기 전 남은 음료를 일반 쓰레기통에 버려 재활용 및 쓰레기를 치우는 데 어려움.

개선방안
o 모든 전철역에 음료용 쓰레기통을 설치
- 서울의 일부 전철역에서는 이미 설치했음
o 사업대상(수혜자) 경기도민
o 사업량 : 경기도내 전철역 225개역 × 4개
o 추진방법 : 경기도내 전철역 약 225개에 음료용 쓰레기통을 설치
o 소요예산 : 225개역× 4개 × 50,000원 = 45,000,000원
기대효과
o 쓰레기 분리수거 및 환경미화원의 청소작업에 도움
o 전철역의 청결함 유지
o 선진 시민의식 개선",2023-01-16,"안녕하십니까 경기도청 철도운영과 최병구 주무관입니다. 귀하께서 제기하신 제안(접수번호 1AB-2301-0008041)에 대해 다음과 같이 회신하여 드립니다.

음료용 쓰레기통은 현재 道내 일부 역사에 설치되어 운영중인 것으로 파악되고 있습니다.

다만, 음료용 쓰레기통 운영에 대하여 역사 운영·관리 기관 의견을 종합해본 결과, 기관간 의견이 상이하고 특히, 설치 후 관리의 어려움 등으로 인한 2차 민원 발생 우려를 표명하는 등의 의견이 있어

이에 대한 검토 결과, 음료용 쓰레기통 설치는 역사 운영·관리 각 기관에서 설치해야 하는 사항으로 판단되어 불채택 처리하고자 합니다.

이와 관련하여 추가적으로 문의사항이 있으시면 철도운영과 최병구 주무관(031-8030-4875)에게 전화주시면 성실하게 답변드리겠습니다.

철도운영과 업무에 관심을 가져주신데 대해 다시 한 번 감사드리며, 향후에도 좋은 의견 제안해 주시면 도정에 적극 반영하도록 노력하겠습니다.",2023-02-17,경기도,답변완료
하남 도서관 사이트에 독서기록이 가능했으면 좋겠네요.,"현황 및 문제점
현재 모든 도서관 사이트는 진부하게 도서검색이나 대출현황만 검색이 가능한데요. 좀 더 간단하지만 다양한 기능이 들어갔으면 좋겠습니다.
개선방안
하남 도서관에 어느 도서를 대출했고 반납했는지 보이듯이 간단한 독서록을 남길 수 있는 기능이 있으면 좋을 것 같습니다. 앱 중에서는 「북적북적」같은 앱과 지역이 연동을 해서 하남시립도서관 앱과 연동이 되게 만든다던지 하면 읽은 책들을 기록하는 재미에 아이들이나 더 새로운 사람들이 많이 이용하지 않을까요? 이미 존재하는 ai기능을 추가해서 내가 좋아하는 분야에 맞춘 책을 로그인하면 추천해준다던지 하면 더 혁신적인 경기 도서관이 되겠네요.
기대효과
나이가 많은 분들부터 앱을 잘 다루는 어린 아이들까지 자신들의 책 서고 목록을 볼 수 있어서 좋을 것 같습니다.",2023-01-16,"안녕하십니까 경기도청 철도운영과 최병구 주무관입니다. 귀하께서 제기하신 제안(접수번호 1AB-2301-0008041)에 대해 다음과 같이 회신하여 드립니다.

음료용 쓰레기통은 현재 道내 일부 역사에 설치되어 운영중인 것으로 파악되고 있습니다.

다만, 음료용 쓰레기통 운영에 대하여 역사 운영·관리 기관 의견을 종합해본 결과, 기관간 의견이 상이하고 특히, 설치 후 관리의 어려움 등으로 인한 2차 민원 발생 우려를 표명하는 등의 의견이 있어

이에 대한 검토 결과, 음료용 쓰레기통 설치는 역사 운영·관리 각 기관에서 설치해야 하는 사항으로 판단되어 불채택 처리하고자 합니다.

이와 관련하여 추가적으로 문의사항이 있으시면 철도운영과 최병구 주무관(031-8030-4875)에게 전화주시면 성실하게 답변드리겠습니다.

철도운영과 업무에 관심을 가져주신데 대해 다시 한 번 감사드리며, 향후에도 좋은 의견 제안해 주시면 도정에 적극 반영하도록 노력하겠습니다.",심사 중,하남시,제안심사
