제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
양수리 용늪 배수통로 건설,"현황 및 문제점
양수리에 있는 용늪은 한강이 흘러가던 줄기 중 하나인데 도로건설을 위해 인위적으로 둑을 양쪽으로 만들어 막아 호수처럼 만들어진 거 같습니다. 북서쪽으로는 북한강로가 지나가도록 둑을 만들었고 남쪽은 양수대교를 만들며 또 둑으로 막혀있습니다. 이로 인해 물이 흐르지 못해 혼탁해지고 쓰레기가 둥둥 떠 있는 등 환경상이나 미관상으로 모두 좋지 않은 상태입니다. 이는 양수리를 찾는 관광객들에게도 좋지 못한 인상을 줄 수 있습니다.
(용늪의 지도상 사진, 현재 둑으로 막혀서 북한강로와 양수대교 쪽 더러워진 모습 등을 사진으로 첨부)
개선방안
2개의 둑 모두 아래에 물이 통할 수 있도록 배수통로를 만들면 좋겠습니다. 큰 공사까지 할 필요 없이 너비 4-5미터에 높이가 수면으로부터 위아래로 각각 1-2미터씩만 뚫어서 만들어도 충분할 것입니다. 만약 2군데 다 건설이 예산 등으로 어렵다면 어차피 물은 북쪽에서 남쪽으로 흐르고 주변 산에서 용늪으로 물이 흘러들어가므로 양수대교 쪽, 즉 남쪽만 뚫어도 괜찮을 거 같습니다. 이는 비전문가인 제 소견이고 전문가들에게 문의하면 더 나은 답이 나올 것입니다.
기대효과
둑 아래가 뚫려 한강과 용늪이 연결되어 물이 원활히 흐르면서 물도 훨씬 깨끗해지고 생태계도 순환이 잘 될 것입니다. 둑 아래 통로로 물고기들이 지나가면 관광객들의 호기심도 자극할 것입니다. 그리고 물을 통하게 한다고 해서 특별히 이로 인해 손해보는 주민이나 가게가 생기지도 않을 것입니다. 그야말로 반대를 걱정할 필요없이 예산투입의 효과를 톡톡히 볼 것이라고 생각합니다.",2022-06-28,"1. 민원접수 1AB-2206-0028813(2022.07.12.)호와 관련입니다.
2. 평소 ""사람과 자연, 행복한 양평"" 건설에 힘써주시는 민원인께 깊은 감사의 말씀을 드립니다.
3. 귀하의 제안 내용은「양수리 양수리용늪 배수로 설치」에 대한 사항이며, 검토 결과를 다음과 같이 답변하고자 합니다.
가. 현재 용늪 북쪽에 위치한 양서면과 서종면을 잇는 북한강로에는 배수로가 설치되어있으며, 수문을 통해 북한강과 용늪의 수위를 맞추며 제방시설의 역할을 하고있습니다.
나. 만약 남쪽 양수대교에 배수로를 설치한다면 물흐름이 발생하게 되어 수질 개선의 효과를 볼 순 있겠으나 용늪으로 떠내려온 쓰레기가 배수로에 걸려 쌓이게되면 환경 및 미관상 더 좋지않게 되어 역효과를 볼 수 있다고 판단됩니다.
다. 또한, 물흐름으로 인하여 정체된 물에서 자생하는 식물이 자라지 못하는 환경으로 바뀔 우려가 있다고 판단되며, 위 사항으로 미루어 볼때 배수로 설치는 어렵다고 판단되오니 민원인분의 깊은 이해 있으시기 바랍니다.
4. 배수로 공사 자체에 대한 사항은 도로 담당 부서에 문의해주시기 바라며, 다른 문의사항이 있는 경우 양평군청 안전총괄과 하천관리팀 이상준주무관(☎031-770-2431)에게 연락주시기 바랍니다.

붙임 1. 국민제안신청서 1부.
2. 위치도 및 사진 1부. 끝.",2022-08-11,양평군,답변완료
경기도교육청산하 화성시 학교내 다양한 일재 잔재 청산 사업실시(정책기획과),"현황 및 문제점
학교내 기념물(동상 비석),교포,교화와 교목,교훈,교가등 일제잔재을 청산하지않고 있다보니 친일행적을 구별하지못하고 사회적으로나 역사적인 사실이 어린학생들에게 혼동이되고 시대정신을 담은 인재상을 제시하는데 장애가있음
개선방안
학교내에 남아있는 기념물(동상 비석),교포,교화와 교목,교훈,교가등 일제잔재물을 청산하고 개선하기위하여 학부모 ,서회단체가 행정기관과 같이 합심하여 조용한 사회활동으로 정착되도록 지원하여 미래 세대에게 민주시민으로서 역량을 강화 하고자합니다
기대효과
학교에 남아있는 일제잔재를 청산하고 개선하여 대한민국의 미래 세대에게 민주시민으로서 글로벌시대에 대한민국을 선양할 민주시민 육성에 학부모와 같이 하고자합니다",2022-06-28,"1. 안녕하십니까? 우리 시 시정발전에 관심을 주셔서 감사드립니다.
귀하의 국민신문고 제안(신청번호 1AB-2206-0028645)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안하신 내용은 “경기도교육청산하 화성시 학교내 다양한 일재 잔재 청산 사업실시""로 판단됩니다.

3. 이에 대해 검토한 결과,
학교 내 일제 잔재 청산활동은 초중고를 대상으로 화성오산교육지원청(민주시민교육담당)에서 「경기도 일제 잔재 청산에 관한 조례」에 근거하여 탐구활동, 토론활동 및 청산활동 3개 영역과 교가, 교목, 교표, 교화, 동상, 비석 등을 대상으로 제안내용과 같이 운영되고 있는 사항으로 제안심사위원회 안건으로 상정하지 않음을 알려드립니다.

이에 본 제안을 채택함에 어려움이 있사오니 양해하여 주시기를 바랍니다.

기타 문의가 있으시면 정책기획과(☏031-5189-6693)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2022-07-22,화성시,답변완료
범계 사거리 지하차도 관련,"현황 및 문제점
석수 에서 범계 사거리 오는쪽으로 범계 사거리 지하차도 진입전부터 새로 칠한 페인트 유도선이 1,2차 로 월래 지하차도 진입 차로 그런데 3차로 까지 지하차도 유도선 페인트 칠하고 갑자기 2차로 화살표 꺽이게 자주 다니는 사람들은 괜찮겠지만 초행길이 사람들은 햇갈릴것 같네요 더군다나
예전에 유튜브 한문철 tv에서 기흥 톨케이트 유사 사례 나온거 보면 유도선 은 편의상 유도선 따라가다 사고 나도 차선변경 사고로 유도선 따라서 무작정 진입차가 가해자 됩니다
개선방안
1,2차로 만 지하차도 진입 으로 표시 3차로는 범계 사거리 방향으로 표시 하면 초행길 인 사람도 괜찮을것 같네요
기대효과
우리나라 사람들은 아직도 유도선 이 우선이라고 하시는 분이 계서가지고 유도선 표시 바꾸면 유도선 따라가다 생기는 사고도 줄것 같네요
https://youtu.be/nWbrvHfMJsU
이거 보시면 알겠지만 유도선은 편의상 쓸데없는 편의는 오히려 사고 유발 할수있습니다",2022-06-27,"▸시정에 관심을 가져 주심에 감사드리며 민원요청 사항에 대하여 아래와 같이 답변 드립니다.

▸해당 지역은 도로과에서 시행 중인 호계천 복개구간 도로개설공사와 관련하여 부흥고삼거리 일대 교통신호체계 및 차로구획이 변경됨에 따라 안전 및 원활한 도로교통의 확보를 위하여 부흥고 방면 좌회전(분홍)과 범계지하차도 방면 직진차로(녹색)에 색상 유도선이 설치하였으며,

▸도로이용자 차선에 대한 혼란을 줄이고자 7월 1일 설치된 색상 유도선 옆 차선 유도선을 추가 조치하였음을 알려드립니다.

▸답변 내용에 대한 추가설명이 필요한 경우 안양시 철도교통과 교통정책팀(☏031-8045-2175)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.",2022-07-08,안양시,답변완료
향동천 관리(맹꽁이 서식지 만들기),"현황 및 문제점
안녕하세요 향동동에 살고 있는 주민입니다.
향동에는 작은 하천인 향동천이 흐르고 있으며, 맹꽁이 서식지 입니다.
그러나 마구잡이식 하천 관리로 인해, 예를 들어 얼마전 향동천에 있는 갈대며 흙을 아예 포크레인으로 다 퍼냈습니다.
서식지를 완전 파괴하는 식입니다. 물길은 좋아지겠지요
그러나 그 흙이 왜 쌓여 있는지 생각을 한다면, 근천 한창 공사중인 공사장에서 흘러 온 것입니다.
적극적인 대처와 관리, 개도, 벌금이 필요합니다.
(그리고 바로 포크레인 퍼내기 전 미꾸리지를 풀어주는 보여주기식 행정으로 밖에 보이지 않습니다. )



개선방안
향동천 에는 빗물 저장지가 있습니다.
그러나 이곳은 비도 많이 안오는 곳이며, 빗물이 저장되지도 않습니다.
이곳에 작은 연못을 만들어, 맹꽁이 서식지 및
생태학습장으로 만드는게 좋을 거 같습니다.

현장에 오셔서 단지 형식상도 아니고 편의성만 따지는 하천 관리가 아니라
하천을 생각하는 관리 좀 하셨으면 좋겠습니다.


https://news.v.daum.net/v/20220627085124903
기대효과
한번 파괴 된 서식지와 동식물은 다시 복구 되기 어렵습니다.
작습니다. 하천, 그렇게 관리가 많이 필요 할것 같진 않습니다.

맹꽁이 생태조사를 통해 원형 보전 방안 및 대체 서식지 조성, 공사중 보호 대책 등 지침을 설정을
통해 맹꽁이 서식지를 지켜야 합니다.",2022-06-27,"1. 선생님의 가정에 행복이 항상 가득하기를 기원합니다.
2. 선생님께서 국민제안(1AB-2206-0026663)으로 채택심사 신청하신 내용은 향동천 유지관리 및 생태학습장 조성 요청 내용으로 확인됩니다.
3. 향동천 준설 작업은 하천 내 풀들로 인한 수로 확보를 위하여 진행되었음을 안내드립니다.
4. 하천 내생태학습장 조성은 향후 예산 검토하여 순차적으로 시행 될 수 있도록 노력하겠습니다.
5. 기타 궁금한 사항에 대하여는 덕양구청 환경녹지과 생태하천팀(☏031-8075-5254)으로 문의하시기 바랍니다. 끝.",2022-08-30,고양시,답변완료
양근천 체육시설 그물망 설치,"현황 및 문제점
1. 양평읍 양근리 103-6번지상 양근천에 설치된 체육시설인 농구대, 족구대 등에는 그물망이 없어
2. 청소년 등 이용자들이 이용시에 농구공이 강물로 들어가고 있어 그물망을 설치하여 보완토록 제안
개선방안
양근천 체육시설 농구대 등에 유속에 방해가 없는 그물망(휀스)을 설치
기대효과
체육시설이용자들의 편의를 제공",2022-06-27,"1. 선생님의 가정에 행복이 항상 가득하기를 기원합니다.
2. 선생님께서 국민제안(1AB-2206-0026663)으로 채택심사 신청하신 내용은 향동천 유지관리 및 생태학습장 조성 요청 내용으로 확인됩니다.
3. 향동천 준설 작업은 하천 내 풀들로 인한 수로 확보를 위하여 진행되었음을 안내드립니다.
4. 하천 내생태학습장 조성은 향후 예산 검토하여 순차적으로 시행 될 수 있도록 노력하겠습니다.
5. 기타 궁금한 사항에 대하여는 덕양구청 환경녹지과 생태하천팀(☏031-8075-5254)으로 문의하시기 바랍니다. 끝.",심사 중,양평군,제안심사
'캣맘' 문제를 처리 안하는 이유는 공무원이 썩어서인가,"현황 및 문제점
당신의 폰이나 컴퓨터로 캣맘이라는 2글자 쳐보면 글들을 볼 수 있다

당신이 보편적인 상식이 있는 사람이라고 자부한다면

그 글 하나하나 살펴보다
누구의 말이 보편적인 상식에 그나마 가까운지 5살만 넘어도 알 수 있다는 결론에 도달할 것이다
-----------------------------------------------------------------------------------------------------------
난 17년 간 같은 동네
현 건물엔 7년째 거주 중이다

숫자는 보다 정확한 기억을 서술하는데 근거를 제시할 수 있기 때문에 쓴다

내가 주차한 내 차량 밑에 고양이 먹이라고 된 사료통 안의 사료와 물통을
5년 이상 지켜봤었고
난 단 한번도 그것을 훼손하지 않고 봐왔다
이걸 적는건 그들도 같은 생명체라는 나의 생각을 밝히기 위해서다

그런데
인위적인 그 행위들의 결과와 '과정들이'
같은 동물인 인간에게 괴로움을 준다면 피해입은 인간은 어떻게 해야 되는가?

고양이들에게 밥과 물을 주고
고양이 집을 자기 건물과 , 자기 집이 아닌 남의 건물과 남의 집 바로 근처에 놓는 행위를 어떻게 해석해야 하는가???

더불어 산다는 명목하에 인위적으로 개체수를 폭증시키는 집과 사료주기는
되려 어리석은 결과를 낳는다는 걸 당신은 검색을 통해서 알게 되었을 것이다

인터넷 검색을 하다보면 자칫 잘못된, 가짜 뉴스에 혹할 수도 있다는 것도 당신은 알 것이다

그러니
전문가 즉 생태학자, 고양이 전문가, 동물학자, 그리고 인간에 대한 공부를 섭렵한 다양한 학자들을 초빙해
그들의 말과 글을 통해서 고양이들로 피해 본 사람들의 마음속에 거칠고, 악한 생각이 들기 전에
보다 나은 방향을 제시하는 것은 어쩌면 당신들의 사명이다

세금과 공무원의 존재 이유는 그런거 아닐까?

공무원이 조용히 사는 시민들의 피해를 무시하거나 해결책 조차 제시하지 못한다면 존재 이유가 무엇인가?

일 안하고
일 못하는
공무원들을 척결하라
주장하고 싶은 생각도 드는데

어떤가 생각해보라
당신은 공무원이기 전에 나와 같은 시민이고 사람이고 한국인이며 지구인이다

양심이란건 소수 소시오패스와 사이코패스 외엔 있다는 것이 현재까지의 이론이다

당신이 소시오,사이코가 아니라면

증명하라



개선방안
분야별 각 3~5명 이상의
생태학자, 동물학자, 고양이 관련된 전문가, 피해자, 캣맘을 모아 토론회를 7일~15일 단위로 최소 5회
열어보자

그들도 자신들의 의식주를 영위하며 좋은 생각을 풀겠끔 부천시에서 선도 해보자

괜찮은 아이디어 하나만 도출되더라도
적은 예산으로 상징적인 역활을 하게 되어 부천 이미지도 개선될 것이고 당신들이 꿈만꾸는

사랑받는 공무원도 될 수 있다


기대효과
돈 때문에??? 그짓을 했던, '고양이만'을 정말 사랑해서 했던 이웃하기 어려운 자들이 없어지니
동네가 화목해질 수 있다

또하나
당신들 역시
일하는 보람이 느껴지지 않을까?

진짜 살아있다는 느낌을 느끼고 싶지 않은가?

그것도 느낄 수 있지 않을까?",2022-06-25,"1. 평소 시정에 많은 관심을 가져주시고, 고견을 주셔서 진심으로 감사드립니다.
2. 귀하께서 국민제안(1AB-2206-0025179)하신 검토 결과를 다음과 같이 알려드립니다.
3. 귀하의 제안 내용은 '길고양이 급식 등으로 인한 생활 불편을 겪고있어 길고양이의 문제 해결을 위하여 분야별 3~5명 이상의 생태학자, 동물학자, 고양이 관련 전문가, 피해자, 캣맘 등을 초빙한 토론회 개최'에 관한 것으로 이해됩니다.
4. 귀하가 제안한 사항에 대해 검토한 의견은 다음과 같습니다.
가. 의견 주신 내용은 향후 길고양이 관련 정책 추진 등을 위해 필요한 사항으로 이해는되나, 국가 정책기관에서 주관하여 전국적으로 적용해야 할 사항으로 판단됩니다.
나. 또한, 길고양이는 전염병을 퍼뜨리는 쥐를 차단하는 등 긍정적 효과도 있으며, 시대적 흐름이 동물들의 복지 향상을 위해 적극 노력하는 방향으로 나아가고 있는 상황이기는하나,
다. 귀하와 같이 길고양이로 인하여 불편을 겪으시는 분들의 입장도 깊이 공감하며, 향후 주민들의 피해가 발생하지 않도록 길고양이 급식소를 관리하는 캣맘 교육 및 길고양이 중성화(TNR)사업을 통해 개체수 조절에 적극 노력하겠습니다.
5. 이러한 사유들로 귀하의 제안은 비채택 처리되었음을 널리 양해하여 주시기 바라며, 늘 건강과 행운이 함께 하시고 인간과 동물이 행복하게 공존할 수 있는 사회를 만들기 위해 적극 노력하겠습니다.
6. 귀하의 고견에 다시 한번 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우 부천시 도시농업과 동물자원팀(팀장 이천환 ☎032-625-2810, 담당 지유나 ☎032-625-2813)으로 연락주시면 성심껏 답변드리겠습니다. 끝.",2022-07-28,부천시,답변완료
반려견 놀이터 설치해 주세요,"현황 및 문제점
반려견 인구 1천 만 시대입니다. 83만 명이 거주하는 부천에도 반려견은 약 6만 두 수로 추정하고 있다. 특히 중상동은 공동주택이 밀집된 지역으로 반려견 수가 더 집중돼 있다. 그런데 호수 공원에 있던 놀이터는 '케어가든' 조성을 이유로 흔적도 없이 사라지고 반려견들을 산책시키기 위해서는 숱한 사람과 자전거가 오가는 호수공원 둘레길을 이리저리 피하며 걸어야 한다. 다행히 반려견을 사랑하는 사람들이라면 별 문제 없지만 호의적이지 않은 사람들은 옆을 지나가기만 해도 눈살을 찌푸리는 경우가 많다.
개선방안
동물도 마음 놓고 뛰어놀 수 있는 공간, 사람은 사람대로 마음 놓고 걸을 수 있도록 강아지만을 위한 놀이터가 시급하다고 본다. 현재 추천하고 싶은 공간은 수도권 제1순환도로 하부공간이다. 지금은 게이트볼, 해그늘 식물원 정도만 조성돼 있고 나머지는 빈 공간으로 남아있는 상태다. 사람들이 많이 왕래하는 호수공원 주변 즈음의 하부공간에 반려견 놀이터를 조성을 추천한다.
기대효과
반려견 전용 놀이터를 조성함으로써 강아지들은 마음 놓고 뛰놀고, 견주들은 안심하고 지켜볼 수 있다. 더불어 강아지를 싫어하는 사람과도 접촉할 일이 없으니 시민, 견주, 강아지 모두에게 최고의 공간이 될 것으로 본다. 반려견 놀이터 공간이 하루 속히 마련되길 당부드린다.",2022-06-24,"1. 안녕하십니까? 귀하께서 제안 주신건에 대하여 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 “상동호수공원 주변 반려견 놀이터 설치”과 관련한 것으로, 상동호수공원내 반려견 놀이터는 공원 이용객의 악취 관련 민원과 공원의 효율적인 이용을 위해 철거 되었습니다. 귀하께서 말씀하신 상동호수공원 주변 해그늘 공원내 반려견 놀이터 설치는 기존에 체육시설등이 설치되어 있어 관련 부서와 다각적인 협의가 필요한 사항이오니 빠른 처리를 못해 드린 점 이해해 주시기 바랍니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요할 경우 부천시 공원관리과 신승진(☎032-625-4842)로 연락주시면 친절히 안내해드리겠습니다. 감사합니다. 끝.",2022-09-05,부천시,답변완료
가정 폐의약품 수거율 향상을 위한 홍보 방법 개선 방안,"현황 및 문제점
○이천시는 폐기물관리조례에 가정 폐의약품 수거 장소를 기존 약국, 보건소에서 읍·면·동 행정복지센터까지 확대 개정하여 운영 할 정도로 환
경정책에 철저를 기하고 있으나
○ 본 조례 개정 취지를 실행할 수 있는 일반시민을 대상으로 한 가정내 폐의약품 수거 확대 대한 홍보는 미흡한 실정입니다.
○ 참고로 2010.5.26일 보건소 홈페이지 알림사항에 가정내 페의약품 관련 홍보는 가정폐의약품 수거 장소가 약국및 보건소만 있지 읍·면·동
행정복지센터까지 확대운영 하고 있다는 내용은 없습니다.

개선방안
○시민들 대다수는 조례 검색보다 시 홈페이지의 대표 매뉴를 검색하여 정보를 취득하고 있는게 신속하고 편리합니다.
○시 홈페지의 환경(청소)분야에 가정 폐의약품 분리배출 및 처리와 폐의약품이 환경오염 및 건강에 미치는 영향을 공개하여 실천율을 향상시
킨다.
기대효과
○ 가정 폐의약품의 분리배출에 접근성 및 편리성 제고로 수거율이 향상된다.
○ 시행에 별도의 예산이 수반되지 않고 간단하다. .",2022-06-24,"시정발전을 위한 귀하의 제안에 우선 감사의 말씀을 드립니다.

귀하의 ""가정 폐의약품 수거율 향상을 위한 홍보 방법 개선 방안"" 제안에 대하여 다음과 같이 회신하여 드립니다.

폐의약품 배출방법을 시 홈페이지 보건 분야 외에 환경(청소) 분야에도 홍보함으로써 보다 많은 시민들에게 폐의약품 배출방법을 홍보할 수 있도록 귀하의 제안은 채택하여 실시하도록 하겠습니다.

기타 궁금하신 사항은 이천시 자원관리과 ☎031-644-2592로 연락주시면 성심성의껏 답변드리도록 하겠습니다. 감사합니다.",2022-07-24,이천시,제안실현
봉오대로 IC(경기 부천시 고강동 132-7) 고가 다리 양측 4개소의 요철심한도로 평탄 작업 강력 요청,"현황 및 문제점
봉오대로 IC(경기 부천시 고강동 132-7) 고가 다리 양측 4개소의 요철심한도로 평탄 작업 강력 요청


[카카오맵] 경기 부천시 고강동 132-7
http://kko.to/B5LeuHNgg

차량운전중 철강의.요철이 도로면보다 튀어 올라와 있어
주행중 대단히 위험합니다

쾌적한 도로여야지
무슨 운련 구간 같습니다

재목건 빠른 시일내에
평탄도로로 아스팔트 포장 재포장하여
다른 도로면과 같게 평탄작업 해 주기 바랍니다

운전중 사고위험과
주행중 대단한 충격적인 불편 불쾌합니다

현장확인후
조치 바랍니다

2개소의 고가 끝 모두 4개입니다
좌우 도로 포함 8개소입니다

위 내용 자유게시판에도 동일하게 올렸슴을 알립니다
관리자 원론적인 답변이.. 국민신문고에 하라는데

자유게시판의 그답변에는 더 댓글을 달구도 없고
로그인만 4,5번 되풀이해도 안되어 왕 짜증 납니다

이 시민제안에 몇일전 등옥완료하면
올린글이 안보여 몇차례 반복 등록은 했었지만

문자로 몇번이 접수되었다고만오지

내가 올린들은 왜 찾아볼수 없는거요

짜증나네요
공개도 아니고 비밀행정하는거요
다른 시.구청과 유별나게 다르네요

대상관청을 선택 지정해야하는데
부천시청은 찾을수 없고 하여 국토교통부를 지정하여
동일내용 신청했습니다

개선방안
제목의 평탄작업
기대효과
사고 방지,예방",2022-06-21,"시정발전을 위한 귀하의 제안에 우선 감사의 말씀을 드립니다.

귀하의 ""가정 폐의약품 수거율 향상을 위한 홍보 방법 개선 방안"" 제안에 대하여 다음과 같이 회신하여 드립니다.

폐의약품 배출방법을 시 홈페이지 보건 분야 외에 환경(청소) 분야에도 홍보함으로써 보다 많은 시민들에게 폐의약품 배출방법을 홍보할 수 있도록 귀하의 제안은 채택하여 실시하도록 하겠습니다.

기타 궁금하신 사항은 이천시 자원관리과 ☎031-644-2592로 연락주시면 성심성의껏 답변드리도록 하겠습니다. 감사합니다.",심사 중,부천시,제안심사
부천시 무더위에 취약한 사람들을 보호하기 위한 안전대책 개선방안,"현황 및 문제점
기후의 온난화, 환경의 변화 등으로 갈수록 기온이 높아지고, 수시로 폭염주의보와 같은 재난발령이 일어나고 있기에 특히 여름철 폭염 기간 중에 무더위에 취약한 사람들을 보호하기 위하여 무더위쉼터를 운영하지만 무더위쉼터에서 온열질환 및 응급환자가 갑자기 발생하면 발 빠른 대처가 힘든 실정이며, 무더위쉼터에 대부분 젊은 사람들이 없다보니 112, 119 신고도 어려운 실정으로 즉시 응급조치를 신속히 할 수 있도록 할 필요성이 있는 실정입니다.
개선방안
1. 경기도 부천시에서 여름철 폭염 기간 중에 우선 시범적으로 과거에 온열환자 발생 지역과 온열환자 및 응급환자 발생 우려가 있는 곳의 무더위 쉼터(3∼5개소 정도)를 선정하여 비상안심 벨을 설치하여 온열환자 등 응급환자 발생 시 가능한 빠른 시간 내에 응급조치를 할 수 있도록 조치하여 생명을 보호토록 업무 개선하는 것입니다.
※ 비상안심 벨 설치 장소는 무더위쉼터가 야간에도 운영하는 곳을 선정하고 비상안심 벨을 설치 후에 비상안심 벨 위쪽으로 누구나 비상안심 벨을 사용토록 안내 문구를 부착토록 조치
2. 부천시에서 시범적으로 무더위쉼터에 비상안심 벨 설치 사업을 추진(3∼4개월)하면서 문제점과 시정할 점을 완전히 개선한 후 점진적으로 비상안심 벨 사업을 확대토록 추진하여 온열환자 및 응급환자 발생 시 가능한 신속히 응급조치를 하도록 업무 개선하는 것입니다.
3. 부천시에서 무더위쉼터에 비상안심 벨을 설치 후에 홈페이지, 소식지 등에 비상안심 벨을 설치한 곳에 대하여 적극적으로 홍보하여 많은 시민들이 인지하여 이용토록 업무 개선하는 것입니다.
기대효과
1. 부천시 온열환자 및 응급환자 발생 등 긴급 상황 시 신속히 신고
2. 부천시에서 시민들에게 안전에 대한 정책 강화
3. 부천시 지역에서 온열환자 맟 응급환자 발생 시 빠른 안전 대책 지원
4. 부천시의 폭염에 대한 적극적 정책추진으로 시민들의 만족도 상승
5. 부천시에서 각종 범죄예방에도 기여",2022-06-21,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 국민제안(1AB-2206-0017109)에 대하여 아래와 같이 알려드립니다.

2. 부천시 노인복지과에서는 어르신들을 대상으로 경로당을 무더위쉼터로 운영하고 있으며, 올해 3분기 중 관내 경로당에 화장실 비상벨을 설치할 예정임을 알려드리며 향후 사업 시행 시 무더위쉼터 관리부서와 협의 하에 실시할 에정임을 알려드립니다.",2022-07-21,부천시,답변완료
