제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
장애인 편익시설 공작물과 리프트 뻐스 제공은 위임사무처에서 국립 전환 촉구,"현황 및 문제점
붙임 자료 참조
개선방안
붙임 자료 참조
기대효과
붙임 자료 참조",2022-04-15,,,경기도,제안심사
"육교, 지하철 승강기 설치는 장애인 편익 증진법 의무이행 구현 등","현황 및 문제점
붙임 자료 참조
개선방안
붙임 자료 참조
기대효과
붙임 자료 참조",2022-04-15,"1. 귀하의 가정에 행복이 가득하길 기원합니다.

2. 귀하께서 제출하신 '육교, 지하철 승강기 설치는 장애인 편익 증진법 의무이행 구현 등'에 대하여 아래와 같이 부서 답변을 전달해 드리며

3. 제출하신 제안 중 정발산 역의 엘리베이터 설치에 관한 사항은 코레일 한국철도공사 사무로 고양시에서 답변할 수 없음을 알려드립니다.

[문화예술과]
가. 귀하의 가정에 행복이 가득하기를 기원하며, 귀하께서 제안하신(접수번호:2CB-2205-0002227) ""육교, 지하철 승강기 설치는 장애인 편익 증진법 의무이행 구현 등"" 에 대하여 다음과 같이 답변드립니다.

나. 귀하께서 설치요청하신 시설 중 ""아람누리 다목적 복합공간에서 도서관까지의 구름다리 설치"" 건은 아람누리 내의 아람마슬과 아람누리도서관을 연결하는 구름다리 설치를 요청하시는 것으로 파악됩니다. 아람누리 아람마슬은 건축물 외벽이 유리로 구성되어 있어 육교, 교량과 같은 무거운 시설물을 설치하게 되면 안전상의 문제가 발생할 우려가 있습니다. 또한, 현재 아람누리 내 아람마슬 1~3층은 임대공간으로 카페, 식당 등의 편의시설로 민간이 운영중에 있어 통로로 활용할 별도의 공간이 없는 상황으로 구름다리는 현실적으로 설치가 어려울 것으로 판단됩니다.

다. 시정발전에 관심을 가져주셔서 다시 한 번 감사드리며, 기타 문의사항은 고양시청 문화예술과 문화정책팀(031-8075-3375)으로 문의주시면 성심성의껏 답변드리겠습니다.

[도로정책과]
가. ""고양! 30년을 담다, 특례시로 날다"" 고양시 발전에 관심을 가져주신데 감사드리며, 귀댁에 평안과 행복이 가득하시길 기원합니다.

나. 귀하께서 국민신문고(제안) 접수번호(2CB-2205-0002227)호로 신청하신 제안에 대하여 다음과 같이 회신 드립니다.

다. 회신내용 : 정발산역 육교와 아람누리를 잊는 보행자 육교설치 요청
- 보행자 육교는 「보도설치 및 관리지침」 및 「도로의 구조시설 기준에 관한 규칙」에 따라 시간당 6,000명 이상이 통행하는 도시지역 도로 중 교통영향, 통행량, 주변 환경, 경관 등을 종합적으로 검토하여 보행자의 통행안전을 확보하기 위해 설치하고 있습니다.
- 정발산역 일대에는 보행자 통행 편의를 위해 아람누리와 문화광장을 횡단할 수 있는 육교가 설치되어 있으며, 추가적으로 횡단보도 및 지하보도 또한 설치되어있습니다.
- 귀하께서 건의하시는 사항은 추가적인 편의성을 위한 것으로 신설하지 않더라도 통행에 지장을 주지 않음에 따라 아람누리를 연결하는 추가 육교 설치는 어려움을 알려드립니다.",2022-05-23,고양시,답변완료
김포 한강신도시지역에 농구대를 설치해 주세요,"현황 및 문제점
김포한강 신도시 인구가 급증했는데 농구장이 너무 적어서 농구를 할수가 없어요
농구장이 너무 없고 있어도 아파트 단지에 둘러싸여 있어서 늦은시간에는 농구를 할수없습니다.
솔터체육공원에 테니스장만 많지 농구장이 하나 없습니다
개선방안
솔터 체육공원이나 한적한 공원에 농구장을 많이 만들어주시기 바랍니다
기대효과
김포시민들이 다양한 스포츠를 즐길수 있습니다",2022-04-15,"1. 항상 시정발전을 위해 관심을 가져주신데 대하여 깊은 감사의 말씀을 드립니다.

2. 귀하께서 국민신문고에 신청하신 국민제안(신청번호 1AB-2204-0008939)에 대한 검토 결과 ""김포한강신도시 내 농구장 추가 설치""에 관한 것으로 판단되며 다음과 같이 회신합니다.

■ 검토내용

가. 체육과 답변
- 현재 마산동 642-1번지 김포생활체육관 내 농구장을 대관하여 이용하실 수 있음을 알려 드리며, 참고로, 우리시에서는 김포한강신도시 내 사업 추진 중인 운양반다비체육센터(운양동 1246-3번지, '23년 하반기 준공예정) 및 장기 금빛 체육센터(장기동 2089-1번지 일원, '24년 상반기 준공예정)에 다목적체육관(농구장 등)을 배치할 계획입니다.

나. 공원관리과 답변
- 현재 김포한강신도시에는 총 6개의 농구장이 조성되어 있으며, 6개 중 2개의 농구장이 솔터체육공원과 인근한 마산동 634-1, 마산동 618-7번지에 조성되어 있으니 농구장 이용에 참고 바랍니다.
- 아울러, 농구장의 경우 평소에도 소음관련 민원이 다수 접수되어 추가적인 설치는 적정하지 않다고 판단되어 검토하고 있지 않음을 알려드립니다.

3. 답변내용에 대한 추가 설명이 필요한 경우 체육과 체육시설팀 남지연 주무관(031-980-2584), 공원관리과 주무관 고은혜(☎031-980-5639)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.",2022-05-17,김포시,답변완료
시 통합안전센터의 CCTV 운영 정보 공개 방법 개선으로 알 권리 충족,"현황 및 문제점
○시 통합안전센터에서는 시홈페이지에 센터 설립개요,운영개요,대응체계를 공개하여 기본적인 상황은 알 수 있으나,
○시민들은 기본상황외에 공통적으로 알면 유익하거나 개인적으로 이해관계가 관련되는 필요한 정보( CCTV에 대하여 교통사
고시 관련 자료 공유, CCTV 설치 절차,사생활개인정보 보호 문제 등) 공개에 많은 관심과 민감성을 갖고 있으나, 공개되고 있
지 않아(공개하고 있는 CCTV 설치 민원 접수에 대한처리 대응의 내용은 간단하여 이해가 난이함) 알 권리에 미흡한면이 있습
니다..
개선방안
시 홈페이지의 시 통합안전센터내용에 CCTV 운영에 관해서 시민들이 공통적으로 궁금히 여기고 있는 필요한 정보 항목을 신
설하여 시민들이 상시 알 수 있게 한다..
예 시)
1. 교통사고가 발생하여 CCTV 영상을 보고 싶은데 어떻게 해야 하나요?
2. CCTV 영상은 어떤 절차에 의해 설치하나요?
3. CCTV 영상은 얼마동안 보관하나요?
4.CCTV 영사에 대한 유출 등 개인정보보호는 어떻게 하고 있나요?
기대효과
○통합안전센터의 운영 관련 필요한 정보를 상시 알수 있어 편리하고 알권리가 충족되어 행정에 신뢰가 향상된다.
○본제안 시행은 홈페이지 작업으로 예산이 들지 않고 간단하다.",2022-04-14,"안녕하십니까?
귀하께서 국민신문고를 통해 제안해 주신 내용에 대하여 다음과 같이 알려드립니다.

언급해주셨던 최종 수정일이 2019. 10. 18일이라는 것은 사실과 다르며
제안자의 제안일 이전에 이미 아래 붉은 표시와 같이 2022년 4월 기준으로 해당자료가 업데이트 되어있음을 알려드립니다.
답변첨부파일을 참고하여 주시기 바랍니다.

아울러, 민원인께서 지적해주신 두가지 방법(CCTV영상정보 반출 방법, 행정정보 공개제도)이
부차적이며 선행이 모순되었다고 오해해고 계신 것 같습니다.
CCTV영상정보 반출방법 그 자체가 행정정보공제도로 그 두가지 방법으로 지칭하신 것이
두 가지가 아닌 하나의 동일한 제도임을 알려드립니다.
CCTV영상정보를 포함한 시청에서 생산한 행정정보는 행정정보공개제도를 통하여 공개됨을 알려드립니다.

소중한 의견 감사드리며, 답변 내용에 대한 추가 설명이 필요할 경우,
의왕시 안전총괄과 김영화 주무관(031-345-2943)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.
감사합니다.",2022-05-04,의왕시,답변완료
공공기관 양성교육신청서 보유기간 방법 개선,"현황 및 문제점
현재 지자체 산하 공공기관(농업기술센터)에서 농어촌 귀농인 및 농업관련 교육이 활발히 운영되고 있어 많은 시민이 참여하는 등 좋은 호응을 얻고 합격여부와 상관없이 최종 확정하기 위해서는 사전에 신청서를 제출하여야 합니다. 또한, 해당 관련내용을 확인 및 검증하기 위해 주민등록초본, 자격증, 경력증명서도 함께 동봉해 제출하는 것도 적절하게 보여지나 해당 서류가 통상 개인정보 보유기간이 ""1년~30년"" 보관이 적절함에도 불구하고 해당관련 서류를 ""준영구"" 보관하는 것으로 운영하고 있습니다. 이로 인한 적정한 관리와 보관 및 개인정보의 안정성 확보조치가 잘 되고 있다고 하나 개인정보의 준영구 '행정안전부 개인정보보호지침(별표 제1호)' 개인정보파일 보유기관 책정 기준표에 의거하면 1. 국민의 신분, 재산을 증명하기 위해 운용하는 개인정보파일 중 개인이 사망, 폐지 그 밖의 사유로 소멸되기 때문에 영구 보존할 필요가 없는 개인정보파일, 2. 국민의 신분증명 및 의무부과, 특정대상 관리 등을 위하여 행정기관이 구축하여 운영하는 행정정보시스템의 데이터 셋으로 구성된 개인정보파일인 경우로 해당 신청서의 보유기간은 적절치 않아 보입니다.
개선방안
이에 따라 내부 협의 및 법의 적용을 판단해 볼 필요는 있으나 현재 ""준영구""로 보유중인 개인정보의 보관에 관한 분류를 ""10년""으로 조정하는 것이 '개인정보파일 보유기간 책정 기준표'에 의거 적정할 것으로 보여집니다.
수 많은 개인정보를 법률에 의거 보관하는 절차는 반드시 따라야 하나 ""양성교육신청서""와 첨부서류를 ""준영구"" 보관하는 것은 적절하지 않다고 판단됩니다.
기대효과
시민에게 다양한 교육을 통해 질적 향상과 생활의 풍요로움을 주는 지자체의 역할과 지원은 계속되어야 하나 신청시 제출한 서류가 교육청 관련 서류가 아니며 법적으로 보유기간이 명시된 사항이 아닐 경우 즉시 파기 또는 최소한 보유할 수 있는 기간으로 변경해 운영할 수 있도록 함으로서 안전한 시민의 개인정보가 잘 보관되고 활용되다면 믿음과 신뢰감을 줄 수 있는 기대와 효과는 크다고 봅니다.",2022-04-12,"안녕하십니까?
귀하께서 국민신문고를 통해 제안해 주신 내용에 대하여 다음과 같이 알려드립니다.

언급해주셨던 최종 수정일이 2019. 10. 18일이라는 것은 사실과 다르며
제안자의 제안일 이전에 이미 아래 붉은 표시와 같이 2022년 4월 기준으로 해당자료가 업데이트 되어있음을 알려드립니다.
답변첨부파일을 참고하여 주시기 바랍니다.

아울러, 민원인께서 지적해주신 두가지 방법(CCTV영상정보 반출 방법, 행정정보 공개제도)이
부차적이며 선행이 모순되었다고 오해해고 계신 것 같습니다.
CCTV영상정보 반출방법 그 자체가 행정정보공제도로 그 두가지 방법으로 지칭하신 것이
두 가지가 아닌 하나의 동일한 제도임을 알려드립니다.
CCTV영상정보를 포함한 시청에서 생산한 행정정보는 행정정보공개제도를 통하여 공개됨을 알려드립니다.

소중한 의견 감사드리며, 답변 내용에 대한 추가 설명이 필요할 경우,
의왕시 안전총괄과 김영화 주무관(031-345-2943)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.
감사합니다.",심사 중,김포시,제안심사
일산호수공원 주차장 출차 시스템 개선,"현황 및 문제점
문제점: 주차비용 정산을 기기에서 한사람씩 진행함으로 인하여, 출차과정에서 교통체증이 발생함.
수 많은 사람들이 정산을 위해 대기 하면서 시간을 낭비하고 있습니다. 이는 국가적인 생산성 낭비입니다.

현황:
언제: 주말 및 공휴일 등 만성적인 교통체증이 발생하는 날
어디서: 일산호수공원 주차장
무엇을: 주차비 정산을 위해 많은 사람들이 불편을 겪음
어떻게:
사람인 경우; 주차 정산기(현행 키오스크 방식)에서 많은 사람들이 대기함.
차량의 경우; 차량 순환이 느리다보니 도로가 혼잡함.
왜: 주차 정산의 느린 일처리 때문에.
개선방안
주차요금 정산 시스템을 모바일에서도 접근할 수 있도록 한다.

1. 정산결제의 문제 해결 방안 - 모바일 카드 결제 시스템
인터넷 카드 결제와 같은 전자 결제시스템을 이용합니다.
- 친숙한 방식: 국민 대부분이 스마트폰을 이용함.
배달의 민족이나 e커머스를 이용한 결제가 활발히 일어나기 때문에 추가적인 설명이 필요 없이 사용자의 사용을 도모할 수 있음.

2. 개발비용 절감을 통한 문제 해결 방안 - 웹 개발
웹으로 개발할 경우 모바일 어플리케이션(안드로이드, iOS 두 운영체제)보다 적은 비용으로 개발이 가능하다.
'간편 결제 페이지'를 검색하면 큰 비용없이도 개발이 가능함을 알 수 있다.
또한 기존의 DB와 연동하기만 하면 되기 때문에 추가적인 데이터베이스 생성대신에, column 한칸만 데이터베이스에 추가하면 모바일에서 했는지, 정산기기를 이용했은지 구별이 가능하여, 현 시스템에도 무리가 가지 않는다.
현 시스템에 무리가 가지 않는 것은, 큰 비용 발생이 없음을 의미한다.

3. 접근방식
QR코드를 이용하여 접근하도록 한다. 요즘은 스마트폰 버전이 올라가서 QR코드에 접근하기 편하게 되어있다.
사진기를 열어서 큐알 코드를 찍으려고 하면, 해당 QR코드에 접근할 수 있도록 인터넷 링크가 나온다.
기대효과
고양특례시가 차별적인 주차 시스템을 도입함으로써, 스마트 도시로 도약하길 바랍니다.
일산호수공원이 그 첫 걸음을 내딛길 기원합니다.

- 한명씩 정산을 행하지 않아도 됨으로 교통체증을 획기적으로 줄일 수 있음.
- 코로나와 같은 전염병에서 거리두기에 효과적임.",2022-04-10,"1. 안녕하십니까? 선생님께서 국민신문고에 제안하신 “일산호수공원 주차장 출차 시스템 개선”에 대한 우리 처의 검토의견을 다음과 같이 알려드립니다. ‣ 선생님의 제안내용은 “호수공원 주차장 요금정산 다각화로 출차 시간 해소”에 관한 것으로 이해됩니다.

2. 현재, 호수공원 1, 2 주차장 내에 출차부스 무인정산기 외 사전 무인 정산기 각 2, 4대를 설치 운영하고 있으며, 주차장 출구 위치도 변경하여 원활한 출차를 지원하고 있습니다. 다만, 주차장 출구 도로(8차선) 여건상 많은 차량 통행 흐름으로 출차 지연이 되는 상황입니다. 선생님께서 주신 개선방안은 민간 운영 주차장에서는 효율적인 방안으로 사료됩니다. 고양시 조례로 운영중인 공영주차장에서는 할인(15가지 이상) 적용이 많아 사전 정보 등록을 하고 인증을 득한 후 이용하여야 하므로 이용 빈도 수가 극히 적을 것으로 사료됩니다.

3. 이에 따라 선생님의 제안을 불채택함을 너그러이 양해해주시기 바랍니다.

4. 소중한 제안에 감사드리며, 그 밖에 문의사항은 고양도시관리공사 교통사업처 주차시설팀 윤길수과장(☎031-929-4845)에게 연락주시기 바랍니다. 끝.",2022-05-23,고양시,답변완료
부천시민 전문가 양성과정 추진 요청,"현황 및 문제점
심리 관련 문제와 동물 반려가족은 각각 늘어나는 추세에 반해
그에 관련된 전문가 양성과정은 다소 부족하거나 접하기 어렵다고 생각합니다.
개선방안
반려동물 동반 여행 플래너, 반려동물 매개심리상담사.
이 두가지 전문가 과정 혹은 자격증을 취득할 수 있도록 부천시에서 업체들과 협업하여 제공하기를 원합니다.
기대효과
반려동물과 함께하는 심리 치료 프로그램을 운영하는 부천시, 더 나아가 대한민국이 되어 발전을 도모할 수 있습니다.",2022-04-10,"1. 부천시정에 관심을 가지고 의견을 제시하여 주시어 감사드리며, 귀하의 '부천시민 반려동물 전문가 양성과정 추진 요청' 건에 대하여 다음과 같이 알려드립니다.

2. 현재 부천시에서는 체계적인 교육을 통한 올바른 반려동물 문화 정착을 위해 매년 ""반려동물 문화교실""을 운영하고 있으며, 올해는 관내 초등학생을 대상으로 생명존중교육을 실시할 예정입니다. 다만 귀하께서 언급하신 전문과정보다는 좀 더 다양한 연령대의 시민들이 참여할 수 있는 방향으로 교육을 기획하여 반려동물을 이해하고자 합니다.

3. 귀하의 소중한 의견에 다시 한번 감사드리며, 기타 궁금한 사항은 부천시 도시농업과 백영경 주무관(☎ 032-625-2803)으로 문의주시기 바랍니다. 끝.",2022-05-10,부천시,답변완료
CCTV 설치 활용 방법 개선,"현황 및 문제점
현재 지자체에서 공적 목적용 CCTV를 설치해 운영하고 있어 안전과 사건, 사고예방을 위해 많은 도움을 주고 있으나 실제 CCTV 관제센터에서 직접 확인 및 이용을 위한 방법으로 하고 있으나 시민이 긴급한 상황에 이용하는 사례는 거의 드물고 안내판이 설치되어 있으나 시민의 눈높이 보다 상단에 위치하고 있고 눈으로 자세히 보아야 있다는 사실을 인지할 수 있으며 긴급 호출 버튼의 경우 오래된 CCTV의 경우는 설치되어 있지 않고 낮과 밤에 명확히 잘 보이는 곳에 되어 있다고 하나 시민에게는 보이지 않는 곳이 의외로 있다는 것입니다.
제일 중요한 사항은 시민이 긴급한 상황에 적절하게 활용할 수 있도록 적극 홍보와 카드뉴스 및 각 기관 홈페이지의 활용이 아직은 미흡한 상황입니다.
개선방안
이에 따라 개선이 필요한 CCTV 를 주기적인 점검과 파악을 한 후 고도화 작업을 하는 것이 바로 시민의 생명을 살릴 수 있는 중요한 단초가 된다는 것이며, CCTV 설치 안내판도 현재의 설치위치과 안내판의 크기도 확대하고 야간에도 잘 인식할 수 있는 재질로 변경하며 긴급한 상황에 도움을 요청할 수 있는 크기의 비상버튼의 잘 인식할 수 있는 크기로 조정하는 등 시민에게 필요한 것을 자주 노출(홍보, 카드뉴스, 홈페이지 배너게시, 기타등)시켜 긴급시 활용할 수 있도록 해야 합니다.
기대효과
소중한 한 시민의 도움을 요청할 경우 CCTV를 통해 긴급한 조치와 응급인력을 현장에 투입할 수 있는데 효과와 역할이 될 수 있도록 안내판과 비상버튼의 크기부터 재 확인 및 개선을 통해 시민에게 안전과 사고예방으로 되돌려 줄 수 있는 효과가 커질 것입니다.",2022-04-10,"1. 평소 시정발전을 위해 깊은 관심과 노력을 아끼지 않고 있는 귀하에게 진심으로 감사
드립니다.

2. 귀하께서 신청하신 국민신문고 국민제안(1AB-2204-0004761)에 대한 검토결과를
아래와 같이 회신하오니 참고하시기 바랍니다.

◎ 제안내용
- 시민이 긴급한 상황에 적절하게 활용 할 수 있도록, CCTV 안내판 개선 및 주기
적인 점검을 통한 고도화 작업, 홍보 제안

◎ 검토내용
- 현재 방범CCTV는 매년 여러사업을 통해 고도화를 시행중에 있으며, 주기적인
점검과 개선을 통해 방범CCTV가 범죄예방 및 사건사고 해결 등에 적절하게
이용 될 수 있도록 노력하고 있습니다.
- 첫째, 야간 시인성 개선을 위해 방범CCTV 설치 안내판을 LED로 개선 및 매년
신규 설치중입니다.(안내판 높이 및 크기, 재질 포함) 또한, 긴급한 상황에 적절
하게 활용 될 수 있도록 비상벨 상단 LED안내판도 매년 설치중입니다.
- 둘째, 범죄예방 효과가 뛰어난 방범CCTV는 실제로 경찰수사관에게 평균 2,500
건/년 제공하여 사건해결에 도움을 주고 있으며, 교통사고 등 시민이 영상정보
요청 시 영상을 제공하여 시민에게 도움이 되고 있습니다.
- 셋째, 도시안전정보센터에서는 방범CCTV 설치위치 안내 및 비상벨 체험 등 위급 시
즉시 대응 할 수 있도록 견학을 실시하고 있습니다.(최근 코로나19로 인해 미시행중)
- 이러한 노력에도 홍보가 부족하였다는 점을 통감하고, 귀하께서 제안하신대로
적극 홍보에도 노력하겠음을 알려 드립니다.

3. 귀하의 제안사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이
필요한 경우 김포시 도시안전정보센터 지재민 주무관(☎031-5186-4512)에게 문의
주시면 성심성의를 다하여 안내해 드리겠습니다. 감사합니다. 끝.",2022-04-25,김포시,답변완료
CCTV 설치 장소 활용 방법 개선,"현황 및 문제점
현재 국가 및 지자체의 도로상에는 공적 목적용 CCTV를 설치해 운영하고 있어 안전과 사건, 사고예방을 위해 많은 도움을 주고 있으나 실제 CCTV 관제센터에서 직접 확인 및 이용을 위한 방법으로 하고 있으나 시민이 긴급한 상황에 이용하는 사례는 거의 드물고 안내판이 설치되어 있으나 시민의 눈높이 보다 상단에 위치하고 있고 눈으로 자세히 보아야 있다는 사실을 인지할 수 있으며 긴급 호출 버튼의 경우 오래된 CCTV의 경우는 설치되어 있지 않고 낮과 밤에 명확히 잘 보이는 곳에 되어 있다고 하나 시민에게는 보이지 않는 곳이 의외로 있다는 것입니다.
제일 중요한 사항은 시민이 긴급한 상황에 적절하게 활용할 수 있도록 적극 홍보와 카드뉴스 및 각 기관 홈페이지의 활용이 아직은 미흡한 상황입니다.
개선방안
이에 따라 개선이 필요한 CCTV 를 주기적인 점검과 파악을 한 후 고도화 작업을 하는 것이 바로 시민의 생명을 살릴 수 있는 중요한 단초가 된다는 것이며, CCTV 설치 안내판도 현재의 설치위치과 안내판의 크기도 확대하고 야간에도 잘 인식할 수 있는 재질로 변경하며 긴급한 상황에 도움을 요청할 수 있는 크기의 비상버튼의 잘 인식할 수 있는 크기로 조정하는 등 시민에게 필요한 것을 자주 노출(홍보, 카드뉴스, 홈페이지 배너게시, 기타등)시켜 긴급시 활용할 수 있도록 해야 합니다.
기대효과
소중한 한 시민의 도움을 요청할 경우 CCTV를 통해 긴급한 조치와 응급인력을 현장에 투입할 수 있는데 효과와 역할이 될 수 있도록 안내판과 비상버튼의 크기부터 재 확인 및 개선을 통해 시민에게 안전과 사고예방으로 되돌려 줄 수 있는 효과가 커질 것입니다.",2022-04-09,"1. 평소 시정발전을 위해 깊은 관심과 노력을 아끼지 않고 있는 귀하에게 진심으로 감사
드립니다.

2. 귀하께서 신청하신 국민신문고 국민제안(1AB-2204-0004761)에 대한 검토결과를
아래와 같이 회신하오니 참고하시기 바랍니다.

◎ 제안내용
- 시민이 긴급한 상황에 적절하게 활용 할 수 있도록, CCTV 안내판 개선 및 주기
적인 점검을 통한 고도화 작업, 홍보 제안

◎ 검토내용
- 현재 방범CCTV는 매년 여러사업을 통해 고도화를 시행중에 있으며, 주기적인
점검과 개선을 통해 방범CCTV가 범죄예방 및 사건사고 해결 등에 적절하게
이용 될 수 있도록 노력하고 있습니다.

- 첫째, 야간 시인성 개선을 위해 방범CCTV 설치 안내판을 LED로 개선 및 매년
신규 설치중입니다.(안내판 높이 및 크기, 재질 포함) 또한, 긴급한 상황에 적절
하게 활용 될 수 있도록 비상벨 상단 LED안내판도 매년 설치중입니다.

- 둘째, 범죄예방 효과가 뛰어난 방범CCTV는 실제로 경찰수사관에게 평균 2,500
건/년 제공하여 사건해결에 도움을 주고 있으며, 교통사고 등 시민이 영상정보
요청 시 영상을 제공하여 시민에게 도움이 되고 있습니다.

- 셋째, 도시안전정보센터에서는 방범CCTV 설치위치 안내 및 비상벨 체험 등 위급 시
즉시 대응 할 수 있도록 견학을 실시하고 있습니다.(최근 코로나19로 인해 미시행중)

- 이러한 노력에도 홍보가 부족하였다는 점을 통감하고, 귀하께서 제안하신대로
적극 홍보에도 노력하겠음을 알려 드립니다.

3. 귀하의 제안사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이
필요한 경우 김포시 도시안전정보센터 지재민 주무관(☎031-5186-4512)에게 문의
주시면 성심성의를 다하여 안내해 드리겠습니다. 감사합니다. 끝.",2022-04-29,김포시,답변완료
어린이 신장에 맞춘 수도가랑위치와 운동기구 설치를 제안합니다.,"현황 및 문제점
안산시 상록구 본오1동에는 오목골공원 및 반월공원에 수도와 운동기구가 설치되어 있습니다.
정부는 왜 저출산은 고민하면서 공원을 비롯한 사회 부대시설은 성인기준으로 설치하고 아동 및 영유아가 이용할 수 있는 시설을 왜 고려하지 않는지 개탄스럽습니다.
오목골공원과 반월공원에는 1. 수도가 한 개 설치되어 있는데 수도위치는 성인 위치로 설치되어 있어서 영유아 및 아동들이 이용하려면 성인이 안아서 손을 씻을 수 있습니다.
2, 그 넓은 공원에 여기저기 운동기구가 설치되어 있는데 성인을 위한 운동기구만 설치되어 있으며 아동 또는 영유아를 배려한 시설은 전무합니다. 그래서 산책 나온 영유아들이 운동기구에 대한 호기심을 갖고 이용하려고 하면 키높이가 맞지 않아서 안전사고에 노출되게 됩니다.
따라서 1. 오목골공원과 반월공원의 화장실과 야외에 설치된 수도가랑 위치를 영유아 및 어린이들이 용이하게 이용할 수 있도록 수도가랑 위치를 다양하게 설치변경해 주시고
2. 철봉 및 운동기구 등을 영유아 및 아동이 이용할 수 있도록 재설치 해 주실것을 건의합니다.
.
개선방안
제안 1. 현재 설치된 수도 가랑위치를 영유아, 아동, 성인 위치로 재설치공사를 제안합니다.

제안2. 성인 운동기구 옆에 영유아 또는 아동용 운동기구 설치를 제안하며 철봉의 위치도 영유아 키높이에 맞는 철봉을 설치 해 주시기를 제안합니다.
기대효과
제안1. 수도가랑 위치를 영유아 또는 아동의 위치로 조정 설치함으로서 부모또는 보호자의 도움없이 영유아 및 아동은 손씻고 싶은 욕구를 스스로 충족할 수 있으며, 따라서 자율성발달을 돕고 자유의지를 신장하며 궁극적으로 자기주도적인 삶을 살아갈 수 있습니다.

제안2. 부모와 함께 공원으로 산책을 나오거나 또는 어린이집, 유치원에서 아이들이 숲놀이 나왔을 때 공원에 비치된 성인용 운동기구를 이용하다가 발생하는 안전사고를 예방할 수 있고, 또한 영유아 또는 아동의 발달에 적합한 운동기구를 설치함으로서 영유아 또는 아동의 신체발달을 도모할 수 있습니다.",2022-04-08,"○ 시정에 관심을 가져주시어 감사드립니다.
○ 귀하께서 제안하신 “어린이 신장에 맞춘 수도높이 운동기구설치”제안에 대하여 답변드립니다. 어린이가 이용할 수 있는 시설물 설치의 중요성이 증가함에 따라 추후 공원 재조성 및 추가 확보되는 화장실 및 음수대 등의 설계시 어린이도 이용 할 수 있도록 점차적으로 개선해 나가겠습니다.
○ 다만, 예산 및 다방면의 고려사항이 존재하여 장기적인 검토가 필요함을 알려드립니다. 또한 운동기구와 관련하여 기성제품으로 어린이가 이용할 수 있는 기구를 검토 해 보겠습니다.
○ 귀하의 소중한 제안에 다시한번 감사드리며 위와 같은 이유로 귀하의 제안을 “불채택”하게 됨을 알려드리며, 기타 자세한 사항은 담당자(481-2647)로 연락주시면 답변드리겠습니다.",2022-05-11,안산시,답변완료
