제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
아이스팩 수거함,"현황 및 문제점
팬데믹 기간 증가한 택배 배송으로 냉동식품등을 보관하기 위한 아이스팩의 양이 증가하는데 일반쓰레기로 버리는 것은 자원의 낭비가 심각하므로 이것을 수거해서 재활용하는 것이 좋을 것이나 거주지에 수거함이 없습니다.
개선방안
수거함 설치 및 재활용 업체 활용 선정
기대효과
자원의 재활용과 쓰레기 양 줄임",2022-03-13,"국민신문고 국민제안(1AB-2203-0007921)에 대한 심사결과를 다음과 같이 통보하고자 합니다.

1. 자원재활용을 위해 노력해주시는 귀 하의 무궁한 발전을 기원합니다.2. 귀 하의 제안 신청내용은 아이스팩 수거함을 설치하여 재활용하자는 내용으로 이해되며 이에 아래와 같이 회신하오니 깊은 이해 있으시기 바랍니다.

<검토의견>○ 아이스팩 수거하여 재사용 시 수거, 세척, 소독, 포장 등 처리 비용 소요와 위생 문제가 있습니다. 또한 안정적 재사용처 확보에 어려움이 있어 시행하기 어려운 상황입니다.
○ 또한 환경부에서는 2023년부터 아이스팩에 폐기물 부담금을 부과하여 고흡수성수지를 친환경대체재로 전환하고 재사용을 유도하도록 하고 있어 고흡수성수지 아이스팩은 지속적으로 감소할 것으로 전망되니 이점 참고하여 주시기 바랍니다.

3. 환경보호를 위해 노력해주시는 귀 하의 노력에 감사드리며 기타 문의사항이 있을 경우
안성시청 자원순환과 자원재활용팀 조지현 주무관(031-678-2662)으로 전화주시면 친절하게 안내해드리겠습니다.


붙임 국민제안신청서 1부. 끝.",2022-04-07,안성시,답변완료
화성시 스타트업(창업) 캠퍼스 조성 제안,"현황 및 문제점
봉담 와우리와 기안동에 수원대학교와 홍익대학교 화성캠퍼스가 효행로 큰길 하나를 두고 마주보고 있습니다. 수원대학교 상권지역도 꽤 넓게 형성되어 있습니다. 그외에도 인근에 장안대학교, 협성대학교, 수원과학대학교, 수원여자대학교 해란캠퍼스, 수원폴리텍대학교 화성캠퍼스 등도 위치해 있습니다. 인근 효행지구에 3만평 화성시민캠퍼스(문화공원: 시민대학, 도서관, 생활문화창작소 등)도 조성중입니다.

또한 봉담IC(과천-봉담, 봉담-동탄, 오산-이천, 봉담-송산, 수원-광명, 평택-화성 고속도로 등)를 중심으로 고속도로망이 잘 갖춰져 있으며 과천, 광명 소하IC는 자동차로 25분, 서울 금천 가산디지털단지 35분, 서초 양재나 사당도 30~40분 거리로 서울, 광명, 안산, 군포, 의왕, 평택, 용인 등 인근 대도시에서의 접근성도 좋은 편입니다. 수인분당선 오목천역이 자동차로 5분, 버스로 약 10~15분 거리이며 2025년 전후로 개통예정인 KTX 철도를 수원역(수원발 KTX)과 어천역(인천발 KTX)에서 이용할 수 있게 됩니다. 병점~봉담간 철도(병봉선)도 머지 않아 재추진 될 예정입니다.

봉담 와우리와 기안동은 최근 개발로 인해 사실상 농업지역이 아닌 도심 지역이지만 교통과 난개발, 개발제한 등으로 노후 슬럼화 되어 가고 있는 실정입니다. 테크노밸리(지식산업센터) 같은 일자리도 화성 동서부의 일부 신도시에 집중되고 있거나 그렇게 될 예정이어서 화성중북부 지역의 지역경제 활성화가 요구됩니다. 최근 화성중북부 지역인 봉담 쪽에 택지개발이 이루어지고 있고, 또 예정되어 있으나 너무 주택개발에만 치중되어 있어서 일부 자족시설의 확충과 창업생태계 조성도 필요하다고 생각됩니다.
개선방안
창업시설을 위해 넓은 부지를 확보하는 것은 어렵고 그런 계획을 잡고 용역후 수용보상, 실행하는데도 너무 많은 시간이 소요됩니다. 그래서 생각해 본 것이 수원대학교 상권에는 노후 상가 건물(일부 주택)이 많고, 기안동 홍익대학교 주변(효행로, 기배로)에도 부지가 그렇게 크지 않아 지구단위계획시 수용되기 어려운 난개발, 슬럼화 부지가 꽤 많습니다. 시에서 20~100평 내외의 작은 부지 또는 건물을 매입해서 신축 또는 재건축을 통해 3~5층, 건물 2~5개 정도 규모의 스타트업 캠퍼스를 조성하면 어떨까 합니다. 여러개의 건물이 꼭 붙어 있을 필요는 없을 것 같습니다. 비슷한 작은 건물을 거리를 두고 여러곳에 재건축해서 스타트업캠퍼스를 조성하는 것입니다. 건물에는 10인 이하 청년창업자, 소기업, 벤처기업 뿐 아니라 일부 기업지원, 청년창업 관련 화성시 부서 및 기관도 입주시켜서 창업과 크라우드펀딩, 컨설팅을 지원하고, 공용시설(회의실, 공용장비실, 스튜디오, 소강당, 카페 등)도 이용할수 있도록 합니다. 시범사업으로 작게 진행해 보고 규모를 키워 가는 것도 좋을 것 같습니다. 인근 학교와 기업, 연구소의 투자유치 뿐 아니라 국비 지원을 받을 수 있는 일자리, 창업지원 사업이 있다면 활용하면 좋겠습니다

* 첨부파일: 화성시 스타트업 캠퍼스 요청지 지도
기대효과
창업 관련 시설 부지 확보의 어려움을 어느 정도 해소할 수 있고, 사업 규모도 크지 않아서 사업비 측면에서도 유리하다고 할 수 있습니다. 고용 지원과 교육(창업교육 프로그램을 인근 대학교 및 동화리 화성시민캠퍼스에 개설), 창업유도, 인구 유입으로 난개발, 슬럼화 되어 가고 있는 화성 중북부 지역의 지역경제를 활성화 할 수 있습니다. 또한 스타트업캠퍼스가 조성된 이후 주변으로 민간자본에 의한 건전한 지역상권형성과 대학가 특화거리 조성도 유도할 수 있습니다. 주변 대학교, 기업, 관련 기관과의 산학연 활성화와 네트워킹 등 시너지 효과도 기대됩니다. 학교와 기업이 많은 이러한 화성시의 좋은 인프라와 대학생 수요를 활용해 화성시가 청년 창업의 메카로 발돋음 할 수 있기를 바랍니다.",2022-03-13,"1. 안녕하십니까? 우리 시 시정발전에 관심을 주셔서 감사드립니다.
귀하의 국민신문고 제안(신청번호 1AB-2203-0007892)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안하신 내용은 “수원대, 홍익대 화성캠퍼스 인근 노후주택 및 상가건물을 매입하여 스타트업 캠퍼스 조성""으로 판단됩니다.

3. 이에 대해 검토한 의견을 다음과 같습니다.
가. 현재 우리 시에서 초기창업자 및 예비창업자를 위한 ‘창업보육센터 ’운영을 지원 및 센터 내에서 무료 창업 전문 교육 등을 진행하고 있으며,
나. 동탄, 향남에 소공인특화지원센터가 기 설립되어 있고, ‘소공인 복합지원센터’도 설립 추진 중에 있어 해당 센터에서 창업관련 교육 및 실습을 진행하고 있습니다.
다. 또한, 2021년 개원한 화성산업진흥원에서도 ‘화성 스타트업 스테이지 오디션’과 같은 창업관련 프로그램을 운영 중이며
라. 최근 화성여성새로인하기센터와 경력단절여성과 신중년의 취·창업을 위해 한국폴리텍대학과 MOU를 체결하는 등 창업 및 관련 교육을 위한 다수의 시설들이 설치 또는 설치 진행 중인 사항으로,
마. 시 소유의 유휴부지가 아닌 민간부지의 수용을 통한 사업은 경제성, 능률성 측면에서 효과성이 낮다고 판단되어 제안심사위원회 안건으로 상정하지 않음을 알려드립니다.

이에 본 제안을 채택함에 어려움이 있사오니 양해하여 주시기를 바랍니다.

기타 문의가 있으시면 정책기획과(☏031-5189-6693)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2022-04-14,화성시,답변완료
안산갈대습지공원 개방시간 변경 요망,"현황 및 문제점
현재 습지공원옆 기존 쓰레기매립장을 경기가든정원및 미세먼지절감숲공사에 따른 2015년까지 통행제한에 안산시민아침 산책로로 제한에 따라 안산갈대습지공원 산책로 개방을 요청드립니다.
물론 개방에 따른 인력문제, 안전문제등을 제한사유를 들수있겠으나 아침산책시 모두성인들인 관계로 본인의 안전은 본인이 져야되겠지요.
개선방안
현재 습지공원 개방시간을 오전10시부터이나 이를 오전06시 또는 24시간 개방 요청.
단 인력이나 안전을 고려하여 시설물,생태관등은 기존대로 10시 개장
기대효과
안산시민 건강증진",2022-03-13,"○ 시정에 관심을 가져주시어 감사드립니다.
○ 귀하께서 제안하신 “안산갈대습지공원 개방시간 변경요망”내용은 시민의 건강증진을 위한 산책공간 제공의 측면에서는 필요할 수도 있으나 안산갈대습지는 도심에 인접한 자연환경으로 수달, 삵등 멸종위기종의 서식지이며, 저어새, 큰고니 등 다양한 새가 찾는 생태계의 보고로서 생물자원의 안전한 먹이활동 및 번식을 위하여 부득이하게 개방시간을 제한하여 운영하고 있음을 알려드리니 양해하여 주시기 바랍니다.
시에서는 생물종다양성을 유지하고 생태적으로 건강한 도시를 조성하기 위하여 “안산갈대습지 관리 및 운영조례”를 제정하여 운영하고 있으므로 “불채택”하게 됨을 알려드립니다.
○ 귀하의 소중한 제안에 다시 한번 감사드리며 기타 자세한 사항은 안산갈대습지 관리운영 담당자(임미정)에게 전화 주시면(031-481-2614) 친절히 답변 드리겠습니다. 감사합니다.",2022-03-21,안산시,답변완료
기간제근로자 개인정보 수집이용동의서 작성 기준 필요,"현황 및 문제점
현재 지자체 산하 및 유관기관에서는 기간이 정해져있는 단기간(최소 2개월~최대11개월) 공적업무에 도움이 필요한 근로자가 필요하여 수시로 지자체 홈페이지를 이용해 게시공고 후 채용서류를 지원자가 직접 출력해 해당 관련서류를 제출하도록 하고 있으나 서류중 개인정보 수집이용동의서 양식은 해당기관의 자의적 판단에 의거 개인정보를 활용하기 위해 고유식별정보(주민등록번호)를 포함한 많은 개인정보를 공공기관이 기간제근로에 지원하는 자에게 요구하는 실정입니다.
개선방안
이에 따라 지자체 및 산하기관과 유관기관이 채용을 위해 개인정보 수집·이용·제공에 관한 동의서와 관련해 최소한으로 개인정보를 활용해야 한다는 기준 지침 또는 가이드라인을 마련해 이용시 기준이 되어야 할 필요가 있습니다.
이는 지원자의 소중한 개인정보가 행정처리를 위한 신속한 채용업무에 큰 도움이 된는 것 보다는 사실보다는 편리한 행정처리가 앞선다는 것입니다.
특히 지원자에게 동의를 받고자 하는 기본항목이 공공기관마다 천차만별적으로 적용되지 않도록 하는 것이 바로 지원자 즉 국민 개인의 개인정보를 정당한 수집절차에 따라 최소한으로 활용할 수 있도록 지자체 및 산하 유관(공공)기관이 선도적 역할을 해야 합니다.
기대효과
해당기관 입장에서 채용시 지원자의 소중한 개인정보가 안전하게 최소한으로 활용한다는 사실을 지원자에게 믿음을 줄 수 있는 기준서식에 의해 작성시 큰 효과를 기대합니다.",2022-03-13,"1. 평소 시정발전을 위해 깊은 관심을 갖고 의견을 주신 귀하께 감사드립니다.
2. 귀하께서 신청하신 국민신문고 국민제안(신청번호 1AB-2203-0007317)에 대한 검토 결과를 아래와 같이 회신하오니 참고하시기 바랍니다.

○ 제안내용
- 기간제근로자 채용 관련 개인정보 수집·이용동의서 작성 기준 필요
○ 검토내용
- 기간제근로자 채용 관련 개인정보 수집·이용동의서 작성 기준과 관련해서 우리시는 「개인정보 보호법」과 개인정보보호위원회에서 작성배포한 개인정보 수집 최소화 가이드라인의 기준에 따라 개인정보 수집·이용 동의 업무를 수행하고 있습니다. 다만, 상기 관련법령 및 지침에 개인정보 수집·제공 동의서 작성 요령 및 채용 관련 개인정보 수집·제공 동의서 작성 예시 등이 포함되어 있기는 하나 표준서식을 별도 규정하고 있지 않는 관계로, 기간제근로자를 채용하고 있는 각 부서에서는 부득이하게 예시를 참고한 임의 서식을 활용해 법에서 규정한 최소한의 개인정보 관련 수집·이용 동의서를 작성토록 하고 있음을 알려드립니다.

3. 귀하의 제안사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 김포시 행정과 주무관 이미연(☎031-980-2101)에게 문의 주시면 안내해 드리겠습니다. 감사합니다. 끝.",2022-04-13,김포시,답변완료
지자체 산하 및 유관기관 기간제근로자 채용프로세스 개선,"현황 및 문제점
현재 지자체 산하 및 유관기관에서는 기간이 정해져있는 단기간(최소 2개월~최대11개월) 공적업무에 도움이 필요한 근로자가 필요하여 수시로 지자체 홈페이지를 이용해 게시공고 후 채용서류를 지원자가 직접 출력해 해당 관련서류를 제출하도록 하고 있으나 시대의 흐름과 빠르고 복잡한 행정처리의 장애요소 및 애로사항이 커질 수 있습니다.
개선방안
이에 따라 지자체와 협의한 채용관련한 지원처리를 전산화할 수 없는 현실일 경우 해당기관에서는 기간제근로자 지원서류를 PDF file형식으로 담당자 이메일에 첨부해 제출하는 프로세스로 개선이 필요할 때입니다.
이는 행정적 낭비(인력, 물자, 보관, 시간등)요소를 절감 대체할 수 있는 등 지원자의 편리한 지원방법과 효율적인 채용업무에 큰 도움이 된다는 사실입니다.
특히 지원자의 제출서류(응시원서, 자기소개서, 개인정보 수집이용동의서, 공정채용확인서, 채용서류반환청구서)를 이메일을 이용해 제출할 경우 서류누락여부, 채용서류 접수등 확인을 이메일 및 SNS로 안내하는 서비스를 통해 안전하고 신속한 채용절차가 진행될 수 있습니다.
기대효과
해당기관 및 담당자의 입장에서 채용처리 프로세스가 안전 및 신뢰와 신속한 지원 접수시 개인의 시간, 물자, 비용지불을 최소화하는 채용프로세스를 통해 지원자의 신뢰도는 높아지고 행정서비스는 큰 효과를 기대할 수 있습니다.",2022-03-13,"1. 평소 시정발전을 위해 깊은 관심을 갖고 의견을 주신 귀하께 감사드립니다.
2. 귀하께서 신청하신 국민신문고 국민제안(신청번호 1AB-2203-0007312)에 대한 검토 결과를 아래와 같이 회신하오니 참고하시기 바랍니다.

○ 제안내용
- 기간제근로자 채용서류를 채용담당자 전자우편으로 제출하는 채용 프로세스로 개선
○ 검토내용
- 우리시「기간제근로자 관리규정」상 채용 관련 규정에 따르면, 소속부서의 장은 근로자를 채용하고자 할 때에는 수행할 업무의 성격 등을 종합적으로 감안하여 필요한 자격요건을 구체적으로 정한 후 서류전형 및 면접 관련 채용서류를 요구할 수 있도록 규정하고 있습니다. 이에 따라, 기간제근로자를 채용하고 있는 우리시 각 부서에서는 전자우편을 포함한 직접방문, 등기우편 등의 다양한 방법으로 원서접수 프로세스를 기시행하고 있음을 알려드립니다.

3. 귀하의 제안사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 김포시 행정과 주무관 이미연(☎031-980-2101)에게 문의 주시면 안내해 드리겠습니다. 감사합니다. 끝.",2022-04-13,김포시,답변완료
성남시 도서관 앱으로 향상시켜 주시길 제안합니다.,"현황 및 문제점
현 성남시 도서관 앱은 회원 본인의 카드만 로그인시 보여집니다. 다른 가족의 아이디로 다시 로그인해야 그 사람의 도서관카드를 사용할 수 있습니다. 도서관 카드를 이용해도 되지만 미처 챙겨오지 못했을 때 아이디를 모르면 대출이 안됩니다. 또 다른 가족의 대출기한 역시 가족의 아이디로 로그인을 해야만 확인이 가능합니다. 가족 통합시스템 구축을 제안합니다.
개선방안
화성시의 도서관앱을 벤치마킹하시면 좋을 듯 합니다. 로그인하면 가족의 도서관카드를 모두 볼 수 있고 이를 이용해 대출하기도 용의합니다.

아울러 한 가구에서 대출한 도서목록과 반납 기한 모두 확인 가능하고, 상호대차상황(책이 대출 대기중인지, 이동 중인지도 확인 가능)도 확인 가능합니다. 가족 개인의 대출상황, 예약 및 상호대차도서의 픽업기한 등을 자세히 제공해 줍니다. 또 도서관별 대출현황도 확인이 가능합니다. 수원시 도서관 앱도 좋다 들었으니 함께 참고하셔도 좋겠습니다.
기대효과
성남시민들이 편하게 도서관 사용을 할 수 있을 것입니다. 시민들의 만족도가 높아질 것입니다.",2022-03-12,"국민신문고를 통해 접수된 국민제안(성남시 도서관 앱 향상, 1AB-2203-0007081)에 대한 심사 결과를 다음과 같이 답변하고자 합니다.

1. 성남시 공공도서관 정책에 많은 관심을 가져주셔서 감사합니다.
2. 귀하께서 제안하신 내용은 ""성남시 도서관 앱에서 가족회원 간의 연계기능""을 추가 하는 것으로 이해됩니다.
3. 현재 모바일 앱 운영 및 사용자 불편사항 개선과 웹의 단점을 보안할 수 있도록 카카오톡 챗봇서비스를 준비중이며, 본인 로그인을 통해 본인과 가족 회원증 조회가 가능하도록 할 예정입니다.
4. 성남시 공공도서관 홈페이지 또한 통합유지보수를 통해 기능을 개선할 계획입니다.
5. 소중한 제안에 감사드리며, 기타 궁금하신 사항은 도서관지원과(031-729-4672, 안미아)로 연락주시기 바랍니다. 끝.",2022-03-30,성남시,답변완료
안산 신길 지하차도 진입 시 차량 추돌 사고 위험 구간,"현황 및 문제점
안산 신길 지하차도 남동쪽 방향을 진입하기 위해서
그 전에 램프 구간을 통해 합류해서 좌측으로 차선을 3회 변경 해야 지하 차도로 진입할 수 있습니다. 이 경로는 짧습니다.
하지만 차들이 너무 빠르게 달려와서
위험하다고 생각합니다. 본인은 이 경로를 일주일에도 서너번 이용합니다. 이 곳에서 빠르게 달리는 차들 덕분에 저는 일주일에 서너번 뻔히 보이는 사고의 위험성에 일상처럼 노출되어 있습니다.

이 경로에서 일부 차량들은 본인의 체감 상 시속 100킬로미터 이상 질주하는 차들이 있습니다. 규정 속도(시속 60킬로미터)만 준수 하더라도 진입하는데 큰 무리는 없을 텐데, 과속하는 차들과 마주치면 위협을 많이 느낍니다.
개선방안
최소한 이 경로를 지나는 차들이 과속하지 않도록 규정 속도(시속 60킬로미터)를 준수하도록 하는 과속 단속 카메라가 설치되는게 맞지 않나 싶습니다.
기대효과
차량 사고 위험성의 감소",2022-03-11,"○ 시정에 관심을 가져주시어 감사드립니다.
○ 귀하께서 제안하신 “안산 신길 지하차도 진입 시 차량 추돌 사고 위험 구간”의 내용에 대해 다음과 같이 답변드립니다.
○ 신호위반, 과속 등 도로교통법 위반 무인교통단속 CCTV 설치는 교통사고 다발지역, 사고발생 우려지점 등을 종합적으로 관리하고 있는 관할경찰서와 협의 및 현장실사를 통해 우선순위에 따라 설치위치를 결정하고 있으며, 향후 설치사업 추진 시 요청하신 위치를 관할경찰서와 적극 검토하겠습니다.
○ 귀하의 소중한 제안에 다시 한번 감사드리며 기타 자세한 사항은 담당자(박현진 481-3382)에게 연락주시면 답변드리겠습니다.",2022-03-21,안산시,답변완료
시민걷기운동,"현황 및 문제점
평택시민 50만이 넘어서 60만70만으로 가는데 이젠 가시권에 들어가는 중견도시로 발전하고 있습니다. 특히 통복천이나 도덕신도시권엔 보행전용 도로 확충과 시설개선으로 나날이 바뀌어서 보행하기 좋은 도심으로 바뀌어 가는데 긍정적 마음이 듭니다. 하지만 평택강(안성천 주변) 평택호등 천혜의 보행전용 자연환경이 갖추어져 있지만 아직 도심외곽은 보행하거나 운동하기가 접근이 상당히 어렙고 시민들도 하드웨이적 발절은 눈으로 보여 기존에 보행이나 운동하는 시민들은 계속 이어서 열심히 행하지만 시설이 잘 만들어져도 새롭게 유입되는 보행이나 운동인구가 정체되면 효과가 미미하리라 봅니다.
개선방안
통북천, 고덕신도시 등 나날히 변하는 보행용 시설 업그레이드도 중요합니다.
하지만 평택강(평성대교에서 국제대교 평택호관광지) 양쪽 강변로는 천혜의 보행전용 구간입니다.
빠른 시일내 정비하고 시설 업그레이드 시켜 운동과 보행에 용이하게 해야하며 도심에서 지금 그곳까진 자가용 접근만 용이한데 이구간 순환버스를 신설해서 시간별로 이용이 용이하게 하여 시민들이 편히 원하는 장소에 쉽게 접근하고 이용할수 있어서면 합니다.(사용량 많은 일시에라도 부정기적 신설되길 희망함.지금은 덤성덤성 있는 시내 버스배차론 유명무실)
두번째 소프트웨어 적인 문제 입니다.
평택시민 전용 보행어플 만들어 날마다 달마다 목표치 설정해 시민들 자유로이 참여하게 하여 건강도 챙기고 목포달성시 성취감 도 만들고 보행으로 인한 교통량 저하에도 이바지하고 특히 목포달성시 포인트제나 평택사랑 사품권을 경품으로 걸면 더 많은 시민들이 자발적으로 참여 하지 않을까요.
주위를 돌아 보면 관련 어플이나 참고 자료 많어리라 봅니다. 지역에 맞는 보행 어플 충분히 만들수 있어리라 봅니다.
기대효과
시설확충과 업그레이드를 시 외관으로 확대해서 시민들이 보다 많이 보행인구로 유입되어 시민건강도 챙기고 가까운곳은 도보로 이동하는 생활습관을 기르게 되지 않을까요.
두번째 지역에 맞는 보행어플을 만들어서 기록 달성시 포인트나 지역 상풍권 지급으로 신규 보행인구 유입하는 당근책을 만들면 보다 않은 시민들이 보행인구로 유입되어 시민건강과 지역경제에도 도움되라라 봅니다.
차로 지나가는 거리보단 보행으로 지나가면 천천히 주변도 감상하고 쉬어가면서 음료수나 기타 간단한것이라도 지역에서 구매해서 소비하는 패턴이 생길수 있습니다.",2022-03-08,"안녕하세요. 평택시청 기획예산과입니다.

귀하께서 제안해주신 『시민걷기운동』에 대해 담당부서(대중교통과, 건강증진과)에서 검토한 결과는 다음과 같습니다.

○ 평택시민들이 평택강, 평택호 관광단지 등 우리시 천혜의 수변공간과 접근성을
향상시킬 수 있는 순환노선 버스 신설이라는 좋은 제안을 해주셨습니다.

○ 다만, 버스노선 신설을 위해서는 정기적인 수요가 있어야 하나, 평택호 관광단지
조성사업, 오성강변 르네상스사업, 평택 노을유원지 등 평택강 및 평택호 관련
관광사업이 조성 추진단계로 수요 발생여건이 부족한 상황입니다.

○ 또한, 평택강 수변공간과 평택호를 직접 연결하는 도로가 없고 인근도로로 운행을
하더라도 편도 약 30km의 장거리 운행을 위해서는 운수종사자 채용, 차량 수급 등
운행을 위한 제반사항이 수반되어야 하나 운송업체 재정악화로 제반사항 마련이
어려운 실정입니다.

○ 위와 같은 사유로 평택강~평택호 관광단지 순환버스 노선 신설은 어려움이 있습니다.

○ 보건소 건강증진사업은 국민건강증진법 제6조, 제19조, 제25조에 의거하여 주민의 건강증진 도로를 위해 교육·상담뿐만 아니라
건강증진 홍보 및 캠페인 사업을 진행하고 있으며,

○ 이 사업을 위해 평택시에서는 2017년부터 모바일 워크온 ‘평택시민 모여라’앱을 통해 개인별 걷기 보수 측정 및 통계 제시,
평택시 좋은 길 안내, 챌린지 운영을 통한 평택시민 걷기 마일리지 프로젝트를 지속적으로 운영 중에 있습니다.

○ 따라서 우리시에서는 일상생활 속 걷기실천 활성화를 위해 목표 걸음 달성 시 혜택을 제공해주는 평택시민 걷기 마일리지 프로젝트를
지속적으로 운영함으로써 걷기 문화 확산 및 신체활동 증진 격려에 노력하고자 합니다.

해당 제안은 위와 같은 이유로 제안으로 채택하기 어려움을 양해하여 주시기 바랍니다.

시정 발전을 위해 관심을 가져주셔서 감사드리며, 귀하의 건승과 행복을 기원합니다.",2022-03-28,평택시,답변완료
사회 복지사 일자리에 관하여,"현황 및 문제점
저는 유아교육을 전공한 두자녀를 둔 엄마이자, 꾸준히 사회 활동을 해온 평범한 시민입니다. 매장 매니져 일을 하면서 재작년 온라인 강의와 과제, 시험, 실습등 힘들게 ""사회 복지사(2급) 자격증""을 취득했습니다.(요양 보호사도 취득) 그런데 막상 취업을 하려고 보니, 복지사 구인은 모두 행정 업무만 해당 되었습니다. 교육 받을때는 고령, 취약, 다문화, 한부모, 청소년, 아동등 일할 수있는 복지분야가 많을 것이라고 생각했는데, 현실은 그렇지 않았습니다. 뉴스엔 혼자 죽어가는 독고노인, 도움을 받지 못해 사체로 발견된 장애인, 혼자 방치된 아동등... 복지사가 발로 뛰어야 할 곳도 많은데 자격증을 가진 저는 일 할 곳이 없습니다.외국은 친부모의 양육자격 유무도 복지사가 조사하여 결정지을 만큼 중요한 직업인데 우리나라의 복지사 취업 현실은 요양원이나 센터에서 보조금을 받기 위한 서류업무자만 찾고 있습니다. 사회는 복지를 외치지만 손길이 닿지않아 소외되서 혜택을 받지 못하는 사람들이 많습니다. 봉사만 하기엔 생활이 넉넉치 않아 사회 복지사의 길을 택하고 시간과 열정을 들여 자격을 취득했는데... 요즘은 할 수 없이 단순 제조 생산 쪽에 이력서(워크넷)를 넣고 있습니다. 마지막 지푸라기라도 잡는 심정으로 여기에 글을 남겨 봅니다...
개선방안
일인당 사회 복지사가 관리해야 하는 대상자가 너무 많아 문제된다는 뉴스를 본 적이 있습니다.
저 같이 자격증(유아교육, 복지사, 요양사)을 취득하고도 일자리를 찾지 못하는 사람들이 또 있으리라 생각됩니다.
보조금을 받기위한 서류업무가 아닌 ""발로 뛰는 복지사""로 미쳐 손길이 닿지 않는 취약계층에 도움이 되고 싶습니다.
그 지역에 거주하는 사회 복지사의 명단을 입수하여 시청 차원에서 연결하여 고양시의 다른지역과 차별화되는 복지와 취업창출을 해 주셨으면 하는 의견입니다.
기대효과
아동 복지와 노인 복지등 시민들의 복지가 안전해 지면 결혼률 증가와 저출산의 문제도 해결되어 어느 지역 보다도 ""살기 좋은 복지 고양시""가 되리라 생각 됩니다.",2022-03-08,"1. 선생님의 가정에 행복이 가득하기를 기원합니다.

2. 국민신문고를 통해 제안하신 “사회 복지사 일자리에 관하여”(접수번호 2AB-2203-0009200)에 대하여 아래와 같이 답변드립니다.

3. 선생님의 제안내용은 ‘사회복지사 자격증을 지닌 시민 취업창출’에 관한 것으로 이해됩니다.

4. 우리 시 여성가족과 지원하는 여성인력개발센터에서는 구직등록을 하는 경우 취업 연계를 해주는 사업을 실시하고 있습니다. 사회복지사 자격증을 지닌 자가 구직등록을 하면 일자리 연계가 가능하오니 고양 여성인력개발센터(☎031-912-8555, 홈페이지 https://www.kycenter.or.kr/)로 연락하시면 일자리 상담을 받아보실 수 있습니다.

5. 또한 일자리정책과에서는 만50세(1972년생)이상 74세(1952년생) 미만의 퇴직자 대상 신중년 사업을 진행 중에 있으며 각 부서에서 총 45개 사업을 진행하고 있습니다. 각 사업마다 사업에 맞는 업무경력이 3년 이상이 되는 사람이나 자격증 소지자를 채용하고 있으며 4월 중에 고양시청 홈페이지에 채용공고가 올라올 예정이 참고 부탁드립니다.

6. 고양시민을 위한 선생님의 제안에 감사를 드리며, 유사한 사업을 기시행 중으로 비제안 처리하오니 양해하여 주시기 바랍니다.

7. 그 밖에 문의사항은 고양시 기획정책관 이민지 주무관(☎031-8075-2397)에게 연락주시기 바랍니다. 끝.",2022-04-05,고양시,답변완료
폐마스크 수거함 설치를 요청합니다,"현황 및 문제점
마스크 필수 시대입니다.
하루에 식구수대로 한장씩만 사용해도
안산 최대단지 그랑시티자이 1차 아파트의 경우 약 15,000장이 버려집니다.

버려진 마스크가 썩는데 걸리는 시간은 450년이라고 합니다.
마스크는 pp라 수거해서 플라스틱 만드는 원료로 사용이 가능하다합니다.

초록의 도시 안산에서 미래의 환경을 위하여 설치 홍보해주시면 좋겠습니다.
이미 용인시에서 발빠르게 시범운영하고 있습니다.
앞으로도 환경을 위하여 안산시에서 먼저 제안하는 사업이 있어야 할것입니다.
개선방안
시범으로 수거함을 놓아 실효성 확인
기대효과
친환경을 생각하는 안산의 이미지와 맞음.
공장 도시가 아닌 스마트 도시로 나아가는데 이런 재활용을 적극적으로 시에서 홍보하므로 이미지 상승효과",2022-03-08,"○ 시정에 관심을 가져주시어 감사드립니다.
○ 귀하께서 제안하신 “폐마스크 수거함 설치 및 시범운영”제안에 대해 답변드립니다. 폐마스크를 재활용함으로서 소각되는 폐마스크의 양을 줄일 수 있다는 점에서 긍정적인 부분이 있으나, 수거함 설치 시 무단투기의 위험성이 있으며, 재활용 과정에서 2차 감염확산 우려가 있습니다.
○ 또한, 일회용 마스크는 복합 플라스틱으로 구성되며 철사가 내장 되어있어 분리배출이 현실적으로 어렵습니다. 따라서 폐마스크 수거함 설치를 위해서는, 우선적으로 폐마스크의 재활용할 수 있는 구체적 방안이 마련되어야 하고 더 나아가 설치 후 마스크 수집·운반을 위해 인력 및 차량 확보에 많은 예산이 수반되는바, 추후 중장기적으로 검토 해야할 사항이라고 판단됩니다.
○ 따라서, 귀하의 제안을 “불채택”하게 됨을 알려드립니다.
○ 귀하의 소중한 제안에 다시 한번 감사드리며,
○ 기타 자세한 사항은 재활용담당 481-3538으로 연락주시면 성실히 답변드리겠습니다.",2022-03-24,안산시,답변완료
