제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
주부입니다,"현황 및 문제점
결혼3년차 7개월 아기를 둔 엄마입니다
서울 살다 신랑 때문에 구리시에 살고 있습니다
아기 키우면서 개선 됐으면 하는 점을 이야기 하고 싶습니다
첫째 서울 버스타다 구리시 버스 타고 놀랬습니다
좌석이 좁아 안쪽에 앉으면 옆사람이 일어나기전에는 나올수없습니다 아기 키우기 전에는 서울로 출퇴근했는데 사람은 많고 버스는 좁고...
둘째 아이들 놀곳이 없습니다
어른들을 위한 공원은 있는데 아이들을 위한 물놀이 장이 없더라고요 제가 서울 살다와서 그런지 서울은 천 주변으로 물놀이장, 썰매장 잘 되있잖아요
근처 공원만 가도 물놀이가 있고 근데 구리시는 왕숙천 가라고 하더라고요 그럼 차가지고...제가 사는곳에서는 서울 중랑천이 더 가깝겠어요
저랑 비슷한 시기에 노원구에 살며 애키우는 친구가 있는데 근처에 물놀이터도 많고 공원도 많으니 자주 나가더라고요 저는 구리시에서는 힘들것 같네요
서울보다 넓고 공간도 많은데 어른들을 위한 운동 공간은 많고 정책은 나오지만 아이들을 위한 곳은 없네요
봄이 되어 나가보니 출산률이 낮다해도 유모차 끌고 다니는 사람들 많던데...
기온 변화로 여름은 점점 더워지는데...집에서 에어컨만 켜고 있어야 하는지...
작년 여름에는 저희집 근처 아이들이 집앞에 물받아서 놀고 있더라고요 참 아쉽네요
아이 많이 낳으라면서요 아이들 놀곳이 없네요
아파트 살아야만 놀이터를 갈 수 있는건지
서울로 이사가야하나 아파트로 이사가야하나 그런 생각 마저 드네요
아이들을 위한 정책 많이 해주세요 아이들과 많이 다니고 싶네요
개선방안
아이들을 위한 정책 많이 해주세요
기대효과
구리시로 이사오라고 권하고 싶네요
지금은 권하고 싶지 않아요",2023-03-26,"1. 구리시정 발전을 위해 애정과 관심을 가져주심에 감사드립니다.

2. 귀하께서 제안하신 ""버스 좌석 간격 개선 요청""제안에 대한 검토결과는 다음과 같습니다.
- 먼저, 시내버스 좌석 간격은 차량 제작사에서 관련법 규정에 근거하여 제작하며, 출고된 지 오래된 차량의 경우 과거 규정에 근거하여 좌석 간격이 좁게 제작되었으나, 최근 출고되는 버스의 경우에는 이미 좌석 간격이 더 넓게 제작되고 있음을 알려드립니다.
노후 차량의 경우 순차적으로 신차로 교체하고 있으며, 앞으로도 시민분들께서 우리시 버스를 쾌적하게 이용하실 수 있도록 노력하겠으니 널리 양해하여 주시기 바랍니다.

3. 동일 내용이 현재 시행중이기에 귀하의 제안을 불채택 함을 양해하여 주시기 바라며, 향후 위 답변과 궁금한 사항이 있을 시 구리시 교통행정과(031-550-2720)로 연락주시기 바랍니다.

4. 소중한 제안 감사드리며, 귀하의 가정에 건강과 행운이 가득하길 기원합니다.",2023-04-18,구리시,답변완료
마스크 수거함 설치,"현황 및 문제점
사용한 마스크가 수거후 재활용이 가능 하지만 수거함이 부천시에 없음
개선방안
부천시 공공기관내에 마스크 수거함을 설치해 주시고 수거 조건과 위치를 홍보하여 많은사람들이 함께 재활용에 참여 할 수 있도록 힘써주세요~
기대효과
마스크를 폐기함에 있어 지구환경에 도움이 될 수 있다.",2023-03-26,"1. “다시 뛰는 부천, 시민과 함께” 시민과 소통하는 새로운 부천시에 관심과 애정을 가져 주셔서 감사드리며, 귀하께서 제기하신 제안과 관련하여 다음과 같이 답변드립니다.

2. 건의하신‘폐마스크 재활용 사업추진’과 관련하여 현재 일부 시에서 시범적으로 폐마스크 수거함이 설치 운영 중인 것으로 확인되었습니다. (용인시, 서울시 등)

3. 그러나 폐마스크를 별도 가공·처리할 수 있는 업체가 한정적이며, 수거함 설치 또한 협약과 예산이 수반되고 2차 감염에 대한 불안감을 해소할 수 있는 방안이 필요하기에 현재 환경부에서도 별도의 수거방안을 검토하고 있는 것으로 알고 있습니다.이에 우리시에서는 이러한 상황 등을 종합적으로 고려하여 향후 추진할 수 있음을 알려드립니다.

4. 귀하의 소중한 의견에 다시 한번 감사드리며 기타 궁금하신 사항이 있으신 경우 자원순환과(과장 이동훈, 팀장 김준선, 담당 황민석 ☎032-625-3192)로 문의하시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2023-04-03,부천시,답변완료
벼룩시장을 만들어 주세요,"현황 및 문제점
1. 구리시에는 전 구리 시민들이 가볍게 모여 정을 나누고 공동체 의식을 느끼는 행사가 너무 부족합니다.
2. 고물가로 많은 시민들이 힘들어 하고 있습니다.
3. 코로나 전 시에서 운영했던 장소는 접근성은 좋으나 너무나 산만한 곳이라 활성화 되지 못하였습니다.
개선방안
코로나 종료로 모이고자 하는 욕구가 팽배해 있고, 시기도 봄인데다
살인적인 고물가로 힘 들어 하시는 분들이 정말 많습니다.
장소를 너무나 산만한 구리역 광장을 벗어나 왕숙천 구리생태공원 옆 잔디광장과 같은 곳으로 옮겨야 합니다.
구리역에서 도보 10-15분 거리에 넓은데다 각종 공연과 음식가판이 같이 한 다면, 산책, 가족 나들이 등도 같이 할 수 있어
벼룩시장 활성화에 큰 도움이 되리라 생각합니다.
기대효과
고물가에 많은 시민들의 부담을 줄여 주고, 시민들이 정을 나누며 자연스럽게 공동체 의식을 키울 수 있습니다.
남양주 등 타 시의 시민들에게도 구리를 방문하는 계기가 될 것입니다.",2023-03-25,"1. “다시 뛰는 부천, 시민과 함께” 시민과 소통하는 새로운 부천시에 관심과 애정을 가져 주셔서 감사드리며, 귀하께서 제기하신 제안과 관련하여 다음과 같이 답변드립니다.

2. 건의하신‘폐마스크 재활용 사업추진’과 관련하여 현재 일부 시에서 시범적으로 폐마스크 수거함이 설치 운영 중인 것으로 확인되었습니다. (용인시, 서울시 등)

3. 그러나 폐마스크를 별도 가공·처리할 수 있는 업체가 한정적이며, 수거함 설치 또한 협약과 예산이 수반되고 2차 감염에 대한 불안감을 해소할 수 있는 방안이 필요하기에 현재 환경부에서도 별도의 수거방안을 검토하고 있는 것으로 알고 있습니다.이에 우리시에서는 이러한 상황 등을 종합적으로 고려하여 향후 추진할 수 있음을 알려드립니다.

4. 귀하의 소중한 의견에 다시 한번 감사드리며 기타 궁금하신 사항이 있으신 경우 자원순환과(과장 이동훈, 팀장 김준선, 담당 황민석 ☎032-625-3192)로 문의하시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",심사 중,구리시,제안심사
착한가격업소의 홍보방법 개선 방안,"현황 및 문제점
○수원시 착한가격업소 지원 및 관리에 조례 제6조(이용활성화 등)제1항 「시장은 착한가격업소 관련 정보를 시 홈페이지 등에 게제하여 많은 주민들이 이용할수 있도록 하여야 한다」제2항 「 시장은 착한가격업소 이용활성화 및 홍보를 위하여 노력해야 한다」로 규정되어 있습니다.
○시에서는 착한가격업소의 관리를 입법 취지에 맞는 홍보와 현재의 고물가 시대에 물가안정을 위해 적극적인 행정행위가 이루어져야 함에도,시 홈페이지의 착한가격업소 현황에는 일반적인 사항( 업소명,전화번호,주소,메뉴가격,위치지도 등)만 공개하고 있어,
○주민들은 착한 가격업소란 근거 및 의미,선정 기준 등을 알수 없어 일반 개인서비스 업소와 차별화 되지 않고 있고, 개인서비스 업주소에서도 착한가격업소 지정을 받고 싶어도 지정절차, 지정될시 받게되는 혜택 등을 알 수 없습니다.
○또한 착한가격업소 중에 「수원페이 가맹점」으로 등록한 안내 표시가 없어 가맹점 등록 여부를 검색해서 확인해야 하는 불편이 있습니다.
개선방안
○시 홈페이지의 착한가격업소 현황외에 별도로 착한가격업소 근거 및 의미,선정기준, 지정절차,지정될 경우 받게 되는 혜택등을 신설하여 시민들이 정확히 알 수 있도록 한다.한가격모범업소 중에「수원페이 가맹점」으로 등록된 업소에「수원 페이 가맹점」표기를 한다.

기대효과
○착한가격업소에 제반 정보를 정확히 알수 있어 주민 및 업주들의 이용이 활성화 된다.
○시민중심의 행정서비스 제공으로 신뢰가 향상된다.
○본 제안 시행에 별도의 예산이 수반되지 않고 간단하다.",2023-03-25,"1. “다시 뛰는 부천, 시민과 함께” 시민과 소통하는 새로운 부천시에 관심과 애정을 가져 주셔서 감사드리며, 귀하께서 제기하신 제안과 관련하여 다음과 같이 답변드립니다.

2. 건의하신‘폐마스크 재활용 사업추진’과 관련하여 현재 일부 시에서 시범적으로 폐마스크 수거함이 설치 운영 중인 것으로 확인되었습니다. (용인시, 서울시 등)

3. 그러나 폐마스크를 별도 가공·처리할 수 있는 업체가 한정적이며, 수거함 설치 또한 협약과 예산이 수반되고 2차 감염에 대한 불안감을 해소할 수 있는 방안이 필요하기에 현재 환경부에서도 별도의 수거방안을 검토하고 있는 것으로 알고 있습니다.이에 우리시에서는 이러한 상황 등을 종합적으로 고려하여 향후 추진할 수 있음을 알려드립니다.

4. 귀하의 소중한 의견에 다시 한번 감사드리며 기타 궁금하신 사항이 있으신 경우 자원순환과(과장 이동훈, 팀장 김준선, 담당 황민석 ☎032-625-3192)로 문의하시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",심사 중,수원시,제안심사
상수도원인자 부담금 일시불 납부에 따른 서민 부담 가중에 분활 납부 요구,"현황 및 문제점
국민을 위해서 고생하시는 공무원님들께 항사 감사한 마음입니다. 다름이 아니오라 준공을 1-2개월 눈앞에 두고 있는데 상수도를 설치하려고 하는데 상수도 원인자 부담금이 금액도 너무 크고 일시불로 납부하기에 너무 부담이 되니 분활에서 납부할 수있도록 편리를 봐주셨으면 감사하겠습니다. 2021년 11월4일 신문에서도 국민권익위원회에서도 활부로 납부할 수 있도록 지시가 내려 온걸로 아는데 조례를 이유로 아직까지 시행되지 않고 있는 이유가 무엇인지 궁금합니다. 권인위원회의 판결을 근거로 행정소송을 통해서도 부담을 덜고 싶습니다.
개선방안
개발부담금이나 취득세 양도소득세등도 분활납부 할 수 있는 제도가 있는걸로 알고 있습니다. 상수도 원인자 부담금이 금액이 너무 커서 납부하려니 너무 힘이 듭니다. 이금액을 활부로 납부할 수 있도록 편리를 봐주셨으면 감사하겠습니다. 가능한 10개월정도요
기대효과
편리를 봐주시면 국민들이 요즈음 같이 어려운시기에 많은 도움이 될걸로 생각됩니다. 감사합니다.",2023-03-23,"1. 안녕하십니까? 귀하께서 국민제안에 신청하신 민원(1AB-2303-0012701)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""수도 급수공사 원인자부담금 분할납부 요청""에 관한 것으로 판된됩니다.

3. 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 「안성시 수도시설의 원인자부담금 징수 조례」 시행규칙 제3조 제1항 제3호 규정에 따라 원인자부담금은 고지서에 따라 현금으로 납부하되 일시 또는 분할 납부할 수 있으며, 분할납부하는 경우에는 협약을 체결하여 진행할 수 있습니다.
나. 다만, 분할 납부의 횟수는 4회 이내로 하며 원인자부담금을 모두 완납하여야 급수공사가 시행 가능함을 알려드립니다.",2023-04-05,안성시,답변완료
외국인 대상 불법주정차 경고 및 공용주차장 안내 공고문 안내,"현황 및 문제점
지금 외국인 거주자가 늘어남에 따라 불법 주정차 문제들이 심각합니다.

아파트나 빌라 같은 사유지 내에 주정차시 말도 안통하고 번호가 없는 차량들도 많은데 사유지라는 이유로 경찰단속도 어렵고 지자체 단속도 안된다고 하네요

시민이 직접 외국인이게 항의시 보복범죄 가능성이 크다고 경찰에서는 직접 대응하지 말라는데 그러면 어떻게 할 방법이 없습니다.

미국처럼 사유지 개념이 우리나라가 큰것도 아니고
말만 사유지지 실제적으로는 일반 시민은 아무런 권한이 없는것이 현실입니다

사유지내 불법 주정차뿐만이 아니라 도로변 불법 주정차로 인하여 통행이 어려운 경우도 허다합니다.

주택 단지마다 음식물 쓰레기 배출 안내처럼 주정차또한 안내가 필요하다고 생각합니다.
개선방안
외국인 밀집지역 내 식당및 종교기관 등에 공용주차장 약도와 불법주정차시 범칙금 안내를 중국어,러시아어 등 해당지역 거주 외국인들이 사용하는 언어로 번역하여 배포하고 외국인 밀집 종교기관이나 식당 및 가게에 방문하는 손님들에게 해당 사항을 안내할수 있도록 지도함이 필요하다고 생각합니다.
기대효과
한국 문화나 법률을 모랐던 외국인들이 이번 기회에 한국의 법률을 알게 됨으로 도로변 환경이 개선될것이라 기대함.",2023-03-22,"안녕하세요. 평택시청 기획예산과입니다.

귀하께서 제안해주신 『외국인 대상 불법주정차 경고 및 공영주차장 안내』에 대해 담당부서(종합관제사업소)에서 검토한 결과는 다음과 같습니다.

○ 현재 불법주정차 문자알림 서비스는 외국인이 한국어로 된 서비스에 가입
가능합니다. (영문 서비스 불가)

○ 불법주정차 문자알림 서비스는 내국인 외국인 따로 나눠서 문자를 발송
할 수 없으며 기존 한글 문자에 영문 안내까지 추가 되면 단문에서
장문으로 발송이 되어 비용이 문자 발송 비용이 3배 정도 상승 하게 됩니다.

○ 시스템 자체가 내국인 전용으로 되어 있어 외국인까지 서비스하기 위해서는
새롭게 시스템을 개발해야 하므로 많은 개발 비용이 소요됩니다.

해당 제안은 위와 같은 이유로 제안으로 채택하기 어려움을 양해하여 주시기 바랍니다.

시정 발전을 위해 관심을 가져주셔서 감사드리며, 귀하의 건승과 행복을 기원합니다.",2023-04-04,평택시,답변완료
경기도 디지털 저장매체 폐기방법 운영 개선,"현황 및 문제점
개인정보 유출은 보이스 피싱 등 금전적 정신적으로 너무나 큰 피해를 입히고 있어, 국가에서도 별도 부처를 운영 할 정도로 중요합니다.
개인적으로 휴대용 저장매체를 파기하려고 인터넷을 검색하다가 경기도청에 ""디지털저장매체 파기서비스""를 하는 것을 알게 되었습니다.
경기 도청에서는 첨부와 같이 도청 홈페이지에 게시하여 신청을 받아 처리한다고 합니다.너무 잘하고 있다는 생각이 들고 좀 더 많이
확산되었으면 좋겠습니다.
문제는 비용이 많이들지만 개인 정보 유출로 도민들이 큰 손실을 입는 것보다는 더 낫다는 생각이 듭니다.
참고로 제가 거주하는 지역뿐만 아니라 다른 지자체 등을 일일 검색을 해보았지만 찾기가 어려웠습니다.
- 반면에 현재 경기도에서는 공유시설 및 공공생리대 등 지자체와의 알림 서비스를 홈페이지에 게시하는 등 도민을 위한 도청의 역활을
잘 하고 있습니다.

ㅇ 정보산업화 시대가 되면서 각종 해킹 및 잘못 관리된 디지털 매체로 인하여 최근들어 시민들이 개인정보 불안이 특히 더 많아졌습니다.
현재 파기용 장비는 인터넷 검색시 약 1700만원 가량입니다. 혹시나 도내 각 지자체 들이 비싼 파기 장비를 운영한다면 좀 더 시민에게
공개되어 적극적으로 활용될 수 있도록 아래와 같이 제안 합니다
개선방안
1. 개인정보 저장매체 폐기관리 관리 서비스 개선ㅇ 현재 : 도청 홈페이에 게시 ( 첨부 참고)
ㅇ 개선 : 해당 컨텐츠(디지털저장매체 파기서비스)에 타 지자체 운영 현황을 게시
- 작업과정 : 단순- 작업효과 : 개인정보 유출로 인한 도민들의 불안감 해소 기여
- 소요비용 : 0원- 게시방법 : 첨부 참고
기대효과
1. 경기도민들의 개인정보 저장매체의 관리 중요성 알림 효과 기여
2. 개인정보 유출로 인한 도민의 불안감 해소 기여
3. 경기도의 적극 행정 홍보 기여",2023-03-22,"안녕하세요. 평택시청 기획예산과입니다.

귀하께서 제안해주신 『외국인 대상 불법주정차 경고 및 공영주차장 안내』에 대해 담당부서(종합관제사업소)에서 검토한 결과는 다음과 같습니다.

○ 현재 불법주정차 문자알림 서비스는 외국인이 한국어로 된 서비스에 가입
가능합니다. (영문 서비스 불가)

○ 불법주정차 문자알림 서비스는 내국인 외국인 따로 나눠서 문자를 발송
할 수 없으며 기존 한글 문자에 영문 안내까지 추가 되면 단문에서
장문으로 발송이 되어 비용이 문자 발송 비용이 3배 정도 상승 하게 됩니다.

○ 시스템 자체가 내국인 전용으로 되어 있어 외국인까지 서비스하기 위해서는
새롭게 시스템을 개발해야 하므로 많은 개발 비용이 소요됩니다.

해당 제안은 위와 같은 이유로 제안으로 채택하기 어려움을 양해하여 주시기 바랍니다.

시정 발전을 위해 관심을 가져주셔서 감사드리며, 귀하의 건승과 행복을 기원합니다.",심사 중,경기도,제안심사
주정차 단속 사전 알림,"현황 및 문제점
시민들의 참여로 주정차 위반 신고를 접수하면 무조건 벌금통지서가 발급되어 금전적 손실과 화를 돋구어 정신적 피해를 주는 문제, 늘 주차를 하던 곳이었는데 사전 통보나 경고표시판등의 확인이 쉽지않아 주차를 하여 위반벌금 통지서를 받게 되어 금전적 손실(대부분 소시민과 서민들)은 물론 부부싸움을 유발 가정불화의 원인제공도 되고 있다.
개선방안
교통흐름에 지대한 영향을 주는 대로변이나 소방등에 영향을 끼치는 곳이 아니라면 시민들의 사진고발에 적어도 1차례는 사전 통보를 통해 동일 지역에 주차시 차회부터 벌금이 부과되도록 제도 개선을 바란다.
기대효과
사전 통보를 받게 되면 그 다음부터는 동일장소에 불법주차를 하지 않도록 하는 효과가 있을 뿐더러 행정을 하는 공무원들에 대한 인식도 좋아져 항의가 줄어들어 담당공무원들의 스트레스도 줄일 수 있을 뿐더러 서민들의 살림살이에도 도움이 된다.",2023-03-21,"1. 귀하의 가정에 평안을 기원합니다.
2. 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2303-0011603)에 대해 답변 드립니다. 귀하의 제안은 주민신고제와 관련된 내용으로 이 제도의 도입 취지는 교통흐름의 원활화와 시민들의 안전사고 예방입니다.
3. 주민신고 대상구역은 어린이보호구역이나 소화전, 횡단보도 등의 짧은 시간이라도 주정차로 인해 큰 피해가 발생할 수 있는 구역을 사전에 관할 경찰서와 협의를 거쳐 지정합니다. 이 제도를 통해 주정차 시간이 1분이 넘으면 단속대상이 되므로 사전단속알림은 현실적으로 어려울 뿐만 아니라 주민신고제 도입 취지를 무색하게 만들기 때문에 반영이 어려울 것으로 판단됩니다. 불편하시더라도 양해해 주시면 감사하겠습니다.
4. 고양시의 주정차 단속시간은 구역별로 차이는 있으나 대부분 10분 이내로 주정차가 가능하며, 2013년부터 단속 시 휴대폰으로 차량이동을 안내하는 사전 문자알림서비스를 시행하고 있습니다. 관내 고정식·이동식 CCTV 단속지역에서 서비스를 제공하고 있으며, 수기단속구간 및 즉시단속구간은 서비스가 제한됩니다. 거주지와 관계없이 고양시 관내를 운행하는 차량은 누구나 신청할 수 있습니다.
(문자알림서비스: parkingsms.goyang.go.kr)
5. 궁금하신 사항이 더 있으시면 고양시청 주차교통과(☏ 031-8075-2921)로 문의주시면 성심성의껏 답변 드리겠습니다. 감사합니다. 끝.",2023-04-17,고양시,답변완료
참여형 감리 보고제,"현황 및 문제점
공사 감리 실시를 주민이 직접 참여 운영
개선방안
참여형 관리 횟수 확대
기대효과
부실공사 배제",2023-03-21,"1. 귀하의 가정에 평안을 기원합니다.
2. 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2303-0011603)에 대해 답변 드립니다. 귀하의 제안은 주민신고제와 관련된 내용으로 이 제도의 도입 취지는 교통흐름의 원활화와 시민들의 안전사고 예방입니다.
3. 주민신고 대상구역은 어린이보호구역이나 소화전, 횡단보도 등의 짧은 시간이라도 주정차로 인해 큰 피해가 발생할 수 있는 구역을 사전에 관할 경찰서와 협의를 거쳐 지정합니다. 이 제도를 통해 주정차 시간이 1분이 넘으면 단속대상이 되므로 사전단속알림은 현실적으로 어려울 뿐만 아니라 주민신고제 도입 취지를 무색하게 만들기 때문에 반영이 어려울 것으로 판단됩니다. 불편하시더라도 양해해 주시면 감사하겠습니다.
4. 고양시의 주정차 단속시간은 구역별로 차이는 있으나 대부분 10분 이내로 주정차가 가능하며, 2013년부터 단속 시 휴대폰으로 차량이동을 안내하는 사전 문자알림서비스를 시행하고 있습니다. 관내 고정식·이동식 CCTV 단속지역에서 서비스를 제공하고 있으며, 수기단속구간 및 즉시단속구간은 서비스가 제한됩니다. 거주지와 관계없이 고양시 관내를 운행하는 차량은 누구나 신청할 수 있습니다.
(문자알림서비스: parkingsms.goyang.go.kr)
5. 궁금하신 사항이 더 있으시면 고양시청 주차교통과(☏ 031-8075-2921)로 문의주시면 성심성의껏 답변 드리겠습니다. 감사합니다. 끝.",심사 중,시흥시,제안심사
경기지역 화폐 활성화를 위한 지역화폐 기능형 신용카드 발급,"현황 및 문제점
1. 금번 재난지원금을 지자체에서 지급하면서 신청 과정에서 거론된 의견은 지역화폐도 별도 만들지 말고,
문화누리카드나 또는 일반 카드처럼에 지역화폐 기능을 만들어 병행 사용하면 좋겠다는 안이 나왔습니다.
충분히 검토해 볼만하고 경기지역화폐 활성화를 위해 필요하다고 판단되어 제안합니다
2. 현재의 지역화폐 운영상의 문제점 : 별첨
개선방안
별첨
기대효과
별첨",2023-03-21,"1. 귀하의 가정에 평안을 기원합니다.
2. 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2303-0011603)에 대해 답변 드립니다. 귀하의 제안은 주민신고제와 관련된 내용으로 이 제도의 도입 취지는 교통흐름의 원활화와 시민들의 안전사고 예방입니다.
3. 주민신고 대상구역은 어린이보호구역이나 소화전, 횡단보도 등의 짧은 시간이라도 주정차로 인해 큰 피해가 발생할 수 있는 구역을 사전에 관할 경찰서와 협의를 거쳐 지정합니다. 이 제도를 통해 주정차 시간이 1분이 넘으면 단속대상이 되므로 사전단속알림은 현실적으로 어려울 뿐만 아니라 주민신고제 도입 취지를 무색하게 만들기 때문에 반영이 어려울 것으로 판단됩니다. 불편하시더라도 양해해 주시면 감사하겠습니다.
4. 고양시의 주정차 단속시간은 구역별로 차이는 있으나 대부분 10분 이내로 주정차가 가능하며, 2013년부터 단속 시 휴대폰으로 차량이동을 안내하는 사전 문자알림서비스를 시행하고 있습니다. 관내 고정식·이동식 CCTV 단속지역에서 서비스를 제공하고 있으며, 수기단속구간 및 즉시단속구간은 서비스가 제한됩니다. 거주지와 관계없이 고양시 관내를 운행하는 차량은 누구나 신청할 수 있습니다.
(문자알림서비스: parkingsms.goyang.go.kr)
5. 궁금하신 사항이 더 있으시면 고양시청 주차교통과(☏ 031-8075-2921)로 문의주시면 성심성의껏 답변 드리겠습니다. 감사합니다. 끝.",심사 중,경기도,제안심사
