제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
실버운전 스티커,"현황 및 문제점
우리나라가 고령사회를 지나 초고령사회로 되어가고 있습니다.
어르신들이 운전하는 차량에 실버운전 양보운전에 관한 스티커를 배부하여 주셨으면 합니다.
서로서로 배려하여 고령자는 물론 우리모두 운전자의 교통사고가 제로가 되었으면 좋겠습니다.
개선방안
실버 운전(배려)스티커
기대효과
서로서로 양보하여 교통사고가 제로가 되었으면 합니다.",2022-12-20,"1. 안녕하십니까? 우리 시 시정발전에 관심을 주셔서 감사드립니다.
귀하의 국민신문고 제안(신청번호 1AB-2212-0011047)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안하신 내용은 “실버운전 스티커""으로 판단됩니다.

3. 이에 대해 검토한 의견을 다음과 같습니다.
가. 시중에 이미 다양한 종류의 실버운전(배려)스티커가 판매되고 있으나, 실버운전 스티커 부착을 통해 고령 운전자들의 교통사고를 사전에 예방할 수 있다면 스티커 제작비용에 비해 사고로 인한 인명 및 재산 피해 감소 비용이 훨씬 크므로 경제성이 높다고 판단됩니다.
나. 또한 실버운전 스티커 부착을 통해 고령 운전자들의 교통사고를 사전에 예방하고 운전자간 양보와 배려 문화 확산에 기여할 것으로 기대되는 등 효과성 있는 제안이라고 판단되어 제안심사위원회 안건으로 상정하고자 합니다.

4. 향후, 제안심사위원회를 개최하여 최종 채택 여부를 알려드리도록 하겠습니다.

기타 문의가 있으시면 정책기획과(☏031-5189-6693)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-02-02,화성시,답변완료
취업연계 직업교육 프로그램 신설제안,"현황 및 문제점
현재 수원시 권선구 일대는 중고 자동차 매매단지가 다수 밀집해 있으며, 이와 관련된 사업체가 거대한 관련 산업 생태계를 이루고 있습니다. 예를 들면, 중고자동차 매매단지에 종사하는 다수의 중고차 상사와 그에 소속된 딜러들을 중심으로,
그 딜러들이 구입한 중고차를 상품화하기 위하여 다수의 성능검사장, 각종 수리를 위한 카센터들, 부속품 상사들...
그리고 광택, 세차 업체들이 있습니다.
제가 제안드리고자 하는 분야는 광택, 세차 관련 직업교육 프로그램 제안사업입니다.
현재 권선구 일대에만 광택, 세차 업체가 200여개가 넘는 것으로 알고 있습니다. 대부분 3~4인 정도의 인원으로 규모면에서
영세한 업체들이 대부분이며, 종사자들 또한 고령화된 인력들이 주를 이루고 있습니다.
개선방안
지난 1년 동안 개인적으로 조카가 운영하는 광택, 세차 업체에서 마무리 작업 및 차량 딜리버리 업무를 옆에서 도와 주는 역학을 하고 있는데, 그간의 경험을 바탕으로 몇가지 제안을 드리고자 이렇게 글을 적게 되었습니다.
현재, 200여 개의 세차, 광택 업제들은 앞서 말씀드린 대로 대부분의 인력들이 고령화 된 분들이 대부분입니다.
제가 도와주고 있는 제 조카의 업체는 현재 8명의 인원이 세차와 광택 일을 나눠서 하고 있는데, 전원 20대 및 30대 초반의 젊은 인원들입니다. 일감을 주는 딜러들 또한 대부분 젊은 또래들이다 보니 다른 세차, 광택 업체들에 비해 소통도 원활하고 서비스의 질도 나쁘지 않아 많은 호응을 얻고 있는 실정입니다. 작년에 처음 사업을 개시했을때 월 3천만원에 못 미치던 매출액이 최근에는 7천만원에 육박하고 있는 실정입니다.
30년 가량 금융과 벤처투자 관련 일을 해왔던 제의 관점에서 볼때, 이 업종이 소위 말하는 3D 업종처럼 보이고 젊은 사람들이 선호하는 직종은 아니지만, 현재 저의 조카가 운영하는 업체에서 일하는 젊은 친구들은 상당히 잘 적응하고 만족도도 높은 것으로 자체 판단하고 있습니다.
이런 차원에서 제가 제안 드리고자 하는 것은 다음과 같습니다.

1. 저희 조카와 같은 세차, 광택 전문가가 지자체와 협업해서 세차, 광택 직업교육 프로그램 과정을 개설하고 모집된 인원을 대상으로 저희 조카가 직접 강의 및 실전교육을 하는 프로그램 과정을 개설하면 어떨까 하는 제안입니다.

2. 이미 수원 권선구 일대는 중고차 매매단지와 이와 관련한 전방, 후방 파생된 사업체가 무수히 존재하고 있습니다.
이미 지자체로서도 상당한 세원일 것이며, 앞으로 이 분야로 더욱 발전시켜 나간다면 지자체 고유 브랜드로 자리매김할 것으로
판단됩니다.

3. 현재 사업체를 운영하고 있는 실무능력을 겸비한 젊은 사업자가 직접 기술의 노우하우와 사업상황이나 실태를 현실감있게
교육해 줌으로, 단순히 과정을 이수하고 그치는 것이 아니라 창업과 사업으로 또는 관련 산업 종사자로 직접 뛰어 들게 만들어
주는 효과가 극대화 될 것으로 사료됩니다. 그리고 젊은 청년들에게도 성공한 사례를 보여주게 됨으로 인해 많은 청년들이 관심을 갖게 되는 효과가 있을 것으로 사료됩니다.
기대효과
1. 지자체 특성에 맞는 일자리 창출. 특별히 청년 일자리 창출로 연결될 수 있음.

2. 프로그램 및 교육과정을 이수한 인력들이 자연스럽게 세차, 광택 업체로 근무할 수 있게
연계함으로써 기존 세차, 광택 업체들의 인력난을 해소함과 동시에 일자리 창출이 동시에 해결됨

3. 세차, 광택 창업을 원하는 인력들에게도 동기부여 및 실질적인 도움을 줄 수 있는 프로그램 및 교육 과정으로
지자체 세수 확보에도 도움이 될 것임

4. 최근 중고차 시장에서도 외제차 및 전기차 비중이 급격히 높아지고 있고, 해외 사례에서 보듯히 신차 시장 보다도
중고차 시장 규모가 더 큰 것이 현실이므로 국내에서도 이 추세가 그대로 이어질 전망. 이러한 점을 고려한다면
청년들도 충분히 뛰어들 유인이 있는 산업으로 청년들에게 접근이 가능함",2022-12-20,"1. '수원을 새롭게, 시민을 빛나게' 수원특례시의 완성을 향한 관심과 성원에 감사드리며, 국민신문고 제안(1AB-2212-0010990)에 대하여 아래와 같이 답변드립니다.

2. 현재 우리시에서 운영하는 직무훈련 프로그램들은 국가 공인 자격증 취득과정 또는 취업에 필수적인 교육시간 이수를 중점으로 진행하고 있습니다. 민원인께서 제안하신 프로그램의 경우, 국가 공인 자격증이 없어 수료자들의 객관적이고 실질적인 경력 입증이 어렵습니다.

3. 또한 직업 훈련교육은 「국민 평생 직업능력 개발법」제24조(직업능력개발훈련과정의 인정 및 인정취소 등)에 따라 고용노동부의 인정을 받은 자만이 실시할 수 있으므로 일반 사업체에서 운영이 어렵습니다.

4. 향후 수원시 관내에 자동차 세차 및 광택 관련 훈련기관이 설립될 경우, 민원인의 의견을 반영하여 직무훈련 프로그램에 신설 검토할 예정이오니 양해하여 주시기 바랍니다.

5. 궁금하신 사항이 있으시면 기업일자리정책과(☏031-228-3227)으로 연락 주시면 성심껏 답변드리겠습니다. 감사합니다.",2023-01-20,수원시,답변완료
수해 복구 작업을 총괄하는 Task Force Team을 운영하여 항구적이며 보다 효율적인 수해 대비 방안이 수립될 것임...,"현황 및 문제점
지난 8월 게릴라성 집중호우에 의하여 여주시 산북면은 심한 피해를 입었으며 여주시는 산북면이 특별재난지역으로 선정될 수 있도록 많은 노력을 경주하였습니다. 저는 산북면 백자리 2반에 거주하는 시민입니다. 해마다 반복되는 수해로 인하여 제가 거주하는 지역의 이웃 주민들은 해마다 작지 않은 피해로 여름이면 많은 어려움을 겪고 있었습니다. 특히 올해는 더 심하여 제가 주민들을 대신하여 이런 문제점 해결에 앞장서기로 약속하였습니다. 이에 지난 9월말에 국민신문고에 민원을 제기하였으며 시민안전과 담당 주무관께서 많은 신경을 써 주시어 산림과, 건설과,하천과 주무관님들과 소통하며 내년초에는 제대로된 항구 복구계획이 확정되고 내년에는 수해 걱정없이 여름을 보낼 수 있으리라 믿고 있었습니다. 그런데 행정 조직이 너무 유연하지 못한 듯하여 피해를 입는 시민의 입장에서 역지사지의 사고의 전환을 바라며 제안을 드리게 되었습니다. 담당 주무관님들은 올해 연말안에 수해복구와 관련한 주민설명회를 하여 피해를 입는 주민들의 애로점이 많이 반영될 수 있도록 항구복구계획을 수립되도록 노력하시겠다고 하였지만 2022년 연말이 이제 10일정도 밖에 남지 않았습니다 또한 어느 부서에서는 이장을 통하여 면장께 건의하여 마을 사업으로 추진하라는 아주 형식적인 말씀을 하시는데 민원을 제기하고 생업에 바쁜 많은 주민들을 대신하여 나름 봉사하는 본 민원인의 입장이 너무도 궁색한 형국입니다. 그래서 주민설명회뿐만 아니라 실제 공사를 시공할 때 주민들의 의견이 많이 반영이 될 수 있는 창구가 꼭 필요합니다.
개선방안
수해복구작업을 전담하는 Task Force Team을 구성하여 시민안전과, 산림과, 건설과, 하천과로 나누어져 있는 업무를 효율적이며 체계적으로 관리할 수 있는 Control Tower역할을 하는 조직을 운영하면 분명한 책임과 권한이 주어져서 업무 효율성을 개선할 수 있으며 공사 추진시 주민들과의 소통도 원활히 이루어 질 수 있다고 생각합니다.
기대효과
주민들의 애로사항을 잘 수렴하여 시정을 펼칠 수 있는 소중한 기회도 되며 주민참여에 의한 주민과 소통하는 시정을 펼침으로서 주민 만족도가 매우 높아질 수 있다고 판단합니다. 그리고 나라 예산이 국민을 위하여 제대로 집행된다는 믿음을 갖을 수 있을 것입니다. 향후 이상기후에 의한 게릴라성 호우가 반복된다고 하더라도 여주시 많은 공직자들이 수고하여 개선하여준 우수한 주거 환경에 감사하며 생활할 수 있으리라 기대합니다.",2022-12-19,"1. 평소 여주시정에 관심을 가져주시고 좋은 제안을 해주신 데 대하여 진심으로 감사드립니다.

2. 귀하께서 재심사를 요청한 「수해 복구 총괄 TF팀 운영」에 대하여 관련 부서의 의견을 종합하여 다음과 같이 답변 드립니다.

3. 지난 8.8부터 8.17까지 여주시에 내린 집중호우로 많은 피해를 입어 2022. 10. 14.자로 ‘재해복구사업 조기추진 TF팀’을 구성하여 운영하고 있습니다. 부시장을 단장으로하여 운영지원반 시민안전과, 설계지원반 건설과, 하천과, 산림공원과 등 6개반 7개의 부서가 구성되어 있습니다. TF팀은 귀하께서 거주하신 산북면을 비롯한 여주시 전 지역의 수해복구가 올해 장마 전까지 완료될 수 있도록 총력을 기울이고 있음을 알려드립니다.

4. 또한, 귀하께서 원하는 피해 예방의 복합적인 공사가 이루어지지 못하는 점은 탄력적인 조직 미운영 보단, ‘기능 복구’ 원칙의 관련 규정과 제한된 예산 한도 내에서 이루어지는 공사이기 때문임을 양해하여 주시기 바랍니다.

5. 귀하의 소중한 제안 의견에 다시 한번 감사의 말씀을 드리며, 그 밖에 문의사항은 여주시 자치행정과 인사팀(☎031-887-2116)으로 연락주시기 바랍니다. 끝.",2023-03-09,여주시,답변완료
집합 주택(오피스텔) 관리비 과다 청구 개선 요망,"현황 및 문제점
오피스텔 등은 공동주택이 아니어서 관리비가 아파트에 비하여 작은 평수임에도 불구하고, 매우 비싸게 책정되어 고지되고 있는데, 인근 시(김포 및 서울)들은 집합주택도 입주민 대표자 회의를 통하여 관리업체의 부당한 부분은 교체할 수 있도록 할 수 있는 법정 조례 등을 개정하였다고 합니다.
오피스텔 등이 많은 파주시에서도 좋은 제도라고 판단되면 시의회에서 적극 검토하여 서민들을 보호해주었으면 합니다.
개선방안
1. 우선적으로 제도적 정비가 필요합니다. 집합주택에 관한 입주민들의 참여가 보장되어야 하고, 입주민 대표자들이 관리업체에 관리비 사용 내역과 부당 청구를 해결할 수 있는 법적 근거를 마련해주시기 바랍니다.

2. 법적 근거가 마련되면 홍보하여 입주자 대표회의를 상설화 하도록 권장해주시고, 입주민이 보호될 수 있도록 지도 편달바랍니다.
기대효과
아파트 등의 공동주택보다 2-3배 이상 비싼 오피스텔의 관리비를 적정하게 낮추어 서민들의 경제에 보탬이 될 수 있을 것이라 판단됩니다.",2022-12-19,"1. 평소 여주시정에 관심을 가져주시고 좋은 제안을 해주신 데 대하여 진심으로 감사드립니다.

2. 귀하께서 재심사를 요청한 「수해 복구 총괄 TF팀 운영」에 대하여 관련 부서의 의견을 종합하여 다음과 같이 답변 드립니다.

3. 지난 8.8부터 8.17까지 여주시에 내린 집중호우로 많은 피해를 입어 2022. 10. 14.자로 ‘재해복구사업 조기추진 TF팀’을 구성하여 운영하고 있습니다. 부시장을 단장으로하여 운영지원반 시민안전과, 설계지원반 건설과, 하천과, 산림공원과 등 6개반 7개의 부서가 구성되어 있습니다. TF팀은 귀하께서 거주하신 산북면을 비롯한 여주시 전 지역의 수해복구가 올해 장마 전까지 완료될 수 있도록 총력을 기울이고 있음을 알려드립니다.

4. 또한, 귀하께서 원하는 피해 예방의 복합적인 공사가 이루어지지 못하는 점은 탄력적인 조직 미운영 보단, ‘기능 복구’ 원칙의 관련 규정과 제한된 예산 한도 내에서 이루어지는 공사이기 때문임을 양해하여 주시기 바랍니다.

5. 귀하의 소중한 제안 의견에 다시 한번 감사의 말씀을 드리며, 그 밖에 문의사항은 여주시 자치행정과 인사팀(☎031-887-2116)으로 연락주시기 바랍니다. 끝.",심사 중,파주시,제안심사
제부도 케이블카 이용 관광객 증가를 통한 지역경제 활성화 방안,"현황 및 문제점
0. 현황
- 제부도 관광 활성화를 위한 케이블카를 전곡항과 연결하여 운행하고 있음
- 케이블카 이용객들은 30분 간격으로 배차되는 셔틀버스 등을 이용하여 제부도 관광 실시
0. 문제점
- 케이블카 이용 관광객은 차량 미소유로 제부도 내 관광지 간 이동이 불편하여, 케이블카 이용객 감소 및 차량 방문객 증가유
발로 주차장 혼잡 및 교통체증 발생
- 제부도 관광 셔틀버스 운행 시간이 30분 간격으로 이용이 원활하지 않고, 배차간격을 단축하면 교통량 증대로 인한 교통체증
및 대기질 악화 등 다양한 문제점 발생
- 관광객이 안전하고 깨끗한 환경에서 자유롭게 이용할 수 있는 접근성 높은 운송 수단의 필요성
개선방안
0. 제부도 내 관광지와 관광지를 연결하는 예쁜 자전거길 조성
0. 거점별 관광용 자전거 대여소 및 휴식처 운영으로 케이블 카 등을 이용하는 관광객이 쉽게 이용 가능한 운송 수단 제공
(관광용 자전거 : 1인용, 2인용, 가족용 등)
기대효과
0. 제부도 내 관광지 접근성이 좋아져 케이블카를 이용하는 관광객 증가로 전곡항 및 제부도 지역경제 활성화 기여
0. 관광객의 제부도 내 관광지 접근성이 좋아져 관광만족도 향상과 제부도 내에 머무는 시간 증가로 제부도 내 경제활성화
0. 제부도 내 아름다운 자전거 길 조성에 따른, 자전거 길 따라 서해안 낙조를 감상할 수있는
제부도 만의 색다른 관광명소가 될 수 있으며, 교통량 감소에 따른 대기질 향상으로 더욱 쾌적한 관광환경 제공",2022-12-19,"1. 안녕하십니까? 우리 시 시정발전에 관심을 주셔서 감사드립니다.
귀하의 국민신문고 제안(신청번호 1AB-2212-0010388)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안하신 내용은 “제부도 케이블카 이용 관광객 증가를 통한 지역경제 활성화 방안""으로 판단됩니다.

3. 이에 대해 검토한 의견을 다음과 같습니다.
가. 현재 제부도 내 전동바이크 및 기타 이동수단을 민간에서 운영하고 있는 초기 단계에 있으며,
나. 도로관리과 검토결과 「자전거 이용시설 설치 및 관리 지침」에 따라 최소폭은 2.0m이상이나 제부도 내 도로는 여유폭 부족으로 자전거도로 설치가 어렵습니다.

이에 본 제안을 채택함에 어려움이 있사오니 양해하여 주시기를 바랍니다.

기타 문의가 있으시면 정책기획과(☏031-5189-6693)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-02-02,화성시,답변완료
김포골드라인 지옥철 대책,"현황 및 문제점
안녕하세요?
김포골드라인은 가장 최근에 개통된 전철이면서, 가장 혼잡도가 높은 전철이라는 통계가 나온 것을 잘 아실 겁니다. 이는 참으로 개탄스러운 일이며, 인구 50만이 있는 초근접 수도권지역이면서 가장 아이러니한 정책 실패의 증거입니다. 집값 고공 상승으로 쫓겨서 이곳에 정착해서 아침마다 지옥철을 타야하는 심정은 누가 알아줄 수 있겠습니까?
차치하고, 두 량뿐인 현실정에서 각 지하철역사를 증축하고 각차수도 증설해야 합당하지만, 그것이 여의치 않다면 저의 제안이 현실적으로 가능하지 않을까 해서 제안합니다.
2량의 객차를 4량으로 늘이고, 정거장에 도착하면 1,2번 차량이 내리고 탄 후 다시 3.4번 차량이 정거장에 들어가는 방식입니다. 4개의 차량이 붙어서 운행하지만, 앞에 있는 1.2번이 내리고 탄 후, 3.4번 차량이 다시 승차장에 들어가는 방식입니다. 이런 방식은 유례가 없겠지만, 지옥철이 조금이라도 해소되기를 바라는.간절함으로 드리는 말씀이니, 그냥 서류 처리하듯이 하지 말아주십시오. 감사합니다.
개선방안
위글에 있어요
기대효과
지옥철 해소",2022-12-17,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 국민제안(신청번호 1AB-2212-0009903)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안 내용은 '김포골드라인 차량증결(4량) 요청'에 관한 것으로 이해됩니다.

3. 귀하의 제안내용에 대한 검토의견은 다음과 같습니다.
가. 차량을 증결(4량)하여 역사에서 2번 정차하여 승하차 하는 방안은 김포골드라인에서 채택하고 있는 무인운전 시스템상 기술적으로 불가하다는 점 양지하여 주시기 바랍니다.
나. 다만, 혼잡률 완화를 위해 '23. 1월 중 열차운행계획 변경을 통한 오전 첨두시 열차운행횟수 증가로 혼잡률을 개선예정이며, 전동차 증차 사업(6편성 12량)을 추진중으로 24년 하반기 영업운전 투입을 통해 출·퇴근 시간대 배차간격을 최대로 단축하여 혼잡률을 개선할 예정입니다.

4. 귀하의 제안사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 우리시 철도과 철도기술팀(전화 031-980-5536)으로 연락주시면 소상히 안내해 드리겠습니다. 감사합니다. 끝.",2022-12-27,김포시,답변완료
겨울철 다세대 주택 폭설로 인해 재설에 대한 제안,"현황 및 문제점
안녕하세요 현재 대한민국에 다세대 주택단지에서 폭설이 오자마자 동사무소에서 재설 작업을 안하면 완젼 결빙 상태로 인해 도로마비 및 시민이 눈길에 넘어지는 경우 사고 예방 입니다.
개선방안
현재 대한민국에서 폭설주의보가 발령시 고속도로 메인도로에 대해 재설 작업을 하고 있습니다. 다세대 주택 길가에는 주인들이 재설 작업을 안하면 다세대 주택가 결빙으로 인한 동사무소에서 재설 작업 및 인건비 상승 단 다세대 주택단지에 건물마다 어느정도 염화칼슘 지급하여 본인 다세대 주택 근처 도로가 뿌리는 현상으로 모든 길가에 재설 효과 상승. 주인세대가 안하게 되면 각 건물 청소하시는 업체에서 뿌리는 경우에 최고 효과를 볼수 있음. 시단체에서 큰 도로 메인으로 다세대 주택가 근처에 염화칼슘 뿌리는 경우 모두 길에 결빙상태가 없을예정.
기대효과
큰도로 시단체에서 메인으로 재설작업
다세대 주택가 본인에 토지에 도로변 각 건물에 1년에 반포대 정도 염화칼슘 지급하여 각 건물 주인 및 관리자가 염화칼슘을 뿌리는 현상으로 인해 시단체 및 다세대 주택가 도로변 결빙 없어지는 효과.
다세대 주택에 민원으로 동사무소 재설차량 출동시 인건비.주유비.차량유지비에 대해 유지비용 하락 및 폭설로 인한 국민 민원 최소 폭설로 인한 각 세대에 건물주는 염화칼슘 안뿌리는 경우 건물 비 현실 유지비로 인한 과태로 부과.",2022-12-17,"○ 시정에 관심을 가져주시어 감사드립니다.
○ 귀하께서 제안하신 “겨울철 다세대 주택단지 제설에 대한 제안”내용에 대하여 검토 결과,
○ 현재 안산시는 「안산시 건축물관리자의 제설 및 제빙 책임에 관한 조례」가 시행 중에 있으며 내 집 앞의 제설·제빙은 건축물관리자가 하도록 되어있습니다.
○ 또한 동 이면도로 제설은 용역을 통해 제설 중에 있으며, 동 행정복지센터에 공공의 목적(횡단보도 앞, 버스정류장 등) 용도로 지급되는 소형제설제가 있으나 최근 잦은 강설로 수급이 불안정한 실정입니다.
○ 다세대 주택단지 등 제설제를 지급할 경우 많은 예산이 소요되며, 대량의 소형제설제 물량을 시에서 배부·관리가 현실적으로 어려움을 알려드립니다.
○ 귀하의 소중한 제안에 다시 한번 감사드리며 더욱더 면밀하게 이면도로 등 제설이 이루어질 수 있도록 노력하겠습니다.
○ 기타 자세한 사항은 시민안전과(담당자 이안나, 031-481-2790)으로 연락주시면 성실히 답변드리겠습니다.",2023-01-04,안산시,답변완료
김포장기동에서 한남동을 지나가는 버스 노선 신설 제안,"현황 및 문제점
현재 김포에서는 강남과 시청을 가는 노선은 있으나
그 중간인 한남동을 경유하는 노선이 전혀없습니다.

또한 현재 장기동에서 고속터미널을 지나가는 노선인 6117번은
휴먼시아 앞에서만 탈수 있어 거리적으로
장기동 한강베르디움 / KCC 스위첸 / 청송 1,2,3단지 / 모아미애도엘가 / 중흥S클래스 / 호반 베르디움더퍼스트
아파트 입주민들은 노선을 이용하는데 거리상 큰 부담을 느끼고 있고, 출퇴근시 이용이 어려운것이 현실입니다.
개선방안
위와같은 이유로 아래의 노선 신설을 제안해봅니다.

정류장
1안
수자인호반아파트 - 고창마을 KCC - 청송 2,3,단지 -청송1단지,중흥S클래스 - 반도유보라2차 - 운양역 - 고속터미널 - 반포역 - 신사역 - 순천향대학병원 - 남대문세무서,국가인권귀원회 - 서울시청 - 신한은행본점 - 숭례문(회차)

2안
수자인호반아파트 - 고창마을 KCC - 청송 2,3,단지 -청송1단지,중흥S클래스 - 반도유보라2차 - 운양역 - 고속터미널 - 반포역 - 신사역 - 순천향대학병원(회차)
기대효과
더많은 장기동 주민들의 편리하고 실용적인 버스 이용 가능 및 한남동 출퇴근 이용객의 수요기대",2022-12-16,"○ 시정에 관심을 가져주시어 감사드립니다.
○ 귀하께서 제안하신 “겨울철 다세대 주택단지 제설에 대한 제안”내용에 대하여 검토 결과,
○ 현재 안산시는 「안산시 건축물관리자의 제설 및 제빙 책임에 관한 조례」가 시행 중에 있으며 내 집 앞의 제설·제빙은 건축물관리자가 하도록 되어있습니다.
○ 또한 동 이면도로 제설은 용역을 통해 제설 중에 있으며, 동 행정복지센터에 공공의 목적(횡단보도 앞, 버스정류장 등) 용도로 지급되는 소형제설제가 있으나 최근 잦은 강설로 수급이 불안정한 실정입니다.
○ 다세대 주택단지 등 제설제를 지급할 경우 많은 예산이 소요되며, 대량의 소형제설제 물량을 시에서 배부·관리가 현실적으로 어려움을 알려드립니다.
○ 귀하의 소중한 제안에 다시 한번 감사드리며 더욱더 면밀하게 이면도로 등 제설이 이루어질 수 있도록 노력하겠습니다.
○ 기타 자세한 사항은 시민안전과(담당자 이안나, 031-481-2790)으로 연락주시면 성실히 답변드리겠습니다.",심사 중,김포시,제안심사
경기 평화 누릿길 비상 구급함 설치,"현황 및 문제점
경기도 평화 누리길은 11코스로 김포~고양~ 파주에 이어 연천까지 이어진다.
그외에도
경기 숲길 연천12~ 양평 31코스
경기 물길 여주32~ 안성 43코스
경기 갯길 평택44~ 김포 60코스로 15개 시,군의 총 860km에 달하는 길을 하나로 연결해서 조성한 길이라고 한다.
요즘 같은 시기에는 더 많은 분들이 걷거나 자전거를 이용해서 달린다고 한다.
그리고 한 길이 끝나는 곳에서 다음 길이 시작되니, 굳이 길을 찾기 위해 애쓸 필요가 없어서 예상밖의 길을 나서기도 한다고 한다.
멋진 풍광 을 즐기면서 달리다 보면 무엇보다도 안전 사고에 대비해야 된다
그러나 간혹 넘어져서 찰과상을 입거나 원치 아니한 사고로 이어지기도 한다고 한다.
개선방안
-응급처치에 필요한 ""안전 상비 의약품"" 설치함이 필요하다
-소독과 밴드, 멸균 거즈, 붕대 등 상처 치료에 연고 등 비치 되어 있으면 된다
-응급처치에 필요한 책자 비치 등 발생되는 안전 사고에 신속히 적절하게 대응하기 위한 물품 등이다.
-다음 사람을 위한 작은 배려을 위하여 사용하고 남긴 약품은 잘 정리한다
-사용일지(사용 일시,이름 정도) 또한 준비된 기입장에 기록한다.
-정기적으로 교환, 점검 등 유효 기간도 확인하는 관리가 되어야 한다.
-한꺼번에 많은 곳에 상비약을 설치하려면 예산문제도 있으니, 홍보와 함께 차차로 진행되었으면 한다.
기대효과
-간단한 응급처치가 필요한 환자 발생 시 요긴하게 사용된다.
-다친 사람의 경우 곳곳에 응급에 관한 의약품이 설치되어 있다면
-사고로 인한 상처 부위가 더 큰 감염으로 이어지지 않으리라 본다
-이용자들은 안심하고 적절하게 사용 가능하리라 본다.",2022-12-16,"1. 귀하께서 보내주신 제안(접수번호 2AB-2212-0006792)에 대해 다음과 같이 회신합니다.

2. 귀하의 제안내용은 평화누리길 이용 중 부상자 발생시 신속하고 즉각적인 응급처치를 위한 비상구급함 설치 및 응급처치 안내책자 비치라고 이해됩니다.

3. 검토 결과, 귀하의 제안 내용은 지속적인 유지․관리 예산 및 인력 투입이 필요한 사안으로, 평화누리길 다수의 장소에 구급함을 설치하는 것은 당장은 어려운 상황이나, 평화누리길 어울림센터(1개소) 및 DMZ 평화의 길 거점센터(4개소)에 우선 설치하는 것은 가능할 것으로 판단됩니다.

4. 또한, 향후 예산, 인력 등의 여건을 고려하여 평화누리길 쉼터 등에 추가 설치할 것을 적극 검토할 예정임을 알려 드립니다.

5. 이와 관련하여 추가적으로 문의사항이 있으시면 DMZ정책과 문현우 주무관(031-8030-2662)에게 전화 주시면 성실하게 답변 드리겠습니다.

6. 경기 도정에 관심을 가져 주신데 대해 감사드리며, 앞으로도 좋은 의견 많이 제안해 주시기 바랍니다.",2023-01-06,경기도,답변완료
경기도청 전직원 심폐소생술 교육 실시,"현황 및 문제점
10.29. 참사 등으로 심폐소생술의 중요성 및 필요성에 대한 관심은 높지만 실제 위기상황에서 실행하기에는 실습 및 지식이 부족 - 심폐소생술 관련 법령, 실시 방법, 부작용 등에 대한 체계적인 실습형 교육 필요
개선방안
심폐소생술 가이드라인 및 마네킹을 활용한 실습과 응급환자 초기대처 방법 등을
전 공직자가 의무적으로 이수하도록 교육 실시
기대효과
화재 등 재난 발생 시 골든타임 내 신속한 인명 대피 및 응급처치가 가능하도록 초기 대응 역량 강화",2022-12-16,"o 소방안전교육에 관심을 가져주셔서 진심으로 감사드립니다.
귀하께서 보내주신 제안(접수번호 1AB-2212-0009466/2AB-2212-0006761) 「경기도청 전 직원 심폐소생술 교육 실시」에 대한 검토 결과를 다음과 같이 회신합니다.

o 도민 심폐소생술 교육은 기 시행중인 사항으로 귀하께서 제안하신 경기도청 전 직원 심폐소생술 교육 제안은 불채택하고자 합니다.

o 소중한 의견을 제안하여 주심에 감사드리며, 제안과 관련하여 추가적인 문의사항은 경기도 소방재난본부 생활안전담당관 송해연(☏031-231-0362)에게 전화주시면 성실하게 답변 드리겠습니다. 감사합니다.",2023-01-05,경기도,답변완료
