제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
만원 지하철,"현황 및 문제점
>. 지하철서 압사 공포
-. 만원 지하철에 온전히 서있을 공간이 없이 운행하여 압사 공포가 있고, 실제로 김포골드라인에서 11일 아침 전동차에서 2명이 실신상태가 되었습니다.
-. 전날 아침 김포도시철도 김포공항역에서 10대 여고생과 30대 직장인이 호흡곤란으로 의식을 잃고 쓰러지는 일이 발생(출처 : 네이버 한겨례 신문)
개선방안
>. 만원 지하철 개선 제안
개선 제안 : 출발역에서 정거장을 지날 때마다 만석 or 승객 포화 상태가 되는 역 조사를 합니다. (출퇴근시간대)
1. 출발역에서 A 전동차를 출발 시키고 포화 상태 역(ㄱ 역이라 칭함) 직전역(ㄴ 역이라 칭함)까지 승객을 태우지 말고 무 정차 통과 합니다.
2. ㄴ 역부터 승객을 태웁니다.
3. 뒤를 따르는 B 전동차는 ㄴ 역부터 하차하는 승객이 더 많을 것으로 추정됩니다.
4. A 전동차는 ㄴ 역부터 승객을 태우기에 ㄱ 역 이후로 승차하는 승객을 태우고 갑니다. 승차 승객이 더 많음으로 해당 역에는 시민이 별로 없겠지요.
5. B 전동차는 ㄴ 역부터 만원 지하철이 되기 직전에 승차보다 하차 승객이 더 많을 것으로 추정 됩니다.
6. C 전동차, D 전동차, E 전동차는 추가 조사하여 포화 상태가 몇 개의 전동차가 지날 즈음인지 확인하여 동일한 방법으로 무 정차 통과 후 ㄴ 역에서부터 승객을 태웁니다.
7. 전체 노선에서 만원 지하철역을 조사하여 운영합니다.

ps. 증차로도 해소가 될 수 있지만, 출퇴근 시간대에 몰리는 시민을 소화 하기에는 어렵다 판단 됩니다. 위 방법은 증차 또는 기존 열차를 무 정차 통과 방법이 있겠습니다.
기대효과
>. 만차가 되는 역에서 부터 시민을 태워가기 때문에 뒤 따르는 전동차는 여유 있고 안전한 운행이 되지 싶습니다.",2023-04-12,,,김포시,제안심사
어린이 안전구역내를 옐로우 세상으로,"현황 및 문제점
어린이 안전구역내 사고가 여러 노력에도 불구하고 발생하고 있습니다.

이에 따라서 어린이 안전구역(스클존) 300미터이내를 옐로우 세상으로 조성한다면 어린이들이 안전하게 등하교를 할수 있을듯합니다.
개선방안
첫번째로 어린이들이 많이 이동하는 사거리내를 대각선 신호등으로 하며 옐로우 카펫 지역으로 선정해서 노란색 삼각형 가벽을 세우고 부채꼴 모양으로 바닥을 색칠합니다.( 노란형광색은 눈에 잘 띄고 어린이들색이니까요.)

더불어서 바닥도 노란색으로 칠하고 활주로 LED등으로 해서 밤에도 안전하게 건널수 있습니다.

또한 안전펜스를 의무적으로 설치해서 그 또한 노란색을 칠해서 노란세상을 만들어서
어린이들이 안전하게 학교를 다닐수 있게 해줍니다.
기대효과
아이들이 학교를 안전하게 다닐수 있고, 부모님들이 안전하게 학교를 보낼것이며 부모님들의 불안을 줄여줄것입니다.",2023-04-11,,,화성시,제안심사
여주시 관광 명소 “세종 폭포”(세종대왕님의 큰 가르침),"현황 및 문제점
○ 저는 제2의 고향인 아름다운 여주에 살고 있으며 청정한 여주를 사랑하는 여주시민입니다.
○ 여주시를 자랑 할만한 것이 무엇이 있을까? 생각해 보았습니다. 여주쌀? 여주땅콩? 여주고구마? 등등.......
물론 많은 분들이 최고로 손꼽아 주는 것은 맞습니다.
○ 하지만 침체된 여주 지역경제를 살리기 위한 새로운 관광 명소가 부족한 것이 사실입니다.
개선방안
○ 제가 예전에 강원도 정선에 다녀온 일이 있었습니다. 지인들과 관광을 가면서 “백석폭포”를 우연찮게 보았습니다.
장관이 너무 좋아서 길 옆에 차를 세우고 그 멋진 모습을 바라보면서 우리 여주에도 이런 멋진 인공 폭포가 있으면 좋겠다
라고 생각했습니다.
○ 강원도 정선에 있는 백석폭포는 열악한 조건과 환경임에도 멋진 관광 명소를 만들었습니다. 그에 반하여 여주는 청정한
남한강이 바로 앞에 흐르고 있고 세종대교 옆 아담한 산(높지 않은 산, 붙임 사진 참조)을 이용하여 만든다면 사업예산을
절약할 수 있는 이점이 생길 것입니다.
○ 지반이 약하다면 시멘트로 보강하고 흥천 벚꽃 축제장처럼 야간 조명을 설치한다면 매우 운치 있고 멋진 관광 명소로
거듭나지 않을까 생각합니다.

○ 여주 ""세종 폭포"" 위치 주소 : 여주시 세종대왕면 왕대리 914-10번지
기대효과
○ 여주대교에서 바라보면 천년고찰 신륵사와 현재 공사 중인 출렁다리, 황포돛배 선착장 인근(관광코스 추가), 강변에서
바라보는 멋진 장관이 연출 될 것입니다.
○ 머물고 싶고 또 찾고 싶은 여주가 되어 많은 관광객이 맛있는 여주 쌀밥을 먹고 땅콩, 고구마 등 지역 특산물을 구매하여
포스트 코로나19 이후 침체되었던 여주 지역경제 활성화에 많은 도움이 될 거라 생각합니다.
○ 또한 여주시 공직자분들도 함께 생각을 모아 아름다운 최고의 여주를 만들어 주신다면 정말 감사하겠습니다.
두서없는 글 끝까지 읽어 주셔서 감사합니다.",2023-04-10,,,여주시,제안심사
교량 하부 잭서포트 설치 관련,"현황 및 문제점
- 교량 진동등으로 잭서포트 유격 발생등으로 조임이 느슨해져서 전도될 수 있으며 이로 인해 안전사고 발생 우려
- 잭 서포트 주변 안전 라인 설치
- 젝 서포트 지지점 하부 base판 필요
개선방안
- 잭서포트간 횡방향 전도 좌굴방지 가설 지지대 연결
- 잭서포트 하부 지지점에 보강 판설치
- 잭서포트 주변 주변 안전휀스 설치 사람진입 방지
기대효과
- 2차 사고 예방",2023-04-10,,,성남시,제안심사
1회용품 사용 규제 확대 안내 홍보방법 개선,"현황 및 문제점
○환경부에서는 1회용품 사용규제 확대가 22.11.24일 부터, 계도기간은 22.11.24∽ 23.11.23(1년간) 시행하고 있습니다.
○시 홈페이지 분야별 정보의 1회용품 규제에는 기존 업종별 규제 대상 용품만 공개 되어 있지, 1회용품 사용 규제 확대일 및
계도기간, 규제확대 품목 등은 공개하지 않고
○시소식 공지사항에 환경부의 1 회용품 사용줄이기 적용범위 가이드라인에 공개하고 있으나, 본 내용이 공지사항 후순위에
있어 정보를 알기가 어렵고, 공지사항에 있는지도 모르고 있는게 현실입니다.

개선방안
○시 홈페이지 분야별 정보의 1회용품 규제 안내에 1회용품 확대일 및 계도 기간, 규제 확대 품목 내용과 위반시 과태료부과
기준을 공개한다.
○ 아울러 자세한 1회용품 사용 줄이기 안내로 ""환경부의 1 회용품 사용줄이기 적용범위 가이드라인""사이트와 연게한다.
- 규제 확대일 : 22.11.,24일 부터
- 계도기간 : 22.11.24∽ 23.11.23(1년)
- 규제확대 품목(예시)
- 식품접객업소,집단급식소 : 1회용 종이컵,일회용 플라스틱 빨대 및 젓는 막대.
- 대규모점포 : 1회용 우산 비닐.
- 체육시설 : 합성수지 재질의 응원용품.
- 도•소매업 중 종합소매업(편의점 등) : 1회용 비닐 봉투( 생선,채소,정육 등 겉면에 수분이 있는 제품을 담기위한 합성수지
제품의 봉투 제외).쇼핑팩(종이재질 제외)
- 상기 사항을 위반시 업종과 사업장 규모에 따라 300만원 이하의 과태료 부과가 1차.2차.3차 위반시 차등 중과됩니다.
기대효과
○1회용품 사용줄이기에 대한 정확한 정보 제공으로 알권리가 충족되어 시책이 조기에 정착된다..
○1회용품 사용 위반으로 불익을 받는 사례가 없어진다.
○시행은 홈페이지 작업으로 예산이 수반되지 않고 간단하다.",2023-04-10,"안녕하십니까. 우리시 환경문제에 관심을 가져주셔서 감사드리며 귀하의 제안에 대한 검토결과를 다음과 같이 알려드립니다.
귀하의 제안은 시 홈페이지 1회용품 규제 안내 페이지에 1회용품 규제 확대 등 상세한 정보를 요청하는 제안으로 이해됩니다.
귀하의 제안을 적극 수용하여 시 홈페이지 규제 안내 페이지에 1회용품 규제 확대에 관한 정보(규제 확대일, 계도기간, 품목 등)를 기재하도록 하겠습니다.
소중한 고견을 보내주셔서 감사드리며, 추가적인 답변이 필요하실 경우, 의왕시청 자원관리과 오동주 주무관(☎031-345-2863)에게 연락주시면 성실하게 답변해드리도록 하겠습니다. 감사합니다.",2023-04-16,의왕시,제안실현
광주시 회의실 예약,"현황 및 문제점
첨부문서 참조
개선방안
첨부문서 참조
기대효과
첨부문서 참조",2023-04-10,"1. 안녕하세요. 광주시청 제안담당자입니다.
먼저 광주시 발전을 위하여 귀한 의견을 제출해주셔서 감사드리며, 귀하께서 제안하신 “광주시 회의실 예약” (접수번호 : 1AB-2304-0005052) 건에 대하여 다음과 같이 답변 드립니다.

2. 귀하께서는 광주시 회의실 예약 시스템에서 담당자 외에도 예약 대상자가 직접 취소 요청을 할 수 있는 기능에 대하여 제안을 주신 것으로 사료됩니다.
다만 회의실의 전산장비 관리가 아닌 회의실 예약과 사용승인과 관련한 사항은 각 행정 부서의 담당자가 관리하고 있어 해당 부서들과 논의가 필요한 사항이며,
회의실 예약과 관련된 홈페이지를 실제 관리하는 부서 내 담당자와도 장기적인 검토를 통해 개선방안을 도출해야 할 것으로 판단됩니다.
말씀해주신 제안 내용은 관계자들과 함께 검토하여 추후 개선할 수 있는 내용인지 확인해 보겠습니다.

3. 귀하의 제안에 감사드리며, 앞으로도 광주시청에 많은 관심과 격려 부탁드립니다. 감사합니다.",2023-04-20,광주시,답변완료
경기도 (보건복지부 지정) 전문병원 현황 공개 방법 개선,"현황 및 문제점
경기도 홈페이지의 분야별 정보(의료시설) 내용중에 경기도 (보건복지부 지정) 전문병원 현황을 보면 지정분야,기관명칭,지역,주소,전화번호만 간단하게 공개하고 있으나
도민들은 보건복지부 지정 전문 병원이란 무엇이며, 일반 병원과의 차이점 등에 관하여 궁금히 여기고 있고 병원 선택에도 크
게 영향을 미치는 중요한 사항입니다. 또한 지정 전문병원에 대한 자세한 정보가 필요한데도 주소와 전화번호만 있어 해당 병
원을 찾기 위하여 일일히 검색을 해야 하는 불편 등이 있습니다.

개선방안
경기도 홈페이지 분야별 정보 의료시설 내용의 경기도( 보건복지부) 지정 전문병원 현황에
- 보건복지부 지정 전문 병원이란? 국민에게 안전하고 우수한 의료서비스를 합리적인 비용으로 제공하기 위하여 특정 질환
및 진료과목 11개분야에 대해 엄격한 기준을 거쳐 선정된 보건복지부가 지정하는 병원.
- 전문병원의 지정 근거, 의료법제3조5의(전문병원의 지정 및 평가등에 관한 규칙)
- 전문병원 평가기준, 의료품질,의료인력,의료현황,병상수, 진료량, 환자구성 비율, 필수 진료과목 등
- 지정병원 홈페이지를 공개한다.
* 참고사항 : 위의 내용은 예시 사항입니다. .
기대효과
 정확한 의료정보 공개로 의료기관 선택에 많은 도움이 된다.
 도민 중심의 의료행정으로 알권리가 충족되고 신뢰가 향상된다.",2023-04-07,"1. 안녕하세요. 광주시청 제안담당자입니다.
먼저 광주시 발전을 위하여 귀한 의견을 제출해주셔서 감사드리며, 귀하께서 제안하신 “광주시 회의실 예약” (접수번호 : 1AB-2304-0005052) 건에 대하여 다음과 같이 답변 드립니다.

2. 귀하께서는 광주시 회의실 예약 시스템에서 담당자 외에도 예약 대상자가 직접 취소 요청을 할 수 있는 기능에 대하여 제안을 주신 것으로 사료됩니다.
다만 회의실의 전산장비 관리가 아닌 회의실 예약과 사용승인과 관련한 사항은 각 행정 부서의 담당자가 관리하고 있어 해당 부서들과 논의가 필요한 사항이며,
회의실 예약과 관련된 홈페이지를 실제 관리하는 부서 내 담당자와도 장기적인 검토를 통해 개선방안을 도출해야 할 것으로 판단됩니다.
말씀해주신 제안 내용은 관계자들과 함께 검토하여 추후 개선할 수 있는 내용인지 확인해 보겠습니다.

3. 귀하의 제안에 감사드리며, 앞으로도 광주시청에 많은 관심과 격려 부탁드립니다. 감사합니다.",심사 중,경기도,제안심사
잔디녹화 친환경 주차장,"현황 및 문제점



1.잔디고사로 인한 턱 발생 - 우천시 빗물고임 ,보행시 구두힐 빠짐, 유모차 빠퀴 빠찜
2.시공 후 a/s 발생
-카스토퍼 파손및 분리, 주차선 탈색(주차 인접면 침범)
3. 공사 지면 토양 오염 발생(구조물 불투수)
4. 부동침하 발생(구조물 연결부위)
5.. 잔디고사로 인한 구조물 주차장 형성



개선방안



1. 바퀴면(평탄면)+잔디식재면(타공면) - 우천시 빗물 유입(타공면)으로 잔디 활착, 보행시 불편해소(평탄면)
2. 시공 후 a/s 발생 없음
-카스토퍼 일체형 구조물, 황색 주차선 블럭
3. 공사지면 토양 오염 없음( 주차1면당 30% 타공면)
4. 부동침하 없음( 기존블럭 2배 대형화 )-버스및 텀프 트럭 주차
5. 잔디 녹화된 경관용 주차장

기대효과



잔디녹화된 경관용 친환경 주차장으로 만족도 높음",2023-04-07,"1. 안녕하세요. 광주시청 제안담당자입니다.
먼저 광주시 발전을 위하여 귀한 의견을 제출해주셔서 감사드리며, 귀하께서 제안하신 “광주시 회의실 예약” (접수번호 : 1AB-2304-0005052) 건에 대하여 다음과 같이 답변 드립니다.

2. 귀하께서는 광주시 회의실 예약 시스템에서 담당자 외에도 예약 대상자가 직접 취소 요청을 할 수 있는 기능에 대하여 제안을 주신 것으로 사료됩니다.
다만 회의실의 전산장비 관리가 아닌 회의실 예약과 사용승인과 관련한 사항은 각 행정 부서의 담당자가 관리하고 있어 해당 부서들과 논의가 필요한 사항이며,
회의실 예약과 관련된 홈페이지를 실제 관리하는 부서 내 담당자와도 장기적인 검토를 통해 개선방안을 도출해야 할 것으로 판단됩니다.
말씀해주신 제안 내용은 관계자들과 함께 검토하여 추후 개선할 수 있는 내용인지 확인해 보겠습니다.

3. 귀하의 제안에 감사드리며, 앞으로도 광주시청에 많은 관심과 격려 부탁드립니다. 감사합니다.",심사 중,김포시,제안심사
여주흥천남한강벚꽃축제,"현황 및 문제점
봄에 열리는 여주의 벚꽃축제기간이 삼일정도인데
올해는 벚꽃이 너무 일찍 만개해서 축제 전부터 많은 사람들이 몰렸습니다. 그러나 이곳은 상업시설이 전무한 곳인데다 왕복2차선 도로여서 차와 사람이 혼재되어 많이 위험하기도 하고 구경하기에도 힘들어 너무 아쉬웠습니다.
또 간단한 푸드트럭도 두어대 자리잡고 있습니다
개선방안
축제 3일간은 차량통제가 되어 안전하게 즐길 수 있으나 꽃은 더 오래 볼수있으므로 축제 전후 일주일 정도라도 일방통행으로 운행하여 도보와 차도를 확실하게 구분하고 운영위원회에서 그 기간동안 영업할 푸드트럭도 선정해서 운행했으면 좋겠습니다.
기대효과
인도만 제대로 갖추어져있어도 더 많은 사람이 벚꽃축제를 찾을것이라 생각됩니다. 가볍게 드라이브 하고 산책하며 자연이 주는 혜택을 많은 시민이 누리고 허가된 푸드트럭으로 위생과 안전을 잡을거라 생각됩니다.",2023-04-06,"국민제안(1AB-2304-0003241) 호와 관련하여 아래와 같이 답변하고자 합니다.

1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안에 대한 검토 결과를
다음과 같이 알려드립니다.
2. 귀하께서 제출하신 제안의 내용은 “여주흥천 남한강 벚꽃축제기간만이 아닌 벚꽃 개화기에 맞춰 도로를 일방통행으로 하고 인도와 차도를 분리하고 푸드트럭등을 설 치하여 시민들이 안전하고 여유롭게 벚꽃을 관람할수 있는 공간조성”에 관한 제안 으로 이해 됩니다.
3. 귀하의 제안에 대한 검토결과는 다음과 같습니다.
가. 도로일방통행은 경찰서와 협의가 되어야 하는 부분으로 협의후 검토하겠으며, 푸드트럭 운영은 축제위원회에서 현재 검토중인 내용입니다.
나. 인도(귀백사거리 ~ 상백1리 마을회관)설치 공사는 현재 여주시청에서 조성중으 로 상반기중 착공예정입니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 흥천면행정복지센터 총무팀 조경희주무관 (☏031-887-3875)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-04-12,여주시,답변완료
월롱산로 사람이 다닐수 있는 도보 요청드립니다.,"현황 및 문제점
경기도 파주시 월롱산로길 쪽에 카페헤이슬 부터 창고스타일 공인중개사사무소까지 도보가 힘듭니다.
오로지 차들만 다니기 편하며 해당길로 사람들이 다니기 힘듭니다. 차량과 접촉사고가 날 우려가 있다고 봅니다.
특히 여름에는 풀도 자라면서 찻길조차도 침범하는 경우를 몇년간 보았습니다.
개선방안
해당 구간에 한쪽만이라도 도보를 깔아주시면 통행이 원활하며 사고 위험율도 줄어들것으로 보입니다.
기대효과
도보이용자 및 자전거 이용자들의 안전이 보다 개선될 것으로 보입니다.",2023-04-06,"국민제안(1AB-2304-0003241) 호와 관련하여 아래와 같이 답변하고자 합니다.

1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안에 대한 검토 결과를
다음과 같이 알려드립니다.
2. 귀하께서 제출하신 제안의 내용은 “여주흥천 남한강 벚꽃축제기간만이 아닌 벚꽃 개화기에 맞춰 도로를 일방통행으로 하고 인도와 차도를 분리하고 푸드트럭등을 설 치하여 시민들이 안전하고 여유롭게 벚꽃을 관람할수 있는 공간조성”에 관한 제안 으로 이해 됩니다.
3. 귀하의 제안에 대한 검토결과는 다음과 같습니다.
가. 도로일방통행은 경찰서와 협의가 되어야 하는 부분으로 협의후 검토하겠으며, 푸드트럭 운영은 축제위원회에서 현재 검토중인 내용입니다.
나. 인도(귀백사거리 ~ 상백1리 마을회관)설치 공사는 현재 여주시청에서 조성중으 로 상반기중 착공예정입니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 흥천면행정복지센터 총무팀 조경희주무관 (☏031-887-3875)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,파주시,제안심사
