제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
횡단보도앞 간이벤치 설치 제안,"현황 및 문제점
원흥역 인근에 사는 삼송2동 주민입니다. 삼송2동 특히 원흥역 주변은 신생마을로서 4거리가 많고 도로폭도 매우 넓습니다.
그러나 노약자, 임산부나 장애인들이 횡단보도를 건너기 위해 기다리는 동안 특히 요즘같이 더운 여름철은 매우 힘들어 합니다.
개선방안
그래서 저는 이 횡단보도 앞에 2인용정도 자그마한 벤치를 설치해드리면 어떨까 제안합니다. 물론 원흥역 주변 뿐 아니라 신호대기시간이 긴 타 횡단보도에도 적용되었으면 좋겠네요. 혹시 도로교통법 등에 저촉이 되는지는 잘 모르겠지만 그런 부분이 있다면 잘 협의해서 반드시 설치가 될 수 있도록 건의 드립니다. 감사합니다.
기대효과
노약자, 임산부, 장애인 등의 생활편의성 향상",2022-09-18,"1. 선생님의 가정에 건강과 행운이 늘 함께 하시길 기원합니다.

2. 선생님께서 제기하신 횡단보도 앞 간이벤치 설치에 대하여 다음과 같이 추가적인 답변 드립니다.
가. 이전에 답변 드린 바와 같이 현재 우리시에서는 「도로안전시설 설치 및 관리지침」 및 「보행안전 및 편의증진에 관한 법률」에 따라 도로안전시설물을 설치하고 있습니다. 또한 횡단보도 앞쪽의 간이벤치 설치에 대해서「보행안전 및 편의증진에 관한 법률」 제3조 제3항 제1호에 따라 ‘시설물의 설치, 차량의 소통 등 보행여건에 영향을 미치는 각종 제도 및 사업 등으로 인하여 보행자의 생명과 신체에 위험과 피해를 초래할 경우가 있는 때에는 해당 제도 및 사업 등에 따른 편익보다 보행자의 안전을 우선시하여야 한다.’라고 규정하고 있기에 안전상의 문제를 초래할 수 있는 횡단보도 앞쪽에는 간이벤치 설치가 적합하지 않음을 알려드립니다.
나. 해당 사안은 타시군의 시설운영 현황과 설치의 적합성을 중장기적으로 검토해야 하는 사안임을 알려드리며 이에 빠른 시일내의 시설물 설치는 어려운 점 널리 양지하여 주시기 바랍니다.

3. 기타 궁금하신 사항은 덕양구청 안전건설과(☎031-8075-5333)로 문의하여 주시면 성실하게 답변 드리겠습니다. 끝",2022-12-27,고양시,답변완료
경기도 공동주택 관리규약 개정절차 개선 방안,"현황 및 문제점
1 경기도 공동주택 관리 규약 준칙 운영의 공동주택관리규약 개정 절차를 보면
가 개정제안 ( 준칙 참조하여 개정.입주자 대표회의 또는 입주자 등 10분의1이상이 제안)
나 개정절차(전체 입주자 등의 과반수 찬성으로 결정).
다 개정신고( 입주자 대표회의 회장은 시장•군수•구청장에게 신고.신고서 개정제안서 및 입주자 등의 동의서 제출) 순으로 되
어 있습니다
2 공동주택관리 규약 개정 절차에서 전체 입주자 등의 과반수 찬성으로 결정 하는 규정이 개정 항목의 전체를 뜻하는 것 인지
아니면 개별항목을 뜻하는지 모호 한 점이 있습니다.
3 관리규약 개정 동의서 개정 항목이 많은데도 각 항목별로 의견 수렴 없이 각 항목을 전체적으로 통합하여 찬•반 의견을 표시
하여 의사를 결정하는 방식은 불합리합니다.
4 사례로 경기도 의왕시 00동 아파트에서 관리규약을 개정하는데 개정 39개 항목 중1개 항목만 반대고 나머지 38개 항목이 찬
성이면 최종 결과는 반대로 되고, 38개 항목이 반대고 1개 항목이 찬성도 최종 결과는 반대며 무조건 전 항목이 찬성이거
나 반대가 되어야 한다는 논리는 이치에 맞지않고, 관리 규약 개정을 관리주체및 관계 자치단체서 행정 편의 위주에서 나온
발상인 것 같습니다.
개선방안
1 공동주택관리규약 개정 동의서에 개정(안)의 각 항목을 전체로 합쳐 찬• 반 의사 표시를 할 것이 아니라, 각 항목별로 찬•반
에 의사 표시를 하도록 하고, 찬•반 의사 표시 결과를 전체 입주자의 과반수 찬성으로 결정하는 방식으로 개선한다.
2 규약 개정(안)에 모호한 문구정비, 오탈자 정비, 서식 변경 등 일반적인 항목은 입주민들에게 고지는 하되 찬•반 의견 수렴
없이 입주자 대표회의에서 직접 결정 한다.
.
기대효과
합리적인 공동주택 관리 규약 개정으로 공동 주택 운영의 건전성 및 투명성이 확보된다",2022-09-18,"1. 안녕하십니까? 귀하께서 국민신문고로 신청하신 국민제안(접수번호 1AB-2209-0010720)에 대해 다음과 같이 회신드립니다.

2. 귀하의 제안을 검토한 결과,
가. 공동주택의 관리규약 개정은 「공동주택관리법 시행령」 제3조와 제20조에 따라 입주자대표회의의 의결 또는 입주자등 10분의 1 이상이 제안하고 제안사항에 대하여 요건을 갖추어 전체 입주자등에게 공개?통지 후 전체 입주자등의 과반수 찬성으로 결정되는 사항입니다.
나. 따라서 귀하께서 제안하신 관리규약 개정 시 개정안에 대하여 입주자등이 조항별 의사결정을 한 후 전체 제안내용에 대하여 재차 의사결정을 하도록 하는 것은 현 제도와 부합하지 않아 귀하의 제안은 현실적인 어려움이 있습니다.
다. 또한, 일반적인 문구 수정 등을 입주자대표회의의 의결만으로 결정하도록 하는 것은 「공동주택관리법 시행령」 제3조 및 제20조에 저촉되는 사항으로 준칙에서 공동주택관리법령과 상이하게 규정할 수 없어 귀하의 제안을 수용하기 어려움이 있음을 알려드리오니 양해하여 주시기 바랍니다.

3. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 경기도 공동주택과 신옥남 주무관(031-8008-4934)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.",2022-11-07,경기도,답변완료
재활용우유팩수거방법,"현황 및 문제점
현재 고양시에서 환경문제로 우유팩을 수거하여 휴지와 교환 해 주고 있다.
그러나 수거 방법에 문제가 있다.
각 동네 마다 우유팩의 수거 방법이 다르다.
씻어 말리는건 당연한 기본
어느 동은 접기만 해도 되고
어느동은 펴서 잘라야 하고
같은 고양시라면 획일화 되어야 하지 않을까?
수거 업체가 달라서 인가?
개선방안
휴지 수거 방법의 정확한 매뉴얼이 있어야 한다.
동네마다 달라서는 모으는 사람에게 혼란을 줄수 있다.
어느동은 깨끗이 씻어 말려 접기만 해도 되고 어느동은 잘라서 펴야 하고
고양시 관내 어느동에서라도 획일적인 수거방법이 필요하다,
어떨때는 곽티슈를 주고 어떨때는 두루마리 휴지를 주고 획일적이지 않은 배분도 문제다.
처음부터 두루마리를 주던지 곽티슈를 주던지 하나만 하자.
모으는 사람들의 씻어 말리는 수고를 곽티슈와 두루마리 하나로 의 보상이 아쉽다.
기대효과
매뉴얼이 정확하다면 모으는 사람들의 혼란을 막을수 있다.
동네 마다 같은 수거 방식이 혼란을 막을수 있을 것이다.,",2022-09-16,"1. 안녕하십니까? 선생님께서 국민신문고에 신청하신 “(재활용 우유팩 수거방법)”(접수번호 1AB-2209-0009598)에 대한 우리 시의 검토의견을 다음과 같이 알려드립니다.
2. 선생님의 제안내용은 “재활용 우우팩 수거방법을 통일하여 각 동마다 수거에 대한 혼란방지”에 관한 것으로 이해됩니다.
3. 우리 시 홈페이지(쓰레기 배출요령) 및 각종 홍보물, 고양시 폐기물관리에 관한 조례 시행규칙([별표]재활용가능자원의 품목 및 분리배출요령)에 종이팩 배출 시 「내용물을 비우고, 물로 행구고, 이물질을 제거하고, 말린 후 압착하여 배출」하도록 안내하고 있음을 알려드립니다. 다만, 앞서 말씀드린 홈페이지 및 각종 홍보물, 조례 관련하여 홍보가 되지 않는 곳이 있을 수 있으므로 추가적으로 홍보하여, 각 동마다 수거 시 혼란이 되지 않도록 노력하겠습니다.
4. 이에 따라 선생님의 제안을 불채택함을 너그러이 양해해주시기 바랍니다.
5. 선생님의 소중한 제안에 감사드리며, 그 밖에 문의사항은 고양시 자원순환과(김민수 주무관 ☎ 031-8075-2707)로 연락주시기 바랍니다. 감사합니다. 끝.",2022-10-28,고양시,답변완료
"추석,함께하자","현황 및 문제점
명절에 독거노인이나, 장애인,고아,미혼모,미혼부,1인가구 등의 주민들이 명절에 집에서 끼니를 제대로 해결하지 못하고 외로이 지내는 모습을 적지 않게 볼 수 있습니다. 또한 지역 주민간의 소통이 없습니다.
개선방안
추석이나 명절에 명절에 소외되는 취약 계층과 주민들이 모여 음식을 만들어 먹고 전통놀이 체험을 하는 것 입니더.
기대효과
취약계층에게 끼니를 제공할 수 있고 명절에 소외되는 지역 주민의 수를 줄일 수 있습니다. 또한 지역 주민이 참여하기 때문에 주민간 유대감을 형성할 수 있을 것 입니다.",2022-09-15,"안녕하세요. 평택시청 기획예산과입니다.

귀하께서 제안해주신 『추석 함께하자 (명절 소외계층 유대감 형성 방안)』에 대해 담당부서(복지정책과)에서 검토한 결과는 다음과 같습니다.

○ 우리 시는 명절 소외계층(수급자, 장애인, 한부모가정 등)을 위하여 명절 위로금을 지급하고 있으며,
사회복지시설(요양원, 청소년쉼터, 장애인 시설 등)에도 위로금을 지급하여 소외된 이웃에게 명절 식사해결 등에 도움을 주고 있음.

○ 또한 각 읍면동지역사회보장협의체의 특화활동(명절시기 소외계층 물품 지급 및 위로 방문, 식사배달 등)을 통하여 소외감 해소에
힘쓰고 있음.

○ 주민들의 유대감 형성을 위해 평택시는 읍면동별 주민자치위원회, 통·리장 협의회, 새마을회 등의 활동을 지원하여 자치프로그램 운영,
주민간담회 등 주민간의 소통 공간을 마련하고 있음.

○ 따라서 제안해주신 의견은 추천이 어렵다고 판단됨.

해당 제안은 위와 같은 이유로 제안으로 채택하기 어려움을 양해하여 주시기 바랍니다.

시정 발전을 위해 관심을 가져주셔서 감사드리며, 귀하의 건승과 행복을 기원합니다.",2023-01-11,평택시,답변완료
대체교사 채용시 개인정보 수집이용 동의서식 개선,"현황 및 문제점
현재 김포시육아종합지원센터에서는 기간제 근로자의 채용에 따른 공고와 함께 기존 양식에 의거 작성후 제출토록 게시하고 있으나 기존의 ""개인정보 제공.이용 동의서'를 사용하고 있으나 김포시에서는 ""개인정보 수집.이용 동의서"" 표준 공통서식이 있음에도 공유가 되지 않고 있다는 사실입니다.
개선방안
이에 따라 개인정보에 관한 ""개인정보 제공.이용 동의서"" 기존 양식을 새롭게 준비한 ""개인정보 수집.이용 동의서"" 양식으로 공통사용할 수 있도록 계도 및 홍보와 공유가 필요합니다.
이를 위해 김포시육아종합지원센터에서 제시된 ""개인정보 제공.이용 동의서"" 서식을 수정해 현재 공고된 내역중 ""개인정보 수집.이용 동의서""를 함께 다시 게시하는 것이 적절합니다.
기대효과
개인의 개인정보를 보호해 주어야 할 김포시육아종합지원센터의 역할을 중요성을 인지하는 계기가 될 것이며 새로운 양식으로 다시 게시공고함으로서 신뢰받는 김포시육아종합지원센터가 될 수 있으며 기대효과는 적극행정으로 진행하는 역할과 역량에 시민의 만족도는 높아질 것입니다.",2022-09-15,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 제안(신청번호 1AB-2209-0009271)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""김포시 개인정보 수집·이용 동의서 표준 공통서식 사용""에 관한 것으로 이해됩니다.

3. 귀하의 제안사항에 대해 검토한 의건은 다음과 같습니다.
가. 개인정보 수집·이용 동의서는 「개인정보 보호법」에 서식을 별도 정하지 않았으며, 개인정보보호위원회에서 발간한 「알기쉬운 개인정보 처리 동의 안내서」지침에 따라 각 기관에서 자율적으로 작성하고 있습니다.

나. 이에, 「알기쉬운 개인정보 처리 동의 안내서」에서 발췌한 ‘개인정보수집·이용 동의서 서식 예시본’과 유사하게 사용하도록 김포시육아종합지원센터에 권고할 계획임을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 김포시 보육과 정진영 주무관(☎031-980-5323)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2022-09-30,김포시,답변완료
로컬푸드 행정 일원화 통합요청합니다.,"현황 및 문제점
로컬푸드는 소비자와 농민간 직거래로 농가소득증대및 보다 신선한 먹거리 제공으로 알고있습니다.
그러나 현제 실정은 각 시지체 단위 농협별 가입 방식익 달라 농민이 한지역에사도 읍단위 농협에서 교육을 받고 또 시단위 단위에서 또 가입을 위해 동일한교육을 받아야 하고, 같은 시지역 농협 로컬푸드 임에도 가입하려면 가입조건이 까다로워 농민이 접근하기가 쉽지않습니다.
가입도 일년에 또는 이년에 한번 가입을 받느지라 신규 농민은 로컬에 문턱이 너무 높습니다.
또한 지자체 마다 운영방식이 다르기 때문에 인접지에 로컬푸드에 농산물 출하가 어려워 포기하는 경우가있습니다.
일에로 경기도 일산지역은 지역에 토지를 소유한 농민만 가입이 가능하도록 제한이 되어있어 인접인 김포 농민은 출하가 제한됩니다.
이에 행정개선이 시급해보입니다.
개선방안
1.로컬푸드가입조건을 농민이 쉽게 가입할수있도록
가입방법을 개선해주었으면합니다.
가입이 필수교육1번 이수로 각 단위 농협 로컬에도 가입시 동일하게 제출하거나 전산 확인이 가능하도록 절차를 변경했으면합니다.

2.교육도 협회 차원에서 off 라인 교육이 아닌 on 라인교육이 가능하도록 하고 교육수료증 도 오라인을 농가와 단위 농협에서 확인가능하도록 개선 바랍니다.

3.인접한 경계시에서 농민이 생산한 농산물을 판매가 가능하도록 협회 상위법 개정 바랍니다.
기대효과
1. 농민이 각 시 단위 로컬푸드 가입절차 간소화로 인한 로컬푸드 농민 가입증가로 농업소득창출기대효과 및 소비자 직거래 활성화.

2.인접지 농산물 출하가능으로인한 각 시단위 농산물 접근성 향상으로 농민과 소비자간 로컬푸드 농산물직거래 활성화.",2022-09-15,"안녕하십니까? 로컬푸드 경기도 지역 통합교육(온라인 등) 및 인접 시군 농가의 직매장 참여를 위한 법 개정에 대한 정책제안을 주신 귀하께 깊은 감사를 드립니다. 귀하께서 제안하신 정책제안에 대해 다음과 같이 회신해 드립니다.

귀하께서 제안하신 정책제안 시행 시 납품농가의 편의성 및 행정효율 증대에 기여할 것으로 보입니다.
다만, 로컬푸드 납품농가 교육은 농산물 안전관리(PLS) 등 지역 공통부분이 있으나, 직매장 납품조건, 운영규정 등은 직매장 별 여건을 고려하여 교육하므로 통합교육 추진은 어렵다고 판단됩니다. 따라서 통합 교육시행(온라인 등)은 매장 운영자의 의견수렴, 교육체계 구축 등 중장기 검토가 필요한 사항으로 불채택 하고자 합니다.
아울러, 로컬푸드 직매장에 인접 시군 농가참여를 위한 법 개정 제안에 대해 경기도는 「경기도 로컬푸드 이용 활성화에 관한 조례」제4조(기본요건)제8호에 따라 직매장의 ""제휴푸드""* 취급기준을 규정하여 다른 지역 농가의 농수산식품도 취급 가능토록 기 시행하고 있어 해당 제안 또안 ""불채택"" 하고자 합니다.
* 제휴푸드 : 도내 지역에서 생산되지 않거나, 수요대비 공급량이 부족한 농수산식품에 한정해 다른 지역 로컬푸드 직매장에서 판매하는 농수산식품(조례 제2조)

답변내용과 관련하여 추가설명 및 문의사항이 있으시면 경기도청 농식품유통과 최병수 주무관(☎031-8008-4451)로 연락하여 주시면 성실히 답변 드리겠습니다.",2022-12-13,경기도,답변완료
기간제 근로자 채용시 개인정보 수집이용 동의 공통서식 사용,"현황 및 문제점
현재 김포시 문화예술과에서는 기간제 근로자의 채용에 따른 공고와 함께 기존 양식에 의거 작성후 제출토록 게시하고 있으나 관내 부서와 산하 공공기관에서는 기존의 ""개인정보 제공.이용 동의서'를 사용하고 있으나 김포시 자체에서도 ""개인정보 수집.이용 동의서"" 표준 공통서식이 있음에도 공유가 되지 않고 있다는 사실입니다.
개선방안
이에 따라 개인정보에 관한 ""개인정보 제공.이용 동의서"" 기존 양식을 새롭게 준비한 ""개인정보 수집.이용 동의서"" 양식으로 공통사용할 수 있도록 계도 및 홍보와 공유가 필요합니다.
이를 위해 김포시 문화예술과에서 제시된 ""개인정보 제공.이용 동의서"" 서식을 수정해 현재 공고된 내역중 ""개인정보 수집.이용 동의서""를 함께 다시 게시하는 것이 적절합니다.
또한, 동의서식도 김포보건소 보건사업과에서 사용되는 양식을 게시하는 등 정확한 서류를 게시해야 합니다.
기대효과
개인의 개인정보를 보호해 주어야 할 김포시의 역할을 중요성을 인지하는 계기가 될 것이며 새로운 양식으로 다시 게시공고함으로서 신뢰받는 김포시 문화예술과가 될 수 있으며 기대효과는 적극행정으로 진행하는 역할과 역량에 시민의 만족도는 높아질 것입니다.",2022-09-15,"1. 귀 하의 가정에 행복과 건강이 가득하시길 기원합니다.
2. 국민신문고 국민제안 접수번호 1AB-2209-0008854(2022.9.15.)호와 관련하여 아래와 같이 답변드립니다.

가. 제안사항 : 기간제 근로자 채용시 개인정보 수집이용 동의 공통서식 사용
나. 답변사항

- 기간제근로자 채용시 개인정보 수집·이용 동의서 작성과 관련하여 개인정보
보호위원회에서는「개인정보 보호법」 내 개인정보 수집·이용 동의서 표준서식을
규정 하지 않고 동의서 작성 예시가 포함된 개인정보 수집 최소화 가이드라인
제공을 통해 각 채용기관에서 가이드라인에 따라 개인정보 수집·이용 동의서를
자율적으로 작성하도록 하고 있습니다.
- 따라서, 근로자를 필요로 하는 각 부서에서 직접 근로자를 채용하고 있는
우리시의 경우, 근로자 채용 유형에 따라 수집·이용하고자 하는 개인정보의
항목과 목적이 상이하여 각 부서가 자체적으로 작성한 개인정보 수집·이용
동의서를 사용하고 있습니다.
- 향후 기간제근로자 채용시 상기 개인정보 수집 최소화 가이드라인(現 알기쉬운
개인정보 처리 동의 안내서)에 맞게 운영될 수 있도록 개인정보 수집·이용
동의서를 접수에 만전을 기울이도록 하겠습니다. 감사합니다.


※ 다만 위 기간제근로자 공고건은 당초 공고문 상 개인정보 수집이용 동의서대로 진행하여 불채택으로 함에 양해하여 주시기 바랍니다. 끝.",2022-10-18,김포시,답변완료
관리비예치금 증액이 필요한 경우 입주자가 기여한 잡수입에서 증액할 수 있도록 관리규약준칙 개정 요청,"현황 및 문제점
- 관리비예치금은 공동주택의 공용부분의 관리 및 운영 등에 필요한 경비로 공동주택의 소유자로부터 징수할 수 있음

- 소유자가 공동주택의 소유권을 상실한 경우 관리비 예치금을 반환하여야 함. 이 경우 관리비 사용료 및 장기수선충당금을 미납한 때에는 관리비예치금에서 정산한 후 그 잔액을 반환하도록 하고 있음

- 관리비예치금은 소유자로 부터 징수하여 관리비등을 징수하기 전에 공동주택관리에 필요한 경비(관리비, 사용료 납부 등) 및 운용 등에 필요한 경비로 사용하고 있음

- 이와 같이 관리비예치금을 운영함에 있어 대부분의 공동주택은 해당 월의 관리비를 익월 말까지 납부(예를 들어 2022년 6.30까지 사용한 관리비를 2022년 7월 31까지 납부)하도록 하고 있어 관리비가 납부될 때까지의 운영경비가 필요함.

-공동주택관리정보시스템에 입력된 경기도 관리비 등(공용+개별사용료, 장기수선충당금 제외) 평균을 살펴보면 2022년 1월.(동절기)의 경우 제곱메타당 2,447원, 2022년 6월(하절기)의 경우 제곱메타당 3,063원으로 월평균 평당 9,107원 정도임. 이로 인해 관리비예치금을 부족하게 받은 단지(예를 들어 평당 5,000원)의 경우 실질적인 공동주택 관리 운영의 어려움을 겪고 있으나, 공동주택에 소유자가 살고 있지 않은 경우가 많아 개인정보 등에 대한 동의를 받고 소유자를 찾아 관리비예치금을 부과(증액) 및 징수 하는 것이 현실적으로 매우 어려운 상황임.
개선방안
경기도 공동주택관리규약 준칙 제 63조(잡수입의 집행 및 회계처리) 2항에 따르면 입주자가 적립에 기여한 잡수입의 사용 용도를 정하고 있는데 그 중 관리비예치금 증액에 대한 부분을 넣어 사용이 가능하도록 기준을 마련
기대효과
관리비예치금 부족으로 인한 공과금 미납(미납연체료)이나 소유주 확인 및 징수에 따르는 부대 바용(우편료 등)등 불필요한 관리비를 절감할 수 있고, 신속한 업무처리로 공용부분의 수선유지와 같은 필요 비용의 지연으로 인한 주민의 피해를 최소화 할 수 있음..",2022-09-14,"1. 귀 하의 가정에 행복과 건강이 가득하시길 기원합니다.
2. 국민신문고 국민제안 접수번호 1AB-2209-0008854(2022.9.15.)호와 관련하여 아래와 같이 답변드립니다.

가. 제안사항 : 기간제 근로자 채용시 개인정보 수집이용 동의 공통서식 사용
나. 답변사항

- 기간제근로자 채용시 개인정보 수집·이용 동의서 작성과 관련하여 개인정보
보호위원회에서는「개인정보 보호법」 내 개인정보 수집·이용 동의서 표준서식을
규정 하지 않고 동의서 작성 예시가 포함된 개인정보 수집 최소화 가이드라인
제공을 통해 각 채용기관에서 가이드라인에 따라 개인정보 수집·이용 동의서를
자율적으로 작성하도록 하고 있습니다.
- 따라서, 근로자를 필요로 하는 각 부서에서 직접 근로자를 채용하고 있는
우리시의 경우, 근로자 채용 유형에 따라 수집·이용하고자 하는 개인정보의
항목과 목적이 상이하여 각 부서가 자체적으로 작성한 개인정보 수집·이용
동의서를 사용하고 있습니다.
- 향후 기간제근로자 채용시 상기 개인정보 수집 최소화 가이드라인(現 알기쉬운
개인정보 처리 동의 안내서)에 맞게 운영될 수 있도록 개인정보 수집·이용
동의서를 접수에 만전을 기울이도록 하겠습니다. 감사합니다.


※ 다만 위 기간제근로자 공고건은 당초 공고문 상 개인정보 수집이용 동의서대로 진행하여 불채택으로 함에 양해하여 주시기 바랍니다. 끝.",심사 중,경기도,제안심사
('인권 문제' 제안 이벤트 응모작) 노인 무시에서 학대로 가는 길목 차단 필요.,"현황 및 문제점
각종 매스컴에서 우리나라 사회문제를 고령화라고 하며 미래세대에 대한 짐이 될 것처럼
연일 방송을 하는데 대한민국 노인들은 대한민국을 위해 희생과 노력을 했고,
사후에 미래 세대들에게 유산을 남기고 갈 사람들인데 사회적으로 무시하고 폄하하고 있는 실정입니다.
이는 노인 학대와 갈취로 가는 전 단계일 수도 있습니다.
개선방안
온고지신을 통한 더 나은 대한민국을 위해서라도 존경이나 권위를 요구하는 건 아니지만
만인의 인권처럼 인권을 존중할 이유는 충분히 있을 것입니다.
따라서 매스컴이나 미디어는 경로사상이 전혀 없는 외국논문에 의한 고령화 등
노인 무시와 폄하 방송을 지양해야 합니다.
기대효과
○ 노인 인권 존중
○ 세대 간 화합
○ 온고지신에 의한 국가발전",2022-09-14,"1. 귀 하의 가정에 행복과 건강이 가득하시길 기원합니다.
2. 국민신문고 국민제안 접수번호 1AB-2209-0008854(2022.9.15.)호와 관련하여 아래와 같이 답변드립니다.

가. 제안사항 : 기간제 근로자 채용시 개인정보 수집이용 동의 공통서식 사용
나. 답변사항

- 기간제근로자 채용시 개인정보 수집·이용 동의서 작성과 관련하여 개인정보
보호위원회에서는「개인정보 보호법」 내 개인정보 수집·이용 동의서 표준서식을
규정 하지 않고 동의서 작성 예시가 포함된 개인정보 수집 최소화 가이드라인
제공을 통해 각 채용기관에서 가이드라인에 따라 개인정보 수집·이용 동의서를
자율적으로 작성하도록 하고 있습니다.
- 따라서, 근로자를 필요로 하는 각 부서에서 직접 근로자를 채용하고 있는
우리시의 경우, 근로자 채용 유형에 따라 수집·이용하고자 하는 개인정보의
항목과 목적이 상이하여 각 부서가 자체적으로 작성한 개인정보 수집·이용
동의서를 사용하고 있습니다.
- 향후 기간제근로자 채용시 상기 개인정보 수집 최소화 가이드라인(現 알기쉬운
개인정보 처리 동의 안내서)에 맞게 운영될 수 있도록 개인정보 수집·이용
동의서를 접수에 만전을 기울이도록 하겠습니다. 감사합니다.


※ 다만 위 기간제근로자 공고건은 당초 공고문 상 개인정보 수집이용 동의서대로 진행하여 불채택으로 함에 양해하여 주시기 바랍니다. 끝.",심사 중,경기도,제안심사
행주대교하부 강변부지에 생활체육시설 조성,"현황 및 문제점
고양시 행주대교 하부 자유로변 한강변 부지에 잔듸밭과 여러 수목이 식제되어 있습니다.
주기적으로 잔듸관리를 잘 하여 산책과 운동을 하기에 좋은 장소입니다.
전국적으로 많이 조성되어 있는 생활체육시설인 ""파크골프장""을 조성 한다면 지금보다 훨씬 높은 활용도와 시민건강에 많은 도움
개선방안
현재 행주대교 하부 자유로 강변부지는 잔듸밭이 잘 조성되어 있습니다.
1. 넓은 강변부지 일부를 파크골프장 시설 조성.
2. 시민의 접근성이 좋은 편이고 현재 주차장 시설도 되어 있음.
3. 편의 시설(화장실)설치.
기대효과
*현재 잔듸밭이 잘 조성되어 있어서 적은 예산으로 많은 효과를 낼수 있음.
*관리인 선발로 인한 일자리 창출 효과
*생활체육시설로 시민의 건강과 복지 향상에 기여.",2022-09-13,"1. 고양시정 발전에 적극 협조하여 주심에 감사드리며 귀하의 가정에 행복이 가득하시길 기원합니다.
2. 귀하께서 국민신문고에 신청하신 제안(신청번호 1AB-2209-0007639)은 ""행주대교하부 강변부지 생활체육시설 조성""에 관한 것으로 이해됩니다.

3. 귀하의 제안사항에 대해 검토한 의견은 다음과 같습니다.
○ 현재 고양시에서는 2020년부터 한강 이용활성화 타당성 조사 및 기본구상 용역을 시행중에 있습니다. 행주대교 하부 공원(행주한강공원) 공간조성에 대한 여러번 회의를 진행한 결과 파크골프장 시설 설치에 대한 의견이 나왔으며, 추후 공원 조성 시에 긍정적으로 검토할 예정입니다.
○ 또한, 공원 내 화장실은 2023년 예산에 편성하여 설치 계획 중에 있으며, 현재 공원 가까운 화장실은 한강방문자센터(덕양구 행주외동 223-1번지)에 위치하여 이용하실 수 있습니다. 다소 불편하시더라도 공원 화장실 설치 전까지 양해 부탁드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 고양시 푸른도시사업소 생태하천과 최영낭 주무관(☎031-8075-2754)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 제안 신청서 1부. 끝.",2022-10-19,고양시,답변완료
