제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
"집중호우에 대비하여 차상위, 수급자, 장애인 들의 주거환경개선비용에 '방수, 누수탐지' 등을 추가해주시기 바랍니다.","현황 및 문제점
지난해 수도권 집중호우로 많은 피해가 있었습니다.
방수와 누수에 대한 대비가 중요한데 차상위, 수급자, 장애인 대상의 주거환경개선지원사업에
해당부분은 제외되어 있습니다.

서울시도 올해부터 '희망의 집수리 사업' 등에 옥상방수를 포함한 만큼 경기도에서도 집중호우에
사회적 배려층이 피해가 없도록 지원할 수 있었으면 좋겠습니다.
https://housing.seoul.go.kr/site/main/content/sh01_070701

개선방안
저소득, 장애인, 독거노인을 위한 집수리 개선사업에 누수, 방수 작업 포함
기대효과
심각해져가는 자연재해로부터 사회적약자를 보호함",2023-03-02,,,경기도,제안심사
고양시 지축동의 안좋은 이미지 개선을 위한 제안입니다,"현황 및 문제점
현재 지축동의 이미지는 신도시라는 이미지가 강하고 서울가 근접한 교통이 좋은 신도시다라는 긍정적인 모습이라고 생각합니다.
그런데, 반려견을 키우는 가정에 있어서는 지축동은 바베시아(진드기 질병) 최다 출몰지역, 진드기 관리 미흡지역, 반려견 산책 위험지역 등 반려견을 키우기에는 너무 안좋은 환경으로 각인되어있는게 사실입니다.
자세한 논문까지는 확인할 순 없지만, 제가 방문했던 동물병원에서는 수의사 학회에서 지축동이 가장 위험한 지역으로 얘기하고 있다는 얘기를 들었습니다.
반려견 가정이 천만이 다되어가는 요즘같은 시대에 이런 이미지가 고양시 지축동에 입혀졌다는것은 아주 안좋은 이미지 인것 같습니다.
개선방안
우선 제가 지축동 주민으로서 가장 먼저 생각이 났던것은 지축동 방역이 가장 우선 되어야 할것 같습니다.
그리고 추가로 제안드리고 싶은 사항은 반려견 친화적인 지역이 되기위한 시설 구비입니다.
이 제안때문에 직접 가입하고 제안서를 작성하는중입니다.

저희 지축동, 지축LH3단지 옆에는 주민들 사이에서는 광장이라 불리고 공원 표시에는 배드민턴장이라고 표기되어있는 장소가 있습니다.
그 장소를 보면 트랙같은 선이 그려져있고 중앙에는 배드민턴장과 같은 라인이 그려져있습니다. 그리고 주변은 공터가 둘러싸고있습니다.
명시되어있는 명칭과는 달리 배드민턴장으로 사용되지는 않고, 어린이 인라인 강의장 또는 스케이트보드 동호회 모임장소 또는 야심한 방에는 강아지 운동장정도로 사용되고 있는것 같습니다.
제가 주민으로서 이장소를 봤을때 안타까움을 금치 않을수 없습니다. 너무 넓고 좋은 공간이 용도구분없이 막 사용되고 있는 현실이 너무 안타깝습니다.

가운데 이미 용도가 정해져있는 공간은 용도대로 사용하면 될것 같습니다. 다만 제가 제안드리고 싶은 부분은 중앙을 둘러싼 공터의 재사용입니다.
공터가 의도하신건지는 모르겠지만 구획별로 나눠질수 있는 형태입니다.
각 구획별로 대형견, 중형견, 소형견, 자율로 지정하고 울타리를 두른채 강아지 운동장으로 사용되는건 어떨까 싶습니다.

과포화를 예방하기 위해 사전 시청에서 접수하여 인원 제한을 할 수 있도록 하고 출입은 큐알코드로 입장하도록 하면 좋을것 같습니다.
땅만 장 다듬고 잔디또는 인조잔디만 깔아놓고 공간만 마련해준다면 반려견을 데리고오는 보호자들이 나머지 관리는 할거라고 생각합니다.

반려견만을 위한 공간이 부정적이라면 유아를 위한 공간마련도 추가해도 좋을것 같습니다.

두서없이 작성하긴 했지만
결론은 여름되면 잡초가 무성하고 겨울되면 땅이 척박하여 버려진것 처럼 보이는 공터를 효율적으로 사용했으면 하는것이고, 그 효율적으로 사용하는것을 반려견을 위한 공간마련이 된다면 더 좋을것 같습니다.
기대효과
앞서 현황 및 문제점이 개선되고 반려견을 위한 공간이 마련된다면 고양시에서 지축동은 가장 먼저 반려견 친화 지역으로 떠오르게 될겁니다.
현재 고양시에 반려견을 위한 공원이 조성된곳이 있는지는 모르겠지만, 현재로서 지축동은 안좋은 지역으로 비춰지기 때문에 바베시아에 대한 방역 완료와 공원조성은 가장 효과적인 지역 이미지 개선 방법이라 생각합니다.",2023-03-02,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(신청번호 2AB-2303-0003590)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""지축동 광장의 반려견 놀이터 신설 활용""에 관한 것으로 이해됩니다.

3. 귀하의 질의, 건의사항에 대해 검토한 의견은 다음과 같습니다.
가. 반려동물을 기르는 가구 수(인구)가 크게 늘어나고 있는 반면, 반려동물과 사람이 공존할 수 있는 공간이 절대적으로 부족한 실정을 저희도 공감하고 있습니다.
나. 이에 우리 시는 동물복지 기본계획을 수립하여 반려동물과 사람이 공존할 수 있는 공간을 조성하고 있습니다. 2020년 덕양구 덕수공원에 반려견 놀이터 1개소를 개소하였고, 올해 일산서구 대화동의 반려견 놀이터를 조성하고 있습니다.
다. 향후에도 반려인들이 서로 이웃의 정을 나누고, 아이들이 동물과 교감할 수 있는 반려동물 공간 조성을 위해 노력해 나가겠습니다.
라. 귀하께서 제안하신 지축동 광장은 지정근린공원 내에 조성된 저류지입니다. 집중호우에 홍수 범람을 방지하기 위한 시설물로, 본연의 기능을 침해하지 않는 범위 내에서 반려견 놀이 공간 조성을 관련부서와 검토하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 고양시 농산유통과 이지홍 주무관(☏031-8075-4602)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다",2023-03-28,고양시,답변완료
지자체와 공공기관 위수탁 전자협약 제안,"현황 및 문제점
현재 국가에서 지급하는 사업비와 관련해 지자체와 해당 사업을 주관하는 공공기관간에 ""국가 지원사업 관련 위수탁 계약'을 서면으로 체결하는 방식으로 진행이 되고 있어 첫 째 내부품의를 상신한 후 최종 결재 승인이 되면 둘 째 외부 전자공문과 함께 위수탁계약서류를 송부하나 셋 째 별도 위수탁계약서를 2부 직인 날인한 후 등기로 별도 송부하는 절차를 밟고 있습니다.
그러나, 이를 통해 실무자의 업무가 2중, 3중으로 늘어나고 등기등 물류비용이 발송하고 있는 실정입니다.
개선방안
이에 따라 경기도와 31개시군 및 산하 공공기관에서 시행되는 '국가 지원사업 관련 위수탁계약' 체결은 실무자의 내부품의와 전자송달 및 위수탁계약서류 발송과 향후 수신을 통해 처리하는 방식으로 개선이 필요합니다.
이를 통해 시민의 세금으로 발송 및 회신되는 등기 물류비용도 절감될 수 있는 등 대체할 수 있는 방안도 마련해 운영하는 것이 필요합니다.
기대효과
작은 비용도 시민에게 나온 소중한 세금으로 운영해야 하는 엄중한 상황임에 따라 작지만 개선의 사고와 전환을 통해 전자공문 방식에 첨부하여 전자협약이 될 수 있도록 한다면 분실, 도난, 보관 등 안전에 도움이 되며 물류비용도 절감하는 1석2조의 효과도 기대됩니다.",2023-03-01,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(신청번호 2AB-2303-0003590)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""지축동 광장의 반려견 놀이터 신설 활용""에 관한 것으로 이해됩니다.

3. 귀하의 질의, 건의사항에 대해 검토한 의견은 다음과 같습니다.
가. 반려동물을 기르는 가구 수(인구)가 크게 늘어나고 있는 반면, 반려동물과 사람이 공존할 수 있는 공간이 절대적으로 부족한 실정을 저희도 공감하고 있습니다.
나. 이에 우리 시는 동물복지 기본계획을 수립하여 반려동물과 사람이 공존할 수 있는 공간을 조성하고 있습니다. 2020년 덕양구 덕수공원에 반려견 놀이터 1개소를 개소하였고, 올해 일산서구 대화동의 반려견 놀이터를 조성하고 있습니다.
다. 향후에도 반려인들이 서로 이웃의 정을 나누고, 아이들이 동물과 교감할 수 있는 반려동물 공간 조성을 위해 노력해 나가겠습니다.
라. 귀하께서 제안하신 지축동 광장은 지정근린공원 내에 조성된 저류지입니다. 집중호우에 홍수 범람을 방지하기 위한 시설물로, 본연의 기능을 침해하지 않는 범위 내에서 반려견 놀이 공간 조성을 관련부서와 검토하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 고양시 농산유통과 이지홍 주무관(☏031-8075-4602)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다",심사 중,경기도,제안심사
주·정차 단속 의견진술서 서식 개선으로 과태료 부과자 감면 기회 제공,"현황 및 문제점
○ 차량 운행시 주·정차를 위반하면 일단 과태료를 납부 하도록 되어 있으나, 이에 의견이 있으면 의견진술서를 제출하면 자치
단체 주·정차위반 의견진술 심의위원회 설치 및 운영 규칙의 심의위원회의 심의를 거쳐 과태료를 감면 받을 수 있는 절차가
있습니다.
○ 용인시 홈페이지의 주정차 단속 의견 진술서 서식에는 신청인, 차량번호, 의견진술내용과 서식 전면에 의견진술 내용, 입증
자료,단속 경위,단속 사진 등 관계자료를 제출토록 되이 있으나
○ 시민들은 의견진술서 작성시에 주정차 위반자가 위반 내용이 의견진술 주요처리기준에 해당하는 지 와 해당하는 항목에
첨부서류는 무엇인지 정확히 알수가 없어 의견진술에 어려움이 있습니다.




개선방안
○ 주·정차 단속 의견진술서 서식 이면에 시 주·정차위반 의견진술 심의위원회 설치 및 운영 규칙제3조 관련 별표의 의견진술처리기준 내용을 공개 한다.
기대효과
○ 주·정차위반의 과태료 감면 받을 정보가 충분히 제공되어 불이익을 받을 사례가 사라진다,
○ 시민들에게 알권리 충족으로 행정에 신뢰가 향상된다.
○ 시행은 홈페이지 작업으로 간단하며 예산이 수반되지 않는다.",2023-03-01,"1. 안녕하십니까? 귀하의 소중한 의견에 감사드립니다. 귀하께서 신청하신 내용에 대해 다음과 같이 회신하여 드립니다.

2. 귀하께서 제안한 주정차위반 의견진술 처리기준 공개는 이미 용인특례시 홈페이지 (https://www.yongin.go.kr/home/www/www07/www07_04/www07_04_01/www07_04_01_03.jsp)에 게시되어 있는 내용입니다.

3. 따라서 본제안은 국민제안규정 제2조 및 용인시 제안제도 운영 조례 제3조에 의거 불채택처리하오니 양해하여 주시기 바라며, 다만 향후 의견진술 서식화면에 의견진술 처리기준이 연결(링크) 되도록 검토중이오니 참고하시기 바랍니다. 기타 답변 내용에 대한 추가 설명이 필요한 경우 처인구 교통과(☏031-324-5365)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 우리 기관 업무에 관심을 가져주셔서 감사합니다.

붙임 국민제안신청서. 끝.",2023-03-30,용인시,답변완료
양수리전통시장오일장,"현황 및 문제점
오일장 둘다 죽음
개선방안
현 오일장 텐트시장과 전통시장앞 주차공간을 교체
지금은 전통시장과 텐트시장 둘다 죽은상권이 되버림
전통시장상인들이 가까운곳에 주차하고자 고집한다면 계속적으로 사람이 붐비는 일은 없을것입니다
오일장이라고 날짜맞춰서 왔는데 안습ㅜㅜ
나중에 천막텐트시장 찾은것도 신기함
기대효과
상인은 기쁘고 사람이 붐비는 재래시장",2023-03-01,"1. 양평군에 관심을 가지고, 군정에 적극 동참하여 주심에 깊은 감사를 드립니다.

2. 귀하의 국민신문고 제안1AB-2303-0000181/2AB-2303-0000059)에 대한 검토 결과를 다음과 같이 알려 드립니다.

3. 귀하의 ""양수리 오일장 이전"" 제안사항은 검토한 결과 여러 관계인들과 중장기적 논의와 검토가 필요 사안으로 불채택 되었으며

4. 앞으로 제안하실 내용이 있거나, 기타 궁금하신 사항은 양평군 일자리경제과(031-770-2272)로 연락주시면 성심 성의껏 답변해 드리겠습니다. 감사합니다. 끝.",2023-04-19,양평군,답변완료
버스승강장 냉·온열의자 운영시간 안내문 부착,"현황 및 문제점
○ 버스 승강장 냉 ·온열의자 설치 및 확대는 2022년을 빛낸 의왕시 10대 뉴스에 선정 될만큼 시민의 관심사로 대중교통 이용
편의를 증진 시키고 있으나 한편 연중 24시간 고가의 전기 사용에 대한 의문도 갖고 있습니다.
○ 버스승강장 냉·온열의자 관리에 있어 냉·온열의자가 24시간 가동되는지 아니면 정해진 시간만큼 가동되는지, 24시간 가동하
면 많은 전기가 낭비 및 기구의 수명단축 등 이 발생에 관한 의구심이 들게 되어 있습니다.
○아울러 냉·온열의자가 고장이나 파손 등이 발생시 바로 신고 할수 있는 연락처가 없습니다.
개선방안
○ 버스 승강장 냉·온열 의자에 냉·온열 운영시간 및 연락처 용 스티커를 부착한다.
예 시 스티커 내용(안)
. 운영시간: 06:00 ∼22:00( 운영시간 변경 가능)
. 관리부서 : 대중교통과( 345- 0000)
. 가동원리
온열 :외부온도가 20도이하일 경우 40도로 자동 조절됨.
냉열:외부온도가 30도이상시 30도이하로 자동조절됨.


기대효과
○ 냉·온열의자의 운영시간 및 가동원리로 불필요한 전기료 낭비에 관한 오해 해소 및 고장시 바로 신고할수 있어 편리하다.
○ 대중 교통행정에 관한 알권리 충족으로 신뢰가 향상된다.",2023-03-01,"안녕하십니까? 귀하께서 국민신문고를 통해 제안해 주신 “버스승강장 냉·온열의자 운영시간 안내문 부착”에 대한 검토결과를 다음과 같이 알려드립니다. 귀하의 제안내용은 “버스승강장 냉·온열 의자에 냉·온열 운영시간 및 연락처 스티커 부착”에 관한 것으로 이해됩니다. 귀하의 소중한 의견을 적극 반영하여, 냉·온열의자를 포함한 버스승강장 안내 스티커를 제작하여 4월 중에 부착할 예정입니다.
소중한 고견에 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우, 의왕시 대중교통과 대중교통지원팀 박영진(☎031-345-3333)에게 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다.",2023-03-21,의왕시,제안실현
책 기증 수거 및 도서관 예산 절약,"현황 및 문제점
현재 도서관에서도 책 기증을 받고 있음
문제
1. 직접 도서관에 전달 기증해야 함
2. 5년 이내 간행본만 가능

1.그러나 어린이들 책은
전집위주라 50권 이상인 경우가 다수 발생
운반에 애로사항이 있음

2.출판이 5년 지나도 전집은 내용이 동일
크게 변하는게 없고 보관 상태에 따라
도서관의 책들보다도 깨끗함

현재 대부분의 가정집 책들은
개별 판매 하지 않는 이상
재활용 쓰레기로 버려짐

자원 낭비와 환경오염임






개선방안
각 도서관에서 기부도서를 신청하는 가정에 한해
기증 도서를 무상 수거한다.

1.기증도서의 상태는 낙서와 찢김, 곰팡이 등이 없는 경우로만 제약을 둔다.
2.수거 날짜를 지정, 50권 이상 1박스 이상의 경우로 한정한다.
3.시 차원에서 일자리 없는, 실업 급여자 또는 취업 희망자, 대학생 아르바이트 희망자 등의 대상으로 공공취업 개념으로 운영한다.

4.기증자에겐 도서관 대출 권수 추가 인센티브를 줄 수도 있다.
기대효과
1.도서관 책 구매 대비 예산을 절약할 수 있다.
2.버려지는 책의 낭비와 환경오염을 줄일 수 있다.
3.실업률 감소에 도움을 준다.
4.도서관 이용의 신장을 통해 지성적 시민 양성",2023-02-28,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 제안(신청번호1AB-2302-0012159)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 제안내용은 “책 기증 수거 및 도서관 예산 절약”에 관한 것으로 이해됩니다.
3. 귀하의 제안사항에 대해 검토한 의견은 다음과 같습니다.
가. 도서관은 「도서관법」 제7조(도서관의 책무) 및 제32조(공공도서관의 업무)에 의거, 예산, 장서 비율, 이용률 등을 고려하여 장서 확충계획을 수립하고, 구입, 기증, 이관 등의 방법으로 장서를 확충하고 있습니다. 기증 도서 또한 도서관 운영에 적합한 기준을 수립하여 운영 중입니다.
나. 기증 도서 수집 기준을 완화하여 기증자가 원하는 모든 도서를 기증 받거나 날짜를 정하여 일정한 양을 기준으로 도서를 수거하는 것은 도서보관 장소 및 서가공간 부족, 소장 자료로서의 적합성 여부 판단을 위한 시간, 인력 및 예산 부족, 부적합 도서 처리문제 등 현실적으로 반영되기 어려운 점 양해 바랍니다.
다. 또한, 장서 비율, 이용률 등을 고려하지 않고 예산절감의 차원에서 기증 도서 위주로 장서를 확충한다면, 장서의 다양성 확보 및 최신 정보 제공의 한계, 다른 이용자들의 다양한 요구 반영에 어려움이 있음을 알려드립니다.
라. 다만, 소장이 어려운 기증 도서가 폐기되어 자원이 낭비되지 않도록 개인 및 단체에 재기증, 도서 나눔 등을 통해 기증 도서가 활용될 수 있도록 계속 노력하겠습니다.
4. 귀하에게 만족스러운 답변이 되었기를 바라며 답변내용에 추가 설명이 필요한 경우 장기도서관팀 문강희 주무관 (031-5186-4684)로 연락주시면 안내하겠습니다. 감사합니다. 끝.",2023-03-09,김포시,답변완료
"시나 국가에서 운영하는 공원 및 캠핑장에 반려견 동반 출입을 가능하게 해주세요.(왕송호수 캠핑장,바라산캠핑장등)","현황 및 문제점
1. 5500만 인구중에 1500만이 반려견 인구입니다.
2. 가족중 1인이 가족과 여행갈때 반려견때문에 동반을 못하는 경우
3. 많은 비용을 들여 사설 숙박이나 사설 캠핑장을 이용하는 경우
4. 강아지 호텔을 이용할 수 있으나 금액이 부담되거나 반려견이 적응을 못하는 경우
5. 가까운 국가 시설을 강아지가 있다는 이유로 가족과 여행시 한명은 밖에서 동반자들을 몇시간씩 기다리며 갈 곳이 없는 경우
사실..위 경우보다 수많은 경우로 반려인들이 불편함을 느끼고 있다고 생각합니다.

이에, 시나 국가에서 운영하는 공원 및 캠핑장에 반려견 동반 출입을 허용해주시기 바랍니다.
개선방안
최근 몇 년간 개 문화가 눈에 띄게 성숙해졌음을 호소하고자 이 글을 씁니다.
점점 더 많은 반려동물 주인이 반려견에 대한 책임을 지고 반려견이 잘 훈련되고 올바른 행동을 하도록 하고 있습니다.

책임감 있는 반려동물 주인으로서 반려동물과 관련된 모든 규칙과 규정을 준수하는 것이 중요함을 이해합니다.
물론 애완 동물을 잘 훈련시키고, 항상 목줄을 매고 있는지 확인하고 모든 배설물을 즉시 치울 것입니다.
또한 반려인들은 공원이나 캠핑장 이용자들에게 방해가 되지 않도록 반려견을 통제할 것입니다.

공원 및 캠핑장에 반려견 동반 가능하도록 제안하며,
공원이나 캠프장 내에 개가 있는 특정 구역을 제공해 주시는 것도 방법일 수 있겠습니다.
기대효과
전국의 많은 도시에서 반려견의 출입을 허용하기 시작했습니다.
하지만 너무나 적은 수치이며, 국가적으로 장려를 해주셨으면 합니다.
반려견을 동반하는것이 공공 질서를 해치는것이 아닌 이를 이용하므로서
반려동물 주인들 사이에 더 강한 공동체 의식을 키우는 데 도움이 되었고, 이들과 만나는 아이들이 정서적으로 교감할 수 있는 기회가 되기도 하고, 반려견도 가족과 함께 멋진 야외 활동을 즐길 수 있게 되기를 기대합니다.
물론, 공원이나 캠핑장 이용자의 안전을 위해 모든 표지판과 제한 사항을 반드시 준수하겠습니다.

여기까지 읽어주셔서 감사합니다.
시청(관공서)에서 반려견 문화의 변화를 인식하고 책임감 있는 반려동물 주인들이 계속해서 반려견과 함께 도시의 공공장소를 즐길 수 있도록 해주기를 간곡하게 바랍니다.",2023-02-28,"안녕하십니까? 귀하께서 국민제안을 통해 제안해 주신 “캠핑장 반려견 동반 출입 가능토록 개선”에 대한 검토결과를 다음과 같이 알려드립니다. 귀하의 제안 내용은 “공원 및 바라산 휴양림 캠핑장 및 왕송호수 캠핑장 내 반려견 동반 입장 및 특정 구역 제공 건의”에 관한 것으로 이해됩니다. 우선 우리 시 공원의 경우, 원칙적으로 반려견 출입을 금하고 있지는 않습니다. 반려견 동반출입 시 애티켓만 잘 준수해준다면 공원을 이용하시는데는 큰 문제가 없으실 걸로 판단됩니다.
그리고 바라산 자연휴양림 캠핑장 관련하여 말씀드리겠습니다.
우리시는 현재 「바라산 자연휴양림 이용 약관」에 근거하여 자연휴양림 내 애완동물(개, 고양이 등)과 동반 입장을 하는 행위를 제한하고 있습니다. 아울러, 「국립자연휴양림시설의 설치·운영 및 관리에 관한 규정」 제9조(입장제한) 애완동물 등을 동반한 사람, 다만, 보조견을 동반한 장애인이나 관리소장이 애완동물의 동반을 허용한 시설을 이용하는 사람은 예외로 한다. 라고 규정되어 있습니다.
다음으로 왕송호수 캠핑장 관련하여 「의왕시 자연학습공원 야영장과 레저시설의 관리 운영 조례」 제14조(이용 제한)을 적용하여 반려동물의 출입이 제한되고 있습니다.
또한 자연학습공원 야영장 홈페이지나 야영장 매표소에 비치해 둔 소책자에 공지된 이용수칙에도 반려동물 동반 입장을 금지한다는 안내를 하고있습니다.
반려견에 대한 긍정적인 인식이 확산되는 상황임에도 불구하고, 캠핑장을 이용하는 대다수의 비애견인에게는 두려움 또는 거부감을 줄 수 있다는 우려 등이 있으며, 이 사안은 캠핑장 내 반려견 동반에 대한 의견 수렴 등의 충분한 검토가 필요한 사항으로 귀하의 제안은 당장 채택하기 어려움을 알려드립니다. 소중한 고견에 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우, 바라산 자연휴양림 관련 문화관광과 문화휴양시설팀(☎031-345-3522), 왕송호수 캠핑장 관련 문화관광과 문화휴양시설팀(☎031-345-3524)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-03-29,의왕시,답변완료
양주시 디지털 저장매체 개인정보 파기 서비스 도입,"현황 및 문제점
일상생활에서 사용하는 핸드폰이나 컴퓨터, 노트북 등 디지털 기기에는 이름, 연락처 등의 개인정보뿐만 아니라 금융정보나 사진 같은 민감한 정보도 다수 있어 저장매체의 완전한 파기가 필수지만 일부 민간단체에서 운영하는 디지털 저장매체 파기는 물리적인 파기를 통해 복구 불가능한 완전 파기 방식을 제공하고 있지만 간혹 데이터를 복원할 여지가 있고, 시민들이 전자기기를 사용하다 고장 날 경우 일부 방치하다 개인이 폐기한 일부 PC에서 개인정보 및 중요자료가 유출되는 사례 등이 발생하는 등 사고 예방과 환경오염을 방지할 필요성이 있어 앞으로 가능한 양주시에서 시민들을 위하여 디지털 저장매체 파기 서비스를 적극적으로 도입할 필요성이 있는 실정입니다.

개선방안
1. 경기도 양주시에서 앞으로 디지털 저장매체 파쇄기를 구입하여 시민들을 대상으로 디지털 저장매체 개인 컴퓨터(PC)의 하드디스크, 반도체 메모리(SSD, USB), 휴대폰 등 개인정보가 저장되는 디지털기기의 부품으로 이런 개인정보를 파기하는 디지털 저장매체 개인정보 파기 서비스를 도입하여 가능한 빠른 시일 내에 시행토록 업무 개선하는 것입니다.
2. 양주시에서 디지털 저장매체 파쇄기를 구입할 경우 병행하여 시민들이 디지털 저장매체 파기 서비스를 적극적으로 이용할 수 있도록 홈페이지에 예약 시스템을 사전 구축하여 운영토록 하는 것입니다.
※ 홈페이지(온라인 신청) 또는 직접 청사 방문하여 신청할 경우로 신청자는 우선적으로 양주시 거주자가 신청하도록 하며 신청서는 홈페이지에 게재토록 조치하는 것입니다.
3. 양주시에서 디지털 저장매체 개인정보 파기 서비스를 일정기간 (3∼6개월 정도)운영하면서 미비사항 및 시정할 사항 등을 완전히 개선한 후 점진적으로 양주시 직장인 및 사업자 등으로 확대하여 운영토록 업무 개선하는 것입니다
기대효과
1. 양주시 시민들의 개인정보보호유출 사고를 최대한 예방
2. 양주시애서 디지털 저장매체 파쇄 후 남은 잔재물을 자원 재활용
3. 양주시 시민들이 공감하는 서비스 환경 제공으로 행정 신뢰도를 높임
4. 양주시에서 자연보호와 자원순환에도 기여
5. 양주시의 환경오염 방지에 기여",2023-02-23,"안녕하십니까? 국민신문고 국민제안 담당자입니다.
먼저 국민신문고 국민제안 창구를 이용해주셔서 감사합니다. 귀하의 제안에 대한 우리시 제안심사 실무위원회의 심사결과, 심사평점이 60점 미만으로 채점되었습니다. (60점미만은 불채택)
귀하의 제안을 수용하지 못하는 점을 널리 양해하여 주시기 바라며, 다만 본 불채택 제안건은 향후 업무 추진 시 참고할 수 있도록 노력하겠습니다.
문의사항은 양주시청 기획예산과(031-8082-5055)로 연락주시면 성심성의껏 답변해 드리겠습니다.
시정 운영에 소중한 의견을 주셔서 다시한번 감사드리며 댁내 행복과 건강이 늘 함께 하시길 바랍니다. 감사합니다.",2023-04-03,양주시,답변완료
오이도 관광단지를 경기도의 대표 관광지로의 도약.,"현황 및 문제점
안녕하세요. 오이도에서 일하고, 오이도가 잘되길 바라는 시흥시 주민입니다.

오이도는 코로나 이후 찾아오는 관광객 수가 계속 급증하고 있는 반면에, 주차공간 부족, 비어있는 큰 수산시장, 차도로 뛰어드는 과한 호객행위, 시야를 가리는 오래된 뚝방 길, 불법건축물, 불안전한 먹거리들 등.

오이도 해양단지 내를 걷다보면 어린이 보호구역이라고 하지만 지켜지지 않는 차속도, 불법 주정차.

오이도에 사람들이 두번, 세번, 열번 오게 만들어야하지만, 10년전과 크게 변함없는 오이도, 오이도에 골목들에도 골목 상권들이 있지만, 한정적인 볼거리들 때문에 젊은 층의 관광객들이 상대적으로 적어 보입니다.
개선방안
중간에 있는 빈 수산시장을 시에서 운영하는 로컬푸드 마켓이나, 청년 창업자들에게 기회를 주는 청년몰, 시흥하면 떠오르는 시흥이나 오이도 특산품이나 디저트등과 1층을 주차시설로 꾸미고, 골목들 또한 전봇대등 깨끗한 바다, 해산물, 모든 세대가 다 같이 모이는 곳 이라는 이미지를 줄 수 있다면,

건물 높이 제한을 조금이나마 없애 사람들이 안에서 머물 수 있게 호텔이나, 숙박시설 밤에도 놀 수 있는 건전한 노래방과 아이들도 안전하게 놀 수 있는 놀이 시설이 있다면,

눈살 찌푸리게하는 호객행위나, 자전거도로에서 50키로로 달리는 4륜 열차보다 안전한 놀이기구가 생긴다면,

또 앞으로 서울대 병원이나 경찰청, 거북섬 등 더 많은 사람들이 거주하고, 다리도 생겨 유동 관광객들은 많아 지고, 집 근처에 놀거리 볼거리가 없다면 다 다른 곳으로 놀러 가지 않을까요?
기대효과
서울이나 경기도및 놀러오는 관광객들이 시흥과 오이도에 대해 더 좋은 이미지와, 10년 20년전의 복고와 MZ세대들이 공감할 수 있고,
식품 위생과 아이들의 안전 그리고 시에서 지속적으로 관리해주는 행사가 있다면, 더 시흥의 이미지와 지역발전, 청년들에게 기회줌으로써 늘어나는 젊은 인구수들이 앞으로 시흥을 더 좋은 시흥으로 만들겁니다.",2023-02-22,"안녕하십니까? 국민신문고 국민제안 담당자입니다.
먼저 국민신문고 국민제안 창구를 이용해주셔서 감사합니다. 귀하의 제안에 대한 우리시 제안심사 실무위원회의 심사결과, 심사평점이 60점 미만으로 채점되었습니다. (60점미만은 불채택)
귀하의 제안을 수용하지 못하는 점을 널리 양해하여 주시기 바라며, 다만 본 불채택 제안건은 향후 업무 추진 시 참고할 수 있도록 노력하겠습니다.
문의사항은 양주시청 기획예산과(031-8082-5055)로 연락주시면 성심성의껏 답변해 드리겠습니다.
시정 운영에 소중한 의견을 주셔서 다시한번 감사드리며 댁내 행복과 건강이 늘 함께 하시길 바랍니다. 감사합니다.",심사 중,시흥시,제안심사
