제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
아파트 입대의 생중계설치비 지원제안,"현황 및 문제점
안녕하세요
저는 철산센트럴푸르지오 입주민입니다
다름이 아니라 아파트 입대의 회의 생중계시설지원 사업관련 제안이 있습니다
많은 아파트에서 동대표회의 투명화를 위해서 생중계를 하고 있습니다.
한데 생중계를 위해서는 시설장치들이 필요한데 비용이 천만원정도 들어가서 엄두를 못내고 있습니다.
이에 따라서 인천시나 수원시는 시청에서 지원사업을 해서 가능하도록 하고 있습니다
혹시 입대의회의 생중계설치비 지원사업에 대해서 검토부탁드립니다
개선방안
아파트회의실에 카메라설치
입대의회의시 각가정의 TV로 연결(평소에는 놀이터등 보여주는 채널을 그대로 사용)
기대효과
아파트 자치 및 관리 투명화",2021-11-03,"○ 귀하의 시정운영 참여에 감사드립니다.
○ 귀하께서 제안해주신 내용에 대한 검토 의견을 아래와 같이 답변드립니다.
○ 검토의견
- 우리 시에서는 공동주택의 관리에 필요한 비용 중 공용시설물의 유지관리 및 공동체 활성화를 위해 필요한 보조금을 예산의 범위 내에서 지원하고 있으며,
- 입주자 의결을 거쳐 공동주택 관리비용 지원 신청 시 현장조사 실시 후 심의기준에 따라 광명시 공동주택지원심의회 심의를 거쳐 지원대상을 결정합니다.
- 이에 따라 사업규모, 사업방식, 운영상황, 사업비, 공동주택지원심의위원회 의견 등을 종합적으로 검토하여 결정 및 추진하여야 할 사항임을 양해 부탁드립니다.
○ 앞으로도 좋은 제안 부탁드리며 귀 가정에 행복이 가득하시길 기원하며, 소중한 제안 감사드립니다.
○ 이와 관련하여 더 자세한 사항은 광명시청 주택과(2680-6705)로 문의하여 주시기 바랍니다.",2021-11-17,광명시,답변완료
경기도 성남시 수정로의 교통 대책입니다.,"현황 및 문제점
성남시 수정로 출퇴근 시간은 물론이고 거의 자는 시간 빼고 다 막힙니다.
개선방안
새로이 고가도로 하나를 태평에서 이마트부근까지 고가도로 놓는겁니다.
기대효과
거의 매일 막히는 성남 수정로 교통 해소 및 조금이나마 성남시 건설 경기 살리기입니다.",2021-11-03,"1. 귀하께서 국민신문고에 신청하신 제안(신청번호 1AB-2111-0000934)에 대한 심사 결과를 다음과 같이 알려드립니다.

2. 수정로(현재 왕복 6차로) 고가도로 설치에 대하여는 진출입부의 도로폭 및 하부(기존)도로의 차로 확보를 위한 도로 확장, 지하매설물 지장, 주변 주택 개발에 따른 교통 여건 변화, 우리시 사업의 우선순위 등 종합적이고 중·장기적인 검토가 필요한 사항이며, 귀하의 의견은 향후 도로건설·관리계획 수립 시 참고하여 검토하도록 하겠습니다.

3. 이와 관련하여 궁금하신 사항은 성남시 도로과 문성훈 주무관(☎031-729-3604)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2021-12-02,성남시,답변완료
김포시립도서관 홈페이지관련,"현황 및 문제점
김포시립도서관 홈페이지 서적 검색결과시 엑셀로 불러오는 아주 훌륭한 기능이 있으나 안타깝게도 그 기능의 활용도가 매우 낮습니다.
개선방안
두 장의 사진중 하나는 김포시의 내관심 도서목록입니다. 내가 보고자하는 도서를 담아두는 곳입니다. 이 목록을 두번째 타관 도서관처럼 청구기호까지 보이게 하여 엑셀로 불러오기 기능을 여기에 추가하면 활용도가 높아집니다.
직장인들은 도서관을 방문하고 책을 찾는 시간도 부족한 현실입니다. 또한 코로나로 인해 도서관에 장시간 머무는것도 조심스럽습니다.
기대효과
내관심도서목록에 청구기호 보기와 엑셀불러오기 기능을 추가한다면 도서관을 한번 방문할때 도서검색대를 거치지 않고 단시간에 책을 찾을수 있어 시간이 절약되고 도서관에 머무는 시간도 절약이 됩니다. 더불어 김포시 도서관내 다양한책들을 적극적으로 대출 할 수있는 기능이 됩니다.

코로나로 인해 집에 머물며 책으로 소양을 쌓는 시간이 길어진 만큼 홈페이지 기능을 보완하여 김포시의 도서문화를 쉽고 편하게 이용할 수 있도록 해주세요.",2021-11-02,"1. 평소 시정발전을 위해 깊은 관심과 노력을 아끼지 않고 있는 귀하에게 진심으로 감사드립니다.
2. 귀하께서 신청하신 국민신문고 국민제안(1AB-2111-0000522)에 대한 검토결과를 아래와 같이 회신하오니 참고하시기 바랍니다.
가. 제안내용
- 김포시 시립도서관 홈페이지 관심자료 목록 엑셀 저장 기능 추가 요청
나. 검토내용
- 현재 김포시 시립도서관 홈페이지는 신착자료 및 소장자료 검색을 통한 엑셀목록 저장 기능을 제공중에 있습니다.
- 제안하신 내용에 따라 관심자료 메뉴에서 청구기호를 보실 수 있게 개편하였으며 엑셀로 저장 할 수 있는 기능을 추가하였습니다.
3. 귀하의 제안사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 김포시 시립도서관 주무관 오승헌(☎031-5186-4663)에게 문의 주시면 성심성의를 다하여 안내해 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2021-11-22,김포시,제안실현
부천페이 충전방법 개선,"현황 및 문제점
저의 어머니는 1933년생으로 부천시 소향로206(중동 미리내마을 은하수타운,908동105호)에 단독으로 거주하고 계십니다.
어머니께서 부천페이를 이용하고 싶은데 고령이어서 온라인 이용은 못하시고,오프라인으로 이용하려해도 용돈을 은행계좌로 보내드리므로 번번히 농협은행에 직접 가셔야 하는 불편이 많습니다.
개선방안
본인이 거주하는 인천에서는 인천 이음카드를 인터넷뱅킹으로 충전할수 있는데 부천페이도 카드 연결계좌로 비대면 인터넷 충전할수 있도록 하여 주시면 어머니에게 조금이나마 도움이 되겠으니 검토하여 주시기 바랍니다.
기대효과
경기지역화폐 엡 설치 사용이 불가능하고,활동의 어려움으로 은행 창구 방문이 힘든 부천시민의 부천페이 사용 활성화 도모.",2021-11-01,"1. '시민만족, 세계 속의 문화창의도시 부천' 시정에 대한 관심에 감사드리며, 귀하께서 제안해 주신 부천페이 충전방법 개선에 대하여 안내하여 드리겠습니다.
2. 부천시가 발행하는 지역화폐는 지역자금의 역외유출을 방지하고 지역경제 활성화를 위하여 선불카드 형태의 지역화폐를 발행하고 있습니다.
3. 부천페이 충전방법은 경기지역화폐 앱을 통하여 온라인 충전이 가능하며, 스마트폰 미 소지자 및 인터넷 이용이 어려우신 이용자분을 위해 부천시 관내 NH농협은행(11개소)을 통해 오프라인으로 충전하고 있습니다.
4. 귀하께서 제안해 주신 인터넷뱅킹을 통한 부천페이 충전 방법은 은행 계좌이체 방식으로 부천페이 카드번호로 충전이 불가함을 알려드립니다. 다만, 경기지역화폐 앱 설치 사용이 불가능하고, 농협 이용이 어려우신 경우 부천페이 신규(추가) 카드(자녀명의) 발행으로 이용하여 주시기 바랍니다.
5. 기타 부천페이 이용과 관련 궁금하신 사항은 생활경제과 담당자 김순태(☎ 625-2729)로 연락 주시면 성심 성의껏 안내하여 드리겠습니다. 끝.",2021-11-09,부천시,답변완료
의정부 송산사지 근린공원 주차장 관련 제안,"현황 및 문제점
현재 체육과에서는 송산사지 근린공원에 주차장 조성을 진행하고 있습니다.
(물론 주민 의견 수렴 및 사업 설명회 등은 전혀 없었습니다.)
하지만 주차장 위치 관련하여 아래와 같이 문제들이 많습니다.

문제에 대해 담당부처에 민원을 제기했지만 담당자는 무시하고 사업을 진행하고 있습니다.
관련 민원이 너무나도 많으니 참고하시기 바랍니다.
(담당부서 체육과)

문제가 너무 많아 다 적을수 없으니 자세한 내용은 아래 민원을 참조하여주시기 바랍니다.
- 신청번호 : 1AA-2110-0863707

요약하면
1. 교통 문제
2. 아이들 사고 위험 문제
3. 도시 미관 문제
4. 공원 활용도 저하 문제
5. 의정부 지역가치 저하 문제
6. 문화재 의미 퇴색 문제
개선방안

현재 송산사지 근린공원 앞에는 구끼구끼라는 대형 식당이 영업중입니다.
송산사지 근린공원과 마찬가지로 주차자리가 부족하여 온 동네에 주차를 하는 실정입니다.

그리고 현재 5층짜리 대형 주차장을 건설중에 있습니다.
주차 대수도 총 300대에 달하는 것으로 전해들었습니다.

현재 주차장 수요조사 자료상으로는 46대 가량인 것으로 나와있고,
주차장 설계 대수도 106대인 것으로 보입니다.

식당 방문객들도 있겠지만 매주 보는 저희로서는 100대를 넘지 않는 것으로 예상됩니다.
(*정확한 수량은 식당에 문의해보시기 바랍니다.)

그렇다면 식당 주차장을 임대로 사용하는 것은 어떨까요?
공사비용이 총 22억에 달하고 매년 유지보수 비용을 감안한다고 하더라도
구끼구끼 주차장을 임대하여 사용하는 것이 훨씬 예산이 절감되는 것 아닌가요?

구끼구끼 식당 주차장 건축 초반에 동네에는 이런 소문이 돌았습니다.
""주차장 지어서 공원 주차장까지 함께 쓸 예정이다""

그렇지 않으면 식당 입장에서 5층에 달하는 주차장을 지을 이유가 있을까요?

적극적인 검토 요청드립니다.
기대효과

1. 뭐니뭐니해도 가장 큰 기대효과는 공원 보존입니다.
위치가 어디든 면적이 얼마든 공원 내에 조성하게 되면 공원이 훼손되는 것은 불가피합니다.
공원을 훼손하지 않고 주차 면적 확보가 가능하다면 그게 최우선이 아닌가요?

2. 지역 상생 효과입니다.
지역 식당에서도 남는 주차 자리를 시와 공유해서 쓰게 된다면 마다할 이유가 없죠.

3. 예산 절감입니다.
예산은 어차피 시민의 세금 아닙니까?
아무리 나랏돈이 눈먼돈이라고 해도 그렇게 함부로 집행되면 안되죠
대안이 없으면 모르지만 대안이 있는 상황에서는 최대한 예산을 절감하는게 맞다고 봅니다.

추가로
불채택시 채택되지 않은 상세 사유
검토 진행 과정 및 협의 내용, 그리고 세부 근거를 주시기 바랍니다.",2021-11-01,"1. 귀하의 가정에 건강과 행운이 함께하시기를 기원합니다.

2. 귀하께서 제안하신 ""의정부 송산사지 근린공원 주차장 관련 제안""과 관련하여 붙임과 같이 실무주관부서 검토의견을 답변드리며, 제안이 채택되지는 않았지만 좋은 의견을 제출하여 주신 귀하께 다시 한 번 감사드립니다.

<검토의견: (☎ 031-828-4072, 4623)>",2021-11-25,의정부시,답변완료
전동킥보드 거치대 비치장소 확보,"현황 및 문제점
대학생 등 젊은이들이 많이 이용하는 전동킥보드가 사용 후 인도 여기저기에 무질서하게 방치되어 있음. 방치된 킥보드에 의해 좁아진 인도를 이용하는 시민들이 통행이 불편을 초래하며, 미관상도 좋지 않고, 특히 야간 보행시 충돌 등에 따른 부상위험도 존재함.
개선방안
1. 지자체는 전동킥보드가 일정기간 이상 인도에 방치된 전동킥보드를 수거하여 주요 거점지역으로 이동 비치하도록 운영업체에게 권고하고,

2. 지자체는 대학가, 사무실 밀집지역 및 공원 등과 같이 전동킥보드 이용 빈도가 높은 전철역 또는 버스정류장에는 전동킥보드 거치대를 비치할 수 있는 공간을 확보하고 해당업체는 거치대를 제작하여,
전동킥보드가 질서 있게 사용이 되도록 도로환경 정비가 필요함
기대효과
1. 전철역, 버스정류장 등에 전동킥보드를 질서 있게 거치하여 도로 주변 환경을 개선함.
2. 인도에 무질서하게 방치된 전동킥보드를 수거 이동하여 보행자의 안전을 도모함.",2021-10-30,"개인형이동장치 이용 활성 및 안전증진에 관한 조례 제5조(개인형 이동장치 이용 및 안전계획 수립,시행 등) 및 제6조(사업추진)에 의하여
이미 시행 계획중인 사업으로 2022년 상반기중에 성남시 교통거점 인근에 47개소 거치대를 설치할 예정으로 사업추진중에 있습니다.",2021-11-28,성남시,답변완료
의정부시 건설기계 밤샘주차 주민 신고,"현황 및 문제점
현재 의정부시는 건설기계나 화물차들의 불법 밤샘주차가 엄청 많은데 단속은 거의 안하는 실정입니다.
단속을 해도 어쩌다 한번 하는 상황이라 그때 한번 과태료를 내고 만다고 생각하고 계속 불법주차가 이뤄지고 있습니다.
개선방안
단속을 이렇게 못할거면 차라리 주민 신고제를 도입해서 주민들이 신고하면 과태료를 부과할수있게 해주세요 다른 시는 가능한곳도 있는것으로 알고 있습니다.
의정부시도 주민 신고가 가능하게 해주세요.
그렇게 못하면 단속이라도 자주 나와주세요
기대효과
도로 환경 개선과 위험 감소",2021-10-29,"1. 귀하의 가정에 건강과 행운이 함께하시기를 기원합니다.

2. 귀하께서 제안하신 ""의정부시 건설기계 밤샘주차 주민 신고""과 관련하여 붙임과 같이 실무주관부서 검토의견을 답변드리며, 제안이 채택되지는 않았지만 좋은 의견을 제출하여 주신 귀하께 다시 한 번 감사드립니다.

<검토의견: (☎ 031-828-4875)>",2021-11-25,의정부시,답변완료
(중앙동)위드코로나 전환시 중앙동민을 위한 행사 제안,"현황 및 문제점
(중앙동)현재 코로나로 인허여 2년 가까이 동민을 위한 행사(시민의 날, 동 축제 등)가 전반적으로 중지되어 왔음. 위드코로나로 전환되면서 100명에서 500명까지 동민들이 즐길 수 있는 축제
개선방안
중앙동
1. 코로나로 침체되어 있는 동 분위기를 향상시키기 위하여 다양한 공연 및 체험부스를 동반한 행사 제안
2. 어르신 및 아이들을 위한 행사를 기획하여 남녀노소 즐길 수 있는 축제가 되었으면 함
기대효과
침체된 동 분위기를 회복하고 다양한 문화적 혜택 수혜",2021-10-26,"1. 오산시정 발전에 협조하여 주시는 귀하께 감사드립니다.

2. 귀하의 제안은 위드코로나 전환시 중앙동민을 위한 행사를 개최하자는 내용으로, 귀하의 제안을 적극 수용하여 11월중 관련 행사를 검토 계획임을 알려드립니다.

3. 귀하의 소중한 의견에 다시한번 감사드리며, 궁금하신 사항이 있으시면 오산시청 중앙동(031-8036-6203)으로 연락 주시기 바랍니다. 끝.",2021-11-01,오산시,제안실현
집에 있는 전동 킥보드를 출퇴근에 용이하게 쓸수있게 하는 개인 아이디어 입니다.,"현황 및 문제점
문제점은 뭐가 있을지 잘 모르겠으나...아침마다 집에서 지하철을 이용한 출근을할때 버스를 이용하거나 걷거나
선택지는 두개뿐입니다. 이중에 제 3의 선택지로 전동 킥보드or자전거를 이용하자는 겁니다.
부천역 앞에는 자전거 무료 이용을 할수있는게 있지만 그건 출근시간에 이용할수가 없지용.

하지만 출근시간에 출근하시는 분들이 전동킥보드or그외 이동수단을 못쓰는 이유는
바로 보관성과 안전성 때문이라고 생각합니다.
내가 비싸게 주고산 전동 킥보드가 내가 퇴근하고 온사이에 사슬이 끊어져서 도둑맞아 버리는 거죠.
찾을 방법도 없습니다.

그러니 이 보관성과 안전성만 확보된다면 아침만원버스나 버스타긴 애매하거나 걸어가긴 먼 분들에게 도움도 주고
적게나마 부천역에서도 수익을 낼수있게 아이디어를 내봅니다.
개선방안
방법은 단순합니다.

가장 베스트는 부천역 기왕이면 1층에.
지하철 타는 입구쪽 동선까지 생각해서 보관하고 바로 지하철을 탈수있게 하는것이고
물론 보관도 금방 할수있게하는게 중요합니다.
보관하는 시간이 길면 애써 타고온 보람이 없게되니 보관도 빠르게 할수있게!
물론 보관은 무인으로 빠르게 진행.
또한 매달 달마다 등록제로 운영해야 합니다. 그래야 넘치지 않고 정원만 받게하여
위에 방법대로 할수있고 그로인해 기껏 타고왔더니 보관을 못하는 사태를 막을수 있기 때문입니다.

물론 위에 방법이 가장 이상적인 방법이긴 하지만

그게 안될경우 차선책이지만
가장 중요한 세가지가 있습니다.
1층이어야 할것과 무인시스템을통한 빠른 보관과 등록제를 통한 정원제한입니다.

1층이어야 하는 이유는 기본적으로 전동킥보드나 자전거는 무겁기 때문에 2층으로 가지고 올라가기 힘듭니다.
무인 시스템이어야 하는이유는 인건비 절감과 인력난을 동시에 해결하기 때문입니다.
정원을 제한하는 이유는 킥보드가 보관실에 넘치는 사태를 피하기 위함과 동시에 보관을 못하게되어
출근도 늦게 할수있게 되기 때문입니다.

아 그리고 전동킥보드를 보관한다고 해도 굳이 충전까지 할수있는 시스템은 필요 없습니다.
애초에 타고 오시는분들은 다들 완충을 하고 오시며 그렇지 않더라도 출근길엔 분명히 타고올것이며
퇴근길에는 급할것이 없기때문에 충전이 안된다고해도 가지고 걸어가면 그만입니다.
기대효과
물론 아무리 공공기관이지만 공짜로는 해줄수는 없는 법.
보관료를 받아야 합니다. 하지만 비싸지 않게 달에 2만원정도 봅니다.
전동킥보드를 통해서 버스로 가기엔 애매하고 걸어가기엔 먼사람들에게 좋을것이고
또는 아침의 만원버스때문에 기껏 버스가 와도 탈수있는 자리가 없어서 버스를 보내야 하는 상황도 줄일수 있을것입니다.

라고 저는 생각합니다.",2021-10-25,"부천시 시정발전을 위해 많은 관심과 애정을 가져주심에 감사드리며, 제안하신 내용에 대해 답변드리겠습니다.

1. 부천역 전동 킥보드 보관소 설치 제안은 우선 전철역 주변 설치장소 확보와
무인운영에 따른 시스템 개발과 예산확보가 사전에 필요할 것이며, 또한 부천역
뿐만 아니라 부천소재 전체 전철역 주변으로 일괄 적용을 해야 할 것으로 중·장기적으로 검토가 필요한 사항으로 판단합니다.

2, 우선 금년 12월까지 부천역을 포함 6개 전철역 주변에 킥보드를 주차할 수
있는 거치대(열쇠 지참, 잠금설치 가능)를 설치할 예정이며 향후 확대 설치를 적극 검토 중임을 알려드립니다.

3. 상기 사항에 대하여 궁금하신 사항이 있으시면 부천시청 가로정비과 자전거문화팀(담당자 이선홍 ☏625-9091)으로 문의하시면 성심껏 답변 드리겠습니다. 끝.",2021-12-01,부천시,답변완료
양면 태양광 방음벽 설치(서정초 앞),"현황 및 문제점
오늘 고양시 덕양구 서정초등학교 앞(서정어린이 공원)에 일정이 있어서 찾아갔다.
그런데 교통 소음 때문에 이웃해 있는 사람과 대화하기란 쉽지 않았다

현대인들이 교통 수단의 고속화 및 차량 보유대 수의 증가로 심각한 소음 공해에 시달린다.
소음 공해를 막기 위해 방음벽 설치는 사회적 관심도가 높다.
그래서인지
주변 공동 주택 주민들은 (주변고 맞은 편 3,5,7단지 등) 소음에 고통스러움에서 벗어나기 위해 방음벽 시설을 하였다.

하지만,
서정초교 앞 주변 100미터 가량은 소음으로 부터 그냥 방치된 상태였다
그 동안
아이들의 수업에 지장이 가지 않았을까 싶어 안타까웠다.

서정초교 경계 지역엔 임대 공동 주택이 있었지만, 주민들은 아이들 입장에선 나서지 않았을까 라는 마음에 서글프기 까지 했다.
이제는 서정초교 앞에
소음 차단 외에 먼지 저감, 잔력 생산 기능등이 더해진 융복합화 방향으로 변화가 일어 났으면 한다.
개선방안
-서정초등학교 앞, 고속 교통 도로에 양면 태양광 방음벽 설치를 하면 된다
-태양광 패널, 투명 방음 패널, 흡음 방음 패널로 구성된 혼합형 방음벽 형태로 한다
-태양광 패널을 양면 수직구조로 방음벽에 설치, 소음 차단, 먼지 저감, 전기 생산뿐 아니라 미관 개선에도 큰 효과
-서정초교 (행정실),지자체 담당과, 교육청 등 연계해서 전기 발생 분등 논의
-신재생 에너지 체험 학습장을 조성해 학생과 주민들에게 체험 기회를 제공
기대효과

-예를 들어 사단에 240W 양면 태양광 패널 54장을 설치한다 이로써 1만 6600KWh전기를 생산할 수 있다
-주변 환경 개선
-친환경 에너지 생산으로 전기 절감 효과
-먼지 저감을 통해서 쾌적한 학교 생활등
-신재생에너지 보급을 활성화해 저탄소 녹색성장에 앞장선다
-에너지 절약 의식을 고취하는 등 주민홍보 등.(학생들의 가정 안내문등 학교 홈페이지 게시)
-다기능 융복합화 방향으로 변화되어 아이들의 학습 현장으로도 활용되리라 본다.",2021-10-23,"1. 안녕하십니까? 선생님께서 국민신문고에 신청하신 “양면 태양광 방음벽 설치(서정초 앞)”(접수번호 2AB-2110-0006396)에 대한 우리 시의 검토의견을 다음과 같이 알려드립니다.

2. 선생님의 제안내용은 “서정초 앞 권율대로 상에 소음 공해를 막고 친환경에너지 시설 확보를 위하여 태양광 방음벽 설치”에 관한 것으로 이해됩니다.

3. 현재, 우리 시는 유휴부지를 활용한 친환경 에너지시설 확보로 환경문제에 대응하고, 우리 시 신재생에너지 자립률을 향상코자 다각적으로 노력하고 있습니다. 선생님께서 제안하신 장소에 대하여 확인한 결과, 방음벽 설치 시 권율대로 방향은 북서쪽을 향하여 있고, 학교 방향은 수목들로 인해 음영이 발생하여 태양광 패널을 설치하기에 부적합한 장소입니다.

4. 이에 따라 선생님의 제안을 불채택함을 너그러이 양해해 주시기 바랍니다. 단, 향후 기술발전으로 태양광 패널의 설치 각도 등에 따른 효율성 차이가 크게 없어질 경우 설치가 가능한 다른 지역에 태양광 방음벽을 적극 검토하도록 하겠습니다.

5. 소중한 제안에 감사드리며, 그 밖에 문의사항은 고양시 기후에너지과 정상도(☎031-8075-3555)에게 연락주시기 바랍니다. 끝.

-------------------------------------------------------------------------------------------

1. 안녕하십니까? 선생님께서 국민신문고에 제안하신 “양면태양광 방음벽 설치(서정초)”(접수번호 2AB-2110-0006396)에 대한 우리 부서의 검토의견을 다음과 같이 알려드립니다.

2. 선생님의 제안내용은 “서정초등학교 일원 양면태양광 방음벽 설치”에 관한 것으로 이해됩니다.

3. 현재, 서정초등학교를 포함 도로교통소음으로 인한 주민들의 피해가 최소화될 수 있는 대책 및 선정 대상지를 마련하기 위해 주변 지역의 개발계획, 교통영향 분석과 관계법령 저촉여부 및 협의 등 장기적이고 종합적인 검토가 필요한 사항임에 따라 단기간 내 설치여부를 판단하는 것은 어려움이 있음을 알려 드립니다.

4. 이에 따라 선생님의 제안을 불채택함을 너그러이 양해해주시기 바랍니다.

5. 소중한 제안에 감사드리며, 그 밖에 문의사항은 고양시 도로관리과 홍성후 주무관((☎031-8075-4702)에게 연락주시기 바랍니다. 끝.",2021-12-06,고양시,답변완료
