제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
공공건물_수돗물_절약_제안,"현황 및 문제점
1. 지역 곳곳에 수많은 [공공건물]에 수도시설이 설치됨.

2. 그러나, 내건물/내 시설물이 아니라는 <물낭비 / 물과잉 사용>등 그릇된 일이 발생함
*** 세면대에서 물이 뛸 정도로 세게 나옴 ***
3. 조금이라도 절약하는 습관과 행동으로 실천 할 필요가 있음

*** {공공건물} = 시청/주민센터/복지관/여성회관/어린이집/체육공원/청소년수련관/공원내 공공화장실/.... 등등
개선방안
1. 대부분 샤워장이 아닌 [세면대]의 '수도'에서 고압으로 다량의 물이 뛸 정도로 필요없음.

2. 사진 첨부와 같이 [세면대] 하단 <제수변>수도꼭지를 ''조절''하여 수돗물의 양을 1/2 줄여도 손을 씻는데 충분함.

3. 수자원공사 통한 과천 맑은물사업소에서 보내주는 수압은 아주 우수한 수압과 수질/수량이 공급되므로
손만 씻는데 FULL 수압에서 1/2로 줄여도 충분합니다

*** 직접수압을 <1/2> 줄여서적용 실험한것임 = 제안자의 집과 근무했던 직장 화장실에서 적용해본결과
= 손 씻기 = 세면대 사용에 전혀 문제가 없고, 수도물 절약에 기여함
기대효과
1. 국가적 에너지 절약에 기여

2. 물자원 절약 = [ 2021년 /1월 발표 = 국민1인당 수돗물 사용량 = 295L(리터) ]

3. 공공기관 예산 절감에 기여

*** 2021년 /1월 발표 = 국민1인당 수돗물 사용량 = 295L(리터) ***",2021-06-21,"○ 소중한 의견 주심에 감사드리며, 귀하께서 제안하여 주신 내용에 대한 회계과의 검토결과는 다음과 같습니다.

귀하의 제안은 공공건물 물 낭비에 대한 절약을 하고자 하는 내용으로 우리시 청사는 이미 세면기 및 씽크대 토출측에 물을 절약 할 수 있는 설비를 기 설치하여 사용하고 있음을 알려드립니다.

귀하께서 제출한 제안은 비록 채택되지는 못하였지만, 시정에 대한 참여와 관심에 감사드립니다.

귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변내용에 대하여 추가 안내나 설명이 필요한 경우 〔회계과 청사관리팀 (02-3677-2726)〕으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2021-08-04,과천시,답변완료
내집 마당 주차장 설치 지원사업,"현황 및 문제점
경기도 고양시 일산동구 거주중인 시민입니다.
다른 지역구에서는 내집 마당 주차장 설치 지원사업을 시행중인데 현재 고양시에서는 지원하지 않는 것으로 알고 있습니다.
1기 신도시로서 아파트단지도 많이 들어와 있지만 아직까지 주택단지들도 많이 있으며 주변에 공영주차장이 있는 곳도 찾아보기 힘든 실정입니다.
거주자우선주차구역도 찾아보기 힘든 상황에 주택가의 이면도로는 항상 주차된 차량으로 붐비고 있는 상황입니다.
이로인해 인구 100만을 넘어서기 전부터 제가 거주중인 지역도 이웃간의 주차갈등이 많이 발생하고 있고, 차량 통행도 원활히 이루어지고 있다고 보기 힘든 실정입니다.
1990년대 말 주택을 지을 때 부터 주차장을 만든 집도 있지만, 30년이 지난 지금 시점에 여러가지 이유로 주차장을 주차장으로 이용하기 힘든 곳도 많이 있습니다.
30년전 차량보다 크기가 커진 차량을 구매하며 기존 주차장을 사용하기 힘들어진 경우도 있으며, 구조물들이 오래되서 사용지 못하는 경우도 빈번합니다.
또한 인구가 늘어나고 상가들이 들어오면서 더욱 더 주차하기가 힘들어 졌습니다.




개선방안
이런 문제점을 해결하기 위하여 '내집 마당 주차장설치 지원사업'이 실행할 것을 제안드립니다.
신규 주차장 설치지원 뿐만 아니라 기존에 설치되어 있는 주차장의 확장설치 또한 지원할 수 있는 현실적인 방안의 사업을 제안드립니다.
기대효과
이면도로의 무분별하게 주차되어 있는 차량 감소로 원활한 차량통행과 이웃주민간의 갈등을 해소하는 효과를 볼 수 있을 것입니다.",2021-06-18,"1. 안녕하십니까? 선생님께서 국민신문고에 신청하신 내집 마당 주차장 설치 지원사업에 대한 우리 시의 검토의견을 다음과 같이 알려드립니다.
2. 선생님께서 제안하신 내용은 주차장 부족문제를 완화하기 위하여 내집 마당 주차장 설치 지원 사업을 제안하셨습니다.
3. 현재 우리 시는 주차장 부족문제를 완화하기 위한 정책으로 공유주차장 조성을 추진하고 있습니다. 이와 더불어 담장허물기 사업 등을 고려하고 있습니다. 아울러 고양시는 주차장관련 부서 업무 폭주에 따라 조직개편을 통해 주차장관련 인력을 보강할 계획입니다. 따라서 조직보강 등 사업추진이 가능한 상황이 오면 선생님께서 제안하신 내 집 마당 주차장 설치 지원 사업을 정하여 추진하겠습니다.
4. 이에 따라 선생님의 제안을 채택함을 알려 드립니다. 고맙습니다. 끝.",2021-06-25,고양시,답변완료
소규모 영세 중소기업사업장 대기방지시설 유지관리 지원사업 전산화 제안,"현황 및 문제점
현재 경기도의 환경개선을 위한 차원으로 중소기업 소규모 사업장의 대기오염 방지시설을 설치할 수 있도록 전국 최초로 지원사업을 실시하고 있으나 각 시, 군에서 공지 및 신청, 접수를 별도로 진행하고 있어 특히 일부 지자체에서는 신청하지 않는 영세 사업장이 있어 안타까운 현실이며, 설치비용을 최대한 지원하고자 하나 각 지자체에서 홈페이지에 게시하나 적극적인 계도와 홍보의 부족으로 해당 대표자의 피부에 와 닿지 않고 있습니다.
개선방안
이에 따라 경기도-각 지자체-경기도환경보전협회가 협업해 제출할 서류와 증빙서류 및 신청서를 전산화하여 영세 사업자가 있는 소재지에서 신청→등록→제출 및 증빙서류 업로드한 후 저장하면 O.K.로 진행하는 방식으로 개선한다면 더욱 신속하고 편리하게 이용할 수 있습니다.
기대효과
도민의 시간, 인적, 물적, 비용을 고려하고 비대면으로 전산처리하여 신속한 처리를 할 수 있는 발판을 마련함으로서 더욱 4차산업혁명시대에 앞서가는 도민행정이 될 수 있다고 봅니다.",2021-06-17,"안녕하세요. 환경안전관리과 담당자 장인애입니다.

경기도 환경 정책에 관심을 가지고 소중한 의견을 주셔서 감사드리며, 귀하께서 보내주신 제안(접수번호 1AB-2106-0011241)에 대해 다음과 같이 회신하오니 이해하여 주시기 바랍니다.

귀하의 제안은 ‘소규모사업장 방지시설 설치지원사업의 신청(증빙포함) 전산화’로 이해됩니다.

소규모사업장 방지시설 설치지원사업의 신청 관련 전산화를 위해서는 시스템 구축 및 운영을 위한 예산 소요가 불가피합니다.

해당 사업은 환경부가 전국을 대상으로 추진하는 국고보조사업이며, 예산 편성을 통한 사업비 보조대상인 만큼 그 선정 절차 및 검토가 면밀히 요구되므로 전산화를 통한 절차의 간소화는 적절치 못하다고 판단되는 점을 양해하여 주시기 바랍니다.

위 내용과 관련하여 궁금하신 내용은 경기도 환경안전관리과 장인애 주무관(031-8008-3552)에게 전화주시면 성실하게 답변 드리겠습니다.

환경업무에 관심을 가져주신 귀하께 감사드리며 앞으로도 좋은 의견 많이 제안해 주시기 바랍니다.",2021-07-19,경기도,답변완료
이른바 '플러깅' 활성화 방안,"현황 및 문제점
(참고로 플러깅이란 조깅이나 산책을 하며 주변의 쓰레기를 주워가는 운동을 말합니다.)

그린뉴딜을 적극적으로 시행하는 의정부시의 노력으로 곳곳에 쓰레기를 마구 버리는 곳들이 어느 정도는 해결이 된 듯합니다. 그러나 그린뉴딜사업이 일정정도 마무리되자 거리는 다시 담배꽁초와 쓰레기가 뒹굴고 있습니다. 그린뉴딜 사업에 참가했던 경험으로 아쉬움이 많이 남습니다. 이러한 지방정부나 정부의 공공정책이 단지 정책수행기간동안에만 이루어진다면 정책의 효과는 생색내기로 그쳐버리고 말 것입니다. 거리를 깨끗이 하는 것은 주민생활 향상을 위한 기초적인 일이라고 봅니다.
개선방안
그린뉴딜처럼 일정한 보수를 댓가로 하는 효과는 한계를 가질 수 밖에 없습니다. 주민들의 자발적인 참여를 강구하는 것이 필요하다고 봅니다.
1안으로는 '우리 마을 우리 손으로'라는 기치아래 주민들에게 '플러깅' 운동을 활성화하는 제안과 홍보를 하는 것입니다. 원하는 이들에게 쓰레기 봉투를 무상으로 나눠주고 쓰레기봉투를 수거하는 이들에게 소소한 선물(가져온 만큼의 쓰레기 봉투를 보상으로 주거나 하는 식이나 일상에 필요한 물건이나 공공서비스 할인(공연장, 헬스장, 수영장 등))등의 작은 보상시스템을 만들어 활성화하는 것입니다.
2안으로는 마찬가지의 기치아래 특정한 요일에 대대적인 자발적 플러깅 운동의 날로 정해서 자발적이고 대대적인 마을주변의 쓰레기들을 수거하는 것입니다.
마찬가지로 소소한 보상을 주는 것이 좋겠습니다. 나중에 최다 수상자에게는 좀더 큰 보상을 하는 것도 좋을 것입니다.
1,2안을 수행하면서 '우리 마을 사진컨테스트'나 '우리 마을 그리기' 같은 아름다운 우리 마을의 모습을 수시로 공모하여 이를 전시하고 시상한다면 문화와 예술이 함께 어우러져 아름다운 마을을 만드는 데 자부심을 가질 수 있을 것입니다.
기대효과
내 집앞부터 시작해서 우리동네 더 나아가 의정부시가 뉴노멀시대를 앞서가는 '환경친화적이며 일상의 문화예술이 발전하는 토대가 될 것이고 이는 시민들의 자부심을 높일 수 있으리라 봅니다.",2021-06-15,"1. 귀하의 가정에 건강과 행운이 함께하시기를 기원합니다.

2. 귀하께서 제안하신 ""플로깅 활성화 방안""과 관련하여 붙임과 같이 실무주관부서 검토의견을 답변드리오며, 제안이 채택되지는 않았지만 좋은 의견을 제출하여 주신 귀하께 다시 한 번 감사드립니다.

<검토의견: 자원순환과 이지은 (☎ 031-828-2824)>",2021-07-15,의정부시,답변완료
"동백-호수 공원 세면 개수대, 식수대 설치 요청의 건","현황 및 문제점
동백 호수 공원은 용인에서 동백동 , 중동 시민들이 가장 많이 애용하는 산책 및 아이들 놀이터, 문화 공간입니다. 오랜 기간동안 여름을 지냈지만 시민들이나 뛰어노는 아이들이 땀을 씻어낼 곳이나 목을 축일 식수대가 없어 불편을 많이 느끼고 있습니다. 별거 아니라고 볼 수도 있겠지만 운동을 하면서도 집에서 물을 가져 오거나 땀을 흘리더라도 간단히 씻을 만한 곳이 화장실 밖에 없어 불편한 것이 사실입니다.

개선방안
동백보다 개발이 훨씬 오래된 분당 중앙공원만 가더라도 개수대가 공원 약 50~100m 간격으로 있어 편리하게 이용이 가능합니다. 따라서 동백 호수 공원에도 일정 간격(4~5대)으로 세면이 가능한 개수대를 설치해 주신다면 올 여름도 폭염이 예상되는 가운데 시민들의 불편을 해소하는 것은 물론 폭염에 쓰러지는 열사병에도 즉각적인 응급처리로 시민의 안전을 보호할 수 있다고 생각합니다.


기대효과
최근 용인시 국회의원 이탄희 의원의 소소한 탄탄예산확보등이 시민의 지지를 받고 있는 것처럼
이러한 작은 시설 설치와 보완이 용인 시민의 지지에도 밑거름이 될 것이기에 용인시의회와 시장님께 적극적인 제안을 부탁드리겠습니다.",2021-06-15,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 국민제안에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제출하신 제안의 내용은 ‘동백호수공원 내 개수대, 식수대 설치 요청’으로 판단됩니다.

3. 귀하의 제안에 대한 검토 결과는 다음과 같습니다.
- 도시공원 내 음수대는 관리여건상 여러 문제점이 있어 바로 설치하기에는 어려운 점 양해 부탁드리며, 현재 동백호수공원에는 화장실이 2개소가 설치되어 있기 때문에 손세척 등은 가급적 화장실 이용을 부탁드리겠습니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 푸른공원사업소 동부공원관리과 계원준실무관(☎031-324-4446)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2021-07-12,용인시,답변완료
제로웨이스트 X 평택시,"현황 및 문제점
개요-환경오염을 줄이고 깨끗한 평택시, 더 나아가 대한민국의 환경을 위해서 평택시에서 작은 캠페인부터 시작하여 시민들의 공동체의식도 키우고 작은 실천으로도 환경을 지킬 수 있습니다.
현황 및 문제점 - 현재 고덕주민센터와 안성주민센터에서는 폐건전지와 우유팩을 모아 가져오면 두루마리 휴지나 새건전지를 나눠주는 캠페인을 하고 있습니다. 또, ‘아름다운가게’에서는 배달의 민족과 콜라보하여 스몰플라스틱 줄이기 운동이라고 하여, 집에 사용하지 않는 일회용품 숟가락 젓가락 포크를 기부를 하면 전국 무료급식소에 사용을 하며, 배달의 민족에서는 배민쿠폰을 나눠주는 캠페인을 하고 있습니다.
개선방안
이와 같이, 평택시 주민센터나 시청에서도 제로웨이스트, 환경을 생각하는 캠페인을 하였으면 좋겠습니다. 예를 들어 비닐봉지 대신 장바구니, 일회용 컵 대신 텀블러를 권장하는 요즘에 주민센터나 시청에서 평택시 로고가 찍힌 장바구니나 텀블러를 나눠주고 캠페인을 열었으면 좋겠습니다.
또는 평택주민센터 한 장소에 주민들이 직접 만든 친환경 세제나 수세미 등 제로웨이스트를 실생활에서 접할 수 있게 부스를 만들어놓았으면 좋겠습니다. 또는 헌옷으로 에코백으로 만들어서 물물교환을 할 수 있도록 청년들이나 구직자들에게도 기회를 주거나, 직접 주민들이 헌옷으로 디자인하여 그 부스에서 팔 수 있게끔 하는 활동 또한 좋은 경제활동이 될 것입니다.
평택시 주민센터에서 먼저 폐건전지, 폐종이 모아오면 환경포인트로 경기지역화폐 300P-500P를 준다거나,
아이스팩이나 투명페트병을 가져오면 쓰레기 봉투로 교환해주면 좋을 것 같습니다.
기대효과
코로나로 집에 있는 시간이 길어져 쓰레기가 많이 배출되는 요즘에 환경을위해서 평택시에서, 주민센터에서부터 환경을 생각하는 작은 관심과 배려가 우리 동네를, 더 나아가 평택시를, 또 대한민국의 환경오염의 도움을 주는 일조가 될 것입니다.",2021-06-15,"안녕하십니까.
귀하께서 제안해주신 『제로웨이스트 X 평택시』에 대해 담당부서에서 검토한 결과는 다음과 같습니다.

○ 우리시에서는 코로나 19, 소비패턴 변화, 온라인 쇼핑 및 배달문화 확산 등으로 플라스틱(1회용품) 사용이 급증하는 추세에 대응하여
○ 플라스틱 Zero 도시 평택 만들기를 위한 추진 계획하고 있으며 세부사항으로 ①1회용품 줄이기 대상 단계적 확대 ②시민과 함께 하는 생활 속 플라스틱 Zero 운동 추진 ③교육 및 홍보 강화를 담고 있음.
○ 참고로 1회용 플라스틱 컵 종량제봉투 교환 사업 추진을 위해서는 선거법 위반 등에 따른 사전 조례(조례명 : 평택시 1회용품 줄이기 활성화 지원 조례) 제정 완료 후 추진이 필요한 상황이며, 이는 중장기적으로 검토해야하는 사항임.

해당 제안은 위와 같은 이유로 제안으로 채택하기 어려움을 양해하여 주시기 바랍니다.
우리 시 발전을 위해 좋은 제안을 해주신 귀하께 진심으로 감사드리며 앞으로도 평택시정에 지속적인 관심과 참여 부탁드립니다.
감사합니다.",2021-06-24,평택시,답변완료
오포읍 양벌리 17-120번지 일원「광주형 로컬푸드 복합센터 건립사업」제안,"현황 및 문제점
1. 오포읍 양벌리 17-120번지 일원「광주형 로컬푸드 복합센터 건립사업」은 현재설계 공모를 진행 중이라고 국민신문고 민원을통해 답변 받았습니다. 또한 2021년 실시설계 준공 및 2022년 건축공사 착공, 2023년 건립 목표로 추진할 계획이라고 답변해주셨습니다.
2. 로컬푸드 복합센터 건립과 효율적인 활용 및 광주시민 모두의 이용 편의성 증대를 위해 제안합니다.
3. 오포읍 양벌리 17-120번지 일원은 교통의 접근성이 매우 불리합니다. 경기광주역이 근처에 있으나 도보로만 직근접일 뿐, 자동차를 이용할 경우 인근 도로(양벌교, 경안교)를 이용해야 하는 불편함이 있습니다. 또한 대중교통수단은 2-5번 버스 하나인데 이마저도 배차간격이 매우 깁니다.
4. 단순히 상업적인 기능만을 하는 '로컬푸드 복합센터'는 장기간 시민들이 애용하는 장소로 활용되기 어려운면이 있습니다. 특히 광주시는 아이들과 함께 나들이하기에 인구대비 적합한 장소가 턱없이 부족합니다.
개선방안
1. 전국의 로컬푸드직매장 우수사례를 살펴보면
1) 충남 태안군 남면 안면대로 1641 태안로컬푸드직매장
2) 세종 보듬6로 16 세종싱싱장터
등이 있습니다. 우수 운영 사례를 분석하고 벤치마킹하여 우리시에 적합한 광주형 로컬푸드 복합센터가 건립되어야 한다고 생각됩니다.

2. 특히 로컬푸드직매장의 경우 상업적인 목적의 건물 이외에 다른 편의시설 및 여가시설을 겸비하여야 많은 시민들의 방문 선호도를 높일 수 있습니다.
1) 지역 특산물을 저렴한 가격에 판매하여 거주민은 물론 관광객까지 이용하기가 편리합니다.
2) 주말마다 플리마켓, 직거래장터와 같이 소규모 자영업자를 위한 판매로가 확보되어야합니다.
3) 방문객이 이용하기 좋은 놀이터, 공원, 산책로, 광장, 분수대, 가족캠핑장 등 다양한 여가시설이 겸비되어야 합니다.
4) 넉넉한 주차공간 및 자동차 도로, 자전거 도로, 대중교통 이용을 통한 접근성이 용이해야 합니다.
기대효과
1. 광주시민은 물론 광주시를 찾는 관광객이 이용하는 로컬푸드 복합센터가 될 수 있습니다.
2. 오포읍 양벌리 시민체육관 및 물놀이장과 더불어 시민들의 여가생활과 가족 나들이 장소로 찾는 장소로서 자리매김 할 수 있습니다.
3. 부족한 광주시의 거주 인프라를 메울 수 있습니다.
4. 인근 도로의 정비 및 확장으로 교통여건이 개선됩니다.
5. 살기좋은 광주시 홍보 효과도 누릴 수 있습니다.
6. 전철 이용객수를 늘릴 수 있으며 관광지로서도 긍정적인 역할을 할 수 있습니다.",2021-06-15,"1. 귀하께서 국민신문고를 통해 제안하신 사항(신청번호 1AB-2106-0007044)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 제안 내용은 ""로컬푸드 복합센터 효율·편의성 증대방안""에 관한 것으로 인근 도로의 확장과 방문객이 이용하기 좋은
다양한 여가시설 설치를 제안하는 내용으로 판단됩니다.
가. 인근 도로 확장 및 교통여건 개선 방안과 관련하여 담당부서 문의결과, 사업부지 일대는 사업 계획이 없어
해당 제안은 채택 드리기 어려움을 안내드립니다.
나. 다만, 로컬푸드 복합센터 설계용역 시 여유로운 주차공간 확보 등 제안주신 의견을 참고하여
설계에 만전을 기하도록 하겠습니다.
3. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 기타 궁금하신 사항에 대하여는 농업정책과 푸드플랜팀
(☎031-760-2873)으로 연락주시면 정성껏 답변 드리도록 하겠습니다. 감사합니다. 끝.",2021-06-28,광주시,제안실현
로컬푸드 매장 확대건,"현황 및 문제점
평택은 도농 복합도시로서 농촌관련산업과 인구가 다른 경기도 자치단체와의 비교해서도 적지 않은 관련 인구와 많은 자체 생산 농수산물이 있습니다.
평택쌀, 평택배등 많은 농산물이 자체적으로 생산 되지만 소비자와의 직거래 인프라 미흡과 자치단체의 사업 후순위로 인해 관심을 덜 받고 이로 인한 로컬푸드 직매장도 도심의 소비자와 근거리가 아닌 원거리에 위치해 시민들이 일상생활에서 자주 이용하는데 어려움이 다분합니다.
개선방안
현재 로컬푸드 직매장은 이충동 부락산 초입에 하나, 오성면 농협기술센터에 하나 두곳이 있는걸로 알고 있습니다.
이 두곳 모두 도보을 이용해 장보기는 어려운 위치에 있습니다. 단지, 로컬푸드매장 근처 일부 사람들만 이용 가능한 위치이며 절대 다수의 도심사람이 이용하려면 차량을 이용해 장보기를 해야하는 위치에 있습니다.
평택시민 주요거주지인 남부지역(평택역 근처, 소사벌등 신도심 지구, 아파트 밀집 지구)와 북부지역(송탄도심, 고덕 국제도시 지구, 아파트 밀집지구)에 로컬푸드매장 있어면 많은 소비로 인해 매출증가와 품질등 일정수준 이상으로 향상된 농수산물이 보급 되리라 봅니다.(소비가 많으면 재고가 줄어듬)
평택시민 다수가 손쉽게 도보로 이용 가능하고 저녁 찬거리나 과일등을 로컬푸드 매장 제품으로 이용하는 꿈을 꿔 봅니다. 코로나로 인해 시내 상가들 다수 비여 있고 단기간엔 이것들을 이용 할수도 있고, 장기적으론 시 차원에서 유휴부지에 시설물을 만들어서 하는 것도 나쁘지 않습니다.
50만 인구에 걸 맞는 로컬푸드매장과 이와 관련댄 시스템 구축으로 농촌과 도심이 어우려진 도농 복합 평택시를 그려봅니다.
기대효과
평택에서 생산되는 농수산물을 실시간으로 다수의 시민이 손쉽게 가격 저렴하고 싱싱하게 먹고 마실 수 있어면 생산자인 평택 농민들도 소득증대와 적절하고 안정된 판매창구로 이용 가능하여 이로인해 안정된 생산과 품질이 가능하리라 봅니다.
도시의 시민들도 시 자체적으로 생산된 농수산물을 안전한 먹거리라 생각하고 사 먹고 소비하면 시민건강에도 긍정적으로 다가 오리라 봅니다.",2021-06-11,"안녕하십니까.
귀하께서 제안해주신 『로컬푸드 매장 확대건』에 대해 담당부서에서 검토한 결과는 다음과 같습니다.

○ 현재 로컬푸드직매장은 로컬푸드재단에서 운영하는 오성점, 농협에서 운영하는 이충점, 안중점이 있고 농업법인이 운영하는 고덕점이 있습니다.
○ 로컬푸드 직매장를 확대하고자 팽성읍 등 시 부지를 활용하는 방안으로 관련부서에서 의견 검토 및 계획 중에 있습니다.

해당 제안은 위와 같은 이유로 제안으로 채택하기 어려움을 양해하여 주시기 바랍니다.
우리 시 발전을 위해 좋은 제안을 해주신 귀하께 진심으로 감사드리며 앞으로도 평택시정에 지속적인 관심과 참여 부탁드립니다.
감사합니다.",2021-06-24,평택시,답변완료
버스정류장의 안전을 위한 알리미가 필요할 것 같습니다.,"현황 및 문제점
많은 시민들이 버스정류장에서 멀지감치 버스가 오는 것을 인지하였을 때,
먼저 길가로 나가는 모습을 자주 볼 수 있습니다. 이에 대해 위험성이 감지되어
대책이 필요할 것으로 보입니다.
개선방안
학교앞 신호등에는 아이들의 안전을 위해 뒤로 물러나세요라는 알림을 하는
경고센서가 설치되어 있습니다. 이와 같은 센서가 버스 정류장에도
적극적으로 도입된다면 좋을 것 같습니다.
기대효과
버스정류장에서 사고 예방과 동시에 시민들의 안전률을 높일 수 있을 것입니다:)",2021-06-11,"귀하의 소중한 의견에 감사드리며, 건의하신 버스정류장 알리미 설치 건에 대하여 답변드리겠습니다.

버스정류장을 이용하는 시민들의 안전을 위한 귀하의 의견에 깊이 공감을 하며, 좋은 아이디어를 제안해 주신 것에 대하여 감사의 말씀을 드립니다.

현재 우리 시는 노후된 버스정류장(쉘터)이 다수 분포하고 있어 쉘터 교체사업을 중점적으로 진행하고 있으며, 또한 기후변화에 대응하기 위한 부대시설(온열의자 등) 설치 사업을 순차적으로 진행하고 있습니다.

귀하께서 제시해주신 보행자감지기 시스템의 구축비용은 쉘터 교체비용과 비슷할 정도로 비용이 많이 소요되기 때문에 현재 중점적으로 진행중인 사업과 병행했을 시 막대한 예산이 소요될 것으로 보여, 아쉽지만 현실적인 어려움이 있다는 말씀을 드립니다.

다만 버스정류장의 편의성을 개선시키기 위해 노력하고 있는 만큼, 승객분들의 안전을 확보하기위한 방안을 지속적으로 검토하여 보다 나은 대중교통 서비스를 제공할 수 있도록 노력하겠습니다. 기타 궁금한 사항은 교통행정과 이원교주무관(☏031-390-0479, dnjsry411@korea.kr)에게 연락주시면 성심껏 답변드리도록 하겠습니다. 감사합니다.",2021-07-27,군포시,답변완료
의정부 전통시장 활성화 방안,"현황 및 문제점
현황 및 문제점 : 의정부 제일시장은 젊은 고객들은 거의 없고 장년과 노인들이 이용하고 있습니다. 코로나 이후 온라인쇼핑이 빠르게 확대되는 트렌드이지만 의정부 제일시장은 시장에 직접 방문하는 일부 연령층에 많이 의존하다보니 매출을 늘리는데 한계가 있어 보입니다. 그리고, 전통시장은 장소와 주차장도 협소해 최대로 수용할 수 인원도 적습니다. 대중교통도 많이 없어 불편합니다. 이런 경우에는 전통시장이 온라인 상거래를 더 적극적으로 이용함으로써 수익을 많이 낼 수 있을 것으로 기대합니다.
개선방안
개선방안 : 제일시장의 상점들은 소규모이고, 인터넷을 이용한 판매에 익숙하지 않은 경우가 많아서 점포별로 자체적으로 온라인 판매를 하기 어렵습니다. 따라서 제일시장 상점들이 온라인 판매를 할 수 있는 플랫폼을 시 차원에서 만들어 운영하거나 기존 운영하고 있는 외부 이커머스 플랫폼 (네이버 우리동네장보기 등)과 협력하여 상품을 판매하도록 돕는다면 의정부 전통시장이 더 활성화될 수 있을 것입니다. 의정부시에서 적극적으로 도와주시면 좋겠습니다.
기대효과
의정부 전통시장이 온라인 판매를 통해 더 활성화되고 많은 매출을 올릴 수 있습니다.",2021-06-10,"1. 귀하의 가정에 건강과 행운이 함께하시기를 기원합니다.

2. 귀하께서 제안하신 ""의정부시 전통시장 활성화 방안""과 관련하여 붙임과 같이 실무주관부서 검토의견을 답변드리오며, 제안이 채택되지는 않았지만 좋은 의견을 제출하여 주신 귀하께 다시 한 번 감사드립니다.

<검토의견: 지역경제과 김혜정 (☎ 031-828-2912)>",2021-07-09,의정부시,답변완료
