제목,내용,작성일자,답변,답변일자,담당부서
곤지암천 자전거 도로 보수 요청,"곤지암천 자전거 도로 보수를 요청합니다.

평소에 곤지암 읍내에서 초월역까지 자전거 도로를 많이 이용합니다.
하지만 곳곳에 도로가 패여 있거나 깨져 있습니다.
도로를 포장한 지가 오래되었는지, 도로가 푸석푸석해져 모래나 자갈이 튀는 부분도 많습니다.
특히 부분부분 다르게 포장되었는데, 이어지는 부분의 높낮이가 달라 사고 위험이 많습니다.

성남에서 이사를 와서 탄천 자전거 도로를 많이 이용했는데, 거기와는 포장 상태가 너무 차이가 많이 납니다.
자전거 도로는 레저뿐만 아니라 초월역이나 곤지암역까지 출퇴근 용도로 많이 사용합니다.

일관된 포장이 당장은 힘들더라도 깨지고 홈이 파인 곳은 우선적으로 보수해 주시면 감사하겠습니다.",2022-06-02,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2206-0052334)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""초월역~곤지암역 일원 자전거도로 파손부위 보수 요청""에 관한 것으로 이해(또는 판단)됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. ""초월역~곤지암역 일원 자전거도로 파손부위 보수 요청"" 건에 대하여 우선 하천변 자전거도로 이용에 불편을 드린 점 죄송하다는 말씀을 드리며, 곤지암천 자전거도로 파손 부위에 대하여는 지속적으로 응급복구를 시행하고 있으며, 빠른 복구를 위하여 유선상으로 연락해 주시면 빠른 복구가 될 수 있도록 조치할 예정이오니 이점 널리 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 이루어졌기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 김종윤 주무관(☏031-760-2562)에게 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-06-08,건설과
경안동 430-5번지 쪽 횡단보도 2곳에 차량통과못하도록 (가운데 1개만이라도) 시설물 설치요청,"2022-05-31 16:08:00
경기 광주시 경안동 430-5
진부동산 앞 횡단보도
출차하는곳이 따로 있는데도
위험하게 보행자사이 다니며 횡단보도를 밟으며 출차...
이날도 2대가 연속으로 횡단보도를 밟으면서 출차
낮에도 밤에도 매일 저렇게 출차하는차가 많은데
초보운전이 보면 아~ 이리 나가면되겠구나 하고 배우겠습니다.

안전을위해
빠른 개선 부탁드립니다!",2022-06-01,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2206-0003202)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""경안동 430-5 볼라드 설치 요청""에 관한 것으로 판단되며, 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 현장 점검 후 차량 무단 진·출입 행위에 대하여 인근 상가에 동 사례가 발생되지 않도록 계도 조치(횡단보도 경사로 구간 차량 진출입 금지 공문 발송 등)하였습니다.
나. 이후 공문 추가발송, 토지주와 현장 협의 후 시설물 설치 예정임을 알려드립니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖의 궁금하신 사항은 광주시청 도로관리과 시설정비팀 이경미(☎031-760-2943)에게 연락주시면 성심성의껏 답변 드리겠습니다. 끝.
",2022-06-22,도로관리과
오포읍 신현4리 놀이터 재설치에 관한 건,"안녕하세요 오포읍 신현4리에 거주하고 있는 주민입니다.
작년인가 재작년 쯤 신현4리에 유일하게 있는 놀이터 시설이 없어지고 아이들이 놀 공간이 없어졌습니다
이편한세상 1차 건너편에 있었던 놀이터입니다

놀이시설을 철거해 가시길래 다시 해주시려나 보다 싶었는데 해가 지나도 설치는 안되고 언제 다시 지어진다는 안내문도 보지 못했습니다
인근 아파트에 사는 아이들은 아파트 놀이터를 이용하면 되지만 빌라단지에 사는 아이들은 그 놀이터가 아니면 동네에서는 마땅히 놀 곳이 없습니다
아이들이 동네에서 노는 것에도 상대적 박탈감을 느끼게 될까 무척이나 걱정이 되네요

이런 점들은 배려하시어 하루 빨리 놀이터를 재설치 해주십사 하는 부탁 말씀을 드려봅니다
혹시 설치계획중이라면 진행상황을 알려주시고 설치할 수 없다면 그 이유에 대해서 알려주시면 감사하겠습니다",2022-05-31,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2205-0981877)에 대한 검토 결과를 다음과 같이 답변드립니다.
2. 귀하의 민원내용은 '신현4리 어린이 놀이시설 설치요청’으로 이해됩니다.

□ 오포읍 답변내용
- 기존 신현4리 어린이 놀이시설은 안전 및 관리상의 문제로 인하여 신현4리 마을회의를 거쳐 폐쇄 및 철거된 것으로 재설치 시 마을 주민 의견수렴 및 어린이 놀이시설 운영 등에 따른 예산이 수반되어야 함에 따라 마을 이장과 협의 후 건의하여 주시면 검토하도록 하겠습니다.
- 또한, 광주시에서는 7월 8일까지 광주시 주민참여예산 제안사업을 공모하고 있으니(시 홈페이지→시민참여→주민참여예산제→주민참여방) 참고하시기 바랍니다.
- 상기 내용과 관련하여 궁금하신 사항에 대하여는 오포읍 행정지원팀(☏031-760-4835)으로 문의주시면 성심껏 답변해 드리겠습니다.
",2022-06-09,오포읍
인도 난간 보수 요청,"태전동 일대 인도 옆에 설치된 난간이 심하게 훼손되어 보수 요청합니다.
#장소
1. 태전동 아름다운 거리 이편한세상 2차 1단지 앞에서 태전고등학교 앞까지
2. 이편한세상 2차 2단지에서 태성초등학교 방향 태성초등학교 사거리 까지

# 인도 난간 위 목재로 된 부분이 심하게 훼손되거나 아예 목재가 떨어져 나가
못이 노출되어 있어 주변을 보행하는 주민들의 보행 안전을 심하게 위협하고 있어
빠른 보수가 필요합니다.
대부분의 목재부분이 썩거나 떨어져 나가있어 부분 적인 보수보다는 목재 부분의 전체적인
재보수가 필요합니다.
조속한 처리 요청드립니다.",2022-05-30,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2205-0937986)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""태전지구 일원 무단횡단 금지시설 보수 요청""에 관한 것으로 판단되며, 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 현장 확인 결과, 해당 시설물 파손으로 재정비가 필요하다고 판단됩니다. 다만, 현재 「태전지구 보행자용 방호울타리 보수공사」계약 체결 중으로 공사착수(6.2. 예정) 후 빠른 시일 내에 보수 조치할 예정이오니 이 점 양해하여 주시기 바랍니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖의 궁금하신 사항은 광주시청 도로관리과 시설정비팀 이경미(☎031-760-2943)로 연락주시면 성심성의껏 답변 드리겠습니다. 끝.
",2022-06-02,도로관리과
과속방지턱 설치 요청합니다,"안녕하세요 담당자님 수고많으십니다.
상기 제목과 관련하여 민원요청 드립니다.
회덕길 112-142 부터 112-172 까지 도로에 과속방지턱을 설치해 주실것을 요청합니다.
위 도로는 주택가 골목인데도 불구하고 좁은 도로에서 빠른 속도를 내며 지나가는 차량이 많은 실정입니다.
특히 인근 빌라, 힐하우스, W빌리지 사는 사람중 몰지각한 사람들이 일반 도로로 인식하여 시속 30Km 이상으로 달립니다.
집 대문을 열면 바로 골목이라 나오다가 몇번 사고 위험이 있었으며, 주변에 통학하는 아이들과, 노인들이 많아
상당히 위험한 상황이오니, 담당자님께서는 바쁘시겠지만 담당자님께서 위와 같은 내용을 직접 오셔서 확인 하시고
빠른시간내에 과속 방지턱 설치를 부탁드립니다.
수고하세요",2022-05-30,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2205-0935370)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""회덕동 156-94번지 일원 과속방지턱 설치요청""에 관한 것으로 이해됩니다.
가. 해당 도로는 개별인허가를 위하여 형성된 사유지 비법정도로이며,
나. 도로상 설치되는 과속방지턱은 진동 및 소음이 발생하는 시설물로써, 도로 시설기준에 따라 개설된 법정 도로에서도 설치를 지양하는 부속 시설물로
다. 해당 지역과 같은 주택 밀집지역에 교통통행에 방해되는 시설물 설치 시 상기와 같은 사유로 상대 민원이 빈번히 발생하고 있는 바,
라. 설치 요청지 인근 주민의견 수렴(마을회의 등)없이는 설치가 어려움을 알려드리오니 이점 널리 양해하여 주시기비랍니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 기반조성팀 오진규 주무관(☏031-760-4747)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-06-02,건설과
회덕동 씽크홀,"안녕하세요.
회덕동브론즈빌에 사는 주민입니다. 회덕동 일대에 노면이 폭탄을 맞은 것처럼 씽크홀들이 어마어마 합니다.
도보, 자전거 이용 시 매우 위험해 보이고 차량파손도 염려됩니다.
보수작업을 요청드립니다.",2022-05-29,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2205-0912654)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""회덕동 204-4번지 일원 도로보수요청""에 관한 것으로 이해되며, 공공용 도로에 대하여는 불편함이 없도록 보수 조치할 계획임을 알려드립니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 기반조성팀 오진규 주무관(☏031-760-4747)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-06-02,건설과
담안교 밑 자전거도로 공사 관련,"수고 많으십니다
제목과 관련하여 자전거 도로 공사 위치에 인도가 막아져 있어 보행에 불편함과 위험이 있습니다
최소 안내 표지판을 (공사 일시 및 대안 등) 세워 보행자의 불편함을 줄이는 노력이 필요합니다
본 건 관련 시청 혹은 관련 행정 기관에서는 어떤 대안을 세우고 계신지 안내를 부탁 드립니다
좋은 하루 되세요",2022-05-27,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2205-0852000)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 민원내용
- 광주역~태전지구 자전거도로 시범사업 공사 관련
○ 회신내용
가. 우선 공사로 인한 통행불편을 초래하게 되어 사과의 말씀을 드리며, 해당구간에 대하여 현장 점검 후 안전사고 예방을 위해 난간설치를 우선 지시 하였습니다.
나. 난간 설치까지는 일주일이 소요될 예정이며 난간설치 시 까지 공사로 인해 통행이 불가능 하여 맞은편으로 임시통행로 설치 및 안내를 하였음을 알려드리며, 조속히 시공될 수 있도록 현장관리에 만전을 기하겠습니다.

2. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로사업과 도시도로1팀 성기훈(☎031-760-4699)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-05-30,도로사업과
자전거도로개선,광주시에서 팔당까지 자전거도로 연결한다고 했던것 같은데 전혀 진행이 안되는것 같아서 문의합니다 또한 분당 탄천으로 진입을 하려면 현재는 갈마치고개를 넘어가야하는데 그쪽으로 가는 길은 인도및 도로가 좁아 많이 불편합니다. 앞으로 분당탄천 방향으로는 자전거 도로를 연결할계획은 없는지도 궁굼합니다,2022-05-26,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2205-0824532)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 민원내용
- 광주시 ~ 팔당, 탄천 자전거도로 연결
○ 회신내용
가. 귀하께서 문의하신 국도45호선은 관리청인 국토교통부에 건의 하였으나 도로폭 협소 및 예산확보 등 당장 사업시행이 어렵다는 의견이 있어 자전거 이용자들의 안전을 위하여 자전거도로 노면 표시등을 해놓은 상태이며,
나. 추후 자전거도로 개설을 위해 국토교통부의 도로확장 계획 또는 자전거도로 구축사업 기본계획 수요조사 시 반영(탄천연결 등) 될 수 있도록 지속적으로 건의하겠습니다.

2. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로사업과 도시도로1팀 성기훈(☎031-760-4699)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-06-08,도로사업과
경안동 일반음식점 하수구 악취관련 민원,"안녕하세요. 경안동 57-10번지에 있는 이슬포차 라는 일반음식점입니다.

매장 앞 옆에 있는 하수구에서 악취가 너무 심하게 나서 청소란 청소는 다 해봐도 냄새가 없어지질 않아 민원 남깁니다.

전문업자의 도움이 필요할거같습니다. 감사합니다.",2022-05-25,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2205-0796091)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 경안동 57-10번지 일원 맨홀 악취에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다
- 귀하께서 문제 제기하신 경안동 57-10번지 일원 맨홀 악취와 관련하여 현장 확인 결과 개인 배수설비 집수정 내 담배꽁초 등 다수의 이물질이 퇴적되어 악취가 발생되고 있는 상황이나,
- 해당 시설물은 「하수도법」제27조에 따른 사유지에 설치된 배수설비에 해당하므로 토지 소유주ㆍ이해관계인이 관리하여야 할 사항임을 알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 하수과 관로정비팀 김슬기 주무관(☎760-2168)으로 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝.
",2022-06-09,하수과
아파트 관리업체 재계약 입주민 동의 관련,"아파트명 : 이편한세상 태재 1단지 (경기 광주시 오포읍 태재로 20-15)

당 아파트 관리업체 계약기간 만료로 인하여 관리규약에 따라
입대의에서 선관위에 관리업체 재계약 관련하여 입주민 사전 의견 조사를 실시하였습니다.

의견 청취 장소는 선관위서 정한 경비실로 장소 자체에는 문제가 없다는 것에는 의견이 없습니다.
그러나 청취 기간 동안 제출되는 의견서 일부를 경비실에서 먼저 열어보았다는 주민들이 의견이 있습니다.

관리사무소는 주민 투표도 아니고 단순 의견 청취라 사전 개봉은 문제가 되지 않는다는 입장입니다.
관리소 의견
1. 낱장으로 제출해서 열어본 것이다.
2. 무슨 서류인지 확인차 열어본 것이다.
3. 투표가 아닌 의견 청취라 문제가 되지 않는다.

입주민 의견
1. 봉투에 담겨진 것도 열어보았다.
2. 경비실에 의견조사서 수거 내용 전달되었을텐데. 입주민이 무슨 서류를 제출하는지 모른다? 이해가 안된다.
3. 투표함도 없이 그럼 단수 수거를 한다면 충분히 오해의 소지가 있다.

엄연히 선관위에서 실시하는 주민 의견 조사인데, 의견 청취기간이 완료되지도 않은 상황에서
사전에 경비실서 오픈한다는게 행위 절차상 문제가 없는지 궁굼합니다.

투표가 아니라 주민 동의나 청취라면 누구나 개봉해도 상관이 없는 것인가요?
선관위서 주관하는 것이라면 이는 공정성을 위함이라 판단합니다.
주민 의견 조사라 하더라도 밀봉된 보관함에 보관하였다가 의견 조사 기간 완료 후 선관위 입회하에 개봉하는게 맞다 생각합니다.

해당 행위에 대한 절차상 문제가 없는지 답변 요청드립니다.

감사드립니다.",2022-05-25,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2205-0786369)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 “관리업체 재계약 관련 주민 의견청취에 대한 절차 상 하자 여부”으로 판단됩니다.

3. 귀하의 민원사항에 대한 의견은 다음과 같습니다.
- 공동주택관리법 시행령 제5조제2항제2호에 따라 계약기간이 끝난 주택관리업자를 수의계약으로 선정하려는 경우 관리규약에 따라 선거관리위원회에서 입주자등의 의견을 청취하게 되어 있는 등 의견청취 업무는 선거관리위원회의 고유 업무이며,
- 귀하의 민원내용과 같이 귀 단지 의견청취 기간 중 발생한 사항에 대하여는 공동주택관리법에 규정된 바는 없으나, 귀 단지의 선거관리위원회가 공정성 침해 및 해당 행위가 결과에 영향을 미쳤는지 여부 등을 종합적으로 판단하여 조치할 사항으로 사료됩니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 광주시청 주택정책과 공동주택관리팀(☏031-760-8748)으로 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-05-31,주택정책과
