제목,내용,작성일자,답변,답변일자,담당부서
음식물쓰레기수거함에서 쓰레기국물이 인도로 흘러나오고 있습니다,"또봉이통닭 경기광주태전점 (경기 광주시 태봉로 18 태광빌딩) 앞에 있는 음식물쓰레기수거함이 깨져있어서 항상 쓰레기국물이 거리에 흥건합니다.
수거함을 정상적인 것으로 교체하면 해결될 것으로 보입니다.
교체 부탁드립니다.

감사합니다.",2022-08-10,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2208-0322070)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""태봉로 18번지 인근 음식물 쓰레기통 교체 요청""에 관한 것으로 이해됩니다.

3. 귀하의 요청사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 제기하신 불편사항을 해결하고자 2022년 8월 16일 “태봉로 18번지 인근 음식물 쓰레기통 교체” 완료하였음을 알려드립니다.

4. 귀하의 민원사항에 만족스러운 답변이 되었기를 바라며, 기타 문의사항은 광남1동 행정복지센터 총무팀 김상연 주무관(760-1964)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-08-17,광남1동
폭우로 인한 도로 보수 요청의 건,"안녕하세요, 무더위와 폭우로 인해 노고가 많으십니다.
금번폭우로 인해 여러지역의 피해가 있었음을 알고있습니다.
8/8 내린 폭우로 인해 본 심포니하임 빌라 앞 도로와 빌라주차장내 피해로 인해 입주민들이 많은 어려움을 겪고 있습니다.

빌라옆 산에서 비와 함께 쏟아져 나온는 엄청난 토사와 돌들.....
배수로가 원활하지 않아 이모든 것들이 대량의 비와 함께 당빌라 주자창 내부로 모두 흘러들어와 엉망이 된 상태 입니다.
출근길 출차도 어려운 상황이었지만, 폭우는 천재지변이며 빌라주차장은 사유지이기 때문인부분을 인지하고있어서 별도의 민원접수는하지 않았습니다.

전일 입주민 전체가 모여서 밤늦게까지, 산에서 흘러내려오는 빗물에 대해 배수로를만들고 둑을 쌓아 임시 방편으로 해놓았습니다.
다만 현재 국유지부분인 빌라앞 아스팔트 일부분이 지반이 약해서 많이 내려앉아있습니다. 비오기전에도 일부다 많이 내려 앉아있는상황으로 통행시 불안감을 감출수 없는바 입니다.
아스팔트가 내려앉아서 들떠있는 부분에서 물이 솟아 오르고 있습니다.

참고로, 당빌라고 들어오는 통신선이 국유지인 빌라앞 통신맨홀에서 막혀 있는상황이어 모든입주민이 빌라 내부로 인터넷선을 연결하여 사용하고있습니다. 국유지에서 사유지인 빌라로 들어오는 부분에 대한공사는 입주자 임의대로 할수 없는것으로 알고 있습니다. (빌라통신에서 각세대별로 들어온느인터넷공사는진행완료된상황이며, 국유지 부분땅을 파서 공사를진행행된다고 합니다.)

해당부분에 대해 조속한 처리를 부탁드리겠습니다.",2022-08-10,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2208-0311405)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “집중호우에 따른 도로 토사유출”에 관한 것으로 이해됩니다.

3. 민원사항에 대한 검토 의견은 다음과 같습니다.
- 8.8.부터 8.10일까지 집중호우로 인하여 오포읍 전역에 많은 피해가 발생한 실정으로 읍에서는 가용자원을 이용하여 복구작업에 총력을 다하고 있습니다.
- 주민들의 호우 피해 신고건에 대하여도 신속하고 빠짐없이 피해 조사와 복구작업을 추진하고자 하오니, 복구 전 다소 불편하시더라도 널리 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 오포읍행정복지센터 안전도시과 개발팀(031-760-8731~8734)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-16,오포읍
도로 유실 위험,"안녕하세요

열미길 185 앞 도로가 이번 폭우로 인해서 일부 유실되어 무너졌습니다.

평소에 쓰레기를 수거하는 곳이라 사람의 통행이 잦고,

큰 차량(몇 톤 이상되는 트럭)이 자주 주정차하는 곳이라 큰 사고로 이어질까 우려가 됩니다.

그럼에도 일부 사람들이 계속 쓰레기를 버려 쓰레기도 하천으로 떠내려가는 것 같아 걱정입니다.

현재 무너진 도로가 하천가에 떨어져있고, 남아있는 도로 밑 쪽도 비어 있는 것 같습니다.

지반의 상태 확인이 필요할 것 같고, 통행금지 펜스라도 쳐야하는 게 아닌가 싶습니다.

빠른 확인 부탁드립니다.

감사합니다.",2022-08-10,"귀하께서 요청하신 민원에 대해 2회이상 보완요청드렸으나, 보완요청이 이루어지지 않아 종결처리되었음을 알려드립니다.
",2022-09-02,곤지암읍
다리가 무너지지 않을까 걱정되어 민원 넣습니다,"신현천 부근 용상골현대아파트 버스정류장 옆 다리 인도 부분이 사진과 같이 아스팔트와 콘크리트가 분리되어 철근 부분이 드러나 있습니다.
무너지지 않을까 염려되니 조치 부탁드립니다.",2022-08-10,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호1AA-2208-0302811)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원은 「오포읍 용상2교 연결부 보수요청」에 관한 것으로 이해됩니다.
3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 해당 교량의 보도 연결부 훼손 부분을 보수하였으며, 해당 교량 등 관내 도로시설물은 연 2회 정기안전점검을 통해 지속적으로 관리하고 있음을 알려드립니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀 한기석 주무관(☏031-760-2164)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-30,도로관리과
산사태 발생 확인 및 처리요청(우방아이유쉘 도로 부근),"안녕하세요,
요즘 폭우로 인해 노고가 많으십니다.

우방아이유쉘 부터 영은미술관까지 가는 청석로 길이 산사태로 인하여 흙과 자갈등이 흘러나와
도로를 뒤덮고 있고 아직 물도 안빠지고 있습니다.

확인 및 처리 부탁드립니다.",2022-08-10,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2208-0298930)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “집중호우에 따른 도로 토사 조치”에 관한 것으로 이해됩니다.

3. 민원사항에 대한 검토 의견은 다음과 같습니다.
- 8.8.부터 8.10일까지 집중호우로 인하여 오포읍 전역에 많은 피해가 발생한 실정으로 읍에서는 가용자원을 이용하여 복구작업에 총력을 다하고 있습니다.
- 주민들의 호우 피해 신고건에 대하여도 신속하고 빠짐없이 피해 조사와 복구작업에 최선을 다하고자 하오니, 복구 전 다소 불편하시더라도 널리 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 오포읍행정복지센터 안전도시과 개발팀(031-760-8731~8734)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-16,오포읍
양벌리 대단지 단독주택 (마루들길251-6번지 렉스힐 빌라 옆)건축 중단 및 검토,"경기도 광주시 오포읍 양벌리에 있는
(마루들길251-6 번지 렉스힐 101동 102동 103동 바로 옆 단독 주택 단지)
한 대 단독 주택 단지 건축 기간 중으로 알고 있는 곳에서
매년 내리는 비에 흙물과 돌들이 주변 빌라단지 와 아파트 주변을 덮는 피해가
일어 납니다
이번에는 더욱 심각한 상황까지 일어나 주민들이 어려움을 겪고 있습니다
이점 검토 하여 주변 주민들의 피해에 대한대책이 필요합니다
검토 부탁드립니다",2022-08-09,"1. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2208-0283156)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “오포읍 양벌리 333-103번지 주택단지로 인한 우수 피해 사전 예방 조치 요청”에 관한 것으로 이해됩니다.
3. 민원사항에 대해 검토한 의견은 다음과 같습니다.
(건축과)
- 오포읍 양벌리 333-103번지는 공사가 완료되어 건축물사용승인을 득하였으며,
- 아울러, 건축허가는 「건축법」에 따라 건축물에 관하여 처리되는 민원사무로 말씀하신 우수로 인한 불편사항에 대하여는 조치가 어려운 실정임을 알려드립니다.
- 다만, 상기 현장 관계자에게 우수 피해에 대한 사전 예방 조치를 이행하여 줄 것을 요청하고 있음을 알려드리오니 이점 이해하여 주시기 바랍니다.
(산림과)
- 우선 허가지 개발공사로 오랜시간 불편을 끼친 점 사과드립니다.
- 오포읍 양벌리 333-103, -126번지는 【단독주택, 제2종 근생(주민편의시설, 사무소) 및 도로】 목적으로 개발행위(산지전용) 허가 및 준공 처리된 곳으로, 현장확인 결과 허가지에서 유출된 토사물이 아님을 알려드리며, 앞으로도 주변 피해가 없도록 수허가자 행정지도하였음을 알려드립니다.
4. 그 밖에 귀하께서 제기하신 민원과 관련하여 궁금하신 사항이 있을 경우 건축과 김재영 주무관(031-760-8624), 산림과 이가빈(031-760-2891)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝
",2022-08-19,건축과
회사에 상수도 공급이 부족합니다,"안녕하세요

오포읍 문형리에 위치한 사업장 입니다

최근 한달전부터 사내 물탱크에 물이 고갈되어 업무중 수도사용이 불가능한 상황이 계속되고 있습니다

처음엔 수자원공사에 민원을 접수하였고 수자원공사 광주지역 담당자분들께서 몇번 내방하셨습니다

저희 사업장은 언덕위에 위치하고 있어 조건부 수용가라는 답변을 받았습니다

수압이 낮은 위치에 공장 부지가 있어 물탱크를 사용하는 조건으로 수도 사용 승인이 난다는 내용입니다

그리고 재차 반복되는 물 부족에 수자원공사에서 저희 업체 입구 소화전에 압력계를 설치하여 물 공급 패턴을 분석하였습니다

결론은 수로에 물은 있지만 압력이 부족하여 특정 시간대에만 회사로 물이 공급되며 현재 수자원공사로서는 더 해결할 방법이 없다였습니다

물 탱크 용량대비 사용량이 많은것은 아닌지에 대한 답을 받았으나 산간 오지에 있는 군부대도 아닌데 시간을 정해 급수가 되는것이 납득이 되지 않습니다

저희 사업장은 현재 위치에 2016년에 이사를 했고 그동안 물부족을 경험한 이력이 없습니다

물을 많이 소비하는 식품회사도 아니며 인원이 급격히 증가한것도 아닙니다

동일한 위치에서 7년째 업무를 보고 있으며 심지어 물이 심야 시간대에 채워지는것도 그간 모르고 지냈습니다

압력이 부족하다고 하여 승압이 가능한지 문의 하였으나 그런것은 불가능하다고 답변 받았습니다

해결 할 수 없다는 수자원공사의 답변에 광주시청으로 민원을 남깁니다

다인원이 근무하는 사업장에서 약 한달째 물 부족으로 용변조차 집에가서 보고 오는 심각한 상황입니다

조속한 해결을 요청 드립니다",2022-08-09,"1. 귀하의 건강과 행복을 기원합니다.

2. 귀하께서 국민신문고를 통해 신청(1AA-2208-0279559)하신 급수공급 수압 불량에 관한 민원에 대하여 답변드리겠습니다.

3. 민원이 발생된 수용가는 고지대에 위치에 있어 급수공급 수압이 매우 불량하여 신청 당시에 저수조사용 조건으로 급수공사 승인이 되었습니다. 현장 방문시 귀하에게 설명을 드렸듯이 귀 사에게 공급되는 급수 인입관 개선공사를 우리시에서 시행하여도 귀 사에서도 내부배관 확관 및 급수계량기 구경 증설공사가 동시에 진행되어야 저수조의 수돗물 담수시간을 단축시킬 수 있는 효과를 기대 할 수 있습니다. 향후에 귀사에서 내부 배관 확관 등 개선공사를 진행하시게 되면 우리시에서도 협조할 사항이 있는지 적극 검토하여 처리토록 하겠습니다.

4. 답변내용에 추가 설명이 필요한 경우 수도과 (031-760-2642)로 연락주시면 성심껏 안내드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-18,수도과
인도 유실로 인한 복구요청,"경기도 광주시 삼동 210
해당 주소에 어제 우천으로 인해 인도가 유실되었습니다.
유첨자료 확인하시어 빠른 복구를 부탁드리겠습니다.
현재 더 유실될 경우 사고가 염려됩니다!",2022-08-09,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2208-0279660)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""삼동 211-1번지 일원(안가지울천) 하천변 도로 및 축대 유실""에 관한 것으로 이해(또는 판단) 됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. ""삼동 211-1번지 일원(안가지울천) 하천변 도로 및 축대 유실"" 건에 대하여 최근 집중호우로 인해 발생된 수해는 2차 피해 방지를 위하여 조속히 현장 조사 및 임시 안전 조치를 하고 차후 우리 시 전 지역을 대상으로 항구복구 예정이오니 이 점 널리 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 유성희 주무관(☏031-760-2375)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-08-12,건설과
도로 침수 해결 요청합니다.,"저는 초월읍 지월리에 거주하고 있습니다.
늘 비만오면 발생하던 일이 오늘 아침에는 기어이 심각하게 터졌습니다.
광주방향으로 나가는 길을 삼육재활병원인근인 농협앞을 경유하는 방향과 도평리방향 두군데가 있습니다.
도평리방향은 현산마을쪽을 거치는데 비가 심하게 오면 늘 산에서 토사와 돌덩이들이 밀려내려와서 위험천만한 지역입니다.
도평리방향으로 겨우 나가다보니 3번국도와 만나기전 ""하나님의교회""와 ""기아서비스공업사"" 인근이 도로가 너무 낮아
침수로 나갈수가 없었습니다. 배수는 안되고 도로는 낮고 도로를 높이고 배수공사만 제대로 되었어도 문제가 없었을것을요...ㅠ
그리고 도평리방향이 차단되어 농협방향으로 시도하였으나 여기는 더 심각합니다. 약1km가까이 도로가 물에 잠겨 있었습니다.
여기도 비만오면 농협앞은 마치 저수지가 되는곳입니다.
이미 양방향에 승용차들이 진입했다가 시동이꺼져서 물에 잠겨있는 상태였습니다.
제차는 승용차라서 현실을 눈앞에서 보고 진입할 엄두를 못내겠더라고요...ㅠ...1시간넘게 양쪽으로 왔다갔다하다가 결국 출근을 포기했습니다.

이번비는 사상유래없는 비라는것은 알고 있습니다. 하지만 상습 침체구역은 도로공사하실때나 보수하실때 참고하셔서 다시 재발하지않게
만드는것이 맞는것같은데 왜 매번 같은 상황을 보고도 차가 침수되지 않으니까 넘기신것같습니다.
차체가 높은 트럭들은 지나가지만 이지역에 거주하는 승용차 운전자들은 위험천만한 상황을 그대로 받아들여야하는것인지 답답합니다.

또한 광주시내에서 들어오는 방향에서 농협앞까지 이어지는 길은 배관공사를 한것같은데 이미 공사는 끝났을텐데 그게 마무리인지...
길을 지나가면 차가 덜컹거리면서 매우 불편합니다.
이구간은 공사마무리도 엉망이고 늘 겨울만되면 제설작업도 제대로되지않아 식은땀을 손에 쥐게 만드는 지역입니다.
갑작스런 비로 고생들하시겠지만 사전에 미리 조치만했어도 이런 뻔한 피해들은 없을것으로 생각됩니다.",2022-08-09,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호1AA-228-0276316)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은「초월읍 시도 3호선 구간 상습침체 구역 배수문제 」에 관한 것으로 이해되며,
3. 귀하의 민원사항에 대하여 검토한 의견은 다음과 같습니다.
- 해당 구간 중 주민 불편 해소를 위해 상습침체 구역을 확인하여 순차적으로 단가공사를 통해 보완조치할 계획임을 알려드립니다.
4. 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀 한기석 주무관(☏031-760-2164)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-29,도로관리과
산사태 발생 확인 및 처리요청(양벌3리),"안녕하세요,
양벌3리 양벌로119번길 길 전체가 산사태로 인해 자갈과 바위, 모래들로 뒤덮였습니다.

산사태 지역 확인 및 자갈, 바위 등 처리 부탁드립니다.
작년부터 비가 많이오면 맨 위 전원주택 단지 쪽 산에서 산사태가 자꾸 일어납니다.
부실공사인지도 같이 확인 부탁드립니다.

수고하세요.",2022-08-09,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2208-0359487)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “집중호우에 따른 도로 토사유출 조치 ”에 관한 것으로 이해됩니다.

3. 민원사항에 대한 검토 의견은 다음과 같습니다.
- 8.8.부터 8.10일까지 집중호우로 인하여 오포읍 전역에 많은 피해가 발생한 실정으로 읍에서는 가용자원을 이용하여 복구작업에 총력을 다하고 있습니다.
- 주민들의 호우 피해 신고건에 대하여도 신속하고 빠짐없이 피해 조사와 복구작업에 최선을 다하고자 하오니, 복구 전 다소 불편하시더라도 널리 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 오포읍행정복지센터 안전도시과 개발팀(031-760-8731~8734)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-16,오포읍
