제목,내용,작성일자,답변,답변일자,담당부서
우산천에 오수가 흐르고있습니다,"저희집 앞 우산천에 오수가 흐르고있습니다 악취도 심하고 심지어 아래쪽에서 아이들이 놀고있어 탈날까봐 부모에게 오수가 흐르고있어 물에 들어가지말라고 했습니다 빠르게 해결되었으면 좋겠습니다.

위치 경기도 광주시 퇴촌면 관음리 796",2022-08-28,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2208-0911251)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 관음리 796번지 일원 차집관로 준설 요청에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다
- 귀하께서 문제 제기하신 관음리 796번지 일원 차집관로 준설 요청과 관련하여 해당 관로에 대해서 도시관리공사에 준설 작업 요청하였으며
- 조속한 시일내로 준설 작업을 진행할 예정임을 알려드리오니 이점 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 하수과 관로정비팀 김슬기 주무관(☎760-2168)으로 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝.
",2022-09-02,하수과
정류장 계단 위 거미줄 없애주시고 계단위 밝게 해주세요,"광주경찰서 정류장 내리면 위로 올라가는 계단이 있는데 거미줄이 점점 내려와서 170cm넘는 사람들은 머리에 닿을듯말듯 합니다; 거미줄 닿으면 안되니 숙이게 되는데 나중엔 허리까지 숙이게 될 지경이 될것 같습니다. 보기에도 무척 혐오스럽구요. 인적드문곳도 아니고 벽산&경남&빌라 사는 사람들이 다 이용하는 곳인데 거미줄이 여기저기 보입니다;;
벽산쪽으로 내려가는 계단 위도 거미줄이 많이 내려왔으며 밤에는 깜깜해서 휴대폰 조명으로 내려가야합니다; 속히 처리해주시길 부탁드립니다!",2022-08-28,"국민신문고 접수 민원에 대해 아래와 같이 답변하고자 합니다.

1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2208-0895628)에 대한 검토 결과를 다음과 같이 안내드립니다.

2. 귀하의 민원내용은 ""육교 내 거미줄 등 적치로 인한 불편사항""으로 판단되며, 9. 1. 현장방문하여 청소 및 거미줄 제거 등 기 조치완료하였음을 알려드립니다.

3. 답변 내용에 추가 설명이 필요한 경우 탄벌동행정복지센터[유진성 주무관(☎031-760-4522)]로 문의 주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-09-07,탄벌동
하수구 철의 들림으로 차량 파손으로 불편,"쌍령동 337-3번지 현대하우스빌 입구에 하수구 철이 들려서 차량 운행시 하수구 철으로 인해 차량 파손이 우려돼고 챠량 바퀴의 끼임이 있습니다.
하루 빨리 차량 운행에 지장을주는 하수구 철의 들림을 해결해 주세요~~~",2022-08-28,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2208-0895101)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""쌍령동 338-25번지 일원 스틸그레이팅 보수요청""에 관한 것으로 이해되며, 공공용 도로에 대하여는 불편함이 없도록 보수 조치할 계획임을 알려드립니다.

3. 다만, 기존 관내 소규모 공공시설(공공용 도로 등)에 대한 유지 및 보수사업이 금번 ""8.8.~17. 호우피해 응급복구""등으로 사업물량이 소진되어 재계약추진 중에 있으며, 기존 다수의 보수물량이 누적되어 있어 보수가 다소 지연될 수 있음을 알려드리오니 이점 양해하여 주시기 바랍니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 개발행정팀 서경원 주무관(☏031-760-2948)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-09-19,지역개발과
주변공사로 인한 주민피해,"퇴촌면 도지울길13번길에 위치한 공사현장

1. 공사 안내문도 없이 무작위로 공사를 진행하여 주민 불편을 초래함.
2. 공사구간 먼지나 소음관리가 되지 않고 이를 막는 시설도 없이 공사를 진행하고 있음.
3. 주변 주민에게 일조권 침해에 대한 안내 없이 건축물을 세우고 있음.

상기 내용으로 볼때 주민들과 계속적인 분쟁 및 광주시청의 관리 미흡에 대한 불만이 고조되고 있어 시정을 요구 합니다.",2022-08-26,"민원인이 취하서를 제출하여 취하처리하고 자체 종결 함
",2022-09-02,환경정책과
마을길 도로보수 요청,"이번 많은 비로 인하여 경기도 광주시 곤지암읍 신만로58번길 6-10
(주)에이엘케이 앞 마을길 아스팔트가 지반 침하및 파여져 나가서
주민통행에 불편이 있어서 긴급 보수를 요청합니다",2022-08-26,"1. 평소 광주시정에 많은 관심을 가져주신데 대하여 진심으로 감사드립니다.

2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2208-0829068)에 대한 검토 결과를 다음과 같이 알려드립니다.

3. 귀하의 민원 내용은 ""수양리 57-8번지 일원 비법정 도로 보수"" 요청에 관한 것으로 판단됩니다.

4. 귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
- 현장 확인 후 유지보수 업체 통보하여 파손된 도로에 대해 재포장 조치하도록 요청하였며, 자재 수급 및 기상상황 등 업체 사정에 따라 지연될 수 있습니다.

5. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이필요한 경우 곤지암읍 개발팀 이진욱 주무관(☎031-760-8416)으로 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-09-01,곤지암읍
경기 광주 직동의 아스콘 공장 허가를 취소해 주십시오!!,"안녕하세요. 경기 광주 시민입니다.

아스콘 공장 허가가 된 뒤로 여러 모로 정보를 본 결과

아스콘 공장 허가는 꼼수 허가라는 것을 알았습니다.

전혀 환경 평가와 주민 건강 고려가 안된 허가입니다.

이번에 당선된 방시장님의 시정과도 맞지 않습니다.

아스콘 공장 허가를 취소해 주십시오!!

감사합니다.",2022-08-25,"1. 귀 가정의 건강과 행복을 기원합니다.
2. 귀하께서 국민신문고에 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 민원 및 회신내용
- 직동 102-20번지 일원 상 아스콘 공장 등 건축 반대
⇒ 민원 회신에 앞서 광주시 직동 102-20번지 상 건축허가 건의 경우 아스콘 생산 공장이 아닌 레미콘을 생산하는 공장목적으로 건축허가 처리된 사항임을 알려드립니다.
⇒ 건축허가의 경우 건축법 및 관계법령상 저촉이 없을 경우 허가처리 되는 사항으로 입지반대 민원 등에 따라 건축허가를 강제(제한)하기는 어려운 점 이해하여 주시기 바랍니다.
⇒ 상기 레미콘 공장의 경우 기존 공장건축물 4개동을 철거(연면적:2,027.40㎡) 후 2개동을 신축(연면적:347.00㎡, 기계시설 포함 건축면적:1,157.71㎡)하는 사항이며, 해당 위치에서 채석 등의 행위 등은 이뤄지지 않으며, 해당위치 공장에서 레미콘 재료 등을 혼합하여 반출하는 형태임을 알려드립니다.
⇒ 또한, 건축주가 광주시에 제출한 레미콘차량 운영계획에 따르면 상기위치에서 운영되는 레미콘 차량은 총 35대인 것으로 파악되고 있습니다.
⇒ 아울러, 주민민원 등에 따라 건축주도 상기 사업을 당장 시행(착공)하기 보다는 주민들에게 관련 사업내용을 충분히 설명하겠다는 의사를 표현하였음을 알려드리니 이점 많은이해 있으시길 바랍니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가로 궁금하신 사항에 대하여는 건축과 건축2팀(☎ 031-760-8630~8634)으로 문의 하시면 성심껏 답변 드리도록 하겠습니다. 끝.
",2022-08-31,건축과
경기도 광주시 직동 102-20번지 대광아스콘의 아스콘 공장 ( 22.8.12일 허가)의 승인 철회를 촉구합니다.,"경기도 광주시 직동 102-20번지 대광아스콘의 아스콘 공장 ( 22.8.12일 허가)의 승인 철회를 촉구합니다.

(1)주택단지 밀접 지역에 유해공장 설치로 인한 피해
인근 태전지구, 삼동,직동,중대동,목동은 광주시 중에서도 대규모로 주거 밀집지역입니다.
주거지역인근에 해당 공장을 건설하게 된다면 아스콘 생산할 때 발생하는 분진 및 악취/ 교통안전등에 큰 피해를 입을것이 불보듯 뻔히 보이는 해당 공장의 허가를 철회해주세요!

(2)교통난 및 교통사고 위험
아스콘 회사의 덤프트럭 대형 차량이 태전지구, 삼동,직동,중대동,목동 주민들이 이용하는 고불로를 그대로 이용 한다고 합니다.
지금도 상습정체로 도로 확충히 시급한 광주시인데, 광주 초입부터 더 많은 대형차량이 유입되어 출퇴근 정체가 악화될것이고
그외 소음,먼지로 후에 주변 학교를 다닐 학생들의 열악한 통학 여건이 더욱 위협받게됩니다.
많은 주민들이 필요성을 여러번 강조한 이지역의 초등학교 추진, 주변 교육 환경 개선은 매우 더딘 상황에도 불구하고 공장 허가는 신속한 광주시에 답답함을 느낍니다.

(3)환경오염
최근에 초월읍 신월리 중금속 폐수 무단 방류로 인근 천이 회색으로 오염되고 악취로 주민들이 피해를 입었습니다.
이번에 들어설 레미콘 공장도 폐수를 위탁업체에 맡긴다고 하니 정화과정을 제대로 거치지않은 폐수를 충분히 몰래 버릴수 있는 여지가 다분합니다.
타지역도 아스콘 공장으로 인한 인근지역 환경오염 등의 사례가 발생하는 것으로 알고 있습니다.


(4)타 지역 사례
대구 수성구에서도 아스콘 공장을 설치 한 이후 인근 주거밀집지역에서 오랜동안 크고작은 문제들이 발생하였으나, 한번 건설된 공장을 쉽게 이전할 수 없어 무려 40년동안 고통을 받다가 40년이 지난 지금에서야 겨우 공장 이전을 추진화하고있습니다
이런 사례를 쉽게 찾아볼 수 있는데 광주시는 어떻게 아스콘 공장을 해당위치에 승인을 하였는지 이해가 되지 않습니다.
광주시는 광주시민들의 건강증진과 안전한 주거지역을 보전할 수 있도록 힘써주시기 바랍니다

위와 같은 사안등으로 광주시민들은 벌써부터 걱정이 많습니다.
광주시는 위와 같은 문제점들을 고려하였다면 허가를 승인할 이유가 없다고 생각되는데, 아스콘공장 허가승인이라니 매우 의아합니다
불보듯 뻔하게 주민피해가 예상되는 시설을 입주민 의견 수렴 청취도 없이 허가를 해준 광주시에 분개하는 바이며 해당 공장의 건설허가 철회를 강력히 촉구합니다.",2022-08-25,"1. 귀 가정의 건강과 행복을 기원합니다.
2. 귀하께서 국민신문고에 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
○ 민원 및 회신내용
- 직동 102-20번지 일원 상 아스콘 공장 등 건축 반대
⇒ 민원 회신에 앞서 광주시 직동 102-20번지 상 건축허가 건의 경우 아스콘 생산 공장이 아닌 레미콘을 생산하는 공장목적으로 건축허가 처리된 사항임을 알려드립니다.
⇒ 건축허가의 경우 건축법 및 관계법령상 저촉이 없을 경우 허가처리 되는 사항으로 입지반대 민원 등에 따라 건축허가를 강제(제한)하기는 어려운 점 이해하여 주시기 바랍니다.
⇒ 상기 레미콘 공장의 경우 기존 공장건축물 4개동을 철거(연면적:2,027.40㎡) 후 2개동을 신축(연면적:347.00㎡, 기계시설 포함 건축면적:1,157.71㎡)하는 사항이며, 해당 위치에서 채석 등의 행위 등은 이뤄지지 않으며, 해당위치 공장에서 레미콘 재료 등을 혼합하여 반출하는 형태임을 알려드립니다.
⇒ 또한, 건축주가 광주시에 제출한 레미콘차량 운영계획에 따르면 상기위치에서 운영되는 레미콘 차량은 총 35대인 것으로 파악되고 있습니다.
⇒ 아울러, 주민민원 등에 따라 건축주도 상기 사업을 당장 시행(착공)하기 보다는 주민들에게 관련 사업내용을 충분히 설명하겠다는 의사를 표현하였음을 알려드리니 이점 많은이해 있으시길 바랍니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가로 궁금하신 사항에 대하여는 건축과 건축2팀(☎ 031-760-8630~8634)으로 문의 하시면 성심껏 답변 드리도록 하겠습니다. 끝.
",2022-08-31,건축과
전기차 보조금 우선비대상 보급 증가 요청,"수고 많으십니다.

22년8월25일 기준으로
우선비대상 : 공고 269, 출고 243 => 90% 출고
택시 : 공고 55, 출고 3 => 5% 출고
법인.기관 : 공고 164, 출고 27 => 16% 출고
우선순위 : 공고 55, 출고 10 => 18% 출고

위와 같은 상태입니다.
우선비대상이 전체 출고 중 대부분을 차지하고 있으며 현재 90%로 마감 임박인 상태이오나
택시, 법인.기관 및 우선순위 대상에서는 출고율로 짐작하건데 올해 안으로 마감되지 않을 확률이 높습니다.

제조사 이슈로 인해 오랜 기간 기다렸는데 지자체 보조금 마감으로 인해 차를 받지 못하는 불상사가 생기지 않았으면 합니다.
이전 공고문에 따르면 보급 대수는 예산 범위 내에서 변동 가능이라고 명시되어 있습니다.
서울시의 경우 며칠 전 우선비대상 일부 물량을 택시로 옮겼습니다.
우선비대상 보급 증가 민원 올립니다.",2022-08-25,"- 귀 가정에 건강과 행복을 기원합니다.

- 귀하의 민원내용은 “경기도 광주시 전기자동차 보조금 사업 승용 물량”에 관한 것으로 판단됩니다.

- 귀하의 민원사항에 대하여 검토한 결과는 다음과 같습니다.

· 현재 승용의 경우 7월 1일 이후 일반물량, 법인물량, 택시물량 통합된 상태이며, 잔여물량 150대 이상입니다.

- 기타 궁금하신 사항이 있으신 경우 경기도 광주시 환경정책과(760-2739)로 문의하여 주시기 바랍니다.


",2022-09-02,환경정책과
일반 승용 전기차 지원 대수 좀 늘려주세요,"현재 8.25일 기준으로 일반 승용 전기차 지원사업 지원대수가 27대 남아있는 상황인데 턱없이 부족합니다.
제가 구매한 차를 받으려면 몇달 더 기다려야 하는 상황인데 27대 남아있는 거로는 지원 받기가 어렵다고 봅니다.
사업용이나 화물용 전기차량지원대수를 일반 승용 지원대수로 늘려주세요 일반 시민들 타는 전기차 지원대수가 다른 시에 비교해서 너무적어요 실질적으로 전기차를 타고싶어도 탈수가 없을거같아요 일반 승용 전기차지원대수 늘려주세요 꼭 부탁드립니다 ... 현재 남은 잔여대수 수량을 보니 사업용 택시 등의 물량은 아주많이 남아있는거로 확인 되는데 이 물량을 일반 승용차로 바꿔주세요.",2022-08-25,"- 귀 가정에 건강과 행복을 기원합니다.

- 귀하의 민원내용은 “경기도 광주시 전기자동차 보조금 사업 승용 물량”에 관한 것으로 판단됩니다.

- 귀하의 민원사항에 대하여 검토한 결과는 다음과 같습니다.

· 현재 승용의 경우 7월 1일 이후 일반물량, 법인물량, 택시물량 통합된 상태이며, 잔여물량 150대 이상입니다.

- 기타 궁금하신 사항이 있으신 경우 경기도 광주시 환경정책과(760-2739)로 문의하여 주시기 바랍니다.


",2022-09-02,환경정책과
하천 다리 복구 요청의 건,"안녕하세요. 경기 광주에 살고 있는 시민입니다.
8월 기록적인 폭우로 인해 광주로 많은 피해를 입었습니다.
아직 피해가 회복되지 않아 복구를 위해 힘쓰시고 계신 분들 모두 많이 바쁘시겠지만,
이 부분도 복구가 필요하다고 생각되어 민원을 신청하게 되었습니다.

위치는 지도에도 이름이 표시되지 않는 작은 통행교이지만 현재도 사람이 다닐 수 없는 상태여서 복구를 요청 드립니다.
정확한 위치는 첨부 파일에 표시하였습니다. 현재 사진도 같이 첨부하였습니다.
비가 그치고 유량은 많이 줄었지만 퇴적된 흙과 물에 잠겨 사람의 통행이 위험한 상황입니다.

산책로여서 사람들이 더 멀리 돌아가면 하천은 지나갈 수 있겠지만,
바로 옆은 시립 태전 어린이집이 위치하여 위험할 수 있고, 퇴적된 흙이 치워지지 않는다면 해당 다리는 사람들이 계속 사용할 수 없을 것입니다.

아직 끝나지 않은 코로나와 여러 업무로 바쁘시겠지만 통행에 불편함을 겪고 있으니 꼭 해결될 수 있도록 처리 부탁 드리겠습니다.",2022-08-25,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2208-0801137)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""직리천, 중대천 합류부 산책로 일원 수해로 인한 토사제거 요청""에 관한 것으로 이해(또는 판단)됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. ""직리천, 중대천 합류부 산책로 일원 수해로 인한 토사제거 요청"" 건에 대하여 우선 하천변 산책로 이용에 불편을 드린 점 죄송하다는 말씀을 드리며, 지난 8월 8일 이후 광주시에 내린 폭우로 인하여 광주시 관내 하천 제방 유실, 산책로 파손 등 피해가 극심한 상태입니다. 현재 응급복구에 모든 역량을 경주하고 있사오니 이점 널리 양해하여 주시기 바랍니다.
나. 지적하신 구간은 응급복구는 완료 하였으며, 조속히 완전 복구가 될 수 있도록 최선을 다 하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 이루어졌기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 김종윤 주무관(☏031-760-2562)에게 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-09-15,지역개발과
