제목,내용,작성일자,답변,답변일자,담당부서
오포2동 동사무소 이전과 통장선거에 관한 문의,"오포읍이 이번에 오포2동으로 바뀌면서 동사무소 이전
애플마트 건물로 온다는데 주민들의 편의를 무시한 것 같습니다.
새로운 건물을 지으는 동안 기존에 읍사무소에서 사용하도록 하면 안되는 것이었나요?
현재 애플마트에 장보러 가는 것도 주차가 없던데...민원를 보는 주민들의 주차문제는 생각하고 이전하신 건가요?
오포2동 주민들의 문화센터 수업은 이루어 질수 있나요? 주민들을 위한 행복복지센터라는 명칭을 생각해 주시길 바랍니다.
그리고 새로운 오포2동에 통장 선거는 언제 이루어 지나요? 새로운 오포2동의 대표을 주민들이 뽑을 수 있는 기회가 생기길 바랍니다.",2022-07-06,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2207-0173243)에 대한 검토 결과를 다음과 같이 답변 드립니다.
2. 귀하의 민원내용은 ‘오포2동 동사무소 이전 및 통장선출문의’로 이해됩니다.

□ 답변내용
- 오포읍은 4개동으로 행정구역 개편이 승인(‘22. 2.)됨에 따라 9월 1일 개청에 맞쳐 오포1동(기존청사) 및 능평동(기존청사)을 제외한 오포2동, 신현동은 여러 대상지를 선정하여 검토한 결과, 지역주민들께서 대중교통 등 접근성이 용이한 곳을 선정하여 임시청사을 준비하고 있으며, 또한, 오포2동은 청사건립을 위한 청사부지 확보 등 행정절차를 진행할 예정임을 알려드립니다. 청사건립이 되기 전까지 다소 이용에 불편한 점이 있더라도 양해를 부탁드립니다.
- 오포2동, 신현동, 능평동 임시청사는 오포읍 주민자치센터 프로그램을 이용하실 수 있습니다.
- 2021년 12월자로 임기가 만료된 이장선출이 올해 초 완료가 되었고(임기 2년) 기존 리의 관할구역이 통으로 그대로 변경되고 새로운 통이 신설되는 것은 아니기에 분동에 따른 통장 전원 재선출은 어려울 것으로 판단되며 2022년 12월자로 임기가 만료되는 이장(통장)선출에 대한 절차가 10~11월경 진행될 예정임을 알려드립니다.
- 상기 내용과 관련하여 궁금하신 사항에 대하여는 오포읍 행정지원팀 남태인 주무관(☏031-760-4835)에게 문의주시면 성심껏 답변해 드리겠습니다. 끝.
",2022-07-12,오포읍
경안천 산책로 쓰레기를 속히 처리하라 처리하라,경안천산책로는 광주시민들이 매일 수많은 사람들이 애용하는 산책로다. 쓰레기가 쌓여 악취가 나고 큰물이 지나가서 뻘이 쌓여 신발이 흙투성이가 되고 산책하기에 여러가지로 힘들다. 세금을 내는 시민의 민원을 묵살하고 바로 쓰레기를 치우지않는 광주시청은 각성하라 각성하라 더구나 새로운 시장이 당선 되어 기대감이 높은데 오히려 지난 번보다 민원해결이 엄청 늦어지고 있다. 민원을 속히 해결하라 해결하라.,2022-07-06,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2207-0164955)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""장지동 180-3 일원 쓰레기 및 토사제거 요청""에 관한 것으로 이해(또는 판단)됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. ""장지동 180-3 일원 쓰레기 및 토사제거 요청"" 건에 대하여 우선 산책로 및 자전거도로 이용에 불편을 드린 점 죄송하다는 말씀을 드리며, 지적하신 구간에 쓰레기 및 토사제거 조치 하였음을 알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 이루어졌기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 김종윤 주무관(☏031-760-2562)에게 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-07-12,건설과
한강(팔당) 방면 자전거 도로 추가 개설 및 보 계획 수립 요청,"안녕하십니까. 이 무더운 날씨에도 항상 시를 위해 노력하시는 공무원분들께 감사드립니다.
저희 광주시 뿐 아니라 전국에 자전거 인구가 꾸준히 증가하고 있습니다만 자전거도로 확충이
수요를 따라 가지 못해 차랑과 자전거가 서로 불편한 통행을 하는 경우가 빈번합니다.
저희 광주시에서 한강(팔당 유역)이 가까운 거리에 있음에도 도로의 한계로 한강유역까지
연결되는 자전거 도로가 제대로 갖춰져 있지 않을걸로 알고 있습니다.
현재 광주시에서 자전거 도로가 잘 되어있는 한강(팔당)으로 가려면 경안천 자전거 도로로 주행하다
남한산성 방면 또는 퇴촌 방면으로 일반 도로를 따라 하남 방향으로 진행하여 팔당대교를 건너
다니고 있는데, 국도 자체도 많이 협소하여 일반 차량, 특히 대형 차량과의 사고 위험이 항상
있습니다. 자전거 통행도 불편하지만 일반 차량도 서로 통행이 불편합니다.
한강유역 상수원보호구역으로 인한 저희 광주시에 불이익이 큰 상황에서 지리적 이점이 있는
자전거 도로 사업은 시민들의 레저 활동과 광주시를 통과하는 차량들의 안전한 운행을 위하여
꼭 필요하다고 생각됩니다. 예산확보 등 당장의 여건이 되지 않더라도 미래를 위해 계획 부탁 드리며,
가능하다면 현재 있는 도로를 활용해서라도 차량과 자전거가 서로 안전하게 통행 할 수있는 단기적
대책을 마련해 주시면 감사하겠습니다.
아무쪼록 더운 날씨에 건강들 조심하시고 즐거운 시정이 되시길 기원합니다. 감사합니다.",2022-07-05,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2207-0146302)에 대한 검토결과를 다음과 같이 알려드립니다.

○ 민원내용
- 한강(팔당)방면 자전거도로 추가개설 요청
○ 회신내용
가. 귀하께서 요청하신 구간은 국도45호선으로 관리청인 국토교통부에 건의 하였으나 도로폭 협소 및 예산확보 등 당장 사업시행이 어렵다는 의견이 있어 자전거 이용자들의 안전을 위하여 자전거도로 노면 표시등을 해놓은 상태이며,
나. 추후 자전거도로 개설을 위해 국토교통부의 도로확장 계획 또는 자전거도로 구축사업 기본계획 수요조사 시 반영 될 수 있도록 지속적으로 건의하겠습니다.

2. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로사업과 도시도로1팀 성기훈(☎031-760-4699)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-07-12,도로사업과
"장지동 경남아파트와 광남체육공원 이어지는 굴뚝길, 너무 어두워 사고 위험성 높습니다","장지동 회안도로및 굴뚝길, 전등이 없다고 민원을 올렸더니 전등을 설치하거나 보수하여

길을 밝히어 감사했는데,

어느순간, 점등 시간이 늦어지더니, 지금은 깜깜한 저녁이 되어야 점화되는군요

매우 위허합니다

가득이나 차선이 하나이고, 차들이 서로 왔다갔다 하고, 그 사이를 사람들이

다니는데, 왜 이렇게 방치하는지...

사고 위험성 높습니다

점등 시간을 현실화해주세요

묻고 싶네요

누가 점등합니까?

경남아파트 일대는 항상 어둡습니다

기름값이 올라서 그런 것이라면, 이행하는데

그러면, 기름값 떨어지면 제대로 행정이 발동되나요?

부탁합니다

길가의 등이라도 제대로 점화 시켜주세요",2022-07-04,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2207-0121585)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""장지동 일원 가로등 타이머 조정 요청""에 관한 것으로 판단되며, 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 광주시에서 관리하고 있는 가로등 및 보안등은 매일 일몰·출 시간을 반영하여 자동으로 점·소등 되고 있으며, 2022. 7. 5.일 기준 【당일 20시 28분에 점등되어 익일 04시 45분에 소등】되고 있습니다.
나. 2022년도 가로등 전기요금 예산이 한정되어 있어, 2023년 예산 확보 후 광주시에서 관리하고 있는 가로등에 대하여 일몰·출 시기를 감안하여 점·소등 시간 연장을 추진할 예정입니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖의 궁금하신 사항은 광주시청 도로관리과 시설정비팀 이경미(☎ 031-760-2943)에게 연락주시면 성심성의껏 답변 드리겠습니다. 끝.
",2022-07-08,도로관리과
폐수방출문제,"지난번에도 올렸는데 이후 뜸하다가
다시 방출하네요
도로가 맑은날에도 물로 차량들 지나갈때 마다 물이 튀고 무엇보다 폐수가 그대로 개천에 흘러 내려 갑니다
위에 주유소에서 보내는 건지 아님
어반에서 흘려 보내는건지 알수 없으나
공해에 심각성이 느껴집니다
두차례나 제보해야 하는 찝슬함이 있네요
시청신문고거 아닌 상위 부서에 올려야 할지
고민됩니다 명백히 폐수를 방출하고 있는데.지속적인 대처가 안되니 광주시민의 한사람으로 아쉽습니다 모르쇠 하기도 그렇구요",2022-07-04,"1. 귀하께서 국민신문고에 신청하신 민원에 대한 결과를 다음과 같이 회신드립니다.
2. 민원내용은 ""능평리 197-4번지 인근 도로로 폐수가 배출된다.""로 이해됩니다.
3. 상기 민원사항에 대하여 다음과 같이 답변드리겠습니다.
가. 2022. 7. 7.(목) 민원현장을 점검하였습니다. 점검 당시에 도로에서 물을 확인할 수 있었습니다. 도로노면으로 배출되는 물줄기는 위에 주유소와 무관함을 알려드립니다. 해당물은 건수로 장마 때 땅속에 스미었던 물이 잠시 솟아나는 물로 폐수와 무관함을 알려드립니다.
나. 우리시에서는 하천오염 행위를 사전 예방하고자 취약시간 순찰을 강화하고 있으며, 하천오염 행위 발견 시 즉시 신고하여 주시기 바랍니다.
[주간 : 광주시청 수질정책과(031-760-4562, 010-9272-4562), 야간·휴일 : 당직실(031-760-2221~2)]
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 수질정책과 나승원 주무관(☎031-760-4562)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-07-08,수질정책과
경안천 산책로에 썪은 물고기 치워주세요,"경안천산책로에 썪은 물고기들이 맗이 있습니다.
악취가날뿐더러 전염병이 발생될 우려가 있습니다.
장소는 경안교 다리밑 터널 통로 안입니다. 작은 물고기들이 떼죽음을 당해 썪고 있습니다.
속히 치워주세요.
며칠후에 비오니 그때 지나고 한꺼번에 하겠다는 대답은 하지마세요.
내일 또 밥먹을거니까 오늘은 밥을 안먹습니까?
속히 치워주시고 산책로에 쌓인 쓰레기들도 속히 치워주세요.",2022-07-02,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2207-0058478)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""경안교 다리밑 터널 통로 작은 물고기 사체 제거 요청""에 관한 것으로 이해(또는 판단)됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. ""경안교 다리밑 터널 통로 작은 물고기 사체 제거 요청"" 건에 대하여 우선 산책로 및 자전거도로 이용에 불편을 드린 점 죄송하다는 말씀을 드리며, 지적하신 구간에 작은 물고기 사체는 제거 조치 하였음을 알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 이루어졌기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 건설과 김종윤 주무관(☏031-760-2562)에게 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-07-12,건설과
탄벌행정복지센터 주차,"탄벌행정복지센터에서 운영하는 문화센터를 이용하고 있는 주민입니다. 7월1일부로 문화센터 이용자는 주차를 유료화 한다고 합니다.
저 역시 탄벌동 주민인데 저는 왜 요금을 내야하나요?",2022-07-01,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2206-0956285)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “탄벌동행정복지센터 주차요금 징수""에 관한 것으로 판단되며, 검토의견은 다음과 같습니다.
- 우선 주차장 이용에 불편을 드린 점 죄송합니다. 현재 탄벌동 행정복지센터 주차가능 면수가 매우 부족한 상황으로 행정복지센터를 방문하시는 민원분들의 원활한 주차장 이용 및 주차 질서를 위하여 「광주시와 그 소속기관의 부설주차장 운영 규정」에 의거 주차요금을 징수하고 있습니다.
- 주차장 추가 확보를 위하여 지속적으로 검토중이며, 불편하시더라도 이해와 협조 부탁드립니다.

3. 답변 내용에 대한 추가 설명이 필요한 경우 탄벌동행정복지센터 총무팀 백유미 주무관 (☏ 031-760-4518)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-07-08,탄벌동
우천으로 인한 토사물 처리 요청,"안녕하세요.
경기광주행복주택에 거주중인 지태관입니다.

금주 발생한 우천으로 인해 광주역 자이 & 경기광주행복주택과 경기광주역 간 통행로에 많은 토사물이 쏟아져 통행에 불편을 겪고 있습니다.
이번에 발생한것 외에도 우천이 오면 토사물이 쏟아져 내려오는데 원인 파악 및 정비 요청드립니다.",2022-07-01,"1. 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2207-0009290)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 경충대로 자연앤자이아파트와 경기광주역 사이 굴다리 내 토사정리를 요청한 것으로 사료됩니다.
3. 해당 역동 387번지 현장확인 결과, 우천으로 흘러내린 토사는 광주시청 도로관리과에서 이미 처리한 것으로 확인되었습니다. 보수 및 정비 요청은 광주시청 도로관리과(031-760-4867)으로 연락주시기 바랍니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 경안동행정복지센터 김도환 주무관(031-760-4593)에게 연락 주시면 친절히 안내해 드리겠습니다. 감사합니다. 끝.

붙임 민원신청서 1부. 끝.
",2022-07-11,경안동
2년전 사나사어린이집 앞 배수로막힘 민원넣었는데 처리상황 좀 알려주세요,"사나사어린이집 앞 배수로 막힘관련 2020년에 민원넣었는데 진행사항이 어떤가요?
하수구 막힘으로 인해 도로로 물이 흐르고 있어 차가 지나갈때마다 1미터이상씩 인도로 물이 튑니다.
차가 지나가면 지나다닐 수가 없을정도로 도로에 물이 한가득입니다.
막힘포인트는 사진 첫장에 올립니다.",2022-06-30,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호1AA-2206-0960093)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은「쌍령동 474-8 일원 배수구 막힘 해결」에 관한 것으로 이해(판단)되며,
3. 귀하의 민원사항에 대하여 검토한 의견은 다음과 같습니다.
- 귀하의 민원지에 대하여는 조속한 시일 내에 배수구 정비(준설) 조치할 예정임을 알려드립니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀 한기석 주무관(☏031-760-2164)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-07-18,도로관리과
우천시 진입도로가 물에 잠겨 진입이 불가합니다,"당사로 진입하는 도로(산수로 709-102번지)에 우천시 물이 잠겨 진입이 불가합니다
최근 우측변에 옹벽공사(건축물 공사예정)로 인해 공사차량 진입로 개설관련 배수로를 덮었는데 그로 인해 배수로 좁아져
몇일전에도, 금일(6/30일)에도 물이 도로를 침수하여 출퇴근이 어려움이 발생되어 조속히
조치될 수 있도록 요청합니다.",2022-06-30,"1. 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2206-0956816)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 답변내용
- 귀하께서 제기하신 무갑리 709-102번지 진입 도로 물고임 현상에 대하여, 무갑리 782번지 신축 중인 건축공사 건축주가 물고임 해소를 위해 노면 구배 정비 등 조치할 예정임을 알려드립니다.

2. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 초월읍사무소 개발팀(031-760-2542)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-07-04,초월읍
