뉴스 식별자,출처,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01500151.20230327023010001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500151.20230327023010001,20230327,경남도민일보,민왕기 기자,남해안 전국 캠핑축제 열고 어촌골목을 벽정원으로,지역>제주, 지역>경남, 지역>충남,,,,"박희정,박완수,이하영,이순신,강나현,윤문기,정영진","밀양,경남도,지리산,한국,제주도,남해안,독창,한국레저자동차산업협회,알프스,둘레길,충주시,경남,도청","㈜아트영포엠,경남도,도민회의,경남청년예술단,자원,남해관광문화재단,제주도,남해안,경남","캠핑축제,남해안,전국,캠핑,축제,어촌골목,벽정원,경남,남해안,페스티벌,전국,캠핑,어촌,골목,정원,관광,활성,의견,효율성,효능감,도민,제안,경남도,27일,도청,도정,회의실,도민,회의,도민,남해안,관광,활성,의견,캠핑카,페스티벌,경남,해외,교포,골목길,벽정원,예산,효과,효능감,방안들,임원,정영진,한국레저자동차산업협회,2010년,캠핑카,캠핑,수요,지속적,증가,기준,한국,캠핑,인구,700만,인구,경남,캠핑,전국,경남,남해안,관광,벨트,중심,지리산권,밀양,알프스,캠핑,인구,성지,세계적,유명,캠핑,페스티벌,남해안,관광,기여,700팀,캠핑,가족,행사,준비,충주시,경남도,인프라,추진,사업,박완수,지사,준비,내년,내년,캠핑,축제,방향,검토,세계적,호텔,사업,하루아침,캠핑,축제,남해안,지리산,자원,활용,관광객,프로그램,회장,박희정,두레,커뮤니케이션,한국,지역,바람,제주도,경남,남해안,기후,핵심적,홍보,조언,서울시,지자체,가로수,유지,예산,경남,남해안,오랫동안,장점,어촌,골목,벽정원,대대적,전국적,관광지,제안,제주도,지자체들,성과,상품,제주도,독창적,해외,교포,윤문기,남해관광문화재단,바래길,팀장,조성,이순신,장군,승전지,순례,경남,둘레길,경남,관광객,유치,대표,이하영,아트영포엠,강나현,청년,작가,청년,예술인,정착,경남청년예술단,설립,예술,창작,공간,레지던스,의견,지사,관광산업,경남,미래,주력산업,지자체,소망,문화예술,도시,발전,도민,도정,건의,정책들,반영,도민,정체,재조명,노력","경남,남해안,지자체,제주도,벽정원,박희정,경남도,관광객,효능감,지리산,한국,캠핑카,강나현,이순신,정영진,승전지,이하영,한국레저자동차산업협회,아트영포엠,팀장,윤문기,700팀","경남 남해안에서 전국 캠핑 페스티벌을 열고 어촌 골목에 꽃으로 뒤덮인 벽 정원을 만들어 관광 활성화를 하자는 의견 등 효율성과 효능감 있는 도민 제안이 쏟아졌다. 

경남도는 27일 오전 도청 도정회의실에서 3월 도민회의를 열고 도민 11명에게 남해안 관광활성화와 관련한 의견을 들었다. 캠핑카 페스티벌, 해외 교포 경남 한 달 살기, 골목길 벽정원 만들..",http://www.idomin.com/news/articleView.html?idxno=820952,
01500151.20230327022920001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500151.20230327022920001,20230327,경남도민일보,이현희 기자,"양산 금조총 유물, 연말까지 국가 귀속 절차 마무리",문화>학술_문화재, 문화>미술_건축,,,,,,"양산,양산지역,도교국립박물관,신기리","국보,국립중앙박물관,국립김해박물관,문화재청,석당박물관,양산시립박물관,동아대학교,양산시의회,동아대,조선총독부박물관","유물,양산,금조총,연말,국가,귀속,절차,마무리,동아대학교,석당,박물관,보관,유물,양산,금조총,연말,국가,귀속,전망,양산,지역,사회,반환,금조총,유물,촉구,목소리,동아대,신기리,북정리,유물,고분,금조총,유물,국가,귀속,대상,절차,국가,귀속,예정,양산시의회,반환,요구,주장,대상,양산시의회,요구,유물,반환,박물관,고의,의미,인식,역사,박물관,명예,훼손,행위,불편,심기,양산시의회,양산,금조총,출토,유물,반환,촉구,결의문,만장일치,채택,그동안,지역,사회,양산,외부,문화재,움직임,지역,대표,유적,반환,부부총,ㆍ금,조총,유물,중요,부부총,일제강점기,직원,조선총독부박물관,발굴조사,국보,금동관,489점,금동제,유물,반출,도교국립박물관,소장,1990년,동아대,부부총,신기리,북정리,고분군,1353점,유물,발굴,장식품,모양,금제,조족,포함,80점,유물,무덤,금조총&,조족,금조총,유물,금제,40점,유물,문화재청,보물,지정,정도,역사,문화적,가치,외교적,부부총,유물,지역사회,사실,반환,동아대,보관,반환,금조총,유물,지목,동아대,문화재청,신기리,북정리,고분,유물,국가,귀속,계획,제출,인력,예산,부족,신기리,북정리,고분군,고분,발굴,보고서,발간,이관,계획,구체화,요구,지역,사회,반환,동아대,유물,반환,강제,유물,행위&,지방의회,유물,반환&,주장,박물관,학술,위축,폄하,행위,부당,요구,협의,대상,절차,근거,정상적,국가,귀속,추진,사실,강조,취지,풀이,논란,동아대,연말,국가,귀속,계획,공식화,금조총,유물,지역사회,양산,상황,국립중앙박물관,양산시립박물관,이관,명령,일반적,국가,귀속,국립중앙박물관,소속,국립김해박물관,유물,이관,유물,가치,검토,보관,박물관,선정,보물급,금조총,유물,국립중앙박물관,전시,보관,가능성,동아대,이관,절차,계획,진행,양산시립박물관,유물,상황,동아대,계획,국가,귀속,발굴보고서,금조총,유물,대상,동아대,신기리,북정리,고분군,1353점,유물,발굴,금조총,제외,나머지,보고서,나머지,발간,동아대,보고서,발간,촉구,지역사회,양산시립박물관,관계자,박물관,문화재,국가,귀속,전시,보관,역량,종합,박물관,신기리,북정리,고분,유물,감당,수장,공간,여력,국립중앙박물관,유물,출토,지역,양산,이관,명령,가치,유물,지역사회,관심","금조총,동아대,박물관,양산,부부총,국립중앙박물관,지역사회,고분군,신기리,양산시립박물관,양산시의회,보고서,발굴보고서","동아대학교 석당박물관에서 보관하는 양산 금조총 유물이 연말까지 국가로 귀속될 전망이다. 

양산지역 사회에서 금조총 유물 반환을 촉구하는 목소리가 커지는 가운데 동아대는 ""신기리ㆍ북정리 고분군 금조총 유물은 국가귀속 대상 유물로 법과 절차에 따라 국가에 귀속할 예정이며, 양산시의회가 반환 요구를 주장하는 대상이 될 수 없다""고 최근 밝혔다. 이어 ""양산..",http://www.idomin.com/news/articleView.html?idxno=820891,
01500701.20230327225237001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500701.20230327225237001,20230327,부산일보,성규환,"조사 마친 유아인 ""큰 실망드려 죄송"" '마약 혐의' 사실상 인정",사회>미디어, 사회>사건_사고,,범죄>범죄일반>마약,,,"유아인,유,엄홍식","프로포폴,서울","식품의약품안전처,서울경찰청,국립과학수사연구원,연합뉴스,국과수,마약범죄수사대,마포청사,코카인","조사,유아,실망,마약,혐의,사실,인정,대마,프로포폴,코카인,케타민,혐의,마약,투약,배우,유아인,본명,엄홍식,27일,경찰,조사,서울경찰청,마약,범죄,수사대,발언,유아인,37,엄홍식,마약,투약,혐의,12시간,시간,경찰,조사,귀가,이날,조사,서울경찰청,마포,청사,취재진,자리,그동안,사랑,분들,실망,반성,고개,투약,혐의,인정,조사,사실,말씀,개인적,일탈,행위,피해,합리화,혐의,사실,인정,입장,표명,생각,불편,순간,그간,건강,순간들,기회,서울경찰청,마약,범죄,수사대,이날,마약류,관리법,신분,위반,피의자,소환,대마,프로포폴,코카인,케타민,마약,투약,혐의,출석,예정,조사일정,언론,공개,소환,사실,공개,규정,위배,경찰,일정,조정,요청,이날,출석,취재진,질문,응답,청사,7시,분께,시간가량,프로,포폴,투약,경위,목적,조사,조사,1시간,열람,대마,프로포폴,코카인,케타민,혐의,마약,투약,배우,유아인,본명,엄홍식,27일,경찰,조사,서울경찰청,마약,범죄,수사대,경찰,식품의약품안전처,2021년,4000mL,프로포폴,투약,기록,수사,돌입,국립과학수사연구원,국과수,모발,소변,검사,프로포폴,대마,코카인,케타민,4종,마약류,반응,국과수,지난달,결과,마약,감정,경찰,이달,14일,매니저,지인,참고인,신분,소환,조사,이달,프로포폴,처방,의심,서울,강남,용산구,일대,의원,거주지,압수수색,병원,관계자,대상,조사,경찰,추가,소환,정확,투약,횟수,경위,조사,결과,이날,조사,포괄,여부,구속,영장,신청,결정,방침,의료,이외,목적,프로포폴,처방,의료,기록,투약,횟수,파악,병원,관계자,의료법,위반,처벌","프로포폴,서울경찰청,마약류,피의자,유아인,취재진,국과수,수사대,포폴,관계자,케타민,4종,안전처","대마 프로포폴 코카인 케타민 등 마약류 투약 혐의를 받는 배우 유아인(본명 엄홍식)이 27일 오후 경찰 조사를 마친 뒤 서울경찰청 마약범죄수사대를 나서며 발언하고 있다. 연합뉴스



 배우 유아인(37 본명 엄홍식) 씨가 27일 마약류 투약 혐의와 관련해 약 12시간 동안 경찰 조사를 받고 귀가했다. 
 
 
 
 유 씨는 이날 조사를 마치고 오후 9..",https://www.busan.com/view/busan/view.php?code=2023032722304956975,
01500901.20230327222334001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222334001,20230327,울산매일,강은정 기자,울주군 여름철 자연재난 사전대비 실태점검 회의,지역>울산, 정치>정치일반, 지역>충북,,,,,울주군,,"울주군,여름철,자연,재난,사전,대비,실태,점검,회의,사진기사","여름철,사진기사,울주군,회의,사진,사전,대비,재난,실태,자연,점검,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011645,예외
01500901.20230327222334006,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222334006,20230327,울산매일,김상아 기자,"울산학비연대, 31일 학교비정규직 신학기 총파업 돌입",사회>노동_복지, 지역>충남, 사회>교육_시험,,,,,울산학비연대,"울산학교비정규직연대회의,정부,시·도교육청,학비연대,울산학비연대,전국학교비정규직노동조합,울산시교육청,서울시청,울산지부,전국여성노동조합,전국교육공무직본부,교육감","울산학비연대,학교,정규직,돌입,총파업,종사자,학교,급식,전담사,구성,학교,정규직,노동자들,하루,학기,총파업,전국학교비정규직노동조합,울산,지부,전국,교육,공무,직본부,울산,지부,전국여성노동조합,울산,지부,연대체,울산학교,정규직연대회의,울산시교육청,기자회견,교육당국,정규,차별,해소,의지,돌입,총파업,선포,학비연대,사용자,물가폭등,실질,임금,하락,사회,분위기,인상안,기본급,인상,불가,명절,휴가비,소급,근속,수당,인상,제시,차별,학교,정규,방치,입장,고수,연대회의,학교,정규직,동일,임금,체계,마련,지지부진,집단,교섭,정부,교육감,노사,협의체,구성,임금,체계,개선,복리,후생,수당,동일,기준,적용,학교,급식실,폐암,대책,마련,요구,연대회,관계자,파악,파업,참여,학교,정규,노동자,규모,학교,400여명,집계,상황,울산학비연대,집회,총파업,당일,1시간,노조별,행진,예정,총파업,전국적,진행,학비,연대,소속,급식,종사자,전담사,업무,하루,서울시청,교차로,서울시청,전국,교육청,총파업,대회,진행,학비연대,파업,이날,하루,교육청,협상,진전,파업,돌입,입장","총파업,울산,학비연대,노동자,종사자,기본급,울산시교육청,서울시청,교육청,전담사,사용자,지지부진,전국여성노동조합","학교 급식 종사자와 돌봄 전담사 등으로 구성된 학교비정규직 노동자들이 오는 31일 하루 새 학기 총파업을 벌인다. 

전국학교비정규직노동조합 울산지부, 전국교육공무직본부 울산지부, 전국여성노동조합 울산지부의 연대체인 울산학교비정규직연대회의는 27일 울산시교육청 앞에서 기자회견을 열고 ""교육당국의 비정규직 차별 해소 의지가 전혀 보이지 않는다""며 ""31일..",http://www.iusm.co.kr/news/articleView.html?idxno=1011656,
01500901.20230327222334004,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222334004,20230327,울산매일,강태아 기자,"""일상 애(愛) 안전을 담다, 울산 애(愛) 행복을 품다""",지역>경남, 지역>울산, 지역>제주,사고>산업사고>붕괴, 재해>자연재해>태풍, 재해>자연재해>폭염,,"울산,울산시","울산,울산시,울산연구원","일상,안전,울산,행복,울산시민들,생각,안전,도시,울산,위험,요인,국가,산단,대형,재난,발생,확산,신종,감염병,사회,안전망,붕괴,폭염,태풍,인명,피해,훼손,일상생활,안전망,시민,사회,안전망,강화,대응전략,제시,울산시,시청,울산,안전,도시,기본,계획,중간,보고회,개최,보고회,안전,도시,울산,중장기,비전,전략,실행,발굴,전문가들,안전,분야,전문가,의견,수렴,마련,울산,해안,2~3개,태풍,길목,노후,국가산단,원전,밀집,지역,특성,증가,고층,주상,복합,건축물,도시환경,재난,대형,복합화,예측성,변수,노출,울산시,울산시,중장기,2023~2027년,전략,안전,관리,기본,안전도시,수립,추진,안전도시,재난안전연구센터,울산연구원,재난,안전,센터,연구용역,착수,수행,계획,수립,도시,안전,분야,지위,최고,행정,계획서,울산시,과제물,품질제고,80명,일반,시민,구성,시민,참여단,구성,도시,안전,위협,요인,발굴,대응,전략,실행,아이디어,시민,토론회,개최,시민참여단,토론회,결과,시민,참여단,제안,위험,요인,국가,산단,대형,재난,발생,확산,신종,감염병,사회,안전망,붕괴,폭염,태풍,인명,피해,훼손,일상생활,안전망,대응전략,시민,예방,사회,안전망,강화,성능,중심,안전,선제,재난,관리,건강,변화,산업,환경,조성,적응,방안,미래,위험,대응,제시,안전,도시,울산,미래상,구호,캐치,프로레이즈,일상,안전,울산,행복,울산시,중간보고회,제시,의견,수렴,시민토론회,시민,토론회,최종,보고회,4대,구호,캐치,프로레이즈,최종,확정,계획,울산시,관계자,안전도시,울산,안전도시,시민들,신뢰,믿음,청사진,제공,목적,안전,도시,실현,국가,예산,정책,지원,논리,설득력,집중","울산,울산시,안전도시,안전망,보고회,토론회,중장기,시민토론회,중간보고회,감염병,일상생활,프로레이즈,울산연구원,참여단,시민참여단,대응전략","울산시민들이 생각하는 '안전도시 울산'의 위험 요인은 국가 산단의 대형재난 발생, 신종 감염병 확산에 따른 사회안전망 붕괴, 폭염 태풍 등으로 인한 인명 피해 및 일상생활 안전망 훼손 등으로 나타났다. 

이에 시민과 함께하는 사회안전망 강화 등이 대응전략으로 제시됐다. 

울산시는 27일 시청 2층 대회의실에서 '울산 안전도시 기본계획 중간보고회'를 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011653,
01500901.20230327222334005,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222334005,20230327,울산매일,강태아 기자,"지역건설산업 활성화, 울산시 '2023년 하도급율 제고 첫 점검회의'",지역>광주, 지역>충남, 지역>강원,,,,서정욱,"발주 관급공사 담당 부서장,울산지역,울산시,하도","울산시,울산도시공사,건설공사,시청","지역,건설,산업,활성,하도급율,울산시,하도,급율,점검회의,울산시,회의실,시청,울산지역건설산업,활성,하도,급율,점검회의,개최,이날,회의,서정욱,행정,부시장,울산시,발주,관급,공사,부서장,울산도시공사,관계자,20여,참석,이날,회의,지역,건설,산업,활성,부서별,시책,설명,부서,하도,급율,설정,달성,보고,추진,계획,보고,안내,협조,사항,서정욱,행정,부시장,점검회의,부서,관급,공사,발주,민간,건설,공사,부서,체계적,관리,공사,현장,하도급율,울산시,지역,건설,산업,활성,20개,실천과제,분야,실천,지역,건설,산업,활성,계획,1월,수립,시행","울산시,하도급율,서정욱,부서장,급율,점검회의,부시장,울산지역건설산업,20여,관계자,회의실,실천과제,울산도시공사,부서별,부서,공사,회의,계획,활성,발주,보고,분야","울산시는 27일 시청 1별관 3층 회의실에서 울산지역건설산업 활성화를 위한 '2023년 하도급율 제고 첫 점검회의'를 개최했다. 

이날 회의는 서정욱 행정부시장을 비롯해 울산시와 구 군 발주 관급공사 담당 부서장, 울산도시공사 관계자 등 20여 명이 참석했다. 

이날 회의 주요 내용은 △올해 지역건설산업 활성화를 위해 달라지는 시책 설명 △부서별 목..",http://www.iusm.co.kr/news/articleView.html?idxno=1011654,
01500901.20230327222334003,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222334003,20230327,울산매일,윤병집 기자,"울산 북구, 진장지구 쇼핑단지 활성화 청사진...4개 전략, 8개 추진과제 설정",지역>충남, 지역>경기, 지역>경남,,,,"박천동,문석주,박정환,임채오 의원,이선경,김정희,이수부,강진희","울산,진장지구,울산시의원,부서장,울산숲,진장,농수산물종합유통센터,진장쇼핑,북구,울산시티","진장지구 발전협의회,북구의회,진장지구발전협의회,조문경 의원,북구,울산공항,북구청","울산,북구,진장,지구,쇼핑,활성,청사진,4개,전략,8개,설정,추진,울산,북구,자동차,일변도,산업구조,탈피,진장지구,관광,서비스업,산업,중심,쇼핑,단지,조성,북구,북구청,상황실,진장,지구,발전,협의회,간담회,진장,지구,쇼핑,활성화,사업,계획,공유,이날,간담회,박천동,북구청장,문석주,울산시,의원,의장,김정희,북구,의회,이선경,부의장,박정환,의원,조문경,의원,임채오,의원,강진희,의원,이수부,진장,지구,발전,협의회장,북구청,부서장들,진장,지구,발전,협의회,회원,참석,북구,구정지표,경제도시,조성,진장,지구,쇼핑,계획,활성,사업,수립,추진,전략,8개,설정,전략,쇼핑,관광,브랜드,유명,구축,진장,쇼핑단지,교통,체계,편리,진장,쇼핑단지,자연,연계,청정,진장,쇼핑단지,배후,지역,진장쇼핑단지,선정,조성,쇼핑,관광,문화,교통,인프라,개선,시설,정비,협업,지속가능,체계,구축,계획,전략별,조성,핵심,쇼핑,관광,명소,이름,브랜드,네이밍,조성,특성,거리,추진,진장,박싱데이,트래블라운지,운영,추진,관광,팸투어,조성,진장,포차,거리,쇼핑,관광객,계획,농수산물종합유통센터,중심,로컬푸드,거점,지역,농식품,육성,계획,편리,교통,체계,구축,보행,정비,버스,정류장,정비,유휴주차공간,공유,주차장,공유,조성,상방사,거리,스카이,워크,계획,포함,진장,지구,인근,조성,울산숲,연계,관광루트,조성,관광객,진장디플렉스,청년거점공간,조성,계획,구상,이외,진장,지구,활성,울산시티투어,노선,진장,지구,추가,도시철도,트램2호,진장역,설치,전반적,교통,체계,정비,건의,박천동,북구청장,이날,간담회,관광,서비스업,부가가치,사업,유통,물류,중심지,진장지구,쇼핑몰,활성화,지역,사업,연계,시너지,효과,북구,교통,요지,울산공항,도로교통망,잠재력,철도교통망,접근성,가치,전국,외부,자본,생각,투자,가치,매력,쇼핑단지,해답,북구,진장,지구,발전,협의회,지속적,소통,협의,진장,지구,쇼핑,활성,계획,장기적,추진","진장,진장지구,진장쇼핑단지,쇼핑단지,북구청,활성화,간담회,교통망,김정희,협의회,이수부,상황실,8개,관광객,문석주","울산 북구가 자동차 일변도의 산업구조에서 탈피하고자 진장지구를 관광 서비스업 등 3차 산업을 중심으로 한 쇼핑단지 조성에 나선다. 

북구는 27일 북구청 3층 상황실에서 '진장지구 발전협의회'와 간담회를 열고, 진장지구 쇼핑단지 활성화사업 계획을 공유했다. 이날 간담회에는 박천동 북구청장, 문석주 울산시의원, 김정희 북구의회 의장, 이선경 부의장, 박..",http://www.iusm.co.kr/news/articleView.html?idxno=1011652,
01500901.20230327222333003,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222333003,20230327,울산매일,강은정 기자,울주군 식목일 기념 나무심기 행사,지역>울산, 지역>경남, 지역>전남,,,,,울주군,,"울주군,식목일,기념,나무,행사,사진기사","사진기사,식목일,울주군,나무,사진,행사,기념,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011644,예외
01500901.20230327222333001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230327222333001,20230327,울산매일,강은정 기자,"새울본부 새울 3,4호기 공사비 519억원 조기 집행",경제>산업_기업, 지역>울산, 경제>부동산,,,,,"새울,새울본부,고금","정부,새울원자력본부,새울원자력본부장,새울원자력,한국수력원자력","519억,새울,본부,새울,호기,공사비,조기,집행,한국수력원자력,새울원자력본부,정부,정책,재정,조기,집행,부응,지속,가능,원전,산업,확보,3월,7월,시공,협력사,지급,새울,호기,공사비,조기,집행,새울원자력,재정,집행,시공,협력사,경영,활성화,지역,경제,활성,도움,10기,달성,원전,수출,전초,기지,순조,건설,공사,진행,새울,호기,기준,종합,공정,86.08%,인원,일일,최대,4,000명,투입,사업,국책,새울원자력,1월,129억,공사대금,조기,집행,협력사,애로,사항,공유,개선,소통간담회,상생,협력,소통,간담회,지속적,시행,조석진,새울,원자력,본부장,상승,원자재,가격,고금리,인상,금융,비용,어려움,시공,협력사,경영,도움,새울,호기,안전,공사,진행,최선","새울,협력사,공사비,새울원자력,4호기,원자재,조석진,간담회,129억,새울원자력본부,10기,본부장,소통간담회,고금리,공사대금,활성화,원자력,한국수력원자력,519억","한국수력원자력 새울원자력본부는 정부의 재정 조기집행 정책에 부응하고, 지속 가능한 원전 산업 기반 확보를 위해 3월부터 7월까지 시공 협력사에 지급할 새울 3,4호기 공사비 519억 원을 조기 집행한다. 

새울원자력의 적극적인 재정 집행으로 시공 협력사의 경영과 지역 경제 활성화에 도움을 줄 것으로 기대된다. 

원전 수출 10기 목표 달성의 전초 기..",http://www.iusm.co.kr/news/articleView.html?idxno=1011641,
