제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
코로나 극복을 위한 소상공인 및 청년창업 지원방안,"현황 및 문제점
파일첨부합니다.
개선방안
파일첨부합니다.
기대효과
파일첨부합니다.",2022-01-01,"국민신문고(1AB-2201-0000129)로 접수된 제안 신청에 대하여 다음과 같이 답변하고자 합니다.

1. 제안내용 : 코로나19 극복을 위한 자영업자 및 청년창업 활성화 방안(혁신도시 공실상가 활용 제안)

2. 답변 내용

나주 시정에 관심을 가지고 참여해 주셔서 감사합니다.

국민신문고를 통해 제안해 주신 혁신도시 공실상가 활용 방안에 대해 답변 드립니다.

혁신도시 공실률은 공공기관 이전이 완료된 전국 10개 혁신도시에서 공통적으로 발생하고 있는 문제입니다. 특히 코로나19의 장기화로 지역경제가 불황을 겪으면서 소상공인들이 체감하는 시장경제는 더욱 악화되고 있는 실정입니다.

이를 타개하기 위해 우리 시는 빛가람동 빈 점포를 활용한 청년 창업몰(나주 청춘 상리단길)을 지원하였고, 소상공인 주민소득 지원사업, 소상공인 이차보전 지원사업, 나주사랑상품권 할인율 확대 등을 매년 시행하고 있으며, 정부에서는 소상공인 손실보상, 방역지원금 지급, 방역물품비 지원 등 코로나19로 인한 직․간접적 손실보상을 추진하고 있습니다.

그리고 소상공인이 체감할 수 있는 다양한 시책발굴에 노력하고 있으니 참고해주시기 바랍니다.

기타 소상공인 지원과 관련된 문의사항이 있으시면 나주시 일자리경제과 지역경제팀(☎ 061-339-8326)으로 연락주시면 성실히 답변 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-02-15,나주시,답변완료
광주전남 광역철도 신설안,"현황 및 문제점
1. 현재 부산의 동해선 광역철도는 울산까지 연결 하였으며, 대구권은 경산-대구-칠곡-구미를 잇는 대구권 광역철도를 공사중이고, 충청권은 계룡시부터 대전 신탄진까지 연결하는 충청권 광역철 공사가 확정됨.
2. 위 광역철도 노선들은 기존 복선전철화된 일반철도를 활용하여 역만 신설하는 방식으로 저렴하게 광역철도망을 구축.
3. 충청권 광역철도의 경우 2500억 정도가 소요되며 대구권 광역철도의 경우는 1500억 정도 소요됨. 이는 경전철 신설에도 개략적으로 1조5000억~2조 내외의 공사비용이 들어갔던것과 비교하면 어마어마하게 낮은 비용.
4. 현재 광주전남에도 호남선이 이미 복선전철화 되어 있으므로 광역철도로 활용가능.
개선방안
1. 기존 호남선을 이용하여 나주역-광주송정역-장성역 을 잇는 광역철도망 구축(총 연장 37km)
2. 기존 역과 예상 수요지역에 따라 10~12개 정도의 역으로 구성
3. 필요시 관광활성화 차원에서 백양사역까지 연장(백양사역까지 연장시 총 연장 52km)
기대효과
1. 나주-광주-장성을 잇는 광역철도망 구축 및 교통 편의성 증대
2. 나주, 광주, 장성 지역간 교류촉진 및 경제유발효과
3. 주요역인 나주역, 광주송정역, 장성역 이용객 증대 및 활성화
4. 광주송정역 환승역으로서의 기능 추가
5. 낙후지역 및 소외지역 개발 활성화
6. 광주1호선 이용객 증대 및 활성화
7. 향후 광주2호선 개통시 이용객 증대 및 시너지 효과 기대",2021-12-31,"1. 귀 댁의 안녕을 기원합니다.

2. 귀하의 제안 내용은 “호남선을 활용한 광역철도 운영 신설”과 관련된 사항으로 이해됩니다.

3. 귀하의 제안내용에 대하여 검토한 의견은 다음과 같습니다.
가. 광주(상무역)~나주 구간은 2021.7.5.일 고시된 제4차 국가철도망구축계획 및 대도시권 광역교통 시행계획에 반영되어 현재 사전타당성용역을 추진 중에 있어, 기존 호남선 구간을 활용한 광역철도 계획 반영은 현재로서는 검토하기가 어려움 실정입니다.
나. 또한, 국토교통부, 한국철도공사, 광주광역시 및 관련 지자체와 함께 장기 검토가 필요한 사항입니다.
다. 광역철도는 국토교통부의 ‘국가철도망계획’ 및 ‘대도시권 광역교통 기본계획’ 및 ‘대도시권 광역교통 시행계획’에 반영되어야 추진이 가능하며 「대도시권 광역교통 관리에 관한 특별법」 시행령에 따라 일상적인 교통수요를 대량으로 신속하게 처리하고, 표정속도가 50km/h 이상 이여야 하는 조건들이 있으며, 일반철도와 다르게 운영비 전액을 지방자치단체에서 부담해야 하므로 수요 및 경제성 등 신중하고 면밀하게 장기간 검토해야 할 사항임을 알려드립니다.

4. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 추가 설명이 필요한 경우 전라남도 도로교통과 김갑수 주무관(061-286-2752)으로 연락해 주시면 친절히 안내해 드리도록 하겠습니다. 고맙습니다. 끝.",2022-01-28,전라남도,답변완료
의암공단 시내버스 정류장 버스표지판 개설 요청드립니다.,"현황 및 문제점
광영에서 광양읍으로 12번 시내버스를 타고 이동하는데, '의암공단' 정류장이 있습니다. 광영에서 광양읍으로 가는 방향에서 내리는 위치와, 광양읍에서 광영동으로 올 때 내리는 위치가 다른데 탑승자 수가 적은 장소라고는 하지만, 위치가 달라서 불편한 문제점이 있습니다. 또한, 광영동에서 광양읍으로 가는 방향에 바닥에는 '시내버스' 표시가 되어 있지만, 버스 표지판이 없어서 기사님들이 정류장 위치를 모르고 지나치셔서 말씀을 드려야 내려주시는 경우도 있고, 아래 사진과 같이 시내버스 주차 구역에도 차가 주차되어 있어서 버스가 정차하기 어려운 점이 있습니다.
개선방안
1. 의암공단 정류장에도 기사님들이 아실 수 있도록 '버스 표지판' 개설 요청드립니다.
2. '시내버스' 주차 구역에는 시내버스 주행에 방해가 되지 않도록, 주차 되어있는 차를 관리 부탁드립니다.
3. 광양읍에서 광영동으로 오는 방향에 '의암공단' 정류장의 위치 맞은편으로 정류장이 개설 되었으면 좋겠습니다.
기대효과
1. 표지판이 개설 된다면, 밤 중에도 기사님들이 정류장을 몰라보고 지나가시는 일이 없을 것 같습니다.
2. 시내버스 주차 구역에 차가 주차되지 않도록 관리해야, 아래와 같이 표지판이 없는 정류장도 정상 운용이 가능합니다.
3. 버스 정류장의 위치가 부득이한 상황이 아니라면, 일정해야 버스를 실수없이 탈 수 있을 것 같습니다.",2021-12-29,"1. 귀하의 가정에 건강과 행운이 함께 하시길 기원합니다.
2. 국민신문고를 통해 제안하신 의암공단 정차표지판 설치에 대하여 다음과 같이 알려 드립니다.

□ 답변내용
- 제안해주신 의암공단 내 정차표지판 설치는 현장 확인 후, 빠른 시일(7일)내로 설치토록 하겠습니다.
- 버스전용구간 내 주정차 단속은 교통지도팀에 전달하여 버스운행에 방해가 되지 않도록 조치하겠습니다.

3. 아울러, 기타 문의사항이 필요한 경우 교통과(☏797-3463)에게 연락주시면 친절하게 답변 드리겠습니다. 끝.",2022-01-14,광양시,제안실현
고흥군 특산물(유자)과 관광지 홍보 방안 제안,"현황 및 문제점

수신; 지역경제과 관광과
1> 현황 및 문제점
지역 특산물과 관광지를 함께 홍보함에 본받을 만한 것을 찾기가 쉽지 않으며 유익한 방안이 있더라도 적극적으로 추진할 만한 곳을 찾기도 쉽지 않은 실정입니다.
시대의 특성인 정보화에 대비(지능 정보화 기본법) 하여 고령자와 사회적 약자층들이 ARS나 인터넷 활용에 미숙함(인터넷을 처음 사용하는 국민은 항시 존재한다는 점)에 따라서 불편함을 감수(적극 행정 운영 규정 제16조) 하고 있습니다.
이들이 해결되면서 이와 함께 지역 특산물과 관광지가 상호 보완 관계로 알려지게 할 수 있는 방안(매출 증대와 관광객 유치방안)을 제안합니다.
개선방안

2> 제안내용
고흥군(www.goheung.go.kr/contentsView.do?pageId=www104)
홈페이지 초기화면과 공통화면이 되는 부분 아래 군청 주소 위에 “찾아오시는 길” 다음에 ”타 기관 바로 가기‘(
http://blog.daum.net/sse5404/898)를 연결해 놓자는 것을 제안합니다.
기대효과
3> 기대효과
1) 지능 정보화 기본법 목적의 달성에 기본 중의 기본을 준수하는 사례 예시에 따른 효과
2) 적극 행정 운영 규정 제16조의 취지에 맞는 사례를 예시에 따른 효과
3) 가정이나 직장에 손님이 방문했다가 돌아갈 때 경유할 곳이 있을 때 안내를 하듯이 홈페이지를 방문했던 사람들이 돌아갈 때 경유할 공공기관들 담당자 연락처가 명기된 조직도를 안내해 놓음으로써 ARS나 인터넷 사용이 미숙(휴대전화기 자판기가 작음에 따른 불편함 등)하거나 처음 사용하는 사람(항시 존재함을 고려)들에게 편하고 쉽게 찾을 수 있게 배려해 놓는 격이 됩니다.
4) 각 언론사를 비롯한 검색사이트 등 언론사들을 비롯한 최다 사이트 모음 사이트 고미(http://www.gomi.co.kr)와 그 누락 부분들이 포함된 지방신문협의회(:https://www.lpk.kr) 사이트들도 쉽게 볼 수 있게 제공하는 효과
더불어 위 주소창 끝부분 898 대신에 중앙부처 91, 전국은 838, 서울은 117(25개 구; 강남 110, 강동 579, 강북 587, 강서 591, 관악 108, 광진 92, 구로 102, 금천 592, 노원 28, 도봉 588, 동대문 583, 동작 580, 마포 147, 서대문 589, 서초 577, 성동 183, 성북 586, 송파 578, 양천 111, 영등포 38, 용산 584, 은평 590, 종로 85, 중구 515, 중랑 104), 경기 47(31시. 군·구; 가평 852, 고양 113, 과천 853, 광명 854, 광주 185, 구리 775, 군포 855, 김포 178, 남양주 449, 동두천 826, 부천 109, 성남 180, 수원 74, 시흥 179, 안산 163, 안성 856, 안양 504, 양주 612, 양평 857, 여주 830, 연천 155, 오산 593, 용인 585, 의왕 858, 의정부 701, 이천 582, 파주 125, 평택 457, 포천 524, 하남 734, 화성 859), 인천 402, 강원 126, 충북 127, 충남 304, 대전 122, 세종 124, 경북 174, 경남 132, 대구 119, 울산 123, 부산 305, 전북 129, 전남 130, 광주 121, 제주 151로 전국을 검색할 수 있게 배려해 놓는 효과.
5) 처음 하는 일에 따른 사례 보도 소재 제공에 따른 홍보 효과
예시로써“고흥군(
www.goheung.go.kr/contentsView.do?pageId=www104)
홈페이지 초기화면과 공통화면이 되는 부분 아래 군청 주소 위에 “찾아오시는 길” 다음에 ”타 기관 바로 가기‘(
http://blog.daum.net/sse5404/898)를 연결해 놓자는 것“으로
제안함에 따른 예시에 따른 효과
3) 다문화 가정과 재외 교포들 협업 소재 예시 효과
4) 기타 각종 사회문제 극복 예방 해결 도구 효과 및 일자리 발굴·창출 효과 등. 끝.",2021-12-22,"○ 군정에 많은 관심을 가져 주신 점 감사드립니다.

○ 귀하께서 제안하신 홈페이지 내 『타 기관 바로가기』 메뉴 특정페이지 연결에 대해 다음과 같이 답변 드립니다.

○ 타 웹사이트 등으로부터 링크를 통해 정보를 제공받고자 하는 경우 링크된 웹사이트 등의 정보가 정부 정책이나 국민 정서에 부합 및 공신력 훼손 여부, 링크된 웹사이트 등의 적합성, 필요성 및 보안 취약성 등을 종합적으로 검토한 후 링크 여부를 결정하게 되어있습니다.

○ 따라서 귀하께서 제안하신 사항에 대해 종합적인 검토결과 웹사이트 링크 추가는 부적정하다고 판단되어 알려드리니 참고하시기 바랍니다.

붙임 : 행정안전부『행정·공공기관 웹사이트 구축·운영 가이드』발췌내용 1부. 끝.",2022-01-20,고흥군,답변완료
포털사이트 지도에서 광양시 배알도의 지명 나오게,"현황 및 문제점
광양시 태인동의 배알도는 얼마전 별헤는 다리를 개통하므로서 경관의 아름다움과 풍부한 먹거리 그리고 캠핑장을 겸한 수변공원이 있어 시민과 관광객의 방문이 늘어나고 있다.
그러나 수변공원의 이름이 배알도 해변공원임에도 본섬 배알도의 인지도는 거의 없는 실정이다.
포털사이트 DAUM에서 검색한 광양시 지도에는 배알도는 이름이 없으며 망덕포구와 배알도를 잇는 아름다운 다리가 놔 졌음에도 다리도 표시가 되지 않고 있다. (배알도와 배알도 수변공원을 잇는 다리는 표시되어 있다)
이는 광양을 찾는 관광객들에게 섬진강과 남해안이 만나는 위치며 빼어난 아름다움이 있는 명소를 놓치고 가는 실수를 하게 한다.
국내 최초의 해상보도 대교 별헤는 다리를 개통함으로써 명실상부한 광양의 랜드마크가 된 배알도의 인지도를 높이고 관광객 유치를 위해 포털의 편리한 검색은 필수이다.

개선방안
대한민국 메인 포털사이트 DAUM과 협의해 지도 업그레이드를 통해 사이트에서 배알도의 이름과 섬이 육지와 연결되었음이 다리로 표시 되도록 합니다.
(참고로 네이버 지도 검색은 배알도 이름과 다리가 보임-다리이름은 없음 ,
구글은 배알도 이름과 별 헤는 다리이름만 있음-연결된 다리는 안보임)

첨부파일 1 - 다음 포털 광양시 지도 검색후 배알도 위치 (섬이름도 다리도 표기 없음-지도 확대시에도 같음)
첨부파일 2 - 다음포털 광양시 배알도 검색 위치(섬위치 표시만 있고 이름도 다리도 없음)
첨부파일 3 - 구글에서 배알도 검색시-배알도 수변공원이 검색되고 지도 확대시 배알도 이름과 별헤는 다리 이름 나옴
첨부파일 4 - 네이버 에서 배알도 검색시- 배알도 수변공원이 검색되고 지도확대시 배알도 이름과 다리 연결 나옴
기대효과
광양의 아름다운 배알도와 국내 최초 해상 보도대교 별 헤는 다리의 홍보효과로 인한 관광객 유치 및 증가 효과
빼어난 경관의 배알도와 수변공원 활성화로 지역경제 활성화
포털사이트에서 쉽게 검색되게 함으로써 광양시와 배알도의 인지도 제고",2021-12-20,"○ 군정에 많은 관심을 가져 주신 점 감사드립니다.

○ 귀하께서 제안하신 홈페이지 내 『타 기관 바로가기』 메뉴 특정페이지 연결에 대해 다음과 같이 답변 드립니다.

○ 타 웹사이트 등으로부터 링크를 통해 정보를 제공받고자 하는 경우 링크된 웹사이트 등의 정보가 정부 정책이나 국민 정서에 부합 및 공신력 훼손 여부, 링크된 웹사이트 등의 적합성, 필요성 및 보안 취약성 등을 종합적으로 검토한 후 링크 여부를 결정하게 되어있습니다.

○ 따라서 귀하께서 제안하신 사항에 대해 종합적인 검토결과 웹사이트 링크 추가는 부적정하다고 판단되어 알려드리니 참고하시기 바랍니다.

붙임 : 행정안전부『행정·공공기관 웹사이트 구축·운영 가이드』발췌내용 1부. 끝.",심사 중,광양시,제안심사
어린이집옆 공원관리 미비 및 쓰레기불법투기및 방치 환경개선,"현황 및 문제점
현재상황:
공원에 팔각정및 체력단련 시설이 되어 있으며 주위에 어린이집및 종교시설,아파트단지가 있는데
공원이 시민및 어린이들의 놀이터가 되지못하고 관리가 되지않아
흉물스럽게 쓰레기가 방치되어 환경오염및 악취가 발생되고
주위 원룸지역으로 도로에 2중주차로 어린이집 차량 승하차시 안전사고 발생 우려되거 개선이 필요함.
또한 주차금지 홍보를 계속하고 있지만 주말이면 주차 할곳이 없어 도로가 혼잡하여 사고우려가 존재함.
개선방안
개선대책:
1.어린이집 옆 어린이 보호구역 설치및 과속방지턱과 감시카메라 설치.
1.공원내 팔각정및 운동시설을 위치를 변경하고 일부를 주차장으로 설치
2.쓰레기를 클린하우스와 같은 시스템을 설치하여 무단투기를 방지한다.
3.반상회등을 통하여 쓰레기 분리수거및 무단투기 방지 교육및 홍보.
기대효과
1.어린이 등하교시 안전사고 방지.
2.쓰레기로 정리 인한 깨끗한 주위 환경 관리.
3.주차장확보로 이중주차로 인한 불편해소.
4.분리수거 교육으로 환경 개선 효과.",2021-12-19,"1. 항상 우리 군정 발전에 관심과 협조 감사드리며 귀 가정에 평안을 기원합니다.

2. 먼저 귀하의 소중한 제안 감사드리며"" 화순읍 일심리 874번지 주변정비(주차장, 어린이 보호구역, 클린하우스 설치 등)건에 대하여 각 해당 실과 회신 결과를 붙임과 같이 알려드립니다.

3. 귀하의 귀중한 제안은 붙임과 같이 불채택하오니 널리 양해하여주시기 바라며, 우리 군 발전을 위해 의견 주신 점 다시 한번 감사드립니다.

붙임 : 국민제안 심사결과 1부. 끝.",2022-01-18,화순군,답변완료
우(牛)짜쓰까잉,"현황 및 문제점
해남은 해남미남축제 등 다양한 식재료와 먹거리를 알릴 수 있는 행사를 진행 해왔습니다. 하지만, '해남'을 떠올렸을 때 가장 먼저 생각나는 것들은 '땅 끝 마을', '절임 배추', '고구마'가 대표적입니다. 이번 공모전을 통해 해남은 기존의 밀집사육이 아닌 유기사료를 먹고 자란 동물복지축산농장 인증을 받은 '건강한 한우'의 고장이라는 것을 알게 되었고 이를 가장 잘 나타낼 수 있는 명칭으로 널리 알려야겠다고 생각했습니다.
개선방안
소를 의미하는 '牛'와 전라도 방언인 '어짜쓰까잉'을 합쳐 '우(牛)짜쓰까잉'으로 선정하였습니다. 외지인들에게 있어서 지역사투리는 친숙하지 않지만 그래도 늘 기억에 하나씩은 남기 때문에 이번 공모전에 있어서 저희가 선택한 ""우(牛)짜쓰까잉""은 더 많은 사람들의 기억에 남고 지역의 특색을 살리기에 좋은방향라고 생각하였습니다. 저희는 다양한 방향에서 로고를 선정해보았습니다. 첫번째는 기존의 해남 로고에서 사용되고 있는 배산임수를 활용하였으며, 두번째는 해남 한우의 건강하고 웅장한 모습을 밑바탕으로 소의 모습을 친환경적인 ""초록색""을 표현하였으며 이뿐만 아니라 한우의 명칭을 강조하기 위해 ""우짜스까잉"" 한마디를 추가해 지역 방언의 특성을 살렸습니다.
기대효과
맛의 고장인 전라도, 그 중에서도 해남의 사투리를 인용하므로써 더욱 친근감있는 명칭이 필요하다고 생각했습니다. 이를 통해 전라도민 뿐만 아니라 외지인들에게 더욱 친숙하게 다가가가고, 기억에 남을 수 있는 '신박함'을 더할 수 있는 브랜드로 전국적인 인지도를 얻을 수 있는 방안을 모색했습니다. 현지인들에게 '한우'하면 너무 맛있다는 표현으로 ""우짜쓰까잉~ 너무 맛있어서 우짜스까잉~""이라는 표현이 나올수있도록, 외지인들에게는 한우는 역시! ""우짜쓰까잉이지!""라는 재치있는 방언와 함께 친숙하게 다가갈수있길 기대합니다.",2021-12-17,"귀하의 가정에 행복이 가득하시길 기원합니다.
귀하께서 국민신문고를 통해 제안하신 ‘해남군 한우브랜드 명칭 공모’와 관련하여 다음과 같이 답변드립니다.
우리군에서는 매월 군정 현안 등을 주제로 공모제안을 추진하고 있으며, 12월에는 해남군 한우브랜드 명칭 공모을 추진하였습니다.
이에, 공모제안 절차에 따라 부서 검토를 추진하였으나, 안타깝게 선정되지 못하였음을 알려드립니다. 아울러, 우리군은 귀하의 제안을 참고하여 더욱 발전된 해남이 될 수 있도록 노력하겠습니다.
앞으로도 해남 군정에 많은 관심 부탁드립니다.
[ 부서검토의견 / 기획실 정책기획팀 ☎ 061-530-5922]",2021-12-29,해남군,답변완료
진도군 세방낙조 전신주,"현황 및 문제점
현재 관광지인 진도군 세방낙조를 가보니 매점 뒤 전신주가 어지럽고 흉물스럽게 보임
전국 다른 해안도로를 가도 전신주가 저렇게 어지럽게 되어있는곳은 찾아보기 힘듦
개선방안
전신주를 지중화 공사하는것을 제안함
요즘 대부분의 군들도 지중화 공사를 많이 하고있으며,
유명 관광지인 만큼 지중화 공사를 하여 관광객에게 어느곳에서나 낙조를 보며 힐링할 수 있는 곳이 되었으면 함
기대효과
관광객의 만족도 향상 및 전기 관리 효율성
주민들의 만족도 향상을 기대할 수 있음",2021-12-17,"1. 국민제안-1AB-2112-0005147 관련입니다.

2. 귀하께서 제안하신 「진도군 세방낙조 전망대 전주 지중화」 건은 관광지 내 정비의 필요성이 있어 향후 사업계획을 수립하여 추진하고자 합니다. 끝.",2021-12-30,진도군,답변완료
해남군 한우브랜드 명칭공모,"현황 및 문제점
우리나라 대표 청정지역인 우리 해남에서 사육되고 생산되고 있는 우수한 한우들에 대하여,
아직 브랜드화가 되어있지 않은 관계로 소비자 인지도가 전무한 실정임
개선방안
이에 아래와 같이 브랜명을 추천합니다

추천브랜드명: '우슬재참한우' (또는 '우슬재한우' )

추천사유:
1)우슬재는 예나 지금이나 해남의 관문이며, 또한 이름속에 '소무릎' 이라는 뜻을 내재하고 있습니다
2)하사와병장이 부른 '해남아가씨' 노래에 가사로 삽입된 이후로, 많은 사람들이 우리해남을 대표하는 지명의 하나로 기억하고 있습니다
3)더불어 우슬재에는 여러 전설이 전해져 내려오는 등 스토리텔링에 유리하고, 또한 산마루라는 청정한 이미지도 함께 품고 있습니다
기대효과
'해남땅끝한우'라는 너무도 당연하고 식상한 이름보다는,

1)'우슬재참한우'는 이름 그 자체에 고개 또는 산마루라는 매우 친환경적인 이미지와 토속적인 이미지를 품고 있으며, 또한 '소무릎'이라는 소와 관련된 의미를 내포하고 있어 홍보에 유리하다고 생각합니다.
2)거기에 더해 우슬재에는 [김서구현감이야기] [비바위전설]등 여러 전설 및 재미있는 이야기들을 품고 있어서, 다양한 스토리텔링 및 홍보, 마켓팅등에 유리하다고 봅니다
3)또한 굳이 지역명을 안 넣어도 됨에 따라 일부 지역감정에 예민한 소비자들의 거부감도 감쇄시킬 수 있다고 봅니다",2021-12-16,"귀하의 가정에 행복이 가득하시길 기원합니다.
귀하께서 국민신문고를 통해 제안하신 ‘해남군 한우브랜드 명칭 공모’와 관련하여 다음과 같이 답변드립니다.
우리군에서는 매월 군정 현안 등을 주제로 공모제안을 추진하고 있으며, 12월에는 해남군 한우브랜드 명칭 공모을 추진하였습니다.
이에, 공모제안 절차에 따라 부서 검토를 추진하였으나, 안타깝게 선정되지 못하였음을 알려드립니다. 아울러, 우리군은 귀하의 제안을 참고하여 더욱 발전된 해남이 될 수 있도록 노력하겠습니다.
앞으로도 해남 군정에 많은 관심 부탁드립니다.
[ 부서검토의견 / 기획실 정책기획팀 ☎ 061-530-5922]",2021-12-29,해남군,답변완료
수소충전소 신설,"현황 및 문제점
2030년까지 자동차 제조사들이 내연기관 생산을 종료함에 따라서 친환경 자동차로의 전환속도가 가파르게 증가할것으로 보이고 있고 친환경 연료의 대안으로 수소가 제시되어 있지만 무안군은 수소충전소 건립이 아직 확정이 안되어 있는걸로 알고 있습니다.
개선방안
오룡지구에 수소충전소를 군에서 주도하여 인프라를 구축하여 친환경 자동차의 도입 전환에 군민들이 불편함이 없도록 인프라 구축을 미리 계획하였으면 좋겠습니다.
기대효과
친환경 자동차로의 전환을 이뤄냄으로써 군민들이 미리 친환경 자동차의 전환을 할수 있는 기반을 만들어 대응할수 있는 효과가 있고 군민들의 생활 개선 효과가 기대됩니다.",2021-12-15,"1. 자연환경 보전과 쾌적한 생활환경 조성을 위한 깊은 관심에 감사드립니다.

2. 귀하께서 국민신문고를 통해 신청하신 국민제안(1AB-2109-0010702)의 “오룡지구 내 수소충전소 설치” 관련하여 다음과 같이 답변드립니다.

3. 현재 전라남도 지역 내의 수소충전소는 2곳이 존재하고 있으며, 1곳 설치하는데 비용이 대략 30억원 정도 소요되는 사업입니다. 부지 및 민간 사업자 선정, 충전소 초기 운영비용 방안 등 설치에 많은 어려움이 있습니다.

4. 하지만, 오룡지구를 포함한 모든 군민이 이용할 수 있는 수소충전소는 우리군에 꼭 필요한 실정이므로 빠른 시일내에 수소충전소가 설치될수 있도록 최선의 노력을 하겠습니다. 참고로 수소충전소 관련 민간 지원사업 관련문의는 한국자동차환경협회(https//www.aea.or.kr, 070-4027-0287)에서 확인할 수 있음을 알려드립니다.

5. 충분한 답변이 되었기를 바라며 앞으로도 신속한 민원해결을 위해 더욱 노력하겠습니다. 아울러 추가 설명이 필요한 경우 무안군청 환경과 기후변화대응팀(☎061-450-5558)으로 연락 주시면 친절히 안내해 드리도록 하겠습니다. 끝.",2022-01-12,무안군,답변완료
