제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
복지,"현황 및 문제점
차사위계층계층입니다 광양시에서 학생에게 급식비를지원해 주셔서 감사합니다
개선방안
감사합니다
기대효과
생활비에 보탬이 많이 됩니다.
좋은 도움에 감사합니다
새해복많이받으세요",2022-01-22,,,광양시,제안심사
광양시 중마시장 입구 쓰레기통 설치로 환경 정화,"현황 및 문제점
광양시 중마시장은 많은 상인들이 판매하고, 시민들이 구매하는 공간입니다. 하지만, 시장을 방문할 때 마다 시장 내에 구비된 쓰레기통이 없어서 발생하는 쓰레기를 마땅히 버릴 수 있는 공간이 없고, 그렇게 쓰레기는 시장 바닥 또는 시장 밖에 버려지게 되는 문제점이 있습니다. 이는 중마시장에서 장사를 하시는 상인분들도 불편함을 호소하시고, 시장을 찾는 시민들도 불편함을 겪는 사항이라 제안 요청드립니다.
개선방안
중마시장 출입구에 공용 쓰레기통이 설치 되었으면 좋겠습니다. 그리고, 광양시에서 쓰레기통을 관리하며 인력이 부족하다면 광양시 내의 공용 쓰레기통을 설치하고, 새로운 일자리를 창출하여 공용 쓰레기통을 관리해주시는 분들이 생긴다면 좋겠습니다.
기대효과
공용 쓰레기통이 설치된다면 시장 내에서 발생하는 쓰레기들 및 시장 주변에서 발생하는 쓰레기들이 쓰레기통에 버려지면서 쾌적한 환경이 만들어질 것 같습니다. 그리고, 상인분들과 시장을 방문하는 시민분들이 쓰레기로 불쾌한 감정을 느끼시는 일이 없을 것 같습니다.",2022-01-21,"국민신문고 국민제안(1AB-2201-0017442)에 대하여 아래와 같이 답변하고자 합니다.
■ 제안내용 : 중마시장 입구 공용 쓰레기통 설치
■ 제안 회신내용
○ 평소 환경행정에 관한 귀하의 관심에 감사드립니다.
○ 귀하께서 제안하신 “중마시장 입구 공용 쓰레기통 설치”에 대한 검토결과를 다음과 같이 알려드립니다.
- 우리 시에서는 1995년부터 전국적으로 시행된 쓰레기종량제 제도(쓰레기의 실제 배출량에 따라 수수료를 다르게 부과하는 제도)실시 이후 도시미관저해 및 생활쓰레기 불법 무단투기 유발 문제 등으로 공용 쓰레기통을 설치하지 않고 있습니다.
- 다만 중마시장을 이용하는 시민들이 생활쓰레기 배출에 불편함이 없도록 시장 관리부서에 통보하여 적절한 조치를 취할 수 있도록 하겠습니다
- 따라서 귀하의 제안은 불채택함을 알려드리며, 추가적인 문의사항이 있으신 경우, 광양시 자원순환과(797-3336)로 연락주시면 친절히 안내하겠습니다. 감사합니다. 끝.",2022-01-27,광양시,답변완료
광영동 드래곤즈 거리 쓰레기통 설치로 환경 정화,"현황 및 문제점
대한민국 최초의 축구 테마거리인 '광영동 드래곤즈 거리'는 축구 테마거리로 소개가 되면서 전남드래곤즈 경기를 보는 관람객들이 관광명소고 찾는 곳이기도 하고, 다양한 음식점들이 있는 만큼 많은 광양시민들이 찾는 장소입니다. 하지만, 거리에 쓰레기통이 없어서 거리를 찾는 많은 사람들이 쓰레기를 정해진 장소에 버리지 못하고 무분별하게 편한 장소에 투기하고 있는 실정입니다. 주로, 거리에 있는 의자 옆 화단에 담배꽁초가 많이 쌓이고 있으며, 주기적으로 관리가 되는지는 모르겠지만 이대로 가다가는 드래곤즈 거리에 쓰레기가 더 많아지면서 거리를 찾는 사람들이 줄어들 것이라고 생각합니다.
개선방안
드래곤즈 거리 의자가 있는 구간 옆에 공용 쓰레기통이 설치되어 담배르 피는 사람들이 담배꽁초를 아무곳에 버리는 게 아니라, 쓰레기통에 버릴 수 있도록 개선 되었으면 좋겠습니다. 지금은 쓰레기가 분리되지 않고 무분별하게 버려져서 쓰레기통이 거의 구비되지 않는데, 그러다보니 쓰레기를 땅바닥에 버리지 않으려고 주머니 또는 가방에 넣어두거나 들고 있더라도 그 시간이 길어지면 결국 바닥에 버릴 수 밖에 없는 것 같습니다. 사람이 많이 다니는 곳에는 공용 쓰레기통이 한, 두개 정도 상황에 맞게 설치되어야 시설을 이용하는 사람들도 불편함을 겪지 않을 것이고, 해당 구역을 정리할 수 있도록 새로운 일자리를 발굴한다면 기존에 업무를 하시는 분들께도 과부하가 가지 않을 것입니다.
기대효과
현재 광양시는 쓰레기통이 너무 없습니다. 그러다 보니, 쓰레기를 처음엔 들고 가더라도 결국 편한 곳에 버리게 되거나, 쓰레기가 모여있는 곳 또는 박스가 있는 곳에 쓰레기를 버리게 되는데 그 장소에 쓰레기를 버리면서도 ""이렇게 하는 게 맞는걸까?""라는 생각이 듭니다. 무분별하게 버려지는 쓰레기로 인해 쓰레기통을 두지 않지만, 그 쓰레기들이 결국 땅바닥에 무분별하게 투기되기에 사람이 많이 모이는 장소에는 공용 쓰레기통을 설치해 주셨으면 좋겠습니다. 그리고, 해당 구간을 관리해주실 수 있는 새로운 인력을 채용한다면 일자리 창출에도 많은 도움이 될 것이라고 생각합니다.",2022-01-20,"국민신문고 국민제안(1AB-2201-0016935)에 대하여 아래와 같이 답변하고자 합니다.
■ 제안내용 : 광영동 드래곤즈 거리 공용 쓰레기통 설치
■ 제안 회신내용
○ 평소 환경행정에 관한 귀하의 관심에 감사드립니다.
○ 귀하께서 제안하신 “광영동 드래곤즈 거리 공용 쓰레기통 설치”에 대한 검토결과를 다음과 같이 알려드립니다.
- 우리 시에서는 1995년부터 전국적으로 시행된 쓰레기종량제 제도(쓰레기의 실제 배출량에 따라 수수료를 다르게 부과하는 제도) 취지에 맞게 도시미관저해 및 불법투기 발생 가능성이 많은 거리 공용 쓰레기통을 설치하지 않고 있습니다
- 이러한 취지를 시민들께 홍보하여 생활쓰레기 무단투기가 발생하지 않도록 노력하겠습니다
- 따라서 귀하의 제안은 불채택함을 알려드리며, 추가적인 문의사항이 있으신 경우, 광양시 자원순환과(797-3336)로 연락주시면 친절히 안내하겠습니다. 감사합니다. 끝.",2022-01-27,광양시,답변완료
장성군 삼계면 부성리 산책로 조성,"현황 및 문제점
부성리소재 물댄동산펜션이용객과
부성리주민들의 건강과 안전을 위한
산책로 조성을 제안합니다
2차선도로를 이용한 운동 및 산책으로 위험한 상황이 초래되고있습니다
이용인원이 년간 수백~수천명에 이를것으로 생각됩니다
개선방안
많은 비용이 들거나 거대한 공사를
기대하는게 아니고 기존에 있는길을
이용해서 안전한 산책로를 조성하자는것임
(물댄동산펜션뒤 오솔길~절암제저수지 데크로드 약2km정도)
기대효과
삼계면을 찾는 관광객들의 이용이 많아져 경제적 수익 예상
부성리 주민들의 건강과 안전도모",2022-01-20,"국민제안(1AB-2201-0016813) 심사 결과를 다음과 같이 통보코자 합니다.

내용 : 부성리 일대에 산책로 조성
- 부성리 주민들의 건강을 위한 산책길 조성

답변 : 장성군 군정에 관심을 가져주신점 대단히 감사합니다. 현재 고성산 일대에 등산로 2개소가 조성되어 있습니다. 깃재~고성산 정상, 절암~고성산 정상까지 이용중에 있기에 불편하시더라도 등산로를 이용하여 주시고, 추후 예산 확보등 민원이 해소 되도록 최선을 다 하겠으며, 현재는 추진이 어려움을 알려드리니 이 점 양해해 주시기 바랍니다. 감사합니다.

끝.",2022-03-23,장성군,답변완료
"2021, 자연재앙이 시사하는 심각성 인식","현황 및 문제점
2021, 자연재앙이 시사하는 심각성 인식
다른 여느 해보다 2021년은 무척이나 힘들었다. 2020년말부처 창궐한 ‘코로나19’ 는 여전히 그 기세가 수그러들지 않고 거듭되는 변이로 인류는 엄청난 재앙의 굴레로부터 벗어나지못하고 고통의 나날을 보내고 있다. 최근에는 잔파력이 강한 ‘오미크론’까지 확산하는 추세이다.
12월 26일 하두 통계에 의하면 ‘오미크론’ 변이 감염 환자는 해외 유입 23명, 국내 감염 10명 등이 늘어 누적 376명(국내 215명, 해외 161명)에 이르렀다.
연말이 가고 새로운 해가 다가오는 데도 연일 대규모 확산과 함께 사망자도 급속히 증가할 것으로 예상되어 매일 매일이 위태롭고 불안할 수 밖에 없는 재앙에 휩싸여 있다.
더욱이 2021년은 질병과 더불어 극단적인 이상 기후로 전 세계 곳곳에서 자연 재해의 기록을 갈아 치웠으며 수 백명이 폭염과 그로 인해 목숨을 잃었고 농부들은 가뭄과 메뚜기 떼로 인해 각종 피해를 입었다.
2월, 연중 따뜻한 택사스에는 추운 날씨가 강타하여 125명이 사망하고 수백만 명이 전기가 끊기는 상활에서 영하의 기온을 경험했다.
케냐와 일부 동아프리카 지역에는 수십 년 만에 최악의 메뚜기 재앙이 발생하였고 중국의 베이징은 10년 만에 모래 폭풍이 몰아쳐 온통 주황색 하늘로 뒤덮이고 항공기의 이･착륙이 중단되기까지 하였다.
6월에는 미국 서부 지역에 찾아 온 극심한 가뭄으로 농작물이 고사하고 물부족 사태까지 겪었다. 7월에는 중국 허난성에 1년치 비가 단 3일 만에 내리기도 하였으며 그로 인해 300명이 사망했고 독일,벨기에,네덜란드에도 집중 호우가 쏟아져 200명 가까운 사망자가 발생하였다.
비슷한 시기에 미국의 캘리포니아와 오리건주에는 이 지역 역사상 가장 큰 산불이 발생하여 인명과 재산 피해를 많이 낳았고 남아메리카의 많은 지역도 가뭄에 시달렸다.
그리스와 알제리에서 발생한 산불과 섭씨 45도가 넘는 기록적인 폭염으로 극심한 피해를 입기도 했다. 8월에는 미국을 비롯한 세계 여러 지역에서 산불이 발생하여 최대 탄소 배출량을 기록하였고 지구 온난화로 인해 전 셰계 대부분의 산악 빙하가 해빙되는 현상을 목도한 과학자들은 21세기말까지 현재 남아 있는 1,500여개의 빙하 중 90% 가까이 잃을 수도 있다는 경고까지 내놓았다.
가까운 일본 역시 올림픽 전후하여 폭염, 폭우, 지진, 화산 분화, 태풍 등으로 일본은 자연 재해의 세트장이 되고 있다.
이같이 자연 재해 발생의 빈도가 세계 곳곳에서 많아지고 유사 이래 겪어보지 못한 이상 기후 현상과 물과 불의 재앙은 인명과 재산의 피해를 속출하고 있다.
자연 재앙의 근본 원인은 이상 기후이다.
이상 기후는 지구의 평균 기온이 계속 상승하여 점점 더워지는 지구 온난화이다. 이로 인해 지구의 온도가 상승하면서 빙하가 녹아 내려 해수면이 상승하고 이상 기후가 일어나고 있는 것이다. 이상 기후는 전술한 바와 같이 각종 천재지변을 낳고 생태계의 균형이 깨져 생물이 멸종하거나 그 개체가 극감하게 된다.
현재 인류는 이 같은 인과 관계를 극복하기 위해 각종 방안을 강구하고 규제를 강화하고 있다.
이에는 국가와 국가 간에 갖추어야 할 과제가 있고, 개인을 중심으로 한 가정이 함께해야 할 과제가 있다. 자동차 화석 연료와 같은 오염물질을 제로화를 위한 친환경 자동차 개발이나 화력 발전소를 대체하는 신재생 에너지로의 전환, 마구잡이식 개발로 삼림을 훼손하고 파괴하는 경제 개발 원리에 우선하는 정책을 지양하는 등은 국가 단위로 협조해야 할 과제이다,
그보다 먼저 개인과 가정에서 실천해 나가야 할 과제를 철저히 생활화해야 한다.
종이컵, 비닐 봉투와 같은 1회 용품 쓰레기 줄이기, 각종 유해 화학물질 등과 같은 유해 쓰레기를 산이나 강, 바다에 마구잡이로 투기하는 행위 등은 개인적인 일탈 행위로 인해 자연이 파괴되어가는 엄청난 결과를 초래하여 지구 온난화주범이 된다.
오늘날 자연 이변 현상과 그 원인을 明知하여 현재의 자연을 더 이상 훼손하지 않고 보전하여 후손들이 대대로 아름다운 삶을 영위할 수 있는 건강한 자연을 유산으로 전하기 위해서는 오늘을 살고 있는 공동체 모두가 타자 본위의 배려하는 생활인이 되어야 할 것입니다.
개선방안
우리 국민 모두가 개인적 일탈에 대해서 꼭 지켜야 할 몇 가지 개선 사항을 제안해 본다.
1. 각종유해 화학물질 등과 같은 쓰레기를 산이나 강, 바다에 투기하는 행위자 처벌 기준을 정하고 투기하는 자를 보고 즉시 신고할 수 있도록 보상 기준도 정하여야 한다.
2. 종이컵, 비닐봉투 등과 같은 1회용품 쓰레기 줄이는 등 심도 있는 검토가 필요하다. 지자체에 전담 부서를 신설하여 1회용품 쓰레기 수집자에 대한 보상기준 등을 만들어 보상하게 되면 여러 가지 효과를 창출할 수 있다.
3. 투기자 처벌 기준 및 신고자의 보상기준 등으로 종이컵 등 1회용품을 줄이기나 수집자 보상기준 등을 월별로 실시간 방송사에 홍보를 의뢰하여 홍보를 해 나간다면 저탄소를 절감하는 나라로 거듭나는 국가로 자리매김 할 수 있을 것이다.

기대효과
우리 국민 모두가 개인적 일탈에 대해서 꼭 지켜야 할 몇 가지 개선 사항을 제안해 본다.
1. 각종유해 화학물질 등과 같은 쓰레기를 산이나 강, 바다에 투기하는 행위자 처벌 기준을 정하고 투기하는 자를 보고 즉시 신고할 수 있도록 보상 기준도 정하여야 한다.
2. 종이컵, 비닐봉투 등과 같은 1회용품 쓰레기 줄이는 등 심도 있는 검토가 필요하다. 지자체에 전담 부서를 신설하여 1회용품 쓰레기 수집자에 대한 보상기준 등을 만들어 보상하게 되면 여러 가지 효과를 창출할 수 있다.
3. 투기자 처벌 기준 및 신고자의 보상기준 등으로 종이컵 등 1회용품을 줄이기나 수집자 보상기준 등을 월별로 실시간 방송사에 홍보를 의뢰하여 홍보를 해 나간다면 저탄소를 절감하는 나라로 거듭나는 국가로 자리매김 할 수 있을 것이다.",2022-01-20,"□ 접수번호 : 1AB-2201-0016756/2AB-2201-0007949
□ 제안개요
○ 제 안 자 : 박*민
○ 제안요지
- 쓰레기를 투기하는 행위자 처벌기준 마련 및 신고자 보상기준 마련
- 종이컵, 비닐봉투 등 1회용품 사용을 줄이기 위해 1회용품 수집에 대한 보상기준 마련
- 1회용품 줄이기, 1회용품 수집에 따른 보상기준 등 방송사 홍보 추진 등
□ 검토결과 : 불채택
○ 안녕하십니까? 평소 도정에 깊은 관심을 가져주시고 도정 발전을 위한 좋은 제안을 해주신 것에 대해 감사드립니다.
○ 귀하의 건의사항은 ‘쓰레기 투기 행위에 대한 처벌기준, 신고 보상기준 마련 및 1회용품 사용을 줄이기 위한 노력 등’에 관한 것으로 이해되며, 검토의견은 다음과 같습니다.
○ ｢폐기물관리법｣으로 폐기물의 투기행위를 금지하고, 이를 위반한 경우 100만원 이하의 과태료를 부과하고 있으며, 폐기물 불법투기 신고에 따른 포상금 지급 기준은 각 시･군 조례로 정하고 있음을 알려드립니다.
○ 1회용품 사용과 관련해서는 ’22.4.1.부터 카페 등 식품매장 내 1회용 플라스틱 컵, 수저 등 1회용품 사용이 전면 금지되고, ’22.6.10.부터는 카페 등 식품매장에서 1회용 컵 사용 시 1개당 300원의 보증금을 부담하고, 컵 반환 시 보증금을 돌려받을 수 있게 됩니다.
○ 아울러, 우리 도에서는 1회용품 줄이기와 관련 TV, 라디오 등을 통해 연중 지속적으로 홍보를 추진하고 있습니다.
○ 앞으로도 전남도정 발전을 위하여 참신한 제안을 해주시기 바라며, 댁내 건강과 행복이 늘 함께 하시기를 기원합니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-02-16,전라남도,답변완료
광양시 시내버스 정류장 센서 감지 기능 추가로 탑승객 유무 확인,"현황 및 문제점
현재 이용하는 시내버스는 정류장에 앉아있으면 버스 기사님이 정류장에 사람이 있는지 알 수 없는 구조로 되어 있습니다. LED 알림판이 설치된 정류장은 ""잠시 후 버스가 도착 예정입니다""라는 안내음성이 나와서 오는 것을 인지할 수는 있지만, 버스가 정류장에서 정차하는 시스템이 아니기에 버스가 오는지 수시로 고개를 내밀어 확인해야 하고 버스가 올 때 쯤엔 앞으로 나가서 기사님께 인지를 시켜드려야 버스를 탑승할 수 있는 구조입니다. 시간이 지나면서 스마트 정류장을 운영하는 지역들이 생기고 있고, 광양시도 대중교통 문화가 빠르게 발전하면서 이용량이 늘어나고 있는데, 이에 맞춰서 움직이지 않아도 탑승 여부를 알 수 있는 시스템이 생기면 좋겠다고 생각해서 제안 요청드립니다.
개선방안
정류장에 센서 감지기능 및 LED 유무 알림판을 설치해서 사람이 있으면 초록색 점등표시, 없으면 불꺼짐 표시 등으로 개선 되었으면 좋겠습니다. 아직 많은 정류장들이 룸 형식의 정류장으로 지어지지 않은 곳들이 많은데 모든 정류장을 이와 같이 변경하는 건 예산 측면에서 문제가 되니까, 사람들이 많이 이용하는 '사랑병원' 등의 정류장을 시범적으로 운영하면서 시민들의 반응을 확인하는 것도 좋을 것 같습니다.
기대효과
지금은 버스 기사님들이 운전중에 정류장을 지나게 되면 정류장에 사람이 있는지 주시하느라 1-1.5초 정도의 시간동안 전방주시가 안되는 상황이 발생합니다. LED 알림판으로 사람의 유무를 확인할 수 있다면, '초록색(ON)/회색(OFF)' 색상으로 간편하게 구분할 수 있기에 전방을 주시하며 더욱 안전한 교통문화가 만들어질 것 같습니다.",2022-01-19,"1. 귀하의 가정에 건강과 행운이 함께 하시길 기원합니다.
2. 국민신문고를 통해 제안하신 시내버스 승강장 센서 감지기능 설치에 대하여 다음과 같이 알려드립니다.
□ 답변내용
- 시내버스 승강장 내 센서 감지기능 설치는 많은 예산이 수반되는 사업이므로 현재 시행이 어렵다는 점 양해 부탁드리며,
- 수요가 많은 승강장 위주로 센서 감지기능을 시범적으로 운행하는 것은 여러가지 상황들을 고려하여 참고 및 검토토록 하겠습니다.

3. 기타 문의사항이 필요한 경우 교통과(☏797-3463)에게 연락주시면 친절하게 답변 드리겠습니다. 끝.",2022-02-08,광양시,답변완료
여수시 시내버스 정류장 버스 도착 안내 멘트 추가,"현황 및 문제점
코로나 바이러스 및 많은 업무 처리로 노고가 많으십니다.

평소에 시내버스를 자주 이용하고 있는데, 많은 버스 정류장이 룸 형식으로 변경되면서 음성 알림판도 생기고 있습니다. 현재는 버스가 오기 전에 ""OO번 버스가 잠시 후 도착 예정입니다.""라는 멘트가 안내 되지만, 버스가 도착했을 때 ""OO번 버스가 도착했습니다.""라는 멘트가 나오지 않아서 '도착예정' 멘트가 나오면 그 때 부터 버스가 오는지, 여러 버스가 오는 정류장이라면 몇 번 버스가 오는지 수시로 몸을 움직여 확인해야 하는 어려움이 있습니다. 버스가 정류장에 알아서 정차한다면 모르겠지만, 미리 나가있지 않으면 버스 기사님의 입장에서는 탑승객이 없다고 생각하시기에 탑승객 입장에서는 지속적으로 버스가 오는지 확인을 해야하는 번거로움이 있습니다. 또한, 시각장애인의 경우 몇 번 버스가 도착했는지 안내 멘트가 나온다면 쉽게 이해할 수 있을텐데 도착예정 멘트만 나오니까 구분이 힘들고, 마찬가지로 무조건 정차를 하지 않기 때문에 타려는 버스에 탑승하기 어려운 문제점이 있습니다.
개선방안
지금은 버스에서 내리는 사람이 없고 정류장에서 탑승하려는 사람이 없다면 기사님이 확인한 뒤 정류장을 통과하고 있습니다. 그리고, 도착예정 안내 멘트만 나오고 있는데, 도착 시 ""OO번 버스가 정류장에 도착했습니다.""라는 멘트가 나오고 기사님이 2-3초간 일단정지 후 출발하시는 방법으로 개선 되었으면 좋겠습니다.
기대효과
현재는 버스 기사님의 시야에 들어와야 버스를 탑승할 수 있어서 수시로 버스가 오는지 확인하고 있는데 번거로울 때가 굉장히 많았습니다. 하지만, 버스 기사님이 2-3초간 일단정지 후, 도착 안내 멘트가 나온다면 수시로 버스를 확인하지 않아도 편리하게 버스를 탑승할 수 있을 것 같습니다. 그리고, 시각 장애인의 입장에서도 다른 이에게 도움을 청하지 않아도 버스 도착 알림 멘트를 받고 탑승할 수 있기에 보다 안전하고 편리한 대중교통 문화가 만들어질 것 같습니다.",2022-01-17,"안녕하십니까?

여수시 시정발전에 관심을 기울여 주시고 제안하여 주심에 감사드리며, 제안하신 내용에 대하여 아래와 같이 답변 드립니다.

제안의 요지는 “정류장에 버스 도착 안내 멘트를 추가하자”는 내용으로 이해됩니다.

해당 제안은 여수시 교통과 소관 하에 면밀히 검토되었으며 검토결과는 다음과 같습니다. 여수시에서는 버스정보시스템(BIS)을 2011년부터 구축하여, 현재 운수 3개사 및 시내버스 190여대가 운행 중이며, 버스정보안내기(BIT)는 유개형 정류소 내 393대를 설치하여 운영하고 있습니다. 시스템이 마련되어 있기에 시에서도 제안해주신 내용처럼 정류장에 버스가 도착할 시 안내 멘트를 송출해드리고 싶으나, 위성항법장치(GPS)의 오차 범위가 80~150m로 정류소 내(승객 가시거리)에 버스가 진입하였는지를 실시간으로 판단하는 것이 불가능해, 현재 기술로는 제안 내용을 구현하기 어렵습니다. 또한 정류장에 센서를 부착하여 LED 알림판으로 승객의 유무를 표시하는 것 역시, 센서의 인식 범위와 정확성 문제 등으로 구현이 어려움을 안내드립니다.

상기한 이유로 인해 금번 제안채택심사 결과는 아쉽게도 불채택 되었습니다.

해당 답변에 대하여 궁금한 점이 있으신 경우, 제안담당자(061-659-3435) 또는 교통과(061-659-4139)로 문의주시면 친절히 안내 드리겠습니다.

다시 한 번 귀하의 제안에 감사드립니다.",2022-01-21,여수시,답변완료
엑스포 공원 관람 동선 안내 페인트 재작업,"현황 및 문제점
1. 오래되어 벗겨짐
2. 동선의 방향이 좌측통행임
3. 동선유도가 붙어 있는 경우도 있음
4. 공원 내 위치지도에서 현재위치가 잘 못 표기됨
개선방안
1. 우측 통행을 유도하는 분리된 동선 유도선을 재작업
2. 지도에서 현위치 올바르게 표시
기대효과
1. 원활한 공원 관람",2022-01-17,"먼저, 엑스포공원에 관심을 가져주셔서 감사합니다.

귀하께서 제안하신 엑스포공원 관람 동선 안내 페인트 정비에 대하여 다음과 같이 답변 드리겠습니다.

관람동선 안내 페인트 정비는 금년 나비축제(4월경) 대비하여 추진예정이며,
안내동선 방향은 축제시 관람객을 전시관으로 유도하기 위하여(축제시, 관람객 혼잡 방지) 공원 실정에 맞게 조성하였으며,
안내판 등 또한, 나비축제 전에 전체적으로 정비할 계획임을 알려드립니다.

따라서, 귀하께서 제안하신 사항은 우리 사업소에서 추진 계획중임에 불채택으로 처리하고자 합니다.
공원에 대하여 애정어린 관심 감사드립니다. 공원 발전을 위하여 항상 노력하겠습니다.",2022-02-03,함평군,답변완료
능주면 원지리에서 도곡면 신성리 자전거길 구간별 화장실및 휴지통 설치의 건,"현황 및 문제점
위드코로나로 자전거길에서 가족끼리 산책및 라이딩족이 많이 늘어난 상태인것 같습니다.
그런데 주말이면 가끔 가족끼리 나들이 나오면 주위가 마스크및 쓰레기가 자주보여 경관을 해치고
가족끼리 워킹을하다 보면 어린이들의 경우 화장실이 없어 아무데나 실례를 하는 상태인것 같습니다.
개선방안
- 구간별 운동시설및 벤치설치된곳에 휴지통및 화장실 설치하여 운영하였으면 합니다.
기대효과
- 자전거길의 깨끗한 주위환경 관리
- 생리현상 해소 간편.",2022-01-14,"귀하께서 국민신문고에 신청하신 제안(신청번호: 1AB-2201-0013324)에 대한 검토 결과를 다음과 같이 알려드립니다.

● 다 음 ●
1. 먼저, 공중화장실 및 휴지통 설치에 대한 귀하의 관심과 제안 참여에 감사드립니다.
2. 귀하의 제안내용은 “자전거길 공중화장실 설치를 통한 환경 개선”에 관한 내용으로 이해됩니다.
3. 코로나19로 인해 라이딩족과 산책하는 사람들의 수가 늘어나 제안 내용을 이해하지만, 남정리 운동시설 근처에는 남정리 2구 마을회관과 경로당이 위치해 있습니다. 이용객들의 편의를 위하여 마을회관과 경로당 방향 안내 표지판 설치의 필요성을 능주면사무소에 알리도록 하겠습니다.
4. 이러한 이유로 귀하께서 요청하신 공중화장실 설치의 어려움을 알려드리니 양해 부탁드립니다.
5. 기타 궁금하신 사항은 화순군 환경과 공중정화팀(☏061-379-3616)으로 연락주시면 성실히 답변 드리겠습니다.",2022-03-02,화순군,답변완료
어린이 보호구역 속도제한 탄력적 운영,"현황 및 문제점
어린이 보호구역은 30km로 지정되어 운전을 하게 되어있는데, 어린이들이 다니지 않는 밤 시간대 및 주말에도 보호구역 속도제한에 맞춰 운전을 해야하는 번거로움이 있습니다. 어린이들이 주로 원 및 학교를 이용하는 평일 시간대는 지켜야 할 의무가 있지만, 이용하지 않는 저녁 및 주말 시간은 탄력적으로 운용하면 운전자 입장에서 편의성이 증가되고 불편함이 덜어질 것 같아서 제안 요청합니다.
개선방안
아이들이 원 및 학교를 이용하는 평일 시간대(08:00-18:00 등)은 어린이 보호구역 속도제한 단속을 하고, 어린이 보호구역 표지판 위에 '단속중' 전광판을 설치하여 속도제한 단속중임을 알리거나, 횡단보도에 빨간색/초록색 LED 등을 설치하여 단속여부를 운전자에게 인지시키능 방향으로 탄력적으로 운영 되었으면 좋겠습니다.
기대효과
안전을 위해서 보호구역 및 속도제한 구역이 생긴 것은 알고 있지만, 보호받을 대상이 없는 저녁 및 주말에도 속도제한을 지켜야 하다 보니 운전자 입장에서 불편함이 많습니다. 이 점이 탄력적으로 운영된다면 운전자 입장에서도 스트레스 받지 않고 편하게 운전할 수 있을 것 같습니다.",2022-01-14,"1. 시정에 관심을 가져주셔서 감사드립니다.
2. 어린이보호구역 속도제한 탄력적 운영에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 어린이보호구역 내는 차량의 제한 속도를 30킬로미터 이하로 제한하게 되어있습니다.
나. 도로교통법 개정에 따른 안전속도 5030 전면 시행에 따라 주택가 도로 등 보행위주의 도로 30킬로미터 이내로 제한 운영하고 있습니다.
다. 어린이보호구역 내 속도제한 탄력적 운영은 운전자의 혼란 유발하여 교통사고의 위험이 있어, 시행의 어려움이 있음을 알려드립니다.
라. 답변 내용에 대한 추가 설명이 필요한 경우 교통과(797-2297)로 연락주시면 자세히 안내해 드리겠습니다. 끝.",2022-02-14,광양시,답변완료
