제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
비오는 날과 어두운 밤에 차선이 보일 수 있도록 도로를 개선해주세요.,"현황 및 문제점
비가 많이 내리는 날, 운전을 하다 보면 차선이 잘 보이지 않아서 사고의 위험이 존재합니다. 안전을 위해 저속으로 속도를 조절하지만, 차선이 시간이 지남에 따라 선명도가 흐려지고, 거의 지워진 곳도 있어서 운전자의 안전이 보장받지 못하는 점이 불편합니다.
개선방안
차선의 선명도가 흐려진 부위들은 도색을 새롭게 해서 비가 내리는 날, 어두운 밤에도 차선이 명확하게 보였으면 좋겠습니다.
기대효과
비오는 날, 어두운 밤에도 차선이 선명하게 보인다면 차선이 보이지 않음으로 인해 발생하는 차선 미준수와 그로 인한 교통사고를 방지할 수 있을 것이라고 생각합니다.",2021-09-02,"1. 시정에 깊은 관심을 가져주셔서 감사드립니다.
2. 귀하께서 국민신문고로 건의하신 「노후노면 재도색 요청」에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 노면이 노후화된 곳은 현장 확인 후 재도색하겠습니다.
나. 답변 내용에 대한 추가 설명이 필요한 경우 교통과(797-2866)로 연락주시면 자세히 안내해 드리겠습니다. 끝.",2021-10-13,광양시,답변완료
"제철소 1문, 2문 출, 퇴근 시간 신호등 시간을 늘려주세요.","현황 및 문제점
주, 야간 근무를 마치고 제철소 1, 2문으로 출, 퇴근을 할 때면 매번 신호가 짧아서 한 번에 넘어가지 못하고 끼어드는 버스가 있을 경우에 3번-4번 신호를 받아야 지나갈 수 있어서 시간이 지체되고 번거로운 점이 있습니다.
개선방안
출, 퇴근 시간은 교통편이 혼잡해서 종종 경찰분들이 나와주셔서 교통 통제를 해주시는 모습을 볼 수 있습니다. 출, 퇴근 시간 07:00-07:30분 / 19:00-19:30분 정도는 신호 시간을 길게 변경되어 원활한 통행이 됐으면 좋겠습니다.
기대효과
수 많은 제철소 직원들이 출, 퇴근을 하면서 짧은 신호 시간과 길어지는 정체로 인해 짜증을 호소하고 있는데, 신호 시간이 길어진다면 이러한 문제가 해결되고 차가 막히는 현상을 방지하려고 빨리 이동하는 일이 사라지기 때문에 안전한 교통문화가 만들어질 것 같습니다.",2021-09-01,"1. 시정에 깊은 관심을 가져주셔서 감사드립니다.
2. 귀하께서 국민신문고로 건의하신 「광양제철소 출퇴근 시간 신호시간 연장 요청」에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 광양제철소 출퇴근 교통흐름 개선을 위해 교통량이 가장 많은 16:30~18:30에 출퇴근 방향 신호시간을 다른 방향 대비 3배 이상 연장 운영하고 있습니다.
나. 출퇴근 방향 신호주기를 19:30까지 연장할 경우 다른 방향으로 통행하는 시민들의 불편함이 예상되므로 교통흐름이 가장 많은 16:30~18:30에만 출퇴근 방향 신호를 연장 운영하겠습니다.
다. 답변 내용에 대한 추가 설명이 필요한 경우 교통과(797-2866)로 연락주시면 자세히 안내해 드리겠습니다. 끝.",2021-10-13,광양시,답변완료
광영동 사용되지 않는 건물을 활성화 해주세요.,"현황 및 문제점
광영동을 포함한 광양시 곳곳에 사용되지 않는 건물 및 상가가 늘어나고 있고, 점점 상권이 죽어가고 있음을 느낍니다. 부영아파트에서 현대고층 아파트로 올라가는 오르막 길은 20년 이상 같은 구조로 구성되어 변화하지 않고 있는데, 지역 활성화가 안된다면 인구 유입도 발생하지 않을 것 같아서 변화를 제안합니다.
개선방안
지역 경제 활성화에 필요한 건물이 들어선다면 좋겠지만, 활용되지 않고 유령도시를 인상시키는 현재 모습 보다, 지역 문제로 손꼽히는 주차장을 개설하는 등의 변화로 공간을 활용했으면 좋겠습니다.
기대효과
중마동은 사람이 살기 좋도록 인프라가 구축되고 있는 반면, 광영동은 부족함이 많아서 아직도 중마동에서 돈을 소비하는 경우가 더 많습니다. 광영동으로도 인구가 유입될 수 있도록, 부영아파트 부터 현대고층 사이의 상권들을 변화시킨다면, 지역 경제가 활성화 될 것 같습니다.",2021-09-01,"1. 시정에 깊은 관심을 가져주셔서 감사드립니다.
2. 귀하께서 국민신문고로 건의하신 「광양제철소 출퇴근 시간 신호시간 연장 요청」에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 광양제철소 출퇴근 교통흐름 개선을 위해 교통량이 가장 많은 16:30~18:30에 출퇴근 방향 신호시간을 다른 방향 대비 3배 이상 연장 운영하고 있습니다.
나. 출퇴근 방향 신호주기를 19:30까지 연장할 경우 다른 방향으로 통행하는 시민들의 불편함이 예상되므로 교통흐름이 가장 많은 16:30~18:30에만 출퇴근 방향 신호를 연장 운영하겠습니다.
다. 답변 내용에 대한 추가 설명이 필요한 경우 교통과(797-2866)로 연락주시면 자세히 안내해 드리겠습니다. 끝.",심사 중,광양시,제안심사
"기초의료급여,한부모가정에 종량제봉투를 무료로 지급해주세요.","현황 및 문제점
타지방자치에서는 기초의료급여나 한부모가정에 종량제봉투 분기별로 무료지급하고 있는데 목포시만은 아직까지도 아무소식이없어 제안하게 되었습니다.
또한 여러지방자치에서 상하수도 요금도 할인하고 있던데 제고해주시면 감사하겠습니다.
개선방안
특히 한부모가정에 유치원,초등학생이 많은 가정이 있어 한달 종량제봉투값이 가정에 조금이라도 도움이 될것이라고 생각됨니다.
기대효과
지금은 의료급여1종만 지급하고 있는데 기초의료급여,한부모가정에 추가해 주시면 감사하겠습니다.
의료급여세대나 한부모가정에 자녀들을 키우다보면 종량제봉투가 많은금액이 지출되어 가정에 많은 보탬이되지 않을까 생각됨니다.
어려움이 많겠지만 한번 제고해 주셨으면 합니다.
꼭 다시한번 생각해 주었으면 합니다.",2021-08-31,"○ 목포시의 한부모가정에게 종량제봉투의 무료지급 제안에 대하여 답변 드리겠습니다.

○ 목포시는 「목포시 폐기물 관리에 관한 조례」 제15조제1항에 따라 「국민기초생활 보장법」에 규정된 수급자 중 「의료급여법 시행령」 제3조제2항제1호에 따라 의료급여 1종 수급권자에 한하여 종량제 봉투를 무료 제공하고 있습니다. 이는 근로능력이 없거나 근로가 곤란한 자에 대한 최소한의 지원입니다.

○ 귀하께서 제안하신 종량제봉투 무료 지급 대상자를 「의료급여법 시행령」 제3조제3항 따른 2종수급권자와 「한부모가족지원법」에 따른 한부모 가정까지 확대할 경우 재정자립도가 낮은 목포시의 열악한 재정을 감안하면 제안에 대한 채택은 어려울 것으로 사료됩니다.",2021-09-30,목포시,답변완료
제조업으로 서남부와 국가를 살리는 서남해경제자유구역 신설 및 방향 모색,"현황 및 문제점
* 2020년 인구 (신안군: 3.9만명, 목포시: 22.5만명, 해남군: 6.9만명, 무안군: 8.5만명, 영광군 5.3만명, 함평군 3.2만명, 진도군 3.1만명, 영암군: 6.9만명) 인구와 개발에 있어 너무 뒤쳐져 있음, 이러한 것은 악순환이 됨, 획기적 돌파구가 필요함

#부산진해경제자유구역: 인구유입효과:20만명, 사업기간:2003~2027년, 개발사업비:17.4241조원
#목포신항 : 인구유입효과: , 사업기간:1993~2022년, 개발사업비: 0.9021조원
#광양만경제자유구역(하동지구 포함): 인구유입효과:몇십만 개발사업비: 약10조(정확한 자료를 찾지 못함)



개선방안
(서남해 경제자유구역 안을 제1안, 제1-1안, 제2안을 제시함. 가장 적합한 것을 추진해 주시기 바랍니다.)

* 관광산업만으로는 한계가 있음(일예로 코로나와 같은 팬더믹상황에서는 제조업이 없는
관광산업만으로는 너무 힘듦. 또한 팬더믹이 아닌 지역적 재해 또는 타지역의 새로운 관광시설이 생김으로 인해, 관광객의 뺏김현상이 언제든 발생할수 있음, 고로 반드시 제조업이 필요하며, 제조업이 부흥하면, 관광업을 항상 든든하게 지원할수 있는 상황이 됨.

* 각각의 항만시설, 항만배후산업단지, 배후도시, 관광지구 로 나뉘어 져 있습니다.

* 대통령공약사항과 유네스코 갯벌보존과의 충돌문제: 2022년 3월 09일에 실시되는 ""대통령 공약사항""에 반드시 선정되고, 이후에 반드시 ""특별법""의 통과가 필요함.(제1안은 유네스코 갯벌보존지역을 피해서 하게 되므로, 사업의 신속성 및 환경문제에서 좀 더 자유로울수 있음. 그러나 제1안도 일반갯벌을 일부포함하므로 특별법의 지위가 반드시 필요함)


기대효과
* 항만시설, 배후산업단지, 배후도시가 추진될 것이고, 이를 지원하는 인프로 건설과 인프로 건설의 당위성이 자동적으로 생겨, BC타당성에 의한 예산확보에서도 유리함

* 영광, 함평, 무안, 신안 4개군의 사업지역이, 유네스코 갯벌보존지역에는 포함되어 있지 않아 다행(임자도 지구는 갯벌쪽이 아닌 섬에서 뭍지역임)이나, 일반갯벌지역이 어느정도 포함되므로 환경단체의 반대가 있을 수 있습니다. 이에 대해서는 ""너무많이 개발된곳은 자연환경이 필요하고, 자연환경이 너무 잘 보존되었으나, 개발이 안된곳은 개발이 절대적으로 필요하다"" 라고 설득해야 합니다. 후에 개발이 되었을때, 현세대와 자손이 좋은 제조업에 취업할수 있는 기회가 더 많아지며, 학교, 의료, 복지, 주거 등등, 모든분야에서 삶의 질이 향상된다고 강조해야 합니다.

약간의 갯벌을 개발해서, 11만명의 인구유입(부산진해 경제구역의 절반정도)이 기대 된다고, 가정했을때, 제조업 종사자 및 그 가족 11만명이, 1년 365일 하루도 빠짐없이, 영광,함평,무안,신안에서 먹고, 자고, 즐기고, 근무하고 생활하는 현지인이라고 생각해 보십시요. 11만명*365일 =4,015만명 입니다. (물론 관광객추산시 1사람이 와서 3곳의 관광지를 둘러보면 3명으로 잡히는 현재의 시스템으로 계산하지 않았으나, 오히려, 먹고 자고 즐기고 근무하고 생활하는 현지인이, 관광객보다 더 파급효과가 크다고 봅니다).


--- 자세한 사항은 ""첨부파일""을 참조해 수세요 ---",2021-08-31,"○ 평소 우리 도정에 깊은 관심을 가져주시고 도정 발전을 위한 좋은 아이디어를 제안하여 주신 것에 대해 감사드립니다.
○ 귀하께서 제출하신 의견은 서남해경제자유구역 신규지정(1,1-1,2안) 및 이를 위해 서남해경제자유구역 지정을 대통령공약으로 지정이 필요하다는 제안으로 이해됩니다.
○ 우리 도는 광양만권경제자유구역(여수, 순천, 광양, 하동)을 지정하여 2004년부터 매년 운영비(40~50억 원) 및 인력(90여명)을 지원하여 산단·배후단지·관광단지 개발을 추진중에 있습니다.
○ 서남권에는 목포신항만에 8.2KW 서남해안 해상풍력 발전단지를 위해 필요한 지원부두와 배후단지 조성, 대양산단에 해상풍력 융복합산업화 플랫폼 구축 등 기 추진중인 대형프로젝트를 잘 추진한다면 경제자유구역지정 이상의 효과를 기대할 수 있을 것입니다.
○ 귀하의 제안 검토결과, 서남해경제자유구역 지정은 산단·연구개발특구 등과 인센티브 차이가 거의 없고 광양만권경제자유구역 활성화 부진, 재정부담 가중 등 실익이 없어 불채택하오니 양해바라며,
○ 다만, 광양만권경제자유구역 운영 및 활성화 추이에 따라 향후 추가 지정도 검토 가능함을 알려드립니다.
○ 답변내용과 관련하여 추가적인 문의사항이 있으실 경우 전남도청 투자유치과 강상훈 주무관(061-286-5151)에게 연락 주시면 성실하게 답변 드리겠습니다.
○ 앞으로도 전남도정 발전을 위하여 참신한 제안을 부탁드리며 댁내 건강과 행복이 늘 함께 하시기를 기원합니다. 감사합니다.",2021-09-15,전라남도,답변완료
'제철복지관' 시내버스 정류장 위치를 변경해 주세요.,"현황 및 문제점
'카카오버스'에 등록되어 있는 '제철복지관' 정류장 위치를 로드뷰로 확인하면, 제철소 복지센터 건너편이 정류장으로 되어 있습니다. 얼마 전, 제철에서 중마동으로 이동하기 위해 87번 버스를 제철복지관 정류장에서 기다리고 있었는데, 어플 내 등록된 정류장에서 버스가 출발하는 게 아니라, 사진에 표시한 곳에서 버스 기사님들이 출발시간 전까지 쉬시는데, 거기서 쉬셨다가 제철 복지관 정류장을 거쳤다가 동백아파트 정류장으로 가는 게 아니라, 현 장소에서 바로 유턴해서 동백아파트 정류장으로 이동하셔서 버스를 못타는 일이 있었습니다.
개선방안
버스 어플 및 기사님들의 노선을 동일하게 지정해 주셨으면 좋겠습니다. 종점 및 기점을 제외한 정류장의 경우 명확하게 정류장이 지정되어 있지만, 정류장이 별도로 설치되지 않은 정류장은 기사님들이 위처럼 임의로 주차하셔서 쉬셨다가 출발하는 사례가 발생하여 버스를 기다려도 버스를 타지 못하는 일이 발생합니다.
기대효과
어플과 위치가 동일하게 된다면 버스를 기다리고도 놓치는 일은 사라질 것 같습니다.",2021-08-31,"1. 귀하의 가정에 건강과 행운이 함께 하시길 기원합니다.
2. 국민신문고를 통해 제안하신 제철 복지관 시내버스 승강장 위치 변경에 대하여 다음과 같이 알려드립니다.
□ 답변내용
- 제철복지관 시내버스 승강장 위치 변경은 교통안전 사고 등의 문제로 현재 어렵다는 말씀 드리며, 버스승강장이 아닌 다른곳에서 임의적으로 버스가 출발하는 일이 없도록 버스 운송 업체측에 연락하여 조치토록 하겠습니다.
3. 기타 문의사항이 필요한 경우 교통과(☏797-3463)에게 연락주시면 친절하게 답변 드리겠습니다. 끝.",2021-09-27,광양시,답변완료
고등학교 앞에도 보호구역으로 지정해주세요.,"현황 및 문제점
초등학교, 중학교는 어린이 보호구역으로 지정이 되어 있지만, 고등학교 앞은 보호구역으로 지정되어 있지 않습니다. 초등학생, 중학생에 이어 고등학생도 같은 10대 청소년으로써 보장받아야 할 권리가 있는데 보호구역으로 지정되지 않은 점이 안타까워서 제안합니다.
개선방안
고등학교 앞도 어린이 보호구역 및 청소년 보호구역으로 지정되어 고등학생도 안전을 보장 받았으면 좋겠습니다.
기대효과
개선된다면 고등학교 앞에서도 구간 속도제한이 이뤄짐에 따라, 고등학생들의 안전이 보장될 것 같습니다.",2021-08-30,"1. 시정에 관심을 가져주셔서 감사합니다.
2. 귀하께서 국민신문고로 제안하신「고등학교 주변 보호구역 지정」에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 보호구역 지정은 현행 도로교통법 제12조에 따라 고등학교 주변은 보호구역지정이 어려움이 있어 제안에 대하여 불채택함을 알려드립니다.
나. 답변 내용에 대한 궁금하신 사항이 있는 경우 교통과(☎061-797-2866)로 연락주시면 자세히 안내해 드리겠습니다. 끝.",2021-10-08,광양시,답변완료
내고향 곡성소식지에 곡성우수농특산물 게재 제안,"현황 및 문제점
ㅇ 내고향 곡성군의 무궁한 발전을 바라면서, 군정소식지에 ""곡성우수농특산물"" 안내코너를 게재해
전국각지에 거주하고있는 향우들에게 고향농특산물을 구매토록 홍보하므로서 군민소득증대에 기여할수
있도록 군수님께 제안을 합니다
ㅇ 본인은 죽곡면 태생으로 전남도산하 공직에서 40년 정년퇴임후 광주에 거주하면서 재광곡성군향우회에
몸담고 있으며, 명절시에 또는 평상시 선물용으로 백세미, 토란, 숯불한과, 고사리, 단감, 사과, 매실등 고향의
정취를 느끼는 농특산물을 지인들에게 보내고 있습니다
ㅇ 참고로 곡성소식지는 재직시부터 오늘까지 빠뜨리지 않고 구독하고있어 고향의 소식을 누구보다 잘알고
있으며, 더불어 소식지발송 관계부서에 진심 감사를 드리고 있습니다
개선방안

ㅇ 곡성소식지 후면의 표지를 이용하여 <인정이 넘치는 자연속의 가족마을 곡성우수농특산물>
제목으로 쌀, 잡곡, 과일, 채소, 가공식품 등 종별로 농특산물을 구분해서 판매자, 법인체, 연락처를
표기, 게재하므로서 향우들이 직접 구매할수 있도록 추진합니다

ㅇ 아울러 우수농특산물 코너는 곡성소식지에 거르지말고 계속해서 게재하며, 변경사항 발생시에는
내용을 수정합니다
기대효과

ㅇ 전국의 향우들에게 고향의 인정과 향수를 느끼게 한다

ㅇ 농특산물의 판매증대로 군민소득 증대에 크게기여한다

ㅇ 곡성인의 긍지를 심어주고 행정의 신뢰도를 향상시킨다",2021-08-29,"귀하께서 재심사 요청하신 의견에 대해 검토한 결과를 아래와 같이 알려드립니다.

먼저 우리 군 군정에 대한 깊은 관심에 감사의 말씀을 드립니다. 소식지를 통해 향우들에게 우리 군 농특산물을 알리자는 제안은 지역을 위해 의미 있는 의견이라고 생각합니다. 다만 소식지에 실리기 원하는 내용에 대해서는 구독자마다 다양한 의견이 있습니다. 군의 정책에 대해 더 궁금해 하시는 구독자도 계시고, 곡성에 사는 사람들의 이야기를 더 궁금해 하시는 구독자도 계십니다. 어떤 구독자들께서는 지역의 풍경을 더 실어줬으면 하는 말씀도 하십니다. 하지만 지면의 한계로 모두 실을 수가 없어 우리 군에서 다양한 상황을 종합적으로 고려해 콘텐츠를 선정하고 있으며, 따라서 우수 농특산물에 대한 안내를 지속적(고정적)으로 게재하기는 어려운 측면이 있습니다. 또한 지난번에도 말씀드렸듯이 우리 군은 기존에도 필요 시 소식지에 농특산물을 소개해왔습니다. 이미 우리 군에서도 귀하의 의견처럼 농특산물 안내가 좋은 콘텐츠의 하나라고 생각했기 때문입니다. 다양한 사항을 고려해야 하는 까닭에 소식지에 게재될 콘텐츠를 미리 확정할 수는 없지만 앞으로 농특산물 안내가 더 높은 빈도로 게재될 수 있도록 고려해 보겠습니다. 아울러 우리 군은 구독자분들의 의견을 더욱 다양하게 수용해 보다 많은 분들이 만족할 수 있는 소식지를 제작할 수 있도록 노력하겠습니다. 감사합니다.

군정에 관심 가져주신 점 다시한번 대단히 감사드리며, 기타 궁금하신 사항은 소식지 담당부서 곡성군청 행정과(담당자 : 주무관 최철호 / 061-360-2741, 부서장 : 행정과장 신동준)로 연락주시면 답변 드리도록 하겠습니다. 감사합니다.",2021-10-28,곡성군,답변완료
시내도로 신호등 신호를 연계 해주세요.,"현황 및 문제점
출, 퇴근 시간대에 강남병원>시청사거리, 성호 2차>3차, 제철소 사거리 등 차가 막히는 장소에 신호등이 연계가 안되거나, 교통 정리가 안되어서 이동 시간이 오래 걸리는 점이 불편합니다.
개선방안
신호가 연계되어 기다리지 않고, 원활하게 이동할 수 있도록 교통편이 정리 되었으면 좋겠습니다.
기대효과
많은 운전자들이 짧은 신호를 통과하려고 속도를 높여서 주행하는데, 이는 자칫 사고로 이어질 수 있다고 생각합니다. 또한, 신호위반을 하는 분들도 있는데 신호가 조금 더 길어지거나, 연계되어 통과할 수 있게 만들어진다면 교통사고, 신호위반 등의 문제가 사라져서 안전한 교통문화가 만들어질 것 같습니다.",2021-08-29,"1. 시정에 관심을 가져주셔서 감사합니다.
2. 귀하께서 국민신문고로 건의하신「신호 연동화 정비 요청」에 대해 검토 결과를 다음과 같이 알려드립니다.
가. 출·퇴근 시간 주요 간선도로 연동화는 현지 확인 후 정체된 구간을 중심으로 정비토록 하겠습니다.
나. 답변 내용에 대한 추가 설명이 필요한 경우 교통과 (☏061-797-2866)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.",2021-10-13,광양시,답변완료
택시 승강장 커버 및 의자 설치,"현황 및 문제점
버스 정류장은 이용하는 사람이 많은 개소에 따라 시설이 갖추어져있는 곳, 갖추어지지 않은 곳이 있지만, 대부분의 택시 승강장은 커버가 없어서 비가 오는 날이면 서있어야 하는 경우가 있습니다.
개선방안
모든 택시 승강장을 커버 및 온열의자 등 시설이 갖추어지지 않더라도, 사람들이 많이 이용하는 아파트 앞이나 병원 앞 등의 택시 승강장의 경우 커버 등 어느정도의 편의 시설이 갖추어지면 좋을 것 같습니다.
기대효과
퇴근 시간 등 택시를 이용하는 사람들이 많은 시간대에는 택시가 없어서 기다리는 경우가 종종 있는데, 커버가 설치된다면 비가 올 때 사람들이 승강장 밖에 있지 않아도 되고, 의자가 설치되지 않은 승강장의 경우 의자가 설치된다면 서있지 않고 앉아서 택시를 기다릴 수 있을 것 같습니다.",2021-08-26,"1. 귀하의 가정에 건강과 행운이 함께 하시길 기원합니다.
2. 국민신문고를 통해 제안하신 택시 승강장 커버 및 의자 설치 건에 대하여 다음과 같이 알려드립니다.

□ 답변내용
- 택시승강장 커버 및 의자 설치는 예산부족으로 당장 시행하기 어렵다는 점 양해 부탁 드리며, 내년 예산을 반영하여 불편함이 없도록 검토하겠습니다.

3. 기타 문의사항이 필요한 경우 교통과(☏797-3463)에게 연락주시면 친절하게 답변 드리겠습니다. 끝.",2021-09-27,광양시,답변완료
