제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
목포시시내버스 관련,"현황 및 문제점
존경하는 군수님 인터넷 뉴스로 보닌까 목포시 좌석버스가 6월말까지만 운행하고 운행을 안할 있다고 하던데 제가 몽탄면에 살아서 800번 자주 이용하는데 800번 은 어떻게 운행되나요
개선방안
800번 어떻게 운행되는지
기대효과
800번을 무안군에서 인수를 했으면 좋겠어요",2023-04-12,,,무안군,제안심사
반려동물 진료비 지원 사업 추진해주세요.,"현황 및 문제점
목포시에는 현재 추진하고 있어서
물어봤는데..무안군민은 안된다길래요
개선방안
전국에서 반려동물 관한 정책과 지원 같은걸 많이하는데 무안군은 왜 안하는지...
기대효과
무안군민들이 좋아하겠죠...",2023-04-12,,,무안군,제안심사
남악에도 네프론 설치 해 주세요.,"현황 및 문제점
패트병 버리면 포인트 주는 네프론이~전국에는 있는데..남악엔 없더라구요.
남악에 거주하는데..목포까지 버리러 가고 갠인적으로 힘드네요ㅠㅠ
무안이 뒤쳐지고 있어요ㅠㅠ
개선방안
남악 복지센터나 이동인구 많은 쪽에 설치 좀 해 주세요.
기대효과
패트병이나 캔 버리면 1개당 10포인트씩 주니까 홍보를 잘한다면~사람들이 길가다가 주워서 버릴 수도 있으며~고로 환경 개선에 도움도 되고. 쓰레기 배출에도 조금 도움 되지않을까싶네요.",2023-04-12,,,무안군,제안심사
삿갓동산 주변의 선사 유적지(고인돌) 발굴 제안,"현황 및 문제점
● 화순군 동복면 구암리 1구에 위치한 선사 유물 고인돌 14여기가 80년초 경지 정리시 메몰됨(출처 화순군 마을 유래지, 구암마을 주민 증언)
● 반경 9m 직경 18m에 원형으로 고인돌이 배치 되어 있었으나 메몰됨
● 메몰위치 : 동복면 구암리 594-11(전), 594-12(전)
● 구암 주변 밭이나 들에 흔히 보았던 한두의 고인돌이 아니라 원형군으로서 당시 상당한 권력의 부락민(부족)이 권력의 상징물로 세웠을 가능성이 있음
● 단순 2~3기의 고인돌이 아닌 원형 고인돌군 으로 학술적 가치와 관람적 가치를 동시에 충족함
개선방안
● 메몰된 고인돌을 발굴하여 삿갓동산 방문객에게 공개
● 농지 일부 매입 또는 전체 매입후 발굴
● 현지 주민들의 기억을 기초로 발굴후 재현하여 배치
● 주민들중 80년 기준 75년생 이하 주민은 누구나 고인돌을 알고 있으며 탐문만 하여도 그 형체와 크기와 개수를 쉽게 알수 있는 직경 18m 고인돌군임
● 농지 매입과 장비 동원 발굴후 복원하는 예산 대비 관람과 광광 시너지 효과가 높을 것으로 사료됨(숲정이 삿갓동산 고인돌 김삿갓 초분지 망미대의 동선을 만들어서 삼복권역의 관광효과를 높일 수 있음
● 단순발굴은 땅속 고인돌을 지면위로 올려 놓기만 하는 단순 발굴이나 기반석등을 다시 세우는 정밀 발굴의 방법이 있음, 또한 삿갓 동산의 공터에 이동후 재현 하는 방범도 있음
기대효과
● 구암마을의 인심이 좋아 삿갓이 기거한 마을인 동시에 선사 시대부터 유래가 있는 거주 가치가 높은 마을임을 홍보 할 수 있음
● 자래바우(자라바위)의 마을 명칭 유래와도 관계 있어 향토사적 가치가 있음
● 삿갓 동산 관람후 125m 거리의 고인돌 관광 가치가 높다고 여겨짐
● 김삿갓 초장지에서 바라보면 직경 18m의 고인돌군이 환희 보임
● 고인돌이 크고 묻힌 반경이 넓어서 500m 떨어진 망미대에서도 고인돌을 볼 수 있음
● 숲정이, 삿갓동산과 더불어 또다른 볼거리와 흥미를 유발하여 관광 관련 가치가 높은 고인돌 군으로 사료됨",2023-04-05,"국민신문고 국민제안 “삿갓동산 주변의 선사유적지(고인돌) 발굴”에 대하여 붙임과 같이 불채택하고 심사 결과를 통보하고자 합니다.


붙임 1. 국민제안신청서.
2. 삿갓 동산 주변 선사유적지 발굴 제안 답변.",2023-04-18,화순군,답변완료
임치진성의 개인사유지내 방치된 선정비 정화작업,"현황 및 문제점
무안군 해제면 임수리 임치마을에 임치진성이 있습니다.
목포에서 군산까지를 관할하던 전라우도만호진이 자리하던 곳입니다
중선 8척에 별선이 12척, 1055명의 수군이 자리한 이곳은
객사에 동헌 사령청 장교청에 군기청까지 거기에 봉수까지 거느렸으니
전라 우도의 최고사령부라 할 것입니다
지금은 성벽도 간데없고 있는 터마저 사유지로 변해 있습니다
사령부가 들어섰을 곳엔 개인 묘지가 자리하고
무안군에서 만들어 세운 안내판마저 사유지에 갇혀 있습니다.
그러니 17세기에서 19세기 중에 세운 역대 첨사들의 선정비가
한쪽에 버려진 듯 방치해 있다 해도 하나도 이상할 일이 아닙니다.
그래서 묻습니다.
1. 임치진성에 대한 중단기 사적복원계획이 있습니까
2. 해외에 흩어져 있는 독립유공자 유해도 봉안해 오는 판에
선현들이 만들어 세운 선정비 표석을 온전히 단장할 추진 의지는 있습니까
개선방안
1. 임치진성에 대한 사유지 매입과 중장기적인 사적지 지정/복원 작업
2. 첨사 다섯분의 청덕선정비를 원래 있었던 자리로 복원하고 주변 정화작업
기대효과

1. 사적지복원으로 인한 1004로 탐방 의의 제고
2. 위국헌신의 역사의식 고취와 후손들의 자긍심 배양",2023-04-05,"국민신문고 국민제안 “삿갓동산 주변의 선사유적지(고인돌) 발굴”에 대하여 붙임과 같이 불채택하고 심사 결과를 통보하고자 합니다.


붙임 1. 국민제안신청서.
2. 삿갓 동산 주변 선사유적지 발굴 제안 답변.",심사 중,무안군,제안심사
오룡산 정상 표지판,"현황 및 문제점
세월이 흐름에 따라, 오룡산의 정상 표지판 높이의 숫자가 흔적이 없어져 버렸다.
개선방안
정상 표지판을 확인하고 정비해주길 바란다
기대효과
어느 누구라도 오룡산 정상이 어딘지 알수 있다",2023-04-01,"국민신문고 국민제안 “삿갓동산 주변의 선사유적지(고인돌) 발굴”에 대하여 붙임과 같이 불채택하고 심사 결과를 통보하고자 합니다.


붙임 1. 국민제안신청서.
2. 삿갓 동산 주변 선사유적지 발굴 제안 답변.",심사 중,무안군,제안심사
전남 보성 기러기재 터널 조명 설치의 건,"현황 및 문제점
보성 기러기재는 지대가 높아 아침에 안개가 많이 내리고 보성쪽으로 향하는 도로에서 바라보면 경치가 좋으나 밤에는 불빛하나 없는 암흑이다.
개선방안
보성 진출입 길목인 기러기재 터널에 상징적이고 아름다운 조명을 설치한다.
기대효과
보성에 방문하는 타지인들에게 멋진 감명과 이미지상승 효과를 볼 수 있을거라 생각됩니다.",2023-03-30,"국민신문고 국민제안 “삿갓동산 주변의 선사유적지(고인돌) 발굴”에 대하여 붙임과 같이 불채택하고 심사 결과를 통보하고자 합니다.


붙임 1. 국민제안신청서.
2. 삿갓 동산 주변 선사유적지 발굴 제안 답변.",심사 중,보성군,제안심사
병원기록 전혀 없는 0~2세 아기 실태 조사 및 의무화 검토,"현황 및 문제점
- 최근 기사에 따르면 2021년 기준, 만 2세 미만 아동 중 예방접종 포함 병원 미진료 및 건강검진 이력 미존재 아동이 2,895명에 달한다고 합니다.
- 어느 한 국회의원이 국민건강보험공단으로부터 제출받아 지난 26일 공개한 자료에 따르면 2021년 기준 만 2세 미만 아동(53만3983명) 중 예방접종을 포함한 진료나 건강검진 이력이 없는 아동은 2895명(0.54%)이었다고 합니다.
- 예방접종 기록을 포함한 아동의 병원 방문 기록은 학대를 암시하는 주요 신호 중 하나로, 특히 만 2세 미만의 영유아에게서 관련 수치가 적지 않게 나왔다는 것은 아동학대 사건의 피해자가 만 2세 미만에게서 많이 발생하고 사망 피해 아동 역시 만 1세 미만이 가장 많은 점 등을 고려해 볼때 세분화하고 다양한 영유아 조사체계를 마련할 필요가 있습니다.
- 출생률이 0.78명으로 인구가 늘지 않고 줄어드는 시대에 예방주사 등 병원 진료 기록이 없는 아기가 혹여 잘못된 상황에 놓여 있는지 아닌지를 확인할 필요성이 있다고 생각합니다.
개선방안
- 건강보험공단 협조를 얻어 각 지자체 보건소 등 관계기관과 합동으로 영유아 실태 조사를 했으면 합니다.
- 실태 조사 후 결과에 따라 지원이 필요한 영유아, 행방불명 영유아 등 상세하게 파악하여 시 보건 정책 또는 복지지원정책에 반영이 필요합니다.
- 필요에 따라 취학 전 아동 전수조사와 관련 법규 개정을 통해 직무 매년 영유아 실태 조사를 의무화하여 복지 사각지대에 놓인 아동이 없는지 관심을 집중할 필요성이 있다고 생각합니다.
기대효과
- 영유아 실태조사를 통해 복지 사각지대에 놓인 아동을 파악하여 보건 정책 및 복지지원정책에 반영함으로써 어린이의 건강과 복지 향상
- 복지 사각지대에 놓인 영유아 파악으로 찾아가는 복지서비스 실현
- 복지서비스의 “K-복지” 제고
- 0.78명의 인구감소 대책에 기여하고 인간 존중의 문화 전파
- 영유아의 건강과 복지가 보다 안정적으로 보장",2023-03-29,"국민신문고 국민제안 “삿갓동산 주변의 선사유적지(고인돌) 발굴”에 대하여 붙임과 같이 불채택하고 심사 결과를 통보하고자 합니다.


붙임 1. 국민제안신청서.
2. 삿갓 동산 주변 선사유적지 발굴 제안 답변.",심사 중,전라남도,제안심사
성황도이지구 내 아파트 전기차 전용구역 의무화 법률에 따른 차고지 제안,"현황 및 문제점
안녕하십니까.

환경친화적 자동차의 개발 및 보급 촉진에 관한 법률로 새 아파트는 총 주차면수의 5%, 이미 지어진 아파트는 2% 이상 규모로 전기차 충전기를 의무적으로 설치해야 합니다.

하지만 기존의 아파트들은 주차면적이 세대당 1.3대로 현재도 매우 부족한 실정이며, 단지 내 주차장은 2중, 3중 주차를 하고 있는 실정입니다.

또한, 지하주차장에 전기차 충전시설로 인한 사건, 사고, 화재 등은 매년 증가하고 있고 화재가 발생한다면 쉽게 소화되지 않아 그 피해는 수백억대에 이르고 있어 입주민들의 안전과 재산상의 피해가 우려됩니다.
개선방안
현재 성황도이지구 내 푸르지오 뒷편으로 구봉산 등산객들을 위한 주차장과 자이 아파트 104동 서쪽편으로 공용주차장이 위치해 있습니다.

환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 제11조의3(국유재산,공유재산의 임대 등) ① 국가 또는 지방자치단체는 환경친화적 자동차의 충전시설 보급ㆍ확대 사업을 위하여 필요하다고 인정하면 국유재산 또는 공유재산을 「국유재산법」 또는 「공유재산 및 물품 관리법」에도 불구하고 수의계약에 따라 환경친화적 자동차의 충전시설 보급ㆍ확대 사업을 하는 자에게 대부계약의 체결 또는 사용허가(이하 “임대”라 한다)를 할 수 있다.

위 법령에 따라 해당 주차장의 일부에 수의계약을 맺어 공용주차장에 푸르지오, 자이 아파트 에서 부담하여 전기차 충전시설을 설치하고 전용구역으로 운영하도록 개선 제안드립니다.

기대효과
해당 시설에 전기차 충전시설을 해당 아파트 입주민 뿐만 아니라 시민들이 공용으로 사용하도록 개방하고 유지관리 및 시설보수를 하여 광양시는 관리적인 부분에서 부담을 덜 수 있으며, 늘어나는 전기차 수요를 충족하고 공동주택 지하에 충전시설을 외부에 설치 함으로써 시민의 안전을 도모할 수 있습니다.",2023-03-29,"국민신문고 국민제안 “삿갓동산 주변의 선사유적지(고인돌) 발굴”에 대하여 붙임과 같이 불채택하고 심사 결과를 통보하고자 합니다.


붙임 1. 국민제안신청서.
2. 삿갓 동산 주변 선사유적지 발굴 제안 답변.",심사 중,광양시,제안심사
전라남도 관광행사 차별화 제안,"현황 및 문제점
전라남도는 전국에서 1등인 특산물 생산지 축제 및 남도의 고유한 유산을 많이 소유하고 있습니다. 예를들면 매화나 산수유 축제는 다른 지역에서도 개최를 하는데 왜 이 지역에서 개최하는 것이 다른지? 타지인의 생각에 똑같은 축제면 의미가 없는 것 같습니다.

광양매화축제와 구례산수유 축제를 다녀왔는데, 축제 행사안내는 많이 있는데 타지역 축제와 다른 점은 어디를 봐도 알 수없었습니다.
개선방안
전남 도내 관광 축제 시, 타지역 행사와 다른점을 명확히 표기(광양 매화축제는 광양이 전국최대 매실산지라는데. 의미가 있고, 구례 산수유도 전국 최대산지라는 점이 다릅니다., 어디 현수막에도 전국 최대산지라는 랜드마크를 보지 못했습니다) 앞으로 도청에서 도전체 축제행사관련 기초자치단체에 안내하여 다른지역과 다른점을 눈에 쉽게 보이는 곳에 홍보할 수 있었습니다.예시)영암 무화과 축제(전국 최대 생산지 00% 등)
기대효과
많은 전국 축제와 차별화가 되고, 아이들의 사회 및 역사 교육에 도움이 됨으로서 남도 문화를 명확히 타지역에 소개함으로 지역 이미지 제고와 문화 활성화 계기가 될 것으로 기대합니다.",2023-03-27,"국민신문고의 ‘타지역 동일주제 축제개최 시 차별화되는 점을 명확히 홍보’ 관련 국민제안에 대해 아래와 같이 통보하고자 합니다.

가. 제 목 : 전라남도 관광행사 차별화 제안
나. 제 안 인 : 김형규 (목포시 용해동)
다. 제안요지 : 타지역 동일주제 축제개최 시 차별화되는 점을 명확히 홍보
라. 채택여부 : 채택
o 귀하의 도내 축제에 관한 관심과 조언에 대해 깊은 감사의 말씀을 드립니다.
o 귀하께서 제안 주신 매화축제나 산수유축제 등 타 지역에서도 개최되는 축제들에 대해
o 우리 지역만의 특색있는 정보 등을 홍보하여 차별화하도록 하는 제안에 대해 좋은 의견으로 판단됩니다. (예시 : 광양매화ㅤㅊㅜㄲ제 – 국내 최대 매실산지)
o 향후 시군에 독려하여 동일주제 축제 개최 시 우리 지역만의 특색있는 점을
팜플릿이나 게시판 등에 홍보 할 수 있도록 추진하겠습니다.
o 다시 한번 귀하의 도내 축제에 대한 관심과 조언 감사드리며 가정에 늘 평안과 행운이 깃들길 기원드립니다.

붙임 국민제안신청서. 끝.",2023-04-06,전라남도,답변완료
