제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
계단을 없에주세요,"현황 및 문제점
장애인들이 휠체어 사고가 빈번 합니다. 장성군 장애인종합 복지관 현관(정문)이 다른 복지관에 비해 반대로 설계가 된거 같아요. 계단이 없어야 되는데 계단이 있어 엄청 불편합니다. 편의 시설로는 턱이 없어야 될일인데 계단이 있어 전동 휠체어 타신 복지관 이용자들이 계단으로 구르거나 넘어지는 사고가 자주 일어나니 더 큰 사고로 이어지기전에 조치를 취해 주세요.
개선방안
계단이 필요 하다면 지금 휠체어 통로길을 계단으로 만들고 지금 계단을 휠체어 길로 만들면 합니다.
기대효과
개선을 한다면 휠체어 타신분이나 지팡이를 이용하신 이용객들이 이용할수 있지 안을까 생각 해봅니다",2022-12-16,,,장성군,제안심사
정신건강을 위한 상담 필요,"현황 및 문제점
고흥군에는 정신과 병원도 한 개밖에 없습니닫.(의원)
노인전문 상담실 또한 여의치 않아서 정신적으로 힘드신 분들이 상담을 제대로 받을 곳이 없습니다.
여기서 말하는 상담을 진료실에서 하는 5분도 안 되는 상담을 말하는 것이 아닙니다.
일주일에 한번씩 50분정도 진행되는 진짜 상담을 의미합니다.



개선방안
어르신들이 경제적으로도 여유가 없으신 분들이 많으므로 무료상담을 받을 수 있는 시스템을 만들어주시길 강력 촉구합니다.
자살하는 사람들을 막기 위해서는 예방이 중요하다고 합니다.
각 마을을 찾아다니며 자살위험군들을 찾아내서 예방을 해야되는데 약물치료와 상담이 필수적입니다.
고흥군의 자살을 막기 위해서와 많은 정신적으로 힘든 이들을 위해서는 반드시 상담을 무료로 해주는 시설과 시스템이 마련되어야 된다고 생각합니다.
기대효과
자살환자 감소
삶의 질 향상",2022-12-14,"귀하께서 국민신문고에 게재하신 내용에 대해 다음과 같이 답변드립니다.

현재 보건복지부 산하 전국 보건소에서는 기초정신건강복지센터가 설치되어 정신건강증진사업 제공 및 연계사업 등을 운영중에 있으며,
귀하께서 요구하신 국립상담센터는 아직 설치계획이 없음을 알려드립니다.

「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」 제15조 (정신건강복지센터의 설치 및 운영)에 의거
우리군은 정신건강복지센터 및 사업수행에 대한 수시 자문체계를 구축하기 위하여
정신건강의학과 전문의를 임상자문의로 위촉하여
상담을 받으실 수 있도록 하고 있습니다.

또한 고흥군 정신건강복지센터 근무인력은 의료법에 의한 의료기관,지역보건법 등에 의한
보건소 등(보건의료원,보건진료소 등 포함)에서 관련 자격(면허)증 소지자로서
마을 등을 찾아가서 고위험군 발굴과 정신건강 프로그램을 실시하고 있으니
귀하께서도 약국을 찾아오시는 고위험군은 저희 센터에 의뢰하시면
정신의학과 전문의와 저희 상담요원이 적극 상담을 실시하겠습니다.

귀하의 무궁한 발전을 기원하며 기타 궁금한 사항은 보건소 정신건강복지센터(☎830-6758)로 연락주시면 감사하겠습니다. 끝.",2023-01-13,고흥군,답변완료
신호등,"현황 및 문제점
장성군 남면 나노산단 1로쪽 삼거리 미니스톱(장성 나노산단점)앞에 신호등이 생겼는데 삼거리 좌회전에 비보호 신호등이 없어
불편 합니다 꼭 비보호 신호가 될 수 있도록 부탁드립니다(좌회전 차량이 직진때 거의 위반을 하고 있습니다)
개선방안
비보호 가능 안내판을 설치요망
기대효과
기다리는 시간이 절약되어 교통이 원활",2022-12-14,"국민제안(1AB-2212-0008101) 채택심사 결과를 다음과 같이 처리하고자 합니다.

제안번호
1AB-2212-0008101
제안구분
공무원 제안, 군민 제안
제안제목
비보호 좌회전 교통신호등 안내표지판 설치
제안요지
장성군 남면 삼태리 873-2 부근 교차로(미니스톱 앞) 구간 좌회전 주행 시 비보호 신호등이 없어 좌회전 차량이 직진때 위반하는 차량이 있어 불편
검토의견
❍ 안녕하십니까. 장성군 발전에 관심을 기울여 주셔서 감사드립니다.
❍ 제안하신 내용에 대하여 아래와 같이 답변드립니다.
제안의 요지는 남면 삼태리 873-2번지 부근 미니스톱 앞 교차로 구간 운행 시 현재 교통신호 체계가 신호위반 등 불편을 초래하고 있어 차량운행 불편에 따른 좌회전 운행시 비보호 좌회전이 가능하게 변경하자는 내용으로 이해됩니다.
❍ 금번 제안 채택심사 결과는 채택 되었음을 알려드리며, 내년 예산으로 비보호좌회전 교통안내 표지판을 빠른 시일내에 설치하도록 하겠습니다. 귀하의 제안에 대하여 다시한번 감사드리며, 기타 궁금한 사항은 장성군청 일자리경제실(061-390-7442)로 전화주시면 감사하겠습니다.
채택여부
채택

끝",2022-12-20,장성군,답변완료
담양군 고서면 굴다리 터일 벽화 교체,"현황 및 문제점
담양군 고서면 소재지 입구 굴다리 양편으로 약 50여미터에 걸쳐 타일벽화 및 관광개념도가 설치되어 있으나 2020년도에 설치되어 타일벽화의 일부 타일이 떨어져 있고 관광개념도 역시 퇴색되어 식별 할수가 없고, 또한 여름철이면 남해고속도로 옹벽 밑으로 약30여미터 지상 인도로 잡풀이 꺼꾸로 자라 인도에 거이 닿을수 있도록 자라고 있음.
개선방안
탈락된 타일벽화 보수와 관광개념도 보완 및 고속도로 상단에서의 잡풀배기 실시와 관광안내소에 관광 안내도 충분하게 비치.
기대효과
1. 타지역에서 전남 관광하면 첯번째가 족녹원 그리고 두번째가 소쇄원과 주변 가사문학관련 정자들을 관광하고 있는바, 소쇄원을 가기위해서는 고서사거리를 거쳐 가게 되어 있는바 그런 사거리에 흉물스런 그림등이 방치되어 있음은 관광담양을 표방하고 당국으로서는 대오 각성해야 할것임.

2. 그리고 고서사거리 버스승강장 근처에 관광안내소 겸 택시 기사 쉽터가 있는 바 관광안내원을 배치하든지 아니면 택시기사들에게 관광교육을 시키거나 하고 관광안내도등도 충분히 비치하여 관광활성화 제고.",2022-12-12,"1. 평소 군정에 적극적인 관심과 협조에 감사드리며, 귀하의 가정에 건강과 행복이 함께하시길 기원합니다.

2. 귀하께서 국민신문고를 통해 신청하신(1AB-2212-0006733) 제안에 대한 검토 결과 담양군 고서면 고서사거리 고속도로 법면의 경관정비 제안에 대하여 다음과 같이 답변 드립니다.

3. 귀하께서 문의하신 국가지원지방도 60호선 고서교차로 주변 고속도로 법면에 설치된 타일벽화 및 관광개념도는 설치기간이 오래되어 노후화에 따라 보수가 필요한 사항으로 확인되었습니다. 또한 고속도로에서 내려오는 잡목들도 보도로 침범하여 이용자에 불편을 주고있어 빠른시일내에 정비가 이루어지도록 할 예정임을 알려드립니다.

4. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 담양군청 도시과 양규진 주무관(☏061-380-3103)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2023-01-26,담양군,답변완료
도 보호수 지정및 관리요청,"현황 및 문제점
현황남
완도구 군외면 영풍리 해안가에는 바지락 마을 군락지가 있고 선착장이 약 300미터 정도 설치되어 있으며 중간쯤 지나면 모진 비바람을 견디며 희어져 넘어질 듯 버티고 있는 수령 200년 정도는 족히 되어 보이는 신기한 (표구나무?)한 그루 있습니다.저는 창원사람으로서 처가인 완도 영풍리에 가면 그 나무를 보 고 늘 대단한 나무이고 마치 이 나무가 우리나라의 기상을 닮은 듯하여 언제나 처댁을 방문할 때는 그 나무에 가서 머리를 숙이곤 합니다. 그 나무는 아랫부문이 곡선으로 휘어져있고 가지가 주로 바다쪽으로 기울어져 있기에 언제던 쓰러질 듯 위험해 보이기도 하여 안전을 위한 받침대가 필요해 보이고 또한 그 숭엄함을 높히 사서 도 보호수로 지정함이 좋을 듯 합니다.
개선방안
도 보호수 지정 및 관리를 위한 관심과 보호장치 설치 필요.
기대효과
영풍리를 찾는 사람들이 보호수로 지정받은 사실을 알면 또 다른 볼거리로 될 것임.",2022-12-11,"1. 평소 군정에 적극적인 관심과 협조에 감사드리며, 귀하의 가정에 건강과 행복이 함께하시길 기원합니다.

2. 귀하께서 국민신문고를 통해 신청하신(1AB-2212-0006733) 제안에 대한 검토 결과 담양군 고서면 고서사거리 고속도로 법면의 경관정비 제안에 대하여 다음과 같이 답변 드립니다.

3. 귀하께서 문의하신 국가지원지방도 60호선 고서교차로 주변 고속도로 법면에 설치된 타일벽화 및 관광개념도는 설치기간이 오래되어 노후화에 따라 보수가 필요한 사항으로 확인되었습니다. 또한 고속도로에서 내려오는 잡목들도 보도로 침범하여 이용자에 불편을 주고있어 빠른시일내에 정비가 이루어지도록 할 예정임을 알려드립니다.

4. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 담양군청 도시과 양규진 주무관(☏061-380-3103)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",심사 중,완도군,제안심사
청산면 대모도(섬이름) 산책로 조성 요청,"현황 및 문제점
○ 대모도 둘레는 약 10킬로이나 그중 8킬로는 도로로 사용 中
○ 그중 2킬로 미개통, 자연경관은 좋으나 경관 조성 및 편의시설 극히 열악함
○ 서쪽 모서항 여객터미널에 내려 모도분교 운동장을 바라보다 어디로 갈까 하다 더는 갈 곳이 없다는 것임
○ 대모도 둘레길 中 미개통 2킬을 산책로 조성 제안(붙임 참조)
○ 동쪽 모동 선착창에서 모동마을로 가는 길도 가파른 데다, 나뭇잎 무성한 계절에 모동마을을
지나 더는 서쪽으로 갈 수 없음(산세 - 완경사 지형임)
○ 완도항 여객터미널 ⇔ 대모도(모동항, 모서항) 왕복 3회 운항에 따른 교통 접근성 양호
개선방안
○ 대모도 둘레길 中 미개통 2킬을 산책로 및 정자쉼터 조성 요청(붙임 참조)
기대효과
○ 관광객이 찾아오는 대모도로 부상
○ 360도 바다를 보고 걷는 산책길, 명상하기, 낚시 등 할 수 있는 전국 유일한 곳
○ 산책길 미개통에 따른 주민 생활의 답답함 해소
○ 저비용 예산으로 군민의 건강과 복지 향상
○ 아름다운 섬 한바퀴 산책길 명소 탄생(도보 3시간 내‧외 소요)",2022-12-09,"1. 평소 군정에 적극적인 관심과 협조에 감사드리며, 귀하의 가정에 건강과 행복이 함께하시길 기원합니다.

2. 귀하께서 국민신문고를 통해 신청하신(1AB-2212-0006733) 제안에 대한 검토 결과 담양군 고서면 고서사거리 고속도로 법면의 경관정비 제안에 대하여 다음과 같이 답변 드립니다.

3. 귀하께서 문의하신 국가지원지방도 60호선 고서교차로 주변 고속도로 법면에 설치된 타일벽화 및 관광개념도는 설치기간이 오래되어 노후화에 따라 보수가 필요한 사항으로 확인되었습니다. 또한 고속도로에서 내려오는 잡목들도 보도로 침범하여 이용자에 불편을 주고있어 빠른시일내에 정비가 이루어지도록 할 예정임을 알려드립니다.

4. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 담양군청 도시과 양규진 주무관(☏061-380-3103)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",심사 중,완도군,제안심사
교량 신설,"현황 및 문제점
전남 담양군 월산면 광암리에 위치한 광암제는 영산강 발원지의 하나임.
최근 광암제 주변에 방문객(자전거, 차량, 바이크)이 증가하면서 일부구간이 일방로 형태로 교행에 큰 불편을 초래하고 있음.
특히 광암리 입구에 천주교 공동묘지가 운영되고 있어 예전의 살기좋은 광암리가 혐오지역으로 기피되고 있음.
따라서 영산강 발원지 임에도 불구하고 담양군에서 가장 낙후된 곳으로 전락하고 있음.
개선방안
O 광암제 발원지 주변 교량 신설 요구
- 교량 신설 위치 : 전남 담양군 월산면 광암리 821-7(광암제 밑)
O 광암제를 영산강 발원지로 개발 홍보 필요
- 광암제 증설 및 주변 산책데크길 조성
O 광암리 진입로 확장 및 자전거 도로 연장
- 천주교 공원묘지 입구에서부터 광암제까지 2차선 도로 확장
- 자전거 도로 연장
기대효과
O 청정 이미지 담양을 방문하는 인구 증가
O 깨끗하고 맑은 살기좋은 농촌마을로 귀농 귀촌 인구 유입 효과 기대",2022-12-07,"1. 귀하께서 국민신문고에 신청하신 민원(신청번호 1AB-2212-0003641)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 “광암리 일원 시설 개선 정책 제안”에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.

가. 광암제 발원지 주변 교량 신설 요구
1) 담당부서: 공간재생과 마을재생팀(061-380-2854)
2) 담당부서 의견: 신청 필지 하류에 위치한 교량 및 농로를 통해 진·출입이 가능하고 교량 신설을 위해서는 막대한 예산이 소요되며 교량 설치로 인한 수혜자가 적다고 판단됩니다.

나. 광암제 증설 및 주변 산책데크길 조성
1) 담당부서: 건설과 토목팀(061-380-2852)
2) 담당부서 의견
가) 광암제 증설
월산면 광암리에 위치한 광암제는 2022년 정기점검 결과 B등급, 유효저수량 34천톤, 수혜면적 22㏊인 농어촌정비법에 따른 농업용 저수지로 인근 농민들의 용수사용에 문제가 없는 비교적 안전한 상태의 저수지로 증설이 불필요한 사항으로 판단됩니다.
나) 주변 산책데크길 조성
인근 상주인구 및 유동인구 부족으로 인하여 사업 타당성이 낮아 사업추진에 어려움이 있습니다.

다. 광암리 진입로 확장 및 자전거도로 연장
1) 담당부서: 건설과 토목팀(061-380-2852)
2) 담당부서 의견
천주교 묘원삼거리에서부터 광덕교까지 농어촌도로 204호선 도로구간으로 현재 5m이상 도로로써 「농어촌도로의 구조·시설기준에 관한 규칙」도로폭이 충족되어 제안하신 구간은 도로확포장계획이 없으며, 예산을 확보를 통한 농어촌도로204호선 구간에 차선도색을 빠른 시일 내에 추진하여 도로 유지관리에 만전을 기하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 상기 담당부서로 연락주시면 친절히 안내해 드리도록 하겠습니다.
감사합니다.

붙임 국민제안신청서 1부. 끝.",2023-01-19,담양군,답변완료
완도가 낳은 명가수 위명선초청 요청,"현황 및 문제점
완도지역 가수들을 살릴수 있는 기회를 주셔야 합니다
국립해양수산박물관 유치기념 콘서트에 완도가 낳은 불목산장대표 위명서씨를 까메오 공연으로 나오게 해주십시요
경기가 어려운 시점에서 청년인 트로트가수위명선 을 끌어주십시요
군수님 간절하게 부탁드립니다
개선방안
완도군 지역가수를 높이사
트로트가수위명선씨를초대하여 보고싶습니다.
기대효과
진도에 송가인
완도에 위명선
우리 빛이될 위명선을 손을잡고 힘써주세요",2022-11-27,"1. 귀하의 가정에 행복이 가득하시길 기원하며, 귀하께서 국민신문고를 통해 제안하신 민원-1AB-2211-0019870(2022. 11. 28.)호에 대하여 답변드립니다.

2. 귀하의 제안내용은 ""국립해양수산박물관 유치 성공 축하 콘서트 개최 시, 완도출신 가수 위명선님 출연 초청 요청""으로 이해됩니다.

3. 귀하의 제안사항에 대해 검토한 의견은 다음과 같습니다.

가. 2022. 12. 10.(토) 개최되는 국립해양수산박물관 유치 성공 축하 콘서트의 세부 계획 수립이 완료되어, 위명선님 출연 초청이 어려움을 양해바랍니다.

나. 향후 우리 군에서 추진하는 콘서트 개최 시, 완도출신 가수 위명선님을 초청할 수 있도록 적극 검토하겠습니다.

4. 더 궁금한 점이 있으시면 완도군청 문화예술과(☎ 061-550-5463)로 문의해 주시기 바랍니다. 감사합니다. 끝.",2022-11-30,완도군,답변완료
공익이 우선인 소신있는 직원이 승진에 우선되는 군정이끌어 주길바람니다-,"현황 및 문제점
줄 잘 서거나 사고없이 근무하는 직원보다 소신껏 일 잘하는 직원 과연 승진 잘할까요?
개선방안
법규나 제도보다 공익이 우선인 군정
축사문제로 큰 진통 앓앗던 군민입니다
첨단3 지구입구 축사 건립문제을 잘해결해서 장성의 미래을밝게 했고 국림심혈관유치에도 조금다가 서게했던 정창래씨 같은 공무원이 만을수록 장성에 미래는 밝습니다
공익과사익을 구별못하는 공무원은 퇴출되어야 마땅합니다
그리고 승진에서 배제되어야
합니다
기대효과
지금까지 여러가지 민원을 제기했지만 변명하기 바빳고 책임회피 동문서답이 대부분이어습니다
그러나 정창래씨는 달랐습니다
공익이 우선이었고 민원인의 절박하을 눈빛에서 알수있었습니다
존경하는 군수님 사리 사욕보다 공익을 우선으로하는 직원에 승진 인센티부 주는제도 제안드립니다",2022-11-24,"1. 귀하의 평안을 기원합니다.
2. 군정에 보여주신 관심에 감사드리며 제안에 대한 심사 결과를 다음과 같이 안내드립니다.

가. 공무원의 승진은 승진소요 최저연수경과 및 징계, 휴직 등 제한사유가 없는 자에 대하여 해당 직급 결원수의 심사승진배수에 해당하는 직원을 대상으로 인사위원회에서 심사 후 임용합니다.
나. 심사승진배수의 기준이 되는 승진후보자 명부는 최근 2~3년 간 개인별 근무성적 및 경력 등을 종합적으로 평가한 결과를 반영하여 작성하게 됩니다.
다. 승진임용 심사와 근무성적평가 시 제안하여 주신 바와 같이 개인의 업무성과 등을 고려하여 면밀하게 검토하고 있음을 알려드리며,
라. 현재 적극적인 행정을 추진하고 있는 직원에 대하여는 정부포상추천, 성과상여금 등급결정 시 상향조정 등의 인센티브도 추진하고 있음을 추가로 알려드립니다.
마. 기타사항은 총무과 행정팀 전화 061)390-7021로 문의하여 주시면 안내해 드리겠습니다. 감사합니다. 끝.",2022-12-07,장성군,답변완료
4k 경관영상 제작,"현황 및 문제점
유튜브로 여행지를 소개하는 해외사례와 달리 전남 관련 영상에선 고속도로영상만 있음.
유튜브에서 ""4k 전남"" 검색결과 : https://youtu.be/l2SlPf2MgNM([4K]Jeollanamdo East to West Highway Drive|여수에서 영암으로|랜선드라이브|전남고속도로)

스위스, 노르웨이, 영국 등 유럽 유명관광지는 4k영상으로 도로 또는 드론 영상을 만들어 해외관광객이나
내국민에게 우수한 경관을 잘 알리고 있음.
스위스 관광 지방도로 영상 https://youtu.be/TzQwRpj32Xg
이탈리아 카프리 관광 도보 영상 https://youtu.be/q1Z6gbLVJzI
개선방안
전남 우수 관광지에 대해 지방도로주행/도보/드론 등 촬영방법과
계절(봄여름가을겨울)/낮/새벽/밤 등 촬영시기를
기획해서 4K영상을 제작함.
관 주도로 입찰용역으로 만들면 효과가 약하고 예산만 많이 드니
민간공모 4K영상 우수작품 시상을 해서 민간 컨텐츠 제작자가 만들도록 하고 도민이나 국민평가로 우수작 선정.
관에서 작품제목이나 유튜브에 들어갈 영문설명등을 지원하고 전남유튜브채널에도 링크 넣음.
기대효과
전남의 우수한 경관 (새해 아침 여수 일출장면, 순천만 철새 이동, 영광 백수도로 일몰, 보성 다원) > 전남 관광지 방문 증가
정겨운 시골 집 가는 길(화순-보성 동복 넘어가는 길, 낙안읍성 넘어가는 길) > 타향 살이 도민의 온라인 고향방문
유명 관광지 산책길(봄날의 낙안읍성 산책, 가을의 천관산 억새풀 등산로, 가을 순천만 습지산책로) > 힐링 전남 이미지 제고",2022-11-21,"평소 우리 도정에 깊은 관심을 가져주시고 도정 발전을 위한 좋은 아이디어를 제안하여 주신 것에 대해 감사드립니다.

귀하께서 제출하신 의견은 전라남도를 홍보하는 영상을 드론 등의 촬영기법을 활용하여 제작할 것을 제안한 것으로 이해됩니다.

제안 검토 결과 전남도에서 운영하는 ‘남도여행길잡이’, ‘전남으뜸튜브’유튜브 채널에서 전라남도의 자연경관, 관광지를 홍보하는 4K 영상을 기 적용하고 있으므로 불채택하게 되었음을 알려드립니다.

제시하신 의견은 관련 업무에 참고하도록 하겠으며 앞으로도 지속적인 관심과 참여 부탁드립니다. 열린 자세로 여러분의 말씀을 소중하게 생각하는 전라남도가 되겠습니다.

답변내용과 관련하여 추가 문의 사항이 있으시다면 전남도청 관광과 나수미 주무관(061-286-5246)에게 연락해 주시면 성실하게 답변드리겠습니다.

감사합니다.",2023-02-07,전라남도,답변완료
