제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
나주 영산포에서도 고속버스로 서울을 가게 해주세요.,"현황 및 문제점
기존 영산포, 나주 터미널에서 서울가는 고속버스가 있었던 가운데 나주 혁신도시에서 서울로 금호고속이 노선을 바꿔 버렸습니다.
기존 애용하던 교통 수단이 갑자기 나주 혁신도시로 변경되면서 구도심에서 혁신도시까지 이동해서 이용해야하는 번거로움이 발생해버린 것입니다.
나주혁신도시를 종점으로 할거면 나주 기존 운영하던 터미널을 다시 경유하는 형식으로라도 재구성 진행 바랍니다.
개선방안
나주혁신도시-영산포-나주-서울(센트럴시티) 로 고속버스 노선을 구축해 나주 구도심의 교통 불편함을 해결해주세요!!
기대효과
나주 구도심 및 나주혁신도시 인원의 서울로 이동의 교통 불편 해소",2022-04-15,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2204-0009483)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안 내용은 ""나주, 영산포~서울(센트럴시티) 고속버스 노선 신설 요청""과 관련된 사항으로 이해됩니다.

3. 나주, 영산포~서울(센트럴) 노선 운행시 수송수요 저조에 따른 손실 보상과 노선 운행에 따른 기대 이익 비교 그리고 노선 경로변경에 따른 기존 이용객 불편 발생에 따라 국민제안 불채택되었음을 안내드립니다. 제안에 대한 판단근거는 다음과 같습니다.

가. 나주~영산포~서울(센트럴)노선으로 운행시 운송사 손실 발생이 예상 됨. (이용객 나주~서울(1.7명), 영산포~서울(0.8명) 예상)
나. 여객자동차운수사업법 제23조(여객자동차운송사의 개선명령등)에 따라 운송사업자에게 노선 운행을 지시할 경우 운송사업자가 시도지사의 운행 명령을 이행하면서 입은 손실을 보상하도록 되어 있음
다. 나주, 영산포의 지역의 경우 철도(나주역~서울), 시내버스(나주~나주혁신도시), 시외버스(나주~광주~서울) 대체 교통수단이 존재함
라. 현재 운행 노선 변경시 소요시간 증가로 인한 기존 이용객(장흥군, 강진군, 영암군 이용객) 교통 불편 발생
※ 노선 경로 변경시 : 장흥~강진~나주혁신도시,영산포,나주~서울)

4. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 추가 설명이 필요한 경우 전라남도 도로교통과 차현강 주무관(061-286-7421)으로 연락해 주시면 친절히 안내해 드리도록 하겠습니다. 고맙습니다. 끝.

붙임 국민제안신청서 1부. 끝.",2022-05-23,전라남도,답변완료
슬로건 제출,"현황 및 문제점
자부심을 느낄 수 있는 슬로건 참여
개선방안
산 들 바람 물 마음 하나로 모으면
해남
기대효과
청정지역과 어울리는 슬로건 같아 제안해 봅니다~",2022-04-15,"귀하의 가정에 행복이 가득하시길 기원합니다.
귀하께서 국민신문고를 통해 제안하신 ‘해남 자부심up 슬로건 제안’과 관련하여 다음과 같이 답변드립니다.
우리군에서는 매월 군정 현안 등을 주제로 공모제안을 추진하고 있으며, 4월에는 해남 자부심up 슬로건 공모제안을 추진하였습니다.
이에, 공모제안 절차에 따라 부서 검토를 추진하였으나, 안타깝게 선정되지 못하였음을 알려드립니다. 아울러, 우리군은 귀하의 제안을 참고하여 더욱 발전된 해남이 될 수 있도록 노력하겠습니다.
앞으로도 해남 군정에 많은 관심 부탁드립니다.

[ 부서검토의견 / 기획실 홍보팀 ☎ 061-530-5321]
→ 1차 채택(땅끝에서 희망을, 해남에서 행복을)",2022-05-16,해남군,답변완료
음식물쓰레기처리기 설치의무화,"현황 및 문제점
음식물 쓰레기 종량제봉투 등 다양한 방법이 추진되고있으나 실질적인 효과는 미비한 모습이다. 또한 음식문화가 발달해있고 관광객들이 많이 찾고있는 특성이 있어 특단의 대책 수립이 필요하다
고로 가구당 음식물쓰레기 건조 처리기를 의무적으로 설치할 수있도록 시차원의강력한 지워책이 필요하다.
시범적으로 가구당 가족수가평균적으로 가장 많은 동을 선정하여 시범적 사업운영을 하되 처리기 및 처리기운영 전기료를 지원해주어야한다.
이후 효과성이 입증될 시 전체 동으로 확대 한뒤 음식점에도 지원하여 음식물쓰레기 줄이기 만큼은 전국 최초를 선도해야할것이다
개선방안
음식물처리기는 건조만 잘해도 현제발생되는 양의상당부분을 해소시킬수있을것이다
전기료 부분은 소형태양광 판넬 부착형을 사용하면 초기 비용이후에는 점차 지원금을 줄일수있을것이다
또한 식당이 운영되고있는 관공서 학교 복지시설은 설치의무하는 조례를 제정하여야한다
집단주거시설인 아파트.빌라 등 경우 음식물 처리기 의무설치를 서둘러야 살것이다
기대효과
음식물쓰레기 80%이상경감
음식물쓰레기차 운영비절감
도시 이미지 상승
건조음식물쓰레기 비료, 사료화 농업 및 축산 어업에 경비절감
음식물쓰레기로인한 병원균, 해충 발생차단",2022-04-15,"○ 안녕하십니까? 목포시정에 관한 좋은 의견을 주셔서 감사합니다. 귀하께서 방문하여 등록하신 국민제안은 정부와 목포시정에 관한 창의적인 개선 아이디어를 제출하는 코너입니다.
○ 귀하께서 제출하신 제안과 관련해서는 조례개정, 예산확보(감량기계 구입, 파골라 설치(비가림막), 운영비 등), 주민 협조(동의), 향후 운영 문제 등 신중한 검토가 필요해 추진이 어렵다는 점을 말씀드립니다.
○ 또한 제출하신 제안이 일반적으로 공지되었거나 일부 지자체에서 음식물 다량배출 사업장을 대상으로 시행 중에 있음을 알려드리며, 목포시 제안제도 운영에 관한 조례 2조(용어의 정의) 제1호에 해당되어 불채택으로 처리하고자 합니다.
○ 아울러 귀하께서 제출하신 소중한 의견은 관련업무를 추진하는데 적극 활용하도록 하겠으며 앞으로도 지속적인 관심과 참여 부탁드립니다.",2022-06-20,목포시,답변완료
쾌적하고 깨끗한 전라남도를 위한 불법·무질서 현장 실시간 제보,"현황 및 문제점
- 도시가 발전해 가면서 불법적으로 광고물을 개시하거나 불법 노점상, 교통방해, 묻지 마 폭행, 비위생적 환경, 위험 요소, 범죄 노출, 쓰레기 불법투기 및 방치 등 수 많은 생활밀착형 불법 무질서 현장이 존재하고 이를 해결하기 위한 고급 공공 행정인력이 투입되고 있으나 해마다 되풀이되는 것이 사실입니다.
- 이는 공익보다는 사익만을 추구하는 시민의식과 무관하다고는 할 수 없으므로 낭비되는 고급 공공 행정인력이 본연의 업무에 집중할 수 있도록 시민들이 자발적으로 도움을 주는 행정이 필요해 보입니다.
개선방안
- (가칭) “기초질서 지키기 시만 감시단”을 모집하여 구별 밴드로 구성
- 도의 시(부서)별 생활밀착형 감시 필요성과 행정력의 낭비가 있는 업무를 선정
- (예시) 시가지 및 거리 청소, 옥외광고물 정비, 노점상 및 노상 적치물 정비, 교통질서 확립, 교통종사자 친절 서비스, 공중화장실 청결, 쓰레기 불법투기 감시, 음식•숙박업소 위생•친절 등
- 일정 신고요건(과태료 등 부과기준 요건)을 제시하고 자발적 신고 유도
- 신고된 내용을 구별 행정 담당자가 분류 및 검토 후 행정처리
- 자발적 참여 유도와 신고효율 향상을 위해 일정 요건을 갖추면 봉사활동 시간 부여 및 우수활동자 포상 등 인센티브 부여 방안 수립
기대효과
- 해마다 되풀이되는 행정력 낭비를 자발적 시민참여로 일부 해소
- 쾌적하고 깨끗한 생활 도시공간 확보
- 불법·무질서와 관련된 시민 민원 최소화
- 자발적 시민참여로 사익을 추구하는 시민의식 개선",2022-04-15,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 제안에 대한 검토결과를 다음과 같이 알려드립니다

2. 귀하 제안내용은 외국인 계절근로자 시민교육 추진에 관한 것으로 이해됩니다.

3. 귀하께서 제안해 주신 내용은 행정안전부에서 서비스 중인 '안전신문고(구 생활불편신고)'와 기능이 유사하여 불채택됨을 알려드립니다.
※ 안전신문고 : 행정안전부에서 일생생활 주변에서 접하는 안전 위험요인을 국민들이 간편하게 신고하고 처리 결과를 확인할 수 있도록 앱과 인터넷 포털사이트로 운영하고 있는 서비스 (시설,교통,학교,생활 등 모든 분야의 안전 위험요인을 대상으로 신고 가능하며, 신고된 내용은 국민신문고와 연계 처리함)

4. 귀하의 소중한 제안에 다시한번 감사드리며 위와 같은 이유로 귀하의 제안을 “불채택”하게 됨을 알려드리며, 기타 자세한 사항은 담당자(061-339-8234)로 연락주시면 답변드리겠습니다.",2022-11-24,나주시,답변완료
쾌적하고 깨끗한 전라남도를 위한 불법·무질서 현장 실시간 제보,"현황 및 문제점
- 도시가 발전해 가면서 불법적으로 광고물을 개시하거나 불법 노점상, 교통방해, 묻지 마 폭행, 비위생적 환경, 위험 요소, 범죄 노출, 쓰레기 불법투기 및 방치 등 수 많은 생활밀착형 불법 무질서 현장이 존재하고 이를 해결하기 위한 고급 공공 행정인력이 투입되고 있으나 해마다 되풀이되는 것이 사실입니다.
- 이는 공익보다는 사익만을 추구하는 시민의식과 무관하다고는 할 수 없으므로 낭비되는 고급 공공 행정인력이 본연의 업무에 집중할 수 있도록 시민들이 자발적으로 도움을 주는 행정이 필요해 보입니다.
개선방안
- (가칭) “기초질서 지키기 시만 감시단”을 모집하여 구별 밴드로 구성
- 도의 시(부서)별 생활밀착형 감시 필요성과 행정력의 낭비가 있는 업무를 선정
- (예시) 시가지 및 거리 청소, 옥외광고물 정비, 노점상 및 노상 적치물 정비, 교통질서 확립, 교통종사자 친절 서비스, 공중화장실 청결, 쓰레기 불법투기 감시, 음식•숙박업소 위생•친절 등
- 일정 신고요건(과태료 등 부과기준 요건)을 제시하고 자발적 신고 유도
- 신고된 내용을 구별 행정 담당자가 분류 및 검토 후 행정처리
- 자발적 참여 유도와 신고효율 향상을 위해 일정 요건을 갖추면 봉사활동 시간 부여 및 우수활동자 포상 등 인센티브 부여 방안 수립
기대효과
- 해마다 되풀이되는 행정력 낭비를 자발적 시민참여로 일부 해소
- 쾌적하고 깨끗한 생활 도시공간 확보
- 불법·무질서와 관련된 시민 민원 최소화
- 자발적 시민참여로 사익을 추구하는 시민의식 개선",2022-04-15,"1. 안녕하십니까 ? 군정 발전을 위한 제안에 참여해 주신데 감사드리며, 귀하께서
제안해 주신 내용에 대하여 답변드리겠습니다.

가. 귀하께서 제안해 주신 내용은 행정안전부에서 서비스 중인 '안전신문고(구 생활 불편신고)'와 기능이 유사하여 불채택됨을 알려드립니다.
※ 안전신문고 : 행정안전부에서 일생생활 주변에서 접하는 안전 위험요인을 국민 들이 간편하게 신고하고 처리 결과를 확인할 수 있도록 앱과 인터넷 포털사이트로 운영하고 있는 서비스
(시설,교통,학교,생활 등 모든 분야의 안전 위험요인을 대상으로 신고 가능하며, 신고된 내용은 국민신문고와 연계 처리함)

2. 위와 같은 사유로 귀하의 제안을 채택하지 못한 점 널리 이해하여 주시기 바랍니다.
군정에 관심 가지고 제안 제도에 참여해 주셔서 대단히 감사합니다.

붙임 : 국민제안신청서 1부. 끝.",2022-05-16,장성군,답변완료
쾌적하고 깨끗한 전라남도를 위한 불법·무질서 현장 실시간 제보,"현황 및 문제점
- 도시가 발전해 가면서 불법적으로 광고물을 개시하거나 불법 노점상, 교통방해, 묻지 마 폭행, 비위생적 환경, 위험 요소, 범죄 노출, 쓰레기 불법투기 및 방치 등 수 많은 생활밀착형 불법 무질서 현장이 존재하고 이를 해결하기 위한 고급 공공 행정인력이 투입되고 있으나 해마다 되풀이되는 것이 사실입니다.
- 이는 공익보다는 사익만을 추구하는 시민의식과 무관하다고는 할 수 없으므로 낭비되는 고급 공공 행정인력이 본연의 업무에 집중할 수 있도록 시민들이 자발적으로 도움을 주는 행정이 필요해 보입니다.
개선방안
- (가칭) “기초질서 지키기 시만 감시단”을 모집하여 구별 밴드로 구성
- 도의 시(부서)별 생활밀착형 감시 필요성과 행정력의 낭비가 있는 업무를 선정
- (예시) 시가지 및 거리 청소, 옥외광고물 정비, 노점상 및 노상 적치물 정비, 교통질서 확립, 교통종사자 친절 서비스, 공중화장실 청결, 쓰레기 불법투기 감시, 음식•숙박업소 위생•친절 등
- 일정 신고요건(과태료 등 부과기준 요건)을 제시하고 자발적 신고 유도
- 신고된 내용을 구별 행정 담당자가 분류 및 검토 후 행정처리
- 자발적 참여 유도와 신고효율 향상을 위해 일정 요건을 갖추면 봉사활동 시간 부여 및 우수활동자 포상 등 인센티브 부여 방안 수립
기대효과
- 해마다 되풀이되는 행정력 낭비를 자발적 시민참여로 일부 해소
- 쾌적하고 깨끗한 생활 도시공간 확보
- 불법·무질서와 관련된 시민 민원 최소화
- 자발적 시민참여로 사익을 추구하는 시민의식 개선",2022-04-15,"1. 귀 가정의 무궁한 발전을 기원합니다.

2. 신안군에서는 국민신문고 제안제도의 원활한 운영을 위하여 처리절차를 개선하고자 합니다. 이에, 다음과 같이 변경된 내용을 안내하오니 참고하여 주시기 바랍니다.

□ 국민신문고 제안제도 변경
가. 목적 : 국민신문고 제안제도의 원할한 운영 및 포상확대
나. 기간 : 2021년 접수된 제안부터
다. 절차
① 국민신문고 제안 일괄 채택*
* 채택 : 신안군 제안 심사평가를 위한 접수 상태를 의미함
우수 제안 채택이 아님. 제안 채택여부는 별도 개별통보
② 신안군 제안(군민, 공무원) 심사평가 (연 2회)
* 심사평가 일정은 연2회 이나 변경가능. 추후 통보
* (평가방법) 1차 해당부서, 2차 외부전문가, 3차 신안군군정조정위원회
③ 평가 결과 통보(국민신문고 실시)
④ 우수 제안 채택 시 포상(상장, 시상금)

3. 자세한 문의사항은 기획홍보실 기획의회계(☎ 061-240-8207)로 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다.",2022-05-13,신안군,답변완료
"여수시, 영취산 산불 발생시 대피로 방향 표지판 설치해요","현황 및 문제점
☆☆☆민원으로 이관하지 마시고 제안으로 처리 부탁 드립니다.☆☆☆

최근 전국의 산불로 인하여 산림이 불타는 뉴스를 보았습니다. 내가 있는 산에서 산불이 발생했을때 자칫 잘못된 방향으로 이동시 인명피해가 발새될 수 있습니다.
개선방안
여수 영취산 등산로에 산불발생시 대응 요령과 주요 대피로에 대한 방향을 알려주는 표지판을 부착하도록 합니다.
기대효과
-산불 발생시 인명 피해를 최소화합니다.
-여수시 안전수준을 높이게 됩니다",2022-04-14,"안녕하십니까?

여수시 시정발전에 관심을 기울여 주시고 제안하여 주심에 감사드리며, 제안하신 내용에 대하여 아래와 같이 답변 드립니다.

제안의 요지는 “산불 대응요령과 대피로 안내표지판을 설치하자”는 내용으로 이해됩니다.

해당 제안은 여수시 담당부서 소관 하에 면밀히 검토되었으며 검토결과는 다음과 같습니다. 산불은 진원지의 위치와 바람의 세기 및 풍향에 따라서 진행 방향이 완전히 달라집니다. 따라서 산불 발생 시점과 장소를 알기 전에 진행방향을 예측하여 대피로를 미리 지정하는 것은 불가능합니다. 대피로를 선지정하고 방향까지 표시했는데 대피로 근처에서 산불이 발생하게 되면, 오히려 입산객들에게 혼란을 주어 잘못된(불이 거센) 방향으로 인도할 수 있기 때문에 더 위험합니다. 등산 중 초기진화가 불가한 산불이 발생하였다면 바람이 불어오는 방향으로 빠르게 하산하여야 하며, 시에서는 주요 산 초입에 등산로 안내와 함께 각종 재난상황대비 행동요령을 기재한 표지판을 설치하여 해당 사항들을 안내하고 있습니다. 뿐만 아니라, 산불진화감시원 120명을 배치해 산불조기진화 체계를 운영함으로써 재난상황 발생 예방과 초기 대응(조기진화 및 대피안내 등) 준비에 만전을 기하고 있음을 안내드립니다.

상기한 이유로 인해 금번 제안채택심사 결과는 아쉽게도 불채택 되었습니다.

해당 답변에 대하여 궁금한 점이 있으신 경우, 제안담당자(061-659-3435)로 문의주시면 친절히 안내 드리겠습니다.

다시 한 번 귀하의 제안에 감사드립니다.",2022-04-21,여수시,답변완료
제일병원 새도로 난간대 설치 제안,"현황 및 문제점
수고하십니다.
삼호읍 용당리 제일병원 입구 도로쪽 새로운 도로가 있습니다.
아름다운교회쪽으로 들어가는 곳은 한쪽은 난간대가 설치가 되어 있지만 한쪽은 난간대가 설치가
되어 있지 않습니다.
난간대가 안된 한쪽도 난가대 설치를 했으면 좋겠습니다.
난간대가 안되어 있는 곳은 잘못하면 난간으로 떨어져 낙상을 할 우려가 있습니다.
또 한곳은 제일병원에서 희망가 아파트로 가는 도로 입니다.

셀프세차장 가지전 도로 양옆으로 인도가 있는데 양쪽으로 난간이 있어서 주민들이 인도로 지나가다가
잘못 하면 난간으로 떨어져 낙상의 우려가 있다라고 판단되고 사고가 나고 개선을 하는것 보다는
실사를 하신후 판단하시어 난간대 설치를 부탁 드립니다.
개선방안
난간대 없음.->
난간대 설치로 주민 낙상 방지 차원
기대효과
잘못 하면 난간으로 떨어져 낙상의 우려가 있다라고 판단되고 사고가 나고 개선을 하는것 보다는
실사를 하신후 판단하시어 난간대 설치를 부탁 드립니다.",2022-04-11,"1. 귀하의 가정에 행복이 가득하길 기원하며 제안하신 '보행로 안전난간 설치제안' 의견에 대해 검토한 결과를 아래와 같이 답변드립니다.

가. 대상지는 삼호읍 용당리 도시계획도로(대로3-401, 중로3-402)로 이해되며 도로와 접하고 있는 토지의 단차가 심한구간에서 미끄러질 경우 크게 다칠우려가 있어 보행시 주의가 필요한 구간으로 판단됩니다.

나. 낙상사고 위험이 높은 구간에 대해 안전난간을 설치 제안을 채택할 예정이며, 예산 확보 후 사업을 추진하도록 하겠습니다.

2. 우리 군정에 관심을 가지고 귀한 의견을 내주셔서 감사드리며 안전하고 깨끗한 보행환경 조성을 위해 노력하겠습니다.

3. 추가 문의사항은 영암군청 도시개발과 이택림 주무관(061-470-2396)에게 연락주시면 친절히 안내해 드리겠습니다.

붙임 국민제안신청서 1부. 끝.",2022-04-27,영암군,답변완료
음식물폐기물 가정용 탈수기 보급,"현황 및 문제점
음식물폐기물은 물기제거를 하지 않아 수분이 50%을 넘어 음식물폐기용량을 증가하고 있으며,
일부 어르신들은 그대로 논밭 또는 마당에 모아서 해충 및 냄새등으로 환경이 오염되고 있음.
개선방안
가정에 음식물폐기물 가정용 탈수기를 보급하여 남은 음식물을 버릴때 수분을 제거하여 버린다면

폐기물처리비용 절감 및 환경오염 방지
기대효과
음식물 폐기용량도 감소시켜 환경오염 및 비용을 절감할 수 있음",2022-04-11,"국민신문고에 접수된 ‘음식물류 폐기물 가정용 간이탈수기 지원’ 관련 사항에 대하여 다음과 같이 회신하고자 합니다.

1. 안녕하십니까? 장성군 자원순환 업무에 많은 관심을 가져주셔서 감사드리며, 귀하께서 국민신문고를 통해 제안하신 “음식물류폐기물 가정용 간이탈수기 지원”에 대하여 답변드리겠습니다.

2. 제안하신 내용은 예산이 수반되는 사업으로써 타 지자체 도입사례, 투자 대비 효율성, 추진시 하수도시설에 대한 부하 발생 등 다각적인 사항에 대하여 중장기적으로 면밀한 검토가 필요한 사안으로 판단되오니 양해하여 주시기 바랍니다.

3. 앞으로도 저희 군도 음식물류 폐기물 감량화를 위하여 노력하겠으며, 답변 내용에 대한 추가 설명이 필요한 경우 장성군 환경위생과 자원순환팀(061-390-7335)으로 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다. 끝.",2022-05-17,장성군,답변완료
장성에서 한달살아보기 체험프로그램 운영,"현황 및 문제점
장성군의 초고령화로 인한 몇년안에 공동화 현상으로 빈집은 늘어났고 있으나, 자녀들은 집값 상승 기대 등으로
매물로 내놓지 않고 폐가처럼 방치하고 있어 그러면 장성군은 밤이 되면 비어있는 농촌도시로 전락할 수 있음.

한편으로는 귀농 및 귀촌을 하고 싶으나 주택이든지 장성이 어떤곳이든지 몰라서 선뜻 결정 못하고 있음.
개선방안
현재 비어 있는 학교 및 마을의 비어있는 집을 임대하여 도시근교 및 수도권 주민들을 상대로 장성군에서 한달살아보기
프로그램을 추진하고, 참가자에게는 저렴하게 한달임대료를 받는다.

기대효과
1. 장성군을 알리는 효과 및 인구유입 계기

2. 비어있는 집을 폐가전락 방지

3. 지역경제 활성화",2022-04-11,"장성군은 귀농귀촌을 위하여 지역을 탐색하실수 있도록 숙박 및 연수비, 프로그램을 제공하는 '농촌에서 살아보기'사업을 추진중입니다.",2022-05-18,장성군,답변완료
