제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
공유킥보드 주차 문제,"현황 및 문제점
전동 킥보드가 아무데서나 대여 및 반납이 가능한 독리스 문제라 사람들이 도로 한가운데나 가게 입구등 무분별하게 방치해 사람들의 이동에 피해를 주기도 하고 오르막길같이 킥보드가 쉽게 넘어질수 있는곳에 주차를 하여 전동킥보드가 넘어지면서 사람들의 안전을 위협할 수도 있다.
개선방안
1.전동킥보드에 대해 시가 관심과 힘을써야한다 생각한다. 전동킥보드는 시에서 운영하는것이 아닌 브랜드에서 운영하는것이므로 불법노상과 다를게 없는것같다
2.전동킥보드 주차관련 알바를 만든다.
3.전동킥보드 전용 주차공간을 만든다
아파트와 상가 주변과 신호등 주변에 주차공간을 만든다
4.견인하기
5.회수하기
기대효과
세종시와 서울시 그리고 안산시 등등 여러 도시처럼 효과가 있을것이다",2021-11-29,"공유전동킥보드의 서비스 특성상 독리스는 주차문제를 야기하고 있으나, 이는 서비스 이용의 가장 큰 장점일 수 있습니다. 다만, 무분별한 주차와 관련하여 콜센터 운영, 운영사와 단톡방 운영 등을 통해 민원발생시 최대한 빠른 시일내에 조치하고 있으며, 문제가 지속되는 곳은 모니터링 강화를 거쳐 반납금지구역 지정을 통해 개선하고 있습니다.
전용주차공간 설치로 모든 문제가 해결될 수 있을 수는 없을 것이나, 현재 전용주차공간 설치 등 시설 개선도 검토하고 있습니다.",2022-03-07,청주시,답변완료
주택가 소규모 공영주차장 만들어주세요.,"현황 및 문제점
호수마을 사거리 주차난이 심각합니다.

중원대로 3364~ 3376 열악한 주차난으로 많은 사고위험 및 이지역 주민이 많은 불편을 겪고 있습니다.
다른지역은 주택가 소규모 공영주차장 조성 사업하고 있는데 이쪽지역은 전혀 없어서
지역 형편성에도 문제가 있어 지역 불균형이 심각합니다.
개선방안
노후화된 단독 주택 또는 나대지를 매입, 공영주차장을 조성해 주차난을 점차 해소하고 주거 환경을 개선, 주택가 소규모 공영주차장 조성 해 주셨으면 합니다.
기대효과
주차 문제로 많은 불편을 겪었던 주민들이 주차불편 개선에 도움됩니다.",2021-11-26,"❍ 우리시의 주차장 행정에 깊은 관심과 소중한 의견 감사드립니다.

❍ 귀하께서 제안하신 충주시 중원대로 3364~ 3376번지 일원의 주차난 해소를 위한 소규모 공영 주차장 조성에 대한 귀하의 제안에 대하여 아래와 같이 답변 드립니다.
❍ 우리시는 구 도심권 주택 밀집지역의 주차난 해소를 위해 도심주차장 조성사업을 각 읍․면․동주민센터의 추천을 받아 매년 2~3개소를 선정하여 추진하고 있으나

❍ 소규모 공영주차장 조성사업은 많은 예산이 소요되며 각 읍ˑ면․동별 신청수요량이 많은 관계로 주차장 조성이 안된 주거밀집취약지역을 우선으로 선정하여 추진하고 있습니다

❍ 또한 소규모 공영주차장 조성사업은 우선 토지주의 매각 동의는 물론 동의를 하더라도 감정평가에 따른 매각금액에 서로 이견이 없어야 비로소 추진되는 사업으로 부지확보가 매우 어려운 사업입니다.
귀하의 제안을 채택하지 못하는 점 양해 부탁드립니다.

❍ 아울러 우리시는 주택 밀집지역의 주차난으로 인해 지역 주민의 불편해소를 위해 최선의 노력을 다하겠습니다.

❍ 다시 한번 귀하의 소중한 의견에 감사드리며, 우리시의 주차장행정에 궁금하신 사항이 있으시면 언제든지 충주시 차량민원과(☎ 043-850-6371)로 연락 주시면 상세히 답변드리겠습니다.",2021-12-23,충주시,답변완료
구천동 월류봉 직지사를 잇는 관광벨트 제안 !,"현황 및 문제점
영동군은 국악과 과일로 인지도는 높지만 특화된 볼거리와 먹거리가 없고 홍보 부족으로 찾는 관광객은
많지는 않은 실정임.

많은 관광객이 찾는 무주 구천동과 반디랜드는 영동군의 아름다운 도마령 고갯길로 연결이 되어 있고
올해초 사명대사 공원을 개장한 김천 직지사와는 괘방령 장원급제 고갯길로 이어져 있기에 영동군이
3개 시군의 관광벨트 중심축으로 설 수 있는 좋은 기회를 활용하지 못하고 있는 상황임.


개선방안
1, 월류봉에 왕복 구름다리 설치....월류봉은 단촐하여 이름값을 하지 못하기에 월류정 바로위 봉우리에 타원형 유리바닥 전망대를 설치하고 주차장 봉우리와 연결되는 유리바닥 구름다리와 출렁다리 두개를 설치하고 주차장 한켠에는 로컬푸드 매장과
영동군 홍보관을 만들면 직지사와 구천동을 찾는 관광객을 끌어 들일 수 있다고 사료됨.

2, 용산 디스크 골프장을 포스트 코로나에 대비해 중부권 최대의 차량 캠핑장으로 전용.....물론 큰비가 내리면 잠길 수 있는
단점은 있으나 강 쪽에 제방을 설치하고 설령 물이 휩쓸고 지나가더라도 곧바로 복원될 수 있도록 설계를 하면 가능하다 봄.

3, 디스크 골프장....뉴질랜드는 나무가 울창한 숲에 산책로에 디스크 골프장을 만들어 산보하면서 즐기도록 설치 했는데
단순한 그라운드보다 나무 사이로 던지는게 스릴이 있어 호응도가 높은데 영동군도 벤치마킹 하면 좋겠음.

기대효과
직지사와 구천동은 관광명소로서의 자체 name value가 높기에 연중 방문객이 많은데 그 방문객들이 영동군을 거치도록
확실한 즐길거리를 제공한다면 가능하다고 봄.

예를들어 도마령 고갯길은 이미 바이크를 즐기는 분들에겐 한번은 다녀와야할 성지로 각광을 받고 있는바
월류봉까지의 유인책이필요한데 스릴 넘치는 출렁다리가 최적임.

2년간의 코로나로 사람들이 비대면의 outdoor activities로 취미 생활이 바뀔 post corona를 대비해 경관이 아름답고
낚시까지 가능한 현재의 디스크 골프장을 캠핑장으로 전용한다면 많은 외지인들의 방문으로 난계예술제와 곶감 포도 축제의
활성화로 이어져 지역경제에도 효과가 예상됨.",2021-11-22,"국민제안(1AB-2111-0009401)와 관련하여 아래와 같이 답변토록 하겠습니다.

1. 귀하의 무궁한 발전을 기원합니다.
2. 귀하께서 제안하신 '구천동 월류봉 직지사를 잇는 관광벨트'에서 왕복 구름다리 및 홍보관 설치 건은 토지매입 및 사업예산 확보 등 사전행정 절차가 수반되어야 하고, 관광지 개발 가능성 및 사업타당성 등을 종합적으로 검토하여 중·장기적으로 추진해야 할 사항으로, 이로 인해 제안을 불채택함을 양지하여 주시기 바랍니다.
3. 영동군 관광 발전을 위한 적극적인 관심에 감사드리며, 이와 관련한 문의사항이 있으시면 영동군청 국악문화체육과(043-740-3215)로 연락주시면 성심껏 답변드리겠습니다.

붙임 국민제안신청서 1부.",2021-12-17,영동군,답변완료
캠핑장 시설문의,"현황 및 문제점
충주에는 전국적으로 캠핑하는 사람들이라면 다아는 캠핑의 성지라고 불리우는곳이 많습니다.대표적인 예로 전국에서 제일많은 인파가찾은 목계솔밭
이번달11월 가볼만한곳으로 꼽힌 수주팔봉
목계솔밭이 유료화로인해 우륵대교 밑 잔듸밭,
단월강수욕장,삼탄유원지등 많습니다.
하지만 단월강수욕장 잔듸 어르신들 게이트볼치신다고 막아놓은것 같더라고요.
지난2년간 다리 우측으로 드넓은 평탄화된 잔듸밭은 사용을 전혀 안하고 있는것 같은데 무료개방이 어려우면 만원씩이라도 받고 시설을 이용할수 있게 개방했으면 좋겠단 생각이들더군요.이정도 부지면 전국 차박성지로 거듭나는건 시간문제입니다.
개선방안
10x10정도 칸만 만들어서 개수대 화장실만 몇군대 설치해도 엄청난 인파가 몰릴것으로 예상합니다.
기대효과
동네어르신들 강수욕장 봉사활동 하시는것같던데 주민 일자리창출과 더불어 박스며 병이며 부수익 창출 효과를 볼수있을 것으로 보입니다.(쓰레기봉투,장착판매)",2021-11-15,"국민제안(1AB-2111-0009401)와 관련하여 아래와 같이 답변토록 하겠습니다.

1. 귀하의 무궁한 발전을 기원합니다.
2. 귀하께서 제안하신 '구천동 월류봉 직지사를 잇는 관광벨트'에서 왕복 구름다리 및 홍보관 설치 건은 토지매입 및 사업예산 확보 등 사전행정 절차가 수반되어야 하고, 관광지 개발 가능성 및 사업타당성 등을 종합적으로 검토하여 중·장기적으로 추진해야 할 사항으로, 이로 인해 제안을 불채택함을 양지하여 주시기 바랍니다.
3. 영동군 관광 발전을 위한 적극적인 관심에 감사드리며, 이와 관련한 문의사항이 있으시면 영동군청 국악문화체육과(043-740-3215)로 연락주시면 성심껏 답변드리겠습니다.

붙임 국민제안신청서 1부.",심사 중,충주시,제안심사
청소년 테마파크,"현황 및 문제점
11월2일 mbc오전아침뉴스 시청 중에 생각나서 글을 올립니다.
시장님의 청소년들의 테마를 말씀에 이어 입지선정중에 있다고 압니다.
시기적으로 도움이 되는지는 몰겠지만 충주에서 태어나 지금까지의 거주하면서 느끼는 .....
충주시 시내에 1997년부터 직장상 이유로 2021년 지켜봤을때 충주시의 중심은 시내라고 봅니다.
외지의 사람들이 와서 충주의 자랑을 느끼기에는 시민의 한사람으로 충주의 낙후가 좀 창피하기도 합니다.

시내의 발전을 기여할수 있는 기화리고 생각했습니다.
청소년테마를 시내에 입지 했을 경우 .
청소년을 부모 동행보다는 친구들과의 만남을 즐기는 성향으로 봐서는 청소년들이 스스로 왕래가 가능하고 안전한 곳을 선정하는것이 좋다고 봅니다.
개선방안
청소년테마를 시내로 했을경우.

시장님이 청소년들의 제천또는 외지를 외출을 막고 충주만의 특성을 살려 외지 사람들의 볼거지 만든다고 하셨습니다.

마냥 낙후 되는 충주 시내의 활성을 되살리고져 청소년 테마 입지를 충주 성서동 한양프라자 건물을 추천하는바 입니다.

1. 보호자의 안심. (교통을 이용하는거리보다는 누구나 쉽게 애용할수 있어야한다.)
2. 시내 상권의 활성 (젊음의 거리에 이어 즐길수 있는 쇼핑과 먹거리 상점의 활기.)
3.주차장(군데군데의 주차장 애용의 잇점과 저렴한 주차요금을 건의)
등....
충주 시내의 자랑으로 뽑아야 할 시내상권의 활성으로 30년전의 시내의 모습을 되찾고싶네요.
기대효과
충주의 자랑이 되어야 할 시내의 흉물을 주차장확장보다는 새로운 아이디어로 신선한 테마와 주변의 상권성장을 기대하봅니다.
다른 외지관광지 (주문진)만 가봐도 주차요금이 10분당 200원입니다.
충주는 주차요금의 필요성도 있고 부담스럽지 않은 시내의접근성을 고려하심이...",2021-11-02,"국민신문고로 접수된 국민제안에 대하여 아래와 같이 답변하고자 합니다.

1. 신청번호: 1AB-2111-0000346
2. 접 수 일: 2021. 11. 03.
3. 제 안 자: 박은경
4. 제안내용: 청소년 테마파크(실내놀이체육시설) 입지 제안

붙임 1. 국민제안 신청서 1부.
2. 국민제안 답변서 1부. 끝.",2021-12-02,충주시,답변완료
괴산군청 홈피에 추가사항,"현황 및 문제점
어제 괴산호국원에 부모님을 모시고 돌아오는 길에 일행들이 모두 '괴산'이라는 명칭에 의아함을 표시했습니다. 하필이면 왜 괴물이나 괴뢰군 같은 데 사용되는 글자를 사용해서 만든 지명을 아직까지도 사용하는 건지 이해하기 어렵다는 의견들이었죠.
개선방안
괴산군청 홈피에 괴산의 뜻을 바로 알아 볼 수 있도록 설명을 추가합니다.
회화나무 괴자를 설명하는 내용입니다.
흔히 사용하는 글자 괴상하다는 의미가 아니라 괴산에 서식하는 수종인 회화나무를 뜻한다는 사실을 알게 되면 국민들이 더욱 괴산에 대해 친근감을 느끼게 될 겁니다.
기대효과
괴산 지명에 대한 국민적 호감 증대
괴산군에 대한 국민의 친근감 증대",2021-10-26,"국민신문고를 통해 접수된 민원 신청(1AB-2110-0012549) “괴산군청 홈피에 추가사항” 건에 대해 붙임과 같이 답변하고자 합니다.

붙임 1. 국민제안신청서 1부.
2. 국민신문고 답변서(1AB-2110-0012549) 1부. 끝.",2021-12-13,괴산군,제안실현
상하수도 세대분리,"현황 및 문제점
다가구 주택 입니다. 현재 5가구중 1가구만 전입신고 하고 살고 있습니다.
문제는 3층건물에 가구마다 수도검침기가 있는게 아니라 층별로 1개 있습니다.
그러다보니 상하수도세가 누진되어 고지되어 배이상 금액을 내고 있습니다.
세입자에게 다 전가시키자니 너무많고 거의 제가 내고 있습니다만 부담이 큼니다.
개선방안
세대분리를 하려고 알아보았지만 전입신고가 안되면 세대 분리를 할수가 없다고 합니다.
세대마다 주소는 다 분리 되어 확실한데 ... 전입신고 꺼리는 세입자들이 태반인데 어떻게 세대 분리를 하나요
상하수도세 제발 세대분리 전입신고 말고 전기나 가스분리된 고지 로도 세대분리 가능하게 해주세요
배이상 고지되는 세금 부당합니다.
기대효과
입대인 임차인 부과되는 가중치 해소",2021-10-25,"○ 시정발전을 위해 많은 관심을 주신 데에 감사드립니다.
○ 귀하께서 신청하신 제안에 대하여 다음과 같이 답변드립니다.
○ 우리 시에서는 「충주시 수도 급수 조례」제31조 의거 단일계량기로 2가구 이상이 가정용 수돗물을 사용할 때에는 사실상 거주하고 주민등록신고가 되어 있는 가구 수로 나눈 평균량으로 계산하여 정하며, 세대구성이 되지 않은 기숙사, 사회복지수용시설 등의 사용량은 거주하는 방수로 나눠 산정하는 것으로 규정하고 있음. 따라서 가구분할은 전기나, 가스 분리된 것으로 가구 분할 적용은 어려움.
○ 단일계량기로 가구 분할 적용이 어려운 다가구주택, 상가에서는 세대별 급수 가능한 배관시설이 분리된 경우, 건축주 또는 전체 입주자의 설치 신청이 있으면 가구별로 별도 계량기를 설치할 수 있음을 알려드리니 참고하시기 바랍니다.
○ 기타 궁금한 사항은 충주시청 상수도과 (850-3732)로 문의하여 주시기 바랍니다.",2021-11-11,충주시,답변완료
중앙선 표시를 제안합니다,"현황 및 문제점
단양 만천하 스카이워크는 직접 가보니까 성공적으로 많은 관광객을 유치하고 있다.통행이 어려울 만큼 관광객이 많다. 올라오고 내려가는 사람으로 통로가 좁을 지경이다.
개선방안
1. 통로와 계단에도 중앙선을 표시해 놓는다면 지금보다는 훨씬 통행(교행)이 용이할 것이다.
기대효과
관광객들이 용이하고 기쁘게 오르내릴 수 있다.",2021-10-23,"안녕하십니까? 먼저 단양군 발전을 위해 소중한 의견을 주심에 감사드립니다.

귀하께서 제안하신 '만천하스카이워크 관람 시 혼잡 방지를 위한 중앙선 표시' 에 대한 검토결과를 다음과 같이 안내드립니다.

만천하스카이워크 관람 시 양방향 이동 중 혼잡방지를 위하여 개선이 필요함에 동의하나, 중앙선 표시 보다는 데크 유지보수 등 경비절감이 가능한 양방향 우측통행 방향표시를 시행하는 것이 효과적이라고 판단되어 우측통행 표시를 통해 전망대 이동 시 혼잡하지 않도록 조치할 예정입니다.(※ 일반통행로(계단)는 제외)

귀하의 소중한 제안에 감사드리며, 답변에 대해 추가 설명이 필요하신 경우 단양관광공사 만천하팀(043-421-7885)로 연락주시면 친절히 안내해드리겠습니다. 감사합니다.",2022-09-21,단양군,답변완료
화재사고로 어려운생활하는 복지사각지대 한부모가정 집수리나 철거 긴급지원바랍니다..,"현황 및 문제점
* 현황

제천시는 복지그물망을 촘촘히 짜서 <복지사각지대>가 없는 튼튼한 <사회안전망>을 운영한다""라고 밝힌 바 있습니다.
또한, 예기치 않은 <사고, 실업, 가족해체, 질병, 이상기온> 등 취약한 환경, 어려움에 처한 이웃들에게 도움의 손길을 쉽고 빠르게 펼칠 수 있도록 <읍면동지역사회보장협의체 등 민간사회안전망, 공공시스템>을 역동적으로 운영할 계획이라고 했습니다.
또, 제천시는 생활이 어렵고, 소외된 시민이 희망을 가지고 다시 일어설 수 있도록, <긴급복지지원금>을 통해 <위기가구> 발생 시 <생활안정>을 도모하고 있다고 했습니다.





* 문제점

그러나, 수 년 전 예기치 않은 화재사고로 어려운 생활을 하는 한 가정은 긴급지원대상 도움을 받지 못하고 있습니다.
12년 전부터 복지사각지대 한부모가정(모.53세, 자녀4명)의 제천시 남천동(남산로 4길1) 단독주택(3,000만 원 구매. 토지주 제천향교)이 지난 2015년 8월, 집주인의 부주의로 인한 화재로 2014년 10월 겨우 마련한 집 등이 모두 불타 전재산을 다 잃었습니다.(집 2채 중, 1채 전소. 1채는 방 1칸과 세면실만 남은 상태)
게다가, 아직도 이웃 3집 피해보상 등 빚 갚아야 하고, 매년 제천향교 토지세 45만 원씩 내야 하기 때문에, 화재 후 2년 넘게 아직까지 집수리는 엄두도 못내고, 화재 이후부터 지인이 임시제공해 준 타 지역 빈 상가 점포에서 6년째 생활하고 있습니다.
그 가정은 화재 초기, 각계각층에서 보내주신 옷, 이불 등 기본생활용품들 쌓아놓고, 외지에 나간 아이들(첫째(32세) 취업사기 당해 빚 2,000만원 상환 중. 둘째(여.30세) 17세 때 가출 연락두절. 셋째(여.26세), 기간제 교사 7개월. 넷째(23세) 군제대 후 대학 2년)이 오면, 추운 점포 1칸에서 점퍼 입고 같이 자며 지냅니다.
이곳저곳 아파도 병원도 못가고, 약으로 버팁니다.
또, 속상한 일은 남천동 빈 집에 지인들한테 얻은 살림살이 못가져가, 2주에 1번 정도씩 낮에만 남천동 집 가보는데 20여 회나 도둑이 들어 지인들한테 얻은 살림살이, 문짝, 수도관, 애들 책까지 모두 훔쳐갔습니다.
또, 집주인은 그동안 식당 홀써빙 알바를 했는데, 식당 주인이 알바비를 모두 안주고 도주해, 고용노동청을 통해 일부 지급 받았습니다.

집주인은 화재 후, 돈 몇 만 원도 없어, 제천향교에 겨우 집수리 허가만 받고, '긴급지원대상' 집수리 도움을 받고자 다방면으로 알아봤지만 집수리 도움을 받을 수 없었고, 남현동행정복지센터는 행정상 해당이 안된다고 합니다.
불 탄 집은 누구는 일부말소 신청하라, 누구는 신청하지 말라고 해, 아직까지도 일부말소 신청은 안돼 있습니다.
할 수 없이, 타다 남은 집 일부를 철거하는 방법도 알아봤는데, 철거비만 1,000만 원 가까이 불러, 집 철거도 엄두도 못내고, 전기, 수도 모두 없어 살지도 못하면서 토지세만 내고 있습니다.

개선방안
제천시는 고통받는 이러한 복지사각지대의 가정에게 '긴급지원대상 집수리나 철거' 도움을 받을 수 있도록 꼭 지원해주면 좋겠습니다.
기대효과
화재 후 매일 죽음을 생각하지만, 게다가 아무리 열심히 착하게 살려고 해도 점점 더 가혹해지는 현실에 더 괴롭지만, 아이들 때문에 겨우겨우 버티며 살아가는 이러한 복지사각지대의 가정이 집수리 도움을 받을 수 있다면, 큰 용기와 삶의 희망을 안고 남은 삶을 더 열심히 살며 사회에 보답할 것이라고 생각합니다.",2021-10-17,"1. 안녕하십니까? 제안 참여에 감사드리며 귀하의 제안에 대해 다음과 같이 회신드립니다.
2. 귀하의 제안요지는 ‘복지사각지대 가정의 집수리나 철거’로 이해됩니다.
3. 현재 제천시에서는 제도 내 최저생활 지원을 위한 다양한 복지제도를 적극 활용하여 추진하고 있습니다. 갑작스런 위기사유로 생계유지 등이 곤란한 경우, 신속하게 단기적으로 지원하여 위기상황 해소를 도모하는 <긴급복지지원제도>, 기초생활보장제도 <맞춤형 급여체계> 및 읍면동 ‘찾아가는 보건복지팀’에서 찾아가는 복지상담, 위기가구 통합사례관리, 민간자원 연계 활용 등 <찾아가는 보건복지서비스>를 시행 중에 있습니다.
4. “국민제안”이란 국민이 정부시책이나 행정제도 및 그 운영의 개선을 목적으로 창의적인 의견이나 고안을 하는 제도입니다. 귀하의 고견은 제안보다는 건의사항에 해당하며, 제시하신 의견은 향후 관련 업무 추진 시 참고하도록 하겠습니다.
5. 위와 같은 사유로 귀하의 제안을 수용하지 못하는 점을 널리 이해하여 주시기 바라며, 이 밖의 문의사항은 사회복지과 조혜란(043-641-5363)으로 연락주시면 성심성의껏 답변해 드리겠습니다. 감사합니다.",2021-11-02,제천시,답변완료
가곡면 향산리 공원조성,"현황 및 문제점
현재 가곡면 향산리 617-3 일원에 쉼터가 조성되어 있는데 말이 쉼터이지 주차장이나 적치장으로 사용되고 있습니다.
입지적으로 좋은 장점이 있습니다.
바로 옆에 북한강이 흐르고 있어 낚시꾼들이 항상 있고 강 일원으로 갈대밭이 있어 관광자원으로 개발할 요소가 있습니다.
예산을 많이 소요하지 않더라도 둘레길부터 시작하여 생태공원, 수생식물원, 고수부지 체육공원 등으로 활용할 수 있습니다.
혹여 비가 와서 침수가 되더라도 물이 빠지면 이용할 수 있도록 설계하면 됩니다.
부지가 대부분 국공유지이고 문화재 관련 구역이라 민간개발의 여지도 별로 없습니다.
현상공모의 형태로 개발계획을 마련하고 실행계획을 마련하면 될 것 같습니다.


개선방안
제가 이러한 제안을 한 이유는 이 쉼터 일대에서 제가 유일한 사유지를 가진 사람입니다.
도로개선 공사를 하면서 가곡면 향산리 617-3는 도로와 같은 높이로 성토가 되었는데, 저의 토지인 향산리 618-2, 611번지는
4미터 아래로 내려가 접근이 어렵게 되었습니다.
농사도 짓지못하고 낚시꾼들이 쓰레기를 버리고 땅이 관리가 안되다 보니 쓸려나가고 엉망이 되었습니다.
관리를 위해 진입로를 점용허가를 내려고 했는데 목적외 승인이나 목적이 있으려면 건축물이 있어야 한다고 하여 건축물을 지으려고 하니
문화재현상변경허가를 받아야만 건축이 된다고 하여, 이를 신청했더니 3번이나 부결되었습니다.
이후 현상변경허가기준이 바뀌어서 일부 가능하다고 하는데 여력이 없습니다.
700평의 땅을 사서 귀촌해서 쉬면서 살려고 했는데 아무것도 할 수 없게 되었습니다.
여력이 되면 한번 더 문화재현상변경을 신청할 예정입니다만 이곳은 나라가 개발하는게 적절하다고 생각됩니다.
저는 수상식물을 키우는 공원을 만들고 싶었는데 이 부분을 나라에서 하는 것도 좋다고 생각되서 제안드리게 되었습니다.
계획이 있으면 저의 토지는 군에서 정하는 매입가에 매각할 의향이 있습니다.
토지매입의 문제때문에 공공사업이 어려운 가운데 있는데 이 일대는 그런 문제가 적습니다.
저의 원인이 아니라 국가의 원인에 의해 토지가 사용할 수 없게 되었으므로 결자해지 측면에서 공공에서 토지를 매입하여
공공의 이익을 위해 사용하도록 해주시기를 부탁드립니다.
과거 이 일대가 관광자원으로 계획을 검토한 바가 있다고 들었습니다.
군의 계획과 방향을 알고 싶습니다.
기대효과
일대 관광지 개발로 주민여건 개선",2021-10-07,"1. 우리군 관광 발전을 위한 관심과 좋은 의견을 주심에 깊은 감사를 드립니다.

2. 귀하께서 제안 해주신 사항은 가곡면 관광자원화사업 기본계획 추진 시 주민 제안으로 검토된 바 있으나, 관광개발사업은 사업 타당성 및 수익구조를 검토하여 타당성이 확보되어야 추진할 수 있습니다. 따라서 제안해 주신 사업은 주민 쉼터와 공원 조성으로 주민숙원사업으로 분류되어 추진해야 할 사업으로 판단됩니다. 또한, 사업부서에는 토지매입을 사전에 할 수 없으며, 제안사업 추진 확정시 토지를 매입할 수 있습니다. 현재 제안사업은 추진이 확정되지 않아 토지를 매입할 수 없으며, 향후 사업이 확정되면 알려드리겠습니다.

3. 귀하의 제안요청에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 단양군청 관광정책과(☏043-420-2923)로 연락주시면 친절히 안내하여 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-08-24,단양군,답변완료
