제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
공원에 반려견 운동장 울타리 설치요청,"현황 및 문제점
반려견 사회적 증가와 목줄제한및 입마게 법규화는 계속증가하면서 규제는 강화되고 있는데, 그에비해 반려견 스트레스 해소를 위한 시설은 턱없이 부족합니다
개선방안
공원에 풋살장이나 놀이터 탁구대 는 시설되고있으나 정작 반려견을 위한 운동장 시설은 하나도 없음에 이를 설치 요청합니다.
사진 첨부를 보시면 공원에 공터를 이용한 시설을 요청합니다
기대효과
반려견 스트레스 해소와 사회성 교육등이 이루어져 반려견 사고를 최소화 할것으로 기대합니다.",2022-04-10,"○ 안녕하십니까? 제안 참여에 감사드리며 귀하의 제안에 대해 다음과 같이 회신하여 드립니다.

○ 김경희님께서는‘공원에 반려견 운동장 울타리 설치요청’의 내용으로 제안해 주셨습니다.

○ 귀하께서 제안하신 사항을 검토한 결과는 다음과 같습니다.
- 도시공원내 설치되는 공원시설은 「도시공원 및 녹지 등에 관한 법률」 에서 정하는 규정에 의해 설치가 가능하며, 동물놀이터의 경우에는 같은법 시행규칙 제11조제2항제11호에 따라 10만제곱미터 이상의 근린공원 혹은 별도 조례(주제)공원에만 설치가 가능합니다.
- 현재 우리구에서 관리중인 도시공원(10만제곱미터 미만, 주제공원 없음)내에는 동물놀이터의 임의설치가 불가한점 양해하여 주시기 바라며, 관내 인천시에서 관리중인 10만제곱미터 이상의 근린공원(씨사이드파크 등)내에 동물놀이터 도입에 관하여 건의하도록 하겠습니다.

○ 위와 같은 사유로 귀하의 제안을 즉시 수용하지 못하는 점을 널리 이해하여 주시기 바라며, 앞으로도 구정에 도움이 되는 다양한 제안들을 부탁드립니다.

○ 이밖에 문의사항은 도시공원과 공원팀(☎ 760-7777)으로 연락 주시면 성심성의껏 답변 드리겠습니다. 감사합니다.",2022-05-02,중구,답변완료
구민을 위해 인천 서구나 부평구청에서 운영하는 무료법률상담(전화예약상담)설치를 남동구청에서도 진행될 수 있기를 제안합니다.,"현황 및 문제점
어느날 갑자기 일부 구민(들)이 자신(들)이 거주하는 생활반경지역 내에서 발생한 문제로 인하여 생활의 엄청난 불편과 안전문제, 일부 갑질행태(때로 조직적)의 부당한 행위(들)로부터 재산상의 손실을 입는 상황까지 이어질 수 있는 취약한 계층보호 차원 등, 단 한 사람도 억울한 피해(물질적, 정신적 피해)를 입으면 안 된다는 생각입니다.
구민(1인이거나 소수)이 접하게 되는 황당하고 이해가 안 되는 문제로 인해 이웃과의 언쟁과 심각한 분쟁으로까지 확산될 수 있는 문제로부터 예방할 수 있고, 큰 사고(분쟁)없이 원만하게 해결도 할 수 있는 구민을 위한 법 상담창구인 무료법룰상담창구가 인천 각 구에서는 이미 오래전부터 설치하여 진행이 되고 있습니다. 그런데 인천 남동구(청)는 이러한 시스템이 없다는 것을 알게 되어 조속히 마련(설치)해 주셨으면 하는 바램의 제안을 올립니다. 답변을 기다리겠습니다. 감사합니다.
개선방안
대화와 소통으로 해결할 수 있는 사안을 일방적이고 다소 공격적이며 횡포적인 대화법으로 진행을 하여 답이 없는 현실입니다. 주민(들)이 때로는 조직적이라 표현할 수 있을 정도로 갑질행태를 보이는 현실 상황입니다. 법치주의 국가에서 모욕죄나 명예훼손 같이 엄중한 법이 존재한다는 사실을 똑바로 직시하고 주변 이웃들과 협조하며 서로 이해하고 도와가며 평화롭게 지내야 함에도 일방적으로 거주하는 곳의 소유자는 이유만으로 함부로 이웃을 개무시, 약취같은 재산상 손실을 가하며 일방적으로 사람의 인격을 침해하는언행을 일삼는 일부 몰지각하고 일방통행식인 이들의 언행은 중단되고 사라져야 한다고 생각합니다.
기대효과
구민을 위한 무료법률상담 창구는 억을한 분쟁을 사전에 예방할 수 있고, 법을 통한 상담이 수월하다는 것으로 인해 서로 이해하고 협조하며 지내야 하는 이웃 공동체로의 인식을 스스로 깨닫거나 알아갈 수 있어 매우 효과적으로 생각합니다. 간혹 어떤 이기적이고 사익적인 사안 얖에서 때로 집단적으로까지 공격적이고 횡포스런 언행 행태는 중단되어야 하며 지양될 것으로 사료됩니다.",2022-04-10,"1. 귀하의 ""구청에서 무료법률상담 시행""제안에 감사드립니다.
2. 귀하께서 제안하신 ""구청에서 무료법률상담 시행""관련 건에 대하여 아래와 같이 답변드립니다.
가. 법률분쟁의 증가와 그에 따른 구민들의 피해를 줄이고자 무료법률상담을 시행하자는 제안의 필요성에 대해 공감합니다.
나. 해당 제안은 인건비 및 공간확보 등 예산의 확보 및 다른 기관과 협의가 되어야 하는 사항으로 검토가 필요하여 즉시 시행하기에 어려울 것으로 판단되어 불채택 처리됨을 알려드립니다. 그러나 추후 실시할 수 있도록 계속 노력해 나가겠습니다.
다. 남동구 발전을 위하여 제안해주신 것에 감사드리며, 기타 문의사항이 있을 시 남동구청 기획예산과(032-453-2093)로 연락주시면 성심껏 답변드리겠습니다.
라. 아울러 다음 기관들에서 무료법률상담을 시행중이오니 이점 참고하시기 바랍니다.

□ 인천지방법원
○ 장소 : 미추홀구 소성로163번길 17 인천지방법원 청사1층 106호
○ 상담종류
- 변호사 : 월, 수, 금 10:00 ~ 12:00, 14:00 ~ 17:00
- 법무사 : 화, 목 10:00 ~ 12:00, 13:00 ~ 16:00

□ 법률구조공단
○ 장소 : 미추홀구 소성로185번길 23 육삼빌딩 3층
○ 상담종류
- 면접상담 : 월~금 10:00 ~ 12:00, 13:00 ~ 17:00
- 전화상담 : 월~금 10:00 ~ 12:00, 13:00 ~ 18:00
※ 국번없이 132 또는 02-874-3374
- 사이버상담(www.klac.or.kr) : 1일 170건으로 상담건수 제한
- 서신상담

붙임 국민제안신청서 1부. 끝.",2022-05-02,남동구,답변완료
영종도내 반려동물공원 설립 제안,"현황 및 문제점
반려동물 인구 1500만 시대가 오고 있습니다. 대한민국 전국 가구의 4분의 1인 26.4% 가량인 591만 가구가 반려동물을 기르고 있습니다.
영종도도 인구가 많이 유입되어 곧 영종구가 될 것이라는 얘기가 있으며 또한 반려동물을 키우는 가구도 매우 많습니다. 어딜가도 반려동물을 데리고 산책하는 사람들을 많이 볼 수 있습니다.
서울 및 경기도 권에는 시에서 운영하는 반려견놀이터가 조성되어 있지만 영종도 내에는 반려견놀이터가 없습니다. 영종도는 섬이라는 특수조건 때문에 반려견놀이터를 이용하려면 톨게이트 비용을 내고 차를 타고 30분 이상을 달려 다리를 건너서 방문해야 합니다.
개선방안
영종도에도 다리를 건너지 않고 반려견과 방문할 수 있는 반려동물공원이 조성되었으면 좋겠습니다.
기대효과
쾌적한 반려견 문화시설 설립으로 반려인과 비반려인의 상생 공간으로 조성해 성숙한 반려문화 성숙을 돕는 야외문화공간이 될 것입니다.

반려동물을 가진 영종도 주민들 뿐만 아니라 타지역 주민들도 공원을 이용하러 영종도를 방문할 것입니다. 또한 영종도는 바다를 볼 수 있는 많은 관광자원이 있기 때문에 반려견과 여행을 하러 많은 분들이 이용하게 될 것입니다.",2022-04-06,"○ 안녕하십니까? 제안 참여에 감사드리며 귀하의 제안에 대해 다음과 같이 회신하여 드립니다.

○ 김경희님께서는‘영종도 내 반려동물공원 설립 제안’의 내용으로 제안해주셨습니다.

○ 귀하께서 제안하신 사항을 검토한 결과는 다음과 같습니다.
- 도시공원내 설치되는 공원시설은 「도시공원 및 녹지 등에 관한 법률」 에서 정하는 규정에 의해 설치가 가능하며, 동물놀이터의 경우에는 같은법 시행규칙 제11조제2항제11호에 따라 10만제곱미터 이상의 근린공원 혹은 별도 조례(주제)공원에만 설치가 가능합니다.
- 현재 우리구에서 관리중인 도시공원(10만제곱미터 미만, 주제공원 없음)내에는 동물놀이터의 임의설치가 불가한점 양해하여 주시기 바라며, 관내 인천시에서 관리중인 10만제곱미터 이상의 근린공원(씨사이드파크 등)내에 동물놀이터 도입에 관하여 건의하도록 하겠습니다.

○ 위와 같은 사유로 귀하의 제안을 즉시 수용하지 못하는 점을 널리 이해하여 주시기 바라며, 앞으로도 구정에 도움이 되는 다양한 제안들을 부탁드립니다.

○ 이밖에 문의사항은 도시공원과 공원팀(☎ 760-7777)으로 연락 주시면 성심성의껏 답변 드리겠습니다. 감사합니다.",2022-05-02,중구,답변완료
유휴 시설 활용하여 관광자원 개발 및 일자리 창출,"현황 및 문제점
인천 남동구 만수산 등선에는 과거 승화원 현재는 인천가족공원 묘지의 산 등선에 차량의 이동용 도로가 형성되어 있었는데
현재에는 차량 통제로 차량이 일체 진입 불가하고 등산로의 일부로 사용되고 있는 콘크리그 차도가 유휴 시설로 방치가 되어있습니다. 이러한 유휴 시설을 활용할 방안을 제안하고자 합니다.
개선방안
인천관내 강화군에는 강화 씨사이드 리조트에 루지 체험장이 마련되어 수도권에서 많은 관광객이 방문하여 여가 스포츠를 즐기는 장소가 있습니다. 이러한 루지의 체험 장소를 인용하여 만수산 등선에 ""인천 만수산 루지 체험장""을 만들어서 인천 도심내에 관광놀이 시설을 만들면 수도권의 많은 사람들이 이용하기 접근성이 좋고, 기존의 콘크리트길을 조금씩만 보완하면 국내에서 아주 훌륭한 루지 체험장으로 탈바꿈 할 수 있고 대외적은 홍보 이미지가 크다 할 수 있겠습니다.
이에 따른 타당성 조사를 용역의뢰하여 진행하면 좋을것 같습니다.
기대효과
기존 콘크리트 유휴 도로를 활용하므로 루지 코스 제작에 따른 비용이 절감될것이고 루지 운영으로 시 사업비 수익을 창출 할 수 있으며 관련하여 많은 일자리가 만들어 질것입니다. 또한 루지 이용을 위한 곤도라 시설도 필요하므로 엄청 많은 부대 수익도 창출 될것이라 사료 됩니다.
주변 지역 주민들에게도 여러 사업성 시설이 유치 될수 있습니다.",2022-04-02,"안녕하십니까?
시정에 관심을 가지고 의견 주신 귀하께 감사드립니다.
귀하의 제안 요지는 인천가족공원 내 산책로 활용을 통한 루지 체험장 조성으로 판단되며, 이에 대하여 다음과 같이 답변드립니다.
귀하께서 활용 제안하신 콘크리트 도로는 주로 성묘객, 등산객 등이 이용하고 있으며, 몸이 불편한 장애인 등을 위해 일부 차량이 허용되는 등 전반적으로 공원 유지관리를 위해 사용중인 산책로입니다.
인천가족공원은 묘지공원으로써 관련 법령에 따라 루지 체험장 등 관광시설 설치가 불가하며, 시민들에게 휴식 공간을 제공하고 고인과 유족의 추모하는 장소인 점을 고려하였을 때 정숙한 분위기를 저해하는 루지 체험장 조성은 적합하지 않음을 알려드리니, 널리 이해하여 주시기 바랍니다.
귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 노인정책과(정재호 주무관, 032-440-2833)으로 문의하시면 성심껏 답변해 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-04-26,인천광역시,답변완료
인천광역시에서 이런 소규모 사업을 진행해주시길 간곡히 부탁드립니다,"현황 및 문제점
조현병(구 정신분열병) 환자와 조울병(양극성 장애) 환자의 부정적 사회적인식이 심각한 상황입니다
(예비 범죄자, 걸어다니는 시한폭탄 등)
개선방안
이러한 사회적인식을 조금이라도 개선시키기 위해 인천광역시측에서 비용을 부담하여 인천광역시내 모든 구립도서관, 공립작은도서관 등에 필히 관련도서를 비치해줄것을 요청드립니다.

2. 추천도서
2-1 조울병에 대한 거의 모든 것 (저자 바이폴라포럼 2021년)
2-2 조현병, 마음의 줄을 고르다 (저자 대한조현병학회 2013년)
2-3 나는 왜 나를 피곤하게 하는가 (저자 권준수 2020년)
2-4 만화로 읽는 조현병 (저자 나카무라 유키 2021년)

*위와 같은 종류의 책들을 인천광역시내 공립도서관 및 공립학교도서관등에 비치하여 한명이라도 더 정신질환에 대한 올바른이해를 할수있도록 힘써주신다면 감사하겠습니다!
기대효과
인천광역시 소재 공공도서관 및 공립학교도서관등을 이용하게 되는 이용자 단 한명이라도 더 정신질환에 대한 올바른이해를 할수있게 될것이고 환자분들도 사회적 낙인으로 인한 불합리함을 덜 느끼게 되는 계기가 될것이라 확신합니다!",2022-03-28,"1. 안녕하십니까? 귀하께서 국민제안을 통해 제안해주신 제안(1AB-2202-0008496 /2AB-2202-0009123)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 조현병(구 정신분열병) 및 조울병(양극성 장애) 관련 도서를 관내 도서관에 비치하는 것으로 이해됩니다.

3. 먼저 소중한 의견을 주셔서 감사드립니다. 다만 공공도서관은 전문도서관과 달리 모든 분야의 다양한 도서를 비치하는 것을 목적으로 합니다. 특정 분야의 특정 도서를 관내 도서관에 모두 비치하는 것은 분야별 형평상 어려울 것으로 사료됩니다. 더불어 사업의 악용(출판업체의 영리를 위한 특정 도서 비치 요청 등) 문제점이 예상되므로, 제안해주신 내용의 채택이 어려운 점 양해 부탁드립니다.

3. 귀하께서 주신 의견은 채택은 어렵지만, 소중하게 남겨 좋은 도서관 정책과 제도를 개발하는 밑거름으로 활용하도록 하겠습니다. 답변 내용에 대한 추가 설명이 필요한 경우 도서관정책과 이다예 주무관(☏032-440-7874)에게 연락주시면 친절히 안내해 드리도록 하겠습니다.
감사합니다.",2022-04-06,인천광역시,답변완료
인천대공원 꽃이름 표시 갱신 및 꽃정리,"현황 및 문제점
인천 대공원의 수목원 즐겁게 잘 이용하고 있으나
초본류(야생화) 이름 표시가 실제와 일치하지 않는 것이 많습니다.
시일이 오래 지나면서 여러 곳으로 번식되어 퍼져서 이름 표시와는 다른 식물들이 너무 많이 섞여 있습니다.
예를 들면 복수초 같은 경우는 꽃밭 모든 칸에서 자라고 있을 정도입니다.

개선방안
1. 꽃이름표 갱신
2. 이름표와 맞지않는 꽃 정리
를 해주시면 감사하겠습니다.
기대효과
시민의 궁금증 해결
교육적 효과
행정에 대한 신뢰
더 좋은 공원으로 탈바꿈",2022-03-27,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원 건과 관련하여 우선 인천수목원에 대한 관심과 조언에 대하여 감사하다는 말씀을 드리며,‘수목원 꽃이름 표시
갱신 및 꽃 정리’에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원사항과 관련하여
가. 인천수목원에서는 이용객들에게 정확한 식물 정보 제공을 위하여 식물 동정과 표찰 정비를 매년 실시하고 있습니다.
나. 또한 2020년부터 다양한 볼거리 제공을 위해 계절별 피어나는 초화류를 다량 확보하여 식재하였습니다. 현재는 초화류 발생 상황을 지속 확인하면서 관리하고 있으며, 개체가 확인되지 않을 경우 식물 표찰을 제거하고 수시로 정비하고 있음을 말씀드립니다.
다. 앞으로도 수목원 관람에 불편함이 없도록 유지 관리에 최선을 다하겠습니다.
3. 귀하의 요청에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 인천대공원사업소 수목휴양팀 박현규 주무관(032-440-5853)에게 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다. 끝.",2022-03-30,인천광역시,제안실현
한강및 주변도시의 수변도로의 인도와 자전거도로를 지나가는 교량아래 조류의 변이 떨어지지 않도록 그물설치를 요청합니다.,"현황 및 문제점
국정에 수고가 많습니다.

한강과 아라뱃길, 심곡천과 공릉천을 자주 자전거도로를 잘 이용하고 있습니다.
더러는 다리아래로 지나가는 길에 조류의 변이 떨어져 바닦에 쌓여있는 상태가 되고 있어 누군가는 청소를해야하고, 지나가는 보행자와 자전거가 밟고 지나가는 상태가 되어 있는데 다리아래 부분에 그물망을 설치하면 다른 곳으로 옮겨가리라 생각합니다.

현장점검 후에 꼭 설치해주기 바랍니다.

어려운 시기 코로나 잘 극복하기 바랍니다.
개선방안
다리아래 그물망 설치요청.
기대효과
청소의 불필요. 보행자및 자전거 통행자의 조류 변을 밟지 않는 효과.",2022-03-20,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원 건과 관련하여 우선 인천수목원에 대한 관심과 조언에 대하여 감사하다는 말씀을 드리며,‘수목원 꽃이름 표시
갱신 및 꽃 정리’에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원사항과 관련하여
가. 인천수목원에서는 이용객들에게 정확한 식물 정보 제공을 위하여 식물 동정과 표찰 정비를 매년 실시하고 있습니다.
나. 또한 2020년부터 다양한 볼거리 제공을 위해 계절별 피어나는 초화류를 다량 확보하여 식재하였습니다. 현재는 초화류 발생 상황을 지속 확인하면서 관리하고 있으며, 개체가 확인되지 않을 경우 식물 표찰을 제거하고 수시로 정비하고 있음을 말씀드립니다.
다. 앞으로도 수목원 관람에 불편함이 없도록 유지 관리에 최선을 다하겠습니다.
3. 귀하의 요청에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 인천대공원사업소 수목휴양팀 박현규 주무관(032-440-5853)에게 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다. 끝.",심사 중,인천광역시,제안심사
장애학생 주민등록증 신청,"현황 및 문제점
지적장애아이 주민등록증 만들면서 느낀게 있어 그에 대한 의견을 드리고자 합니다..주민등록증 발급시 열손가락 지문 스캔과 나머지 작업들은 장애아이들에게 특히 심한 장애아이들에게는 협조와 인내가 필요한 과정이며 일반인과 똑같은 방식으론 장애아와 그보호자에겐 대단히 불편하다 생각이되어 민원드립니다.
개선방안
장애아이들을 위한 별도의 장소나 담당부서가 있어서 충분한 시간과 분위기로 작업이 진행되어야한다 봅니다.오픈공간이 아닌 작은 방같은곳이나 행정복지 센터에서 여력이 되지 않으면 구청 내 민원인들에게 방해되지 않은 방같은곳에서 작업이 이루어진다면 많은 배려가 될거같습니다.
기대효과
소수에 대한 지원이 잘될지는 모르겠지만 어떤 식으로 작업되어지는지 살펴봐 주시기라도 한다면 언젠가 더 나은환경이 조성되리라 봅니다",2022-03-17,"국민신문고 국민제안에 대하여 붙임과 같이 검토의견을 결정 통지하고자 합니다.


제 안 요 지
채택여부
비고
장애학생 주민등록증 신청
불채택



붙임 1. 국민제안신청서 1부.
2. 제안검토의견서 1부. 끝.",2022-06-07,계양구,답변완료
5호선 교동산단 유치 방안,"현황 및 문제점
-현재 5호선 검단,김포 연장은 서울시에서 ""방화차량기지 및 방화건페장을 인수하는 조건으로 연장을 시켜주겠다""는 복안으로 교착상태에 빠져 있는 상태임.
-서울시에서는 방화차량기지 및 방화건폐장 부지를 노른자위 땅으로 생각하고 ""위 부지에 고급아파트 단지를 조성하겠다""는 구상이 있다고 함.
-현재 검단 및 김포지역 주민들 거의 모두 방화차량기지 이전은 찬성하고 있으나 방화건폐장 이전을 반대하고 있어,이런 실정이라면 향후에도 5호선 연장이 불가능한 상태라고 판단됨.
-위와같은 실정이라면 5호선 검단,김포 연장은 절대로 불가능하다고 판단됨.
개선방안
-5호선 차량기지와 건페장을 교동산단으로 이전함.
-교동산단은 미래 북한노동인력을 출퇴근시킬 수 있는 유일한 장소라고 판단됨.
-현재 한국은 매년 인건비가 크게 상승하여 제품코스트가 상승하고 있는 실정이라서, 향후 값싼 북한 노동자를 이용해야 지속적인 발전이 가능하다고 판단됨.
기대효과
-북한노동인력을 이용한 제품코스트 다운 가능
-남북한 모두 평화분위기 조성 가능
-미래 통일분위기 조성 가능
-강화도 및 교동도 주민 대중교통 확보 가능
-강화도 및 교동도 관광자원 활성화",2022-03-04,"1. 귀하께서 국민신문고를 통해 제안하신 ‘서울지하철 5호선 교동 산단 유치 방안’ 에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 우리 시는 검단신도시 활성화를 위한 광역교통망 구축의 일환으로 검단지역 주민들의 의견을 반영한 ‘서울지하철 5호선 김포·검단 연장’ 노선을「제4차 국가철도망 구축계획」에 반영토록 2019년 10월 건의하였고,
3. 정부는 지난 7월 5일「제4차 국가철도망 구축계획」을 확정·고시하였는 바, 우리 시 요구 사업인 `서울지하철 5호선 김포·검단 연장` 노선(방화역~검단~김포)이 추가검토사업으로 최종 반영되었습니다.
4. 우리 시에서는 관련 지자체(서울시, 경기도)와 노선계획 및 차량기지 이전 등에 대하여 긴밀히 협조하여 타당성이 확보되는 노선으로 사업 추진될 수 있도록 최선의 노력을 다하고 있음을 알려드립니다.
5. 아울러, 귀하께서 제안하신 `서울지하철 5호선 교동 산단 유치`는「국가철도망 구축계획」에 미반영 되었을 뿐 아니라 경제성 측면에서도 수용하기 어려움을 널리 이해하여 주시기 바라며, 위 내용과 관련 궁금하신 사항은 인천시 철도과(손현일 주무관, 032-440-3894)로 문의하시면 성심껏 답변해 드리겠습니다. 감사합니다.",2022-04-07,인천광역시,답변완료
반전 메시지,"현황 및 문제점
최근 러시아의 우크라이나 침공으로 국제 사회가 힘든 시기을 겪고 았으며 침공 규탄과 반전 시위가 확대되고 있습니다. 인천시도 반전메시지 운동에 동참하면 좋겠습니다
개선방안
미출홀구민으로 삶에 매우 만족하고 있으며 자부심이 있습니다. 혹시 기술적, 경제적 문제가 있을지는 모르겠지만 수봉공원의 수봉탑 조명을 우크라이나 국기인 노란색 파란색으로 적용하여 구민에게 반전메시지를 전달하면 어떨지요?
기대효과
세계적인 반전운동에 동참함은 물론 인천시의 반전과 평화에 대한 신념을 전달할 수 있을 것입니다. 인천시민의 자부심 증대는 무조건 따라오겠지요",2022-03-01,"[수봉공원 송신탑 조명을 이용한 반전메시지 전달] 국민제안에 대한 우리 부서의 검토 결과입니다.

귀하께서 제안하신 반전 메시지 동참에 대한 의견 감사드립니다.
우리 구에서 관리하고 있는 수봉공원 송신탑과 다수의 경관시설물에 대한 유지보수 비용이 제한적으로 편성되어 있어 유지보수에 많은 어려움을 겪고 있는 실정입니다.
제안하신 내용을 송신탑에 연출할 경우, 기술적인 프로그램 변경 및 연출기간에 따른 추가적인 예산이 필요한 상황으로 예산 확보의 어려움이 있음을 양지하여 주시기 바랍니다.
답변에 만족하셨기를 바라며 추가 설명이 필요하시면 강성규 주무관(☏880-4477)에게 연락주시면 친절히 답변 드리겠습니다. 감사합니다.",2022-03-24,미추홀구,답변완료
