제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
인천시장 당선인 출산 공약,"현황 및 문제점
안녕하세요.
인천에서 거주하고 있는 다둥이 아빠입니다.
현재 인천시장이신 유정복 시장께서 공약하신
1000만원 첫만남이용권에 관한 일부 제안을 드립니다.

재정자립도 낮은 구들이 난색을 표한다는 발표에 따라 공약 이행이 어렵게 될수도 있습니다.
개선방안
첫째 시비와 구비를 7대3에서 8대2로 조정하는 방안.

둘째 중위소득 100% 이상 이하 두구간으로 나눠지급

셋째 중위소득100% 이상은 올해 하반기부터 300만원 지급 내년부터 매년 100만원씩 인상하여 600만원 까지 인상.

네째 중위소득100% 이하는 올해 하반기부터 400만원씩 지급 내년부터 매년 200만원씩 인상하여 1000만원 까지 인상.
기대효과
이렇게 하시면 계층별 소외도 일부 해소되고 공약도일부 지킨게 되며 재정 자립도 낮은 구들도 부담이
줄어드는 등 출산정책에 많은 도움이 되며 시민들의
호응도 얻을수 있을거라 생각됩니다.

공약을 지키기 위해 노력하는 시장님의 모습을 기대하는 저소득 시민의 의견 이었습니다.",2023-04-19,,,인천광역시,제안심사
서창 도서관 옆 체육시설 리모델링 및 보강을 건의합니다.,"현황 및 문제점
서창1지구 내에는 공놀이를 하기에 적당한 근린공원이 없어, 농구를 하려면 2지구 물빛공원까지 가야하는 실정입니다.
유일하게 농구골대가 있는 도서관 옆 공터에 있는 골대는 낡고 그물도 없으며 휘어있습니다. 또한 흙바닥이라 흙먼지가 많이 나고 넘어졌을 때 부상 위험이 있으며, 가장자리는 밭과 울타리 하나를 두고 이어져 푹 파여있어 공이 빠지기 쉽습니다.
개선방안
말씀 드린 도서관 옆 공터의 골대, 바닥을 바꾸고 주변에 휀스를 설치하는 것을 건의 드리고 싶지만, 그 공터에는 족구 네트가 쳐져있고 주말마다 동호회분들이 족구를 하시는 데 쓰시기도 하니 족구하시는 분들과 의견 절충이 어려울 수 있을 것 같습니다.
그래서 다른 곳을 생각해보니 같은 공원 내에 버려지다시피 한 네트없는 배드민턴장이 하나 있는데, 정식 코트 규격은 안나오겠지만 바닥도 이미 우레탄으로 되어있고, 장소도 꽤 넓어서 휀스를 세우고 골대를 새로 들이면 그 곳을 농구장으로 쓸 수도 있을 것 같습니다.
기대효과
국민 체육 진흥에 상당한 도움이 될 것 같습니다.
최근 슬램덩크, 리바운드 등 농구 관련 영화가 크게 성행하면서 옆 동네인 만수3지구와 서창2지구 근린 공원에 가보면 농구하는 학생, 직장인들이 상당히 많은 것을 볼 수 있습니다.
옆 동네인 서창2지구에는 새로운 건물들이 들어오고 공원들이 새로 생긴 데에 반해, 1지구에는 농구하기에 적당한 장소가 없어 저와 같은 고충을 겪고 있는 학생이나 직장인 등이 많을 것으로 예상됩니다.
코로나 사태가 진정되고 이런저런 규제들이 풀린 현시점에서, 낙후된 체육 시설을 보강해줌으로써 많은 주민들이 다시 공원으로 나와 건강한 취미생활을 즐길 수 있었으면 좋겠습니다. 감사합니다.",2023-04-15,,,남동구,제안심사
인천지역 전철관련,"현황 및 문제점
인천지역에서 사업자가 운영하는 전철이 혼잡도가 심하여 안전이 우려되나 대책을 세울 수가 없다는 기사를 보고 의견을 드립니다. 승강장이 협소하여 차량을 2량만 정차할 수 밖에 없어 증차도 어렵고, 확장공사도 시일이 오래걸리는데 호홉곤란으로 응급환자가 자주발생하여 한시가 급하다고 합니다.
개선방안
장기계획과 함께 특단의 응급조치를 제안합니다.
배차간격을 줄이는 것과 증차방법중 현재 2량으로 운행하던 것을 출퇴근 시간대는 4량또는 6량으로 운행할 것입니다. 증차를 배차간격을 줄이는 개념으로 생각하면 됩니다.
(검토하고 시험운행을 하면서 보완하면 될 것이므로 절차는 생략합니다)
기대효과
안전이 확보되고 국민이 행복해집니다.
*기사내용이 사실이라면 하루라도 속히 시행하는 것이 옳고 안전하다고 생각합니다",2023-04-14,,,인천광역시,제안심사
음식물쓰레기 퇴비화를 위한 다시흙함 만들기,"현황 및 문제점
ㅇ현황
-음식물쓰레기 배출자와 처리자가 분리됨으로써 감축노력 취약, 음식물쓰레기 배출량 과다
-음식물쓰레기로 인한 악취 및 환경오염 심각
-음식물쓰레기 처리비용 과다, 온실가스 배출 심각

ㅇ문제점
-음식물쓰레기 배출자와 처리자가 분리됨으로써 배출자의 감축노력이 취약하고, 음식물쓰레기 배출량 과다함
-음식물쓰레기로 인한 악취 및 환경오염 초래함.
-음식물쓰레기 처리비용 과다, 온실가스 배출 심각함.
개선방안
- 음식물쓰레기 현황 교육 및 음식물쓰레기 감축을 위한 홍보
- 각 가정에서 배출되는 음식물쓰레기 스스로 처리하는 방법을 보급
- 음식물쓰레기+발효제를 활용, 흙으로 되돌아갈 수 있는 원리와 방법을 보급
기대효과
- 재활용자원으로서의 음식물쓰레기에 대한 인식 제고
- 음식물쓰레기 배출량 감축
- 음식물쓰레기 처리비용 절감
- 음식물쓰레기로 인한 환경오염을 완화",2023-04-10,,,인천광역시,제안심사
검단 신도시 102역 전철 개통일,"현황 및 문제점
ㅇ 검단 전철 개통일에 대한 정보 공개 미흡
ㅇ 인천시나 서구 홈페이지에 내용 없음
개선방안
ㅇ 인천시 또는 서구청 홈페이지 등에 한달 주기로 계획 vs 진행결과 등재
기대효과
ㅇ 검단 입주민 들 입주 계획 수립에 도움
ㅇ 공사 업체에 대한 이행 계획 감독 용이",2023-04-08,,,인천광역시,제안심사
"서창자이 걸재천로 국유지 280-9, 284 부지활용한 주차면 추가 확보 및 친환경차량 충전시설 설치(제안)","현황 및 문제점
첨부된 위치도와 전경사진을 참고하여주시기바랍니다.
1. 해당구간은 서창자이 걸재천로 인근 부지로 불법주정차가 수시로 있고 서창자이 인근 빌라부지에 주차공간이 부족하여 수시로 불법주정차 되는 곳입니다.
2. 국유지 인근 매소홀로 개설 당시 매수후 잔여공간으로 파악되는 공간으로 간판이 비치되고 있고 쓰레기 등 농업용 기계 철물들이 혼재되어 미관이 좋치 못한 공간입니다.
3. 걸재천로가 6m 미만 도로로 도로중앙선이 없는 곳으로 해당부지 인근 불법 주정차로 인해 통행량이 많을 시 교차로 진입하기 어려운 구간으로 위험성도 높은 구간입니다.
4. 서창동은 자연녹지와 공원 쉴 공간이 많은 곳으로 불필요한 예산으로 낭비로 생각이 되어 집니다.
5. 자연녹지구간 282, 283전은 토지용도에 맞지 않은 창고등이 설치되어 미관이 저해 될 뿐아니라 본래 취지에 맞치 않은 시설이라 생각 되어 집니다.
개선방안

1. 회전교차로 인근 공공부지를 활요한 주차면 확보하여 빌라 주민의 주차공간확보 필요.
- 빌라주민의 불법주정차량 감소효과
2. 282,283 자연녹지구간에 사유지 매수를 통해 빌라부지처럼 1열주차가 가능하도록 주차면 확보
3. 국유지구간에 일부사유지 구간활용 공용주차장 조성 (친환경 충전(급속) 포함 2면이상)
-환경부 및 산업통상자원부의 예산신청을 통해 예산확보
기대효과

1. 서창동의 1~6호 공용주차장은 대부분 빌라주변에 위치되어 서창자이 인근에 공영주차장이 없어 주차란이 심각하여
도로이용에 불편함이 크다. 걸재천로 주변 자연녹지불법점령한 교회의 주말 불법주정차가 심각하고 서창자이 인근 빌라주변의 주차공간이 부족하여 이를 해결하는 방안이 될 수 있습니다. 서창자이 인근 빌라주민의 다른 공영주차장 인근 빌라 주민과의 형평성 해결해 줄 방안으로 생각되어 집니다.
2. 걸재천로가 중앙선을 그릴 수 없는 순차로 폭이 6m 미만으로 불법주정차시 회전교차로 진입차량과 교차로 진입 출차차량이
혼잡시간에는 교행에 문제가 될 수 있기에 이를 저감하는 효과도 있을 수 있습니다.

3. 일렬주차구간과 불법경작지내 국유지 내 친환경 충전시설을 설치시 환경부등의 예산신청기회를 통해 예산확보가 용이하다고 생각 되어 집니다.

4. 공영주차장 확보를 통행 불법쓰레기 투기 방지 효과 및 미관 확보",2023-04-07,,,남동구,제안심사
"서창동 국유지 280-9, 284 부지활용한 주차면 추가 확보 및 친환경차량 충전시설 설치(제안)","현황 및 문제점
첨부된 위치도와 전경사진을 참고하여주시기바랍니다.
1. 해당구간은 서창자이 걸재천로 인근 부지로 불법주정차가 수시로 있고 서창자이 인근 빌라부지에 주차공간이 부족하여 수시로 불법주정차 되는 곳입니다.
2. 국유지 인근 매소홀로 개설 당시 매수후 잔여공간으로 파악되는 공간으로 간판이 비치되고 있고 쓰레기 등 농업용 기계 철물들이 혼재되어 미관이 좋치 못한 공간입니다.
3. 걸재천로가 6m 미만 도로로 도로중앙선이 없는 곳으로 해당부지 인근 불법 주정차로 인해 통행량이 많을 시 교차로 진입하기 어려운 구간으로 위험성도 높은 구간입니다.
4. 서창동은 자연녹지와 공원 쉴 공간이 많은 곳으로 불필요한 예산으로 낭비로 생각이 되어 집니다.
5. 자연녹지구간 282, 283전은 토지용도에 맞지 않은 창고등이 설치되어 미관이 저해 될 뿐아니라 본래 취지에 맞치 않은 시설이라 생각 되어 집니다.
개선방안
1. 회전교차로 인근 공공부지를 활요한 주차면 확보하여 빌라 주민의 주차공간확보 필요.
- 빌라주민의 불법주정차량 감소효과
2. 282,283 자연녹지구간에 사유지 매수를 통해 빌라부지처럼 1열주차가 가능하도록 주차면 확보
3. 국유지구간에 일부사유지 구간활용 공용주차장 조성 (친환경 충전(급속) 포함 2면이상)
-환경부 및 산업통상자원부의 예산신청을 통해 예산확보
기대효과
1. 서창동의 1~6호 공용주차장은 대부분 빌라주변에 위치되어 서창자이 인근에 공영주차장이 없어 주차란이 심각하여
도로이용에 불편함이 크다. 걸재천로 주변 자연녹지불법점령한 교회의 주말 불법주정차가 심각하고 서창자이 인근 빌라주변의 주차공간이 부족하여 이를 해결하는 방안이 될 수 있습니다. 서창자이 인근 빌라주민의 다른 공영주차장 인근 빌라 주민과의 형평성 해결해 줄 방안으로 생각되어 집니다.
2. 걸재천로가 중앙선을 그릴 수 없는 순차로 폭이 6m 미만으로 불법주정차시 회전교차로 진입차량과 교차로 진입 출차차량이
혼잡시간에는 교행에 문제가 될 수 있기에 이를 저감하는 효과도 있을 수 있습니다.

3. 일렬주차구간과 불법경작지내 국유지 내 친환경 충전시설을 설치시 환경부등의 예산신청기회를 통해 예산확보가 용이하다고 생각 되어 집니다.

4. 공영주차장 확보를 통행 불법쓰레기 투기 방지 효과 및 미관 확보",2023-04-07,,,남동구,제안심사
부평구 고양이 급식소 추진한 사람 징계 제안합니다.,"현황 및 문제점
자연생태계 파괴하는 길고양이에 밥을주는걸 개인도 아닌 정부기관에서 추진하다니 어이가 없네요

징계 제안합니다.

개선방안
쓸모없는 공무원 징계 처리
기대효과
징계로 겁먹고 또라이짓 안함",2023-04-06,,,부평구,제안심사
인천 송도국제도시 워터프런트 활성화를 위한 랜드마크 상징물 제안,"현황 및 문제점
○ 현황 : 송도국제도시 방재 및 해양산업 활성화를 위한 '워터프런트' 조성사업 시행중 (~`26년, 인천경제청)
○ 문제점 : 대표적 랜드마크를 목표로 조성중이나 이를 상징할 만한 상징물 부재
○ 해결방안 : 워터프런트 사업 성공을 위한 선제적인 상징물 발굴 및 랜드마크화 필요 (해외사례 : 싱가포르 머라이언 등)
개선방안
○ 제안 상징물 : 달 폭포
○ 의미
- 워터프런트 물의 순환은 달의 힘(조수간만의 차)으로 이루어짐
- 달은 워터프런트를 순환 시키는 달의 힘을 의미하고, 폭포는 순환하는 워터프런트를 시각적, 청각적으로 표현
○ 구성 방안 : 달이 공중에 부양되어 폭포가 떨어지는 형태로, 달을 지지하는 지지물은 매립하여 착시예술로 시각적 효과 극대화
○ 상징물 예시 : 붙임 참조
기대효과
○ 워터프런트를 넘어 인천을 대표하는 상징물로 지역 랜드마크 발굴
○ 이를 통한 관광 활성화, 내수경기 및 지역경제 활성화 기여
○ 선순환 수자원 개발사업 홍보효과 극대화",2023-04-06,,,인천광역시,제안심사
여가 문화 콘텐츠 증대,"현황 및 문제점
계산택지의 여가 시설이 모자라 문화콘텐츠로써의 역할을 하지 못하고 있습니다. 소위 ""놀 수 있는"" 시설은 코인노래방, 피시방, 그리고 술집과 같은 성인 전용 시설이 대부분입니다. 더군다나 멀지 않은 거리에 중고등학생이 많이 분포되어있을 만한 학원 거리가 있어 놀 수 있는 시설이 적다는 걸 체감할 수 있습니다. 그나마 있는 피시방과 코인노래방의 건물에는 성인 유흥 시설의 벽보가 도배되어 있어 눈살이 찌푸려질 정도입니다. 또, 보행로에는 흡연이 잦아 쾌적하지 않습니다.
개선방안
성인 유흥 시설의 광고를 줄이고, 여러 여가 시설로써의 능력을 할 수 있는 시설을 증대합니다.
기대효과
인터넷 홍보로 접근성이 좋아져 찾아오는 사람들도 많아지고, 지나다니는 중고등학생의 비중도 증가할 것입니다. 학원가와 연계하여 상권을 강화할 수 있습니다.",2023-04-04,,,계양구,제안심사
