제목,내용,작성일자,답변,답변일자,담당부서
해당지역 왜가리떼 피해,"민원 넣은 주소지에 왜가리 떼가 서식하는지 엄청 많은 수의 왜가리가 자리잡고있습니다.
철새라고하는데, 2월~10월까지 머무는 동안 소음, 사체, 새 분비물 등으로 약 9개월동안 피해를 입고있습니다.
해결부탁드립니다.",2023-02-17,"1. 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2302-0523928)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 매산동 56번지 부근 왜가리 떼로 인한 소음, 분비물 등 피해 해결요청에 관한 것으로 사료됩니다.
3. 2월23일 해당 민원지역을 방문하여 광주시 피해방지단을 통한 조류퇴치 민원을 처리하였음을 알려드립니다.
4. 답변 내용에 대한 추가 설명이 필요한 경우 광주시 기후탄소과 김도환 주무관(031-760-4666)에게 연락 주시면 친절히 안내해 드리겠습니다. 감사합니다.
",2023-02-23,기후탄소과
위험해요. 무너질것 같습니다.,"초월역에서 초월읍사무소 가는 방면 중 500m 거리에 있는 보행다리가 무너질것 깉습니다.
정확한 위치는 스타벅스 건너편 추어탕집 지나서 있는 굴다리위의 보행자 통로입니다",2023-02-16,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2302-0498154)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 “초월읍 쌍동리 259-20번지 일원 굴다리 상부 데크(보행로) 점검 요청""에 관한 것으로 판단 되며, 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하의 민원대상지인 쌍동리 259-20번지 일원 데크 보행로(식자재마트 앞, 시도23호선) 현장확인 결과 데크목재와 이음철판사이가 파손되어 보행시 흔들림 현상이 발생한 것으로 보이며, 조속한 시일내 보수 조치하도록 하겠습니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀(☏031-760-4147)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2023-02-22,도로관리과
통행용 계단 설치요청 합니다.,"연일 민원해결에 힘써 주시는점 감사드립니다.
전녀도(2022년) 장마로 인하여 잘 사용하던 계단이 유실되어
주민들 통행에 많은 애로사항이 발생하고 있습니다.
특히 성당을 다니시는 어르신들이 이용하였던 하천 건너기용 계단 입니다.
장마로 유실되어 먼거리를 돌아서 가야하는 애로사항이 있습니다.
조속히 재 설치되어 사용편의가 재공되었으면 합니다.
수고하세요 ^*^",2023-02-16,"1. 우리 시 시정발전에 많은 관심과 애정을 가져 주신 데 대하여 깊은 감사의 말씀을 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2302-0497475) 사항은 ""직리천 징검다리 보수 요청""에 관한 것으로 이해되오며 귀하의 민원 사항에 대하여 다음과 같이 답변드립니다.
- 불편을 드린 점 죄송하다는 말씀을 드리며, 현장 여건 상 단순 보수가 어려운 실정으로 금년 예산 편성 이후 1월 실시설계용역 착수, 2월 실시설계용역 준공 및 공사 발주하여 행정절차 중으로 계약 체결 이후 즉시 공사 착수할 예정임을 알려드리며 조치가 다소 지연되는 점 양해해 주시기 바랍니다.
3. 귀하의 민원에 만족스러운 답변을 드리지 못한 점 양해 부탁드리며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 하천관리팀 안태현 주무관(☎031-760-2376)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-03-08,지역개발과
"도로,배수로 파손 보수요청","회사 지나가는 곳인데 도로 및 배수로 보수가 필요합니다.
사진첨부 합니다.
민원발생장소: 경기도 광주시 초월읍 두월길 37",2023-02-16,"1. 귀하께서 신청(신청번호 1AA-2302-0496321)하신 ""신월리 541번지 인근 그레이팅 파손"" 민원에 대하여는 다음과 같이 답변드립니다.
- 본 사안에 대하여는 현장 확인 및 귀하가 송부한 사진 자료 등을 참고하여 보수공사를 실시 할 예정임을 알려드리오니, 이점 양지하여 주시기 바랍니다.
2. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 초월읍 개발팀 김기환주무관(☏031-760-2542)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-02-20,초월읍
태전동 힐스테이트 8단지 차량 출입구 옆 주정차 금지구역 단속 요청,"동영상 18시41분 영상 참조

주정차 금지 구역에 불법 정차 차량 단속 강력하게 해주세요. 아니면 단속 카메라 설치 요청드립니다.

불법 정차 차량으로 인해 1개 차선이 아예 사용불가하며, 그로인해 직진 차선에 아파트 주차장 출입차량까지 진입하게되고
주차장 들어가려는 차량이 횡단보도 신호대기 시, 직진차량도 운행 못하게 되고, 바로 뒤쪽 교차로에서 꼬리물기 현상까지 생깁니다.

퇴근시간 강력한 단속 또는, 단속 카메라 설치 요청합니다.",2023-02-15,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2302-0470076)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""태전동 703-4번지 일원 불법 주정차 단속강화 및 cctv 설치 요청""사항으로 이해되며, 검토의견은 다음과 같습니다.
가. 무인단속카메라(CCTV)는 지역적 여건 및 예산, 타 요청 지역과의 경중 등을 고려하여 설치를 하고 있으며, 차량 통행량 및 주정차 위반 차량이 많은 교통 상습 정체지점을 우선 위주로 설치하고 있습니다.
나. 요청하신 구간은 신규 설치 시 검토할 예정임을 알려드립니다.
다. 아울러, 해당구간에 대해서는 정기순찰을 강화하여 불법주정차 차량들에 대한 지속적인 단속 및 계도 조치를 취하겠습니다.

3. 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 정재연 주무관(☎031-760-2102)에게 연락해주시면 상세히 설명해 드리겠습니다. 감사합니다. 끝.
",2023-02-24,교통과
33-4번 버스 시간 조정 부탁드립니다.,"올해 중앙고등학교에 입학하는 아이를 둔 엄마입니다. 33-4번 시간표를 보니 경남아너스빌에 8시보다 한참 지난 시간을 지나간다는 사실을 알고, 이렇게 글을 남깁니다.
비가 오는날이나 차가 막히는 날에는 아이들이 지각 할 가능성이 매우 높습니다. 따라서 경남아너스빌에 8시에 지나가도록 배차간격을 조정 부탁드립니다. 33-4번 버스만 유일하게 중앙고등학교에 갈 뿐더러 경남아너스빌, 바로 옆 아파트인 벽산아파트에 사는 아이들이 대부분 중앙고등학교에 재학중이거나 입학 예정으로 알려져 있습니다. 기존 시간표대로 정차하는 버스를 탄 재학중이던 학생들은 많이 지각을 하여 어려움을 겪었다고 합니다. 또, 자꾸 지각하여 택시비가 매우 많이 늘어 너무 힘들었다고 합니다. 따라서 딱 8시에 한대만 지나갈 수 있도록, 아이들이 많이 타는 시간으로 조정 부탁드립니다.

행복한 하루 보내세요~!",2023-02-15,"1. 귀하의 가정에 행복이 가득하길 기원드립니다.

2. 귀하께서 국민신문고에 신청하신 민원(1AA-2302-0465015)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용: 33-4번 노선버스 배차시간 조정(광주중앙고교 등교 연계)
○ 회신내용
- 답변에 앞서 버스 이용에 불편을 드린 점 넓은 마음으로 양해 부탁드리겠습니다.
- 문의하신 33-4번 노선버스 배차시간 조정과 관련하여, 해당 버스노선은 한 대의 차량으로 여러 노선을 운행하는 다계통 버스노선으로, 회차지(경남아너스아파트) 기준 8:30분 차량을 30분가량 단축할 시 탄벌중학교를 통학하는 학생들의 불편이 발생할 것으로 사료되며,
- 또한, 노사간 협약된 운수종사자의 근로시간 문제 등으로 배차시간 조정은 어려운 것으로 검토되었음을 알려드립니다.
- 다만, 향후 버스노선체계 개편 시 귀하의 의견을 기초자료로 활용하도록 하겠으며, 운수종사자의 근로형태 조정을 다각도로 검토하여 귀하의 민원이 해소될 수 있도록 노력하겠으니 이점 양해 부탁드리겠습니다.

3. 귀하의 민원 내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 이기준 주무관(☎031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-02-28,교통과
33-4번 버스 시간조정 부탁드립니다.,"중앙고등학교에 입학합니다. 현재 집은 탄벌동 경남아너스빌에 거주중인데, 33-4번 버스의 시간표가 바뀌어 학교 등교할 때 지각 가능성이 매우 높습니다. 그러므로, 아침 8시에 경남아너스빌을 정차하도록 배차시간 조정 부탁드립니다.
꼭 부탁드립니다.",2023-02-11,"1. 귀하의 가정에 행복이 가득하길 기원드립니다.

2. 귀하께서 국민신문고에 신청하신 민원(1AA-2302-0345484)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용: 33-4번 노선버스 배차시간 조정(광주중앙고교 등교 연계)
○ 회신내용
- 답변에 앞서 버스 이용에 불편을 드린 점 넓은 마음으로 양해 부탁드리겠습니다.
- 문의하신 33-4번 노선버스 배차시간 조정과 관련하여, 해당 버스노선은 한 대의 차량으로 여러 노선을 운행하는 다계통 버스노선으로, 회차지(경남아너스아파트) 기준 8:30분 차량을 20분가량 단축할 시 탄벌중학교를 통학하는 학생들의 불편이 발생할 것으로 사료되며,
- 또한, 노사간 협약된 운수종사자의 근로시간 문제 등으로 배차시간 조정은 어려운 것으로 검토되었음을 알려드립니다.
- 다만, 향후 버스노선체계 개편 시 귀하의 의견을 기초자료로 활용하도록 하겠으며, 운수종사자의 근로형태 조정을 다각도로 검토하여 귀하의 민원이 해소될 수 있도록 노력하겠으니 이점 양해 부탁드리겠습니다.

3. 귀하의 민원 내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 이기준 주무관(☎031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-02-27,교통과
도로상태와배수로상태 보수요망,"도로상태와 배수로상태가 너무 안좋습니다
사진파일보시고 빠른답변과 빠른보수 부탁드립니다.",2023-02-11,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2302-0334134)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 “신현동 502-6 번지 일원 포트홀/그레이팅 보수 요청“에 관한 것으로 판단됩니다.
3. 귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
<그레이팅 관련>
- 귀하께서 요청하신 신현동 502-6번지 일원 그레이팅 보수와 관련하여 2.15(수) 조치 완료 하였음을 알려드립니다.
<포트홀 관련>
- 귀하께서 요청하신 신현동 502-6번지 일원 도로 보수와 관련하여 올해 초 중으로 연간단가 보수 공사를 진행할 예정입니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로관리팀 김태진 주무관(☎760-4867)으로 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝.
",2023-02-16,도로관리과
능평행정복지타운 다리 진입로 안전문제,"현재 능평초와 능평스포츠타운, 주차타워 등의 공사로 다리 2차선 진출입로가 매우 복잡합니다.
가장 큰 문제는 시립오포능평어린이집(차량운행안함)과 도서관이 있는데 보행자도로가 일방향만 되어 있습니다. 우회전방향으로 나가는 인도는 없습니다.
그런데 2022년 여름 다리 좌측에 위치했던 버스정류장이 폭우로 무너져서 소실되었는데 복구는 커녕 무너진 채로 방치되어 있습니다.
우측으로 이전한 버스정류장은 교통체증뿐만 아니라 다리를 건너는 보행자와 능평행정복지타운으로 진입하는 차량들의 안전을 위협하고 있습니다.
버스가 정차하면 다리로 좌회전 진입하는 차량은 버스에서 내려 횡단보도를 건너 인도로 들어가는 사람이 잘 안 보입니다. 그런데 인도는 능평도서관쪽만 있습니다. 버스정류장쪽은 인도가 없을 뿐만 아니라 도로폭도 좁아서 큰차가 이동할 때 갓길로 걸을 수 없습니다. 특히 공사로 대형차량 출입이 많은 이때 보행하는 유아 등은 위험에 노출되어 있습니다.
어린이집시설이 있는 30km 어린이보호 도로가 횡단보도는 여러 위험을 노출한 채 그대로 방치되어 있습니다.
이와더불어 출퇴근 지역주민의 교통체증을 극화시키고 있습니다. 우회전차량이 분당방향 좌회전 차량의 진입불가와 우측의 버스 정차로 우회전차량이 진출을 못해서 줄이 길게 늘어섭니다. 오포능평어린이집 등원하는 차량과 동사무소 이용차량까지 얽혀서 아침 출근길은 더욱 심각합니다.
능평초등학교 개원과 능평스포츠센터 개원을 앞두고 다리위 교통사정은 더욱 극심해질 것으로 예상됩다. 주차타워 등 건립으로 지역주민 주차사정을 해결을 위해 노력해 주시는 점 감사합니다.
다리를 이용하는 이용차량이 증가하는 만큼 원활한 진출입과 보행자로 확보 등이 해결되어야 할 것 같습니다. 특히 무너져서 방치된 좌측 버스정류장은 빠른 복구가 필요합니다. 우회전차량 출입로 확보를 위한 확장과 양방향 인도 등에 대한 계획 수립해 주세요.",2023-02-11,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2302-0326570)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""능평동 879 일원 수해복구 조속 추진 및 도로 개선 요청""에 관한 것으로 이해됩니다.

가. 해당 지역은 수해복구 관련 설계 후 현재 시공업체가 선정되어 2023.02.24.(금)에 착공 예정으로 조속히 공사를 추진할 계획이며,
나. 능평동행정복지센터 버스정류장(38046)은 2022년도 수해 피해로 인해 임시정류장 운영중이며, 지역개발과에서 수해 피해 복구 사업 공사 완료 후 교통과에서 조속한 시기에 버스정류장 정비 예정임을 알려드립니다.
다. 그간 차량 통행 위주의 도로환경에서 보행자 안전을 위한 통행 개편 필요성이 대두됨에 따라 우리 시에서는 지역 주민의 안전한 보행환경 확보(개선)의 요구에 부합하기 위해 적극적인 보도설치사업을 추진하고 있습니다.
라. 귀하의 민원대상지인 능평교는 왕복2차선 교량으로서 좌측(능평도서관 방향)에는 보도가 설치되어 있지만, 우측에는 보도가 설치되어있지 않아 우측 보도설치 필요성에 공감하는 바이나, 보도설치구간에 지장물 및 사유지 저촉 등으로 인하여 단기간 내 보도설치는 다소 어려움이 있음을 알려드리오니 이점 양해하여 주시기 바라며,
마. 향후 우리 시 보행환경 개선사업 예산을 감안하여 연간계획을 수립할 예정으로써 차후 사업대상지 선정시 건의하여 주신 대상지에 대하여 보다 유념하여 안전하고 편리한 보행환경을 조성하도록 지속 노력하겠습니다.

3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 하천관련은 광주시 지역개발과 하천관리팀 홍연우 주무관(☏031-760-2564), 버스정류장은 교통과 교통시설팀 정세윤 주무관(☏031-760-8793), 보도의 경우 도로관리과 도로보수팀 정동현 주무관(☏031-760-4496)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.
",2023-02-21,지역개발과
청석공원 무료주차장 폐지건,"청석공원 무료 주차장을 폐지한다는 현수막을 보았습니다.
평상시 교통량이 적어 통행에 불편함이 없는 도로 입니다.
또한 주차장이 없어 공원및 상가 이용객이 불편을 호소하는바
기존 무료 주차장을 그대로 사용할수 있도록 선처 부탁드리고
무료주차가 어렵다면 상가및 거주자 우선 주차장(유료)으로 활용 할수 있도록
재검토 부탁합니다",2023-02-10,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2302-0310061)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""청석공원 노상주차장 폐지 재검토 요청""에 관한 것으로 이해됩니다.

3. 귀하의 민원 사항에 대해 검토한 의견은 다음과 같습니다.
가. 노상주차장에 대해 건의 주신점 진심으로 감사드립니다.
나. 귀하께서 제기하신 청석공원 노상주차장은 경안배수펌프장 노외주차장 조성에 따라, 파발로상에 설치되어 있는 노상주차장을 폐지하여 중앙로에서 광주대로로 이어지는 교통량 분산효과를 높이고,
다. 청석공원 일대(파발로) 불법 주·정차 및 노상주차 차량으로 인한 시거 미확보에 따른 교통사고를 줄이고 시민들이 안전하게 통행할 수 있는 거리로 개선하고자 하는 사항이오니 이점 널리 양해하여 주시기 바랍니다.
라. 향후 청석공원 일원 주차장 확보를 위해 적극 검토해 나가도록 하겠습니다.

4. 기타 답변 내용에 대한 추가 설명이 필요할 경우 광주시청 교통과 주차관리팀 김대길 주무관(031-760-2101)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-02-17,교통과
