제목,내용,작성일자,답변,답변일자,담당부서
"골목 불법주차 단속, 제설 작업 요청","안녕하세요, 첨단중앙로 152번길 6-8에 거주하는 거주자입니다.
첨단중앙로 대로변에서 아파트 진입하는 골목 (첨단중앙로 152번길)에 제설 작업이 제대로 되어 있지 않은 데다가 불법 주정차 차량들로 인하여 차량 통행에 매우 불편합니다.
왕복 2차선 골목 갓길에 불법 주정차들로 인하여 골목에 차량이 겨우 한대 통행이 가능한데 그마저도 제설 작업이 되어있지 않아 바퀴가 헛돌아 불법 주정차된 차들쪽으로 미끄러져 사고날 뻔 한 경우가 다반사입니다.
불법주정차한 차량들 단속과 함께 제설 작업 요청드립니다.",2022-12-29,"민원인이 취하서를 제출하여 취하처리하고 자체 종결 함
",2022-12-29,행복민원과
3201 버스 양재시민의숲역 정차건,"안녕하세요.
양재시민의숲역으로 출퇴근하는 광주 시민입니다.
다름이 아니라 3201 버스가 양재시민의숲역은 정차하지 않고 그냥 지나치고 양재역에서만 정차합니다.
양재역에서 다시 양재시민의숲으로 돌아가는 게 너무 번거롭습니다.
어차피 버스가 지나는 길이니, 양재시민의숲에서 일하시는 광주시민에게는 큰 도움이 될 것 같습니다.
3201 버스가 양재시민의숲역에도 정차하게 할 수 없을까요?",2022-12-29,"1. 귀하의 가정에 행복이 가득하길 기원드립니다.

2. 귀하께서 국민신문고에 신청하신 민원(1AA-2212-0875749)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용: 3201번 추가 정차(시민의숲.양재꽃시장)
○ 회신내용
- 답변에 앞서 버스 이용에 불편을 드린 점 넓은 마음으로 양해 부탁드리겠습니다.
- 건의하신 3201번 서울지역(강남대로) 추가 정차와 관련하여, 면허기관이 대도시권광역교통위원회로 이관 전 유사한 민원으로 경기도와 기 협의한 사항이며, 협의결과 추가 정차 시 소요시간 증가 및 그에 따른 운행횟수 감소로 인한 이용객 불편 증가 우려 결정으로 추가 정차는 어려울 것으로 보여집니다.
- 향후, 도로 및 교통 등 여건변화 시 해당 건의 사항에 대하여 적극적으로 관련 기관과 협의하여 반영될 수 있도록 노력하겠습니다.

3. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 이기준 주무관(☎031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-01-11,교통과
버스정류장 주변 횡단보도 울타리 제거 요청입니다.,"연일 계속되는 업무에 노고가 많으십니다.
다름이 아니오라
'광주시 이배재로 456' 주변 버스정류장(정류장명 :목현2리.낚시터)
울타리와 관련 사항입니다.
'첨부파일' 사진과 같이 횡단보도 정면에 가로막고 있는 울타리가
있어 지역주민 및 타지역주민들이 횡단보도를 건널떄와 버스승하차 시
교통사고 위험 및 불편사항이 있어 귀 청에서 해결하시기를 기대하면서
민원을 신청합니다.
감사합니다.",2022-12-28,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2212-0850989)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""이배재로 456 인근 울타리 철거 요청""에 관한 것으로 판단되며, 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 해당 구간에 설치된 울타리에 관하여 종합적으로 확인하여야 하는 사항으로, 단기간 내에 검토하기 어려운 점 양해하여 주시기 바랍니다.
나. 검토 후, 울타리가 임의적으로 설치된 경우 보도통행에 불편이 발생되지 않도록 조치할 예정입니다.
다. 지속적으로 주민편의 및 안전의 관점에서 도로의 시설물 정비 및 관리가 가능할 수 있도록 제도적으로 마련하도록 노력하겠습니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖의 궁금하신 사항은 광주시청 도로관리과 시설정비팀 염담비(☎031-760-2943)로 연락주시면 성심성의껏 답변 드리겠습니다. 끝.
",2023-01-04,도로관리과
동광.모아미래도.이편한 아파트에서 초월역 가는 길에 제발 육교 좀 설치해주세요.,"동광.모아미래도.이편한 아파트에서 초월역 가는 길에 제발 육교 좀 설치해주세요.

초월읍이 인구 유입수도 많이 늘어나고 있는 걸로 알고 있습니다.

앞으로 한라 비발디도 입주하면 도보 이용하는 주민이 더 늘어날 겁니다.

항상 도보 이용하면서 느끼는 거지만 지금 있는 길은 너무나 비인간적이에요.

휠체어나 유모차 끌고 갈 때면 옹벽쪽 길은 계단으로 이용을 하지 못해서

오르락 내리락 굴다리 밑으로 걸어다녀야 합니다.

여름에는 덥고 겨울에 추워죽겠는데 길이 없어서 한참 돌아서 가야해요.

그 길이 안전하기라도 하면 말을 않겠습니다.

애들 데리고 굴다리 길 건너다가 차에 치일뻔한 일이 한두번이 아니에요.

굴다리가 있는 곳이 경사져서 올라가는 보행자를 차량들이 제대로 안보고 과속하면 사고 나기가 정말 딱 좋아요.

횡단보도 있으면 뭐하나요??

도보하다가 벌써 차에 치일뻔한 게 세번쨉니다!!!

혼자 있으면 피하기라도 하지 유모차 끌고 애들 데리고 있을 때는 피하지도 못합니다.

꼭 누가 죽어나야 육교 설치해주실 건가요?

너무 무서워서 애들 데리고 안심하고 다닐 수가 없습니다.

육교만 있어도 최소한 안전하게 길을 건널 수 있을 것 같습니다.

사람 답게 살 수 있도록 육교 설치 좀 해주세요.

재원이 부족하다느니 그런 소리 하지마세요.

그 소리는 작년에도 하셨잖아요.

작년부터 계속 민원 들어온거 뻔히 아시면 올해는 확보해주셔야죠.

그냥 넘기지 마시고 제발 적극적으로 검토해서 2023년에는 설치 되도록 적극 대응 해주시길 바랍니다.",2022-12-27,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호1AA-2212-0823913)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은「초월역 인근 육교 설치 요청건」에 관한 것으로 판단됩니다.
3. 귀하의 민원사항에 대해 검토한 의견은 다음과 같습니다.
- 육교 설치를 위해서는 보행자의 안전, 교통영향, 주변 환경과의 조화 및 도로상황, 예산 등을 종합적으로 고려하여야 하며「도로교통법 시행규칙」제141조(교통안전심의위원회의 설치 등) 규정에 의거 안건 회의를 거쳐 타당성 여부를 판단하여야 합니다.
- 위와 같은 사유로 단기간 내에 시설물 설치는 어려움이 있어 중장기적으로 타당성, 추진가능여부 등을 검토할 계획임을 알려드립니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀 이종훈 주무관(☏031-760-4147)에게 연락주시면친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-01-12,도로관리과
목현동453번지 전봇대 가로등 설치건 및 방범용 cctv 설치건,"1. 현재 가로등과 가로등사이 거리가 다른데 비하여 거리가 너무 떨어져 있음.
2. 어두운 관계로 인하여 담배피우는 사람으로 인하여 겨울 건주한 날씨에 불날 위험성 높음.
3. 쓰레기 몰대 투기 하는 상황
4. 목현동 453번지 위로 빌라가 많은 데도 불구하고 도로 가 어두워 여성들이 지나다니기 위험 하다고 호소 함.
5. 겨울철 밤에 길이 어두워 결빙으로 인하여 낙상 사고 가 일어나고 있음.",2022-12-27,"[보안등 신설 요청]
1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2212-0810499)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""목현동 453번지 일원 보안등 설치 요청""에 관한 것으로 판단되며, 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 현장 확인 결과, 해당 지역은 농작물 피해 민원이 예상되는 지역으로 「광주시 가로등 및 보안등 설치 관리 조례」 제7조(신청절차) 규정에 따라 인근 토지주의 동의를 받아야 하는 사항으로 마을 통장님에게 보안등 설치 건의 내용을 전달하여 검토하도록 하겠습니다.
나. 설치가 가능할 경우, 2023년 가로등 신설사업에 맞춰 진행할 예정이오니 이점 양해하여 주시기 바랍니다.
다. 설치가 불가능할 경우, 별도로 연락드리도록 하겠습니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖의 궁금하신 사항은 광주시청 도로관리과 시설정비팀 염담비(☎031-760-2943)에게 연락주시면 성심성의껏 답변 드리겠습니다. 끝.

[방범용 CCTV설치 요청]
1. 광주 시정에 깊은 관심을 가져주신 귀하께 감사드리며, “광주시 목현동 453 주변"" 방범용 CCTV 설치 요청에 대하여 다음과 같이 답변 드립니다.

2. 광주시에서는 방범용 CCTV 설치사업 추진 시, 5대 강력범죄 발생 건수, 112 신고 건수, 우범지대 여부, 주요 목지점, 대중교통 정류장과의 거리, 인근 방범 CCTV와의 거리(100m) 등의 범죄 위험도 분석 등을 고려한 우선순위에 따라 설치 대상지를 선정하고 있으며, 매년 확대 설치사업을 추진하고 있습니다.
3. 2022년도 방범용 CCTV 설치사업은 설치장소가 선정되어 사업이 완료되었으며, 지금은 2023년 설치사업 예산 확보를 위해 노력 중이며, 확보된 예산 범위 내에서 먼저 접수된 설치 요청 민원을 중심으로 사업을 추진할 계획입니다. 말씀하신 장소 또한 향후 방범용 CCTV 설치 심의위원회에 상정될 수 있도록 대상지 선정 시 적극적으로 검토할 예정임을 알려드립니다. (대상지 선정 후 소요기간 5~6개월, 연간 1~2회 시행)

4. 요청하신 민원 건에 대해서는 광주경찰서에 공문으로 치안, 순찰 강화를 요청하겠으며, 추가적 안내로 광주경찰서에서는 안전한 광주를 만들기 위하여 광주 시민이 직접 순찰을 희망하는 시간과 장소를 신청 할 수 있는 ""순찰신문고""를 운영하고 있으니, 순찰 희망 장소를 신청하여 주시기 바랍니다.
[인터넷에서 ""순찰신문고(http://patrol.police.go.kr/usr/main.do) 검색 후 신청]

5. 기타 궁금하신 사항은 정보통신과 스마트시티팀 신상윤 주무관에게(031-760-0081) 문의하시면 성심껏 답변 드리겠습니다. 끝.
",2023-01-02,도로관리과
경안천 산책로에 주차가 되어 있음,"많은 사람들이 산책하는 경안천에 얼마전부터 차량들이 주차하고 있습니다. 며칠전 눈올때는 7,8대의 차량들이 사람들이 다니는 통행로에 주차를 해서 피해서 자전거통행로로 다녔습니다. 물론 통행로 좌우에도 주차를 했구요. 미끌미끌하여 아주 위험했습니다. 그뒤로도 계속 주차가 되어 있더군요. 제가 폰을 가지고 간날은 1대가 주차되어서 찍었습니다. 산책로통행이 위험하니 불법 주차를 강력하게 단속하여 시민들의 안전을 지켜주시기 바랍니다.",2022-12-27,"1. 우리 시 시정발전에 많은 관심과 애정을 가져 주신 데 대하여 깊은 감사의 말씀을 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2212-0807276) 사항은 ""경안천 경안교 하부 산책로 차량 주차 조치 요청""에 관한 것으로 이해되오며 귀하의 민원 사항에 대하여 다음과 같이 답변드립니다.
- 기존 산책로 진입 구간에 설치된 볼라드가 유실되어 차량이 진출입한 점에 대해 죄송하다는 말씀드리며, 빠른 시일 내에 조치할 예정임을 알려드립니다.
3. 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 하천관리팀 안태현 주무관(☎031-760-2376)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-01-27,지역개발과
태재고개에서 잠실 가는 버스 증설요청,"태재고개에는 강남, 서울역등 다양한 버스노선이 있는데요. 왜 잠실로 가는 버스가 한대도 없을까요?
119번이 그나마 운행했었는데 코로나이후 하루1대 다니는 버스를 이용할수가 없습니다.
그리고 119번은 너무나 많은곳을 돌기도 하구요.
좌석버스가 입석이 금지되고 17번 배차시간도 점점 늦어지는 시점에 잠실까지라도 가는 버스 증설되면 많은 분들이 이용가능할듯 합니다",2022-12-26,"1. 귀하의 가정에 행복이 가득하길 기원드립니다.

2. 귀하께서 국민신문고에 신청하신 민원(1AA-2212-0793577)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용: 119번 버스노선 증차 및 배차시간 단축
○ 회신내용
- 답변에 앞서 버스 이용에 불편을 드린 점 넓은 마음으로 양해 부탁드리겠습니다.
- 문의하신 119번 증차 및 배차시간 단축 건의에 대하여는 운수종사자 확보가 선행되어야 하나, 임금불만 및 열악한 근무환경 등을 사유로 운수종사자 확보에 어려움이 있어 해당 버스노선의 증차에 대한 검토가 지연되고 있는 상황입니다.
- 이에, 경기도와 한국교통안전공단, 운수업체가 협약을 맺어 버스운전자 양성사업을 추진 중에 있으며, 우리 시에서도 빠른 운행 정상화를 위하여 해당 노선 버스업체와 적극 협의하여 버스 이용환경이 개선될 수 있도록 노력하겠습니다.
- 해당 노선버스의 불규칙적인 배차간격에 대하여 운행기록부 등을 확인하여 임의 사업계획 변경 등 위반사항이 확인될 경우 관련 규정에 따라 적의 조치할 예정임을 알려드립니다.

3. 귀하의 민원 내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 이기준 주무관(☎031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-01-06,교통과
태재로 능평교 도로파임,"태재로 능평교 다리위 중간 중간 이음세 부분 양방향 모두(바닥 철재 사이홈 파임) (편도 모두 4~5개정도)파임으로 매번 출퇴근시 타이어 및 휠에 손상이 가고있습니다. 몇달전쯤 복구한거 같은데 지금은 더 심하게 파여있습니다.
복구 시공이 시급해 보입니다. 혹시 몰라 블락박스 충격녹화도 다 녹화해뒸습니다.위험하니 빠른 복구 바랍니다. 제발 시공사 제대로 선정해서 공사 바랍니다
몇번 복구하는거 봤는데 이정도면 날림 공사 아닌가합니다...",2022-12-24,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2212-0747328)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 “능평동 산 24-17(능평교) 번지 일원 신축줄눈 보수 요청“에 관한 것으로 판단됩니다.
3. 귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 요청한 능평동 산 24-17(능평교) 번지 일원 신축줄눈 보수 요청에 관련하여 12.27(화) 임시 조치 완료하였음을 알려드립니다.
- 또한 해당 위치의 신축줄눈 근본적인 해결과 관련하여 23년 예산 확보하여 교체예정임을 알려드립니다 .
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 임시보수 관련 도로관리과 도로관리팀 김태진 주무관(☎760-4867)으로 교체 관련 도로보수팀 이종훈 주무관(☎760-4147)으로 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝.
",2022-12-28,도로관리과
신현로 새말길 도로 정비 및 교통채증 해소,걷는것보다 차량으로 이동하는게 더 느린 새말길 주민입니다. 무분별한 주택허가로 길은 매일매일 더 막히고 아무런 대책 시도가 없습니다. 선거때만 되면 나왔던 공약들은 다 어디로 간건가요? 대책은 시행중인건가요? 확인 부탁드립니다.,2022-12-23,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2212-0702963)에 대한 검토결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “시도 21호선 도로확장 및 우회도로 개설 요청”으로 이해됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
? 신현동(새말길) 교통정체로 인해 불편을 드린 점 사과 말씀드리며, 신현동(새말길) 도로의 정체의 주요 원인은 국지도57호선의 교통정체로 판단됩니다.
? 국지도57호선 오포~포곡2 구간의 교통량과 광주~성남의 통과교통량, 신현동 및 능평동 일대 주거지역에서 발생하는 교통량이 더해져 가중되고 있는 실정입니다.
? 우리시는 이를 개선하기 위해 국토교통부에 국지도57호선 우회도로 및 주요교차로에 입체화 사업을 건의하여 “제5차 국도·국지도 건설 5개년 계획” 반영을 위해 노력하였으나, 아쉽게도 2021년 9월 고시한 “제5차 국도·국지도 건설계획(2021~2025)”에 채택되지 못하였습니다.
? 국지도57호선의 교통대책은 우리시의 주요현안 도로계획으로 인지하고 있으며 향후 진행될 제6차 국도·국지도 건설 5개년 계획에 건의할 예정입니다. 또한 최근 성남시와 국지도 57호선(광주~성남) 교통개선대책 수립 및 사전타당성조사 용역을 완료하였으며 이를 토대로 교통정체 개선을 위해 최선의 노력을 다 할 계획입니다.
4. 주민의 불편사항이 즉각 해소되지 못한 점 다시 한번 사과의 말씀드리며, 기타 문의 사항은 도로사업과 도로계획팀(☏031-760-4553)에게 연락주시면 성심껏 답변 드리겠습니다. 끝.
",2023-01-02,도로사업과
경기도 광주 제설,"경기도 광주 전지역 이번 겨울은 왜이렇게 제설을 안해주시는건지
어디를 가든 얼음판이고 그나마 지역에 교통량이 가장많은 3번국도 마저 다른지역과 너무 차이가 나게 제설이 안되는거 아닌가 합니다.
3번국도 마저 그런데 지역 골목길이야 말할것도 없고 학교앞 어린이 보호구역등 제설을 너무 안해주시네요
신경써주실건 써주셔야 하는거 아닌가요??
너무 심하신데요",2022-12-23,"○ 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원에 검토결과를 다음과 같이 알려드립니다.
○ 귀하의 민원내용은 관내 제설작업 문의사항으로 이해되며, 질의사항에 대해 검토한 의견은 다음과 같습니다.
○ 먼저 잦은 강설로 인한 통행에 불편을 드린 점 죄송스럽게 생각합니다.
○ 우리시에서는 기상청 예보를 바탕으로 강설시작 2시간 전부터 비상대기 및 제설 사전준비에 돌입하고, 읍면동 포함 총 69여대의 제설 장비를 동원하여 주요 고갯길 및 교차로 등 취약구간에 대한 제설제 사전 살포를 시작으로, 수차례에 걸쳐 관내 국도3호선(동지역)을 포함한 주요 간선도로 국도43, 45호선, 지방도338호선, 국지도57, 98호선 및 마을 주요 도로 등 제설작업을 진행하고 있습니다.
○ 또한, 관내 주요 고갯길(이배재 및 태재고개, 염치고개, 갈마터널 부근 등) 및 주요 IC구간(태전JC, 직동IC, 광주IC, 장지IC) 등 22개소 자동염수분사장치가 설치되어 지속적으로 CCTV로 도로상황 모니터링 후 자동염수분사장치를 가동하는 등 제설작업에 최선을 다하고 있습니다.
○ 제설작업에 다소 미흡한점이 있겠으나 우리시와 읍면동사무소에서는 강설 시 시민들의 불편이 최소화 될 수 있도록 선제적 도로제설에 최선의 노력을 기울이겠으니 널리 이해하여 주시기 바랍니다.
○ 다시한번 통행에 불편을 드린 점 죄송스럽게 생각하며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로관리과 도로보수팀 정동현주무관(031-760-4496)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-12-28,도로관리과
