제목,내용,작성일자,답변,답변일자,담당부서
개인소유토지라고 주차봉을 만들어 세워놓아 인근주민차량 통행어려운,"도척로584번길 72-2 리버팰리스 C동 앞에
개인소유토지주인이 주차봉을 세워 놓아
좌회전해서 들어가는 인근 주민들의 차량이
사고의 위험에 노출되어 있습니다.
주차봉을 세워 놓은 개인소유토지주는 리버팰리스 바로 옆(도척로584번길 70-1)에 거주하는 사람입니다.
아무리 개인소유의 토지라고 해도
마음대로 주차봉을 세워
인근 주민의 공공의 위험을 유발하는 행위는
도덕적 해이에 해당하는 부당한 행위이니 만큼
관계부서의 현장실사를 통해
인근주민의 차량사고의 위험을
빠른시일내에 해결해주시기 바랍니다.",2023-03-25,"1. 귀하의 가정에 행복이 가득하시길 기원합니다.

2. 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2303-0855961)에 대한 검토 결과를 다음과 같이 알려드립니다.
가. 귀하의 민원 내용은 광주시 도척면 노곡리 264-22 일원 사유지 비법정도로 주차봉 설치 해소 요청으로 판단됩니다.
나. 지적 및 현장 확인 결과 해당 필지는 공부지목 상 대지인 사유지로, 도로법 적용 대상에서 제외되어 도로관리청의 처분이 제한됩니다.
다. 아울러 해당 필지의 수용(매입) 등을 통한 도로 확장 개설을 위해서는 도시계획도로(예정지)로 편입이 선행되어야 함을 함께 알려드립니다.

3. 답변내용에 대한 설명이 필요한 경우 도척면 행정복지센터 개발팀(031-760-4947), 광주시청 도시계획과(031-760-4799)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-03-31,도척면
가로등 관리 부탁드립니다.,"도곡길10 주변 씨유 편의점 앞 가로등이
나간건지 고장난건지 안 켜진지 오래입니다.
가로등 관리 부탁드립니다.

좁은 골목 안이 상당이 어둡고, 위험 해 보입니다.",2023-03-24,"1. 안녕하십니까? 귀하께서 국민신문에 신청하신 민원(신청번호/1AA-2303-0832692)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""보안등 보수 요청"" 에 관한 것으로 판단 됩니다.

3. 귀하의 요청 사항에 대한 검토 의견은 다음과 같습니다.
○ 먼저 보안등 고장으로 통행에 불편을 끼쳐드린 점 양해부탁드리며, 해당 보안등은 2022. 3. 31.(금) 현장 점검하여 보수 완료하였음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로관리과 시설정비팀(☎031-760-2173)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-03,도로관리과
하천 유실 시설물 보안,"작년에 심한 폭우로 유실된 하천옆 가드가 아직 까지 고쳐지지 않고 동네입구 흉뮤로 자리 잡고 있습니다.
더 걱정은 바로옆이 어린이 놀이터입니다.
신속한 처리 부탁드립니다. 벌써 몇개월째 이데로 인지 모르겠네요
너무 위험합니다.",2023-03-24,"1. 우리 시 시정발전에 많은 관심과 애정을 가져 주신 데 대하여 깊은 감사의 말씀을 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2303-0798871) 사항은 ""목현동 386-2번지 일원 도로보수 요청""에 관한 것으로 이해되오며 귀하의 민원 사항에 대하여 다음과 같이 답변드립니다.
- 소규모 공공시설(공공용 도로)의 소규모 파손의 경우 주민편의를 위하여 보수중에 있으나 지난 ""8.8.~17. 호우 피해""등으로 기존 다수의 보수물량이 누적되어 있어 순차적으로 보수하고 있음을 알려드리오니 이 점 널리 양해하여 주시기 바랍니다.
3. 귀하의 민원에 만족스러운 답변을 드리지 못한 점 양해 부탁드리며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 개발행정팀 고승태 주무관(☎031-760-4746)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-03,지역개발과
추자동 인도 보도블럭 설치 요청의 건,"첨부파일의 빨간색으로 표시된 부분 직접 현장 나가서 한번 봐주시기 바랍니다.
오포우체국 근방에서 장수돌침대 지나 고산동 넘어가는 길에 인도 보도블럭이 아예 없거나 중간에 끊어져 있어
동네를 걸어다니기 매우 위험합니다.
특히나 이쪽엔 레미콘 공장이 있어 레미콘 차량 및 덤프트럭과 화물차들이 많이 지나 다니고 있어 도로가 매우 취약합니다.
즉 차로만 이동을 할 수 있다는 얘기지요.
충분히 걸어갈 수 있는 거리임에도 불구하고
인도 보도블럭이 제대로 갖추어져 있지 않아 불필요 하게 가까운 거리도 차량으로 이동할 수 밖에 없는 상황입니다.
제발 난개발은 그만 하고 지역 주민의 의견을 들어 주셨으면 합니다.",2023-03-23,"1. 귀하께서 국민신문고에 신청하신 민원(1AA-2303-0774393)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""광주시 시도15호선 도로(추자동 구간) 상 단절된 보도의 연결 설치 요청""에 관한 것으로 판단되며, 질의사항에 대해 검토한 의견은 다음과 같습니다.
3. 광주시는 최근 보행자의 안정성을 중시하는 보행자중심 교통체계 개편 추세와 더불어 급속히 증가한 인구로 인해 보행자도로 및 기반시설 등의 확충이 요구되는 사항으로 귀하의 불편사항에 대하여 충분히 공감하고 있으며, 기설치된 보도의 단절구간에 사업 추진을 위해 매년 예산을 확보하여 정비사업을 추진하고 있습니다. 다만 대상지인 시도15호선의 추자동 구간은 단절구간의 연장이 상당하고 보도 설치를 위한 가용용지 확보에 어려움이 있어 사업 추진을 위하여는 재정적 부담이 상당한 상황입니다. 따라서 시 재정여건과 등을 종합적으로 판단하여 장기적인 관점에서 사업을 추진할 예정임을 안내드리며, 지역주민의 불편사항이 조속히 해소되지 못한 점에 대하여 양해의 말씀을 드립니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시청 도로관리과 도로보수팀(☏031-760-2164)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2023-03-30,도로관리과
시징님 나라땅에 공터로 두지마시고 화단을 만들어 주세요,"시장님 안녕하세요,16년째 위주소에 거주하고 있습니다.행복빌 아래 나라땅 (69제곱미터) 공터가 있습니다 . 2022년에 공터에 쓰레기가 쌓여 너무지저분해 이곳에 글을 올렸더니 철쭉을 심어 주셔서 제가물을주고 잡풀을 뽑고했습니다 . 이곳 공터 그대로 나두면 쓰레기버리는곳이 될겁니다. 공터가 있으면 주변 주민들이 공터를 이용하되 주변정리를 하면서 사용하면 서로 좋은데 주변정리 절대안합니다 . 작년에도 민원올려 공터에 철쭉을심는어떤분이 불만스런말투로 행복빌 한집으로 인해 ~툴툴거리며 불평을 하는데 ~ 솔직히 속상했습니다 . 한집이아니고 행복빌에 13가구 소망빌에 14가구 살며~~광주고등학교 학생들이 등교 하교길이고 주변이 깨끗이 정리되고 하면 서로 좋은 일 ~ 시장님 부탁 드립니다 .",2023-03-23,"1. 귀 댁의 평온과 행복을 기원합니다.
2. 귀하께서 국민신문고를 통해 문의주신 내용(1AA-2303-0759843)에 대하여 아래와 같이 답변드리겠습니다.
○ 민원요지
- 공터 관리 및 화단조성 요청
○ 답변내용
- 공터 쓰레기 관련 민원은 현장 근무자(환경미화원, 가로청소원, 희망구구단)등을 활용하여 지속적인 관리를 할 예정이며, 해당 공터 화단조성에 대해서는 2023년 4월 중 화단조성을 추진 할 예정임을 알려드립니다.
3. 그밖에 궁금하신 사항에 대해서는 송정동 행정복지센터 총무팀(☎031-760-1935)로 문의주시면 성심성의껏 답변해드리겠습니다. 끝
",2023-03-29,송정동
848도 펜스설치건,어머니가 몇년전 용샘실 147 부분임대차 계약을 하였고 지리정보 시스템상의 848도 를 이용하여 차량출입하며 이삿짐을 운반하며 계약을 하였는데 어느날 848도 에 펜스가 설치되어 차량통행은 못하고 사람만 걸어 다닐수 있었습니다. 이에 임대인에게 항의하자 임대인은 해당 도로는 시유지이며 이에 대한 민원은 시청에 제기하라고 하여 시청에 문의를 드립니다. 펜스 설치가 시청에서 한 것인지요? 지도와 펜스설치사진 첨부합니다.,2023-03-22,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2303-0743217)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""국유재산 상 펜스 설치""에 관한 것으로 이해됩니다.

3. 귀하의 문의사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 문의하신 목현동 848번지는 국유지이며, 펜스 설치는 국유지 인접 토지주가 재산 보호를 위해 사유지에 설치한 펜스임을 알려드립니다.

4. 귀하의 질문에 대한 추가 설명이 필요한 경우 광주시 재산관리과 재산관리팀(☏031-760-2932)으로 연락주시면 성심성의껏 안내해 드리도록 하겠습니다. 끝.
",2023-04-07,재산관리과
도척초등학교 후문 도로 유색도료 표시 신청,"안녕하세요 수고가 많으십니다.

도척초등학교 학부모이며 녹색어머니회에서 활동하고 있습니다.

작년에 도척초 정문앞 도로에는 어린이보호구역임을 표시하는 도로표시나 cctv 등이 많이 개선되어 감사말씀드립니다.
그런데 아이들 대다수가 통학하는 후문 진입 도로에 어린이 보호구역 문구만 표시되어 있고 눈에 확 띄는 도색표시는 되어 있지 않아
유색도료 표시 해주시기를 민원드리는 바입니다.

도척초는 지역특성상 아이들90프로 이상이 후문으로 통학합니다.
급식차 출차 때문에 인도 가드도 후문 바로 앞에서 끝나기 때문에 후문에서는 아이들이 노출되는데요
다수의 어른들이 후문 근처에 주정차를 많이 하고 있는 실태입니다.

운전자들이 시각적으로 이곳이 어린이 보호구역이구나~~ 하고 알수 있도록 유색도료로 꼭 표시해주세요
학교측에서 공지를 보내고 녹색 학부모들이 말씀을 드리고 있으나 해가 지나도 어린이 보호구역에 주정차 하는 사람이 있어 개선되지 않습니다.

첨부하는 사진에 표시한 구역만이라도 유색도료 (노랑 또는 빨강) 및 어린이 보호구역임을 한눈에 인지 할 수 있게 해주시길 긴히 부탁드립니다.",2023-03-22,"1. 귀하의 가정에 건강과 행복이 가득하기를 기원합니다.

2. 귀하의 민원내용은 '도척초등학교 후문 미끄럼 방지(적색) 포장 요청'에 대한 건으로 이해되어 다음과 같이 답변드립니다.
가. 해당 도척초등학교 후문 미끄럼방지 포장에 대하여 현장 여건 및 사업량을 파악하여 설치 검토 진행 하도록 하겠습니다.
나. 다만, 시의 한정된 예산에 따라 연차적으로 계획을 수립하여 조치하고 있는 실정으로 요청하신 사항에 대하여 단기간 사업 추진은 어려움으로 널리 이해하여 주시기 바랍니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖에 궁금하신 사항은 광주시청 도로관리과 시설정비팀 차이송(031-760-4497)에게 연락주시면 성심성의껏 답변 드리겠습니다.
끝.
",2023-04-06,도로관리과
하천보상관련 (남한산성면 불당리),"안녕하세요. 수고가 많으십니다.

4~5년전 남한산성면 불당리 59번지 하천일원(구조물로 인한 선 보상) 관련하여 5년전에 기 신청을 하였고 2021년 및 2022년에 확인한바로 23년에 보상이 이루어질 것으로 일관되게 안내를 받은 경우에 해당. 금일(2023년 3월21일 기준 재차 확인한 결과 회신을 받지 못함) 따라서 이 부분 관련해서 민사소송으로 진행을 해야할지 심각하게 우려가 되는 상황입니다. 이에 시청 하천 보상과에서 적극적인 회신을 기대합니다. 담당자가 교체된다고 하여 갑작스럽게 순위가 달라질수 없는 것이고 5년이라는 기간이 그리 짧은 기간이 아닌점을 감안하면 시청의 책임있는 답변 기대합니다. 단순이 언제쯤이 아닌 날짜를 지정해서 안내 해주시기를 바랍니다.",2023-03-21,"1. 우리 시 시정발전에 많은 관심과 애정을 가져 주신 데 대하여 깊은 감사의 말씀을 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2303-0711610)사항은 ""남한산성면 불당리 59번지 보상 일정 문의""에 관한 것으로 이해되오며 귀하의 민원 사항에 대하여 다음과 같이 답변드립니다.
- 불편을 드린 점 죄송하다는 말씀을 드리며, 미지급용지 보상은 신청 순서로 예산확보에 따라 순차적으로 진행될 예정으로 이에 따른 기간이 소요됨을 널리 양해하여 주시기 바랍니다.
3. 귀하의 민원에 만족스러운 답변을 드리지 못한 점 양해 부탁드리며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 하천관리팀 안태현 주무관(☎031-760-2376)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-24,지역개발과
삼지곡길34번길 도로 유지 및 보수에 관한,"삼동 태성타운 올라가는 삼지곡길 34번길 도로가 아주 엉망입니다.
지난 여름 생겼던 이마트24편의점 옆 싱크홀 보수도 아직 안되어있으며, 얼마전 백경맨션 앞에도 싱크홀이 생겼었죠.
또한 지난주 태성타운 초입의 도로 배수구가 무너졌습니다. 주말에 안전선으로 조취를 해놓고 현재 공사중이더군요.
비단 저곳만의 문제가 아니라 바로 위, 그리고 그 위 배수구가 모두 첨부 파일의 사진처럼 언제고 파손될 것으로 보입니다.

안전선을 설치하러 왔을때에 다른 상태는 무시했던걸까요?
저 위치까지 올라오는 길에 포트홀 같은 구멍도 분명 있었텐데, 민원을 꼭 넣어야만 도로 유지가 되는걸까요?
차량이 오갈때 소음 및 차량 파손 위험을 안고 도로가 완전 파손될 때까지 그저 통행을 해야 하는지요?

차량 뿐 아니라 킥보드를 타고 오가는 사람들, 어른들 뿐 아니라 아이들도 통행 하는 도로입니다.
사고가 나서야 소 잃고 외양간 고치듯 그때 서야 보수가 진행 되는지요.
안전을 위하여 삼지곡길 34번길 도로 전반의 보수를 요청 드리고 싶습니다.",2023-03-20,"1. 우리 시 시정발전에 많은 관심과 애정을 가져 주신 데 대하여 깊은 감사의 말씀을 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2302-0652678) 사항은 ""삼동 168-5번지 일원 도로보수 요청""에 관한 것으로 이해되오며 귀하의 민원 사항에 대하여 다음과 같이 답변드립니다.
- 해당 번지선 일원 상 진입로 부분의 그레이팅(배수구)에 대하여는 보수 조치 완료하였으며, 도로 보수에 대하여는 현재 주민편의를 위하여 보수중에 있으나 지난 ""8.8.~17. 호우 피해""등으로 기존 다수의 보수물량이 누적되어 있어 순차적으로 보수하고 있음을 알려드리오니 이 점 널리 양해하여 주시기 바랍니다.
3. 귀하의 민원에 만족스러운 답변을 드리지 못한 점 양해 부탁드리며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 개발행정팀 고승태 주무관(☎031-760-4746)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다.

붙임 조치완료 사진 1부. 끝.
",2023-03-28,지역개발과
죽은나무좀 베어주세요,"저희 단지 앞에 죽은 나무가 있습니다.
작년에도 민원 신청을 하였는데 인부들이 오셔서 겨울에 잘라야 한다며 그냥 가셨어요.
큰 소나무가 죽어 있는데 건물쪽으로 쓰러지면 건물도 문제고 그 쪽으로 차도 주차하는데 나중에 재산상의 문제와 미관도 해치지만 안전하지 않다고 봅니다.여기 단지 사는 분들은 불안해하고 있어요.
죽은 나무를 베어서 미리 안전에 대비하는게 어떨까요?",2023-03-20,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신(신청번호 1AA-2303-0642 774 ) ""빌라 단지 뒤편 임야에 소나무 고사목 조치요청"" 사항에 대하여 안내드리겠습니다.
○ 민원요지
- 빌라 단지 뒤편 임야(관음리 산83-1번지) 소나무 고사목 조치 요청
○ 답변내용
- 우리시에서는 소나무재선충병으로 피해를 받고 있는 산림을 보호하기 위해 「소나무재선충병 방제특별법」 제8조제2항에 의거 소나무재선충병 방제사업을 실시하고 있으며, 귀하께서 처리 요청하신 소나무 고사목은 재선충 감염(의심)목으로 판단되어 수일 내 방제 처리(벌채 및 수집, 운반, 파쇄)토록 할 예정입니다.
2. 귀하의 민원 내용에 만족한 답변이 되었기를 바라며, 답변내용에 추가 설명이 필요한 경우 광주시 산림과 이경숙주무관(☎031-760-2880)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-03-28,산림과
