제목,내용,작성일자,답변,답변일자,담당부서
시장님 밀목아이들을위한시청놀이터좀제발만들어주세요,"학교끈나고 어린이집끈나고 흔한놀이터하나가없습니다
시청광장에가도 할게없어 걷다가만내려오구요
평일은만차로 씽씽이도탈수가없습니다.
시청물놀이장있을땐 아주잘활용하던공간이라도
미끄럼틀하나 시소하나라도 제발 놀이터좀만들어주세요
밀목친구들이만날곳이없고
남의아파트로 놀이터를빌리러 다닙니다....",2023-04-17,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2304-0569689)에 대해 아래와 같이 알려드립니다.
2. 귀하의 민원내용은 “시청사 내 어린이놀이시설 설치 요청”에 관한 것으로 이해됩니다.
3. 먼저, 신청번호 1AA-2207-0886346호와 관련 기 답변드린 바와 같이 시청사 내 별도의 어린이 전용놀이시설 설치계획이 없음을 널리 양지하여 주시기 바랍니다.
4. 다만, 광주시 시청사 내에는 운동기구, 쉼터를 포함한 산책로가 상시 개방되어 있고, 바닥분수도 운영할 예정으로 이용에 참고하여 주시기 바라며(바닥분수 운영 개시 전 홈페이지 홍보 예정), 청사 이용관련 문의사항이 있는 경우 광주시 회계과 정병민 주무관(☏031-760-2987)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-26,회계과
태전동 및 광주시 대중교통활성화,"안녕하세요
태전동에서 판교나 서울로 가는 버스 배차간격 좀 좁혀주시고 광역버스좀 늘려주세요
입석금지라 출퇴근시간에는 못타는 경우도 더러 있구요ㅜㅜ
그리고 배차간격이 너무 길어요.., 또
경기광주역에서 태전동 들어오는 다른 버스들도 배차간격이 너무깁니다...
도로문제 교통체증문제는 안고 가더라도
제발 버스 좀 활성화시켜주세요
차가 없어도 버스가 자주 많이 다닌다면 좀 나을거같은데 부탁드려요
제발ㅜㅜ 제발 제발...",2023-04-16,"1. 귀하의 가정에 행복이 가득하길 기원드립니다.

2. 귀하께서 국민신문고에 신청하신 민원(1AA-2304-0543397)에 대한 검토 결과를 다음과 같이 알려드립니다.

? 민원내용 : 태전동 경유 버스노선 배차간격 단축
? 회신내용
- 답변에 앞서 버스 이용에 불편을 드린 점 넓은 마음으로 양해 부탁드리겠습니다.
- 귀하께서 건의하신 태전동~판교, 서울시, 경강선(경기광주역) 구간을 운행하는 버스노선의 배차간격 단축 및 증차와 관련하여 운수종사자 확보가 선행되어야 하나, 임금불만 및 열악한 근무환경 등을 사유로 운수종사자 확보에 어려움이 있어 광주시 관내 버스노선의 배차간격 단축 및 증차 등이 지연되고 있는 상황입니다.
- 이에, 경기도와 한국교통안전공단, 운수업체가 협약을 맺어 버스운전자 양성사업을 추진 중에 있으며, 우리 시에서도 빠른 운행 정상화를 위하여 관내 운송업체와 적극 협의하여 버스 이용환경이 개선될 수 있도록 최선을 다하겠습니다.
- 다시 한번 버스 이용에 불편을 끼쳐 송구스럽게 생각하며, 해당 지역의 대중교통 이용편익 증진을 위해 노력하겠으니 넓은 마음으로 양해 부탁드리겠습니다.

3. 귀하의 민원 내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 이기준 주무관(☎031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-05-01,교통과
골목길 보수공사 요청드립니다,"쌍령동183-1번지 빌라에 살고있는 주민입니다
집으로 올라가는 길이 비가오고 이래서 바닥이 많이 파여있습니다.
오토바이나 자동차랑 사람이 돌아다닐때 많은 위험이 있을거라고 예상됩니다
꼭 보수공사 요청드립니다",2023-04-16,"1. 우리 시 시정발전에 많은 관심과 애정을 가져 주신 데 대하여 깊은 감사의 말씀을 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2304-0530702) 사항은 ""쌍령동183-1번지 일원 도로보수 요청""에 관한 것으로 이해되오며 귀하의 민원 사항에 대하여 다음과 같이 답변드립니다.
- 소규모 공공시설(공공용 도로)의 소규모 파손의 경우 주민편의를 위하여 보수중에 있으나 기존 다수의 보수물량이 누적되어 있어 순차적으로 보수하고 있음을 알려드리오니 이점 널리 양해하여 주시기 바랍니다.
3. 귀하의 민원에 만족스러운 답변을 드리지 못한 점 양해 부탁드리며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 개발행정팀 고승태 주무관(☎031-760-4746)에게 연락주시면 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-25,지역개발과
작년 목현동 수재로인한 도로붕괴 고쳐주세요,"안녕하세요 목현동에 작년 수재로 인해 길 아스팔트가 유실되었었습니다.

이전에는 안전띠같은게 쳐져있어서 금방 고쳐주실 줄 알았는데, 아직 그대로예요.

최근 분당에서 다리붕괴 등의 사고가 발생하고 있고, 비가 많이오는 장마철이 다가오면서 부서진곳이 더 부서질까 무서워요.

장마전까지 수리될지 문의드립니다.",2023-04-16,"1. 귀하의 가정에 행복이 가득하시길 기원합니다.

2. 귀하께서 국민신문고를 통하여 제기하신 민원 내용 중 지역개발과 소관 사항인 번천 일원 수해 복구 요청하신 민원에 대하여 다음과 같이 회신합니다.
□ 회신내용
가. 목현동 390번지 일원 수해복구와 관련하여, 불편을 드린 점 죄송하다는 말씀을 드리며, 지난 8월 8일 이후 광주시에 내린 폭우로 인하여 광주시 관내 하천 및 도로의 유실 및 파손 등 공공시설의 피해가 극심한 실정입니다.
나. 우선, 하천 제방 유실로 인하여 교량안전시설물(교량난간)이 유실 된 사항이며, [목현천(2공구) 재해복구사업]은 2023.03.27. 착공하였으나, 관급자재(레미콘 등)의 수급이 불안하여 2023.04.14. 공사가 일시정지 되었습니다.
다. 최근 관급자재(레미콘 등)의 수급 일정이 확정되어 2023.05.16.경 공사를 재착공 할 예정으로, 금년도 우기전(6월 이내)까지 유실 된 제방 및 교량안전시설물(교량난간) 등 복구공사를 완료할 예정으로, 이점 널리 양해하여 주시기 바랍니다.

3. 귀하의 질문에 만족스러운 답변이 이루어졌기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과(☏031-760-2564)로 연락해주시면 자세히 안내해 드리도록 하겠습니다. 끝.
",2023-04-28,지역개발과
경기도 광주시 직동 102-20 부근에 건축 예정인 대광아스콘(레미콘) 공장 관련 질문입니다.,청렴하고 일잘하는 경기도 광주시청 건축과에서 뒷돈을 받고 친히 허가를 내준 대광아스콘(레미콘) 공장에 대한 행정소송 절차 결과에 대해 궁금해서 문의드립니다. 이번에도 광주시에 수준 높은 행정력으로 인해 반려를 못하고 들어오는겁니까?,2023-04-15,"민원인께서 민원을 취하하셨습니다.
",2023-04-18,건축과
반사경 수리 요망,"안녕하세요. 항상 시장님 이하 공무원 여러분께 감사드리고 있습니다.
다름 아니오라 삼동우남퍼스트빌아파트(경기도 광주시 고불로 453) 후문 경비실쪽 도로에 반사경이 찌그러져 있습니다.
반사경 수리를 요청 드립니다.
좋은 하루 되세요.",2023-04-14,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2304-0476089)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""삼동우남퍼스트빌아파트 후문 인근 반사경 보수 요청""에 관한 것으로 판단되며, 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다.
가. 해당 파손된 반사경에 대하여 현장 확인 후 철거 조치할 예정입니다.
나. 아울러, 자재 확보 후 신속히 조치하여 안전하고 편리한 도로환경을 조성토록 지속 노력하겠습니다.
다만, 자재 수급 등의 어려움으로 인하여 보수 일정이 지연될 수 있음을 알려드리오니 이점 양해하여 주시기 바랍니다.

3. 귀하의 문의에 대하여 만족스러운 답변이 되었기를 바라며, 그 밖의 궁금하신 사항은 광주시청 도로관리과 시설정비팀 이상규(☎031-760-4149)연락주시면 성심성의껏 답변 드리겠습니다. 끝.
",2023-04-24,도로관리과
도로파손 복구건,"초월읍 무갑길124번길 무갑사 입구의 도로가 2022년 7월 폭우로 인하여 파손이 심하게 되었습니다.
주민들과 출퇴근하는 모든 이들의 불편이 이루 말할 수 없습니다.
또한 밤 운전 중에 위험율도 높고 미관상 보기에도 않좋고 항상 불안합니다.
오랜시일이 지났는데 언제 복구 작업이 이루어지는지 답답함에 민원을 제기합니다.
빠른 시일 안에 선처를 바랍니다.",2023-04-13,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호 1AA-2304-0433982)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""초월읍 무갑리 853-21번지 일원 신속한 수해복구 요청""에 관한 것으로 판단됩니다.

3. 현재 초월읍 무갑리 853-21번지 일원 수해복구공사는 시공사가 선정되어 공사준비 단계(측량, 관급자재 제작 등)에 있으며, 최근 레미콘 및 철근 수급 불안으로 인하여 관급자재를 제작함에 있어 다소 일정이 지연되고 있는 실정이나, 관급자재 조달 등 공사준비가 끝나는 대로 조속한 시일 내에 수해복구공사를 추진토록 하겠습니다.

4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀 정동현 주무관(☏031-760-4496)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-19,도로관리과
수해 피해 도로 복구 요청건,"시민들을 위해 노력하시는 많은 공무원분들께 노고에 감사를 드립니다.

민원내용
주소: 광주시 초월읍 진새골길 171-7번지 일원
상황:
1. 상기 주소의 도로는 22년 장마로 인해 유실된 도로로써 23년 3월 경 상기 도로 인근의 도로는 보수가 진행되었음에도 불구하고 현 도로는 보수가 차일 피일 미뤄지고 있는 상황임.
2. 현 도로는 LBOT 기독혁신학교 학생들의 등하교 길, 주말 아이들 출퇴근을 위한 차량 통행 및 등산객들이 이용하는 도로이나, 도로 상태 불량으로 인해 차량의 파손 및 보행시 부상의 우려가 매우 놓은 도로입니다.
3. 또한 23년 장마가 몇 달있으면 시작될시 많은 파손이 예상되는 바 조속한 보수를 부탁드립니다.

민원요청내용
1. 도로 보수 요망
2. 배수시설 미비에 대한 횡단 배수로 설치요망(첨부사진 4번참조)

첨부파일설명
1~2번 사진 : 21.년 8월 위성사진
3~5번 사진 : 23.04.8일 촬영 사진",2023-04-13,"1. 귀하께서 신청(신청번호 1AA-2304-0418019)하신 ""대쌍령리 445-59번지 일원 도로 보수"" 요청 민원에 대하여는 다음과 같이 답변드립니다.
- 본 사안에 대하여는 현장 확인 및 귀하께서 송부해 주신 사진 자료 등을 참고하여 보수공사를 실시 할 예정임을 알려드리오니, 이점 양지하여 주시기 바랍니다.

2. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 초월읍 개발팀 김기환주무관(☏031-760-2542)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-21,초월읍
동별 대표자 등의 선출공고,"안녕하세요.쌍령현대1차아파트 관리소장입니다.주택정책과에 문의드립니다
질의내용은 제12대 동별대표자 선출공고를하여 6개 선거구에서 5명을 선발하여 공고(23년 4월 6일)하였습니다.
미선발된 104동 중임한 주민이 14일 이내에 추가공고를 하지않으면 민원을 제기하겠다고 합니다
따라서 정기선출공고는 1,2차 지원자가 없으면 3차까지하여 중임자도 다시 동별 대표자로 선출될수 있으나 과반수 찬성이 미달되어 낙선될 경우
14일 이내에 추가 선출공고를 하여야 한다고 관리규약 제22조(동별 대표자 등의 선출공고) 3항에 아래와 같이 명시되어 있습니다
*공동주택 관리규약 제22조(동별 대표자 등의 선출공고)
3항 선거관리위원회는 동별 대표자를 선출하지 못하여 공석이 발생한 선거구에 대해서는 공석이 발생한 날로부터 14일 이내에 추가 선출공고를
하여야한다.다만 추가 선출공고에도 동별대표자가 선출되지 않을 경우 추가 궐위 발생 등 선출 사유가 발생할 때까지 선출공고를 하지 않을 수 있다
따라서 정기선출공고가 아닌 추가선출공고는 1차만 해도 된다고 답변을 들었습니다.(23년 4월11일 오후 5시경 주택 정책과 주무관님 김서영 답변)
낙선된 민원인에게 추가선출 공고를 1차만 해도 된다는 내용을 정리해서 답변해 주시기를 부탁드립니다
감사합니다",2023-04-12,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2304-0391167)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 ""동별대표자 공석이 발생한 경우 추가 선출공고 횟수 문의""로 판단됩니다.
3. 귀하의 민원사항에 대한 의견은 다음과 같습니다.
- 동별대표자를 선출하지 못하여 공석이 발생한 선거구에 대한 추가 선출공고에 관한 사항은 공동주택관리법령에 규정된 바 없으며,
- 「경기도 공동주택 관리규약 준칙」 제22조제3항에서 추가 선출공고에 대한 사항을 규정하고 있으나, 그 횟수에 대하여는 정하는 바가 없습니다.
- 공동주택의 관리규약은 각 단지 사정에 따라 준칙과 다르게 정할 수 있으므로 귀 단지 관리규약에 추가 선출공고 횟수가 정하여 있으면 그에 따르시기 바라며, 별도 횟수를 정하고 있지 않은 경우 귀 단지 내부 사정에 따라 합리적으로 결정하시기 바랍니다.
4. 추가로 궁금하신 사항이 있으신 경우 광주시청 주택과 공동주택관리팀(031-760-8748)으로 연락주시면 안내해 드리겠습니다. 끝
",2023-04-18,주택과
양벌동 지나가는 아침 버스 배차 해결,"안녕하세요,
아침에 출근을 위해 경기 광주역으로 가야 하는 직장인입니다.
8시 22분 지하철을 타기 위해서 7시 50분에 집에서 나와 버스를 기다려도
버스에 태운 사람이 워낙 많아서 정류장에 서지 않고 그냥 갑니다
지하철 시간을 조정했으면 그에 맞는 버스도 조정해 주시기 바랍니다

아침마다 버스를 4대 이상 보내는 건 기본입니다. 출퇴근 시간 버스 조정 부탁드립니다.",2023-04-12,"1. 귀하의 가정에 행복이 가득하길 기원드립니다.

2. 귀하께서 국민신문고에 신청하신 민원(1AA-2304-0390103)에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 민원내용: 양벌동 경유 노선버스 배차간격 단축(2-1번, 17-1번, 17-1A번, 17-3번, 광주1번)
○ 회신내용
- 답변에 앞서 버스 이용에 불편을 드린 점 넓은 마음으로 양해 부탁드리겠습니다.
- 귀하께서 말씀하신 양벌동(한솔유치원 정류소)에서 경강선(경기광주역) 구간을 운행하는 버스노선의 배차간격 단축과 관련해서 해당 구간을 운행하는 버스노선은 2-1번 외 4개 노선이 있으며,
- 해당 노선의 배차간격을 단축하기 위해서는 운수종사자 확보가 선행되어야 하나, 임금불만 및 열악한 근무환경 등을 사유로 운수종사자 확보에 어려움이 있어 광주시 관내 버스노선의 증차 및 노선 신설 등이 지연되고 있는 상황입니다.
- 이에, 경기도와 한국교통안전공단, 운수업체가 협약을 맺어 버스운전자 양성사업을 추진 중에 있으며, 우리 시에서도 빠른 운행 정상화를 위하여 관내 운송업체와 적극 협의하여 버스 이용환경이 개선될 수 있도록 최선을 다하겠습니다.
- 다시 한번 버스 이용에 불편을 끼쳐 송구스럽게 생각하며, 해당지역의 대중교통 이용편익 증진을 위해 노력하겠으니 넓은 마음으로 양해 부탁드리겠습니다.

3. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 교통과 이기준 주무관(☎031-760-8782)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2023-04-27,교통과
