제목,내용,작성일자,답변,답변일자,담당부서
도로상황 개선 정비,"2024년까지 분양된 아파트들의 입주가
끝나게 된다면 현재의 도로상황만으로는
극심한 혼잡과 불편함들이 예상됩니다
경동스마트홈 487세대 대승1차 790세대
두산1차 1337세대 두산2차 1122세대
트리마제1단지 1066세대 2단지 403세대
아파트만 5205세대의 미니신도시입니다
그리고 양산시 시의원 후보들의 필수공약 이기도 할만큼 중요한 부분임에 틀림없죠
지금이라도 양산시에서는 관심을 가지고
적극적으로 나서주셨으면 합니다
퍼스트 웅상을 내세우셨던 양산시장님의 말씀대로 사전 교통영향평가도 거쳐서 반듯이 개선이 되었으면 좋을것 같습니다
저희 지역은 다른 계획도시들과는 달리 접근하여 주시고 불편함이 예상되는 부분들은 신중하게 다시 한번 검토하여 주시길 간곡히 바라며 살기좋은 양산 그리고 동양산을 대표하는 타운으로
거듭나길 바래봅니다 그동안 이야기되어 오던 지역내 불균형도 없어졌으면 합니다",2022-11-19,"1. 항상 시정 발전에 관심 가져 주신 데 대하여 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 덕계~신덕계간 도로개설 요청건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 덕계동 362-10번지 일원의 웅상대로~덕계토지구획정리사업지구 구간에 대하여 일대 교통여건 개선을 위한 도시계획시설(도로)결정(변경) 용역을 추진 중에 있습니다.
나. 도시계획시설(도로)결정은 도로망 형성 · 용도지역 · 교통소통 등을 종합적으로 검토하여 결정하는 사항으로, 현재 교통수요 및 주변여건 등을 고려하여 적극 검토 중임을 알려드립니다.
다. 기타 문의사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3772)으로 연락주시면 성실히 답변 드리겠습니다. 끝.
",2022-11-23,도로시설과
"양산시민안전보험 적용 안 되는 높은 방지턱형 횡단보도 보행자 골절 사고, 양산시에 책임을 묻습니다.","2022년 10월 26일 저녁 7시 10분쯤 경남 양산시 중앙로 8 건물 앞 다방삼거리 고원식 횡단보도에서 일어난 사고입니다.
다른 구간에 비해 높이가 매우 높은 고원식(방지턱형) 횡단보도에서 저녁시간 차량 통행량을 확인하고 지나가야 되는 상황이었습니다.
횡단보도 쪽은 불빛이 잘 들어오지 않아 바닥 구분이 어려웠는데 평지인줄 알았던 부분을 발로 딛다가 발목이 접질렸고 그대로 주저앉게 되었습니다.
반대쪽 노포동방향으로 좌회전 신호를 기다리던 차량들은 횡단보도 위까지 차량이 줄 서 있었고 제가 건너다가 주저앉은 쪽으로 차량이 신호를 받고 오고 있어 급하게 일어나서 이동을 해야만 했습니다.
곧바로 발의 통증이 너무 심해 집으로 다시 돌아와야 했습니다.
다음날에도 계속 통증이 있어서 정형외과 진료를 받았고 발목인대가 늘어나고 새끼발가락 골절로 전치 4주 진단받았습니다.
퇴사를 앞둔 직장에 11월 2주까지 근무가 가능하다고 이야기 해둔 상황이었으나 불의의 사고로 인해 직장에서 공사관련으로 근무가 어려우니 10월 31일부로 조기 퇴사를 하라 권고 받은 상황이었고 질병으로 인한 퇴사도 권고사직도 처리가 안 되고 양산시민안전보험에도 해당이 되지 않아 아무런 보장도 받지 못하고 퇴사하고 통원 치료 중에 있습니다.
이 억울한 상황을 10월 27일 오후 4시 40분~5시 양산시청 도로과, 교통과, 시설과, 안전총괄과에 전화해도 담당부서가 아니어서 다른 부서로 전화를 넘기기만 하고 해결이 되지 않아 민원을 신청합니다.
양산시 교통과에서는 규격에 맞게 횡단보도를 설치했다 하여 여러 정보들을 수집했습니다.
교통약자의 이동편의 증진법 시행규칙 별표2에 보면 고원식 횡단보도는 높이가 10cm로 제한이 되어 있는데 해당 고원식 횡단보도에서 제가 발을 접질렀던 장소를 자로 측정해보니 약 15cm로 확인이 되었고 해당 구간은 야간 사고 방지를 위한 표지가 되어 있지 않았습니다.
규격에 맞지 않게 만들어 놓은 고원식 횡단보도에서도 양산시민안전보험이 적용이 안 된다면 무엇으로 시민의 안전을 보장 받을 수 있습니까.",2022-11-18,"1. 귀하의 가정에 무궁한 발전과 행복이 가득하시길 기원드리며, 우리 시 시정 발전에 많은 관심을 가져주신데 감사드립니다.

2. 귀하께서 요청하신 “고원식횡단보도 설치불량에 따른 안전사고 배상요청” 건에 대하여 아래와 같이 답변드립니다.
o 안전사고 발생위치는 인도와 차도를 분리하는 경계석으로 판단되며, 고원식횡단보도를 확인한 결과 법정규격에 맞게 설치하였음을 알려드립니다.
o 또한, 도로 및 인도에서 발생한 안전사고 배상관련 문의는 도로관리과 소관업무임을 알려드립니다.

3. 추가 문의 사항이 있으신 경우 우리 시 교통과(☎055-392-2884)로 연락주시면 답변 드리겠습니다. 끝.
",2022-11-28,교통과
양산시 가산공원 가로등 점등 건의,"수고 많으십니다

21년에 가산공원가로등 점등관련 건의를 하였는데
신속한 조치에 다시 한번 감사드립니다

22년 올해도 가산공원 가로등이 점등이 안되는 구간이 있어
첨부와 같이 건의를 하니 빠른 조치를 당부드립니다
- 일몰후와 일출전 점등이 필요 합니다

감사합니다",2022-11-17,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2211-0567873)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 '가산공원 가로등 점등'에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대한 검토결과는 다음과 같습니다.
- 해당구간의 가로등은 중앙제어가 되지않고 각 개별로 작동하는 태양광 가로등으로 시간조절 등 조정하기위해서는 공사가 진행되야하는 사항으로 추후 예산확보하여 가로등을 정비할 계획임을 알려드리며, 앞으로도 수변공원을 쾌적하게 이용할 수 있도록 최선을 다하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 양산시청 건설하천과(☏055-392-2824)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-22,건설하천과
폐 배터리(차량용 납축전지) 수거 가능 여부 문의,"컴퓨터용 무정전 전원장치의 폐 배터리(납축 전지)의 처리 방법에 대하여 아래와 같이 문의 드립니다.

- 아 래 -

1. 재활용센터 등을 통한 임의 처분 가능 여부? (폐기물 처리 서류 발급이 안됨)
2. 정식적인 폐기물 업체를 통한 수거 및 폐기 증빙 서류 발급이 필요한지 여부?
3. 폐기물 처리후 폐기 증빙 서류를 개인이 보관해야 하는지 여부?",2022-11-16,"민원인이 취하서를 제출하여 취하처리하고 자체 종결 함
",2022-11-24,자원순환과
웅상두산타운 콜핑직선도로,"웅상두산타운 콜핑 직선도로 절실합니다
두산타운 주민들은 빙빙 둘러 다니고있습니다
넘 불편 한 실정입니다 꼭 힘좀 써 주십시요
감사드립니다 시장님의 노고에 더욱더
감사합니다",2022-11-16,"1. 항상 시정 발전에 관심 가져 주신 데 대하여 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 덕계~신덕계간 도로개설 요청건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 덕계동 362-10번지 일원의 웅상대로~덕계토지구획정리사업지구 구간에 대하여 일대 교통여건 개선을 위한 도시계획시설(도로)결정(변경) 용역을 추진 중에 있습니다.
나. 도시계획시설(도로)결정은 도로망 형성 · 용도지역 · 교통소통 등을 종합적으로 검토하여 결정하는 사항으로, 현재 교통수요 및 주변여건 등을 고려하여 적극 검토 중임을 알려드립니다.
다. 기타 문의사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3772)으로 연락주시면 성실히 답변 드리겠습니다. 끝.
",2022-11-23,도로시설과
덕계쪽과 신덕계쪽의 연결도로를 확장 및 개통해주세요,"2024년까지 분양된 아파트들의 입주가
끝나게 된다면 현재의 도로상황만으로는
극심한 혼잡과 불편함들이 예상됩니다
경동스마트홈 487세대 대승1차 790세대
두산1차 1337세대 두산2차 1122세대
트리마제1단지 1066세대 2단지 403세대
아파트만 5205세대의 미니신도시입니다
그리고 양산시 시의원 후보들의 필수공약 이기도 할만큼 중요한 부분임에 틀림없죠
지금이라도 양산시에서는 관심을 가지고
적극적으로 나서주셨으면 합니다
퍼스트 웅상을 내세우셨던 양산시장님의 말씀대로 사전 교통영향평가도 거쳐서 반듯이 개선이 되었으면 좋을것 같습니다
저희 지역은 다른 계획도시들과는 달리 접근하여 주시고 불편함이 예상되는 부분들은 신중하게 다시 한번 검토하여 주시길 간곡히 바라며 살기좋은 양산 그리고 동양산을 대표하는 타운으로
거듭나길 바래봅니다 그동안 이야기되어 오던 지역내 불균형도 없어졌으면 합니다",2022-11-15,"1. 항상 시정 발전에 관심 가져 주신 데 대하여 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 덕계~신덕계간 도로개설 요청건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 덕계동 362-10번지 일원의 웅상대로~덕계토지구획정리사업지구 구간에 대하여 일대 교통여건 개선을 위한 도시계획시설(도로)결정(변경) 용역을 추진 중에 있습니다.
나. 도시계획시설(도로)결정은 도로망 형성 · 용도지역 · 교통소통 등을 종합적으로 검토하여 결정하는 사항으로, 현재 교통수요 및 주변여건 등을 고려하여 적극 검토 중임을 알려드립니다.
다. 기타 문의사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3772)으로 연락주시면 성실히 답변 드리겠습니다. 끝.
",2022-11-23,도로시설과
덕계쪽과 신덕계쪽의 연결도로를 확장 및 개통해주세요,"2024년까지 분양되는 아파트들의 입주가 끝나게 되면 현재 도로 상황만으로는 극심한 혼잡과 불편이 예상됩니다.
경동스마트홈 487세대, 대승1차 790세대, 두산1차 1337세대, 두산 2차 1122세대, 트리마제 1단지 1066세대, 2단지 403세대 아파트만 5000세대이상되는 미니신도시입니다. 세대당 요즘은 거진 기본 2대 승용차를 가지고 있는 상황인데...출퇴근길 상상을 해보셨으면 좋겠습니다.
양산시 시의원 후보들의 필수공약이기도 할만큼 중요한 부분임에 틀림없습니다.지금이라도 양산시에서 관심을 가지고 적극적으로 검토해주시길 바랍니다.",2022-11-15,"1. 항상 시정 발전에 관심 가져 주신 데 대하여 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 덕계~신덕계간 도로개설 요청건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 덕계동 362-10번지 일원의 웅상대로~덕계토지구획정리사업지구 구간에 대하여 일대 교통여건 개선을 위한 도시계획시설(도로)결정(변경) 용역을 추진 중에 있습니다.
나. 도시계획시설(도로)결정은 도로망 형성 · 용도지역 · 교통소통 등을 종합적으로 검토하여 결정하는 사항으로, 현재 교통수요 및 주변여건 등을 고려하여 적극 검토 중임을 알려드립니다.
다. 기타 문의사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3772)으로 연락주시면 성실히 답변 드리겠습니다. 끝.
",2022-11-23,도로시설과
도로개설촉구,"2024년까지 분양된 아파트들의 입주가
끝나게 된다면 현재의 도로상황만으로는
극심한 혼잡과 불편함들이 예상됩니다
경동스마트홈 487세대 대승1차 790세대
두산1차 1337세대 두산2차 1122세대
트리마제1단지 1066세대 2단지 403세대
아파트만 5205세대의 미니신도시입니다
그리고 양산시 시의원 후보들의 필수공약 이기도 할만큼 중요한 부분임에 틀림없죠
지금이라도 양산시에서는 관심을 가지고
적극적으로 나서주셨으면 합니다
퍼스트 웅상을 내세우셨던 양산시장님의 말씀대로 사전 교통영향평가도 거쳐서 반듯이 개선이 되었으면 좋을것 같습니다
저희 지역은 다른 계획도시들과는 달리 접근하여 주시고 불편함이 예상되는 부분들은 신중하게 다시 한번 검토하여 주시길 간곡히 바라며 살기좋은 양산 그리고 동양산을 대표하는 타운으로
거듭나길 바래봅니다 그동안 이야기되어 오던 지역내 불균형도 없어졌으면 합니다",2022-11-15,"1. 항상 시정 발전에 관심 가져 주신 데 대하여 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 덕계~신덕계간 도로개설 요청건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 덕계동 362-10번지 일원의 웅상대로~덕계토지구획정리사업지구 구간에 대하여 일대 교통여건 개선을 위한 도시계획시설(도로)결정(변경) 용역을 추진 중에 있습니다.
나. 도시계획시설(도로)결정은 도로망 형성 · 용도지역 · 교통소통 등을 종합적으로 검토하여 결정하는 사항으로, 현재 교통수요 및 주변여건 등을 고려하여 적극 검토 중임을 알려드립니다.
다. 기타 문의사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3772)으로 연락주시면 성실히 답변 드리겠습니다. 끝.
",2022-11-23,도로시설과
사송 16번 버스 노선 관련하여 답을 받았습니다.,"지난번 민원에 대한 성의 있는 답변 잘 받아 보았습니다.
그러나 잘못된,실정에 맞지 않는 정보를 알고 계신것 같아서 다시 글 남깁니다.
시정이 되고 안되고의 여부를 떠나서 불편함은 인지 하고 계셔야 할것 같습니다.

답변 중
마.운행이력조회 결과 더삽데시앙 1단지 기준 8시경 도착하여 8시 22-25분 도착한다는 도착정보를 남겨 주셨네요.
정말 꿈같은 시간이고 그리 되면 얼마나 좋겠습니까.

상세히 답변 해주셨기에 저도 좀더 상세한 기록을 남겨보겠습니다.

요즘 아이들이 모바일기기 박사 아닙니까.그런 도착정보 앱하나 없이 버스를 타고 다니겠습니까.
최소 지난 한달여간 8시에 도착한적은,제기억으로는 한번도 없습니다.
있을수도 있으니 명확하다고는 말씀 드릴순 없으나 8시에 도착하지 않은적이 대부분이었다고는 확실하게 말씀드릴수 있겠네요.
8시 5분 또는 8시 6분은 8시와는 분명 다르죠.
아침 출근시간입니다.
자차로 등교시켜주었을때 15분여 걸립니다.
스마트 앱에 측정되는 소요시간은 실시간 출근시간 교통정보 반영이 아닌, 당연히 평시로 측정되어 있으니
답변주신분은 그걸 보셨던것 같네요.

그 시간대 양산역 주변에서 막히는지라 학교 도착 예정시간이 어느새 수분씩 늘어나는게 일반적입니다.
출근 시간 사정이야 다 아는 얘기아니겠습니까.
중요한건 8시에라도 탄다면 기대라도 해볼수 있겠죠.
8시 5-8분 버스는 그 몇분차이인데도 8시경 차와 막히는 정도가 좀 많이 다릅니다.

8시 5분 넘어서서 버스 타서 운좋아서 안막히면 30분경 내리고 막히기라고 하면 35-6분 됩니다.
(아이들끼리 8시 3분 넘어서면 택시타라고 얘기들 하는데 택시라고 뭐 있습니까.
그러니 대중교통에 기댈수 밖에 없고 이렇게 민원도 넣는 것입니다.)

학생이 운에 기대어 버스를 탈순 없으니 앞시간 차를 타고 가야합니다.
앞차 시간이 7시 45분 전후입니다.(배차간격이 15분이라 하니 그런가 하지만 저희가 측정한걸로 20분 이었습니다.47분경 버스 다음이 8시 5분-10분 버스 입니다.)
그 시간에 맞추면 되지.라고 말한다면 불편함을 모두 감수하고 살아라는 얘기와 다를 것 없을테니 그부분에 대한 얘기는 않는걸로 하겠습니다.
실정을 알아주셨음 좋겠고요.
버스회사측에 출근시간 배차시간 지켜달라 요청했단 얘기 듣고는 정말 놀랬습니다.
그 시간대 교통이 예측하기 어렵다는 거 다 아실테고 그래서 배차간격이 자꾸 벌어지고 안지켜지고,
안지켜지다 보니 노선추가등의 대안을 좀 세워주시라 글 올렸던건데
버스회사에의 통보라니요.
버스기사님들 가끔 신호도 어기고 달리십니다. 배차시간 지키려고 본인은 물론 여러사람 목숨담보로 일하시는거죠.
근본적인 원인은 덮어두고 취하셨다고 하신 조치가...최선이셨겠지만 많이 아쉽네요.

한가지 첨부하자면
범어 중부에서 들어오는 막차 시간좀 늘려주세요
고등학생들 학원이 9시 30분에만 끝나도 차 끊깁니다.",2022-11-15,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2211-0487857)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ‘사송지구 범어행 통학노선’에 관한 것으로 이해됩니다.
3. 귀하의 건의사항에 대하여 다음과 같이 답변 드립니다.
가. 귀하의 민원에 대한 답변은 실제 2022.11.7.~11 평일 5일간의 실제 운행이력 결과를 토대로 답변드렸으며, 부산대후문 07:30분 회차차량은 11.9.(수)에만 신주중 도착 8:33분이고, 나머지 4일은 모두 08:25분 이전에 도착되었습니다만, 귀하의 민원에 따라 금주 평일 5일간(11.14~18.) 재 확인 결과 월,화,수는 모두 08:25분 이후(08:28~39분)에 도착되어 등교가 어려운 것을 확인하였습니다.
나. 이에 운송업체에 등교 및 출근시간대 좀 더 조밀한 탄력배차 조정 및 부산대후문 회차시간을 07:30분에서 10분정도 당겨줄 것을 검토 요청드렸습니다.
다. 운송업체에서 운행시간표 조정을 검토 중인 상황이나, 현재 시간 보다는 좀더 범어지역 등교시간에 적합토록 조정될 예정이며, 이르면 12월 1일부터 조정 될 수 있도록 협의할 예정입니다.
라. 운행시간 변경 확정시 우리시 버스정보시스템 홈페이지(bus.yangsan.go.kr) 공지사항 및 차량내 홍보문을 통해 확인할 수 있음을 알려드리며, 향후 이용수요 증가시에는 좀 더 편리한 버스 이용이 가능토록 노력하겠습니다.
마. 다만, 막차시간의 연장의 경우 운수종사자의 법적 근로시간 등을 고려 증차가 수반되는 사항으로 단기간 조정이 어려운점 양해 부탁드리며, 증산차고지발 막차 21:30분에 출발하여 신주중 정류소까지는 15분 정도 소요됨을 알려드리오니 이용에 참조바랍니다.
4. 기타 문의사항은 교통과(☎392-3432)로 연락주시면 성실히 답변해 드리겠습니다. 끝.
",2022-11-18,교통과
도로신청합니다,"2024년까지 분양된 아파트들의 입주가
끝나게 된다면 현재의 도로상황만으로는
극심한 혼잡과 불편함들이 예상됩니다
경동스마트홈 487세대 대승1차 790세대
두산1차 1337세대 두산2차 1122세대
트리마제1단지 1066세대 2단지 403세대
아파트만 5205세대의 미니신도시입니다
그리고 양산시 시의원 후보들의 필수공약 이기도 할만큼 중요한 부분임에 틀림없죠
지금이라도 양산시에서는 관심을 가지고
적극적으로 나서주셨으면 합니다
퍼스트 웅상을 내세우셨던 양산시장님의 말씀대로 사전 교통영향평가도 거쳐서 반듯이 개선이 되었으면 좋을것 같습니다
저희 지역은 다른 계획도시들과는 달리 접근하여 주시고 불편함이 예상되는 부분들은 신중하게 다시 한번 검토하여 주시길 간곡히 바라며 살기좋은 양산 그리고 동양산을 대표하는 타운으로
거듭나길 바래봅니다 그동안 이야기되어 오던 지역내 불균형도 없어졌으면 합니다",2022-11-15,"1. 항상 시정 발전에 관심 가져 주신 데 대하여 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 덕계~신덕계간 도로개설 요청건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 덕계동 362-10번지 일원의 웅상대로~덕계토지구획정리사업지구 구간에 대하여 일대 교통여건 개선을 위한 도시계획시설(도로)결정(변경) 용역을 추진 중에 있습니다.
나. 도시계획시설(도로)결정은 도로망 형성 · 용도지역 · 교통소통 등을 종합적으로 검토하여 결정하는 사항으로, 현재 교통수요 및 주변여건 등을 고려하여 적극 검토 중임을 알려드립니다.
다. 기타 문의사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3772)으로 연락주시면 성실히 답변 드리겠습니다. 끝.
",2022-11-23,도로시설과
