제목,내용,작성일자,답변,답변일자,담당부서
양산부산대병원 인도정비건,"많은업무에 노고가 많으십니다
양부대 인도정비공사 는 무엇을 하는공사인지요?
지속적으로 파고 메우고 하는데
사람통행도 별로 없는데
궁금합니다",2021-11-19,"1. 평소 우리시정에 적극적으로 참여하여 주신데 대하여 감사드립니다.

2. 귀하께서 2021.11.19일자 접수하신 ‘양산부산대병원 인도정비건’이라는 제목으로 게재하신 사항에 대하여 아래와 같이 답변 드립니다.

- 물금 디자인공원 앞 회전교차로에서 부산대방향 직진차로는 3, 4차선이나 부산대병원 앞 오봉지하차도 옆 통행차선이 1차로 밖에 없어 현재 부산대방면 직진 4차선에만 차량이 정차하는 문제점이 있어 작년부터 교통혼잡 현상을 개선하고자 우리시에서는 오봉지하차도 옆 통행차선을 1차로에서 2차로로 확장하는 공사를 추진 중에 있음을 알려드리며 공사 완료시까지 다소 불편하시더라도 널리 양해하여 주시기 바랍니다.

3. 기타문의 사항이 있을 시 우리시 도로관리과 시설관리팀(☎055-392-2783)으로 연락주시면 성심을 다해 답변 드리도록 하겠습니다.
",2021-11-24,도로관리과
버스 노선(132번 폐지) 항의 드립니다.,"양산 물금쪽에서 부산 금정구 쪽으로 나가는 버스노선 중 132번이 폐지가 되었습니다.
16,17번이 있기는 하지만 석산 쪽은 지나가지를 않습니다. 그동안 석산 지역 주민들은
유일하게 한번에 금정구 쪽으로 갈수 있는 시내 버스 수단이었는데 갑자기 폐지는 무슨 이유인지요?
석산 주민들은 이때문에 한번에 갈수 있는 버스가 없어져 버렸습니다.
한번더 물금~석산~금정구 쪽으로 나갈수 있는 노선에 대해 한번더 고민을 해주셨으면 합니다.",2021-11-18,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2111-0579778)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ‘132번 노선폐지’에 관한 것으로 이해됩니다.
3. 귀하의 건의사항에 대하여 다음과 같이 답변 드립니다.
가. 금번 노선개편은 빅데이터(교통카드) 자료를 토대로 분석한 기종점 수요분석 결과를 근거로 수요가 많은 구간은 횟수를 증가시키고, 적은 구간은 환승연결을 고려하여 보다 많은 시민들이 만족할 수 있는 노선체계가 구축될 수 있도록 추진하였습니다.
나. 한정된 운행대수로 노선체계 효율화를 시행함에 따라 일부 노선의 단축 및 노선폐지가 발생되어, 기존 노선버스 이용객에 불편이 발생되는 점 깊은 양해 부탁드립니다.
다. 132번의 경우 연간 ‘20년 기준 연간 2억원의 손실액이 발생되는 노선으로, 교통카드 기준 기종점 수요 OD분석결과 부산구간(녹동마을~범어사역)의 승차비율은 12%, 하차비율은 21% 정도로 12월 1일부터 시행될 노선개편시 운행을 중단하고, 향후 사송지구 입주에 따른 수요 증가 등 여건변화 발생시 재 운행여부를 검토하기로 예정되어 있습니다.
라. 관내 물금-동면 석산구간은 8번, 26번(금오대교 경유, 증차를 통한 30분 간격)이 동면지역은 석금산순환 20번, 20-1번이 대체하고, 석산~부산 구간은 직행좌석(1100번, 1200번) 노선 및 다방삼거리 정류소에서 12번으로 환승 이용 부탁드립니다.
4. 기타 문의사항은 교통과(☎392-3432)로 연락주시면 성실히 답변해 드리겠습니다. 끝.
",2021-11-22,교통과
이런 조경 왜 하는건가요?,"예산이 남아서 조경하는 건 좋습니다. 우리 마을을 아름답게 꾸민다면 좋은 것이겠지요.
그런데 범어로 인도 여기저기에 심기 시작한 긴나무며 시든 잡초?들은 도대체 미관을 좋게 하는게 아니라
부조화스럽고 볼품없기 짝이 없습니다.
아파트들마다 조경을 잘 꾸며놓았고 담벼락을 따라 자연스런 조경이 형성되어있어
아파트들간 사이길 같은경우 낙엽이나 기타 잡초 관리만 잘해줘도 조경이 잘 어우러질것 같은데
몇달전부터 주위 조경을 전혀 고려하지않은 이 부조화스런 화단을 설치하고 있더군요.
기존 조경을 더 망가트리고 있는 이런 행정은 분명 예산 낭비로밖에 안보입니다.
조경전문가를 선정하여 외주를 준건지 이 나무랑 잡초들 선정 이유는 무엇인지 알고싶네요.",2021-11-18,"국민신문고에 게재된 민원 내용에 대하여 아래와 같이 답변하고자 합니다.

1. 민원내용
가. 제 목: 이런 조경 왜 하는건가요?
나. 신 청 자: 노 보 영
다. 민원요지: 도시바람길 숲 조성 범어구간 불만 사항
2. 답변내용
가. 안녕하십니까? 평소 시정발전에 관심을 가져 주신데 감사드리며, 귀하께서 건의
하신 민원내용에 대하여 다음과 같이 답변 드립니다.
나. 도시바람길 숲은 도시 내·외곽 산림(숲)의 신선하고 깨끗한 공기를 도심으로 유도·
확산할 수 있도록 연결된 숲을 조성하여 시민에게 쾌적한 도시 환경 제공을
위하여 시행 중인 사업으로,
다. 해당구역의 기존 보행자전용도로 및 광장 등에 활엽수 위주의 화단이 형성되어
있어 이를 보완하기 위하여 상록수를 추가 보식하였으며, 하부에 다층식재 개념
으로 수크렁, 모닝라이트억새, 풍지초 등 글라스류의 초본이 식재되었으나 식재
시기가 가을철이라 생육을 위하여 상부가 잘려있는 상태인 점 양지하여 주시기
바라며, 동절기 이후 새순이 올라오면 정상적인 화단으로 정착이 되어 도시미관
향상에도 기여할 것으로 기대하고 있습니다.
라. 기타 문의사항이 있으시면 양산시 공원과 도시녹화팀(☎055-392-2922)으로
연락 주시면 성심 성의껏 답변 드리겠습니다.

붙임 민원신청서 1부. 끝.
",2021-11-19,공원과
컨테이너때문에 주차공간이없음,"물금에 무이 카페에 갔는데 매장주차공간이 부족하더라구요
그래서 그앞에있는 주차공간에 차를대고싶어도..
컨테이너박스때문에 주차공간
다잡아먹더라구요(보기도 안좋고)
컨테이너박스만없어도 주차를2ㅡ3대는 더주차가능할거같네요
빠른조취부탁드립니다",2021-11-12,"1. 평소 시정발전에 많은 관심 가져주셔서 감사드립니다.

2. 귀하께서 2021.11.11.일자 신고하신 민원에 대하여 아래와 같이 답변 드립니다.
○ 귀하께서 제출하신 민원의 내용은 물금읍 물금리 673-19 일원 적치물(컨테이너) 단속요청에 관한 것으로 판단됩니다.
○ 해당 위치의 적치물(컨테이너) 단속 요청과 관련하여, 컨테이너 소유주에 대하여 확인 중에 있으며 조속한 시일 내 조치토록 하겠습니다.

3. 기타 문의사항이 있을 시 우리 시 도로관리과 도로운영팀(☎055-392-2755)으로 연락주시면 자세히 설명 드리도록 하겠습니다. 끝.
",2021-11-17,도로관리과
진입로 도로 포장 공사 요청,"학원 진입로 도로 상태가 매우 불량하여 차량 통행이 불편합니다.
도로 포장 공사를 정중히 요청 드립니다.",2021-11-12,"1. 귀하께서 요청하신 사항은 우리시 하북면 삼수리 331-1번지 일원 사유지내 현황상 도로로 이용중인 부지에 대하여 재포장 공사를 요청하신 사항으로 판단됩니다.

2. 상기 도로는 우리시에서 관리하는 법정도로가 아닌 사유지내 건축물 신축시 개인이 조성한 도로로서 사유지내 현황도로는 토지소유자인 개인이 관리하여야 하며, 현재로서는 공공성이 부족하여 도로 재포장 계획이 없음을 알려드립니다.

3. 아울러, 기타 문의사항은 양산시 지역재생과 지역활성화팀(☏ 055-392-2802)으로 문의하여 주시면 성실히 답변토록 하겠습니다. 끝.
",2021-11-22,지역재생과
가촌초등학교와 부영아파트 건널목 물고임,가촌초등학교와 부영아파트 건널목에 물고임이 장난아니네요. 오늘 12시반쯤 아이들 하교하는데 신발발목까지 물이고여 아이들 다 젖어 돌아가더군요. 차까지 지나가니 아이들 옷도 다 젖고... 아이들 통학하는 곳인데 물고임 처리 부탁드립니다,2021-11-08,"1. 평소 시정발전에 적극 참여하여 주신데 대하여 감사드립니다.

2. 귀하께서 2021. 11. 8. 「가촌초등학교와 부영아파트 건널목 물고임」 제목으로 게재하신 사항에 대하여 아래와 같이 답변 드립니다.
- 양산시 가촌초등학교 인근 건널목 물고임에 대하여 현장 확인하여 조치완료 하였습니다.

3. 기타 문의사항이 있으시면 도로관리과 도로보수팀(☎055-392-3744)으로 연락주시면 성심을 다해 답변 드리도록 하겠습니다. 끝.
",2021-11-08,도로관리과
황산공원 캠핑장 예약 추첨제로 변경 요청,"안녕하세요.
양산 황산공원 캠핑장을 즐겁게 이용하고 있습니다. 다만, 주말에 캠핑장 예약하기가 너무나 힘듭니다. 현재 선착순 신청방식을 하고 있는데요, 그러다보니 손이 빠른 사람은 계속 이용하는 일이 발생하는 것 같습니다.

그래서 추첨제로 배정하는 것은 어떤니 요청드립니다. 인근 울산시 공영 캠핑장의 경우 모두 추첨제로 운영하고 있습니다. 공영캠핑장은 보다 많은 시민들이 이용하는 것이 그 목적이니, 선착순 보다는 추첨제가 보다 더 공정한 방법이 아닐까 합니다.

한 번 고려해주시면 감사하겠습니다.",2021-11-08,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2111-0242211)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 민원주신 내용은 '황산공원 캠핑장 예약 추첨제 변경' 으로 판단됩니다.
3. 먼저, 황산캠핑장 이용에 불편을 드려 사과의 말씀 드립니다. 저희 황산캠핑장은 12월 예약분부터 전체 개방하여 예약접수를 받고 있습니다. 한정된 자리를 두고 많은 이용객이 주말에 몰리다 보니 예약이 힘든 점 충분히 공감합니다. 더 많은 이용객들에게 이용기회를 제공할 수 있도록 다양한 방법으로 운영하고 있습니다. 추첨제 도입에 대해서는 검토하였으나, 제반여건을 고려하였을 때 현재 예약시스템에 적용하기는 어려운 실정입니다. 현재 황산 캠핑장 확장에 대해서도 논의 중에 있으며, 추첨제 도입에 대해서는 추후 여건변화에 따라 재검토 할 수 있도록 하겠습니다. 항상 황산캠핑장 이용객에게 공정한 기회를 제공할 수 있도록 노력하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 추가 설명이 필요한 경우 양산시 시설관리공단 공원주차관리팀(379-8695)으로 연락주시면 성실히 답변 드리도록 하겠습니다. 끝.
",2021-11-12,건설하천과
시정제안: 양산시 디자인공원,"안녕하세요?
시정 제안 하나 드리고저 하오니 적극적으로 검토요망드립니다.
양산시 디자인공원에 최근 조성된 석가산
수경시설 광장에 좋은 노래가 상시 나올 수 있도록 음향시설을 검토 해주시면 좋겠습니다.
시민들이 좀 더 음악과 함께 힐링을 할 수 있기를 기대 해 봅니다
감사합니다.",2021-11-07,"평소 시정 발전에 관심을 가져 주심에 감사드립니다.
건의하신 디자인공원 내 음향 운영에 대하여 좋은 의견 감사드리며, 현재 음향기기가 설치되어 있지 않아 운영이 어려운 상황입니다. 추후 주변 여건 및 운영 타당성 등을 통해 시행 가능 여부를 검토토록 하겠습니다.
기타 문의사항 및 공원에 대한 좋은 의견 있으시면 우리 시 공원과 공원관리팀 (☎055-392-3182)으로 연락주시면 친절하게 답변 드리겠습니다.
",2021-11-15,공원과
증산역 풋살장 라이트 고장 수리,"야간 라이트가 너무 어두워서 한쪽은 어두워 공이 잘 보이지 않습니다.

시민의 안전을 위해 라이트 교체 및 밝아지게 수리 부탁드립니다.

수고하세요.",2021-11-04,"1. 귀 가정에 건강과 행복이 가득하시길 기원합니다.

2. 귀하께서 신청하신 “증산역 풋살장 조명 보수 요청” 민원에 대하여 아래와 같이 답변을 드립니다.

□ 답변 내용
증산역 전체 풋살장 조명을 점검해 본바 일부 조명이 보수 조치가 필요한 상태임을 확인하였습니다. 보수에 필요한 조명 부품 등을 조달 중이며, 이번 주 내에 보수가 완료되도록 조치 예정입니다. 조속히 보수하여 풋살장 이용에 불편함이 없도록 하겠습니다.

3. 기타 궁금한 사항은 물금읍 총무팀(☎055-392-7015)로 연락 주시면 성실히 안내해 드리겠습니다. 감사합니다. 끝.
",2021-11-09,물금읍
통도사에 열리고 있는 국화축제 유튜브 업로드 가능여부,"안녕하세요~ 최근 통도사에서 열리고 있는 국화 전시회 관람 잘했습니다.

다름이 아니고 여행 유튜브를 운영하고 있는데 전시회 촬영영상을 업로드 가능한지요?
(현재는 수익창출은 하고 있지 않지만 후에 가능성 있음)

가능하다면 어떤 방식(출처 표기 등)으로 해야 하는지 문의 드립니다.

ps. 전화 통화가 어려워 누리집으로 답변 부탁드립니다.",2021-11-04,"1. 평소 우리 시 시정업무 발전에 관심을 가져주셔서 감사드립니다.

2. 귀하께서 국민신문고를 통하여 신청하신(신청번호 1AA-2111-0131517) ""2021양산국화전시 유튜브 업로드 가능 여부.""에 대하여 다음과 같이 답변하고자 합니다.

3. 답변내용
가. 먼저 2021양산국화전시를 관람하시고 관심을 가져주셔서, 행사를 준비한 담당자로서 보람을 느낍니다.
나. 2021양산국화전시 촬영 영상의 유튜브 업로드는 가능합니다. 단 향후 발생할 수 있는 법적 책임에 관해서는 전적으로 업로더 본인에게 있음을 알려 드립니다.
다. 앞으로도 우리 시정에 많은 관심을 가져주시고 기타 궁금한 사항이 있을 경우 우리 시 농업기술과 도시화훼팀(055-392-5341~3)으로 연락주시면 친절히 답변드리도록 하겠습니다. 끝.
",2021-11-12,농업기술과
