제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
군부대 유휴지 활용 방안,"현황 및 문제점
군부대가 사용하던 건물이나 토지들이 있는데 그중 국토정중앙면 대월리 죽리초등학교 옆 군부대 유휴지에 대해 현재까지 활용계획이 없는것 같습니다
개선방안
국방개혁 2.0으로 군부대 유휴부지가 생겨나고 있는 현재에 양구에서 굴뚝없는 관광산업이 스포츠마케팅으로 많은 사람들이 찾아오고 있고, 또한 안보 관광지에도 관광객들의 호평이 이루어지는 가운데 코로나 19이전엔 양구의 방문인원이 연 50만명으로 추정하고 있습니다. 군부대 유휴지인 죽리초등학교옆 부지에 강원도에 없는 아울렛을 설치하여 지역경제에 활성화를 만들면 좋겠습니다. 쉽지는 않겠지만 양구에서 아울렛을 일부러 찾아가는 사람이 있듯 양구에 아울렜이 있다면 일부러 찾아오는 사람들이 관광후 쇼핑으로, 쇼핑후 관광과 먹거리로 이어지며 지역경제는 활성화 될 것 입니다
*아울렛이 어렵다면 가전제품 판매장도 검토해 보아주셨음 합니다
기대효과
지금보다 더 많은 사람들이 아울렛을 찾고, 찾아온 사람들이 양구에 대한 관심으로 볼거리와 즐길거리와 만나고, 양구만의 먹거리를 통한, 더 많은 사람들이 양구를 찾아 상경기가 활성화 되어 풍요로운 양구가 될 것 입니다",2022-04-27,"1. 안녕하십니까? 양구군의 군정발전을 위한 관심과 제안에 감사드립니다.

2. 귀하께서 국민신문고에 신청하신 제안인 ‘군부대 유휴지 활용방안’에 대한 양구군 검토의견을 다음과 같이 알려드립니다.

- 귀하의 제안내용은 죽리초등학교 옆 군부대 부지에 아울렛 조성에 관한 것으로 이해됩니다. 이에 대한 검토사항을 다음과 같이 안내드립니다.

- 첫째, 아울렛은「유통산업발전법」제8조에 따라 대규모점포(매장면적의 합계가 3,000㎡이상) 등록시 유통상생발전협의회 또는 전문가 및 이해관계자 의견청취 후 상권영향평가를 통해 타당성검토 후 등록 가능합니다.

- 둘째, 대상지(양구읍 국토정중앙면 죽리)의 국토계획법에 따른 지역지구는 농림지역으로 「국토의 계획 및 이용에 관한 법률」시행령 제71조 1항20호 및 「양구군 도시계획조례」별표20호의 근거에 따라 현재 판매시설[「건축법 시행령」별표1(제3조의5관련) 제7호]은 불가합니다.
* 단, 제1종 근린생활시설에 해당하는 바닥면적의 합계가 1천 제곱미터 미만인 소매점[「건축법 시행령」별표1(제3조의5관련) 제3호 가.]은 가능, 따라서 아울렛 조성을 위해서는 용도지역변경이 필수적이며, 이를 위해서는 단계별·체계적 사전 준비가 펼요한 상황입니다.

- 셋째, 해당부지는 「토양환경보전법」에 따라 토양오염정밀조사명령 기간으로 행정처분 이행 중이며, 정밀조사명령 이행 후 토양정화명령 시 최소 2년이 소요될 것으로 예상됩니다.

- 넷째, 「국유재산법 시행령」 제40조 및 「징발재산법」·「국보위수용토지법」에 군부대 유휴 부지를 지자체가 수의계약으로 매입하기 위해서는 해당사업이 ‘공익사업’으로서의 요건을 갖추어야 하는 바,
① 아울렛이 주민 모두가 이익을 얻을 수 있는 공익사업에 해당하는지 여부를 검토하여야 하고,
② 아울렛 유치로 인한 긍정·부정적인 요인 등을 예측하여야 함은 물론 지역사회에 끼치는 영향 검토 및 지역여론 수렴 등 사업 추진 여부에 대한 장기적·종합적 검토가 필요한 사항입니다.

- 이와 같은 사항을 종합적으로 판단해 볼 때 군부대 유휴지 활용방안으로 아울렛을 조성하는 것은 우리군이 장기적인 과제로 삼아 추진여부를 종합적으로 판단해야 할 사항임을 알려드립니다.

3. 귀하의 소중한 제안에 감사드리며, 기타 궁금하신 사항은 양구군 기획감사담당관(033-480-2172)로 연락하여 주시기 바랍니다.",2022-05-24,양구군,답변완료
자전거 도로진입 계단 경사로 보완 제안,"현황 및 문제점
기존의 자전거 도로로 진입하는 계단에 자전거 전용 경사로는 직진이라서 어르신들이 이용하기에는 한계가 있습니다. 즉 노약자들은 경사로가 길지는 않지만 중간에 바퀴가 쉽게 굴러가도록 만들어져 있어 노약자들이 한번에 이용하기에는 어려움이 있어 아주 낮은 계단식으로 만들어지면 이용이 수훨 할 것 같습니다.
경사로에 자전거가 빨리내려가지 않도록 오르막엥 조금씩 걸려서 쉽게 노약자들이 쉬엄 쉬엄 올라가도록 빗금친 것처럼 약간 걸리게 이동하도록 만들어지면 좋겠어요
개선방안
1. 자전거 계단 경사로 이동로를 아주 낮은 계단식으로 보완
기대효과
1. 노약자들의 안전한 자전거 이용
2. 자전거 이용자들의 안전확보",2022-04-22,"1. 춘천시를 향한 귀하의 열정과 관심에 깊은 감사의 말씀드립니다. 자전거 도로진입 계단 경사로 보완 제안에 대하여 다음과 같이 회신하여 드립니다.

2. 귀하께서는 '노약자를 위해 자전거 경사로를 보완하자'는 내용으로 제안해주셨습니다.

3. 귀하께서 제안하신 사항을 검토한 결과는 다음과 같습니다.

가. 자전거 경사로는 자전거의 통행 및 이동이 불편한 장소 등 계단에 설치하여 자전거 이용자의 원활한 통행과 편리성을 제공하는 공공시설물입니다.

나. 그러나 자전거 경사로를 낮은 계단식으로 만든다면 계단을 올라가는 시민분들의 입장에서는 오히려 더 큰 힘이 들어 불편을 초래하여 이용자의 원활한 통행을 방해할 수 있을 것으로 생각됩니다.

다. 모든 시민분들이 이용하는 시설물인 만큼 노약자분들의 입장에서도 안전하게 이용할 수 있도록 자전거경사로 설치 시 각도를 더 완만하게 설치하여 이용에 불편함이 없도록 노력하겠습니다.

4. 위와 같은 사유로 귀하의 제안을 즉시 수용하지 못하는 점을 널리 이해하여 주시기 바라며, 이밖에 문의사항은 춘천시 생활교통과 보행자전거팀(033-250-4271)으로 문의주시면 성실히 답변 드리겠습니다.

붙임 국민제안신청서 1부. 끝.",2022-05-25,춘천시,답변완료
원주시제안제도운영조례 중 불합리한 조항 개정으로 제안의 활성화,"현황 및 문제점
(현 황)
1.국민제안 규정제2조(정의)제1항 나호 및 다호 내용
나호 : 접수하려는 기관이 이미 채택했던 제안과 내용이 동일한 것.
다호 : 접수하려는 기관이 이미 시행 중인 사항이거나 기본 구상이 이와 유사한 것.
2.원주시 제안제도 운영 조례 제2조(정의)제1항
나호 : 시.중앙행정 기관, 다른 지방자치단체에서 이미 시행 중이거나 채택된 제안 또는 기본 구상이 이와 유사한 것.
(문제점)
1. 원주시 제안제도 운영 조례 제2조(정의) 제1항 나호는, 상위 법인 국민제안 규정제2조(정의)제1항나호 및 다호의 내용을 벗어나 유효성
이 없는 내용으로 원주시의 적극행정면이 있는 판단기준인 규정의 해석,적용 측면 (불합리한 규정과 절차.관행을 스스로 개선 하려는
행위)에 모순으로 제안제도가 위축될 수가 있습니다.
개선방안
원주시 제안제도 운영조례제2조(정의)제1항나호를 아래와 같이 개정한다.
(현 행)
시,중앙행정기관,다른 지방자치단체에서 이미 시행 중이거나 기본 구상이 이와 유사한 것.
(개 정)
1.원주시가 이미 채택했던 제안과 내용이 동일한 것.
2. 원주시가 이미 시행 중인 사항이나 기본 구상이 이와 유사한 것.
※참고 자료 : 경기도 제안제도 운영 조례.
기대효과
○ 시민중심의 적극적 행정으로 제안제도가 활성화 된다.
○ 법질서의 확립으로 행정에 신뢰가 향상된다.",2022-04-20,"1. 먼저 원주시의 제안관련 업무에 관하여 소중한 의견을 주셔서 감사합니다.

2. 귀하께서 제안하신“원주시 제안제도운영조례」중 불합리한 조례 개정으로 제안의 활성화 제안”에 대한「원주시 제안제도운영조례」 제2조(정의) 나목에 대해 2022년 12월 「국민제안규정」개정과 동시에 조례 개정을 할 예정입니다.

3. 귀하의 소중한 제안에 다시 한번 감사드리며, 기타 문의사항이 있으실 경우 기획예산과(033-737-2173)로 연락 주시면 성심성의껏 답변해 드리겠습니다. 끝.",2022-05-19,원주시,답변완료
공중장소 간판 한자 정정,"현황 및 문제점
2022.4.16(토) 강원도 동해시 추암 촛대바위 관광을 갔습니다.
우연히 그곳 해변가 공중화장실 간판 한자 표기가 잘못되어 있음을 발견했습니다.
(삼척시 덕적봉 해변가 화장실하고 혼돈이 좀 오는데, 추암 해변가의 화장실이 맞는 것 같습니다.)
化粧室이 올바른데 化裝室로 잘못 표기되어 있으니 정정바랍니다.
化粧室이라는 한자 단어는 현대 중국어이면서도, 우리나라 및 중국의 한자어 단어입니다.
그래서 化裝室이라는 것은 우리나라 사람들에게나 중국인에게 모두 맞지 않는 한자어가 되겠습니다.
개선방안
오기 한자어 정정
기대효과
오기 한자어 정정",2022-04-16,"1. 평소 시정에 깊은 관심을 보내주신 귀하께 감사드립니다.
2. 귀하께서 제안하신 화장실의 한자어 표기를 확인 한 결과, 오기 표기임을 확인하여 수정하였습니다.
3. 앞으로 유사한 사례가 발생하지 않도록 주의하도록 하겠습니다.


붙임 국민제안신청서. 끝.",2022-04-29,동해시,제안실현
동해선 철도 강릉~동해구간 정동진경유 직선화 제안,"현황 및 문제점
1. 동해중부선과 동해북부선 철도의 건설이 진행되고 있고, 강릉과 동해에도 KTX가 운행하게 되면서 현재 운영중인 강릉~동해~삼척 구간의 직선화 및 고속화 개량도 요구되고 있습니다.
2. 하지만 현재 강릉~동해 구간은 곡선이 너무 많고 지형 및 시설물 등에 의한 제한이 많아 개량을 하기 매우 어려운 상태입니다.
3. 그렇다보니 직선신선을 건설하여 이설하는 방안이 나오고 있습니다.
4. 얼마 전에 국가철도공단에서 제시한 직선화 계획안을 보게 되었는데 그 방안에서 정동진을 경유하지 않는 것을 보게 되었습니다.
5. 정동진은 관광지로 인기있는 곳입니다. 열차를 이용하여 정동진역 및 해수욕장을 방문하는 여행객도 많고, 해돋이 장소로 아주 인기있는 곳인데 정동진역이 없어진다면 여행객들의 불편이 발생하고, 정동진역의 폐역에 대한 논란과 반대가 발생할 것이라는 생각이 들었습니다.
6. 그래서 직선화를 하면서 정동진도 경유하는 노선방안을 제안합니다.
개선방안
1. 이설할 (신)정동진역을 정동진하수처리시설 남서쪽으로 위치시킵니다.
2. 직선화 구간은 강릉 강동면 하시동리에서 시작하여 안인화력발전소 남쪽을 지나고 괘방산과 대양산을 터널로 통과한 후 정동진하수처리시설 남서쪽의 (신)정동진역으로 이어지도록 합니다.
3. (신)정동진역 남쪽으로 속동산을 터널로 통과하여 이설할 (신)옥계역으로 연결되도록 합니다.
4. (신)정동진역은 교행이 가능한 복선 또는 그 이상의 선로를 설치하고, 많은 이용객 및 방향편의를 고려하여 상대식(또는 쌍섬식)승강장으로 설계합니다.
5. 그리고 직선화 이설을 하면 폐선될 안인진~정동진 구간의 해안철도(약 7km)는 관광용으로 개발하여 해운대블루라인파크의 해변열차처럼 전용관광열차를 운영하면 아주 좋을 것입니다.
기대효과
1. 정동진역이 없어짐으로 인해 발생하는 정동진을 방문하는 여행객들의 불편을 발생시키지 않게 됩니다.
2. 강릉과 옥계 사이는 20km가 넘는데 추후 열차의 운행량이 늘어날 것을 고려한다면 교행을 할 수 있는 역이 많을수록 좋고, 그 곳에 정동진역이 추가되면 열차운행을 더욱 많이 할 수 있으며, 열차의 운행시간관리에도 효율적일 것입니다.
3. 동해선 부전~고성 전구간이 개통하면 운행열차가 많아지고, 정동진역을 이용하는 여행객도 더욱 늘어날 것입니다.",2022-04-13,"1. 귀하의 창조적인 발전을 기원합니다.

2. “동해선 철도 강릉~동해구간 정동진 경유 직선화” 관련 고견을 주신 것에 대해 감사드립니다. 국민제안규정 제2조에 따르면 ""국민제안""이란 국민이 정부시책이나 행정제도 또는 행정운영의 개선을 목적으로 중앙행정기관의 장, 지방자치단체의 장 또는 교육감 (이하 ""행정기관의 장""이라 한다)에게 제출하는 창의적인 의견이나 고안으로 되어 있어 귀하께서 신청하신 내용은 국민제안이라고 보기에는 다소 어려운 점이 있습니다.

3. 제안하신 사항과 관련, 제4차 국가철도망 구축계획에 반영된 “동해선 삼척~강릉 고속화 사업”은 현재 사전타당성 조사 용역 추진 중으로(주관: 국가철도공단), 주관기관과 협의하여 귀하의 의견 또한 검토 될 수 있도록 하겠습니다.

4. 기타 궁금하신 사항이나 문의 사항이 있으시면 강릉시 특구개발과 철도TF부서(033-640-5860)로 연락 주시기 바랍니다. 끝.",2022-04-19,강릉시,답변완료
왕산면 천문대 설립에 대한 의견 입니다,"현황 및 문제점
몇 달 전, 구정면 천문대 설립 계획 PPT를 국민신문고에 제출했던 사람입니다.

답변으로 왕산에 천문대를 설립 예정이라는 답변을 받았습니다.

그 답변에 대한 제 의견은 이렇습니다.
타 지역에서 KTX를 이용, 특히 서울 경기 지역 청년층의 관광객들은 강릉시의
경포해안이나 주변 바다를 타겟, 반복적으로 방문 하는 것으로 알고 있습니다.

천문대를 구정면에 설립 해야만 한다는 말씀을 드리려는 것은 아닙니다.
그러나 바다와는 거리가 멀리 떨어져 있는 왕산에 천문대를 설립하는 것에는 반대라는 의견입니다.

강릉시 주변의 타 지역 천문대와 같은 성격의 천문대를 세우실 계획이 아니라면
강릉시 지역 주민들도 교통이 불편하여 잘 가지 않는 곳에 천문대를 설립할 필요가
있을까 하는 생각입니다.

제 PPT에서 계획했던 일반 천문대가 아닌 메타버스 시대에 맞추어 가상현실을
체험할 수 있는 천문대라면 관광객들의 편의를 위해서 강릉시의 교통이 편리한 장소를
선택해야 하지 않을까라는 의견입니다

감사합니다
개선방안
메타버스 시대에 맞는 천문대 설립은 강릉시에서 가까운 교통이 편리한 장소여야 한다
기대효과

일반 천문대가 아닌 메타버스 시대에 맞추어 가상현실을
체험할 수 있는 천문대라면 관광객들의 재 방문 효과를 볼 수 있을 것이다

감사합니다",2022-04-13,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 제안(신청번호 1AB-2204-0007902)에 대한 답변을 다음과 같이 알려드립니다.

2. 시정발전을 위해 소중한 제안을 주신 귀하께 감사드리며 제안해주신 내용의 요지는 강릉시 왕산면 천문대 설립에 대한 의견으로 이해되며 검토한 결과를 아래와 같이 알려드립니다.

3. 기 답변내용 중 강릉시 왕산면 일대 유사한 관광자원이 있다고 말씀드린 부분은 최근 왕산면 안반데기 일원에 별보기 야간 자연경관 명소로 많은 관광객들이 찾고 있다는 것을 설명드린 것으로 별도의 장비나 시설을 갖추고 있지 않는 자연관광지이며, 현재 왕산면에 천문대 설립 계획은 없음을 알려드립니다.

4. 위와 같이 해당 관광자원에 대한 구체적인 설명이 부족하여 왕산에 천문대를 설립 예정이라는 의미로 다소 오해의 소지가 될 수 있는 부분이 생겼던 점에 대하여 양해 부탁드립니다.

5. 기 설명드린 바와 같이 천문대 테마파크 신규 조성 및 메타버스 시대에 맞추어 가상현실을 체험할 수 있는 천문대 조성을 위해서는 시행주체 및 수요의 확보, 부지선정에 대한 고려, 사업추진에 대한 효과성, 각종 인허가 및 법령 검토, 예산 확보 등 관련 사항에 대하여 중장기적인 면밀한 검토가 필요한 사항으로 현재 귀하께서 제안하신 사업을 추진하기에는 어려움이 있습니다.

6. 이와 같은 사유로 귀하의 제안을 시정에 반영하지 못하는 점 양해부탁드리며, 거듭 의견 주심에 감사드리며, 궁금하신 사항이나 문의사항은 관광과 관광기획부서(033-640-5420)으로 연락주시면 정성을 다해 답변 드리겠습니다. 감사합니다. 끝.",2022-04-21,강릉시,답변완료
양군군 천문대캠핑장 예약시스템,"현황 및 문제점
매일 2시까지 홈페이지로만 예약을 받아요
캠핑장 이용이 가능하며 직원도 계신데요
급히 자주가던 캠핑장 이용이 어려워 캠핑장예약을 하려고전화드리니 캠핑장 자리는 있지만 홈페이지로만 예약받아서 이용곤란하다고해요
개선방안
군에서 운영하고 직원도 상주하는거 같은데 코로나로 지역경제도 어려운데 관공서에서 운영하는 캠핑장은 유연하게운영했으면합니다
기대효과
지역경제활성화
공무원신뢰회복",2022-04-08,"1. 안녕하십니까? 양구군의 군정발전을 위한 관심과 제안에 감사드립니다.

2. 귀하께서 국민신문고에 신청하신 제안에 대한 양구군 검토의견을 다음과 같이 알려드립니다.

3. 현행 예약 시스템은 2017년부터 시행된 내부 운영방침으로 예약의 일괄성, 투명성을 위해서 홈페이지로 예약 접수되고 있습니다. 또한 천문대 야영장은 공공기관에서 운영되는 캠핑장으로서 지역위탁사업자 캠핑장 활성화를 위한 부분도 고려하여 조치된 사항입니다. 따라서 귀하께서 제한하신 예약시간 변경은 불가 됨을 알려드립니다.

3. 소중한 제안에 감사드리며, 기타 궁금하신 사항은 양구군 관광문화과(033-480-7256)로 연락주시면 안내해 드리도록 하겠습니다.",2022-04-25,양구군,답변완료
교동 솔올교차로 교통섬 이동 문제,"현황 및 문제점
교동 택지에서 강릉원주대 쪽으로 넘어가는 솔올교차로 구간 교차로 통행량이 많이 항시 정체가 일어납니다.

택지에서 원주대치과대학으로 직진방향 양방향 전부 2차선 도로 인데,,, 신호등 교통섬 위치로 인해 1차선으로 줄어들어 교통정체가 교동광장로 전체로 이어지고 있습니다.

개선방안
교차로 삼각 교통섬을 한 차선 옆으로 이동을 하면 진 출입 전부 2차선이라 원활한 차량이동이 가능할 꺼라 생각합니다.
기대효과
삼각 교통섬 이동으로 인해 교동광장로 정체가 줄어들어 출퇴근 하는 강릉시민분들이 조금더 안전하게 이동할수 있을듯 합니다.",2022-04-08,"1. 도로행정에 관심을 가져 주시는 귀하께 감사드립니다.
2. 국민제안을 통해 제안한 사항(1AB-2204-0003910)에 대하여 답변드리면 교동택지에서 솔올교차로 가는 차선이 1차선 좌회전, 2차선 직진, 3차로는 우회전 차선으로 교통섬만 이동하면 직진구간이 2차선이 되지만 솔올교차로에서 우회전 차량 또한 정체되는 현상이 발생할 수 있어 종합적으로 검토가 필요한 상황 임을 알려드립니다.
3. 기타 궁금한 사항은 도로과 도로관리팀(640-5382)로 연락주시면 답변해 드리겠습니다. 끝.",2022-04-29,강릉시,답변완료
새 바우길 제안드립니다,"현황 및 문제점
전국에 바우길만한 길이 있을까 싶습니다.
바우길 관련해 지극히 사견임을 전제로 새로운 길 하나 건의드려 봅니다.
기존 바우길의 단점으로 접근성이 떨어지거나, 혼자 걷기에 부담스럽고, 중도 포기가 어려움 등을 꼽을 수 있습니다.
개선방안
건의드리는 길은 물론 기존 길들과 다소 중복되지만 다음과 같은 장점이 있다는 생각입니다.
①강릉의 여러 멋을 온전히 즐길 수 있고 ②시작과 종착이 같으며(특히 중간 아무 곳에서나 출발 가능) ③접근이 매우 용이하며(특히 타지 사람들이 찾기 쉬움) ④혼자 걷기에도 안전하고 ⑤힘들면 언제든 중간에 그만둘 수 있습니다.
총 연장 20㎞가 조금 넘는데, 모두 평지라 난이도는 평이합니다.
가칭 ‘오색오감길’이라 이름도 붙여봤습니다.

☞오죽헌→메타세콰이어길→경포호수길→솔밭길→천변길→밭두렁길→경기장길→오죽헌
▶오죽헌→메타세콰이어길→경포호수→강문솟대다리→죽도봉→이마트→한솔초등학교→삼호아파트→강릉종합운동장→위촌천→강릉오죽한옥마을→오죽헌

지도 첨부했습니다.
기대효과
바우길의 대중화에 좀더 기여할 것으로 기대합니다.

감사합니다.",2022-04-06,"1. 우선 우리시 관광발전에 많은 관심을 가져주시는 귀하께 감사드립니다.

2. 귀하께서 국민신문고를 통해 제안해 주신 안(신청번호 1AB-2204-0002732)에 대하여 다음과 같이 답변 드리겠습니다.

3. 우선 귀하께서 제시하여 주신 강릉의 훌륭한 관광자원을 활용한 관광개발 고견에 대하여 깊이 감사를 드립니다. 관련 사항에 대하여 중장기적으로 종합적인 검토가 이루어져야 할 부분이므로 향후 검토하여 강릉 관광산업 발전을 위한 자료에 적극 반영하도록 노력하겠습니다.

3. 항상 강릉 관광발전에 관심을 가져주셔서 감사드리며, 기타 궁금하신 사항이 있으시면 강릉시청 관광과(033-640-5126)로 연락주시면 성심성의껏 답변 드리겠습니다. 감사합니다.",2022-05-06,강릉시,답변완료
강릉시 폐현수막 처리,"현황 및 문제점
1. 대선 현수막, 불법 현수막, 강릉시 지방선거 현수막 등 다수 현수막이 사후 단순
폐기되고 있음
2. 올해 2번의 선거로 발생하는 선거 벽보와 공보물, 현수막으로 2만8천84t의 온실
가스가 배출되고, 이는 5억4천만개의 플라스틱 일회용 컵 사용으로 인한 탄소
배출량과 같음(출처: 녹색연합 성명서)
개선방안
1. 공공 근로 인력 등(그 외 취약계층)을 확충, 교육을 통해 시 차원에서 이러한
폐현수막을 활용해 제품을 제작함
2. 활용 제품
1) 식목일 묘목 나눔 행사 등에 쓰이는 화분 대용품
2) 염화칼슘, 모래 등을 섞은 제설용품
3) 커피축제, 문화재야행 등 지역 행사에서 배부 혹은 판매하는 상품들의 포장재
(포장지, 봉투 등)
4) 그 외 장바구니, 앞치마 등의 제품
기대효과
1. 취약 계층의 경제 활동 활성화를 도모함
2. 지역 축제 등에서의 폐현수막 활용을 통한 강릉시의 친환경 이미지 제고
3. 강릉시 폐기물 배출량 감소 및 환경 오염 감소",2022-04-01,"1. 환경보전을 위해 노력하시는 귀하께 감사를 드립니다.

2. 귀하께서 국민신문고를 통해 문의하신 ‘폐현수막 재활용’ 건에 대해 아래와 같이 알려드립니다.
가. 우리시에서는 폐현수막을 폐기물 재활용 업체를 통해 시멘트회사 연료로 사용중에 있으며,
나. 올해 선거로 발생하는 현수막은 관내 자활단체 협조를 통해 재활용 마대를 제작하여 종량제봉투에 담기 어려운 대형폐기물 수거용 등으로 사용할 예정임을 알려드립니다.

3. 귀하의 내용은 이미 추진 검토중에 있는 사항으로 제안 수용하지 못하는점 양해하여 주시기 바라며, 귀하께서 제안한 내용을 향후 재활용 시책 등에 적절히 검토·활용하여 반영될 수 있도록 노력하겠습니다.

4. 다시 한번 환경보전에 관심을 가져주셔서 감사드리며, 기타 문의사항이 있으시면 자원순환과(033-640-4523)로 연락주시면 성실히 답변드리겠습니다. 끝.",2022-04-12,강릉시,답변완료
