제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
횡성군에서 활동중인 생황지원사에 대해서 어려운점을 건의 합니다,"현황 및 문제점
생활지원사에 대해 한 말씀 올리겠습니다. 현재는 점심시간을 30분만 주워지면서 멀리있는 지원사는 점심식사 조차도 제대로 하지 못하고 퇴근시까지 식사도 못하고 퇴근해서야 식사를 하곤 합니다.
독고노인을 위해서 헌신하고 있습니다.
과연 여러분은 점심시간이 얼마나 되는지요
당신들과 똑같은 사람인데 왜 독고노인을 위해서 일하시는 생활지원사 님들은 점심시간이 30분 밖에 되지 않은지요 너무 궁금합니다 이글을 보고 계신분도 점심시간이 30분인가요?
아닐거라 생각합니다
또하나 이글을 보신분은 업무시간이 얼마나 이신가요 몇 시에 업무시작하기에 몇분까지 업무하시는 공간에 위치해야 하는지요
하물며 점심도 제대로 먹지 못하고 독고노인을 부모님 처럼 모시는 생활지원사는 언제 어디서 업무를 시작하는 아시는지요
매일 첫 방문해야 하는 어르신집 앞까지 도착후 업무가 시작입니다
사무실에 일하시는 분들 독고노인들 어려움을 아시는 지요 생활지원사 정말 어렵습니다
간혹 남편까지 지원해서 어려움을 해결하기도 하지요 화장실 갈 시간도 없어서 점심시간까지 기다리다 겨우 화장실 가는경우가 태반입니다 . 이런 사실을 아시는지요
중간 간부들에 의한 생활지원사는 갑질의 피해자가 될수 밖에 없습니다
생활지원사를 관리하시는 분들이 횡성군에 근무중인 사회복지사라 합니다
생활지원사들은 보통 나이가 사회복지사보다 나이도 많고 오히려 더오래 근무하시는 분들도 많습니다
생활지원사들에게 반말하는것은 물론이고 폭언도 서슴치 않는다고 합니다
현장에서 어르신들과 소통하면서 부모님처럼 모시는 생활지원사에게 갑질이라니요 복지사들 각성해야 할필요가 있네요
생활지원사도 사람입니다 당신들이 함부로 해야할 사람이 아니에요
서로 소통하고 함께 지원함으로서 외롭고 어려운 독고노인을 보필하는것이 올바른 부분이 아닌가 싶네요
과연 생활지원사가 차량을 운용함에 있어서 유류비는 정확히 지원되나요
독거노인의 생활에 필요한 이동소요는 모두 생활지원사가 하고 있다는것은 아는지요
그런부분의 유류비는 지원되는건가요 지금까지 제가 지켜본 바로는 아니라고 답하고 싶네요
생활지원사분들 본인들의 마음으로 유류비 생각도 안하면서 근무하고 있어요
공무원으로써 개인사비을 털어서 쓰는 공무원이 얼마나 되시나요
생황지원사는 지금껏 사비를 털어가면 업무하고 있습니다
독거노인의 어려움을 지원사가 얘기하면 건의해서 조치하나요
점심식사도 못하고 일하는 생활지원사가 많습니다
조금이라 상급자라고 해서 하급자에게 갑질하는것 이것은 아닌것 같습니다
부디 올바른 횡성군 정치가 이루어졌으면 하는 바램입니다
개선방안
>점심식사 시간은 명확히 선정하고 가정이든 식당이든 어디서 든지 식사할수 있도록 여건을 보장해주십시요
적어도 점심시간은 1시간은 주워져야 하지 않나요
이글을 보신분들은 점심시간을 1시간 준다고 해서 1시간을 추가로 일하는지요 그렇지 않은다고 생각합니다.
>지원사 개인이 자가 차량으로 움직여서 독거노인의 생활 용품을 산다든지 또는 사다 드린다는 부분,또는 함께 병원에 가서 치료를 함에 지원해주는 부분에서 추가적인 유류지원이 필요할것 같습니다
> 지원사도 사람입니다 관리하시는분들은 지원사들의 인격을 존중하고 배려 해야 되겠습니다 갑질은 안되지요
기대효과
사람다운 사람으로 근무하면서 내 부모처럼 독거노인을 보살핀다면 더 나은 횡성군이 되지 않을까요
내 가족 , 내사람이 누군가에게 갑질을 당하고 있다고 생각하면 기분 나쁘지 않겠습니까?
사람은 누구나 존중받고 존경 받아야 합니다 왜? 누군가의 소중한 사람이기 때문입니다.
독거노인들은 딸 아들 보다 지원사가 더 좋고 잘해 주신다고 합니다
어쩔때는 임종을 앞에 두고 모시는 분들도 있습니다
살아생전에 많은 정을 두고 부모님 모시듯 했으니 돌아가시는 모습을 보면 생활지원사님들 모두 얼마나 마음이 아프겠습니까?
윗분들은 잘모릅니다 생활지원사들에게 더욱더 많은 배려와 존중이 함께 하기를 바랍니다
횡성군에 머물고 싶은 한사람이 이글을 올립니다",2023-01-06,"1. 귀 가정에 항상 행복이 가득하길 기원 합니다.

2. 제안하여 주신 노인맞춤돌봄서비스 생활지원사에 대한 처우 개선 방안을 검토한 결과
아래와 같이 답변드리오니 참고하시기 바랍니다.

- 제안사항 -

○ 생활지원사 점심시간(1시간) 보장
→ 노인맞춤돌봄서비스 생활지원사는 업무시간이 일 5시간이며 오전 10시~오후 3시30분(30분 휴식시간)까지 업무를 보고 퇴근하게 됩니다. 30분 휴식시간에 대해 2023.01.16일~01.25일까지 각 수행기관을 통해 생활지원사 총64명의 의견을 수렴한
결과 전원 현재의 방침대로 운영되길 바란다는 결과가 나왔습니다. 혹여 수행기관의 방침때문에 어쩔 수 없는 선택이었다면 주저하지 마시고 해당 수행기관에 말씀하셔서 1시간 점심시간을 갖고 오후 4시에 퇴근하셔도 무방합니다.
○ 유류비 추가 지원
→ 도내 모든 지자체는 생활지원사 및 사회복지사에 대해 급여 외 활동비 보조금을 월 15만원 지원하고 있습니다. 국가사업의 특성상 추가적인 지원이 필요한 부분에 대해서는 상위기관에 적극적인 건의가 필요합니다. 횡성군 또한 생활지원사의 고충을 해결할 수 있도록 수행기관 및 상위기관에 적극적으로 대화를 시도하겠습니다.
※ 기타 궁금하신 사항이 있으시면 ☎033-340-2148로 전화주시면 자세히 안내해 드리겠습니다.

끝.",2023-01-26,횡성군,답변완료
파크골프장 활성화,"현황 및 문제점
요즘 전국적으로 파크골프인구가 급격히 늘어 작년에는 60%이상 늘었다고 합니다. 양구군에는 파크골프장이 많으나 아직 비등록단체들이라 타지인이 이용하는데 불편할 때도 있습니다.
개선방안
한 시 바삐 등록단체로 전환하여 군에서 체계적으로 관리하면 불편이 없어지겠습니다.
기대효과
외지에서 양구로 오는 사람들이 늘어 양구 경제 활성화에 큰 도움이 되리라고 생각합니다.",2023-01-06,"1. 국민신문고로 신청하신 제안에 관하여 다음과 같이 답변하고자 합니다.

2. 평소 군정발전에 많은 관심을 가져주신 귀하께 감사드리며, 귀하께서 제안하신 파크골프장 활성화 제안에 대하여 다음과 같이 답변드립니다.

3. 양구군은 한반도섬 파크골프장 1개소(27홀)를 운영중에 있으며, 파크골프장에 대한 시설 보수 계획 중으로 향후 추가 보강공사 후 시설관리 방안 및 조례개정 등을 통해 사용자의 편의 제공을 추진토록 하겠습니다.

4. 기타 추가 설명이 필요한 경우 양구군청 경제체육과 체육시설팀(033-480-7162)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.",2023-02-15,양구군,답변완료
교통신호체계 변경,"현황 및 문제점
1. 강원도 삼척시 진주초등학교앞 삼거리에서 삼척여고 방향 건널목 신호가 보행자 신호인데 차량 우회전 신호 또한 주행신호입니다.
오래전부터 그래왔는데 아직까지 조정없이 그대로네요.
혹시라도 사고위험이 있을 것 같아 개선요청을 위해 국민신문고에 글을 남깁니다.
2. 앞서 종합운동장 근처 신호체계에도 개선요청을 했었는데 연속주행 등의 이유로 불가하다는 답변을 들었습니다.
관계 공무원의 현장 답사를 통해 정말 불필요한 개선요구사항인지 여부를 확인해보는 것을 요청합니다.
개선방안
1. 보행자 신호가 켜졌을 때 자동차 우회전 주행신호 정지로 변경이 필요하다고 생각됩니다.

2. 차량의 불필요한 정차 감소와 정체를 줄이기 위해 반대차선 주행신호일 때 동일하게 주행신호로 변경하는게 좋을 것 같습니다.
기대효과
1. 보행자의 안전확보와 운전자의 보행자 교통사고 위험성을 감소시키고 신호와 보행자 이동의 혼선을 줄일 수 있다고 봅니다.

2. 차량정차 감소로 인한 탄소배출 저감과 연속적인 주행시간이 증가하여 결과적으로 총 교통시간을 줄일 수 있다고 봅니다.",2023-01-05,"1. 안녕하십니까? 귀하께서 국민신문고로 제안하신 ""교통신호체계 변경""에 대한 부서 검토의견을 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""교통신호체계 변경""에 관한 것으로 이해됩니다.

3. 첫번째 제안과 관련하여, 현재 우리 시에서는 '우회전 신호등'이 아닌 우회전을 하는 차량에게 횡단보도의 신호여부를 알려주기 위하여
'보조 신호등'의 역할로 설치 운영 중이며, 우회전 신호등 관련하여서는 도로교통법 개정(1월 말 예정) 후 해당 지침에 맞게 개선하여,
운전자에게 보다 명확하게 인지될 수 있도록, 삼척경찰서와 협업 후 추진 예정이며,

4. 두번째 제안과 관련하여, 삼척경찰서 주관의 교통안전시설 심의위원회 안건 상정 후 가결부결 후 추진하여야할 사항으로 사료되어,
해당 의견을 삼척경찰서에 안건 상정하도록 하겠습니다.

5. 소중한 제안에 감사드리며, 기타 궁금하신 사항은 삼척시 교통과(033-570-3556)로 연락하여 주시면 친절히 안내해 드리도록 하겠습니다. 끝.",2023-01-09,삼척시,답변완료
횡성군 어답산관광지 종합개발 추가건의사항,"현황 및 문제점
횡성군 장기적 발전방향과 지역균형 발전을 위해서는 질적부가가치산업 미비, 산업인력부족 및 인구고령화의 1차,2차산업에서 3차,4차산업으로 구조적산업을 전환하여야 사료됩니다. 사계절 운용하는 종합관광산업육성이 지역경제의 활성화및
개인소득 창출과 일자리 맟춤으로 전환하여 경제활동인구유입및 경제활성화 그리고 개인소득향상,일자리 창출을 통한 장기적 선순환구조의 산업을 제안합니다.
개선방안
.1. 어답산 정상(전망대 조성)
2. .짚라인 조성하기
3. 모노레일 조성하기
4. 등산로 개설작업(어답산-병무산-발교산)-어답산과병무산사이-구름다리 설치
5. 케이블카 설치요망
6. 횡성군 메인타워 조성여부 (어답산 또는 주변설치)
7. 개인소유온천장--횡성군 임대활성화 방안조성
8. 숙박시설및 팬션육성
9. 커피숍 등 편의시설조성
10. 어답산관광지에 횡성 시내버스 운행(많은 배차시간)
11. 사용료징수 세수확대.

기대효과
.1. 전년령층이 횡성댐및호수 이용관람
2. 축산물,농산물,임산물이 소비확대 기대
3. 어린이,청소년층의 이용증가로 저변확대
4. 등산객,캠핑족,관광객 이용증가로 농가소득기여와 일자리 창출기대
5. 수도권인구가 이용으로 활력소상승기대
6. 온천장영업으로 횡성군민및 이용객의 건강증진효과
7. 이용료 및 부가가치창출로 세수확대.",2023-01-05,"횡성군 관광발전을 위하여 소중한 제안을 해주신 귀하께 깊은 감사를 드리며, 귀하의 제안이 중장기적으로 이루어질 수 있도록 노력할 방침임을 알려드립니다.
현재 군에서는 제안하여 주신 내용과 관련된 사항 중 일부사항을 타당성검토 중에 있으나, 법적 제한사항(생태자연도, 상수원보호구역, 보전산지 등)등이 산재하여 있으며, 재정적으로도 충족한 상태가 아니므로 사업 추진에 어려움이 있습니다.
그러나, 장기적으로는 관광지가 종합적으로 개발되어야 하는 것에 동의하는 바이며, 관광지가 활성화 되어야 고용창출, 지역상권 부흥에 따른 경제활성화가 이루어 질 수 있을거라 판단됩니다.
군에서는 장기적 관점에서 노력을 강구하겠다는 말씀을 전하며, 다시 한번 제안하여 주심에 감사드립니다.
귀하여 앞날에 무궁한 발전이 있기를 기원합니다.",2023-04-03,횡성군,답변완료
영월에 산지 30년이 다 되어 가는데 아기있는 집이나 신혼부부가 거주할수 있는 주거지 해택이 이렇게나 없나요,"현황 및 문제점
영월에 오래 살다가 결혼해서 아기까지 출산했는데
영월은 왜 죄다 노인복지 청년복지 이런것만 해택이 많은가요?
애기 키우느라 엄마는 일도 못하고 남편이 혼자 벌어서 식구 먹여살리느라 뼈 빠지게 일을 해도 돈이 안모이는데 임대아파트나 주택은 다 노인 청년 플러스 점수고
집값을 점점 오르고 살던 전세집도 곧 계약이 만료되서 살곳을 잃고 있습니다
인구도 점점 주는 추세에 힘들어도 아기를 낳으면 뭐합니까 거주 할 집이 없는데....어떻게 영월에서 살라는 말일까요 꼭 군수님 귀에도 전해 들어갔으면 좋겠습니다
개선방안
인구를 늘릴려면 신혼부부,자녀들을 둔 집들부터 해택이나 복지를 주세요....
다른거 다 필요없으니 집만 이라도 맘편하게 살수있게 해주세요 청년이나 노인아파트,주택 그만 지으시고요....
지나가는 어른들이나 막 결혼한 선후배나 자녀를 둔 지인들이 다 똑같은 말 합니다
그 부분에 개선 좀 제발 해주세요
집도 없고 있어도 집값이 미쳐가고 사지도 나오지도 못하는 상황입니다
기대효과
진짜 모르겠음",2023-01-02,첨부파일 참조 부탁드립니다.,2023-04-10,영월군,답변완료
옥천 5거리 호전 교차로 문제점.,"현황 및 문제점
옥천 5거리 회전교차로 변경후 교통체증 증가.
교차로 공사후 교통량에 대해 점검했는지도 궁금합니다. 공사한다고 교통체증을 불러오더니. 대안없이 교차로 설치후 교통 체증에 대해선 조치 않하나요?
개선방안
교체로에서 신호로 변경.
기대효과
교통체증개선.",2023-01-02,"1. 시정발전에 적극 협조하여 주시는 귀하께 진심으로 감사드립니다.

2. 귀하께서 국민제안(1AA-2301-0000672)로 신청하신 민원은 ‘옥천오거리 회전교차로에서 신호체계 변경요청’으로 이해되며 검토 결과를 다음과 같이 회신합니다.

가. 회전교차로는 보행자의 사망사고 감소를 위한 국가 정책의 일환으로 추진되는 사업으로 옥천오거리 회전교차로 공사 후 많은 교통 정체가 발생하여 전문가들의 자문을 받아 개선하여 현재는 특정 시간대를 제외하고는 원활한 교통 체제로 이어지고 있습니다.

나. 특정 시간대 정체 해소를 위해 우리 시는 최근 설치 운영되고 있는 ITS교통시스템 모니터링을 활용하여 교통정체가 개선될 수 있도록 많은 노력을 다 하겠습니다.

3. 기타 궁금한 사항이나 질문사항이 있으시면 도로과 도로관리부서 전 의 주무관(640-5382)으로 연락 주시면 성심성의껏 안내해 드리겠습니다. 끝.",2023-02-11,강릉시,답변완료
태백시 용역사업 제안서 평가위원 일부 자격조건 수정 및 보완 제안,"현황 및 문제점
현재 태백시에서는 효율적인 운영을 위해 제안서 관련 평가위원을 모집해 필요할 때마다 활용하고 있어 매우 적절하게 되고 있으나 자격조건을 살펴보면 2012년7월21일부터 “전임강사”교원의 직위가 없어졌음에도 교원으로 지정해 운영되고 있다는 것을 확인하였습니다.
개선방안
이에 따라 태백시에서는 평가위원의 자격조건으로 명시된 “전임강사”는 1.고등교육법 부칙 제2조제1항“전임강사는 이 법에 따른 조교수로 본다.”, 2.교육공무원법 부칙 제3조제3항“‘교수,부교수,조교수,전임강사’를 ‘교수,부교수,조교수’로 한다.”, 3.교육공무원임용령 제3조제13항“제5조의2제1항제1호 다목 중 ‘조교수 및 전임강사’를 ‘조교수’로 한다.”로 되어 있는 바 평가위원 자격조건에 ‘대학의 전임강사 이상인 사람으로서 해당분야 전공을 한 사람’의 내용중 1안) 전임강사→조교수 또는 2안) 전임강사→강사 수정해 정확한 조건을 게시하는 것이 적절합니다.
또한, 실제 대학에서 재직중인 강사의 수요 및 우수한 인적자원의 활용하는 차원에서 확대하는 방안도 마련해 운영한다면 매우 좋다고 봅니다.
[사례1] https://www.taebaek.go.kr/www/selectBbsNttView.do?key=352&bbsNo=25&nttNo=132288&searchCtgry=&searchCnd=SJ&searchKrwd=%EC%A0%9C%EC%95%88%EC%84%9C%20%ED%8F%89%EA%B0%80%EC%9C%84%EC%9B%90&pageIndex=1&integrDeptCode=
[사례2] https://www.taebaek.go.kr/www/selectBbsNttView.do?key=352&bbsNo=25&nttNo=127573&searchCtgry=&searchCnd=SJ&searchKrwd=%EC%A0%9C%EC%95%88%EC%84%9C%20%ED%8F%89%EA%B0%80%EC%9C%84%EC%9B%90&pageIndex=1&integrDeptCode=
[사례3] https://www.taebaek.go.kr/www/selectBbsNttView.do?key=352&bbsNo=25&nttNo=126969&searchCtgry=&searchCnd=SJ&searchKrwd=%EC%A0%9C%EC%95%88%EC%84%9C%20%ED%8F%89%EA%B0%80%EC%9C%84%EC%9B%90&pageIndex=1&integrDeptCode=
기대효과
사문화된 전임교원의 직위가 묵시적으로 진행되는 것은 매우 적절하지 않고 명확하게 자격조건을 제시하지 않아 오해와 불신을 야기하지 않도록 향후 이러한 내용이 게시되지 않도록 지속적인 관심과 모니터링을 통해 구민에게 신뢰받는 공적행정이 될 수 있는 작은 단초가 될 것입니다.",2023-01-02,"국민제안(신청번호 1AB-2301-0000371)에 대하여 아래와 같이 답변하고자 합니다.

○ 제안사항

신청번호
신청인
민원요지
1AB-2301-0000371
김용운
태백시 용역사업 제안서 평가위원 일부 자격조건 수정 및 보완

○ 답변내용(안)

안녕하십니까? 제안 참여에 감사드리며 귀하께서 국민신문고를 통해 신청해주신 제안(1AB-2301-0000371)에 대하여 다음과 같이 회신드립니다.

1. 귀하께서 제안하신 사항을 검토한 결과는 다음과 같습니다.
가. 「고등교육법」 일부개정(2011. 7. 21., 시행 2012. 7. 22.)으로 ‘전임강사’ 명칭이 폐지되고, 전임강사는 조교수에 포함(부칙 제2조)되었음을 확인하였으며,

나. 이에 「태백시 제안서 평가위원회 구성 및 운영에 관한 규정」 개정 시 「고등교육법」 개정내용을 반영하여 제4조(평가위원의 자격)의 요건 중 전임강사 관련 규정을 수정하도록 하겠습니다.

다. 국민제안 채택 여부와 관련해서는, 제안하여 주신 내용은 다른 법률의 개정 사항을 반영하는 것임에 따라 귀하의 제안을 수용하지 못하는 점을 양해하여 주시기 바랍니다.

2. 앞으로도 태백시에 지속적인 관심을 부탁드리며 답변내용에 추가 설명이 필요하시면 태백시 회계과(☎033-550-2042)로 연락주시면 성심성의껏 답변해 드리겠습니다. 감사합니다.




붙임 국민제안신청서 1부. 끝.",2023-02-06,태백시,답변완료
횡성군 용역사업 제안서 평가위원 일부 자격조건 수정 및 보완 제안,"현황 및 문제점
현재 횡성군에서는 효율적인 운영을 위해 제안서 관련 평가위원을 모집해 필요할 때마다 활용하고 있어 매우 적절하게 되고 있으나 자격조건을 살펴보면 2012년7월21일부터 “전임강사”교원의 직위가 없어졌음에도 교원으로 지정해 운영되고 있다는 것을 확인하였습니다.
개선방안
이에 따라 횡성군에서는 평가위원의 자격조건으로 명시된 “전임강사”는 1.고등교육법 부칙 제2조제1항“전임강사는 이 법에 따른 조교수로 본다.”, 2.교육공무원법 부칙 제3조제3항“‘교수,부교수,조교수,전임강사’를 ‘교수,부교수,조교수’로 한다.”, 3.교육공무원임용령 제3조제13항“제5조의2제1항제1호 다목 중 ‘조교수 및 전임강사’를 ‘조교수’로 한다.”로 되어 있는 바 평가위원 자격조건에 ‘대학의 전임강사 이상인 사람으로서 해당분야 전공을 한 사람’의 내용중 1안) 전임강사→조교수 또는 2안) 전임강사→강사 수정해 정확한 조건을 게시하는 것이 적절합니다.
또한, 실제 대학에서 재직중인 강사의 수요 및 우수한 인적자원의 활용하는 차원에서 확대하는 방안도 마련해 운영한다면 매우 좋다고 봅니다.
[사례1] https://www.hsg.go.kr/intro/media/00000074.web?gcode=1002&idx=675078&amode=view&sstring=%EC%A0%9C%EC%95%88%EC%84%9C+%ED%8F%89%EA%B0%80%EC%9C%84%EC%9B%90&stype=title&cpage=1
[사례2] https://www.hsg.go.kr/intro/media/00000074.web?gcode=1002&idx=674693&amode=view&sstring=%EC%A0%9C%EC%95%88%EC%84%9C+%ED%8F%89%EA%B0%80%EC%9C%84%EC%9B%90&stype=title&cpage=1
[사례3] https://www.hsg.go.kr/intro/media/00000074.web?gcode=1002&idx=671301&amode=view&sstring=%EC%A0%9C%EC%95%88%EC%84%9C+%ED%8F%89%EA%B0%80%EC%9C%84%EC%9B%90&stype=title&cpage=1#
기대효과
사문화된 전임교원의 직위가 묵시적으로 진행되는 것은 매우 적절하지 않고 명확하게 자격조건을 제시하지 않아 오해와 불신을 야기하지 않도록 향후 이러한 내용이 게시되지 않도록 지속적인 관심과 모니터링을 통해 구민에게 신뢰받는 공적행정이 될 수 있는 작은 단초가 될 것입니다.",2023-01-02,"1. 횡성군에 관심을 가져주신 귀하께 감사드리며 국민신문고를 통해 제안(1AB-2301-0000369)건에 대해 다음과 같이 답변드립니다.

2. 귀하의 제안내용은 횡성군 제안서평가위원회 구성 및 운영규칙에 평가위원 위촉 자격조건에 대한 것으로 이해됩니다.

3. 이 규칙은 2011년 8월 4일 제정 운영되고 있습니다.
말씀하신 전임강사 교원의 직위가 없어졌음에도 자격 내용을 수정하지 않아 혼란을 끼쳐드린점 대단히 죄송스럽게 생각합니다.

빠른 시일내에 귀하께서 제안하신 전임강사→조교수 또는 2안) 전임강사→강사 수정해 정확한 조건으로 수정하도록 하겠습니다.

바쁘신 와중에 귀중한 의견을 주셔서 깊이 감사드립니다. 항상 건강하시고 가정에 행복과 평안함이 가득하시길 기원합니다.

4. 그 밖에 궁굼하신 사항이 있으시면 횡성군청 세무회계과 계약팀 이재용주무관(☎033-340-2248)에게 문의하여 주시기 바랍니다. 감사합니다.",2023-01-17,횡성군,답변완료
인제군 용역사업 제안서 평가위원 일부 자격조건 수정 및 보완 제안,"현황 및 문제점
현재 인제군에서는 효율적인 운영을 위해 제안서 관련 평가위원을 모집해 필요할 때마다 활용하고 있어 매우 적절하게 되고 있으나 자격조건을 살펴보면 2012년7월21일부터 “전임강사”교원의 직위가 없어졌음에도 교원으로 지정해 운영되고 있다는 것을 확인하였습니다.
개선방안
이에 따라 인제군에서는 평가위원의 자격조건으로 명시된 “전임강사”는 1.고등교육법 부칙 제2조제1항“전임강사는 이 법에 따른 조교수로 본다.”, 2.교육공무원법 부칙 제3조제3항“‘교수,부교수,조교수,전임강사’를 ‘교수,부교수,조교수’로 한다.”, 3.교육공무원임용령 제3조제13항“제5조의2제1항제1호 다목 중 ‘조교수 및 전임강사’를 ‘조교수’로 한다.”로 되어 있는 바 평가위원 자격조건에 ‘대학의 전임강사 이상인 사람으로서 해당분야 전공을 한 사람’의 내용중 1안) 전임강사→조교수 또는 2안) 전임강사→강사 수정해 정확한 조건을 게시하는 것이 적절합니다.
또한, 실제 대학에서 재직중인 강사의 수요 및 우수한 인적자원의 활용하는 차원에서 확대하는 방안도 마련해 운영한다면 매우 좋다고 봅니다.
[사례1] https://www.inje.go.kr/portal/adm/bulletin/notify?articleSeq=202032
[사례2] https://www.inje.go.kr/portal/adm/bulletin/notify?articleSeq=201754
[사례3] https://www.inje.go.kr/portal/adm/bulletin/notify?articleSeq=188411
기대효과
사문화된 전임교원의 직위가 묵시적으로 진행되는 것은 매우 적절하지 않고 명확하게 자격조건을 제시하지 않아 오해와 불신을 야기하지 않도록 향후 이러한 내용이 게시되지 않도록 지속적인 관심과 모니터링을 통해 구민에게 신뢰받는 공적행정이 될 수 있는 작은 단초가 될 것입니다.",2023-01-02,"1. 횡성군에 관심을 가져주신 귀하께 감사드리며 국민신문고를 통해 제안(1AB-2301-0000369)건에 대해 다음과 같이 답변드립니다.

2. 귀하의 제안내용은 횡성군 제안서평가위원회 구성 및 운영규칙에 평가위원 위촉 자격조건에 대한 것으로 이해됩니다.

3. 이 규칙은 2011년 8월 4일 제정 운영되고 있습니다.
말씀하신 전임강사 교원의 직위가 없어졌음에도 자격 내용을 수정하지 않아 혼란을 끼쳐드린점 대단히 죄송스럽게 생각합니다.

빠른 시일내에 귀하께서 제안하신 전임강사→조교수 또는 2안) 전임강사→강사 수정해 정확한 조건으로 수정하도록 하겠습니다.

바쁘신 와중에 귀중한 의견을 주셔서 깊이 감사드립니다. 항상 건강하시고 가정에 행복과 평안함이 가득하시길 기원합니다.

4. 그 밖에 궁굼하신 사항이 있으시면 횡성군청 세무회계과 계약팀 이재용주무관(☎033-340-2248)에게 문의하여 주시기 바랍니다. 감사합니다.",심사 중,인제군,제안심사
강원도 겨울 낚시 축제에서 온누리상품권과 제로페이 QR 모바일 지역 상품권을 사용가능하게 해주세요,"현황 및 문제점
현재 강원도 평창군에 거주하고 있습니다. 매년마다 평창송어축제에 참여하는데 강원상품권은 입장료로 사용가능하지만 , 온누리상품권이나 모바일 강원상품권은 결제가 불가합니다.

개선방안
지역 축제이니 물건을 구매할때 혹은 입장료를 낼때 , 제로페이 qr코드 모바일 지역상품권 결제도 사용가능하게 개선해주시고 , 지류 온누리 상품권도 사용가능하게 해주시면 어떨까요?

남는 온누리 상품권으로 지역 시장 같은데서 사용할테니 지역시장 활성화에 더 도움이 될것이고 사람들이 지역 상품권도 더 잘쓰게 될것입니다.

임시로 온누리 상품권을 지역 축제 기간동안 받고 환전해주게 중소기업부와 협약하면 될거 같습니다.
온누리 상품권 사용처가 많아지므로 지역 겨울 축제도 더 활성화 될테고 지역 전통 시장 활성화에 도움이 될것입니다.
기대효과

임시로 온누리 상품권을 지역 축제 기간동안 받고 환전해주게 중소기업부와 협약하면 될거 같습니다.
온누리 상품권 사용처가 많아지므로 지역 겨울 축제도 더 활성화 될테고 지역 전통 시장 활성화에 도움이 될것입니다.",2022-12-24,"국민신문고에 접수된 제안에 대해 다음과 같이 회신코자 합니다.

- 제안요지 : 강원도 겨울 낚시 축제에서 온누리상품권과 제로페이 QR 모바일 지역상품권 사용 가능 검토

- 회신내용
1. 먼저, 평창송어축제 발전에 지속적인 관심과 아낌없는 성원에 감사드립니다.
2. 평창송어축제는 지역관광축제로 민간단체인 오대산천축제위원회에서 특정기간에 유료프로그램 및 먹거리존 등을 운영하여 지역 경기 활성화를 도모하는 축제입니다. 제안내용을 축제장 내에 적용하기 위해서는 먼저 사용가능한 사업장인지, 제도취지에 어긋나지 않는지 등 다방면으로 검토가 필요하며 축제장 밖에서 사업을 운영하는 전통시장 및 음식점 등 해당협회와도 충분한 사전협의가 필요할 것으로 보입니다.
3. 제안이 접수된 이후 축제위원회에 문의한 결과 종이 강원상품권은 현재 사용중이라는 답변을 받았습니다. 향후 축제위원회와 모바일 결제 수단 사용을 넓히는 방안에 대해 협의하여 축제장 및 지역을 방문하는 관광객에 대한 서비스가 개선될 수 있도록 노력하겠습니다.
4. 제안에 대한 회신이 오래 걸려 불편을 드린 점 양해 바라며, 평창송어축제의 발전을 위해 제안해 주신 점 깊이 감사드립니다.
5. 기타 문의사항이 있을 경우 평창군 관광문화과 축제지원팀 심광찬 주무관(033-330-2466)에게 연락주시면 친절히 답변 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2023-01-27,평창군,답변완료
