지역,제목,저자,날짜,url,내용
"권영진 전 대구시장, 계명문화대서 특강",일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308238,"“통합신공항 건설 등 논의”

계명문화대학교 금융부동산과가 지난달 30일 권영진 전 대구시장을 초청해 ‘대구의 도전과 미래’라는 주제로 특강을 개최해 큰 호응을 얻었다.계명문화대학교 대학일자리플러스센터의 진로멘토링 일환으로 개최된 이번 특강은 박승호 총장, 금융부동산과 이태정 학과장을 비롯해 재학생 및 지역 청년 등 50명이 참석한 가운데 진행됐다. 권영진 전 대구시장은 △대구의 어제 그리고 오늘 △코로나 19의 위기와 위대한 대구시민 △내일을 위한 도전과 혁신의 과제에 대한 내용으로 특강을 진행했으며, 특강에 참석한 학생들과 함께 대구가 지금까지 이룬 발전과 앞으로의 도전과제에 대한 이야기도 나눴다. 특히 현재 대구의 주요 관심사인 △대구‧경북 통합 신공항 건설 △대구시청 신청사 건립 △서대구 역세권 대개발과 균형발전에 대한 문제점과 해결책 등 대구 발전에 대한 다양한 의견을 제시하고 논의하는 소통의 시간을 가져 큰 호응을 얻었다.윤기영기자"
"동구, 공공데이터 운영실태 ‘우수’",일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308184,"3년 연속 선정…4천만원 확보

동구청은 행정안전부에서 실시하는 ‘공공데이터 제공 운영실태 평가’에서 3년 연속 ‘우수 지자체’로 선정됐다.동구청은 평가에서 95.17점을 받아 기초자치단체 평균 56.03점에 비해 월등한 실적으로 특별교부세 4천만원을 교부받게 됐다.이번 평가는 중앙행정기관, 지방자치단체, 공공기관 등 총 570개 기관을 대상으로 했으며, 공공데이터의 개방, 활용, 품질, 관리체계 등 4개 영역을 평가해 우수, 보통, 미흡 등급으로 분류했다.평가에서 대구 동구청은 대표 홈페이지에서 제공되고 있는 콘텐츠를 분석해 추가 개방 가능 데이터를 25건 발굴했다.이를 공공데이터·공동활용데이터로 개방해 사용자 중심의 활용성을 높였다는 평가를 받았다.윤석준 동구청장은 “점차 확대되는 디지털 생활환경에서 데이터 기반의 과학행정과 공공데이터 개방은 주민 편의 증진으로 직결되므로, 앞으로도 보다 다양하고 유용한 공공데이터를 꾸준히 발굴하고 개방하는 데에 노력하겠다”고 말했다.윤기영기자"
"남구, 데이터기반행정 분야 평가 ‘우수’",일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308183,"특별교부세 8천만원 받아

남구청은 행정안전부에서 주관한 ‘공공데이터 제공 운영실태 평가’ 및 ‘데이터기반행정 실태점검’에서 각각 상위 24개 우수기관으로 선정되어 특별교부세 총 8천만원을 교부받는다고 7일 밝혔다.

해당 평가는 중앙행정기관, 지방자치단체, 공공기관 등을 대상으로 매년 공공데이터 제공 운영실태와 데이터기반행정 운영 현황 전반을 평가한다.

특히 남구는 공공용 현수막 지정게시대 현황, 가로수 현황 등 수요자 중심의 공공데이터를 개방하고 공공와이파이 설치입지 분석 등 데이터 분석을 활용하여 정책을 추진하였으며, 데이터 분석 청년인재 양성으로 전반적인 분야에서 우수한 평가를 받았다.

그 결과, 공공데이터 제공 운영실태 평가에서 지난해에 이어 올해도 상위 24개 우수기관에 선정되어 특별교부세 4천만원을 받게 되며, 데이터기반행정 실태평가에서도 상위 24개 우수기관에 선정되어 특별교부세 4천만원을 받으며 총 8천만원을 교부받게 된다. 이종구기자"
대구서 일본뇌염 매개모기 첫 발견,일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308182,"감염병 원인 바이러스 유무 조사

대구광역시 보건환경연구원은 5일 대구지역에서 올해 처음으로 일본뇌염 매개모기로 알려진 ‘작은빨간집모기’를 확인함에 따라 모기에 물리지 않도록 주의를 당부했다.

보건환경연구원에서는 일본뇌염 매개모기 감시를 위해 4월부터 10월까지 주 2회 동구 금강로 소재 우사에 유문등(誘蚊燈, 모기 유인등)을 설치 가동하여, 채집 모기 종별 밀도조사와 일본뇌염 등 모기매개 감염병 원인 바이러스 유무를 조사해 오고 있다.

5일 채집된 모기 중에서 ‘작은빨간집모기’를 올해 처음으로 확인했다.

우리 지역은 2022년 5월 12일, 2021년 6월 3일, 2020년 6월 4일에 작은빨간집모기가 첫 채집됐으며, 올해 3월 23일 부산과 제주 지역에서 작은빨간집모기가 첫 확인됨에 따라 전국적으로 ‘일본뇌염 주의보’를 질병관리청에서 발령했다.

일본뇌염은 예방접종을 통해 예방할 수 있는 감염병이며, 일본뇌염 바이러스를 가진 매개모기에 물린 사람의 극히 일부에서 뇌염으로 진행되며 뇌염이 발생하면 사망률이 높고, 회복되더라도 신경계 합병증 발생 비율이 높은 바이러스성 감염병이다.윤기영기자"
"남구, 여름철 합동방역의 날",일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308181,"남구청은 8일~9월 7일까지 매주 목요일 지역 내 13개동 취약지역을 순회하며 합동방역의 날을 운영 한다고 7일 밝혔다. 남구는 주민의 건강한 여름나기를 위해 말라리아, 일본뇌염 등 각종 감염병의 매개체인 모기 등 위생해충 박멸을 위해 오는 9월까지 13개 동 취약지역을 순회하며 하절기 합동방역의 날에 집중 방역활동을 추진한다.

8일 이천동을 시작으로 운영되는 합동방역의 날에는 보건소 방역소독반 4명과 13개 동 방역소독반 19명 등 총 23명의 방역요원들이 모두 한자리에 모여 대대적인 합동 방역을 추진할 예정이다. 합동방역에는 방역차량 2대와 차량동력분무기 2대, 휴대용 분무기 19대가 동원되고 방역소독반을 7개 반으로 재편성한다.이종구기자"
경력단절예방·극복 우수사례 수기 공모,일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308180,"30일까지 사회적 인식 확산

여성가족부와 대구광역시 공동으로 경력단절예방을 위한 사회적 인식 확산 및 일·생활 균형 문화조성 및 기업과 사회 전반의 경력단절여성 고용에 대한 인식변화를 위해 ‘나! 다시 일로 꽃피우다’라는 슬로건으로 ‘2023 경력단절예방·극복 우수사례’ 수기 공모전을 개최한다.

이번 공모전 주제는 ▶경력단절 위기를 극복하고 지속 근무 중인 여성의 사례 ▶결혼, 임신, 출산, 육아 등으로 경력단절이 된 후 재취업한 성공 사례 ▶워킹맘의 일·가정 양립을 지원한 가족의 사례 ▶일·생활 균형을 통해 재경력단절을 예방한 사례 등 4개 분야이다.

또한, 최우수상 1명(시장상, 100만 원 상당 지역상품권), 우수상 2명(시장상, 각 50만 원 상당 지역상품권), 장려상 2명(시장상, 각 30만 원상당 지역상품권), 가작 10명(센터장상, 각 5만 원 상당 지역상품권), 상장과 부상이 수여되며, 선착순 50명에게는 참가상으로 기프티콘이 주어진다.

특히 최우수 수상작은 경력단절예방 우수사례를 영상으로 제작하여 경력단절예방 지원사업의 공익적 목적을 위해 활용할 예정이다.

응모 기간은 30일까지이며 공모전 관련 자세한 사항은 대구여성인력개발센터 홈페이지(www.how-ywca.or.kr)를 통해 확인할 수 있다.윤기영기자"
"대구, 장애인 편의시설 설치 전수조사 한다",일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308179,"9월까지 의무 9447개 시설

대구광역시는 6~9월까지 장애인, 노인, 임산부 등을 비롯한 시민이 시설 등을 접근·이용·이동하는데 불편이 없는 생활환경 구축 및 개선을 위한 장애인 편의시설 설치 현황조사를 실시한다.

장애인 편의시설 설치 현황조사는 공원, 공공건물 및 공중이용시설, 공동주택, 근린생활시설 등 편의시설 설치 의무가 있는 곳을 대상으로 ‘장애인·노인·임산부 등의 편의증진보장에 관한 법률(이하 장애인등편의법)’에 의거 보건복지부와 지방자치단체가 합동으로 5년마다 의무적으로 실시하는 현황조사로, 1998년을 시작으로 올해 6회째 실시하는 조사이다.

이번 현황조사는 8개 구·군에서 오는 9월까지 장애인등편의법 시행일인 1998년 4월 11일 이후 신축·증축·개축·대수선·용도변경 등이 이루어진 우리 시 관내 9,447개소의 장애인 편의시설을 대상으로 진행되며, 사전교육을 받은 조사요원이 2인 1조로 대상시설을 직접 방문해 편의시설의 설치기준에 적합하게 설치됐는지를 점검하게 된다.

이번 조사를 통해 장애인 편의시설이 미설치됐거나 미흡하게 설치된 시설에 대해 개선조치를 통해 편의시설 설치율을 제고하고, 조사결과는 ‘제6차 편의증진 국가종합 5개년(2025~2029)계획’ 수립 및 장애인 편의시설 활성화 정책을 위한 기초자료로 활용될 계획이며, 내년부터 정식 운영 계획인 복지로(사이트 및 앱) 내 복지지도에 조사결과를 반영한 편의시설 설치정보 안내 서비스가 제공될 예정이다.

보건복지국장은, “이번 조사를 통해 장애인 편의시설에 대한 사회적 인식이 향상될 수 있기를 바라며, 현황조사가 원활하게 실시될 수 있도록 조사기간 중 조사요원 방문 시 시설주의 적극적인 협조를 부탁한다”고 말했다.윤기영기자"
"수성 벼룩시장, 화랑공원서 또 만나요",일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308178,"각양각색 다양한 물품 판매

지난달 27일 대구 수성구 수성못 남측 산책로에서 개장된 첫 ‘2023년 수성 벼룩시장’이 성황리에 끝났다.이날 참여한 20여 팀의 벼룩시장 판매자들은 중고 장난감, 인형, 동화책 등 어린이용품부터 주방용품, 옷장 속의 옷가지들까지 다양한 물품을 판매했다.참가자들은 경제관념과 자원순환의 가치를 자녀에게 가르쳐주고 싶은 가족, 초등학생 단체 등 각양각색을 이뤘다.누군가에게는 쓸모가 다한 물건이 몇백 원, 몇천 원의 저렴한 가격에 새로운 주인을 찾았다. 발생한 판매 수익금의 30% 정도는 자율기부로 적립해 올 연말에 저소득층을 위해 사용된다.개장 첫날 모금액은 21만 원 정도였으며 도움이 필요한 어려운 이웃들에게 기부될 예정이다. 2010년부터 현재까지 누적 기부금은 약 4천6백만 원 정도이다.한편, 다음 벼룩시장은 오는 10일 오후 1시부터 오후 4시까지 만촌동 화랑공원에서 열릴 예정이다. ‘2023년 수성 벼룩시장’은 두산동 수성못, 만촌동 화랑공원, 매호동 누리 공원을 돌아가며 10월 말까지 총 8회(월 1~2회) 운영된다. 판매 참가를 희망하는 주민 또는 단체는 새마을회(053-759-7600, 7601)로 문의하면 된다.윤기영기자"
대구 ‘청렴 1등급 달성’ 취약분야 개선 논의,일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308177,"측정결과·대책 보고회

지난해 보다 크게 향상

대구광역시는 7일 대구광역시장 주재로 행정부시장, 실·국장, 원·본부·사업소장 등 고위직 공무원 30여 명이 참석한 가운데 ‘2023년 자체청렴도 측정결과 및 대책 보고회’를 개최했다.

이번 보고회는 올해 두 번째 개최된 ‘파워풀 대구 청렴 간부회의’로, 지난 4월부터 5월까지 15일간 내부 직원 2,143명과 외부고객 1,011명을 대상으로 실시한 자체청렴도 측정 결과를 실·국, 원·본부·사업소별로 보고하고 청렴 취약분야에 대한 개선 대책에 대해 논의했다.

자체청렴도 측정결과 내부청렴도는 10점 만점에 8.51점, 외부청렴도는 9.77점으로 지난해 대비 각각 0.24점과 0.36점이 향상됨으로써 조직 및 업무 관련 청렴도가 크게 높아진 것으로 확인되어 올해 국민권익위원회 주관 종합청렴도 평가 전망을 밝게 했다. 이번 자체청렴도 측정결과는 올해 말 부서별 청렴노력도를 확인·검증하는 ‘청렴 올림픽’ 평가를 통해 ‘2023년도 부서별 성과관리 종합평가’에 반영된다.윤기영기자"
‘꿈드림 청소년 인턴십’ 업무협약 체결,일간경북신문,2023-06-07,http://www.newgbnews.com/news/view.php?idx=308172,"영주학교밖청소년지원센터

영주시 학교밖청소년지원센터는 7일 센터 회의실에서 관내 직업 체험기관(인터크루 영주점, 풍기 라라헤어)과 꿈드림 청소년 인턴십 업무 협약을 체결했다.청소년 인턴십은 직업 체험기관과 1대1 매칭을 통해 학교 밖 청소년들이 현장에서 적성에 맞는 직업을 탐색하고 사회에 적응할 수 있도록 지원하기 위해 마련됐다.이번 청소년 인턴십은 2명의 학교 밖 청소년이 각 사업장에서 7월까지 두 달 동안 직업 체험에 참여하며, 프로그램에 참여하는 청소년에게는 출석률에 따라 활동비가 지급된다.인턴십 프로그램 참가자 청소년 전〇〇(여, 17세)은 “미래에 꿈꾸고 있는 계획을 이루는데 이번 인턴십 활동이 많은 도움이 될 것 같다”며 기대감을 나타냈다.소장은 “학교 밖 청소년들에게 직업 체험의 기회를 주신 대표님들께 진심으로 감사드리며, 앞으로도 학교 밖 청소년들에게 필요한 프로그램을 개발하고 사회진출에 도움이 될 수 있도록 지원을 아끼지 않겠다”고 말했다.금인욱기자"
